WHo,who,s,,0
modern,modern,s,SubjectiveTime,0
way,way,n,Specifiers,0
Of,of,s,Specifiers,1
writing,writing,c,GenericEvents,0
",",",",s,,0
whilst,whilst,s,TimeDuration,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
Censuring,censuring,s,UNRECOGNIZED,0
his,his,s,PersonPronoun,0
Play,play,c,ReportingEvents,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
Gallants,gallants,c,SubjectivePercept,0
",",",",s,,0
as,as,s,Specifiers,0
for,for,s,Specifiers,1
you,you,c,DirectAddress,0
",",",",s,,0
talk,talk,s,ReportingEvents,0
loud,loud,s,SenseProperty,0
in,in,s,,0
the,the,s,SenseObject,0
Pit,pit,c,SenseObject,1
",",",",n,,0
Divert,divert,s,ReportingEvents,0
your,your,s,DirectAddress,0
selves,selves,s,SubjectivePercept,0
and,and,s,,0
Friends,friends,s,Positivity,0
with,with,s,Positivity,1
your,your,s,DirectAddress,0
own,own,s,DirectAddress,1
Wit,wit,c,StandardsPos,0
;,;,n,,0
Observe,observe,s,Curiosity,0
the,the,s,Curiosity,1
Ladies,ladies,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
neglect,neglect,s,Negativity,0
the,the,s,LangRef,0
Play,play,c,LangRef,1
;,;,n,,0
Or,or,s,Contingency,0
else,else,s,Contingency,1
it,it,s,,0
is,is,s,ReportingStates,0
feared,feared,s,Fear,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
undone,undone,s,Negativity,0
to,to,s,,0
day,day,c,TimeDuration,0
.,.,nn,,0
Good,good,s,OralCues,0
Morrow,morrow,c,OralCues,1
",",",",s,,0
Monsieur,monsieur,c,PersonProperty,0
.,.,nn,,0
Good-mor,good-mor,c,UNRECOGNIZED,0
',',c,,0
",",",",s,,0
--,--,s,,0
good-mor,good-mor,c,UNRECOGNIZED,0
',',c,,0
.,.,nn,,0
Is,is,s,ReportingStates,0
Sir,sir,s,PersonProperty,0
Fred'rick,fred'rick,s,UNRECOGNIZED,0
stirring,stirring,c,Motions,0
?,?,nn,Question,0
Pox,pox,s,StandardsNeg,0
stir,stir,s,Motions,0
hime,hime,c,UNRECOGNIZED,0
.,.,nn,,0
My,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
has,has,s,,0
sent,sent,s,ReportingEvents,0
me,me,s,FirstPer,0
--,--,nn,,0
Begar,begar,s,UNRECOGNIZED,0
me,me,s,FirstPer,0
vil,vil,s,,0
have,have,s,,0
de,de,s,AbstractConcepts,0
revenge,revenge,c,Resistance,0
;,;,s,,0
me,me,s,FirstPer,0
vil,vil,s,,0
no,no,s,DenyDisclaim,0
stay,stay,s,TimeDuration,0
two,two,s,Numbers,0
day,day,s,TimeDuration,0
in,in,s,TimeDuration,1
England,england,c,,0
.,.,nn,,0
Good,good,s,,0
Monsieur,monsieur,c,PersonProperty,0
",",",",s,Specifiers,0
what,what,s,Specifiers,1
is,is,s,Specifiers,2
the,the,s,Specifiers,3
matter,matter,c,AbstractConcepts,0
?,?,nn,Question,0
De,de,s,AbstractConcepts,0
matre,matre,c,,0
!,!,s,,0
de,de,s,AbstractConcepts,0
matie,matie,s,UNRECOGNIZED,0
is,is,s,Confidence,0
easy,easy,s,Confidence,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
perceive,perceive,c,PrivateThinking,0
;,;,n,,0
Dis,dis,s,,0
Bedlame,bedlame,c,UNRECOGNIZED,0
",",",",s,,0
Mad-cape,mad-cape,c,UNRECOGNIZED,0
",",",",s,,0
diable,diable,s,,0
de,de,s,AbstractConcepts,0
matie,matie,c,UNRECOGNIZED,0
",",",",s,,0
vas,vas,n,SenseObject,0
Drunk,drunk,s,PersonProperty,0
de,de,s,AbstractConcepts,0
last,last,s,ProjectBack,0
night,night,c,ProjectBack,1
",",",",s,,0
and,and,s,,0
vor,vor,s,UNRECOGNIZED,0
no,no,s,DenyDisclaim,0
reason,reason,c,DenyDisclaim,1
",",",",s,Resistance,0
but,but,s,Resistance,1
dat,dat,n,,0
Me,me,s,FirstPer,0
did,did,s,ReportingEvents,0
advise,advise,s,ReportingEvents,0
him,him,s,PersonPronoun,0
go,go,s,SceneShift,0
to,to,s,SceneShift,1
bed,bed,c,SceneShift,2
",",",",s,,0
begar,begar,s,UNRECOGNIZED,0
he,he,s,Intensity,0
did,did,n,Intensity,1
Strike,strike,c,Negativity,0
",",",",s,,0
break,break,s,ReportingEvents,0
my,my,s,FirstPer,0
head,head,c,SenseObject,0
",",",",s,,0
Jernie,jernie,c,UNRECOGNIZED,0
.,.,nn,Question,0
Have,have,s,Question,1
patience,patience,c,StandardsPos,0
",",",",s,,0
he,he,s,Intensity,0
did,did,s,Intensity,1
it,it,s,,0
unadvisedly,unadvisedly,c,StandardsNeg,0
.,.,nn,,0
Unadvise,unadvise,s,UNRECOGNIZED,0
I,i,s,FirstPer,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
me,me,s,FirstPer,0
advise,advise,s,ReportingEvents,0
him,him,n,PersonPronoun,0
Just,just,s,Immediacy,0
when,when,s,Immediacy,1
he,he,s,Intensity,0
did,did,s,Intensity,1
ite,ite,c,UNRECOGNIZED,0
?,?,nn,Question,0
Yes,yes,c,DirectAddress,0
;,;,s,Resistance,0
but,but,s,Resistance,1
he,he,s,PersonPronoun,0
was,was,s,ProjectBack,0
in,in,s,,0
drink,drink,s,Motions,0
you,you,s,DirectAddress,0
say,say,c,DirectAddress,1
.,.,nn,,0
In,in,s,,0
drink,drink,c,Motions,0
!,!,s,,0
me,me,s,FirstPer,0
vishe,vishe,s,UNRECOGNIZED,0
he,he,s,ProjectBack,0
had,had,s,ProjectBack,1
been,been,s,ProjectBack,0
over,over,s,,0
de,de,s,AbstractConcepts,0
head,head,n,SenseObject,0
And,and,s,,0
de,de,s,AbstractConcepts,0
ear,ear,s,SenseObject,0
in,in,s,,0
drink,drink,c,Motions,0
;,;,s,,0
Begar,begar,s,UNRECOGNIZED,0
in,in,s,,0
France,france,s,,0
de,de,n,AbstractConcepts,0
Drink,drink,s,Motions,0
dat,dat,s,,0
van,van,s,SenseObject,0
mand,mand,s,UNRECOGNIZED,0
drink,drink,s,Motions,0
does,does,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
crack,crack,s,SenseProperty,0
de,de,n,AbstractConcepts,0
Noder,noder,s,UNRECOGNIZED,0
man's,man's,s,PersonProperty,0
brain,brain,c,SenseObject,0
;,;,s,,0
Hark,hark,c,Immediacy,0
!,!,s,,0
--,--,n,,0
He,he,s,Updates,0
is,is,s,Updates,1
avake,avake,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
none,none,s,DenyDisclaim,0
of,of,s,DenyDisclaim,1
de,de,s,AbstractConcepts,0
peeple,peeple,s,UNRECOGNIZED,0
are,are,n,ProjectAhead,0
To,to,s,ProjectAhead,1
attend,attend,s,SpaceRelation,0
hime,hime,c,UNRECOGNIZED,0
:,:,s,,0
Ian,ian,s,UNRECOGNIZED,0
Villian,villian,s,UNRECOGNIZED,0
day,day,s,TimeDuration,0
are,are,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
gone,gone,c,ReportingStates,0
",",",",s,ReportingStates,1
run,run,n,SceneShift,0
To,to,s,SceneShift,1
de,de,s,AbstractConcepts,0
Diable,diable,c,,0
;,;,s,,0
have,have,s,,0
de,de,s,AbstractConcepts,0
patience,patience,c,StandardsPos,0
",",",",s,,0
I,i,s,Insist,0
beseech,beseech,s,Insist,1
you,you,c,DirectAddress,0
.,.,nn,,0
Acquaint,acquaint,s,ReportingEvents,0
Sir,sir,s,PersonProperty,0
Frederick,frederick,s,UNRECOGNIZED,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
here,here,s,SpaceRelation,0
from,from,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Lord,lord,c,CommonAuthorities,0
.,.,nn,,0
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
;,;,s,,0
your,your,s,DirectAddress,0
ver,ver,s,,0
umble,umble,s,,0
Serviteur,serviteur,c,UNRECOGNIZED,0
.,.,nn,,0
Good-mor,good-mor,c,UNRECOGNIZED,0
",",",",s,,0
good-mor,good-mor,s,UNRECOGNIZED,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Vorshippe,vorshippe,c,UNRECOGNIZED,0
;,;,s,,0
me,me,s,FirstPer,0
am,am,s,FirstPer,0
alvay,alvay,n,UNRECOGNIZED,0
Ready,ready,s,ProjectAhead,0
to,to,s,ProjectAhead,1
attend,attend,s,SpaceRelation,0
your,your,s,SpaceRelation,1
Vorshippe,vorshippe,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
your,your,s,DirectAddress,0
Vorshippe's,vorshippe's,n,UNRECOGNIZED,0
Alvay,alvay,s,UNRECOGNIZED,0
ready,ready,s,ProjectAhead,0
to,to,s,ProjectAhead,1
beat,beat,s,Negativity,0
and,and,s,,0
to,to,s,,0
abuse,abuse,s,Negativity,0
me,me,c,FirstPer,0
;,;,s,,0
you,you,s,DirectAddress,0
vare,vare,s,,0
drunk,drunk,n,PersonProperty,0
De,de,s,AbstractConcepts,0
last,last,s,ProjectBack,0
night,night,c,ProjectBack,1
",",",",s,,0
and,and,s,,0
my,my,s,FirstPer,0
head,head,s,SenseObject,0
ache,ache,s,Negativity,0
to,to,s,Negativity,1
day,day,s,TimeDuration,0
morninge,morninge,c,UNRECOGNIZED,0
;,;,n,,0
See,see,s,DirectAddress,0
you,you,s,DirectAddress,1
here,here,s,SpaceRelation,0
if,if,s,Contingency,0
my,my,s,FirstPer,0
brain,brain,s,SenseObject,0
have,have,s,,0
no,no,s,DenyDisclaim,0
ver,ver,s,,0
good,good,s,,0
raison,raison,n,,0
To,to,s,Positivity,0
counsel,counsel,s,Positivity,1
you,you,c,DirectAddress,0
",",",",s,,0
and,and,s,,0
to,to,s,,0
mind,mind,s,Confront,0
your,your,s,Confront,1
business,business,c,Confront,2
.,.,nn,,0
Thou,thou,s,DirectAddress,0
have,have,s,ReportingEvents,0
a,a,s,ReportingEvents,1
notable,notable,s,Positivity,0
brain,brain,c,SenseObject,0
;,;,n,,0
Set,set,s,ReportingEvents,0
me,me,s,FirstPer,0
down,down,s,Motions,0
a,a,s,Motions,1
Crown,crown,s,SenseObject,0
for,for,s,,0
a,a,n,SenseObject,0
Plaster,plaster,c,SenseObject,1
;,;,s,Resistance,0
but,but,s,Resistance,1
forbear,forbear,s,Reluctance,0
your,your,s,DirectAddress,0
rebukes,rebukes,c,Negative_Relation,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
vercouragious,vercouragious,s,UNRECOGNIZED,0
ting,ting,s,SenseProperty,0
to,to,s,,0
break,break,s,ReportingEvents,0
de,de,s,AbstractConcepts,0
head,head,s,PersonProperty,0
of,of,s,PersonProperty,1
your,your,n,DirectAddress,0
Serviteur,serviteur,c,UNRECOGNIZED,0
",",",",s,,0
is,is,s,Question,0
it,it,s,Question,1
note,note,c,SenseObject,0
?,?,s,Question,0
Begar,begar,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
vil,vil,s,,0
never,never,s,Insist,0
keep,keep,n,Insist,1
De,de,s,AbstractConcepts,0
good,good,s,,0
Serviteur,serviteur,c,UNRECOGNIZED,0
",",",",s,,0
had,had,s,ProjectBack,0
no,no,s,ProjectBack,1
me,me,s,FirstPer,0
love,love,s,Positivity,0
youever,youever,s,UNRECOGNIZED,0
vel,vel,c,Motions,0
.,.,s,Motions,1
--,--,nn,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
thou,thou,s,DirectAddress,0
love,love,s,Positivity,0
me,me,c,FirstPer,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
darefore,darefore,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
beat,beat,s,Negativity,0
me,me,c,FirstPer,0
",",",",s,,0
is,is,s,ReportingStates,0
dat,dat,s,,0
de,de,s,AbstractConcepts,0
raison,raison,c,,0
?,?,nn,Question,0
Prithee,prithee,s,DirectAddress,0
forbear,forbear,c,Reluctance,0
;,;,s,,0
I,i,s,Sad,0
am,am,s,Sad,1
sorry,sorry,s,Sad,2
for,for,s,Sad,3
it,it,c,,0
.,.,nn,,0
Ver,ver,s,,0
good,good,s,,0
satisfaction,satisfaction,c,StandardsPos,0
!,!,s,,0
Begar,begar,s,UNRECOGNIZED,0
it,it,s,,0
is,is,s,ReportingStates,0
me,me,s,FirstPer,0
dat,dat,s,,0
am,am,n,FirstPer,0
Sorry,sorry,s,Sad,0
for,for,s,Sad,1
it,it,c,,0
.,.,nn,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
well,well,c,StandardsPos,0
.,.,nn,StandardsPos,1
De,de,s,AbstractConcepts,0
Serviteur,serviteur,s,UNRECOGNIZED,0
of,of,s,,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
your,your,s,DirectAddress,0
Cousin,cousin,n,PersonProperty,0
Be,be,s,ReportingStates,0
come,come,s,ReportingEvents,0
speak,speak,s,ReportingEvents,0
vid,vid,s,,0
you,you,c,DirectAddress,0
.,.,nn,Imperative,0
Bring,bring,s,Imperative,1
him,him,s,PersonPronoun,0
in,in,c,,0
.,.,n,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
of,of,s,SelfDisclosure,2
opinion,opinion,s,SubjectivePercept,0
that,that,s,,0
drunkenness,drunkenness,s,Negativity,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
so,so,n,,0
Damnable,damnable,s,Anger,0
a,a,s,,0
sin,sin,s,StandardsNeg,0
to,to,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
as,as,s,ReasonBackward,0
it,it,s,ReasonBackward,1
is,is,s,ReasonBackward,2
to,to,s,,0
many,many,c,,0
;,;,s,,0
Sorrow,sorrow,n,Sad,0
And,and,s,,0
Repentance,repentance,s,Negative_Relation,0
are,are,s,Confidence,0
sure,sure,s,Confidence,1
to,to,s,Confidence,2
be,be,s,ReportingStates,0
my,my,s,Autobio,0
first,first,s,Autobio,1
Work,work,n,GenericEvents,0
The,the,s,Sequence,0
next,next,s,Sequence,1
morning,morning,c,Sequence,2
:,:,s,,0
',',c,,0
Slid,slid,c,ReportingStates,0
",",",",s,ReportingStates,1
I,i,s,Autobio,0
have,have,s,Autobio,1
known,known,s,Autobio,2
some,some,n,Uncertainty,0
So,so,s,,0
lucky,lucky,s,Positivity,0
at,at,s,Immediacy,0
this,this,s,Immediacy,1
recreation,recreation,c,RecurringEvents,0
",",",",s,,0
that,that,c,,0
",",",",s,Comparison,0
whereas,whereas,s,Comparison,1
it,it,s,,0
is,is,n,PriorKnowledge,0
Familiar,familiar,s,PriorKnowledge,1
to,to,s,PriorKnowledge,2
forget,forget,s,Negativity,0
what,what,s,Negativity,1
we,we,s,,0
do,do,s,Intensity,0
in,in,s,,0
drink,drink,c,Motions,0
",",",",s,,0
have,have,n,,0
Even,even,s,SubjectivePercept,0
lost,lost,s,Negativity,0
the,the,s,Negativity,1
memory,memory,c,PrivateThinking,0
",",",",s,,0
after,after,s,Sequence,0
sleep,sleep,c,Motions,0
",",",",s,,0
of,of,s,ReportingStates,0
being,being,n,ReportingStates,1
Drunk,drunk,c,PersonProperty,0
:,:,s,,0
Now,now,s,Immediacy,0
do,do,s,Question,0
I,i,s,Question,1
feel,feel,s,PrivateThinking,0
more,more,s,Comparison,0
qualms,qualms,s,Negativity,0
then,then,n,,0
A,a,s,,0
young,young,s,PersonProperty,0
woman,woman,s,PersonProperty,1
in,in,s,,0
breeding,breeding,c,ReportingEvents,0
.,.,n,,0
Clark,clark,c,UNRECOGNIZED,0
!,!,s,,0
What,what,s,,0
news,news,s,Updates,0
from,from,s,Updates,1
the,the,s,CommonAuthorities,0
God,god,s,CommonAuthorities,1
of,of,s,CommonAuthorities,2
Love,love,c,Positivity,0
?,?,s,Question,0
he,he,s,Updates,0
is,is,n,Updates,1
Always,always,s,SubjectiveTime,0
at,at,s,SpaceRelation,0
your,your,s,SpaceRelation,1
Master's,master's,s,CommonAuthorities,0
elbow,elbow,c,PersonProperty,0
",",",",s,,0
h'as,h'as,s,UNRECOGNIZED,0
jostl'd,jostl'd,s,UNRECOGNIZED,0
the,the,n,StandardsNeg,0
Devil,devil,s,StandardsNeg,1
out,out,s,,0
of,of,s,StandardsPos,0
service,service,c,StandardsPos,1
;,;,s,,0
no,no,s,DenyDisclaim,0
more,more,c,DenyDisclaim,1
!,!,n,,0
Mrs,mrs,c,PersonProperty,0
.,.,s,PersonProperty,1
Grace,grace,c,StandardsPos,0
!,!,s,,0
Poor,poor,s,Negativity,0
Girl,girl,c,PersonProperty,0
",",",",s,,0
Mrs,mrs,c,PersonProperty,0
.,.,s,PersonProperty,1
Graciana,graciana,s,UNRECOGNIZED,0
has,has,s,,0
flung,flung,s,Narrative_Verbs,0
a,a,n,Narrative_Verbs,1
Squib,squib,s,SenseObject,0
into,into,s,Transformation,0
his,his,s,Transformation,1
bosom,bosom,c,SenseProperty,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
the,the,s,,0
wildfire,wildfire,s,SenseObject,0
will,will,n,PredictedFuture,0
Huzzee,huzzee,s,UNRECOGNIZED,0
for,for,s,TimeDuration,0
a,a,s,TimeDuration,1
time,time,c,TimeDuration,2
",",",",s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
crack,crack,c,SenseProperty,0
;,;,s,,0
it,it,n,,0
Fly's,fly's,s,UNRECOGNIZED,0
out,out,s,,0
at's,at's,s,UNRECOGNIZED,0
Breeches,breeches,c,SenseObject,0
.,.,nn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
sent,sent,s,Neutral_Attribution,1
me,me,s,FirstPer,0
before,before,s,Sequence,0
with,with,s,,0
his,his,s,PersonPronoun,0
service,service,c,StandardsPos,0
;,;,s,,0
he,he,s,PersonPronoun,0
will,will,n,PredictedFuture,0
Wait,wait,s,SpaceRelation,0
on,on,s,SpaceRelation,1
you,you,s,DirectAddress,0
himself,himself,s,PersonPronoun,0
when,when,s,TimeShift,0
he,he,s,TimeShift,1
is,is,s,ReportingStates,0
dressed,dressed,c,SenseProperty,0
.,.,nn,,0
In,in,s,,0
very,very,s,Positivity,0
good,good,s,Positivity,1
time,time,c,,0
;,;,s,,0
there,there,s,,0
never,never,s,DenyDisclaim,0
was,was,s,ProjectBack,0
a,a,s,ProjectBack,1
girl,girl,n,PersonProperty,0
More,more,s,Comparison,0
humoursome,humoursome,c,UNRECOGNIZED,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
tedious,tedious,s,Negativity,0
in,in,s,,0
the,the,s,,0
dressing,dressing,s,SenseObject,0
of,of,n,,0
Her,her,s,PersonPronoun,0
Baby,baby,c,PersonProperty,0
.,.,nn,,0
Hay,hay,c,SenseObject,0
!,!,s,,0
here,here,s,Immediacy,0
is,is,s,Immediacy,1
de,de,s,AbstractConcepts,0
ver,ver,s,,0
vine,vine,s,SenseObject,0
varke,varke,n,UNRECOGNIZED,0
Begar,begar,c,UNRECOGNIZED,0
",",",",s,,0
de,de,s,AbstractConcepts,0
ver,ver,s,,0
vine,vine,s,SenseObject,0
varke,varke,c,UNRECOGNIZED,0
!,!,s,,0
--,--,nn,,0
What,what,s,Question,0
Is,is,s,Question,1
the,the,s,Question,2
business,business,c,AbstractConcepts,0
?,?,nn,Question,0
De,de,s,AbstractConcepts,0
business,business,c,AbstractConcepts,0
!,!,s,,0
de,de,s,AbstractConcepts,0
divil,divil,s,UNRECOGNIZED,0
take,take,s,ReportingEvents,0
me,me,s,FirstPer,0
if,if,s,Contingency,0
dare,dare,s,SubjectivePercept,0
be,be,s,ReportingStates,0
not,not,n,DenyDisclaim,0
De,de,s,AbstractConcepts,0
whole,whole,s,,0
Regiment,regiment,s,PersonProperty,0
Army,army,s,CommonAuthorities,0
de,de,s,AbstractConcepts,0
Hackene,hackene,s,UNRECOGNIZED,0
Cocheman,cocheman,c,UNRECOGNIZED,0
",",",",n,,0
De,de,s,AbstractConcepts,0
Linke-boy,linke-boy,c,UNRECOGNIZED,0
",",",",s,,0
de,de,s,AbstractConcepts,0
Fydler,fydler,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
de,de,s,AbstractConcepts,0
Shamber-mayde,shamber-mayde,c,UNRECOGNIZED,0
",",",",n,,0
Dat,dat,s,,0
have,have,s,,0
beseege,beseege,s,UNRECOGNIZED,0
de,de,s,AbstractConcepts,0
house,house,c,SenseObject,0
;,;,s,,0
dis,dis,s,,0
is,is,s,ReportingStates,0
de,de,s,AbstractConcepts,0
consequance,consequance,n,UNRECOGNIZED,0
Of,of,s,,0
de,de,s,AbstractConcepts,0
drink,drink,s,Motions,0
vid,vid,s,,0
a,a,s,,0
pox,pox,c,StandardsNeg,0
.,.,nn,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
the,the,s,,0
Coach-men,coach-men,s,UNRECOGNIZED,0
and,and,s,,0
