PRoceed,proceed,s,Sequence,0
Nay,nay,s,OralCues,0
more,more,c,Comparison,0
",",",",s,Contingency,0
if,if,s,Contingency,1
any,any,s,Contingency,2
borne,borne,s,ReportingEvents,0
at,at,s,,0
Ephesus,ephesus,n,UNRECOGNIZED,0
Be,be,s,SpaceRelation,0
seen,seen,s,SpaceRelation,1
at,at,s,Intensity,0
any,any,s,Intensity,1
Siracusian,siracusian,s,UNRECOGNIZED,0
Marts,marts,s,SenseObject,0
and,and,s,,0
Fayres,fayres,c,UNRECOGNIZED,0
:,:,n,,0
Again,again,c,RecurringEvents,0
",",",",s,Contingency,0
if,if,s,Contingency,1
any,any,s,Contingency,2
Siracusian,siracusian,s,UNRECOGNIZED,0
borne,borne,n,ReportingEvents,0
Come,come,s,Transformation,0
to,to,s,Transformation,1
the,the,s,Transformation,2
Bay,bay,s,SenseObject,0
of,of,s,,0
Ephesus,ephesus,c,UNRECOGNIZED,0
",",",",s,,0
he,he,s,PersonPronoun,0
dies,dies,c,,0
:,:,n,,0
His,his,s,PersonPronoun,0
goods,goods,s,AbstractConcepts,0
confiscate,confiscate,s,SceneShift,0
to,to,s,SceneShift,1
the,the,s,,0
Dukes,dukes,s,CommonAuthorities,0
dispose,dispose,c,ReportingEvents,0
",",",",n,,0
Unless,unless,s,Contingency,0
a,a,s,,0
thousand,thousand,s,Numbers,0
marks,marks,s,AbstractConcepts,0
be,be,s,ReportingStates,0
levied,levied,n,ReportingEvents,0
To,to,s,,0
quit,quit,s,ReportingEvents,0
the,the,s,ReportingEvents,1
penalty,penalty,c,Negativity,0
",",",",s,,0
and,and,s,,0
to,to,s,,0
ransom,ransom,s,Negativity,0
him,him,c,PersonPronoun,0
:,:,n,,0
Thy,thy,s,DirectAddress,0
substance,substance,c,AbstractConcepts,0
",",",",s,,0
valued,valued,s,AbstractConcepts,0
at,at,s,AbstractConcepts,1
the,the,s,,0
highest,highest,s,Comparison,0
rate,rate,c,AbstractConcepts,0
",",",",n,,0
Cannot,cannot,s,DenyDisclaim,0
amount,amount,s,AbstractConcepts,0
unto,unto,s,CommonAuthorities,0
a,a,s,,0
hundred,hundred,s,Numbers,0
Marks,marks,c,AbstractConcepts,0
",",",",n,,0
Therefore,therefore,s,ReasonForward,0
by,by,s,CommonAuthorities,0
Law,law,s,CommonAuthorities,1
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
condemned,condemned,s,Negative_Relation,0
to,to,s,ProjectAhead,0
die,die,c,ProjectAhead,1
.,.,nn,Resistance,0
Yet,yet,s,Resistance,1
this,this,s,,0
my,my,s,Positivity,0
comfort,comfort,c,Positivity,1
",",",",s,,0
when,when,s,DirectAddress,0
your,your,s,DirectAddress,1
words,words,s,LangRef,0
are,are,s,Updates,0
done,done,c,Updates,1
",",",",n,,0
My,my,s,FirstPer,0
woes,woes,s,Sad,0
end,end,s,Sequence,0
likewise,likewise,s,Specifiers,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
evening,evening,s,TimeDuration,0
Son,son,c,PersonProperty,0
.,.,nn,OralCues,0
Well,well,s,OralCues,1
Siracusian,siracusian,c,UNRECOGNIZED,0
;,;,s,,0
say,say,s,Citations,0
in,in,s,Specifiers,0
brief,brief,s,Specifiers,1
the,the,s,,0
cause,cause,n,Cause,0
Why,why,s,Question,0
thou,thou,s,DirectAddress,0
departedst,departedst,s,UNRECOGNIZED,0
from,from,s,,0
thy,thy,s,DirectAddress,0
native,native,s,CommonAuthorities,0
home,home,c,SpaceRelation,0
?,?,n,Question,0
And,and,s,,0
for,for,s,,0
what,what,s,,0
cause,cause,s,Cause,0
thou,thou,s,DirectAddress,0
came,came,s,ReportingEvents,0
to,to,s,,0
Ephesus,ephesus,c,UNRECOGNIZED,0
.,.,nn,,0
A,a,s,,0
heavier,heavier,s,Comparison,0
task,task,s,AbstractConcepts,0
could,could,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
have,have,s,ProjectBack,0
been,been,s,ProjectBack,1
imposed,imposed,c,Resistance,0
",",",",n,,0
Then,then,s,Sequence,0
I,i,s,Sequence,1
to,to,s,,0
speak,speak,s,ReportingEvents,0
my,my,s,FirstPer,0
griefs,griefs,s,,0
unspeakable,unspeakable,c,Negative_Relation,0
:,:,n,,0
Yet,yet,s,Resistance,0
that,that,s,,0
the,the,s,,0
world,world,s,AbstractConcepts,0
may,may,s,Contingency,0
witness,witness,s,PersonProperty,0
that,that,s,,0
my,my,s,FirstPer,0
end,end,n,Sequence,0
Was,was,s,ProjectBack,0
wrought,wrought,s,ReportingEvents,0
by,by,s,Specifiers,0
nature,nature,c,Specifiers,1
",",",",s,,0
not,not,s,DenyDisclaim,0
by,by,s,,0
vile,vile,s,StandardsNeg,0
offense,offense,c,SubjectivePercept,0
",",",",n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
utter,utter,s,Negativity,0
what,what,s,,0
my,my,s,Sad,0
sorrow,sorrow,s,Sad,1
gives,gives,s,ReportingEvents,0
me,me,s,ReportingEvents,1
leave,leave,c,,0
.,.,n,,0
In,in,s,,0
Syracusa,syracusa,s,UNRECOGNIZED,0
was,was,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
borne,borne,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
wedde,wedde,n,UNRECOGNIZED,0
Unto,unto,s,CommonAuthorities,0
a,a,s,PersonProperty,0
woman,woman,c,PersonProperty,1
",",",",s,,0
happy,happy,s,Positivity,0
but,but,s,Resistance,0
for,for,s,Resistance,1
me,me,c,Resistance,2
",",",",n,,0
And,and,s,,0
by,by,s,Cause,0
me,me,c,Cause,1
;,;,s,,0
had,had,s,ProjectBack,0
not,not,s,ProjectBack,1
our,our,s,Inclusive,0
hap,hap,s,AbstractConcepts,0
been,been,s,ProjectBack,0
bad,bad,c,Negativity,0
:,:,n,,0
With,with,s,,0
her,her,s,PersonPronoun,0
I,i,s,FirstPer,0
lived,lived,s,SpaceRelation,0
in,in,s,SpaceRelation,1
joy,joy,c,Positivity,0
",",",",s,,0
our,our,s,StandardsPos,0
wealth,wealth,s,StandardsPos,1
increast,increast,n,UNRECOGNIZED,0
By,by,s,,0
prosperous,prosperous,s,StandardsPos,0
voyages,voyages,s,Motions,0
I,i,s,FirstPer,0
often,often,s,RecurringEvents,0
made,made,n,ReportingEvents,0
To,to,s,ReportingEvents,1
Epidamium,epidamium,c,UNRECOGNIZED,0
",",",",s,,0
till,till,s,AbstractConcepts,0
my,my,s,FirstPer,0
factors,factors,s,AbstractConcepts,0
death,death,c,Negativity,0
",",",",n,,0
And,and,s,,0
he,he,s,PersonPronoun,0
great,great,s,StandardsPos,0
care,care,s,StandardsPos,1
of,of,s,,0
goods,goods,s,AbstractConcepts,0
at,at,s,,0
randone,randone,s,UNRECOGNIZED,0
left,left,c,ReportingStates,0
",",",",n,ReportingStates,1
Drew,drew,s,ReportingEvents,0
me,me,s,FirstPer,0
from,from,s,,0
kind,kind,s,Positivity,0
embracements,embracements,s,UNRECOGNIZED,0
of,of,s,,0
my,my,s,FirstPer,0
spouse,spouse,c,PersonProperty,0
;,;,n,,0
From,from,s,PersonProperty,0
whom,whom,s,PersonProperty,1
my,my,s,FirstPer,0
absence,absence,s,Negativity,0
was,was,s,ProjectBack,0
not,not,s,DenyDisclaim,0
six,six,s,TimeDuration,0
months,months,s,TimeDuration,1
old,old,c,TimeDuration,2
",",",",n,,0
Before,before,s,SpaceRelation,0
her,her,s,SpaceRelation,1
self,self,s,SubjectivePercept,0
(,(,c,,0
almost,almost,s,SubjectivePercept,0
at,at,s,GenericEvents,0
fainting,fainting,s,GenericEvents,1
under,under,n,SpaceRelation,0
The,the,s,SpaceRelation,1
pleasing,pleasing,s,Positivity,0
punishment,punishment,s,Negativity,0
that,that,s,,0
women,women,s,PersonProperty,0
bear,bear,c,SenseObject,0
),),n,,0
Had,had,s,ProjectBack,0
made,made,s,Contingency,0
provision,provision,s,Contingency,1
for,for,s,Contingency,2
her,her,s,PersonPronoun,0
following,following,s,,0
me,me,c,FirstPer,0
",",",",n,,0
And,and,s,,0
soon,soon,c,TimeShift,0
",",",",s,TimeShift,1
and,and,s,,0
safe,safe,c,StandardsPos,0
",",",",s,,0
arrived,arrived,s,ReportingEvents,0
where,where,s,Autobio,0
I,i,s,Autobio,1
was,was,c,Autobio,2
:,:,n,,0
There,there,s,,0
had,had,s,Contingency,0
she,she,s,Contingency,1
not,not,s,Contingency,2
been,been,s,Contingency,3
long,long,c,SenseProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
she,she,s,Biographical_Time,0
became,became,n,Biographical_Time,1
A,a,s,,0
joyful,joyful,s,Positivity,0
mother,mother,s,PersonProperty,0
of,of,s,PersonProperty,1
two,two,s,Numbers,0
goodly,goodly,s,StandardsPos,0
sons,sons,c,PersonProperty,0
:,:,n,,0
And,and,c,,0
",",",",s,Aside,0
which,which,s,Aside,1
was,was,s,ProjectBack,0
strange,strange,c,SubjectivePercept,0
",",",",s,,0
the,the,s,Specifiers,0
one,one,s,Specifiers,1
so,so,s,,0
like,like,s,Resemblances,0
the,the,s,Resemblances,1
other,other,c,Specifiers,0
",",",",n,,0
As,as,s,,0
could,could,s,Contingency,0
not,not,s,Contingency,1
be,be,s,Contingency,2
distinguished,distinguished,s,StandardsPos,0
but,but,s,Resistance,0
by,by,s,,0
names,names,c,LangRef,0
.,.,n,,0
That,that,s,,0
very,very,s,Intensity,0
hour,hour,c,TimeDuration,0
",",",",s,,0
and,and,s,,0
in,in,s,,0
the,the,s,Comparison,0
selfsame,selfsame,s,Comparison,1
Inn,inn,c,SenseObject,0
",",",",n,,0
A,a,s,,0
mean,mean,s,Negativity,0
woman,woman,s,Negativity,1
was,was,s,ProjectBack,0
delivered,delivered,n,ReportingStates,0
Of,of,s,ReportingStates,1
such,such,s,Specifiers,0
a,a,s,Specifiers,1
burden,burden,s,Negativity,0
Male,male,c,PersonProperty,0
",",",",s,,0
twins,twins,s,PersonProperty,0
both,both,s,,0
alike,alike,c,Inclusive,0
:,:,n,,0
Those,those,c,,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
their,their,s,PersonPronoun,0
parents,parents,s,PersonProperty,0
were,were,s,ProjectBack,0
exceeding,exceeding,s,Intensity,0
poor,poor,c,Negativity,0
",",",",n,,0
I,i,s,FirstPer,0
bought,bought,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
brought,brought,s,Transformation,0
up,up,s,Transformation,1
to,to,s,,0
attend,attend,s,SpaceRelation,0
my,my,s,SpaceRelation,1
sons,sons,c,PersonProperty,0
.,.,n,,0
My,my,s,FirstPer,0
wife,wife,c,PersonProperty,0
",",",",s,,0
not,not,s,DenyDisclaim,0
meanly,meanly,s,Negativity,0
proud,proud,s,StandardsPos,0
of,of,s,StandardsPos,1
two,two,s,Numbers,0
such,such,s,Intensity,0
boys,boys,c,PersonProperty,0
",",",",n,,0
Made,made,s,ReportingEvents,0
daily,daily,s,RecurringEvents,0
motions,motions,s,Motions,0
for,for,s,Inclusive,0
our,our,s,Inclusive,1
home,home,s,SpaceRelation,0
return,return,c,RecurringEvents,0
:,:,n,,0
Unwilling,unwilling,s,Reluctance,0
I,i,s,FirstPer,0
agreed,agreed,c,ReportingStates,0
",",",",s,ReportingStates,1
alas,alas,c,Negativity,0
",",",",s,Specifiers,0
too,too,s,Specifiers,1
soon,soon,s,ProjectAhead,0
we,we,s,,0
came,came,s,ReportingEvents,0
aboard,aboard,c,SpaceRelation,0
.,.,n,,0
A,a,s,,0
league,league,s,AbstractConcepts,0
from,from,s,,0
Epidamium,epidamium,s,UNRECOGNIZED,0
had,had,s,Contingency,0
we,we,s,Contingency,1
saild,saild,n,UNRECOGNIZED,0
Before,before,s,Sequence,0
the,the,s,Intensity,0
always,always,s,Intensity,1
winde-obeying,winde-obeying,s,UNRECOGNIZED,0
deep,deep,n,AbstractConcepts,0
Gave,gave,s,ReportingEvents,0
any,any,s,,0
Tragic,tragic,s,Negativity,0
Instance,instance,s,Example,0
of,of,s,Example,1
our,our,s,Inclusive,0
harm,harm,c,Negativity,0
:,:,n,,0
But,but,s,Resistance,0
longer,longer,s,Comparison,0
did,did,s,Question,0
we,we,s,Question,1
not,not,s,DenyDisclaim,0
retain,retain,s,ReportingEvents,0
much,much,s,Intensity,0
hope,hope,c,Positivity,0
;,;,n,,0
For,for,s,,0
what,what,s,,0
obscured,obscured,s,StandardsNeg,0
light,light,s,ReportingEvents,0
the,the,s,ReportingEvents,1
heavens,heavens,s,Positivity,0
did,did,s,ReportingEvents,0
grant,grant,c,CommonAuthorities,0
",",",",n,,0
Did,did,s,ReportingEvents,0
but,but,s,Resistance,0
convey,convey,s,ReportingEvents,0
unto,unto,s,CommonAuthorities,0
our,our,s,Inclusive,0
fearful,fearful,s,Fear,0
minds,minds,n,SubjectivePercept,0
A,a,s,SubjectivePercept,1
doubtful,doubtful,s,Uncertainty,0
warrant,warrant,s,CommonAuthorities,0
of,of,s,,0
immediate,immediate,s,Immediacy,0
death,death,c,Negativity,0
",",",",n,Aside,0
Which,which,s,Aside,1
though,though,s,Concessive,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
would,would,s,ProjectBack,0
gladly,gladly,s,Positivity,0
have,have,s,,0
embraced,embraced,c,Positivity,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
the,the,s,,0
incessant,incessant,s,StandardsNeg,0
weepings,weepings,s,UNRECOGNIZED,0
of,of,s,,0
my,my,s,FirstPer,0
wife,wife,c,PersonProperty,0
",",",",n,,0
Weeping,weeping,s,Sad,0
before,before,s,Sequence,0
for,for,s,,0
what,what,s,,0
she,she,s,PersonPronoun,0
saw,saw,s,,0
must,must,s,Insist,0
come,come,c,DirectAddress,0
",",",",n,DirectAddress,1
And,and,s,,0
pitteous,pitteous,s,UNRECOGNIZED,0
playnings,playnings,s,UNRECOGNIZED,0
of,of,s,,0
the,the,s,SubjectivePercept,0
pretty,pretty,s,SubjectivePercept,1
babes,babes,n,SubjectivePercept,0
That,that,s,,0
mourned,mourned,s,Sad,0
for,for,s,Sad,1
fashion,fashion,c,SenseObject,0
",",",",s,,0
ignorant,ignorant,s,StandardsNeg,0
what,what,s,Curiosity,0
to,to,s,Curiosity,1
fear,fear,c,Fear,0
",",",",n,,0
Forced,forced,s,SelfReluctance,0
me,me,s,SelfReluctance,1
to,to,s,ProjectAhead,0
seek,seek,s,ProjectAhead,1
delays,delays,s,Resistance,0
for,for,s,SubjectivePercept,0
them,them,s,SubjectivePercept,1
and,and,s,,0
me,me,c,FirstPer,0
",",",",n,,0
And,and,s,,0
this,this,s,,0
it,it,s,ProjectBack,0
was,was,c,ProjectBack,1
:,:,s,,0
(,(,c,,0
for,for,s,,0
other,other,s,Specifiers,0
means,means,s,AbstractConcepts,0
was,was,s,ProjectBack,0
none,none,c,DenyDisclaim,0
),),n,,0
The,the,s,,0
Sailors,sailors,s,PersonProperty,0
sought,sought,s,ProjectAhead,0
for,for,s,ProjectAhead,1
safety,safety,s,StandardsPos,0
by,by,s,,0
our,our,s,Inclusive,0
boat,boat,c,SenseObject,0
",",",",n,,0
And,and,s,,0
left,left,s,ReportingEvents,0
the,the,s,ReportingEvents,1
ship,ship,s,SenseObject,0
then,then,s,,0
sinking,sinking,s,Motions,0
ripe,ripe,s,Positivity,0
to,to,s,Inclusive,0
us,us,c,Inclusive,1
.,.,n,,0
My,my,s,FirstPer,0
wife,wife,c,PersonProperty,0
",",",",s,,0
more,more,s,Comparison,0
careful,careful,s,StandardsPos,0
for,for,s,,0
the,the,s,,0
latter,latter,s,AbstractConcepts,0
borne,borne,c,ReportingStates,0
",",",",n,ReportingStates,1
Had,had,s,ProjectBack,0
fastened,fastened,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
unto,unto,s,CommonAuthorities,0
a,a,s,,0
small,small,s,SenseProperty,0
spare,spare,s,SenseProperty,0
Mast,mast,c,SenseObject,0
",",",",n,,0
Such,such,s,Specifiers,0
as,as,s,Specifiers,1
seafaring,seafaring,s,PersonProperty,0
men,men,s,PersonProperty,1
provide,provide,s,StandardsPos,0
for,for,s,StandardsPos,1
storms,storms,c,SenseProperty,0
:,:,n,,0
To,to,s,PersonPronoun,0
him,him,s,PersonPronoun,1
one,one,s,Specifiers,0
of,of,s,Specifiers,1
the,the,s,Specifiers,2
other,other,s,Specifiers,0
twins,twins,s,PersonProperty,0
was,was,s,ProjectBack,0
bound,bound,c,ReportingEvents,0
",",",",n,,0
Whilst,whilst,s,TimeDuration,0
I,i,s,Autobio,0
had,had,s,Autobio,1
been,been,s,Autobio,2
like,like,s,SubjectivePercept,0
heedfull,heedfull,s,UNRECOGNIZED,0
of,of,s,,0
the,the,s,Specifiers,0
other,other,c,Specifiers,1
.,.,n,,0
The,the,s,PersonProperty,0
children,children,s,PersonProperty,1
thus,thus,s,ReasonForward,0
disposed,disposed,c,SubjectivePercept,0
",",",",s,,0
my,my,s,FirstPer,0
wife,wife,s,PersonProperty,0
and,and,s,,0
I,i,c,FirstPer,0
",",",",n,,0
Fixing,fixing,s,ReportingEvents,0
our,our,s,Inclusive,0
eyes,eyes,s,SpaceRelation,0
on,on,s,SpaceRelation,1
whom,whom,s,PersonPronoun,0
our,our,s,Inclusive,0
care,care,s,StandardsPos,0
was,was,s,ProjectBack,0
fixed,fixed,c,ReportingStates,0
",",",",n,ReportingStates,1
Fastened,fastened,s,ReportingEvents,0
our,our,s,Inclusive,0
selves,selves,s,SubjectivePercept,0
at,at,s,,0
either,either,s,Metadiscourse,0
end,end,s,TimeShift,0
the,the,s,TimeShift,1
mast,mast,c,SenseObject,0
",",",",n,,0
And,and,s,,0
floating,floating,s,Motions,0
straight,straight,c,AbstractConcepts,0
",",",",s,,0
obedient,obedient,s,CommonAuthorities,0
to,to,s,,0
the,the,s,SenseObject,0
stream,stream,c,SenseObject,1
",",",",n,,0
Was,was,s,ProjectBack,0
carried,carried,s,ReportingEvents,0
toward,toward,s,,0
Corinth,corinth,c,UNRECOGNIZED,0
",",",",s,,0
as,as,s,,0
we,we,s,,0
thought,thought,c,PrivateThinking,0
.,.,n,,0
At,at,s,SubjectiveTime,0
length,length,s,SubjectiveTime,1
the,the,s,PersonProperty,0
son,son,s,PersonProperty,1
gazing,gazing,s,SpaceRelation,0
upon,upon,s,SpaceRelation,1
the,the,s,SpaceRelation,0
earth,earth,c,SpaceRelation,1
",",",",n,,0
Dispersed,dispersed,s,ReportingEvents,0
those,those,s,,0
vapors,vapors,s,SenseObject,0
that,that,s,,0
offended,offended,s,Anger,0
us,us,c,Anger,1
",",",",n,,0
And,and,s,,0
by,by,s,,0
the,the,s,,0
benefit,benefit,s,StandardsPos,0
of,of,s,,0
his,his,s,PersonPronoun,0
wished,wished,s,ProjectAhead,0
light,light,n,ReportingEvents,0
The,the,s,ReportingEvents,1
seas,seas,s,SenseObject,0
waxt,waxt,s,UNRECOGNIZED,0
calm,calm,c,Positivity,0
",",",",s,,0
and,and,s,,0
we,we,s,,0
discovered,discovered,n,Curiosity,0
Two,two,s,Numbers,0
ships,ships,s,SceneShift,0
from,from,s,SceneShift,1
far,far,c,SpaceRelation,0
",",",",s,,0
making,making,s,ReportingEvents,0
amain,amain,s,Intensity,0
to,to,s,Inclusive,0
us,us,c,Inclusive,1
:,:,n,,0
Of,of,s,,0
Corinth,corinth,s,UNRECOGNIZED,0
that,that,c,,0
",",",",s,,0
of,of,s,,0
Epidarus,epidarus,s,UNRECOGNIZED,0
this,this,c,Immediacy,0
",",",",n,Immediacy,1
But,but,s,Resistance,0
ere,ere,s,ProjectBack,0
they,they,s,,0
came,came,c,ReportingStates,0
",",",",s,ReportingStates,1
oh,oh,s,OralCues,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
say,say,s,Resistance,0
no,no,s,Resistance,1
more,more,c,Comparison,0
",",",",n,,0
Gather,gather,s,ReportingEvents,0
the,the,s,,0
sequel,sequel,s,Sequence,0
by,by,s,,0
that,that,s,,0
went,went,s,Sequence,0
before,before,c,Sequence,1
.,.,nn,,0
Nay,nay,s,OralCues,0
forward,forward,s,AbstractConcepts,0
old,old,s,PersonProperty,0
man,man,c,PersonProperty,1
",",",",s,,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
break,break,s,Transformation,0
off,off,s,Transformation,1
so,so,c,AbstractConcepts,0
",",",",n,AbstractConcepts,1
For,for,s,,0
we,we,s,,0
may,may,s,Contingency,0
pity,pity,c,Sad,0
",",",",s,Concessive,0
though,though,s,Concessive,1
not,not,s,DenyDisclaim,0
pardon,pardon,s,Positivity,0
thee,thee,c,DirectAddress,0
.,.,nn,,0
Oh,oh,s,OralCues,0
had,had,s,ProjectBack,0
the,the,s,,0
gods,gods,s,CommonAuthorities,0
done,done,s,Intensity,0
so,so,c,Intensity,1
",",",",s,,0
I,i,s,Autobio,0
had,had,s,Autobio,1
not,not,s,DenyDisclaim,0
now,now,n,DenyDisclaim,1
Worthily,worthily,s,StandardsPos,0
termed,termed,s,Definition,0
them,them,s,,0
merciless,merciless,s,StandardsNeg,0
to,to,s,Inclusive,0
us,us,c,Inclusive,1
:,:,n,,0
For,for,s,,0
ere,ere,s,ProjectAhead,0
the,the,s,ProjectAhead,1
ships,ships,s,SenseObject,0
could,could,s,Contingency,0
meet,meet,s,ReportingEvents,0
by,by,s,,0
twice,twice,s,RecurringEvents,0
five,five,s,Numbers,0
leagues,leagues,c,AbstractConcepts,0
",",",",n,,0
We,we,s,,0
were,were,s,ProjectBack,0
encountered,encountered,s,ReportingEvents,0
by,by,s,,0
a,a,s,Intensity,0
mighty,mighty,s,Intensity,1
rock,rock,c,SenseObject,0
",",",",n,Aside,0
Which,which,s,Aside,1
being,being,s,ReportingStates,0
violently,violently,s,StandardsNeg,0
borne,borne,s,ReportingEvents,0
up,up,c,,0
",",",",n,,0
Our,our,s,Inclusive,0
helpefull,helpefull,s,UNRECOGNIZED,0
ship,ship,s,SenseObject,0
was,was,s,ProjectBack,0
splitted,splitted,s,UNRECOGNIZED,0
in,in,s,Specifiers,0
the,the,s,Specifiers,1
midst,midst,c,Specifiers,2
;,;,n,,0
So,so,s,ReasonForward,0
that,that,s,ReasonForward,1
in,in,s,,0
this,this,s,,0
unjust,unjust,s,StandardsNeg,0
divorce,divorce,s,Negative_Relation,0
of,of,s,Inclusive,0
us,us,c,Inclusive,1
",",",",n,,0
Fortune,fortune,s,ProjectAhead,0
had,had,s,ProjectBack,0
left,left,s,SceneShift,0
to,to,s,SceneShift,1
both,both,s,Inclusive,0
of,of,s,Inclusive,1
us,us,s,Inclusive,2
alike,alike,c,Inclusive,0
",",",",n,Curiosity,0
What,what,s,Curiosity,1
to,to,s,Curiosity,2
delight,delight,s,Positivity,0
in,in,c,Positivity,1
",",",",s,Curiosity,0
what,what,s,Curiosity,1
to,to,s,Curiosity,2
sorrow,sorrow,s,Sad,0
for,for,c,Sad,1
",",",",n,,0
Her,her,s,PersonPronoun,0
part,part,c,,0
",",",",s,,0
poor,poor,s,Negativity,0
soul,soul,c,Disclosure,0
",",",",s,,0
seeming,seeming,s,Resemblances,0
as,as,s,Resemblances,1
burdened,burdened,n,Negativity,0
With,with,s,Negativity,1
lesser,lesser,s,Comparison,0
weight,weight,c,AbstractConcepts,0
",",",",s,Resistance,0
but,but,s,Resistance,1
not,not,s,DenyDisclaim,0
with,with,s,,0
lesser,lesser,s,Comparison,0
woe,woe,c,Sad,0
",",",",n,,0
Was,was,s,ProjectBack,0
carried,carried,s,ReportingEvents,0
with,with,s,,0
more,more,s,Comparison,0
speed,speed,s,AbstractConcepts,0
before,before,s,SpaceRelation,0
the,the,s,SpaceRelation,1
wind,wind,c,SpaceRelation,2
",",",",n,,0
And,and,s,,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
sight,sight,s,SenseProperty,0
they,they,s,,0
three,three,s,Numbers,0
were,were,s,ProjectBack,0
taken,taken,s,ProjectBack,0
up,up,n,,0
By,by,s,,0
Fishermen,fishermen,s,PersonProperty,0
of,of,s,,0
Corinth,corinth,c,UNRECOGNIZED,0
",",",",s,,0
as,as,s,,0
we,we,s,,0
thought,thought,c,PrivateThinking,0
.,.,n,,0
