SInce,since,s,ReasonForward,0
.,.,n,Imperative,0
Pray,pray,s,Imperative,1
tell,tell,s,Citations,0
me,me,s,Citations,1
then,then,c,TimeShift,0
",",",",s,TimeShift,1
is,is,s,Question,0
it,it,s,Question,1
not,not,s,DenyDisclaim,0
better,better,s,DenyDisclaim,1
far,far,c,SpaceRelation,0
",",",",n,,0
To,to,s,,0
live,live,s,,0
abroad,abroad,s,SceneShift,0
when,when,s,,0
other,other,s,Specifiers,0
Nations,nations,s,CommonAuthorities,0
Iarr,iarr,c,UNRECOGNIZED,0
",",",",n,,0
Then,then,s,,0
amongst,amongst,s,Inclusive,0
our,our,s,Inclusive,1
selves,selves,s,SubjectivePercept,0
to,to,s,,0
make,make,s,ReportingEvents,0
a,a,s,,0
Civil,civil,s,CommonAuthorities,0
War,war,c,CommonAuthorities,1
?,?,n,Question,0
Are,are,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
these,these,s,Immediacy,0
Bandaliers,bandaliers,c,UNRECOGNIZED,0
",",",",s,,0
this,this,s,,0
Sword,sword,c,SenseObject,0
",",",",s,,0
this,this,s,,0
Coat,coat,c,SenseObject,0
",",",",n,,0
Better,better,s,Comparison,0
than,than,s,Comparison,1
Tipstaves,tipstaves,c,UNRECOGNIZED,0
",",",",s,,0
or,or,s,,0
a,a,s,,0
Baily's,baily's,s,UNRECOGNIZED,0
Note,note,c,SenseObject,0
?,?,n,Question,0
To,to,s,,0
day,day,s,TimeDuration,0
we,we,s,,0
Play,play,s,ReportingEvents,0
Great,great,s,Intensity,0
Kings,kings,c,PersonProperty,0
",",",",s,,0
strutt,strutt,c,UNRECOGNIZED,0
",",",",s,,0
bounce,bounce,s,Motions,0
and,and,s,,0
fly,fly,c,Motions,0
",",",",n,Resistance,0
But,but,s,Resistance,1
e're,e're,s,SubjectivePercept,0
next,next,s,Sequence,0
Morn,morn,s,TimeDuration,0
the,the,s,,0
Shop's,shop's,s,UNRECOGNIZED,0
shut,shut,s,Motions,0
up,up,s,Motions,1
--,--,s,,0
God,god,s,CommonAuthorities,0
buy,buy,c,ReportingEvents,0
.,.,n,,0
This,this,s,,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
great,great,s,Intensity,0
Unkindness,unkindness,s,StandardsNeg,0
is,is,s,ReportingStates,0
our,our,s,Inclusive,0
Lot,lot,c,Inclusive,1
",",",",n,,0
We,we,s,Inclusive,0
share,share,s,Inclusive,1
and,and,s,,0
share,share,c,ReportingEvents,0
",",",",s,,0
it,it,s,ConfirmedThght,0
is,is,s,ConfirmedThght,1
true,true,s,ConfirmedThght,2
--,--,s,,0
but,but,s,Resistance,0
nothing's,nothing's,s,UNRECOGNIZED,0
got,got,c,ReportingStates,0
.,.,n,ReportingStates,1
Like,like,s,SubjectivePercept,0
laboring,laboring,s,Negativity,0
Bees,bees,s,SenseObject,0
we,we,s,,0
toil,toil,s,Negativity,0
for,for,s,,0
Wit,wit,c,StandardsPos,0
",",",",s,Concessive,0
though,though,s,Concessive,1
poor,poor,c,Negativity,0
",",",",n,Aside,0
Which,which,s,Aside,1
you,you,s,DirectAddress,0
like,like,s,DirectAddress,1
Drones,drones,s,SenseProperty,0
suck,suck,s,Negativity,0
up,up,c,Negativity,1
",",",",s,,0
and,and,s,,0
hum,hum,s,SenseProperty,0
for,for,s,,0
more,more,c,Comparison,0
",",",",n,Resistance,0
But,but,s,Resistance,1
bring,bring,s,Transformation,0
in,in,s,Transformation,1
nothing,nothing,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
the,the,s,,0
Winter-Store,winter-store,c,UNRECOGNIZED,0
.,.,n,,0
Wit,wit,s,StandardsPos,0
is,is,s,ReportingStates,0
forgot,forgot,c,Negativity,0
;,;,s,,0
for,for,s,ReasonBackward,0
with,with,s,ReasonBackward,1
you,you,s,DirectAddress,0
Men,men,s,PersonProperty,0
of,of,s,PersonProperty,1
Miss,miss,c,AbstractConcepts,0
",",",",n,,0
Sense,sense,s,AbstractConcepts,0
is,is,s,ReportingStates,0
unnatural,unnatural,s,StandardsNeg,0
as,as,s,,0
Marriage,marriage,s,CommonAuthorities,0
is,is,s,ReportingStates,0
--,--,n,,0
Knowledge,knowledge,s,StandardsPos,0
of,of,s,StandardsPos,1
this,this,s,,0
has,has,s,,0
made,made,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
what,what,s,DirectAddress,0
you,you,s,DirectAddress,1
see,see,c,,0
",",",",n,,0
And,and,s,,0
if,if,s,Contingency,0
your,your,s,DirectAddress,0
tempers,tempers,s,AbstractConcepts,0
change,change,s,Transformation,0
not,not,s,DenyDisclaim,0
instantly,instantly,c,Immediacy,0
",",",",n,,0
Comedian,comedian,s,PersonProperty,0
Haines,haines,s,UNRECOGNIZED,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
of,of,s,,0
Sword,sword,s,SenseObject,0
shall,shall,s,ProjectAhead,0
be,be,c,ProjectAhead,1
.,.,n,ConfirmedThght,0
It,it,s,ConfirmedThght,1
Is,is,s,ConfirmedThght,2
true,true,c,ConfirmedThght,3
",",",",s,,0
my,my,s,FirstPer,0
Loyalty,loyalty,s,StandardsPos,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
preserved,preserved,c,ReportingStates,0
",",",",n,ReportingStates,1
But,but,s,Resistance,0
that,that,s,Resistance,1
in,in,s,Specifiers,0
many,many,s,Specifiers,1
has,has,s,,0
for,for,s,,0
Profit,profit,s,AbstractConcepts,0
swerved,swerved,c,ReportingStates,0
;,;,n,ReportingStates,1
Besides,besides,c,Specifiers,0
",",",",s,Specifiers,1
it,it,s,,0
is,is,s,Positivity,0
better,better,s,Positivity,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
hanged,hanged,s,SpaceRelation,0
than,than,s,Comparison,0
starved,starved,c,Negativity,0
.,.,nn,Imperative,0
COme,come,s,Imperative,1
prithee,prithee,s,DirectAddress,0
leave,leave,s,,0
this,this,s,,0
Melancholic,melancholic,s,Sad,0
humor,humor,c,Positivity,0
",",",",s,,0
Franck,franck,c,UNRECOGNIZED,0
;,;,s,Question,0
Don't,don't,s,Question,1
disguise,disguise,s,SubjectivePercept,0
thy,thy,n,DirectAddress,0
temper,temper,c,AbstractConcepts,0
:,:,s,,0
For,for,s,Contingency,0
if,if,s,Contingency,1
it,it,s,Contingency,0
be,be,s,Contingency,1
Love,love,s,Positivity,0
that,that,s,,0
causes,causes,s,Cause,0
it,it,c,,0
",",",",s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
shrewdly,shrewdly,s,StandardsPos,0
guess,guess,s,Uncertainty,0
it,it,s,Uncertainty,1
is,is,s,ReportingStates,0
--,--,s,,0
thou,thou,n,DirectAddress,0
do,do,s,Intensity,0
so,so,s,Intensity,1
richly,richly,s,StandardsPos,0
deserve,deserve,s,StandardsPos,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
laughed,laughed,s,SubjectivePercept,0
at,at,nnn,SubjectivePercept,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
mind,mind,c,SubjectivePercept,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,FirstPer,0
wish,wish,s,SubjectivePercept,0
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
tell,tell,s,Citations,0
me,me,s,Citations,1
why,why,c,Question,0
.,.,nnn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
suppose,suppose,s,Uncertainty,0
it,it,s,Contingency,0
be,be,s,Contingency,1
for,for,s,,0
a,a,s,Positivity,0
Beautiful,beautiful,s,Positivity,1
Woman,woman,s,Positivity,2
--,--,s,,0
a,a,s,,0
smiling,smiling,s,Positivity,0
Rosy,rosy,s,Positivity,0
Charming,charming,s,Positivity,0
melting,melting,n,Motions,0
Woman,woman,c,PersonProperty,0
;,;,s,,0
one,one,s,Specifiers,0
that,that,s,Specifiers,1
kisses,kisses,s,Positivity,0
with,with,s,,0
Art,art,c,AbstractConcepts,0
",",",",s,Resistance,0
but,but,s,Resistance,1
uses,uses,s,ReportingEvents,0
none,none,s,DenyDisclaim,0
--,--,s,,0
that,that,s,RecurringEvents,0
often,often,s,RecurringEvents,1
sighs,sighs,s,Motions,0
to,to,s,,0
add,add,s,ReportingEvents,0
more,more,n,Comparison,0
grace,grace,s,StandardsPos,0
to,to,s,PersonPronoun,0
her,her,s,PersonPronoun,1
speech,speech,c,LangRef,0
;,;,s,,0
and,and,s,,0
speaks,speaks,s,,0
never,never,c,DenyDisclaim,0
",",",",s,Resistance,0
but,but,s,Resistance,1
to,to,s,,0
show,show,s,ReportingEvents,0
the,the,s,StandardsPos,0
perfection,perfection,s,StandardsPos,1
of,of,s,StandardsPos,2
her,her,s,PrivateThinking,0
Mind,mind,c,PrivateThinking,1
;,;,n,,0
that,that,s,,0
Sings,sings,s,Motions,0
with,with,s,StandardsPos,0
Skill,skill,c,StandardsPos,1
",",",",s,,0
and,and,s,,0
Prays,prays,s,Intensity,0
with,with,s,StandardsPos,0
Zeal,zeal,c,StandardsPos,1
;,;,s,,0
And,and,s,,0
never,never,s,DenyDisclaim,0
Jilts,jilts,s,Negativity,0
a,a,s,PersonProperty,0
Man,man,s,PersonProperty,1
but,but,s,Resistance,0
to,to,s,Resistance,1
prove,prove,n,Confidence,0
her,her,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
Innocence,innocence,c,Disclosure,0
.,.,s,,0
In,in,s,Positivity,0
fine,fine,c,Positivity,1
",",",",s,,0
One,one,s,Specifiers,0
that,that,s,Specifiers,1
is,is,s,Intensity,0
indeed,indeed,s,Intensity,1
the,the,s,SenseObject,0
Jewel,jewel,s,SenseObject,1
among,among,s,,0
Women,women,c,PersonProperty,0
.,.,s,Question,0
Do,do,n,Question,1
thou,thou,s,DirectAddress,0
not,not,s,Uncertainty,0
know,know,c,Uncertainty,1
",",",",s,,0
O,o,s,LangRef,0
Man,man,c,PersonProperty,0
",",",",s,,0
O,o,s,LangRef,0
Mortal,mortal,c,PersonProperty,0
",",",",s,,0
do,do,s,Intensity,0
thou,thou,s,DirectAddress,0
not,not,s,DenyDisclaim,0
perceive,perceive,s,PrivateThinking,0
that,that,s,PrivateThinking,1
she,she,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
all,all,s,Generalization,0
this,this,n,Generalization,1
only,only,s,SubjectivePercept,0
for,for,s,SubjectivePercept,1
Men,men,s,PersonProperty,0
--,--,s,,0
shows,shows,s,ReportingEvents,0
all,all,s,Generalization,0
her,her,s,Generalization,1
Beauties,beauties,s,StandardsPos,0
only,only,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
please,please,s,Positivity,0
Men,men,s,PersonProperty,0
--,--,s,,0
ha,ha,c,OralCues,0
!,!,s,,0
do,do,s,Intensity,0
thou,thou,n,DirectAddress,0
not,not,s,Uncertainty,0
know,know,s,Uncertainty,1
this,this,nnn,,0
Not,not,s,DenyDisclaim,0
I,i,s,FirstPer,0
',',c,,0
faith,faith,c,StandardsPos,0
;,;,s,Resistance,0
but,but,s,Resistance,1
I,i,s,Metadiscourse,0
find,find,s,Metadiscourse,1
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
very,very,s,Intensity,0
willing,willing,s,ProjectAhead,0
to,to,s,ProjectAhead,1
be,be,s,ReportingStates,0
Instructed,instructed,c,ReportingStates,0
.,.,nnn,ReportingStates,1
Well,well,s,SenseObject,0
said,said,c,Citations,0
",",",",s,,0
and,and,s,,0
',',c,,0
faith,faith,s,StandardsPos,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
instructed,instructed,s,ReportingEvents,0
to,to,s,Uncertainty,0
some,some,s,Uncertainty,1
purpose,purpose,s,Uncertainty,2
before,before,s,Sequence,0
I,i,s,FirstPer,0
leave,leave,n,,0
thee,thee,nnn,DirectAddress,0
But,but,s,Resistance,0
prithee,prithee,s,DirectAddress,0
how,how,s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
know,know,s,Confidence,0
when,when,s,Confidence,1
a,a,s,PersonProperty,0
Woman,woman,s,PersonProperty,1
loves,loves,s,Positivity,0
me,me,c,FirstPer,0
",",",",s,,0
that,that,s,,0
does,does,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
tell,tell,n,,0
it,it,s,,0
me,me,c,FirstPer,0
?,?,s,Question,0
my,my,s,FirstPer,0
greatest,greatest,s,Comparison,0
Ignorance,ignorance,s,StandardsNeg,0
lies,lies,s,ReportingEvents,0
in,in,s,ReportingEvents,1
that,that,nnn,,0
Oh,oh,s,OralCues,0
--,--,s,,0
well,well,s,StandardsPos,0
remembered,remembered,s,StandardsPos,1
',',c,,0
faith,faith,s,StandardsPos,0
--,--,s,,0
why,why,s,Question,0
Franck,franck,s,UNRECOGNIZED,0
--,--,s,,0
if,if,s,Contingency,0
she,she,s,Contingency,1
loves,loves,s,Positivity,0
thee,thee,c,DirectAddress,0
",",",",s,,0
when,when,s,,0
thou,thou,s,DirectAddress,0
art,art,n,AbstractConcepts,0
in,in,s,SpaceRelation,0
company,company,s,SpaceRelation,1
with,with,s,SpaceRelation,2
her,her,c,PersonPronoun,0
",",",",s,,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
see,see,s,SpaceRelation,0
her,her,s,SpaceRelation,1
leer,leer,s,SpaceRelation,0
upon,upon,s,,0
thee,thee,s,DirectAddress,0
--,--,s,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
crafty,crafty,n,StandardsPos,0
Shopkeeper,shopkeeper,s,PersonProperty,0
after,after,s,Sequence,0
a,a,s,Sequence,1
fellow,fellow,s,PersonProperty,0
that,that,s,,0
has,has,s,,0
bid,bid,s,ReportingEvents,0
him,him,s,ReportingEvents,1
money,money,nnn,AbstractConcepts,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Hylas,hylas,s,AbstractConcepts,0
is,is,s,ReportingStates,0
below,below,c,Specifiers,0
",",",",s,Specifiers,1
and,and,s,,0
come,come,s,ReportingEvents,0
to,to,s,,0
visit,visit,s,SceneShift,0
ye,ye,c,OralCues,0
.,.,nnn,,0
Hylas,hylas,c,AbstractConcepts,0
?,?,s,Question,0
Is,is,s,Question,0
he,he,s,Question,1
returned,returned,s,SceneShift,0
to,to,s,SceneShift,1
England,england,s,,0
so,so,s,SubjectiveTime,0
soon,soon,c,SubjectiveTime,1
?,?,s,Question,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
desire,desire,s,SubjectivePercept,0
him,him,s,SubjectivePercept,1
to,to,s,,0
walk,walk,s,Motions,0
up,up,c,Motions,1
.,.,nnn,,0
Hylas,hylas,c,AbstractConcepts,0
!,!,s,,0
I,i,s,SelfDisclosure,0
believe,believe,s,SelfDisclosure,1
I,i,s,FirstPer,0
know,know,s,Confidence,0
him,him,s,PersonPronoun,0
--,--,s,,0
if,if,s,Contingency,0
it,it,s,Contingency,1
be,be,s,ReportingStates,0
he,he,s,PersonPronoun,0
I,i,s,SelfDisclosure,0
mean,mean,c,SelfDisclosure,1
",",",",s,,0
he,he,s,Neutral_Attribution,0
is,is,s,Neutral_Attribution,1
a,a,s,Neutral_Attribution,2
shallow,shallow,s,SenseProperty,0
fellow,fellow,c,PersonProperty,0
",",",",s,,0
much,much,n,Intensity,0
pleased,pleased,s,Positivity,0
with,with,s,Positivity,1
his,his,s,Positivity,2
own,own,s,ReportingEvents,0
Inconstancy,inconstancy,nnn,StandardsNeg,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
hit,hit,s,Narrative_Verbs,0
him,him,c,Narrative_Verbs,1
",",",",s,,0
Sir,sir,s,PersonProperty,0
--,--,s,,0
he,he,s,PersonPronoun,0
now,now,s,Immediacy,0
were,were,s,ProjectBack,0
a,a,s,,0
fitter,fitter,s,PersonProperty,0
Person,person,s,PersonProperty,0
to,to,s,,0
give,give,s,,0
thee,thee,s,DirectAddress,0
a,a,s,,0
Lecture,lecture,n,CommonAuthorities,0
about,about,s,CommonAuthorities,1
Women,women,s,PersonProperty,0
than,than,s,Comparison,0
I,i,c,FirstPer,0
;,;,s,,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
been,been,s,ProjectBack,0
the,the,s,Intensity,0
most,most,s,Intensity,1
Inconstant,inconstant,c,StandardsNeg,0
",",",",s,,0
and,and,s,,0
the,the,s,Intensity,0
most,most,s,Intensity,1
adventurous,adventurous,n,Positivity,0
Fool,fool,s,Negativity,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Town,town,c,SpaceRelation,2
",",",",s,,0
been,been,s,ProjectBack,0
abused,abused,s,Negativity,0
by,by,s,Generalization,0
all,all,s,Generalization,1
sorts,sorts,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
Women,women,s,PersonProperty,0
--,--,s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
dares,dares,s,SubjectivePercept,0
love,love,s,Positivity,0
a,a,n,Positivity,1
fresh,fresh,nnn,SenseProperty,0
A,a,s,Intensity,0
very,very,s,Intensity,1
modish,modish,s,SenseProperty,0
Character,character,c,LangRef,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
believe,believe,s,SelfDisclosure,1
Mad,mad,s,Negativity,0
Tom's,tom's,s,UNRECOGNIZED,0
come,come,s,ReportingEvents,0
back,back,s,ReportingEvents,1
with,with,s,ReportingEvents,2
him,him,c,PersonPronoun,0
",",",",s,,0
Monsieur,monsieur,s,PersonProperty,0
Thomas,thomas,s,,0
as,as,s,,0
we,we,s,,0
call,call,s,ReportingEvents,0
him,him,s,PersonPronoun,0
here,here,c,SpaceRelation,0
",",",",n,SpaceRelation,1
for,for,s,,0
they,they,s,,0
two,two,s,Numbers,0
have,have,s,ReceivedPOV,0
ever,ever,s,ReceivedPOV,1
yet,yet,s,Resistance,0
been,been,s,ProjectBack,0
Inseparable,inseparable,c,AbstractConcepts,0
;,;,s,Resistance,0
but,but,s,Resistance,1
here,here,s,SpaceRelation,0
he,he,s,PersonPronoun,0
comes,comes,nnn,ReportingEvents,0
Ah,ah,s,OralCues,0
Jack,jack,c,AbstractConcepts,0
!,!,s,,0
welcome,welcome,s,Positivity,0
home,home,s,SpaceRelation,0
',',c,,0
faith,faith,s,StandardsPos,0
--,--,s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
glad,glad,s,Positivity,0
to,to,s,Positivity,1
see,see,s,,0
thee,thee,s,DirectAddress,0
with,with,s,Positivity,0
all,all,s,Positivity,1
my,my,s,Positivity,2
heart,heart,c,Positivity,3
;,;,s,,0
how,how,n,Question,0
do,do,s,Question,1
thou,thou,c,DirectAddress,0
",",",",s,,0
ha,ha,nn,OralCues,0
',',c,,0
Faith,faith,c,StandardsPos,0
",",",",s,Intensity,0
very,very,s,Intensity,1
well,well,c,OralCues,0
",",",",s,OralCues,1
the,the,s,StandardsPos,0
better,better,s,StandardsPos,1
to,to,s,StandardsPos,2
see,see,s,,0
my,my,s,Positivity,0
dear,dear,s,Positivity,1
Val,val,s,SenseObject,0
in,in,s,,0
so,so,s,Positivity,0
good,good,s,Positivity,1
a,a,s,Positivity,0
humor,humor,s,Positivity,1
--,--,s,,0
well,well,c,OralCues,0
",",",",n,OralCues,1
and,and,s,,0
prithee,prithee,s,DirectAddress,0
how,how,s,,0
fare,fare,s,SubjectivePercept,0
all,all,s,Inclusive,0
our,our,s,Inclusive,1
Friends,friends,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
among,among,s,,0
the,the,s,,0
rest,rest,c,,0
",",",",s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
Bona,bona,s,StandardsPos,0
Roba's,roba's,n,UNRECOGNIZED,0
of,of,s,,0
the,the,s,,0
Age,age,c,Specifiers,0
",",",",s,,0
ha,ha,c,OralCues,0
?,?,s,Question,0
Any,any,s,,0
new,new,s,,0
faces,faces,s,SenseProperty,0
of,of,s,SenseProperty,1
late,late,s,SubjectiveTime,0
worth,worth,s,StandardsPos,0
a,a,s,StandardsPos,1
man's,man's,s,PersonProperty,0
observance,observance,c,CommonAuthorities,0
?,?,s,Question,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
I,i,s,FirstPer,0
know,know,n,Confidence,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
generally,generally,s,RecurringEvents,0
acquainted,acquainted,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
sure,sure,s,Confidence,0
thou,thou,s,DirectAddress,0
can,can,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
oblige,oblige,s,Responsibility,0
me,me,n,FirstPer,0
more,more,c,Comparison,0
",",",",s,,0
than,than,s,Comparison,0
by,by,s,,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
relation,relation,c,AbstractConcepts,0
",",",",s,,0
what,what,s,,0
say,say,s,Citations,0
thou,thou,nnn,DirectAddress,0
Why,why,s,Question,0
only,only,s,SubjectivePercept,0
this,this,c,Immediacy,0
",",",",s,Immediacy,1
That,that,s,ProjectAhead,0
to,to,s,ProjectAhead,1
thy,thy,s,DirectAddress,0
boundless,boundless,s,Intensity,0
comfort,comfort,c,Positivity,0
",",",",s,,0
the,the,s,,0
Town's,town's,s,AbstractConcepts,0
full,full,s,Negativity,0
of,of,s,Negativity,1
them,them,c,Negativity,2
;,;,s,Resistance,0
But,but,c,Resistance,1
",",",",s,ReasonForward,0
for,for,n,ReasonForward,1
my,my,s,FirstPer,0
part,part,c,,0
",",",",s,,0
thou,thou,s,DirectAddress,0
know,know,s,Confidence,0
I,i,s,SubjectivePercept,0
want,want,s,SubjectivePercept,1
the,the,s,SubjectivePercept,2
faculty,faculty,s,AbstractConcepts,0
of,of,s,,0
Address,address,s,AbstractConcepts,0
--,--,s,,0
