SHamount,shamount,c,UNRECOGNIZED,0
to,to,s,DenyDisclaim,1
let,let,s,ReportingEvents,0
shame,shame,s,StandardsNeg,0
have,have,s,,0
so,so,s,Intensity,0
much,much,s,Intensity,1
life,life,s,AbstractConcepts,0
amongst,amongst,s,SpaceRelation,0
us,us,c,Inclusive,0
;,;,n,,0
There,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
such,such,s,Specifiers,0
a,a,s,Specifiers,1
curious,curious,s,Curiosity,0
piece,piece,s,SenseObject,0
of,of,s,SenseObject,1
courage,courage,n,StandardsPos,0
Amongst,amongst,s,SpaceRelation,0
man's,man's,s,PersonProperty,0
fellowship,fellowship,c,StandardsPos,0
",",",",s,,0
or,or,s,,0
one,one,s,Numbers,0
so,so,s,,0
jealous,jealous,n,Negative_Relation,0
Of,of,s,,0
honors,honors,s,StandardsPos,0
loss,loss,c,Negativity,0
",",",",s,,0
or,or,s,,0
reputations,reputations,s,CommonAuthorities,0
glory,glory,c,StandardsPos,0
:,:,n,,0
There,there,s,ReportingStates,0
Is,is,s,ReportingStates,1
so,so,s,Intensity,0
much,much,s,Intensity,1
perfect,perfect,c,StandardsPos,0
",",",",s,,0
of,of,s,,0
his,his,s,PersonPronoun,0
growing,growing,s,Transformation,0
story,story,c,LangRef,0
.,.,nn,,0
',',c,,0
Twould,twould,s,UNRECOGNIZED,0
make,make,s,ReportingEvents,0
one,one,s,ReportingEvents,1
dote,dote,s,SubjectivePercept,0
on,on,s,SubjectivePercept,1
virtue,virtue,s,StandardsPos,0
as,as,s,DirectAddress,0
you,you,s,DirectAddress,1
tell,tell,s,,0
it,it,c,,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
told,told,s,ReportingEvents,0
it,it,s,,0
to,to,s,,0
much,much,s,Intensity,0
loss,loss,c,Negativity,0
",",",",s,,0
believe,believe,s,PrivateThinking,0
it,it,s,,0
Coz,coz,c,PersonProperty,0
.,.,nn,Question,0
How,how,s,Question,1
the,the,s,,0
Duke,duke,s,CommonAuthorities,0
graces,graces,s,StandardsPos,0
him,him,c,PersonPronoun,0
?,?,s,Question,0
what,what,s,Question,0
is,is,s,Question,1
he,he,s,Question,2
brother,brother,c,PersonProperty,0
?,?,nn,Question,0
Do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
not,not,s,Updates,0
yet,yet,s,Updates,1
know,know,s,Confidence,0
him,him,c,PersonPronoun,0
?,?,s,Question,0
a,a,s,,0
vainglorious,vainglorious,s,Negativity,0
coxcombe,coxcombe,c,UNRECOGNIZED,0
",",",",n,,0
As,as,s,StandardsPos,0
proud,proud,s,StandardsPos,1
as,as,s,StandardsPos,2
he,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
fell,fell,s,Positivity,0
for,for,s,Positivity,1
it,it,c,,0
:,:,n,,0
Set,set,s,ReportingEvents,0
but,but,s,Resistance,0
aside,aside,s,SpaceRelation,0
his,his,s,PersonPronoun,0
valor,valor,c,StandardsPos,0
",",",",s,,0
no,no,s,DenyDisclaim,0
virtue,virtue,c,StandardsPos,0
",",",",n,Aside,0
Which,which,s,Aside,1
is,is,s,Intensity,0
indeed,indeed,c,Intensity,1
",",",",s,,0
not,not,s,StandardsNeg,0
fit,fit,s,StandardsNeg,1
for,for,s,StandardsNeg,2
any,any,s,,0
Courtier,courtier,c,PersonProperty,0
;,;,n,,0
And,and,s,,0
we,we,s,,0
his,his,s,PersonPronoun,0
fellows,fellows,s,PersonProperty,0
are,are,s,ReportingStates,0
as,as,s,Comparison,0
good,good,s,Comparison,1
as,as,s,Comparison,2
he,he,c,PersonPronoun,0
",",",",n,,0
Perhaps,perhaps,s,Uncertainty,0
as,as,s,,0
capable,capable,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
favor,favor,s,Positivity,0
too,too,c,Metadiscourse,0
",",",",n,Metadiscourse,1
For,for,s,Metadiscourse,0
one,one,s,Metadiscourse,1
thing,thing,s,Metadiscourse,2
or,or,s,,0
another,another,c,Specifiers,0
",",",",s,,0
if,if,s,Contingency,0
',',c,,0
twere,twere,s,UNRECOGNIZED,0
looked,looked,s,PrivateThinking,0
into,into,c,PrivateThinking,1
:,:,n,,0
Give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
a,a,s,ReportingEvents,2
man,man,c,PersonProperty,0
",",",",s,,0
were,were,s,Contingency,0
I,i,s,Contingency,1
a,a,s,CommonAuthorities,0
Sovereign,sovereign,s,CommonAuthorities,1
now,now,c,Updates,0
",",",",n,Updates,1
Has,has,s,ReportingEvents,0
a,a,s,ReportingEvents,1
good,good,s,,0
stroke,stroke,s,Motions,0
at,at,s,,0
Tennis,tennis,c,SenseObject,0
",",",",s,,0
and,and,s,,0
a,a,s,Intensity,0
stiff,stiff,s,Intensity,1
one,one,c,Numbers,0
",",",",n,,0
Can,can,s,Contingency,0
play,play,s,SubjectivePercept,0
at,at,s,SubjectivePercept,1
Equinoctium,equinoctium,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
Line,line,c,SpaceRelation,0
",",",",n,,0
As,as,s,,0
even,even,s,Resistance,0
as,as,s,Resistance,1
the,the,s,Sequence,0
thirteenth,thirteenth,s,Sequence,1
of,of,s,Sequence,2
September,september,c,AbstractConcepts,0
",",",",n,,0
When,when,s,,0
day,day,s,RecurringEvents,0
and,and,s,RecurringEvents,1
night,night,s,RecurringEvents,2
lie,lie,s,ReportingEvents,0
in,in,s,ReportingEvents,1
a,a,s,SenseObject,0
scale,scale,s,SenseObject,1
together,together,c,Inclusive,0
:,:,n,,0
Or,or,s,,0
may,may,s,Contingency,0
I,i,s,FirstPer,0
thrive,thrive,s,StandardsPos,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
deserve,deserve,s,StandardsPos,0
at,at,s,,0
Billiards,billiards,c,SenseObject,0
;,;,n,,0
No,no,s,DenyDisclaim,0
otherwise,otherwise,s,Contingency,0
at,at,s,,0
Chesse,chesse,c,UNRECOGNIZED,0
",",",",s,,0
or,or,s,,0
at,at,s,,0
Primero,primero,c,GenericEvents,0
:,:,n,,0
These,these,s,ReportingStates,0
are,are,s,ReportingStates,1
the,the,s,,0
parts,parts,s,AbstractConcepts,0
required,required,c,CommonAuthorities,0
",",",",s,,0
why,why,s,Question,0
not,not,s,Question,1
advanced,advanced,c,ReportingEvents,0
?,?,nn,Question,0
Trust,trust,s,Confidence,0
me,me,c,FirstPer,0
",",",",s,,0
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
no,no,s,Comparison,0
less,less,s,Comparison,1
then,then,s,,0
excellent,excellent,s,StandardsPos,0
pleasure,pleasure,c,Positivity,0
",",",",n,,0
And,and,s,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
right,right,s,,0
glad,glad,s,Positivity,0
',',c,,0
twas,twas,s,ProjectBack,0
thine,thine,c,UNRECOGNIZED,0
.,.,s,Question,0
How,how,s,Question,1
fares,fares,s,SubjectivePercept,0
our,our,s,Inclusive,0
kinsman,kinsman,c,PersonProperty,0
?,?,n,Question,0
Who,who,s,,0
can,can,s,Contingency,0
resolve,resolve,s,StandardsPos,0
us,us,s,Inclusive,0
best,best,c,Comparison,0
?,?,nn,Question,0
I,i,s,Contingency,0
can,can,s,Contingency,1
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nn,,0
There,there,s,,0
if,if,s,Contingency,0
I,i,s,Autobio,0
had,had,s,Autobio,1
a,a,s,,0
pity,pity,s,Sad,0
without,without,s,Contingency,0
bounds,bounds,c,Motions,0
",",",",n,,0
It,it,s,Contingency,0
might,might,s,Contingency,1
be,be,s,Contingency,2
all,all,s,,0
bestowed,bestowed,s,StandardsPos,0
--,--,s,,0
A,a,s,PersonProperty,0
man,man,s,PersonProperty,1
so,so,s,,0
lost,lost,n,Negativity,0
In,in,s,Negativity,1
the,the,s,SenseProperty,0
wild,wild,s,SenseProperty,1
ways,ways,s,Specifiers,0
of,of,s,Specifiers,1
passion,passion,c,SubjectivePercept,0
",",",",s,,0
that,that,s,,0
he,he,s,Updates,0
is,is,s,Updates,1
sensible,sensible,n,AbstractConcepts,0
Of,of,s,AbstractConcepts,1
naught,naught,s,Negativity,0
but,but,s,Resistance,0
what,what,s,Resistance,1
torments,torments,s,Negativity,0
him,him,c,PersonPronoun,0
?,?,nn,Question,0
True,true,s,StandardsPos,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",n,,0
He,he,s,Neutral_Attribution,0
runs,runs,s,Neutral_Attribution,1
through,through,s,,0
all,all,s,Generalization,0
the,the,s,Generalization,1
Passions,passions,s,SubjectivePercept,0
of,of,s,,0
mankind,mankind,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
shifts,shifts,s,Motions,0
',',c,,0
em,em,s,SpaceRelation,0
strangely,strangely,s,Uncertainty,0
too,too,c,,0
:,:,s,,0
one,one,s,Numbers,0
while,while,s,TimeDuration,0
in,in,s,Positivity,0
love,love,c,Positivity,1
",",",",n,,0
And,and,s,,0
that,that,s,,0
so,so,s,,0
violent,violent,c,StandardsNeg,0
",",",",s,,0
that,that,s,,0
for,for,s,Negativity,0
want,want,s,Negativity,1
of,of,s,Negativity,2
business,business,c,AbstractConcepts,0
",",",",n,,0
He,he,s,PersonPronoun,0
Will,will,s,PredictedFuture,0
court,court,s,Positivity,0
the,the,s,Positivity,1
very,very,s,Intensity,0
Prentice,prentice,s,PersonProperty,0
of,of,s,,0
a,a,s,,0
Laundresse,laundresse,c,UNRECOGNIZED,0
",",",",n,Concessive,0
Though,though,s,Concessive,1
she,she,s,PersonPronoun,0
have,have,s,,0
kib'd,kib'd,s,UNRECOGNIZED,0
heels,heels,c,SenseObject,0
:,:,s,,0
and,and,s,,0
in's,in's,s,UNRECOGNIZED,0
melancholy,melancholy,s,Sad,0
again,again,c,RecurringEvents,0
",",",",n,,0
He,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
brook,brook,s,SenseObject,0
an,an,s,,0
Empress,empress,c,CommonAuthorities,0
",",",",s,Concessive,0
though,though,s,Concessive,1
thrice,thrice,s,Numbers,0
fairer,fairer,n,Comparison,0
Then,then,s,,0
ever,ever,s,Biographical_Time,0
Maud,maud,s,UNRECOGNIZED,0
was,was,c,ProjectBack,0
;,;,s,,0
or,or,s,,0
higher,higher,s,Comparison,0
spirited,spirited,n,Positivity,0
Then,then,s,,0
Cleopatra,cleopatra,c,UNRECOGNIZED,0
",",",",s,,0
or,or,s,,0
your,your,s,DirectAddress,0
English,english,s,AbstractConcepts,0
Countess,countess,c,PersonProperty,0
:,:,n,,0
Then,then,s,,0
on,on,s,SubjectiveTime,0
a,a,s,SubjectiveTime,1
sudden,sudden,s,SubjectiveTime,2
he,he,s,Updates,0
is,is,s,Updates,1
so,so,s,,0
merry,merry,s,Positivity,0
again,again,c,RecurringEvents,0
",",",",n,,0
Out-laughs,out-laughs,s,UNRECOGNIZED,0
a,a,s,,0
waiting,waiting,s,PersonProperty,0
woman,woman,c,PersonProperty,1
",",",",s,,0
before,before,s,SpaceRelation,0
her,her,s,SpaceRelation,1
first,first,s,Biographical_Time,0
Child,child,c,Biographical_Time,1
:,:,n,,0
And,and,s,,0
turning,turning,s,,0
of,of,s,,0
a,a,s,,0
hand,hand,c,SenseObject,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
angry,angry,s,Anger,0
--,--,n,,0
',',c,,0
Has,has,s,,0
almost,almost,s,SubjectivePercept,0
beat,beat,s,Negativity,0
the,the,s,,0
Northen,northen,s,UNRECOGNIZED,0
fellow,fellow,s,PersonProperty,0
blind,blind,c,Negativity,0
;,;,n,,0
That,that,s,Specifiers,0
is,is,s,Specifiers,1
for,for,s,Specifiers,0
that,that,s,Specifiers,1
use,use,s,Procedures,0
only,only,c,Procedures,1
;,;,s,,0
if,if,s,Contingency,0
that,that,s,Contingency,1
mood,mood,s,SubjectivePercept,0
hold,hold,s,,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",n,,0
',',c,,0
Had,had,s,ProjectBack,0
need,need,s,Insist,0
of,of,s,,0
a,a,s,,0
fresh,fresh,s,SenseProperty,0
man,man,c,PersonProperty,0
;,;,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
undertake,undertake,c,PredictedFuture,1
",",",",n,,0
He,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
bruise,bruise,s,Negativity,0
three,three,s,Numbers,0
a,a,s,TimeDuration,0
month,month,c,TimeDuration,1
.,.,nn,,0
I,i,s,FirstPer,0
pity,pity,s,Sad,0
him,him,s,PersonPronoun,0
dearly,dearly,c,Intensity,0
:,:,n,,0
And,and,s,,0
let,let,s,CommonAuthorities,0
it,it,s,CommonAuthorities,1
be,be,s,CommonAuthorities,2
your,your,s,Responsibility,0
charge,charge,c,Responsibility,1
",",",",s,,0
with,with,s,,0
his,his,s,PersonPronoun,0
kind,kind,s,Positivity,0
brother,brother,c,PersonProperty,0
",",",",n,,0
To,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
his,his,s,PersonPronoun,0
moods,moods,s,SubjectivePercept,0
observed,observed,c,ReportingStates,0
;,;,s,ReportingStates,1
let,let,s,ReportingEvents,0
every,every,s,Generalization,0
passion,passion,n,SubjectivePercept,0
Be,be,s,ReportingStates,0
fed,fed,s,ReportingEvents,0
even,even,s,SubjectivePercept,0
to,to,s,,0
a,a,s,,0
surfeit,surfeit,c,StandardsNeg,0
",",",",s,Aside,0
which,which,s,Aside,1
in,in,s,ProjectAhead,0
time,time,n,ProjectAhead,1
May,may,s,Contingency,0
breed,breed,s,ReportingEvents,0
a,a,s,ReportingEvents,1
loathing,loathing,c,Negative_Relation,0
:,:,s,,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
have,have,s,SubjectivePercept,0
enough,enough,n,SubjectivePercept,1
Of,of,s,,0
every,every,s,Generalization,0
object,object,c,AbstractConcepts,0
",",",",s,,0
that,that,s,,0
his,his,s,PersonPronoun,0
sense,sense,s,AbstractConcepts,0
is,is,s,ReportingStates,0
rapt,rapt,s,Intensity,0
with,with,c,Intensity,1
;,;,n,,0
And,and,s,,0
being,being,s,ReportingStates,0
once,once,s,TimeShift,0
glutted,glutted,c,Negativity,0
",",",",s,,0
then,then,s,,0
the,the,s,SenseProperty,0
taste,taste,s,SenseProperty,1
of,of,s,SenseProperty,2
folly,folly,n,StandardsNeg,0
Will,will,s,PredictedFuture,0
come,come,s,PredictedFuture,1
into,into,s,Transformation,0
his,his,s,Transformation,1
relish,relish,c,Positivity,0
.,.,nn,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
see,see,n,DirectAddress,0
Your,your,s,DirectAddress,1
charge,charge,s,AbstractConcepts,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
most,most,s,Comparison,0
faithfully,faithfully,s,StandardsPos,0
effected,effected,c,ReportingEvents,0
:,:,n,,0
And,and,s,,0
how,how,s,Question,0
does,does,s,Question,1
noble,noble,s,StandardsPos,0
Shamount,shamount,c,UNRECOGNIZED,0
?,?,nn,Question,0
Never,never,s,DenyDisclaim,0
ill,ill,s,Negativity,0
man,man,n,PersonProperty,0
Until,until,s,TimeDuration,0
I,i,s,TimeDuration,1
hear,hear,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
baseness,baseness,c,Negativity,0
",",",",s,,0
then,then,s,Sequence,0
I,i,s,Sequence,1
sicken,sicken,c,Negativity,0
",",",",n,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
the,the,s,SelfDisclosure,2
healthful'st,healthful'st,s,UNRECOGNIZED,0
man,man,s,PersonProperty,0
in,in,s,,0
the,the,s,,0
Kingdom,kingdom,s,CommonAuthorities,0
else,else,c,Contingency,0
.,.,nn,,0
Be,be,s,ReportingStates,0
armed,armed,s,SpaceRelation,0
then,then,s,,0
for,for,s,,0
a,a,s,Intensity,0
fit,fit,c,Intensity,1
",",",",n,,0
Here,here,s,Immediacy,0
comes,comes,s,Immediacy,1
a,a,s,Immediacy,2
fellow,fellow,n,PersonProperty,0
Will,will,s,DirectAddress,0
make,make,s,DirectAddress,1
you,you,s,DirectAddress,2
sick,sick,s,Negativity,0
at,at,s,Negativity,1
heart,heart,c,Negativity,2
",",",",s,,0
if,if,s,Contingency,0
baseness,baseness,s,Negativity,0
do,do,s,ReportingEvents,0
it,it,c,ReportingEvents,1
.,.,nn,DirectAddress,0
Let,let,s,DirectAddress,1
me,me,s,DirectAddress,2
be,be,s,ReportingStates,0
gone,gone,c,ReportingEvents,0
:,:,s,Question,0
what,what,s,Question,1
is,is,s,Question,0
he,he,c,Question,1
?,?,nn,Question,0
Let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
first,first,c,Sequence,0
",",",",n,Sequence,1
It,it,s,Contingency,0
can,can,s,Contingency,1
be,be,s,Contingency,2
but,but,s,Resistance,0
a,a,s,,0
qualme,qualme,c,UNRECOGNIZED,0
",",",",s,,0
pray,pray,s,Intensity,0
stay,stay,s,SubjectivePercept,0
it,it,s,SubjectivePercept,1
out,out,s,SubjectivePercept,2
sir,sir,c,PersonProperty,0
",",",",n,,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
borne,borne,s,ReportingEvents,0
more,more,s,Comparison,0
then,then,s,,0
this,this,c,Immediacy,0
.,.,nn,Immediacy,1
Borne,borne,c,ReportingEvents,0
?,?,s,Question,0
never,never,s,DenyDisclaim,0
any,any,s,Specifiers,0
thing,thing,n,Specifiers,1
That,that,s,ProjectBack,0
was,was,s,ProjectBack,1
injurious,injurious,c,StandardsNeg,0
.,.,nn,,0
Ha,ha,c,OralCues,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
far,far,s,SpaceRelation,0
from,from,s,SpaceRelation,1
that,that,c,,0
.,.,nn,,0
He,he,s,SenseProperty,0
looks,looks,s,SenseProperty,1
as,as,s,Resemblances,0
like,like,s,Resemblances,1
a,a,s,Resemblances,2
man,man,s,PersonProperty,0
as,as,s,Metadiscourse,0
I,i,s,Metadiscourse,1
have,have,s,Metadiscourse,2
seen,seen,s,Metadiscourse,3
one,one,c,Numbers,0
:,:,n,Question,0
What,what,s,Question,1
would,would,s,Request,0
you,you,s,Request,1
speak,speak,s,Citations,0
of,of,s,Citations,1
him,him,c,PersonPronoun,0
?,?,s,Question,0
speak,speak,s,ReportingEvents,0
well,well,s,SenseObject,0
I,i,s,FirstPer,0
prithee,prithee,c,DirectAddress,0
",",",",n,,0
Even,even,s,SubjectivePercept,0
for,for,s,SubjectivePercept,1
humanities,humanities,s,AbstractConcepts,0
cause,cause,c,Cause,0
.,.,nn,,0
You,you,s,DirectAddress,0
Would,would,s,DirectAddress,1
have,have,s,Cause,0
it,it,s,Cause,1
truth,truth,s,StandardsPos,0
though,though,c,Concessive,0
?,?,nn,Question,0
What,what,s,Question,0
else,else,s,Question,1
sir,sir,c,PersonProperty,0
?,?,s,Question,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
no,no,s,DenyDisclaim,0
reason,reason,s,DenyDisclaim,1
to,to,s,,0
wrong,wrong,s,StandardsNeg,0
heaven,heaven,n,Positivity,0
To,to,s,,0
favor,favor,s,Positivity,0
nature,nature,c,AbstractConcepts,0
;,;,s,,0
let,let,s,ReportingEvents,0
her,her,s,ReportingEvents,1
bear,bear,s,SenseObject,0
her,her,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
shame,shame,n,StandardsNeg,0
If,if,s,Contingency,0
she,she,s,Contingency,1
be,be,s,ReportingStates,0
faulty,faulty,c,StandardsNeg,0
.,.,nn,,0
Monstrous,monstrous,s,Negativity,0
faulty,faulty,s,StandardsNeg,0
there,there,s,,0
sir,sir,c,PersonProperty,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
ill,ill,s,StandardsNeg,0
at,at,s,StandardsNeg,1
ease,ease,s,StandardsNeg,2
already,already,c,Updates,0
.,.,nn,Imperative,0
Pray,pray,s,Imperative,1
bear,bear,s,SubjectivePercept,0
up,up,s,SubjectivePercept,1
sir,sir,c,PersonProperty,0
.,.,nn,,0
I,i,s,FirstPer,0
Prithee,prithee,s,DirectAddress,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
take,take,s,Motions,0
him,him,s,Motions,1
down,down,s,Motions,2
with,with,s,AbstractConcepts,0
speed,speed,s,AbstractConcepts,1
then,then,c,TimeShift,0
.,.,n,TimeShift,1
Like,like,s,Resemblances,0
a,a,s,Resemblances,1
wild,wild,s,Intensity,0
object,object,s,Resistance,0
that,that,s,Resistance,1
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
look,look,s,SubjectivePercept,0
upon,upon,c,SubjectivePercept,1
.,.,nn,Sequence,0
Then,then,s,Sequence,1
thus,thus,c,ReasonForward,0
:,:,s,,0
he,he,s,Updates,0
is,is,s,Updates,1
one,one,s,Specifiers,0
that,that,s,Specifiers,1
will,will,s,PredictedFuture,0
endure,endure,s,Resistance,0
as,as,s,Comparison,0
much,much,n,Comparison,1
As,as,s,Comparison,2
can,can,s,Contingency,0
be,be,s,Contingency,1
laid,laid,s,SpaceRelation,0
upon,upon,s,SpaceRelation,1
him,him,c,PersonPronoun,0
.,.,nn,,0
That,that,s,Uncertainty,0
may,may,s,Uncertainty,1
be,be,s,Uncertainty,2
noble,noble,c,StandardsPos,0
:,:,n,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
kept,kept,s,TimeDuration,0
too,too,s,Negativity,0
long,long,s,Negativity,1
from,from,s,,0
his,his,s,PersonPronoun,0
acquaintance,acquaintance,c,PersonProperty,0
.,.,nn,,0
O,o,s,LangRef,0
sir,sir,c,PersonProperty,0
",",",",n,,0
Take,take,s,SubjectivePercept,0
heed,heed,s,SubjectivePercept,1
of,of,s,SubjectivePercept,2
rash,rash,s,Negativity,0
repentance,repentance,c,Negative_Relation,0
