CUSTOM,custom,c,CommonAuthorities,0
fear,fear,s,Fear,0
no,no,s,DenyDisclaim,0
Disgraces,disgraces,c,StandardsNeg,0
;,;,n,,0
For,for,s,,0
thus,thus,s,ReasonForward,0
you,you,s,DirectAddress,0
may,may,s,DirectAddress,1
take,take,s,ReportingEvents,0
Bribes,bribes,c,Negativity,0
",",",",s,,0
and,and,s,,0
keep,keep,s,DirectAddress,0
your,your,s,DirectAddress,1
Places,places,c,SpaceRelation,0
.,.,nn,,0
THE,the,s,,0
Husbandman,husbandman,s,PersonProperty,0
in,in,s,Negativity,0
vain,vain,s,Negativity,1
renews,renews,s,Updates,0
his,his,s,PersonPronoun,0
Toil,toil,c,Negativity,0
",",",",n,,0
To,to,s,,0
cultivate,cultivate,s,ReportingEvents,0
each,each,s,RecurringEvents,0
Year,year,s,RecurringEvents,1
a,a,s,,0
hungry,hungry,s,SenseProperty,0
Soil,soil,c,SenseObject,0
;,;,n,,0
And,and,s,,0
fondly,fondly,s,Positivity,0
hopes,hopes,s,ProjectAhead,0
for,for,s,ProjectAhead,1
rich,rich,s,Positivity,0
and,and,s,,0
generous,generous,s,StandardsPos,0
Fruit,fruit,c,SenseObject,0
",",",",n,,0
When,when,s,,0
what,what,s,Insist,0
should,should,s,Insist,1
feed,feed,s,SenseObject,0
the,the,s,SenseObject,0
Tree,tree,c,SenseObject,1
",",",",s,,0
devours,devours,s,Motions,0
the,the,s,,0
Root,root,c,AbstractConcepts,0
:,:,n,,0
Th,th,c,UNRECOGNIZED,0
*,*,s,,0
unladen,unladen,s,UNRECOGNIZED,0
Boughs,boughs,c,SenseObject,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
sees,sees,c,Neutral_Attribution,1
",",",",s,,0
bode,bode,s,ProjectAhead,0
certain,certain,s,Confidence,0
Dearth,dearth,c,Negativity,0
",",",",n,,0
Unless,unless,s,Contingency,0
transplanted,transplanted,s,SceneShift,0
to,to,s,SceneShift,1
more,more,s,Comparison,0
kindly,kindly,s,StandardsPos,0
Earth,earth,c,SpaceRelation,0
.,.,n,ReasonForward,0
So,so,c,ReasonForward,1
",",",",s,,0
the,the,s,StandardsNeg,0
poor,poor,s,StandardsNeg,1
Husbands,husbands,s,PersonProperty,0
of,of,s,,0
the,the,s,SenseObject,0
Stage,stage,c,SenseObject,1
",",",",s,,0
who,who,s,,0
found,found,n,Narrative_Verbs,0
Their,their,s,Narrative_Verbs,1
Labors,labors,s,Negativity,0
lost,lost,s,Negativity,1
upon,upon,s,,0
the,the,s,StandardsNeg,0
ungrateful,ungrateful,s,StandardsNeg,1
Ground,ground,c,SenseObject,0
",",",",n,,0
This,this,s,,0
last,last,s,Sequence,0
and,and,s,,0
only,only,s,SubjectivePercept,0
Remedy,remedy,s,Positivity,0
have,have,s,Confidence,0
proved,proved,c,Confidence,1
;,;,n,,0
And,and,s,,0
hope,hope,s,Positivity,0
new,new,s,,0
Fruit,fruit,s,SenseObject,0
from,from,s,,0
ancient,ancient,s,SubjectiveTime,0
Stocks,stocks,s,AbstractConcepts,0
removed,removed,c,ReportingStates,0
.,.,n,ReportingStates,1
Well,well,s,SenseObject,0
may,may,s,Question,0
they,they,s,Question,1
hope,hope,c,Positivity,0
",",",",s,,0
when,when,s,DirectAddress,0
you,you,s,DirectAddress,1
so,so,s,,0
kindly,kindly,s,StandardsPos,0
aid,aid,c,Positivity,0
",",",",n,,0
And,and,s,,0
plant,plant,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Soil,soil,s,SenseObject,0
which,which,s,,0
you,you,s,DirectAddress,0
so,so,s,DirectAddress,1
rich,rich,s,Positivity,0
have,have,s,,0
made,made,c,ReportingStates,0
.,.,n,ReportingStates,1
As,as,s,,0
Nature,nature,s,AbstractConcepts,0
gave,gave,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
World,world,s,AbstractConcepts,0
to,to,s,,0
Man's,man's,s,PersonProperty,0
first,first,s,Sequence,0
Age,age,c,Specifiers,0
",",",",n,ReasonForward,0
So,so,c,ReasonForward,1
*,*,s,,0
from,from,s,DirectAddress,0
your,your,s,DirectAddress,1
Bounty,bounty,c,StandardsPos,0
",",",",s,,0
we,we,s,,0
receive,receive,s,ReportingEvents,0
this,this,s,Immediacy,0
Stage,stage,c,Immediacy,1
;,;,n,,0
The,the,s,,0
Freedom,freedom,s,StandardsPos,0
Man,man,s,PersonProperty,0
was,was,s,Biographical_Time,0
born,born,s,Biographical_Time,1
to,to,c,Biographical_Time,2
",",",",s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
restored,restored,c,ReportingStates,0
",",",",n,ReportingStates,1
And,and,s,,0
to,to,s,Inclusive,0
our,our,s,Inclusive,1
World,world,c,AbstractConcepts,0
",",",",s,,0
such,such,s,Intensity,0
Plenty,plenty,s,StandardsPos,0
you,you,s,DirectAddress,0
afford,afford,c,Positivity,0
",",",",n,,0
It,it,s,SubjectivePercept,0
seems,seems,s,SubjectivePercept,1
like,like,s,SubjectivePercept,2
Eden,eden,c,UNRECOGNIZED,0
",",",",s,,0
fruitful,fruitful,s,Positivity,0
of,of,s,,0
its,its,s,,0
own,own,s,SubjectivePercept,0
accord,accord,c,SubjectivePercept,1
.,.,n,Resistance,0
But,but,s,Resistance,1
since,since,s,,0
in,in,s,Positivity,0
Paradise,paradise,s,Positivity,1
frail,frail,s,SenseProperty,0
Flesh,flesh,s,SenseObject,0
gave,gave,s,SubjectivePercept,0
way,way,c,SubjectivePercept,1
",",",",n,TimeDuration,0
And,and,s,TimeDuration,1
when,when,s,TimeDuration,2
but,but,s,Resistance,0
two,two,s,Numbers,0
were,were,s,ProjectBack,0
made,made,c,ReportingStates,0
",",",",s,ReportingStates,1
both,both,s,,0
went,went,s,Negativity,0
astray,astray,c,Negativity,1
;,;,n,,0
Forbear,forbear,s,Reluctance,0
your,your,s,DirectAddress,0
Wonder,wonder,c,DirectAddress,1
",",",",s,,0
and,and,s,,0
the,the,s,,0
Fault,fault,s,StandardsNeg,0
forgive,forgive,c,Reassure,0
",",",",n,,0
If,if,s,Contingency,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
larger,larger,s,Comparison,0
Family,family,s,,0
we,we,s,,0
grieve,grieve,n,Sad,0
One,one,s,Numbers,0
falling,falling,s,,0
Adam,adam,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
one,one,s,Numbers,0
tempted,tempted,s,SubjectivePercept,0
Eve,eve,c,TimeDuration,0
.,.,n,,0
We,we,s,,0
who,who,s,,0
remain,remain,c,TimeDuration,0
",",",",s,,0
would,would,s,ProjectBack,0
gratefully,gratefully,s,Positivity,0
repay,repay,n,RecurringEvents,0
What,what,s,,0
our,our,s,Inclusive,0
Endeavors,endeavors,s,ProjectAhead,0
can,can,c,Contingency,0
",",",",s,,0
and,and,s,,0
bring,bring,s,,0
this,this,s,Immediacy,0
day,day,c,Immediacy,1
",",",",n,,0
The,the,s,,0
First-fruit,first-fruit,c,Sequence,0
.,.,s,,0
Offering,offering,c,Positivity,0
",",",",s,,0
of,of,s,,0
a,a,s,PersonProperty,0
Virgin,virgin,s,PersonProperty,1
Play,play,c,ReportingEvents,0
.,.,n,,0
We,we,s,,0
hope,hope,s,Positivity,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
something,something,s,Uncertainty,0
that,that,s,Uncertainty,0
may,may,s,Uncertainty,1
please,please,s,Positivity,0
each,each,s,Specifiers,0
Taste,taste,c,SenseProperty,0
",",",",n,,0
And,and,s,,0
though,though,s,Concessive,0
of,of,s,,0
Homely,homely,s,Negativity,0
Fare,fare,s,SubjectivePercept,0
we,we,s,,0
make,make,s,ReportingEvents,0
the,the,s,Positivity,0
Feast,feast,c,Positivity,1
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
find,find,s,,0
variety,variety,s,AbstractConcepts,0
at,at,s,SubjectivePercept,0
least,least,c,SubjectivePercept,1
.,.,n,ReportingStates,0
There,there,s,ReportingStates,1
Is,is,s,ReportingStates,2
Humor,humor,c,Positivity,0
",",",",s,Aside,0
which,which,s,Aside,1
for,for,s,,0
cheerful,cheerful,s,Positivity,0
Friends,friends,s,StandardsPos,0
we,we,s,,0
got,got,c,ReportingStates,0
",",",",n,ReportingStates,1
And,and,s,,0
for,for,s,,0
the,the,s,PrivateThinking,0
thinking,thinking,s,PrivateThinking,1
Party,party,s,GenericEvents,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
Plot,plot,c,LangRef,0
.,.,n,,0
We,we,s,Inclusive,0
Have,have,s,Inclusive,1
something,something,s,Uncertainty,0
too,too,c,Metadiscourse,0
",",",",s,Metadiscourse,1
to,to,s,,0
gratify,gratify,s,Positivity,0
ill,ill,s,StandardsNeg,0
Nature,nature,c,StandardsNeg,1
",",",",n,,0
(,(,c,,0
If,if,s,Contingency,0
there,there,s,Contingency,1
be,be,s,Contingency,2
any,any,s,,0
here,here,c,SpaceRelation,0
),),s,,0
and,and,s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
Satire,satire,c,LangRef,0
.,.,n,,0
Tho,tho,s,LangRef,0
Satire,satire,s,LangRef,0
scarce,scarce,s,Negativity,0
dares,dares,s,SubjectivePercept,0
grin,grin,c,Positivity,0
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
grown,grown,s,ReportingEvents,0
so,so,s,,0
mild,mild,c,Positivity,0
;,;,n,,0
Or,or,s,,0
only,only,s,SubjectivePercept,0
shows,shows,s,ReportingEvents,0
its,its,s,,0
Teeth,teeth,c,SenseObject,0
",",",",s,,0
as,as,s,Resemblances,0
if,if,s,Resemblances,1
it,it,s,,0
smiled,smiled,c,ReportingStates,0
.,.,n,ReportingStates,1
As,as,s,,0
Asses,asses,s,Negativity,0
Thistles,thistles,c,SenseObject,0
",",",",s,,0
Poets,poets,s,PersonProperty,0
mumble,mumble,s,Motions,0
Wit,wit,c,StandardsPos,0
",",",",n,,0
And,and,s,,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
bite,bite,c,Motions,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
fear,fear,s,Fear,0
of,of,s,Fear,1
being,being,s,ReportingStates,0
bit,bit,c,ReportingStates,0
.,.,n,ReportingStates,1
They,they,s,,0
hold,hold,s,,0
their,their,s,PersonPronoun,0
Pens,pens,c,SenseObject,0
",",",",s,,0
as,as,s,,0
Swords,swords,s,SenseObject,0
are,are,s,ReportingStates,0
held,held,s,ReportingEvents,0
by,by,s,,0
Fools,fools,c,Negativity,0
",",",",n,,0
And,and,s,,0
are,are,s,Fear,0
afraid,afraid,s,Fear,1
to,to,s,,0
use,use,s,ReportingEvents,0
their,their,s,SubjectivePercept,0
own,own,c,SubjectivePercept,1
*,*,s,,0
Edge-Tools,edge-tools,c,UNRECOGNIZED,0
.,.,n,,0
Since,since,s,,0
the,the,s,,0
Plain-Dealers,plain-dealers,s,AbstractConcepts,0
Scenes,scenes,s,AbstractConcepts,0
of,of,s,,0
Manly,manly,s,PersonProperty,0
Rage,rage,c,Anger,0
",",",",n,,0
Not,not,s,DenyDisclaim,0
one,one,s,DenyDisclaim,1
has,has,s,,0
dared,dared,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
lash,lash,s,Negativity,0
this,this,s,,0
Crying,crying,s,Motions,0
Age,age,c,Specifiers,0
.,.,n,,0
This,this,s,Immediacy,0
time,time,c,Immediacy,1
",",",",s,,0
the,the,s,,0
Poet,poet,s,PersonProperty,0
owns,owns,s,ReportingEvents,0
the,the,s,,0
bold,bold,s,Confidence,0
Essay,essay,c,LangRef,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
hopes,hopes,s,Positivity,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
ill-manners,ill-manners,s,UNRECOGNIZED,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
Play,play,c,ReportingEvents,0
:,:,n,,0
And,and,s,,0
he,he,s,PersonPronoun,0
declares,declares,s,Citations,0
by,by,s,Cause,0
me,me,c,Cause,1
",",",",s,,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
designed,designed,n,ReportingEvents,0
Affront,affront,s,Negative_Relation,0
to,to,s,,0
none,none,c,DenyDisclaim,0
",",",",s,Resistance,0
but,but,s,Resistance,1
frankly,frankly,s,Disclosure,0
speaks,speaks,s,Disclosure,0
his,his,s,Disclosure,1
mind,mind,c,Disclosure,2
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
should,should,s,Insist,0
the,the,s,TimeShift,0
ensuing,ensuing,s,TimeShift,1
Scenes,scenes,s,AbstractConcepts,0
not,not,s,DenyDisclaim,0
chance,chance,s,Contingency,0
to,to,s,,0
hit,hit,c,ReportingStates,0
",",",",n,ReportingStates,1
He,he,s,Neutral_Attribution,0
offers,offers,s,Neutral_Attribution,1
but,but,s,Resistance,0
this,this,s,Immediacy,0
one,one,s,Immediacy,1
Excuse,excuse,c,StandardsPos,0
",",",",s,,0
