GAllants,gallants,s,SubjectivePercept,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
to,to,s,PredictedFuture,1
them,them,s,,0
more,more,s,Comparison,0
constant,constant,s,RecurringEvents,0
grow,grow,c,ReportingEvents,0
.,.,n,,0
Now,now,s,Updates,0
the,the,s,Updates,1
enjoyed,enjoyed,s,Positivity,0
you,you,s,DirectAddress,0
slight,slight,c,SenseProperty,0
;,;,s,,0
if,if,s,Contingency,0
you're,you're,s,DirectAddress,0
inclined,inclined,n,ProjectAhead,0
To,to,s,ProjectAhead,1
visit,visit,s,SceneShift,0
them,them,c,SceneShift,1
",",",",s,,0
it,it,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
kind,kind,c,Positivity,0
.,.,n,,0
You,you,s,DirectAddress,0
play,play,s,ReportingEvents,0
the,the,s,,0
critics,critics,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
find,find,s,StandardsNeg,0
fault,fault,s,StandardsNeg,1
and,and,s,,0
jeer,jeer,c,Negative_Relation,0
",",",",n,,0
And,and,s,,0
against,against,s,,0
your,your,s,DirectAddress,0
Miss,miss,s,AbstractConcepts,0
are,are,s,ReportingStates,0
wittily,wittily,s,StandardsPos,0
severe,severe,c,Negativity,0
;,;,n,,0
As,as,s,,0
fain,fain,s,Positivity,0
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
be,be,s,ReportingStates,0
on,on,s,,0
Plays,plays,s,ReportingEvents,0
when,when,s,DirectAddress,0
you,you,s,DirectAddress,1
come,come,s,SceneShift,0
here,here,c,SceneShift,1
.,.,n,,0
You,you,s,DirectAddress,0
like,like,s,DirectAddress,1
prejudicated,prejudicated,s,UNRECOGNIZED,0
Judges,judges,s,PrivateThinking,0
sit,sit,c,SenseProperty,0
;,;,n,,0
There,there,s,,0
Beauties,beauties,s,StandardsPos,0
faults,faults,s,StandardsNeg,0
you,you,s,DirectAddress,0
find,find,c,,0
",",",",s,,0
here,here,s,SpaceRelation,0
those,those,s,,0
of,of,s,,0
Wit,wit,c,StandardsPos,0
.,.,n,,0
Against,against,s,,0
both,both,s,,0
I,i,s,SelfDisclosure,0
Have,have,s,SelfDisclosure,1
heard,heard,s,Updates,0
Women,women,s,PersonProperty,0
and,and,s,,0
Poets,poets,s,PersonProperty,0
say,say,c,Citations,0
",",",",n,,0
No,no,s,DenyDisclaim,0
Critic,critic,s,PersonProperty,0
is,is,s,Resemblances,0
like,like,s,Resemblances,1
him,him,s,PersonPronoun,0
that,that,s,,0
every,every,s,RecurringEvents,0
day,day,n,RecurringEvents,1
Sees,sees,s,,0
a,a,s,,0
fresh,fresh,s,SenseProperty,0
Girl,girl,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
each,each,s,RecurringEvents,0
Week,week,s,RecurringEvents,1
a,a,s,Updates,0
new,new,s,Updates,1
Play,play,c,ReportingEvents,0
.,.,nn,ReasonForward,0
SO,so,c,ReasonForward,1
",",",",s,ReasonForward,0
so,so,c,ReasonForward,1
",",",",s,,0
Gentlemen,gentlemen,c,Positivity,0
",",",",s,,0
I,i,s,FirstPer,0
see,see,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,GenericEvents,0
at,at,s,GenericEvents,1
it,it,c,GenericEvents,2
",",",",s,,0
come,come,s,ReportingEvents,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
have,have,s,ReportingEvents,0
a,a,s,ReportingEvents,1
sight,sight,s,SenseProperty,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
little,little,n,SenseProperty,0
Droll,droll,nnn,Positivity,0
How,how,c,,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
our,our,s,Inclusive,0
Droll,droll,c,Positivity,0
?,?,nnn,Question,0
Eh,eh,c,OralCues,0
",",",",s,,0
your,your,s,DirectAddress,0
what,what,s,DirectAddress,0
do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
called,called,c,ReportingStates,0
",",",",s,ReportingStates,1
your,your,s,DirectAddress,0
Prologue,prologue,s,Sequence,0
of,of,s,,0
Song,song,s,GenericEvents,0
and,and,s,GenericEvents,1
Dance,dance,c,GenericEvents,2
.,.,nnn,,0
Ah,ah,c,OralCues,0
",",",",s,OralCues,1
ah,ah,c,OralCues,0
",",",",s,OralCues,1
ah,ah,c,OralCues,0
.,.,nnn,,0
Our,our,s,Inclusive,0
Dialogue,dialogue,s,LangRef,0
you,you,s,DirectAddress,0
mean,mean,c,,0
",",",",s,OralCues,0
well,well,s,OralCues,1
it,it,s,,0
is,is,s,ProjectAhead,0
ready,ready,c,ProjectAhead,1
.,.,nnn,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
made,made,s,DirectAddress,0
you,you,s,DirectAddress,1
stay,stay,s,TimeDuration,0
a,a,s,TimeDuration,1
little,little,s,SenseProperty,0
too,too,s,Negativity,0
long,long,c,Negativity,1
",",",",s,Resistance,0
but,but,s,Resistance,1
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
am,am,s,FirstPer,0
a,a,s,PersonProperty,0
Gentleman,gentleman,c,PersonProperty,1
",",",",s,,0
and,and,s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
hope,hope,n,ProjectAhead,0
to,to,s,ProjectAhead,1
be,be,s,ProjectAhead,2
a,a,s,,0
Knight,knight,c,PersonProperty,0
",",",",s,,0
(,(,c,,0
mark,mark,s,AbstractConcepts,0
that,that,c,,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
so,so,s,,0
I,i,s,SelfDisclosure,0
mean,mean,s,SelfDisclosure,1
to,to,s,SelfDisclosure,2
be,be,s,ReportingStates,0
once,once,s,TimeShift,0
in,in,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
life,life,c,SelfDisclosure,2
),),s,,0
my,my,s,FirstPer,0
Tailor,tailor,s,PersonProperty,0
was,was,n,ProjectBack,0
in,in,s,Negativity,0
fault,fault,nnn,Negativity,1
We,we,s,,0
wait,wait,s,ProjectAhead,0
your,your,s,DirectAddress,0
leisure,leisure,s,AbstractConcepts,0
with,with,s,Intensity,0
a,a,s,Intensity,1
great,great,s,Intensity,2
deal,deal,s,Intensity,3
of,of,s,Intensity,4
willingness,willingness,c,SubjectivePercept,0
.,.,nnn,,0
He,he,s,PersonPronoun,0
brought,brought,s,SceneShift,0
home,home,s,SceneShift,1
this,this,s,,0
Indian,indian,s,PersonProperty,0
Gown,gown,c,SenseObject,0
",",",",s,,0
Cap,cap,s,SenseObject,0
and,and,s,,0
Slippers,slippers,c,SenseObject,0
",",",",s,,0
--,--,s,,0
how,how,s,DirectAddress,0
do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
like,like,s,SubjectivePercept,0
',',c,,0
em,em,c,SpaceRelation,0
?,?,nnn,Question,0
Extremely,extremely,s,StandardsPos,0
well,well,c,StandardsPos,1
.,.,nnn,,0
You,you,s,DirectAddress,0
appear,appear,s,SubjectivePercept,0
very,very,s,Intensity,0
graceful,graceful,c,Positive_Attribution,0
.,.,nnn,ReasonForward,0
So,so,c,ReasonForward,1
",",",",s,ReasonForward,0
so,so,c,ReasonForward,1
",",",",s,,0
Jack,jack,s,AbstractConcepts,0
--,--,s,,0
Boy,boy,c,PersonProperty,0
.,.,nnn,SpaceRelation,0
Here,here,c,SpaceRelation,1
",",",",s,,0
Sir,sir,c,PersonProperty,0
;,;,s,,0
what,what,s,OpenQuery,0
would,would,s,OpenQuery,1
you,you,s,OpenQuery,2
please,please,s,Positivity,0
to,to,s,,0
have,have,c,,0
?,?,nnn,Question,0
Nothing,nothing,c,DenyDisclaim,0
",",",",s,,0
I,i,s,FirstPer,0
called,called,s,GenericEvents,0
to,to,s,GenericEvents,1
see,see,s,Contingency,0
if,if,s,Contingency,1
you,you,s,DirectAddress,0
be,be,s,DirectAddress,1
diligent,diligent,s,StandardsPos,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
attendance,attendance,c,GenericEvents,0
:,:,s,Question,0
how,how,s,Question,1
do,do,s,DirectAddress,0
you,you,n,DirectAddress,1
like,like,s,SubjectivePercept,0
my,my,s,FirstPer,0
livery,livery,nnn,SenseProperty,0
Very,very,s,Intensity,0
fine,fine,s,Positivity,0
and,and,s,,0
noble,noble,c,StandardsPos,0
.,.,nnn,,0
Jack,jack,c,AbstractConcepts,0
?,?,nnn,Question,0
Who,who,s,Question,0
do,do,s,Question,1
he,he,s,Question,2
speak,speak,s,ReportingEvents,0
to,to,c,ReportingEvents,1
?,?,nnn,Question,0
To,to,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nnn,,0
Begar,begar,s,UNRECOGNIZED,0
den,den,s,SenseObject,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
call,call,s,Request,0
me,me,s,Request,1
be,be,s,ReportingStates,0
me,me,s,FirstPer,0
name,name,c,LangRef,0
",",",",s,,0
me,me,s,FirstPer,0
be,be,s,ReportingStates,0
no,no,s,DenyDisclaim,0
shauck,shauck,c,UNRECOGNIZED,0
.,.,nnn,,0
Jack,jack,c,AbstractConcepts,0
",",",",s,,0
come,come,s,ReportingEvents,0
hither,hither,s,SpaceRelation,0
Jack,jack,c,AbstractConcepts,0
.,.,nnn,,0
Shauck,shauck,c,UNRECOGNIZED,0
",",",",s,,0
me,me,s,FirstPer,0
be,be,s,ReportingStates,0
no,no,s,DenyDisclaim,0
shauck,shauck,c,UNRECOGNIZED,0
",",",",s,Imperative,0
call,call,s,Imperative,1
your,your,s,DirectAddress,0
Englishman,englishman,s,UNRECOGNIZED,0
shauck,shauck,c,UNRECOGNIZED,0
",",",",s,,0
me,me,s,FirstPer,0
be,be,s,ReportingStates,0
called,called,s,ReportingEvents,0
Maitre,maitre,n,PersonProperty,0
Jacques,jacques,nnn,,0
Master,master,s,PersonProperty,0
Jack,jack,s,AbstractConcepts,0
come,come,s,ReportingEvents,0
hither,hither,c,SpaceRelation,0
.,.,nnn,,0
Ho,ho,c,OralCues,0
",",",",s,,0
ho,ho,c,OralCues,0
",",",",s,,0
dat,dat,s,,0
be,be,s,ReportingStates,0
ver,ver,s,,0
well,well,c,OralCues,0
",",",",s,OralCues,1
here,here,s,SpaceRelation,0
be,be,s,ReportingStates,0
your,your,s,DirectAddress,0
tres,tres,s,,0
humble,humble,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
tres,tres,s,,0
obeisant,obeisant,s,CommonAuthorities,0
vallet,vallet,c,UNRECOGNIZED,0
.,.,nnn,Imperative,0
Hold,hold,s,Imperative,1
back,back,s,Positivity,0
my,my,s,Positivity,1
Gown,gown,c,SenseObject,0
",",",",s,,0
and,and,s,,0
you,you,s,DirectAddress,0
Sarrah,sarrah,s,UNRECOGNIZED,0
hold,hold,s,,0
back,back,s,,0
the,the,s,Specifiers,0
other,other,s,Specifiers,1
side,side,c,Specifiers,2
",",",",s,,0
--,--,s,,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
see,see,n,,0
Gentlemen,gentlemen,c,Positivity,0
",",",",s,,0
here,here,s,DirectAddress,0
is,is,s,DirectAddress,1
a,a,s,DirectAddress,2
little,little,s,SenseProperty,0
loose,loose,s,AbstractConcepts,0
morning,morning,s,,0
garb,garb,c,SenseObject,0
",",",",s,,0
does,does,s,ReportingEvents,0
it,it,s,ReportingEvents,1
please,please,s,Positivity,0
you,you,nnn,DirectAddress,0
Wonderfully,wonderfully,c,Positivity,0
.,.,nnn,,0
Neat,neat,s,Positivity,0
and,and,s,,0
Gentile,gentile,c,PersonProperty,0
.,.,nnn,Imperative,0
Stay,stay,c,Imperative,1
",",",",s,,0
pull,pull,s,ReportingEvents,0
it,it,s,ReportingEvents,1
off,off,c,ReportingEvents,2
",",",",s,,0
that,that,s,,0
they,they,s,,0
may,may,s,Contingency,0
view,view,s,SenseProperty,0
me,me,s,FirstPer,0
round,round,s,SenseProperty,0
--,--,s,,0
How,how,s,DirectAddress,0
do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
like,like,s,SubjectivePercept,0
me,me,s,FirstPer,0
from,from,s,SpaceRelation,0
top,top,n,SpaceRelation,1
to,to,s,SpaceRelation,2
toe,toe,nnn,SpaceRelation,3
Your,your,s,DirectAddress,0
habit,habit,s,RecurringEvents,0
is,is,s,ReportingStates,0
worthy,worthy,s,StandardsPos,0
admiration,admiration,c,StandardsPos,0
.,.,nnn,,0
Gallant,gallant,s,StandardsPos,0
from,from,s,SpaceRelation,0
head,head,s,SpaceRelation,1
to,to,s,SpaceRelation,2
foot,foot,c,SpaceRelation,3
.,.,nnn,,0
My,my,s,FirstPer,0
Suit,suit,s,SenseObject,0
will,will,s,PredictedFuture,0
come,come,s,PredictedFuture,1
home,home,s,SpaceRelation,0
by,by,s,TimeShift,0
and,and,s,TimeShift,1
by,by,c,TimeShift,2
",",",",s,,0
that,that,s,PosFeedback,0
will,will,s,PosFeedback,1
be,be,s,PosFeedback,2
fine,fine,s,PosFeedback,3
indeed,indeed,c,Intensity,0
.,.,nnn,,0
The,the,s,,0
ceremony,ceremony,s,CommonAuthorities,0
requires,requires,s,CommonAuthorities,0
it,it,c,,0
.,.,nnn,,0
Ha,ha,c,OralCues,0
",",",",s,,0
you,you,s,DirectAddress,0
mean,mean,s,,0
my,my,s,Autobio,0
Daughter's,daughter's,s,Autobio,1
wedding,wedding,c,GenericEvents,0
",",",",s,Resistance,0
but,but,s,Resistance,1
know,know,s,Confidence,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
more,more,s,Comparison,0
in,in,s,SenseProperty,0
the,the,s,SenseProperty,1
wind,wind,s,SenseProperty,2
than,than,n,Comparison,0
so,so,c,,0
:,:,s,,0
this,this,s,Immediacy,0
day,day,s,Immediacy,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
to,to,s,,0
begin,begin,s,Sequence,0
to,to,s,Sequence,1
court,court,s,Positivity,0
a,a,s,Positivity,1
Mistress,mistress,c,PersonProperty,0
",",",",s,,0
a,a,s,,0
Knights,knights,s,PersonProperty,0
Daughter,daughter,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
assure,assure,n,Reassure,0
you,you,nnn,Reassure,1
And,and,s,Generalization,0
all,all,s,Generalization,1
our,our,s,Inclusive,0
preparations,preparations,s,ProjectAhead,0
are,are,s,ProjectAhead,0
for,for,s,ProjectAhead,1
her,her,s,PersonPronoun,0
entertainment,entertainment,c,Positivity,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
to,to,s,,0
render,render,s,ReportingEvents,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
more,more,s,Comparison,0
acceptable,acceptable,c,StandardsPos,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
required,required,s,CommonAuthorities,0
your,your,s,DirectAddress,0
helps,helps,s,StandardsPos,0
to,to,s,StandardsPos,1
make,make,s,SelfDisclosure,0
me,me,n,SelfDisclosure,1
an,an,s,StandardsPos,0
accomplished,accomplished,s,StandardsPos,1
Gentleman,gentleman,c,Positivity,0
;,;,s,,0
if,if,s,Contingency,0
singing,singing,s,Motions,0
and,and,s,Motions,1
dancing,dancing,s,Motions,2
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
win,win,s,ReportingEvents,0
her,her,c,PersonPronoun,0
",",",",s,,0
the,the,s,Negativity,0
Devil's,devil's,s,Negativity,1
in,in,n,Specifiers,0
her,her,c,Specifiers,1
.,.,s,,0
--,--,s,,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
see,see,s,DirectAddress,0
your,your,s,DirectAddress,1
Dance,dance,s,Motions,0
rehearsed,rehearsed,c,ReportingStates,0
;,;,s,ReportingStates,1
but,but,s,Resistance,0
first,first,s,Sequence,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
hear,hear,s,SenseProperty,0
the,the,s,SenseProperty,1
Song,song,nnn,SenseObject,0
I,i,s,FirstPer,0
sigh,sigh,s,Motions,0
all,all,s,Generalization,0
the,the,s,Generalization,1
night,night,c,,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
languish,languish,s,Negativity,0
all,all,s,TimeDuration,0
day,day,c,TimeDuration,1
",",",",n,,0
And,and,s,,0
much,much,s,Intensity,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
pitty'd,pitty'd,s,UNRECOGNIZED,0
I,i,s,SelfDisclosure,0
am,am,c,SelfDisclosure,1
:,:,n,,0
Ever,ever,s,Immediacy,0
since,since,s,Immediacy,1
your,your,s,DirectAddress,0
bright,bright,s,SenseProperty,0
eyes,eyes,c,SenseProperty,1
",",",",s,,0
my,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
did,did,s,ReportingEvents,0
surprise,surprise,n,PrivateThinking,0
I,i,s,Contingency,0
could,could,s,Contingency,1
not,not,s,DenyDisclaim,0
extinguish,extinguish,s,Transformation,0
the,the,s,SenseObject,0
flame,flame,c,SenseObject,1
:,:,n,,0
But,but,s,Resistance,0
you,you,c,DirectAddress,0
",",",",s,ReasonForward,0
since,since,s,ReasonForward,1
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
known,known,s,CommonAuthorities,0
my,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
was,was,s,ProjectBack,0
your,your,s,DirectAddress,0
own,own,c,DirectAddress,1
",",",",n,Concessive,0
Though,though,s,Concessive,1
before,before,s,Sequence,0
you,you,s,DirectAddress,0
was,was,s,ProjectBack,0
kind,kind,c,Positivity,0
",",",",s,,0
now,now,s,Immediacy,0
scornful,scornful,s,Negative_Relation,0
are,are,s,ReportingStates,0
grown,grown,c,ReportingEvents,0
:,:,n,,0
If,if,s,ReasonForward,0
so,so,s,ReasonForward,1
cruel,cruel,s,Anger,0
you,you,s,DirectAddress,0
prove,prove,n,Confidence,0
To,to,s,Confidence,1
the,the,s,PersonProperty,0
man,man,s,PersonProperty,1
that,that,s,,0
does,does,s,ReportingEvents,0
love,love,c,Positivity,0
;,;,n,,0
Ah,ah,s,OralCues,0
Phyllis,phyllis,c,UNRECOGNIZED,0
!,!,s,,0
Ah,ah,c,OralCues,0
!,!,s,,0
Phyllis,phyllis,c,UNRECOGNIZED,0
",",",",s,,0
what,what,s,,0
fate,fate,n,SubjectivePercept,0
Have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
in,in,s,Specifiers,0
reserve,reserve,s,Specifiers,1
for,for,s,,0
the,the,s,,0
wretch,wretch,s,Negativity,0
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
hate,hate,c,Negativity,0
?,?,n,Question,0
Very,very,s,StandardsPos,0
well,well,c,StandardsPos,1
.,.,nnn,Resistance,0
But,but,s,Resistance,1
me,me,s,FirstPer,0
thinks,thinks,s,PrivateThinking,0
this,this,s,,0
Song,song,s,SenseObject,0
is,is,s,Negativity,0
a,a,s,Negativity,1
little,little,s,Negativity,2
too,too,s,Negativity,3
doleful,doleful,c,Sad,0
",",",",s,,0
and,and,s,,0
enough,enough,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
put,put,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
woman,woman,n,PersonProperty,0
into,into,s,Transformation,0
the,the,s,Transformation,1
dumps,dumps,c,Motions,0
",",",",s,,0
if,if,s,Contingency,0
she,she,s,Contingency,1
have,have,s,,0
any,any,s,,0
kindness,kindness,s,StandardsPos,0
for,for,s,SelfDisclosure,0
me,me,nnn,SelfDisclosure,1
It,it,s,,0
Is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
delicate,delicate,s,SubjectivePercept,0
Air,air,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
the,the,s,LangRef,0
words,words,s,LangRef,1
are,are,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
amiss,amiss,c,StandardsNeg,0
.,.,nnn,,0
I,i,s,FirstPer,0
learnt,learnt,s,StandardsPos,0
a,a,s,Intensity,0
very,very,s,Intensity,1
pretty,pretty,s,SubjectivePercept,0
one,one,s,Numbers,0
