SElf-love,self-love,s,StandardsPos,0
",",",",n,,0
You,you,s,DirectAddress,0
equal,equal,s,Comparison,0
Judges,judges,s,PrivateThinking,0
of,of,s,,0
the,the,s,Specifiers,0
whole,whole,s,Specifiers,1
will,will,s,PredictedFuture,0
be,be,c,PredictedFuture,1
:,:,n,,0
They,they,s,,0
judge,judge,s,PrivateThinking,0
but,but,s,Resistance,0
half,half,s,Numbers,0
who,who,s,,0
only,only,s,SubjectivePercept,0
faults,faults,s,StandardsNeg,0
will,will,s,PredictedFuture,0
see,see,c,,0
.,.,n,,0
Poets,poets,s,PersonProperty,0
like,like,s,SubjectivePercept,0
Lovers,lovers,s,Positivity,0
should,should,s,Insist,0
be,be,s,ReportingStates,0
bold,bold,s,Confidence,0
and,and,s,,0
dare,dare,c,SubjectivePercept,0
",",",",n,,0
They,they,s,,0
spoil,spoil,s,Negativity,0
their,their,s,Negativity,1
business,business,s,AbstractConcepts,0
with,with,s,Specifiers,0
an,an,s,Specifiers,1
over-care,over-care,c,UNRECOGNIZED,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
he,he,s,CommonAuthorities,0
who,who,s,CommonAuthorities,1
servilely,servilely,s,UNRECOGNIZED,0
creeps,creeps,s,Motions,0
after,after,s,Sequence,0
sense,sense,c,AbstractConcepts,0
",",",",n,,0
Is,is,s,ReportingStates,0
safe,safe,c,StandardsPos,0
",",",",s,Resistance,0
but,but,s,Resistance,1
never,never,s,Confidence,0
will,will,s,Confidence,1
reach,reach,s,ReportingEvents,0
an,an,s,ReportingEvents,1
Excellence,excellence,c,StandardsPos,0
.,.,n,,0
Hence,hence,s,ReasonForward,0
it,it,s,,0
is,is,s,ReportingStates,0
our,our,s,Inclusive,0
Poet,poet,s,PersonProperty,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
conjuring,conjuring,c,PrivateThinking,0
",",",",n,,0
Allowed,allowed,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
Fancy,fancy,s,SubjectivePercept,0
the,the,s,,0
full,full,s,AbstractConcepts,0
scope,scope,s,AbstractConcepts,1
and,and,s,,0
swing,swing,c,Motions,0
.,.,n,Resistance,0
But,but,s,Resistance,1
when,when,s,,0
a,a,s,,0
Tyrant,tyrant,s,Negative_Relation,0
for,for,s,,0
his,his,s,PersonPronoun,0
Theme,theme,s,LangRef,0
he,he,s,ProjectBack,0
had,had,c,ProjectBack,1
",",",",n,,0
He,he,s,PersonPronoun,0
loosed,loosed,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Reins,reins,c,SenseObject,0
",",",",s,,0
and,and,s,,0
bid,bid,s,ReportingEvents,0
his,his,s,ReportingEvents,1
Muse,muse,s,PrivateThinking,0
run,run,s,Intensity,0
mad,mad,c,Intensity,1
:,:,n,,0
And,and,s,,0
though,though,s,Concessive,0
he,he,s,Neutral_Attribution,0
stumbles,stumbles,s,Neutral_Attribution,1
in,in,s,,0
a,a,s,,0
full,full,s,,0
career,career,c,AbstractConcepts,0
;,;,n,Resistance,0
Yet,yet,s,Resistance,1
rashness,rashness,s,Negativity,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
better,better,s,Comparison,0
fault,fault,s,StandardsNeg,0
than,than,s,Comparison,0
fear,fear,c,Fear,0
.,.,n,,0
He,he,s,PersonPronoun,0
saw,saw,s,StandardsPos,0
his,his,s,StandardsPos,1
way,way,c,StandardsPos,2
;,;,s,Resistance,0
but,but,s,Resistance,1
in,in,s,,0
so,so,s,,0
swift,swift,s,SenseProperty,0
a,a,s,,0
pace,pace,c,,0
",",",",n,,0
To,to,s,,0
choose,choose,s,ReportingEvents,0
the,the,s,SenseObject,0
ground,ground,c,SenseObject,1
",",",",s,,0
might,might,s,Contingency,0
be,be,s,Contingency,1
to,to,s,,0
lose,lose,s,Negativity,0
the,the,s,Negativity,1
race,race,c,Motions,0
.,.,n,,0
They,they,s,Sequence,0
then,then,s,Sequence,1
who,who,s,DirectAddress,0
of,of,s,DirectAddress,1
each,each,s,Specifiers,0
trip,trip,s,Motions,0
the,the,s,Motions,1
advantage,advantage,s,StandardsPos,0
take,take,c,ReportingEvents,0
",",",",n,,0
Find,find,s,,0
but,but,s,Resistance,0
those,those,s,,0
Faults,faults,s,StandardsNeg,0
which,which,s,,0
they,they,s,,0
want,want,s,ProjectAhead,0
Wit,wit,s,StandardsPos,0
to,to,s,,0
make,make,c,ReportingEvents,0
.,.,nn,,0
THUS,thus,s,Updates,0
far,far,s,Updates,1
my,my,s,FirstPer,0
Arms,arms,s,SenseObject,0
have,have,s,,0
with,with,s,,0
success,success,s,StandardsPos,0
been,been,s,ProjectBack,0
crowned,crowned,c,ReportingStates,0
;,;,n,ReportingStates,1
And,and,s,,0
found,found,s,ReportingEvents,0
no,no,s,DenyDisclaim,0
stop,stop,c,Resistance,0
",",",",s,,0
or,or,s,,0
vanquished,vanquished,s,Negative_Relation,0
what,what,s,,0
they,they,s,,0
found,found,c,ReportingStates,0
.,.,n,ReportingStates,1
The,the,s,,0
German,german,s,,0
Lakes,lakes,s,SenseObject,0
my,my,s,FirstPer,0
Legions,legions,s,AbstractConcepts,0
have,have,s,,0
o're-past,o're-past,c,UNRECOGNIZED,0
",",",",n,,0
With,with,s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
bars,bars,s,SenseObject,0
which,which,s,,0
Art,art,s,AbstractConcepts,0
or,or,s,,0
Nature,nature,s,AbstractConcepts,0
cast,cast,c,ReportingEvents,0
:,:,n,,0
My,my,s,FirstPer,0
Foes,foes,c,Negative_Relation,0
",",",",s,,0
in,in,s,,0
watery,watery,s,SenseProperty,0
Fastnesses,fastnesses,s,SenseProperty,0
enclosed,enclosed,c,SpaceRelation,0
",",",",n,,0
I,i,s,FirstPer,0
sought,sought,c,ReportingStates,0
",",",",s,ReportingStates,1
alone,alone,c,SpaceRelation,0
",",",",s,,0
to,to,s,,0
their,their,s,PersonPronoun,0
whole,whole,s,,0
War,war,s,GenericEvents,0
exposed,exposed,c,Disclosure,0
.,.,n,Question,0
Did,did,s,Question,1
first,first,s,Sequence,0
the,the,s,,0
depth,depth,s,AbstractConcepts,0
of,of,s,,0
trembling,trembling,s,Motions,0
Marshes,marshes,s,SenseObject,0
sound,sound,c,SenseProperty,0
",",",",n,,0
And,and,s,,0
fixed,fixed,s,ReportingEvents,0
my,my,s,FirstPer,0
Eagles,eagles,s,SenseObject,0
in,in,s,,0
unfaithful,unfaithful,s,StandardsNeg,0
ground,ground,c,SenseObject,0
:,:,n,,0
By,by,s,Resistance,0
force,force,s,Resistance,1
submitted,submitted,s,CommonAuthorities,0
to,to,s,CommonAuthorities,1
the,the,s,,0
Roman,roman,s,AbstractConcepts,0
sway,sway,n,Motions,0
Fierce,fierce,s,Resistance,0
Nations,nations,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
unknowing,unknowing,s,Uncertainty,0
to,to,s,,0
obey,obey,c,CommonAuthorities,0
:,:,n,,0
And,and,s,Immediacy,0
now,now,c,Immediacy,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
my,my,s,FirstPer,0
reward,reward,c,Positivity,0
",",",",s,,0
ungrateful,ungrateful,s,Negative_Relation,0
Rome,rome,n,,0
For,for,s,Specifiers,0
which,which,s,Specifiers,1
I,i,s,FirstPer,0
fought,fought,s,Resistance,0
abroad,abroad,c,SceneShift,0
",",",",s,,0
rebels,rebels,s,Resistance,0
at,at,s,SpaceRelation,0
home,home,c,SpaceRelation,1
.,.,nn,Resistance,0
Yet,yet,s,Resistance,1
it,it,s,,0
is,is,s,ReportingStates,0
their,their,s,ReportingStates,1
fear,fear,s,Fear,0
which,which,s,,0
does,does,s,ReportingEvents,0
this,this,s,,0
War,war,s,GenericEvents,0
maintain,maintain,c,TimeDuration,0
:,:,n,,0
They,they,s,,0
cannot,cannot,s,DenyDisclaim,0
brook,brook,s,SenseObject,0
a,a,s,,0
Martial,martial,s,AbstractConcepts,0
Monarchs,monarchs,s,PersonProperty,0
Reign,reign,c,CommonAuthorities,0
:,:,n,,0
Your,your,s,DirectAddress,0
Valor,valor,s,StandardsPos,0
would,would,s,ProjectBack,0
their,their,s,PersonPronoun,0
sloth,sloth,s,Negativity,0
too,too,s,Negativity,0
much,much,s,Negativity,1
accuse,accuse,c,Negative_Relation,0
;,;,n,,0
And,and,s,,0
therefore,therefore,c,ReasonForward,0
",",",",s,,0
like,like,s,SubjectivePercept,0
themselves,themselves,c,PersonPronoun,0
",",",",s,,0
they,they,s,,0
Princes,princes,s,PersonProperty,0
choose,choose,c,ReportingEvents,0
.,.,nn,,0
Two,two,c,Numbers,0
",",",",s,,0
tame,tame,c,AbstractConcepts,0
",",",",s,,0
gown'd,gown'd,s,UNRECOGNIZED,0
Princes,princes,c,PersonProperty,0
",",",",s,,0
who,who,s,,0
at,at,s,Positivity,0
ease,ease,c,Positivity,1
",",",",s,,0
debate,debate,n,Resistance,0
In,in,s,,0
lazy,lazy,s,Negativity,0
Chairs,chairs,c,SenseObject,0
",",",",s,,0
the,the,s,,0
business,business,s,AbstractConcepts,0
of,of,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
State,state,c,CommonAuthorities,2
:,:,n,Question,0
Who,who,s,Question,1
reign,reign,s,CommonAuthorities,0
but,but,s,Resistance,0
while,while,s,TimeDuration,0
the,the,s,TimeDuration,1
people,people,s,PersonProperty,0
they,they,s,Contingency,0
can,can,s,Contingency,1
please,please,c,Request,0
",",",",n,Request,1
And,and,s,,0
only,only,s,SubjectivePercept,0
know,know,s,Confidence,0
the,the,s,Confidence,1
little,little,s,SenseProperty,0
Arts,arts,s,AbstractConcepts,0
of,of,s,,0
Peace,peace,c,StandardsPos,0
.,.,nn,,0
In,in,s,,0
fields,fields,s,SenseObject,0
they,they,s,,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
fight,fight,s,Resistance,0
where,where,s,,0
Honor,honor,s,StandardsPos,0
calls,calls,c,ReportingEvents,0
;,;,n,Resistance,0
But,but,s,Resistance,1
breathe,breathe,s,Motions,0
a,a,s,,0
faint,faint,s,SenseProperty,0
defiance,defiance,s,Resistance,0
from,from,s,,0
their,their,s,PersonPronoun,0
Walls,walls,c,SenseObject,0
.,.,n,,0
The,the,s,Intensity,0
very,very,s,Intensity,1
noise,noise,s,SenseProperty,0
of,of,s,AbstractConcepts,0
War,war,s,AbstractConcepts,1
their,their,s,PersonPronoun,0
Souls,souls,s,Disclosure,0
does,does,s,ReportingEvents,0
wound,wound,c,Negativity,0
;,;,n,,0
They,they,s,,0
quake,quake,c,Motions,0
",",",",s,Resistance,0
but,but,s,Resistance,1
hearing,hearing,s,SenseProperty,0
their,their,s,SenseProperty,1
own,own,s,ReportingEvents,0
Trumpets,trumpets,s,SenseObject,0
sound,sound,c,SenseProperty,0
.,.,nn,,0
An,an,s,Confidence,0
easy,easy,s,Confidence,1
Summons,summons,s,ReportingEvents,0
but,but,s,Exceptions,0
for,for,s,Exceptions,1
form,form,s,AbstractConcepts,0
they,they,s,,0
wait,wait,c,ProjectAhead,0
",",",",n,,0
And,and,s,,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Fame,fame,s,StandardsPos,0
will,will,s,PredictedFuture,0
open,open,s,SpaceRelation,0
wide,wide,s,SpaceRelation,1
the,the,s,SenseObject,0
gate,gate,c,SenseObject,1
.,.,nn,,0
I,i,s,FirstPer,0
wish,wish,s,SubjectivePercept,0
our,our,s,StandardsPos,0
Fame,fame,s,StandardsPos,1
that,that,s,,0
swift,swift,s,SenseProperty,0
success,success,s,StandardsPos,0
may,may,s,Contingency,0
find,find,c,,0
;,;,n,Resistance,0
But,but,s,Resistance,1
Conquests,conquests,c,Intensity,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
are,are,s,ReportingStates,0
easily,easily,s,Confidence,0
designed,designed,c,ReportingEvents,0
:,:,n,,0
However,however,s,Resistance,0
soft,soft,s,SenseProperty,0
within,within,s,,0
themselves,themselves,s,PersonPronoun,0
they,they,s,ReportingStates,0
are,are,c,ReportingStates,1
",",",",n,,0
To,to,s,DirectAddress,0
you,you,s,DirectAddress,1
they,they,s,,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
valiant,valiant,s,StandardsPos,0
by,by,s,,0
despair,despair,c,Sad,0
:,:,n,,0
For,for,s,,0
having,having,s,ReportingEvents,0
once,once,s,TimeShift,0
been,been,s,TimeShift,1
guilty,guilty,c,Negative_Relation,0
",",",",s,OralCues,0
well,well,s,OralCues,1
they,they,s,,0
know,know,n,CommonAuthorities,0
To,to,s,CommonAuthorities,1
a,a,s,,0
revengeful,revengeful,s,Resistance,0
Prince,prince,s,PersonProperty,0
they,they,s,,0
still,still,s,TimeDuration,0
are,are,s,TimeDuration,1
so,so,c,Intensity,0
.,.,nn,Intensity,1
It,it,s,ConfirmedThght,0
Is,is,s,ConfirmedThght,1
true,true,c,ConfirmedThght,2
",",",",s,,0
that,that,c,,0
",",",",s,ReasonForward,0
since,since,s,ReasonForward,1
the,the,s,ReasonForward,2
Senates,senates,s,CommonAuthorities,0
succors,succors,s,Positivity,0
came,came,c,ReportingStates,0
",",",",n,ReportingStates,1
They,they,s,,0
grow,grow,s,ReportingEvents,0
more,more,s,Comparison,0
bold,bold,c,Confidence,0
.,.,nn,,0
--,--,s,,0
That,that,s,,0
Senate's,senate's,s,UNRECOGNIZED,0
but,but,s,Resistance,0
a,a,s,,0
name,name,c,LangRef,0
:,:,n,,0
Or,or,s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
Pageant,pageant,s,SenseObject,0
Princes,princes,s,PersonProperty,0
which,which,s,,0
they,they,s,,0
make,make,c,ReportingEvents,0
:,:,n,,0
That,that,s,,0
power,power,s,AbstractConcepts,0
they,they,s,,0
give,give,s,ReportingEvents,0
away,away,c,ReportingEvents,1
",",",",s,,0
they,they,s,Biographical_Time,0
would,would,s,Biographical_Time,1
partake,partake,c,ReportingEvents,0
.,.,n,,0
Two,two,s,Numbers,0
equal,equal,s,Comparison,0
powers,powers,c,AbstractConcepts,0
",",",",s,,0
two,two,s,Numbers,0
different,different,s,Comparison,0
ways,ways,s,AbstractConcepts,0
will,will,s,PredictedFuture,0
draw,draw,c,Motions,0
",",",",n,,0
While,while,s,TimeDuration,0
each,each,s,Specifiers,0
may,may,s,Contingency,0
check,check,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
give,give,s,ReportingEvents,0
the,the,s,ReportingEvents,1
other,other,s,Specifiers,0
Law,law,c,AbstractConcepts,0
.,.,n,,0
True,true,c,Intensity,0
",",",",s,Intensity,1
they,they,s,Intensity,2
secure,secure,s,StandardsPos,0
propriety,propriety,s,StandardsPos,1
and,and,s,,0
peace,peace,c,StandardsPos,0
;,;,n,Resistance,0
But,but,s,Resistance,1
are,are,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
fit,fit,s,ReportingEvents,0
an,an,s,ReportingEvents,1
Empire,empire,s,CommonAuthorities,0
to,to,s,ProjectAhead,0
increase,increase,c,ProjectAhead,1
.,.,n,TimeDuration,0
When,when,s,TimeDuration,1
they,they,s,TimeDuration,2
should,should,s,Insist,0
aid,aid,s,Positivity,0
their,their,s,Positivity,1
Prince,prince,c,PersonProperty,0
",",",",s,,0
the,the,s,,0
Slaves,slaves,s,PersonProperty,0
dispute,dispute,c,Resistance,0
;,;,n,,0
And,and,s,,0
fear,fear,s,Fear,0
success,success,s,StandardsPos,0
should,should,s,Insist,0
make,make,s,Insist,1
him,him,s,PersonPronoun,0
absolute,absolute,c,Confidence,0
.,.,n,,0
They,they,s,,0
let,let,s,ReportingEvents,0
Foes,foes,s,Negative_Relation,0
conquer,conquer,c,ReportingEvents,0
",",",",s,,0
to,to,s,ProjectAhead,0
secure,secure,s,ProjectAhead,1
the,the,s,,0
State,state,c,,0
",",",",n,,0
And,and,s,,0
lend,lend,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Sword,sword,c,SenseObject,0
",",",",s,,0
whose,whose,s,PersonPronoun,0
edge,edge,s,SpaceRelation,0
themselves,themselves,s,PersonPronoun,0
rebate,rebate,c,AbstractConcepts,0
.,.,nn,Question,0
When,when,s,Question,1
to,to,s,ProjectAhead,0
increase,increase,s,ProjectAhead,1
the,the,s,,0
Gods,gods,s,CommonAuthorities,0
you,you,s,DirectAddress,0
late,late,s,SubjectiveTime,0
are,are,s,ReportingStates,0
gone,gone,c,ReportingStates,0
",",",",n,ReportingStates,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
swiftly,swiftly,s,SenseProperty,0
choose,choose,s,ProjectAhead,0
to,to,s,ProjectAhead,1
dye,dye,c,SenseObject,0
",",",",s,,0
or,or,s,,0
reign,reign,s,CommonAuthorities,0
alone,alone,c,SpaceRelation,0
:,:,n,,0
But,but,s,Resistance,0
these,these,s,Immediacy,0
half-Kings,half-kings,s,UNRECOGNIZED,0
our,our,s,StandardsPos,0
courage,courage,s,StandardsPos,1
cannot,cannot,s,DenyDisclaim,0
fright,fright,c,Negativity,0
;,;,n,,0
The,the,s,,0
thrifty,thrifty,s,StandardsPos,0
State,state,s,,0
will,will,s,PredictedFuture,0
bargain,bargain,s,AbstractConcepts,0
e're,e're,s,SubjectivePercept,0
they,they,s,,0
fight,fight,c,Resistance,0
:,:,n,,0
Give,give,s,,0
just,just,s,Intensity,0
so,so,s,Intensity,1
much,much,s,Intensity,2
for,for,s,Generalization,0
every,every,s,Generalization,1
Victory,victory,c,Positivity,0
;,;,n,,0
And,and,s,,0
rather,rather,s,Resistance,0
lose,lose,s,Negativity,0
a,a,s,Negativity,1
fight,fight,c,Resistance,0
",",",",s,,0
than,than,s,Comparison,0
over-buy,over-buy,c,UNRECOGNIZED,0
.,.,nn,,0
Since,since,s,,0
all,all,s,,0
delays,delays,s,Resistance,0
are,are,s,Fear,0
dangerous,dangerous,s,Fear,1
in,in,s,,0
War,war,c,GenericEvents,0
",",",",n,,0
Your,your,s,DirectAddress,0
men,men,c,PersonProperty,0
",",",",s,,0
Albinus,albinus,c,UNRECOGNIZED,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
assault,assault,s,Negative_Relation,0
prepare,prepare,c,ProjectAhead,0
:,:,n,,0
C^^spinus,c^^spinus,s,UNRECOGNIZED,0
and,and,s,,0
Menephilus,menephilus,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,FirstPer,0
hear,hear,n,SpaceRelation,0
Two,two,s,Numbers,0
Consulars,consulars,c,UNRECOGNIZED,0
",",",",s,,0
these,these,s,Immediacy,0
Aquileians,aquileians,s,UNRECOGNIZED,0
cheer,cheer,c,Positivity,0
;,;,n,,0
By,by,s,,0
whom,whom,s,PersonProperty,0
they,they,s,PersonProperty,1
may,may,c,Contingency,0
",",",",s,,0
if,if,s,Contingency,0
we,we,s,,0
protract,protract,s,SubjectiveTime,0
the,the,s,SubjectiveTime,1
time,time,c,,0
",",",",n,,0
Be,be,s,ReportingStates,0
taught,taught,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
courage,courage,s,StandardsPos,0
to,to,s,,0
defend,defend,s,Resistance,0
their,their,s,Resistance,1
crime,crime,c,StandardsNeg,0
.,.,nn,Imperative,0
Put,put,s,Imperative,1
off,off,s,,0
th,th,s,UNRECOGNIZED,0
',',c,,0
assault,assault,s,Negative_Relation,0
but,but,s,Resistance,0
only,only,s,SubjectivePercept,0
for,for,s,SubjectivePercept,1
this,this,s,Immediacy,0
day,day,c,Immediacy,1
;,;,n,,0
No,no,s,DenyDisclaim,0
loss,loss,s,Negativity,0
can,can,s,Contingency,0
come,come,s,SceneShift,0
by,by,s,SceneShift,1
such,such,s,Specifiers,0
a,a,s,Specifiers,1
small,small,s,Specifiers,2
delay,delay,c,Resistance,0
.,.,nn,,0
We,we,s,Uncertainty,0
are,are,s,Uncertainty,1
not,not,s,Uncertainty,2
sure,sure,s,Uncertainty,3
to,to,s,,0
morrow,morrow,s,ProjectAhead,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
ours,ours,c,Inclusive,0
:,:,n,,0
Wars,wars,s,GenericEvents,0
have,have,c,,0
",",",",s,,0
like,like,s,SubjectivePercept,0
Love,love,c,Positivity,0
",",",",s,,0
their,their,s,PersonPronoun,0
favorable,favorable,s,Positivity,0
hours,hours,c,TimeDuration,0
:,:,n,,0
Let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
use,use,s,ReportingEvents,0
all,all,c,,0
;,;,s,,0
for,for,s,Contingency,0
if,if,s,Contingency,1
we,we,s,,0
lose,lose,s,SubjectivePercept,0
one,one,s,SubjectivePercept,1
day,day,c,TimeDuration,0
;,;,n,,0
That,that,s,,0
white,white,s,SenseProperty,0
one,one,c,Numbers,0
",",",",s,,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
crowd,crowd,c,SpaceRelation,2
",",",",s,,0
may,may,s,Contingency,0
slip,slip,s,SpaceRelation,0
away,away,c,SpaceRelation,1
.,.,nn,,0
Fates,fates,s,SubjectivePercept,0
dark,dark,s,SenseProperty,0
recesses,recesses,s,SpaceRelation,0
we,we,s,Contingency,0
can,can,s,Contingency,1
never,never,s,Contingency,2
find,find,c,,0
;,;,n,Resistance,0
But,but,s,Resistance,1
Fortune,fortune,s,ProjectAhead,0
at,at,s,,0
some,some,s,TimeDuration,0
hours,hours,s,TimeDuration,1
to,to,s,Generalization,0
all,all,s,Generalization,1
is,is,s,ReportingStates,0
kind,kind,c,Positivity,0
;,;,n,,0
The,the,s,,0
lucky,lucky,s,Positivity,0
have,have,s,,0
whole,whole,s,,0
days,days,c,TimeDuration,0
",",",",s,Aside,0
which,which,s,Aside,1
still,still,s,Updates,0
they,they,s,,0
choose,choose,c,ReportingEvents,0
;,;,n,,0
The,the,s,,0
unlucky,unlucky,s,Negativity,0
have,have,s,,0
but,but,s,Resistance,0
hours,hours,c,TimeDuration,0
",",",",s,,0
and,and,s,,0
those,those,s,,0
they,they,s,,0
lose,lose,c,Negativity,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
consulted,consulted,s,ReportingEvents,0
one,one,c,Numbers,0
",",",",s,,0
who,who,s,,0
reads,reads,s,ReportingEvents,0
Heavens,heavens,s,Positivity,0
doom,doom,c,Negativity,0
",",",",n,,0
And,and,s,,0
sees,sees,c,,0
",",",",s,,0
as,as,s,,0
present,present,c,,0
",",",",s,,0
things,things,s,Uncertainty,0
which,which,s,,0
are,are,s,ProjectAhead,0
to,to,s,ProjectAhead,1
come,come,c,ReportingEvents,0
.,.,n,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
that,that,s,,0
Nigrinus,nigrinus,c,UNRECOGNIZED,0
",",",",s,,0
made,made,s,Cause,0
by,by,s,Cause,1
your,your,s,DirectAddress,0
command,command,n,ReportingEvents,0
A,a,s,ReportingEvents,1
Tribune,tribune,s,SenseObject,0
in,in,s,,0
the,the,s,Updates,0
new,new,s,Updates,1
Panonian,panonian,s,UNRECOGNIZED,0
Band,band,c,SenseObject,0
.,.,n,,0
Him,him,s,PersonPronoun,0
have,have,s,Question,0
I,i,s,Question,1
seen,seen,c,ReportingStates,0
",",",",s,ReportingStates,1
(,(,c,,0
on,on,s,,0
Isters,isters,s,UNRECOGNIZED,0
Banks,banks,s,SenseObject,0
he,he,s,PersonPronoun,0
stood,stood,c,ReportingStates,0
",",",",n,ReportingStates,1
Where,where,s,,0
last,last,s,Sequence,0
we,we,s,,0
wintered,wintered,c,TimeDuration,0
),),s,,0
bind,bind,s,ReportingEvents,0
the,the,s,ReportingEvents,1
headlong,headlong,s,Motions,0
flood,flood,n,SenseProperty,0
In,in,s,SenseProperty,1
sudden,sudden,s,SubjectiveTime,0
ice,ice,c,SenseObject,0
;,;,s,Curiosity,0
and,and,s,Curiosity,1
where,where,s,Curiosity,2
most,most,s,Comparison,0
swift,swift,s,SenseProperty,0
it,it,s,,0
flows,flows,c,Motions,0
",",",",n,,0
In,in,s,,0
crystal,crystal,s,SenseObject,0
nets,nets,c,SenseObject,0
",",",",s,,0
the,the,s,,0
wondering,wondering,s,Curiosity,0
fishes,fishes,s,SenseObject,0
close,close,c,Motions,0
.,.,n,Sequence,0
Then,then,c,Sequence,1
",",",",s,,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
moments,moments,s,,0
thaw,thaw,c,SenseProperty,0
",",",",s,,0
the,the,s,SenseObject,0
streams,streams,s,SenseObject,1
enlarge,enlarge,c,Transformation,0
",",",",n,,0
And,and,s,,0
from,from,s,,0
the,the,s,,0
Mesh,mesh,s,ReportingEvents,0
the,the,s,ReportingEvents,1
twinkling,twinkling,s,SenseProperty,0
Guests,guests,s,PersonProperty,0
discharge,discharge,c,Negativity,0
.,.,n,,0
In,in,s,,0
a,a,s,SpaceRelation,0
deep,deep,s,SpaceRelation,1
vale,vale,c,SenseObject,0
",",",",s,,0
or,or,s,,0
near,near,s,SpaceRelation,0
some,some,s,Uncertainty,0
ruined,ruined,s,Negativity,0
wall,wall,n,SenseObject,0
He,he,s,Biographical_Time,0
would,would,s,Biographical_Time,1
the,the,s,,0
Ghosts,ghosts,s,SenseProperty,0
of,of,s,,0
slaughtered,slaughtered,s,ReportingEvents,0
