GEntlemen,gentlemen,c,Positivity,0
four,four,c,Numbers,0
.,.,nnn,Question,0
Is,is,s,Question,1
it,it,s,Question,2
so,so,s,Intensity,0
much,much,c,Intensity,1
",",",",s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
the,the,s,TimeDuration,0
morn,morn,s,TimeDuration,1
not,not,s,DenyDisclaim,0
up,up,c,,0
?,?,n,Question,0
See,see,s,,0
yo^der,yo^der,s,UNRECOGNIZED,0
where,where,s,,0
the,the,s,,0
shamfac'd,shamfac'd,s,UNRECOGNIZED,0
maide^,maide^,s,UNRECOGNIZED,0
comes,comes,n,ReportingEvents,0
Into,into,s,ReportingEvents,1
our,our,s,Inclusive,0
sight,sight,c,SenseProperty,0
",",",",s,,0
how,how,s,,0
gently,gently,s,Positivity,0
does,does,s,Question,0
she,she,s,Question,1
slide,slide,c,Motions,0
",",",",n,,0
Hiding,hiding,s,ReportingEvents,0
her,her,s,ReportingEvents,1
chaste,chaste,s,StandardsPos,0
cheeks,cheeks,c,SenseObject,0
",",",",s,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
modest,modest,s,SubjectivePercept,0
Bride,bride,c,PersonProperty,0
",",",",n,,0
With,with,s,Specifiers,0
a,a,s,Specifiers,1
red,red,s,SenseProperty,0
veil,veil,s,SenseObject,0
of,of,s,,0
blushes,blushes,c,SenseProperty,0
;,;,s,,0
as,as,s,Comparison,0
is,is,s,Comparison,1
she,she,c,PersonPronoun,0
",",",",n,,0
Even,even,s,SubjectivePercept,0
such,such,s,Intensity,0
all,all,s,,0
modest,modest,s,SubjectivePercept,0
virtuous,virtuous,s,StandardsPos,0
women,women,s,PersonProperty,0
be,be,c,ReportingStates,0
.,.,n,Question,0
Why,why,s,Question,1
thinks,thinks,s,PrivateThinking,0
your,your,s,DirectAddress,0
Lordship,lordship,s,CommonAuthorities,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
up,up,s,,0
so,so,s,SubjectiveTime,0
soon,soon,c,SubjectiveTime,1
?,?,nn,Question,0
About,about,s,,0
some,some,s,Uncertainty,0
weighty,weighty,s,CommonAuthorities,0
State,state,s,,0
plot,plot,c,LangRef,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
what,what,s,,0
thinks,thinks,s,PrivateThinking,0
your,your,s,DirectAddress,0
knighthood,knighthood,s,CommonAuthorities,0
of,of,s,,0
it,it,c,,0
?,?,nnn,Question,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
think,think,c,PrivateThinking,0
",",",",s,,0
to,to,s,,0
cure,cure,s,Positivity,0
some,some,s,Uncertainty,0
strange,strange,s,SubjectivePercept,0
corruptions,corruptions,s,,0
in,in,s,,0
the,the,s,Inclusive,0
common,common,s,Inclusive,1
wealth,wealth,c,Positivity,0
.,.,nnn,,0
You,you,s,DirectAddress,0
Are,are,s,DirectAddress,1
well,well,s,SenseObject,0
conceited,conceited,s,Negativity,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
selves,selves,c,SubjectivePercept,0
",",",",s,,0
to,to,s,,0
think,think,n,PrivateThinking,0
I,i,s,FirstPer,0
choose,choose,s,ReportingEvents,0
you,you,s,DirectAddress,0
out,out,s,SceneShift,0
to,to,s,SceneShift,1
bear,bear,s,SenseObject,0
me,me,s,FirstPer,0
company,company,n,AbstractConcepts,0
In,in,s,Specifiers,0
such,such,s,Specifiers,1
affairs,affairs,s,GenericEvents,0
and,and,s,,0
business,business,s,AbstractConcepts,0
of,of,s,,0
state,state,c,Citations,0
:,:,n,Citations,1
But,but,s,Resistance,0
am,am,s,FirstPer,0
not,not,s,DenyDisclaim,0
I,i,s,FirstPer,0
a,a,s,,0
pattern,pattern,s,AbstractConcepts,0
for,for,s,Specifiers,0
all,all,s,Specifiers,1
Princes,princes,c,PersonProperty,0
",",",",n,,0
That,that,s,,0
break,break,s,ReportingEvents,0
my,my,s,FirstPer,0
soft,soft,s,SenseProperty,0
sleep,sleep,s,SenseProperty,1
for,for,s,,0
my,my,s,FirstPer,0
subjects,subjects,s,LangRef,0
good,good,c,,0
?,?,n,Question,0
Am,am,s,Question,0
I,i,s,Question,1
not,not,s,DenyDisclaim,0
careful,careful,c,StandardsPos,0
?,?,s,Question,0
very,very,s,Intensity,0
provident,provident,c,StandardsPos,0
?,?,nn,Question,0
Your,your,s,DirectAddress,0
grace,grace,s,StandardsPos,0
is,is,s,Positive_Attribution,0
careful,careful,c,Positive_Attribution,1
.,.,nnn,,0
Very,very,s,Intensity,0
provident,provident,c,StandardsPos,0
.,.,nnn,,0
Nay,nay,s,OralCues,0
knew,knew,s,Confidence,0
you,you,s,DirectAddress,0
how,how,s,,0
my,my,s,FirstPer,0
serious,serious,s,SubjectivePercept,0
working,working,s,ReportingEvents,0
plots,plots,c,LangRef,0
",",",",n,,0
Concern,concern,s,Specifiers,0
the,the,s,Specifiers,1
whole,whole,s,,0
estates,estates,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
all,all,s,Generalization,0
my,my,s,Generalization,1
subjects,subjects,c,LangRef,0
",",",",n,,0
I,i,s,FirstPer,0
and,and,s,,0
their,their,s,Biographical_Time,0
lives,lives,c,Biographical_Time,1
;,;,s,,0
then,then,s,,0
Lucio,lucio,s,UNRECOGNIZED,0
thou,thou,s,DirectAddress,0
would,would,s,ProjectBack,0
swear,swear,c,Intensity,0
",",",",n,,0
I,i,s,FirstPer,0
were,were,s,ProjectBack,0
a,a,s,,0
loving,loving,s,Positivity,0
Prince,prince,c,PersonProperty,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
your,your,s,DirectAddress,0
grace,grace,s,StandardsPos,0
intendes,intendes,s,UNRECOGNIZED,0
to,to,s,,0
walk,walk,s,Motions,0
the,the,s,Motions,1
public,public,s,CommonAuthorities,0
streets,streets,s,SenseObject,0
disguised,disguised,c,SubjectivePercept,0
",",",",s,,0
to,to,s,ProjectAhead,0
see,see,n,ProjectAhead,1
the,the,s,SenseObject,0
streets,streets,s,SenseObject,1
disorders,disorders,nnn,StandardsNeg,0
It,it,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
so,so,c,DenyDisclaim,3
.,.,nnn,,0
You,you,s,DirectAddress,0
secretly,secretly,s,Disclosure,0
will,will,s,PredictedFuture,0
cross,cross,s,SpaceRelation,0
some,some,s,Specifiers,0
other,other,s,Specifiers,1
states,states,c,AbstractConcepts,0
",",",",s,,0
that,that,s,,0
do,do,s,Intensity,0
conspire,conspire,s,Resistance,0
against,against,s,Resistance,0
you,you,c,Resistance,1
.,.,nnn,,0
Waightier,waightier,s,UNRECOGNIZED,0
far,far,c,SpaceRelation,0
:,:,n,,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
my,my,s,FirstPer,0
friends,friends,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
cause,cause,c,Cause,0
;,;,n,,0
I,i,s,FirstPer,0
break,break,s,ReportingEvents,0
my,my,s,FirstPer,0
sleeps,sleeps,s,Motions,0
thus,thus,s,ReasonForward,0
soon,soon,s,ProjectAhead,0
to,to,s,ProjectAhead,1
see,see,s,,0
a,a,s,,0
wench,wench,c,PersonProperty,0
.,.,nn,,0
You,you,s,DirectAddress,0
Are,are,s,DirectAddress,1
woundrous,woundrous,s,UNRECOGNIZED,0
careful,careful,s,StandardsPos,0
for,for,s,DirectAddress,0
your,your,s,DirectAddress,1
subjects,subjects,s,LangRef,0
good,good,c,,0
.,.,nnn,,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
a,a,s,DirectAddress,2
very,very,s,Intensity,0
loving,loving,s,Positivity,0
Prince,prince,s,PersonProperty,0
in,in,s,,0
deed,deed,c,AbstractConcepts,0
.,.,nnn,,0
This,this,s,,0
care,care,s,StandardsPos,0
I,i,s,FirstPer,0
take,take,s,Responsibility,0
for,for,s,Responsibility,1
them,them,c,,0
",",",",s,,0
when,when,s,,0
their,their,s,PersonPronoun,0
dull,dull,s,SenseProperty,0
eyes,eyes,c,SenseObject,0
",",",",n,,0
Are,are,s,ReportingStates,0
closed,closed,s,ReportingStates,1
with,with,s,,0
heavy,heavy,s,SenseProperty,0
slumbers,slumbers,c,Motions,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
you,you,s,DirectAddress,0
rise,rise,s,Motions,0
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
your,your,s,DirectAddress,0
wenches,wenches,c,PersonProperty,0
?,?,nnn,Question,0
What,what,s,,0
Millaine,millaine,s,UNRECOGNIZED,0
beauty,beauty,s,StandardsPos,0
has,has,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
power,power,c,CommonAuthorities,2
",",",",s,,0
to,to,s,,0
charm,charm,s,Positivity,0
her,her,s,PersonPronoun,0
Sovereigns,sovereigns,s,CommonAuthorities,0
eyes,eyes,c,SenseObject,0
",",",",s,,0
and,and,n,,0
break,break,s,Negativity,0
his,his,s,Negativity,1
sleeps,sleeps,nnn,Motions,0
Sister,sister,s,PersonProperty,0
to,to,s,,0
Count,count,s,AbstractConcepts,0
Vaelore,vaelore,c,UNRECOGNIZED,0
:,:,s,,0
She,she,s,Neutral_Attribution,0
Is,is,s,Neutral_Attribution,1
a,a,s,Neutral_Attribution,2
maid,maid,n,PersonProperty,0
Would,would,s,ProjectAhead,0
make,make,s,ProjectAhead,1
a,a,s,ProjectAhead,2
Prince,prince,c,PersonProperty,0
",",",",s,,0
forget,forget,s,Negativity,0
his,his,s,Negativity,1
throne,throne,s,SenseObject,0
and,and,s,,0
state,state,c,,0
",",",",n,,0
And,and,s,,0
lowly,lowly,s,Negativity,0
kneel,kneel,s,Motions,0
to,to,s,Motions,1
her,her,c,PersonPronoun,0
:,:,s,,0
the,the,s,CommonAuthorities,0
general,general,s,CommonAuthorities,1
fate,fate,n,SubjectivePercept,0
Of,of,s,Specifiers,0
all,all,s,Specifiers,1
mortality,mortality,c,Negativity,0
",",",",s,,0
is,is,s,ReportingStates,0
hers,hers,s,PersonPronoun,0
to,to,s,,0
give,give,c,,0
;,;,n,,0
As,as,s,TimeDuration,0
she,she,s,TimeDuration,1
disposes,disposes,c,ReportingEvents,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
we,we,s,,0
die,die,s,AbstractConcepts,0
and,and,s,,0
live,live,c,,0
.,.,nn,,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
the,the,s,TimeDuration,0
day,day,s,TimeDuration,1
grow's,grow's,s,UNRECOGNIZED,0
clear,clear,c,,0
",",",",s,,0
the,the,s,CommonAuthorities,0
Court,court,s,CommonAuthorities,1
will,will,s,PredictedFuture,0
rise,rise,c,Motions,0
.,.,nnn,,0
We,we,s,,0
stay,stay,s,TimeDuration,0
too,too,s,Negativity,0
long,long,c,Negativity,1
",",",",s,ReportingStates,0
is,is,s,ReportingStates,1
the,the,s,ReportingStates,2
the,the,s,,0
Vmbranoes,vmbranoes,s,UNRECOGNIZED,0
head,head,s,SenseObject,0
as,as,s,,0
we,we,s,,0
commanded,commanded,c,ReportingStates,0
",",",",s,ReportingStates,1
sent,sent,s,SceneShift,0
to,to,s,SceneShift,1
the,the,n,Sad,0
sad,sad,s,Sad,1
Gondarino,gondarino,c,UNRECOGNIZED,0
",",",",s,,0
our,our,s,Inclusive,0
general,general,nnn,AbstractConcepts,0
It,it,s,,0
Is,is,s,ReportingStates,0
sent,sent,c,ReportingStates,0
.,.,nnn,ReportingStates,1
But,but,s,Resistance,0
stay,stay,c,TimeDuration,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
shines,shines,s,SenseProperty,0
that,that,s,,0
light,light,c,SenseProperty,0
?,?,nnn,Question,0
It,it,s,,0
Is,is,s,ReportingStates,0
in,in,s,,0
the,the,s,,0
chamber,chamber,s,SenseObject,0
of,of,s,,0
Lazarello,lazarello,c,UNRECOGNIZED,0
.,.,nnn,,0
Lazarello,lazarello,c,UNRECOGNIZED,0
?,?,s,Question,0
what,what,s,Question,0
is,is,s,Question,1
he,he,c,Question,2
?,?,nnn,Question,0
A,a,s,,0
Courtier,courtier,s,PersonProperty,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
and,and,s,,0
one,one,s,Specifiers,0
that,that,s,Specifiers,1
I,i,s,FirstPer,0
wonder,wonder,s,Curiosity,0
your,your,s,DirectAddress,0
grace,grace,s,StandardsPos,0
knows,knows,s,Uncertainty,0
not,not,c,Uncertainty,1
:,:,s,,0
for,for,s,,0
he,he,s,Neutral_Attribution,0
has,has,n,Neutral_Attribution,1
followed,followed,s,ReportingEvents,0
your,your,s,DirectAddress,0
Court,court,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
your,your,s,DirectAddress,0
last,last,s,Sequence,0
predecessors,predecessors,c,PersonProperty,0
",",",",s,,0
from,from,s,SceneShift,0
place,place,s,SceneShift,1
to,to,s,SceneShift,2
place,place,c,SceneShift,3
",",",",s,,0
any,any,s,Contingency,0
time,time,n,Contingency,1
this,this,s,,0
seven,seven,s,TimeDuration,0
year,year,c,TimeDuration,1
",",",",s,,0
as,as,s,,0
faithfully,faithfully,s,StandardsPos,0
as,as,s,DirectAddress,0
your,your,s,DirectAddress,1
Spits,spits,s,Motions,0
and,and,s,,0
your,your,s,DirectAddress,0
Dripping-pans,dripping-pans,s,UNRECOGNIZED,0
have,have,n,ReportingEvents,0
done,done,c,ReportingEvents,1
",",",",s,,0
and,and,s,,0
almost,almost,s,SubjectivePercept,0
as,as,s,,0
greasely,greasely,nnn,UNRECOGNIZED,0
O,o,s,LangRef,0
we,we,s,,0
know,know,s,Confidence,0
him,him,s,PersonPronoun,0
as,as,s,,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
heard,heard,c,Updates,0
:,:,s,,0
he,he,s,Neutral_Attribution,0
keeps,keeps,s,Neutral_Attribution,1
a,a,s,,0
kallender,kallender,s,UNRECOGNIZED,0
of,of,s,Specifiers,0
all,all,s,Specifiers,1
the,the,s,Specifiers,2
famous,famous,n,Positivity,0
dishes,dishes,s,SenseObject,0
of,of,s,,0
meat,meat,c,SenseObject,0
",",",",s,,0
that,that,s,,0
have,have,s,,0
bin,bin,s,SpaceRelation,0
in,in,s,SpaceRelation,1
the,the,s,CommonAuthorities,0
Court,court,c,CommonAuthorities,1
",",",",s,,0
ever,ever,s,Immediacy,0
since,since,s,Immediacy,1
our,our,s,Inclusive,0
great,great,s,Intensity,0
Graundfathers,graundfathers,n,UNRECOGNIZED,0
time,time,c,,0
;,;,s,Curiosity,0
and,and,s,Curiosity,1
when,when,s,Curiosity,2
he,he,s,Contingency,0
can,can,s,Contingency,1
thrust,thrust,s,SceneShift,0
in,in,s,SceneShift,1
at,at,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
Table,table,c,SenseObject,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
makes,makes,s,Neutral_Attribution,1
his,his,s,PersonPronoun,0
meat,meat,s,SenseObject,0
of,of,s,Specifiers,0
that,that,nnn,Specifiers,1
The,the,s,Intensity,0
very,very,s,Intensity,1
same,same,s,Comparison,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,,0
A,a,s,,0
Courtier,courtier,s,PersonProperty,0
cal'st,cal'st,s,UNRECOGNIZED,0
thou,thou,s,DirectAddress,0
him,him,c,PersonPronoun,0
?,?,n,Question,0
Believe,believe,s,PrivateThinking,0
me,me,s,FirstPer,0
Lucio,lucio,c,UNRECOGNIZED,0
",",",",s,,0
there,there,s,,0
be,be,s,ReportingStates,0
many,many,s,Specifiers,0
such,such,n,Specifiers,1
About,about,s,,0
our,our,s,Inclusive,0
Court,court,c,AbstractConcepts,0
",",",",s,,0
respected,respected,c,StandardsPos,0
",",",",s,,0
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
think,think,c,PrivateThinking,0
",",",",n,,0
Even,even,s,SubjectivePercept,0
by,by,s,SubjectivePercept,1
our,our,s,Inclusive,0
self,self,c,SubjectivePercept,0
;,;,s,,0
with,with,s,,0
thee,thee,s,DirectAddress,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
plain,plain,c,SenseProperty,0
:,:,n,,0
We,we,s,,0
Princes,princes,s,PersonProperty,0
do,do,s,Intensity,0
use,use,c,ReportingEvents,0
",",",",s,,0
to,to,s,,0
prefer,prefer,s,PrivateThinking,0
many,many,s,,0
for,for,s,DenyDisclaim,0
nothing,nothing,c,DenyDisclaim,1
",",",",s,,0
and,and,s,,0
to,to,s,,0
take,take,s,ReportingEvents,0
particular,particular,s,Specifiers,0
and,and,s,,0
free,free,n,AbstractConcepts,0
knowledge,knowledge,c,CommonAuthorities,0
",",",",s,,0
almost,almost,s,SubjectivePercept,0
in,in,s,,0
the,the,s,Specifiers,0
nature,nature,s,Specifiers,1
of,of,s,Specifiers,2
acquaintance,acquaintance,s,PersonProperty,0
of,of,s,,0
many,many,c,,0
;,;,s,,0
whom,whom,s,PersonPronoun,0
we,we,s,,0
do,do,s,Intensity,0
use,use,s,Procedures,0
only,only,n,Procedures,1
for,for,s,Inclusive,0
our,our,s,Inclusive,1
pleasures,pleasures,c,Positivity,0
",",",",s,,0
and,and,s,,0
do,do,s,Intensity,0
give,give,s,,0
largely,largely,s,Metadiscourse,0
to,to,s,,0
numberes,numberes,c,UNRECOGNIZED,0
;,;,s,,0
more,more,s,Comparison,0
out,out,s,,0
of,of,s,,0
