Our,our,s,Inclusive,0
to,to,s,PersonPronoun,0
him,him,s,PersonPronoun,1
a,a,s,,0
gyde,gyde,n,UNRECOGNIZED,0
To,to,s,,0
honor,honor,s,StandardsPos,0
his,his,s,PersonPronoun,0
God,god,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
seek,seek,s,ProjectAhead,0
his,his,s,PersonPronoun,0
neighbors,neighbors,s,PersonProperty,0
health,health,n,StandardsPos,0
A,a,s,Intensity,0
great,great,s,Intensity,1
occasyon,occasyon,c,UNRECOGNIZED,0
",",",",s,,0
of,of,s,,0
peace,peace,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
publyque,publyque,s,UNRECOGNIZED,0
wealth,wealth,c,Positivity,0
.,.,n,,0
A,a,s,SenseObject,0
sore,sore,s,SenseObject,1
charge,charge,s,AbstractConcepts,0
I,i,s,SelfDisclosure,0
have,have,c,SelfDisclosure,1
",",",",s,,0
Mankind,mankind,s,AbstractConcepts,0
to,to,s,,0
ouerse,ouerse,n,UNRECOGNIZED,0
And,and,s,,0
to,to,s,,0
instruct,instruct,s,ReportingEvents,0
him,him,c,PersonPronoun,0
",",",",s,,0
his,his,s,PersonPronoun,0
lord,lord,s,CommonAuthorities,0
God,god,s,CommonAuthorities,0
to,to,s,,0
obaye,obaye,n,UNRECOGNIZED,0
That,that,s,,0
lord,lord,s,CommonAuthorities,0
of,of,s,CommonAuthorities,0
heaven,heaven,s,CommonAuthorities,1
grant,grant,c,CommonAuthorities,0
",",",",s,,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
so,so,s,,0
do,do,s,Intensity,0
my,my,s,Intensity,1
duty,duty,n,Intensity,2
That,that,s,,0
he,he,s,PersonPronoun,0
be,be,s,ReportingStates,0
pleased,pleased,s,Positivity,0
and,and,s,,0
Man,man,s,PersonProperty,0
brought,brought,s,Transformation,0
to,to,s,Transformation,1
a,a,s,,0
stay,stay,n,TimeDuration,0
His,his,s,PersonPronoun,0
bry^tle,bry^tle,s,UNRECOGNIZED,0
nature,nature,c,AbstractConcepts,0
",",",",s,,0
his,his,s,PersonPronoun,0
slyppernes,slyppernes,s,UNRECOGNIZED,0
to,to,s,,0
way,way,n,AbstractConcepts,0
Much,much,s,Intensity,0
does,does,s,ReportingEvents,0
provoke,provoke,s,SubjectivePercept,0
me,me,c,FirstPer,0
",",",",s,Resistance,0
but,but,s,Resistance,1
if,if,s,Contingency,0
God,god,s,CommonAuthorities,0
set,set,s,ReportingEvents,0
to,to,s,ReportingEvents,1
his,his,s,PersonPronoun,0
hand,hand,n,SenseObject,0
He,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
do,do,s,Intensity,0
full,full,s,,0
well,well,c,OralCues,0
",",",",s,OralCues,1
for,for,s,,0
none,none,s,DenyDisclaim,0
may,may,s,Contingency,0
him,him,s,PersonPronoun,0
withstand,withstand,c,Resistance,0
.,.,nn,,0
He,he,s,PersonPronoun,0
comes,comes,s,ReportingEvents,0
in,in,s,ReportingEvents,1
singing,singing,c,Motions,0
.,.,nn,,0
^,^,c,UNRECOGNIZED,0
Brom,brom,c,UNRECOGNIZED,0
",",",",s,,0
brom,brom,c,UNRECOGNIZED,0
",",",",s,,0
brom,brom,c,UNRECOGNIZED,0
",",",",s,,0
brom,brom,c,UNRECOGNIZED,0
",",",",s,,0
brom,brom,c,UNRECOGNIZED,0
.,.,s,,0
Bye,bye,s,OralCues,0
brom,brom,s,UNRECOGNIZED,0
bye,bye,s,OralCues,0
^,^,c,UNRECOGNIZED,0
Bye,bye,c,OralCues,0
.,.,s,OralCues,1
bromes,bromes,s,SenseObject,0
for,for,s,,0
shoes,shoes,s,SenseObject,0
and,and,n,,0
powchrynges,powchrynges,c,UNRECOGNIZED,0
",",",",s,,0
botes,botes,s,UNRECOGNIZED,0
and,and,s,,0
^,^,c,UNRECOGNIZED,0
busayus,busayus,s,UNRECOGNIZED,0
for,for,s,,0
new,new,s,,0
bromes,bromes,c,SenseObject,0
.,.,s,,0
Brom,brom,c,UNRECOGNIZED,0
",",",",s,,0
brom,brom,c,UNRECOGNIZED,0
",",",",s,,0
brom,brom,nn,UNRECOGNIZED,0
Marye,marye,s,UNRECOGNIZED,0
God,god,s,CommonAuthorities,0
give,give,s,,0
ye,ye,s,OralCues,0
good,good,s,StandardsPos,0
even,even,n,StandardsPos,1
And,and,s,,0
the,the,s,StandardsPos,0
holy,holy,s,StandardsPos,1
man,man,s,PersonProperty,0
saint,saint,s,StandardsPos,0
Steven,steven,n,,0
Send,send,s,ReportingEvents,0
ye,ye,s,OralCues,0
a,a,s,Positivity,0
good,good,s,Positivity,1
new,new,s,PredictedFuture,0
year,year,n,PredictedFuture,1
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
have,have,s,SelfDisclosure,2
brought,brought,s,ReportingEvents,0
ye,ye,s,OralCues,0
the,the,s,,0
paxe,paxe,n,UNRECOGNIZED,0
Or,or,s,Contingency,0
else,else,s,Contingency,1
an,an,s,SenseObject,0
image,image,s,SenseObject,1
of,of,s,,0
wax,wax,n,SenseObject,0
If,if,s,Contingency,0
I,i,s,Autobio,0
had,had,s,Autobio,1
known,known,s,CommonAuthorities,0
ye,ye,s,OralCues,0
here,here,c,SpaceRelation,0
.,.,n,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
so,so,s,,0
handle,handle,n,SenseObject,0
That,that,s,,0
ye,ye,s,Insist,0
shall,shall,s,Insist,1
have,have,s,ReportingEvents,0
a,a,s,ReportingEvents,1
candle,candle,n,SenseObject,0
When,when,s,Autobio,0
I,i,s,Autobio,1
come,come,s,ReportingEvents,0
hither,hither,s,SpaceRelation,0
again,again,n,RecurringEvents,0
At,at,s,Immediacy,0
this,this,s,Immediacy,1
your,your,s,DirectAddress,0
sudden,sudden,s,SubjectiveTime,0
mooyon,mooyon,n,UNRECOGNIZED,0
I,i,s,Autobio,0
was,was,s,Autobio,1
i^,i^,s,UNRECOGNIZED,0
such,such,s,Intensity,0
devotion,devotion,n,StandardsPos,0
I,i,s,Autobio,0
had,had,s,Autobio,1
nere,nere,s,UNRECOGNIZED,0
broke,broke,s,Negativity,0
a,a,s,Negativity,1
vain,vain,c,Negativity,0
.,.,nn,,0
That,that,s,Uncertainty,0
might,might,s,Uncertainty,1
have,have,s,ReportingEvents,0
done,done,s,ReportingEvents,1
ye,ye,s,OralCues,0
smart^,smart^,c,UNRECOGNIZED,0
.,.,nnn,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
no,no,s,DenyDisclaim,0
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
but,but,s,Resistance,0
a,a,s,,0
fart,fart,n,Motions,0
For,for,s,,0
pastyme,pastyme,s,UNRECOGNIZED,0
of,of,s,,0
my,my,s,SelfDisclosure,0
heart,heart,n,SelfDisclosure,1
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
ye,ye,s,OralCues,0
had,had,s,ProjectBack,0
it,it,s,,0
forsooth,forsooth,n,OralCues,0
In,in,s,,0
syroppe,syroppe,s,UNRECOGNIZED,0
or,or,s,,0
in,in,s,,0
sowse,sowse,n,UNRECOGNIZED,0
But,but,s,Exceptions,0
for,for,s,Exceptions,1
noyaunce,noyaunce,s,UNRECOGNIZED,0
of,of,s,,0
the,the,s,SenseObject,0
house,house,n,SenseObject,1
For,for,s,,0
easement,easement,s,CommonAuthorities,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
toth,toth,c,UNRECOGNIZED,0
",",",",n,,0
Now,now,s,Updates,0
have,have,s,Updates,1
I,i,s,FirstPer,0
my,my,s,FirstPer,0
dream,dream,s,PrivateThinking,0
in,in,s,,0
deed,deed,n,AbstractConcepts,0
God,god,s,CommonAuthorities,0
send,send,s,Request,0
me,me,s,Request,1
well,well,s,SenseObject,0
to,to,s,,0
speed,speed,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
sweet,sweet,s,SenseProperty,0
saint,saint,s,StandardsPos,0
Antony,antony,n,UNRECOGNIZED,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
I,i,s,SelfDisclosure,2
should,should,s,SelfDisclosure,3
mete,mete,s,ReportingEvents,0
a,a,s,Negativity,0
knave,knave,n,Negativity,1
And,and,s,Immediacy,0
now,now,s,Immediacy,1
that,that,s,,0
fortune,fortune,s,ProjectAhead,0
I,i,s,SelfDisclosure,0
have,have,n,SelfDisclosure,1
Among,among,s,Specifiers,0
this,this,s,Specifiers,1
company,company,c,AbstractConcepts,0
.,.,nn,Question,0
Why,why,s,Question,1
do,do,s,Intensity,0
thou,thou,s,DirectAddress,0
call,call,s,Request,0
me,me,s,Request,1
knave,knave,c,Negativity,0
?,?,nnn,Question,0
I,i,s,FirstPer,0
said,said,s,Citations,0
I,i,s,Autobio,0
would,would,s,Autobio,1
be,be,s,Autobio,2
your,your,s,DirectAddress,0
slave,slave,n,PersonProperty,0
If,if,s,Contingency,0
your,your,s,DirectAddress,0
grace,grace,s,StandardsPos,0
would,would,s,ProjectBack,0
me,me,s,FirstPer,0
have,have,n,,0
And,and,s,,0
do,do,s,DirectAddress,0
your,your,s,DirectAddress,1
work,work,s,GenericEvents,0
anon,anon,c,ProjectAhead,0
.,.,n,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
so,so,s,,0
rub,rub,s,Motions,0
your,your,s,DirectAddress,0
botes,botes,n,UNRECOGNIZED,0
The,the,s,,0
rofe,rofe,s,UNRECOGNIZED,0
should,should,s,Insist,0
from,from,s,,0
the,the,s,,0
rotes,rotes,n,AbstractConcepts,0
When,when,s,,0
ye,ye,s,OralCues,0
should,should,s,Insist,0
do,do,s,Intensity,0
them,them,s,,0
on,on,c,AbstractConcepts,0
.,.,nn,AbstractConcepts,1
Thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
dysposed,dysposed,s,UNRECOGNIZED,0
to,to,s,,0
mock,mock,n,Negativity,0
Sone,sone,s,AbstractConcepts,0
may,may,s,Contingency,0
thou,thou,s,DirectAddress,0
have,have,s,ReportingEvents,0
a,a,s,ReportingEvents,1
knock,knock,n,Motions,0
If,if,s,Contingency,0
thou,thou,s,DirectAddress,0
with,with,s,,0
me,me,s,FirstPer,0
so,so,s,,0
game,game,c,AbstractConcepts,0
.,.,nn,,0
Your,your,s,DirectAddress,0
mouth,mouth,s,SenseObject,0
shall,shall,s,ProjectAhead,0
kiss,kiss,s,OralCues,0
my,my,s,OralCues,1
docke,docke,n,UNRECOGNIZED,0
Your,your,s,DirectAddress,0
tongue,tongue,s,SenseObject,0
shall,shall,s,ProjectAhead,0
it,it,s,,0
unlock,unlock,c,Motions,0
",",",",n,Resistance,0
But,but,s,Resistance,1
I,i,s,FirstPer,0
say,say,s,Citations,0
what,what,s,DirectAddress,0
is,is,s,DirectAddress,1
your,your,s,DirectAddress,2
name,name,c,DirectAddress,3
?,?,nn,Question,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
the,the,s,SelfDisclosure,2
law,law,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
Nature,nature,nnn,CommonAuthorities,2
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
so,so,s,,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
stature,stature,n,SenseProperty,0
And,and,s,,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
ancient,ancient,s,SubjectiveTime,0
gature,gature,n,UNRECOGNIZED,0
Ye,ye,s,OralCues,0
were,were,s,ProjectBack,0
of,of,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,,0
nature,nature,n,AbstractConcepts,0
When,when,s,Autobio,0
I,i,s,Autobio,1
first,first,s,Autobio,2
heard,heard,s,Updates,0
ye,ye,s,OralCues,0
speak,speak,c,ReportingEvents,0
.,.,n,,0
Ye,ye,s,OralCues,0
commoned,commoned,s,UNRECOGNIZED,0
with,with,s,,0
God,god,s,CommonAuthorities,0
lately,lately,n,Updates,0
And,and,s,Immediacy,0
now,now,s,Immediacy,1
ye,ye,s,OralCues,0
are,are,s,ReportingStates,0
his,his,s,ReportingStates,1
bailey,bailey,n,SpaceRelation,0
Mankind,mankind,s,AbstractConcepts,0
to,to,s,,0
rule,rule,s,AbstractConcepts,0
dyscretly,dyscretly,n,UNRECOGNIZED,0
Welcome,welcome,s,Positivity,0
sy^,sy^,s,UNRECOGNIZED,0
huddyp^ke,huddyp^ke,c,UNRECOGNIZED,0
.,.,nn,,0
If,if,s,Contingency,0
thou,thou,s,DirectAddress,0
use,use,s,ReportingEvents,0
such,such,s,Intensity,0
vyllanye,vyllanye,c,UNRECOGNIZED,0
.,.,n,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
dysplease,dysplease,s,UNRECOGNIZED,0
the,the,s,,0
truly,truly,c,Intensity,0
.,.,nn,,0
By,by,s,,0
the,the,s,SenseObject,0
mass,mass,c,SenseObject,1
",",",",s,,0
I,i,s,FirstPer,0
the,the,s,,0
defye,defye,n,UNRECOGNIZED,0
With,with,s,,0
thy,thy,s,DirectAddress,0
whole,whole,s,,0
Cukoldrye,cukoldrye,n,UNRECOGNIZED,0
And,and,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
that,that,s,SubjectivePercept,2
with,with,s,Specifiers,0
the,the,s,Specifiers,1
hold,hold,c,,0
.,.,nn,Question,0
Why,why,s,Question,1
do,do,s,Intensity,0
thou,thou,s,DirectAddress,0
me,me,s,FirstPer,0
blaspheme,blaspheme,n,StandardsNeg,0
And,and,s,ReasonForward,0
so,so,s,ReasonForward,1
ungodly,ungodly,s,StandardsNeg,0
deem,deem,c,CommonAuthorities,0
?,?,nn,Question,0
For,for,s,SpaceRelation,0
by,by,s,SpaceRelation,1
this,this,s,,0
blessed,blessed,s,StandardsPos,0
book,book,n,,0
I,i,s,FirstPer,0
wend,wend,s,Motions,0
ye,ye,s,OralCues,0
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
a,a,s,ProjectBack,2
Cook,cook,n,AbstractConcepts,0
And,and,s,,0
that,that,s,,0
made,made,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
so,so,s,Intensity,0
bold,bold,c,Intensity,1
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
a,a,s,,0
Cook,cook,s,AbstractConcepts,0
ones,ones,c,Numbers,0
",",",",s,,0
having,having,s,ReportingEvents,0
age,age,n,Specifiers,0
With,with,s,Specifiers,0
a,a,s,Specifiers,1
face,face,s,SenseObject,0
demure,demure,s,SubjectivePercept,0
and,and,s,,0
sage,sage,n,SenseObject,0
And,and,s,,0
ancient,ancient,s,SubjectiveTime,0
to,to,s,,0
behold,behold,c,SpaceRelation,0
.,.,n,,0
As,as,s,DirectAddress,0
you,you,s,DirectAddress,1
have,have,s,,0
here,here,s,SpaceRelation,0
in,in,s,SpaceRelation,1
place,place,n,SpaceRelation,0
With,with,s,Specifiers,0
a,a,s,Specifiers,1
bearde,bearde,s,UNRECOGNIZED,0
upon,upon,s,DirectAddress,0
your,your,s,DirectAddress,1
face,face,n,SenseObject,0
What,what,s,Question,0
is,is,s,Question,1
he,he,s,Question,2
but,but,s,Resistance,0
a,a,s,,0
Cook,cook,s,AbstractConcepts,0
old,old,c,SenseProperty,0
?,?,nn,Question,0
Ye,ye,s,OralCues,0
are,are,s,ReportingStates,0
dysposed,dysposed,s,UNRECOGNIZED,0
to,to,s,,0
dallye,dallye,c,UNRECOGNIZED,0
.,.,n,,0
To,to,s,,0
leap,leap,s,Motions,0
and,and,s,,0
ouersallye,ouersallye,n,UNRECOGNIZED,0
The,the,s,SenseObject,0
compass,compass,s,SenseObject,1
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
wit,wit,n,StandardsPos,0
I,i,s,FirstPer,0
counsel,counsel,s,PersonProperty,0
ye,ye,s,OralCues,0
yet,yet,s,Resistance,0
in,in,s,TimeDuration,0
season,season,n,TimeDuration,1
Somewhat,somewhat,s,Uncertainty,0
to,to,s,,0
follow,follow,s,,0
reason,reason,n,StandardsPos,0
And,and,s,,0
gnawe,gnawe,s,UNRECOGNIZED,0
upon,upon,s,,0
the,the,s,,0
bytte,bytte,c,UNRECOGNIZED,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
after,after,s,Sequence,0
our,our,s,Inclusive,0
great,great,s,Intensity,0
madness,madness,n,Negativity,0
Let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
fall,fall,s,Contingency,0
to,to,s,Contingency,1
some,some,s,Uncertainty,0
sadness,sadness,n,Sad,0
And,and,s,,0
tell,tell,s,Citations,0
me,me,s,Citations,1
what,what,s,,0
ye,ye,s,OralCues,0
entende,entende,c,UNRECOGNIZED,0
.,.,nn,,0
God,god,s,CommonAuthorities,0
sent,sent,s,ReportingEvents,0
me,me,s,FirstPer,0
unto,unto,s,CommonAuthorities,0
Man,man,n,PersonProperty,0
To,to,s,ProjectAhead,0
do,do,s,ProjectAhead,1
the,the,s,ProjectAhead,2
best,best,s,Comparison,0
I,i,s,Contingency,0
can,can,n,Contingency,1
To,to,s,,0
cause,cause,s,Cause,0
him,him,s,Cause,1
to,to,s,Cause,2
amend,amend,c,ReportingEvents,0
.,.,n,ReasonForward,0
Such,such,s,ReasonForward,1
creatures,creatures,s,SenseObject,0
as,as,s,,0
want,want,s,ProjectAhead,0
reason,reason,n,StandardsPos,0
My,my,s,FirstPer,0
rules,rules,s,CommonAuthorities,0
obey,obey,s,CommonAuthorities,0
each,each,s,RecurringEvents,0
season,season,n,RecurringEvents,1
And,and,s,,0
that,that,s,,0
in,in,s,,0
eueryborder,eueryborder,n,UNRECOGNIZED,0
The,the,s,PersonProperty,0
son,son,s,PersonProperty,1
and,and,s,,0
moan,moan,s,SenseProperty,0
does,does,s,ReportingEvents,0
move,move,n,Motions,0
With,with,s,Specifiers,0
the,the,s,Specifiers,1
other,other,s,Specifiers,0
bodies,bodies,s,SenseObject,0
above,above,n,SpaceRelation,0
And,and,s,,0
never,never,s,DenyDisclaim,0
break,break,s,Negativity,0
their,their,s,Negativity,1
order,order,c,AbstractConcepts,0
.,.,n,,0
The,the,s,SenseObject,0
trees,trees,s,SenseObject,1
and,and,s,,0
herbs,herbs,s,SenseObject,0
does,does,s,ReportingEvents,0
grow,grow,n,ReportingEvents,0
The,the,s,,0
sea,sea,s,SenseObject,0
does,does,s,ReportingEvents,0
ebb,ebb,s,Motions,0
and,and,s,Motions,1
flow,flow,n,Motions,2
And,and,s,,0
varyeth,varyeth,s,UNRECOGNIZED,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
nail,nail,n,ReportingEvents,0
The,the,s,ReportingEvents,1
floodes,floodes,s,UNRECOGNIZED,0
and,and,s,,0
wholesome,wholesome,s,StandardsPos,0
sprynges,sprynges,n,UNRECOGNIZED,0
With,with,s,,0
other,other,s,Specifiers,0
natural,natural,s,Confidence,0
things,things,n,Confidence,1
Their,their,s,ProjectAhead,0
course,course,s,ProjectAhead,1
do,do,s,Intensity,0
never,never,s,DenyDisclaim,0
fail,fail,c,StandardsNeg,0
.,.,n,,0
The,the,s,Negativity,0
beasts,beasts,s,Negativity,1
and,and,s,,0
birds,birds,s,SenseObject,0
engender,engender,n,Consequence,0
So,so,s,,0
do,do,s,Intensity,0
the,the,s,,0
fys^hes,fys^hes,s,UNRECOGNIZED,0
tender,tender,n,Positivity,0
According,according,s,Citations,0
to,to,s,Citations,1
their,their,s,Citations,2
kind,kind,n,Positivity,0
Alonely,alonely,s,UNRECOGNIZED,0
man,man,s,PersonProperty,0
does,does,s,ReportingEvents,0
fall,fall,n,Negativity,0
From,from,s,Negativity,1
good,good,s,,0
laws,laws,s,AbstractConcepts,0
natural,natural,n,AbstractConcepts,0
By,by,s,,0
a,a,s,,0
froward,froward,s,Negativity,0
wicked,wicked,s,Negativity,0
mind,mind,c,SubjectivePercept,0
.,.,nn,,0
Now,now,s,Updates,0
will,will,s,Updates,1
I,i,s,Metadiscourse,0
prove,prove,s,Metadiscourse,1
ye,ye,s,OralCues,0
a,a,s,,0
liar,liar,n,Negativity,0
Next,next,s,Sequence,0
cosynto,cosynto,s,UNRECOGNIZED,0
a,a,s,,0
friar,friar,n,PersonProperty,0
And,and,s,,0
on,on,s,,0
the,the,s,Negative_Relation,0
gall,gall,s,Negative_Relation,1
ye,ye,s,OralCues,0
rub,rub,n,Motions,0
Ye,ye,s,OralCues,0
say,say,s,Citations,0
they,they,s,,0
follow,follow,s,DirectAddress,0
your,your,s,DirectAddress,1
law,law,n,AbstractConcepts,0
And,and,s,,0
varye,varye,s,UNRECOGNIZED,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
straw,straw,c,SenseObject,0
",",",",n,Aside,0
Which,which,s,Aside,1
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
tale,tale,s,LangRef,0
of,of,s,LangRef,1
a,a,s,,0
tubbe,tubbe,c,UNRECOGNIZED,0
.,.,n,,0
The,the,s,SenseObject,0
sun,sun,s,SenseObject,1
ones,ones,s,Numbers,0
in,in,s,,0
the,the,s,,0
clyppes,clyppes,n,UNRECOGNIZED,0
Away,away,s,,0
the,the,s,,0
clearenes,clearenes,s,UNRECOGNIZED,0
slyppes,slyppes,n,UNRECOGNIZED,0
And,and,s,,0
darkened,darkened,s,ReportingEvents,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
day,day,n,TimeDuration,0
Of,of,s,,0
the,the,s,,0
planettes,planettes,s,UNRECOGNIZED,0
influence,influence,n,Cause,0
Aryseth,aryseth,s,UNRECOGNIZED,0
the,the,s,,0
pestylence,pestylence,c,UNRECOGNIZED,0
.,.,n,Citations,0
To,to,s,Citations,1
many,many,s,Citations,2
ones,ones,s,Numbers,0
decay,decay,c,Negativity,0
.,.,n,Question,0
Does,does,s,Question,1
not,not,s,DenyDisclaim,0
the,the,s,DenyDisclaim,1
sea,sea,s,SenseObject,0
sorage,sorage,n,UNRECOGNIZED,0
That,that,s,DenyDisclaim,0
none,none,s,DenyDisclaim,1
can,can,s,Contingency,0
it,it,s,,0
aswage,aswage,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
swallowe,swallowe,s,UNRECOGNIZED,0
in,in,s,SpaceRelation,0
town,town,s,SpaceRelation,1
and,and,s,,0
streate,streate,n,UNRECOGNIZED,0
The,the,s,SpaceRelation,0
air,air,s,SpaceRelation,1
which,which,s,,0
gives,gives,s,,0
breath,breath,n,SenseObject,0
Someyme,someyme,s,UNRECOGNIZED,0
infecteth,infecteth,s,UNRECOGNIZED,0
to,to,s,Negativity,0
death,death,n,Negativity,1
By,by,s,,0
his,his,s,PersonPronoun,0
most,most,s,Comparison,0
pestylent,pestylent,s,UNRECOGNIZED,0
heat,heat,c,SenseObject,0
.,.,n,,0
The,the,s,Negativity,0
beasts,beasts,s,Negativity,1
of,of,s,,0
vndemure,vndemure,n,UNRECOGNIZED,0
Which,which,s,,0
were,were,s,ProjectBack,0
left,left,s,SceneShift,0
to,to,s,SceneShift,1
man's,man's,s,PersonProperty,0
cure,cure,n,Positivity,0
Will,will,s,PredictedFuture,0
him,him,s,PersonPronoun,0
sometime,sometime,s,Uncertainty,0
devour,devour,n,Motions,0
Thus,thus,s,ReasonForward,0
are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
rulers,rulers,s,PersonProperty,0
forgote,forgote,n,UNRECOGNIZED,0
As,as,s,,0
things,things,s,Uncertainty,0
of,of,s,,0
slendre,slendre,s,UNRECOGNIZED,0
note,note,n,Citations,0
In,in,s,Citations,1
Creatures,creatures,s,SenseObject,0
day,day,s,TimeDuration,0
and,and,s,,0
hour,hour,c,TimeDuration,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
is,is,s,ReportingStates,2
the,the,s,CommonAuthorities,0
will,will,s,CommonAuthorities,1
of,of,s,CommonAuthorities,2
God,god,n,CommonAuthorities,3
To,to,s,,0
use,use,s,ReportingEvents,0
them,them,s,,0
as,as,s,,0
a,a,s,SenseObject,0
rod,rod,n,SenseObject,1
Of,of,s,,0
his,his,s,PersonPronoun,0
just,just,s,Intensity,0
punysshment,punysshment,n,UNRECOGNIZED,0
When,when,s,,0
Man,man,s,PersonProperty,0
does,does,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
regard,regard,n,PrivateThinking,0
The,the,s,PrivateThinking,1
lord,lord,s,CommonAuthorities,0
nor,nor,s,DenyDisclaim,0
his,his,s,PersonPronoun,0
reward,reward,n,Positivity,0
Nor,nor,s,DenyDisclaim,0
to,to,s,,0
his,his,s,PersonPronoun,0
laws,laws,s,AbstractConcepts,0
consent,consent,c,CommonAuthorities,0
.,.,n,,0
