O^^,o^^,s,UNRECOGNIZED,0
lint,lint,c,SenseObject,0
",",",",s,,0
to,to,s,,0
make,make,s,ReportingEvents,0
long,long,s,SenseProperty,0
tents,tents,n,SenseObject,0
for,for,s,DirectAddress,0
your,your,s,DirectAddress,1
green,green,s,SenseProperty,0
wounds,wounds,s,Negativity,0
after,after,s,Sequence,0
an,an,s,Sequence,1
onslaught,onslaught,nnn,Intensity,0
Coz,coz,c,PersonProperty,0
.,.,s,,0
these,these,s,ReportingStates,0
are,are,s,ReportingStates,1
sad,sad,s,Sad,0
truths,truths,c,StandardsPos,0
",",",",s,,0
incident,incident,s,ReasonBackward,0
to,to,s,ReasonBackward,1
frail,frail,s,SenseProperty,0
mortals,mortals,c,PersonProperty,0
!,!,nnn,,0
You,you,s,DirectAddress,0
yet,yet,s,Resistance,0
cry,cry,s,Intensity,0
out,out,s,Intensity,1
with,with,s,,0
more,more,s,Comparison,0
eagerness,eagerness,s,Positivity,0
still,still,s,Updates,0
for,for,s,,0
new,new,s,,0
wars,wars,c,GenericEvents,0
",",",",s,,0
then,then,s,,0
women,women,s,PersonProperty,0
for,for,s,,0
new,new,n,,0
fashions,fashions,nnn,SenseObject,0
It,it,s,,0
Is,is,s,ReportingStates,0
confessed,confessed,c,ReportingStates,0
",",",",s,ReportingStates,1
Peace,peace,s,StandardsPos,0
is,is,s,ReportingStates,0
more,more,s,Comparison,0
opposite,opposite,s,Comparison,0
to,to,s,Comparison,1
my,my,s,FirstPer,0
nature,nature,c,AbstractConcepts,0
",",",",s,,0
then,then,s,,0
the,the,s,,0
running,running,s,Motions,0
ach,ach,s,UNRECOGNIZED,0
in,in,n,,0
the,the,s,,0
rich,rich,s,Positivity,0
Usurers,usurers,s,StandardsNeg,0
feet,feet,c,SenseObject,0
",",",",s,,0
when,when,s,TimeShift,0
he,he,s,TimeShift,1
roars,roars,s,Motions,0
out,out,c,,0
",",",",s,,0
as,as,s,Resemblances,0
if,if,s,Resemblances,1
he,he,s,PersonPronoun,0
were,were,s,ProjectBack,0
in,in,s,Negativity,0
hell,hell,s,Negativity,1
before,before,s,Sequence,0
his,his,s,SubjectiveTime,0
time,time,c,SubjectiveTime,1
.,.,n,Question,0
Why,why,c,Question,1
",",",",s,Question,2
I,i,s,FirstPer,0
love,love,s,Positivity,0
mischief,mischief,c,StandardsNeg,0
",",",",s,,0
Coz,coz,c,PersonProperty,0
",",",",s,,0
when,when,s,Curiosity,0
one,one,s,Curiosity,1
may,may,s,Curiosity,2
do,do,s,ReportingEvents,0
it,it,s,ReportingEvents,1
securely,securely,c,Positivity,0
;,;,s,,0
to,to,s,,0
cut,cut,s,ReportingEvents,0
throats,throats,s,SenseObject,0
with,with,s,Specifiers,0
a,a,n,Specifiers,1
licencious,licencious,s,UNRECOGNIZED,0
pleasure,pleasure,c,Positivity,0
;,;,s,,0
when,when,s,Question,0
good,good,s,Question,1
men,men,s,PersonProperty,0
and,and,s,,0
true,true,s,StandardsPos,0
o'th,o'th,s,UNRECOGNIZED,0
Jurie,jurie,c,UNRECOGNIZED,0
",",",",s,,0
with,with,s,,0
their,their,s,PersonPronoun,0
frostie,frostie,n,UNRECOGNIZED,0
beards,beards,s,SenseObject,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
have,have,s,ReportingEvents,0
power,power,s,ReportingEvents,1
to,to,s,,0
give,give,s,ReportingEvents,0
the,the,s,ReportingEvents,1
noble,noble,s,StandardsPos,0
wesand,wesand,c,UNRECOGNIZED,0
",",",",s,Aside,0
which,which,s,Aside,1
has,has,s,ReportingEvents,0
the,the,s,ReportingEvents,1
steel,steel,n,SenseObject,0
defied,defied,c,ReportingStates,0
",",",",s,ReportingStates,1
to,to,s,,0
the,the,s,,0
hanging,hanging,s,SpaceRelation,0
mercy,mercy,s,StandardsPos,0
of,of,s,,0
the,the,s,,0
ungracious,ungracious,s,StandardsNeg,0
cord,cord,nnn,SenseObject,0
Gentlemen,gentlemen,s,Positivity,0
both,both,c,,0
",",",",s,,0
and,and,s,,0
Cozens,cozens,s,Negativity,0
mine,mine,c,FirstPer,0
",",",",s,,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
believe,believe,s,PrivateThinking,0
',',c,,0
t,t,s,AbstractConcepts,0
much,much,s,Intensity,0
pity,pity,c,Sad,0
",",",",s,,0
to,to,s,,0
strive,strive,s,ProjectAhead,0
to,to,n,ProjectAhead,1
reconvert,reconvert,s,RecurringEvents,0
you,you,s,DirectAddress,0
from,from,s,,0
the,the,s,CommonAuthorities,0
faith,faith,s,CommonAuthorities,1
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
been,been,s,ProjectBack,0
bred,bred,s,ReportingEvents,0
in,in,c,,0
:,:,s,,0
though,though,s,Concessive,0
your,your,s,DirectAddress,0
large,large,s,SenseProperty,0
discourse,discourse,n,AbstractConcepts,0
and,and,s,,0
praise,praise,c,StandardsPos,0
",",",",s,,0
wherein,wherein,s,CommonAuthorities,0
you,you,s,DirectAddress,0
magnify,magnify,s,Transformation,0
your,your,s,DirectAddress,0
Mistress,mistress,c,PersonProperty,0
",",",",s,,0
War,war,c,GenericEvents,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
scarce,scarce,s,Negativity,0
drive,drive,s,ReportingEvents,0
me,me,n,FirstPer,0
from,from,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
quiet,quiet,s,SenseProperty,0
sheets,sheets,c,SenseObject,0
",",",",s,,0
to,to,s,,0
sleep,sleep,s,Motions,0
upon,upon,s,Motions,1
a,a,s,,0
turfe,turfe,c,UNRECOGNIZED,0
.,.,s,Resistance,0
But,but,s,Resistance,1
pray,pray,s,Intensity,0
say,say,c,Citations,0
",",",",s,,0
Cozens,cozens,c,Negativity,0
.,.,s,Question,0
How,how,s,Question,1
do,do,s,Question,2
you,you,n,DirectAddress,0
like,like,s,DirectAddress,1
your,your,s,DirectAddress,0
General,general,c,AbstractConcepts,0
",",",",s,,0
Prince,prince,c,PersonProperty,0
",",",",s,,0
is,is,s,Question,0
he,he,s,Question,1
a,a,s,,0
right,right,s,,0
Mars,mars,nnn,SenseObject,0
As,as,s,Resemblances,0
if,if,s,Resemblances,1
his,his,s,PersonPronoun,0
Nurse,nurse,s,PersonProperty,0
had,had,s,ProjectBack,0
lapt,lapt,s,UNRECOGNIZED,0
him,him,s,PersonPronoun,0
in,in,s,,0
swaddling,swaddling,s,SenseObject,0
clouts,clouts,s,SenseObject,1
of,of,s,,0
steel,steel,c,SenseObject,0
;,;,s,,0
a,a,s,Intensity,0
very,very,s,Intensity,1
Hector,hector,s,Negativity,0
and,and,n,,0
Alcibiades,alcibiades,nnn,UNRECOGNIZED,0
It,it,s,PrivateThinking,0
seems,seems,s,PrivateThinking,1
he,he,s,PersonPronoun,0
does,does,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
relish,relish,s,Positivity,0
these,these,s,Immediacy,0
boasted,boasted,s,ReportingEvents,0
sweets,sweets,s,SenseObject,0
of,of,s,AbstractConcepts,0
war,war,c,AbstractConcepts,1
:,:,s,,0
for,for,s,Specifiers,0
all,all,s,Specifiers,1
his,his,n,Specifiers,2
triumphs,triumphs,c,Positivity,0
",",",",s,,0
he,he,s,Updates,0
is,is,s,Updates,1
reported,reported,s,Citations,0
melancholy,melancholy,nnn,Sad,0
Want,want,s,ProjectAhead,0
of,of,s,,0
exercise,exercise,s,GenericEvents,0
renders,renders,s,ReportingEvents,0
all,all,s,,0
men,men,s,PersonProperty,0
of,of,s,PersonProperty,1
actions,actions,c,GenericEvents,0
",",",",s,,0
dull,dull,s,Resemblances,0
as,as,s,Resemblances,1
dormise,dormise,c,UNRECOGNIZED,0
;,;,s,,0
your,your,s,DirectAddress,0
Soldier,soldier,n,PersonProperty,0
only,only,s,SubjectivePercept,0
can,can,s,Contingency,0
dance,dance,s,Motions,0
to,to,s,,0
the,the,s,SenseObject,0
Drum,drum,c,SenseObject,1
",",",",s,,0
and,and,s,,0
sing,sing,s,Motions,0
a,a,s,,0
Hymn,hymn,s,SenseObject,0
of,of,s,,0
joy,joy,s,Positivity,0
to,to,s,,0
the,the,s,,0
sweet,sweet,s,SenseProperty,0
Trumpet,trumpet,c,SenseObject,0
:,:,n,,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
music,music,s,SenseProperty,0
like,like,s,SubjectivePercept,0
it,it,nnn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
know,know,s,Confidence,0
the,the,s,Confidence,1
cause,cause,c,Cause,0
",",",",s,,0
he,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
deny,deny,s,Repair_Citation,0
me,me,s,FirstPer,0
hardly,hardly,s,DenyDisclaim,0
else,else,c,Contingency,0
.,.,nnn,,0
His,his,s,PersonPronoun,0
melancholy,melancholy,c,Sad,0
",",",",s,,0
known,known,s,CommonAuthorities,0
whence,whence,s,SpaceRelation,0
it,it,s,,0
rises,rises,s,Motions,0
once,once,c,TimeShift,0
",",",",s,,0
',',c,,0
t,t,s,AbstractConcepts,0
may,may,s,Contingency,0
much,much,s,Intensity,0
conduce,conduce,s,Positivity,0
to,to,s,Positivity,1
help,help,s,Positivity,0
our,our,n,Inclusive,0
purpose,purpose,nnn,ProjectAhead,0
Pray,pray,s,Intensity,0
Coz,coz,c,PersonProperty,0
.,.,s,Question,0
what,what,s,Question,1
Lords,lords,s,CommonAuthorities,0
are,are,s,ReportingStates,0
these,these,c,Immediacy,0
?,?,s,Question,0
they,they,s,Resemblances,0
seem,seem,s,Resemblances,1
as,as,s,,0
full,full,s,Specifiers,0
of,of,s,Specifiers,1
plot,plot,c,LangRef,0
",",",",s,,0
as,as,s,,0
General^,general^,s,UNRECOGNIZED,0
are,are,s,ReportingStates,0
in,in,n,,0
Siege,siege,c,Negativity,0
",",",",s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
very,very,s,Intensity,0
serious,serious,nnn,SubjectivePercept,0
That,that,s,,0
young,young,s,SenseProperty,0
Stripling,stripling,s,PersonProperty,0
is,is,s,ReportingStates,0
our,our,s,Inclusive,0
great,great,s,Intensity,0
Emperors,emperors,s,PersonProperty,0
son,son,c,PersonProperty,0
",",",",s,,0
by,by,s,,0
his,his,s,PersonPronoun,0
last,last,s,Sequence,0
wife,wife,c,PersonProperty,0
:,:,s,,0
that,that,s,,0
in,in,s,,0
the,the,n,,0
rich,rich,s,Positivity,0
Imbroidery's,imbroidery's,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,CommonAuthorities,0
Court,court,s,CommonAuthorities,1
Hermes,hermes,c,,0
;,;,s,,0
one,one,s,Specifiers,0
that,that,s,Specifiers,1
has,has,s,,0
hatched,hatched,s,ReportingEvents,0
more,more,s,Comparison,0
projects,projects,c,GenericEvents,0
",",",",s,,0
then,then,n,,0
the,the,s,,0
ovens,ovens,s,SenseObject,0
in,in,s,,0
Egypt,egypt,s,,0
chickens,chickens,c,SenseObject,0
;,;,s,,0
the,the,s,Specifiers,0
other,other,c,Specifiers,1
",",",",s,Specifiers,2
though,though,s,Concessive,0
they,they,s,,0
call,call,s,ReportingEvents,0
friends,friends,c,StandardsPos,0
",",",",s,,0
his,his,s,PersonPronoun,0
mere,mere,n,SubjectivePercept,0
opposite,opposite,s,Comparison,0
Planet,planet,s,SenseObject,0
Mars,mars,c,SenseObject,0
",",",",s,,0
one,one,s,Specifiers,0
that,that,s,Specifiers,1
does,does,s,ReportingEvents,0
put,put,s,Transformation,0
on,on,s,Transformation,1
a,a,s,Transformation,2
reserved,reserved,s,ReportingEvents,0
gravitie,gravitie,c,UNRECOGNIZED,0
",",",",s,Aside,0
which,which,s,Aside,1
some,some,s,Uncertainty,0
call,call,n,ReportingEvents,0
wisdom,wisdom,c,StandardsPos,0
",",",",s,,0
the,the,s,Negativity,0
rough,rough,s,Negativity,1
Soldier,soldier,s,PersonProperty,0
Mura,mura,c,UNRECOGNIZED,0
*,*,s,,0
Governor,governor,s,PersonProperty,0
^,^,c,UNRECOGNIZED,0
',',c,,0
th,th,c,UNRECOGNIZED,0
',',s,,0
Moroccos,moroccos,nnn,SenseObject,0
Him,him,s,PersonPronoun,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
heard,heard,s,Updates,0
of,of,s,,0
before,before,c,Sequence,0
:,:,s,,0
but,but,s,Resistance,0
Cozen,cozen,c,Negativity,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
that,that,s,,0
man,man,s,PersonProperty,0
of,of,s,PersonProperty,1
trust,trust,c,Confidence,0
",",",",s,,0
thy,thy,s,DirectAddress,0
tailor,tailor,c,PersonProperty,0
",",",",n,,0
furnish,furnish,s,ReportingEvents,0
us,us,s,Inclusive,0
with,with,s,,0
new,new,s,,0
accoutrements,accoutrements,c,CommonAuthorities,0
?,?,s,Question,0
have,have,s,,0
thou,thou,s,DirectAddress,0
taken,taken,s,ProjectBack,0
order,order,s,AbstractConcepts,0
for,for,s,SubjectivePercept,0
them,them,nnn,SubjectivePercept,1
Yes,yes,c,ConfirmedThght,0
",",",",s,ConfirmedThght,1
yes,yes,c,ConfirmedThght,2
",",",",s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
flourish,flourish,s,Positivity,0
in,in,s,,0
fresh,fresh,s,SenseProperty,0
habiliments,habiliments,c,SenseObject,0
;,;,s,Resistance,0
but,but,s,Resistance,1
you,you,s,Insist,0
must,must,s,Insist,1
promise,promise,s,StandardsPos,0
me,me,s,FirstPer,0
not,not,n,DenyDisclaim,0
to,to,s,DenyDisclaim,1
engage,engage,s,ReportingEvents,0
your,your,s,DirectAddress,0
corporal,corporal,s,AbstractConcepts,0
oaths,oaths,s,CommonAuthorities,0
you,you,s,ConfirmExperience,0
will,will,s,ConfirmExperience,1
see,see,s,ConfirmExperience,2
it,it,s,,0
satisfied,satisfied,s,StandardsPos,0
at,at,s,Sequence,0
the,the,s,Sequence,1
next,next,s,Sequence,2
press,press,c,Motions,0
",",",",s,,0
out,out,n,,0
of,of,s,,0
the,the,s,,0
profits,profits,s,AbstractConcepts,0
that,that,s,,0
arise,arise,s,ReportingEvents,0
from,from,s,ReportingEvents,1
ransom,ransom,s,Negativity,0
of,of,s,,0
those,those,s,,0
rich,rich,s,Positivity,0
yeomans,yeomans,s,UNRECOGNIZED,0
heites,heites,c,UNRECOGNIZED,0
",",",",s,,0
that,that,s,,0
dare,dare,n,SubjectivePercept,0
not,not,s,DenyDisclaim,0
look,look,s,ReportingEvents,0
the,the,s,,0
fierce,fierce,s,Resistance,0
foe,foe,s,Negative_Relation,0
in,in,s,SenseProperty,0
the,the,s,SenseProperty,1
face,face,nnn,SenseProperty,2
Doubt,doubt,s,Uncertainty,0
