WHy,why,s,Curiosity,0
are,are,c,ReportingStates,0
",",",",s,,0
be,be,s,ReportingStates,0
not,not,s,DenyDisclaim,0
dyspleased,dyspleased,n,UNRECOGNIZED,0
wealth,wealth,s,Positivity,0
is,is,s,ReportingStates,0
of,of,s,ReportingStates,1
great,great,s,Intensity,0
substance,substance,c,AbstractConcepts,0
",",",",s,,0
that,that,s,,0
cannot,cannot,s,DenyDisclaim,0
be,be,s,DenyDisclaim,1
denied,denied,n,Repair_Citation,0
yet,yet,s,Resistance,0
show,show,s,DirectAddress,0
your,your,s,DirectAddress,1
commodities,commodities,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
ye,ye,s,Insist,0
shall,shall,s,Insist,1
be,be,s,ReportingStates,0
answered,answered,n,ReportingEvents,0
I,i,s,Self_Promise,0
promise,promise,s,Self_Promise,1
you,you,s,Self_Promise,2
wellh,wellh,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
fugitive,fugitive,c,Negativity,0
.,.,nn,Question,0
What,what,s,Question,1
say,say,s,Citations,0
thou`am,thou`am,s,UNRECOGNIZED,0
I,i,s,FirstPer,0
a,a,s,,0
tagetyue,tagetyue,n,UNRECOGNIZED,0
I,i,s,Autobio,0
was,was,s,Autobio,1
never,never,s,Intensity,0
so,so,s,Intensity,1
taken,taken,s,ProjectBack,0
up,up,s,SpaceRelation,0
in,in,s,SpaceRelation,1
my,my,s,Autobio,0
life,life,n,Autobio,1
Nor,nor,s,DenyDisclaim,0
called,called,s,ReportingEvents,0
unsure,unsure,c,Uncertainty,0
",",",",s,OralCues,0
well,well,s,OralCues,1
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
make,make,s,ReportingEvents,0
no,no,s,DenyDisclaim,0
strife,strife,n,Negativity,0
yet,yet,s,Resistance,0
where,where,s,,0
as,as,s,,0
thou,thou,s,DirectAddress,0
do,do,s,Intensity,0
lay,lay,c,ReportingStates,0
",",",",n,ReportingStates,1
Thai,thai,s,SenseObject,0
I,i,s,Insist,0
should,should,s,Insist,1
show,show,s,ReportingEvents,0
my,my,s,FirstPer,0
commodityes,commodityes,s,UNRECOGNIZED,0
always,always,n,SubjectiveTime,0
The,the,s,Positivity,0
best,best,s,Positivity,1
for,for,s,,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
whereof,whereof,s,CommonAuthorities,0
I,i,s,Metadiscourse,0
ask,ask,s,Metadiscourse,1
praise,praise,n,StandardsPos,0
if,if,s,Contingency,0
I,i,s,Insist,0
should,should,s,Insist,1
staud,staud,s,UNRECOGNIZED,0
her,her,s,PersonPronoun,0
all,all,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
life,life,s,SelfDisclosure,2
days,days,n,TimeDuration,0
yet,yet,s,Resistance,0
I,i,s,Contingency,0
could,could,s,Contingency,1
not,not,s,DenyDisclaim,0
say,say,c,Citations,0
.,.,n,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
half,half,s,SenseObject,0
the,the,s,SenseObject,1
benefits,benefits,s,StandardsPos,0
that,that,s,,0
comes,comes,s,ReportingEvents,0
of,of,s,,0
me,me,n,FirstPer,0
yt,yt,s,UNRECOGNIZED,0
cannot,cannot,s,DenyDisclaim,0
be,be,s,DenyDisclaim,1
told,told,s,ReportingEvents,0
nor,nor,s,DenyDisclaim,0
resyted,resyted,s,UNRECOGNIZED,0
shortly,shortly,n,SubjectiveTime,0
Wealth,wealth,s,Positivity,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
of,of,s,,0
althing,althing,s,UNRECOGNIZED,0
earthly,earthly,n,Intensity,0
That,that,s,DirectAddress,0
you,you,s,DirectAddress,1
cannot,cannot,s,DenyDisclaim,0
deny,deny,c,Repair_Citation,0
.,.,n,,0
Ferste,ferste,s,UNRECOGNIZED,0
god,god,s,CommonAuthorities,0
save,save,c,StandardsPos,0
",",",",s,,0
our,our,s,Inclusive,0
sovereign,sovereign,s,CommonAuthorities,0
Lady,lady,s,PersonProperty,0
the,the,s,,0
Queen,queen,n,PersonProperty,0
With,with,s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
counsel,counsel,s,PersonProperty,0
and,and,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
that,that,s,SubjectivePercept,2
wish,wish,s,SubjectivePercept,0
them,them,s,,0
b^ne,b^ne,n,UNRECOGNIZED,0
Am,am,s,FirstPer,0
not,not,s,DenyDisclaim,0
I,i,s,FirstPer,0
wealth,wealth,s,Positivity,0
with,with,s,,0
them,them,s,,0
ever,ever,s,Biographical_Time,0
at,at,s,,0
eve,eve,n,TimeDuration,0
Who,who,s,Curiosity,0
should,should,s,Curiosity,1
be,be,s,Curiosity,2
there,there,s,,0
but,but,s,Resistance,0
I,i,c,FirstPer,0
?,?,n,Question,0
Men,men,s,PersonProperty,0
of,of,s,PersonProperty,1
the,the,s,CommonAuthorities,0
law,law,c,CommonAuthorities,1
",",",",s,,0
and,and,s,,0
ioly,ioly,s,UNRECOGNIZED,0
rych,rych,s,UNRECOGNIZED,0
merchants,merchants,n,PersonProperty,0
There,there,s,,0
be,be,s,ReportingStates,0
welthy,welthy,s,UNRECOGNIZED,0
both,both,s,,0
of,of,s,,0
goods,goods,s,AbstractConcepts,0
and,and,s,,0
lands,lands,c,SpaceRelation,0
",",",",n,,0
Without,without,s,Contingency,0
comparyson,comparyson,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
in,in,s,SpaceRelation,0
their,their,s,SpaceRelation,1
hands,hands,n,SpaceRelation,2
I,i,s,FirstPer,0
walth,walth,s,UNRECOGNIZED,0
hatg,hatg,s,UNRECOGNIZED,0
all,all,s,,0
freasure,freasure,c,UNRECOGNIZED,0
.,.,nn,,0
O,o,s,LangRef,0
good,good,s,,0
sir,sir,c,PersonProperty,0
",",",",s,,0
of,of,s,PersonProperty,0
whom,whom,s,PersonProperty,1
comes,comes,s,ReportingEvents,0
all,all,s,Generalization,0
this,this,n,Generalization,1
Of,of,s,CommonAuthorities,0
god,god,s,CommonAuthorities,1
only,only,c,SubjectivePercept,0
",",",",s,,0
to,to,s,,0
yo^,yo^,s,UNRECOGNIZED,0
no,no,s,DenyDisclaim,0
thank,thank,s,Acknowledge,0
I,i,s,FirstPer,0
wys,wys,n,UNRECOGNIZED,0
And,and,s,Resistance,0
yet,yet,s,Resistance,1
man's,man's,s,PersonProperty,0
wealth,wealth,s,Positivity,0
^,^,c,UNRECOGNIZED,0
tands,tands,s,UNRECOGNIZED,0
not,not,s,DenyDisclaim,0
all,all,s,DenyDisclaim,1
in,in,s,,0
riches,riches,n,Positivity,0
I,i,s,FirstPer,0
dare,dare,s,Uncertainty,0
say,say,s,Uncertainty,1
that,that,s,,0
boldly,boldly,c,Confidence,0
",",",",n,,0
W^an,w^an,s,UNRECOGNIZED,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
has,has,s,ReportingEvents,0
a,a,s,ReportingEvents,1
cempetent,cempetent,s,UNRECOGNIZED,0
living,living,n,Biographical_Time,0
with,with,s,Biographical_Time,1
the,the,s,StandardsPos,0
grace,grace,s,StandardsPos,1
of,of,s,CommonAuthorities,0
god,god,s,CommonAuthorities,1
that,that,s,,0
passes,passes,s,ReportingEvents,0
all,all,s,,0
thing,thing,n,Uncertainty,0
Love,love,s,StandardsPos,0
of,of,s,StandardsPos,1
his,his,s,PersonPronoun,0
neighbor,neighbor,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
good,good,s,,0
reporting,reporting,n,Citations,0
Then,then,s,Sequence,0
is,is,s,Sequence,1
he,he,s,PersonPronoun,0
welthy,welthy,c,UNRECOGNIZED,0
",",",",n,,0
Wealth,wealth,s,StandardsPos,0
of,of,s,StandardsPos,1
goods,goods,s,AbstractConcepts,0
is,is,s,Exceptions,0
but,but,s,Exceptions,1
a,a,s,,0
fame,fame,n,StandardsPos,0
Ye,ye,s,OralCues,0
is,is,s,ReportingStates,0
wel^hy,wel^hy,s,UNRECOGNIZED,0
that,that,s,SenseProperty,0
has,has,s,SenseProperty,1
a,a,s,SenseProperty,2
good,good,s,StandardsPos,0
name,name,n,StandardsPos,1
Every,every,s,Generalization,0
wise,wise,s,StandardsPos,0
man,man,s,StandardsPos,1
will,will,s,PredictedFuture,0
coueyte,coueyte,s,UNRECOGNIZED,0
the,the,s,Comparison,0
same,same,n,Comparison,1
For,for,s,,0
other,other,s,Specifiers,0
wealth,wealth,s,Positivity,0
I,i,s,FirstPer,0
not,not,s,DenyDisclaim,0
reche,reche,n,UNRECOGNIZED,0
if,if,s,Contingency,0
a,a,s,Contingency,1
man,man,s,PersonProperty,0
have,have,s,DenyDisclaim,0
never,never,s,DenyDisclaim,1
so,so,s,StandardsPos,0
much,much,s,StandardsPos,1
good,good,s,StandardsPos,2
name,name,n,LangRef,0
Every,every,s,Generalization,0
wise,wise,s,StandardsPos,0
man,man,s,StandardsPos,1
will,will,s,PredictedFuture,0
couey^e,couey^e,s,UNRECOGNIZED,0
the,the,s,Comparison,0
same,same,n,Comparison,1
if,if,s,Contingency,0
his,his,s,PersonPronoun,0
disposicions,disposicions,s,UNRECOGNIZED,0
be,be,s,ReportingStates,0
naught,naught,s,Negativity,0
and,and,s,,0
wood,wood,n,SenseObject,0
Then,then,s,Sequence,0
he,he,s,Sequence,1
is,is,s,Exceptions,0
but,but,s,Exceptions,1
a,a,s,,0
wretch,wretch,c,Negativity,0
",",",",nn,,0
Nay,nay,s,OralCues,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
a,a,s,,0
wretch,wretch,c,Negativity,0
",",",",s,,0
and,and,s,,0
a,a,s,Negativity,0
fool,fool,s,Negativity,1
vuwyse,vuwyse,n,UNRECOGNIZED,0
wealth,wealth,s,StandardsPos,0
of,of,s,StandardsPos,1
riches,riches,s,Positivity,0
thus,thus,s,ReasonForward,0
to,to,s,ReasonForward,1
despise,despise,n,Negative_Relation,0
Do,do,s,Intensity,0
thou,thou,s,DirectAddress,0
not,not,s,DenyDisclaim,0
se,se,s,AbstractConcepts,0
all,all,s,SubjectivePercept,0
the,the,s,SubjectivePercept,1
world,world,s,SubjectivePercept,2
arise,arise,n,ReportingEvents,0
By,by,s,,0
goods,goods,s,AbstractConcepts,0
and,and,s,,0
substance,substance,n,AbstractConcepts,0
He,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
has,has,s,,0
plenty,plenty,s,StandardsPos,0
of,of,s,StandardsPos,1
silver,silver,s,SenseObject,0
and,and,s,,0
gold,gold,n,SenseObject,0
May,may,s,Contingency,0
have,have,s,Contingency,1
all,all,s,,0
thing,thing,s,Uncertainty,0
whatsoever,whatsoever,s,Intensity,0
he,he,s,Biographical_Time,0
would,would,n,Biographical_Time,1
when,when,s,,0
can,can,s,Contingency,0
wealth,wealth,s,Positivity,0
lack,lack,c,Negativity,0
",",",",s,,0
seeing,seeing,s,,0
all,all,s,,0
thing,thing,s,Uncertainty,0
is,is,s,ReportingStates,0
sold,sold,n,ReportingEvents,0
And,and,s,,0
wealth,wealth,s,Positivity,0
is,is,s,ReportingStates,0
of,of,s,ReportingStates,1
assurance,assurance,c,Confidence,0
.,.,nn,,0
I,i,s,FirstPer,0
deuye,deuye,s,UNRECOGNIZED,0
that,that,c,,0
",",",",s,,0
your,your,s,DirectAddress,0
saying,saying,s,DirectAddress,1
is,is,s,ReportingStates,0
naught,naught,n,Negativity,0
Grace^,grace^,s,UNRECOGNIZED,0
heaven,heaven,c,Positivity,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
cunning,cunning,c,Negativity,0
",",",",s,,0
cannot,cannot,s,DenyDisclaim,0
be,be,s,DenyDisclaim,1
bought,bought,n,ReportingEvents,0
without,without,s,Contingency,0
great,great,s,Negativity,0
pain,pain,c,Negativity,1
",",",",s,,0
and,and,s,,0
good,good,s,StandardsPos,0
deeds,deeds,s,StandardsPos,1
wrought,wrought,n,ReportingEvents,0
Else,else,s,Contingency,0
man,man,s,PersonProperty,0
cannot,cannot,s,DenyDisclaim,0
them,them,s,,0
have,have,c,,0
.,.,nn,Imperative,0
Stop,stop,s,Imperative,1
thereat,thereat,c,SpaceRelation,0
",",",",s,,0
and,and,s,,0
hold,hold,s,,0
thy,thy,s,DirectAddress,0
peace,peace,n,StandardsPos,0
May,may,s,Contingency,0
