VIctorious,victorious,s,Positivity,0
to,to,s,,0
this,this,s,,0
Coast,coast,c,SenseObject,0
",",",",n,,0
To,to,s,ProjectAhead,0
seek,seek,s,ProjectAhead,1
and,and,s,,0
sue,sue,s,Resistance,0
for,for,s,Resistance,1
fair,fair,s,StandardsPos,0
Angelica,angelica,c,Positivity,0
.,.,n,,0
Since,since,s,,0
none,none,s,DenyDisclaim,0
but,but,s,Exceptions,0
one,one,s,Exceptions,1
must,must,s,Insist,0
have,have,s,Updates,0
this,this,s,Updates,1
happy,happy,s,Positivity,0
prize,prize,c,StandardsPos,0
",",",",n,StandardsPos,1
At,at,s,Specifiers,0
which,which,s,Specifiers,1
you,you,s,DirectAddress,0
all,all,s,DirectAddress,1
have,have,s,,0
leueld,leueld,s,UNRECOGNIZED,0
long,long,s,SenseProperty,0
your,your,s,DirectAddress,0
thoughts,thoughts,c,PrivateThinking,0
;,;,n,,0
Set,set,s,ReportingEvents,0
each,each,s,Inclusive,0
man,man,s,Inclusive,1
forth,forth,s,SpaceRelation,0
his,his,s,PersonPronoun,0
passions,passions,s,SubjectivePercept,0
how,how,s,,0
he,he,s,Contingency,0
can,can,c,Contingency,1
",",",",n,,0
And,and,s,,0
let,let,s,ReportingEvents,0
her,her,s,ReportingEvents,1
Censure,censure,s,,0
make,make,s,ReportingEvents,0
the,the,s,,0
happiest,happiest,s,Positivity,0
man,man,c,PersonProperty,0
.,.,nn,,0
The,the,s,,0
fairest,fairest,s,Comparison,0
flower,flower,s,SenseObject,0
that,that,s,,0
glories,glories,s,StandardsPos,0
Africa,africa,c,,0
",",",",n,,0
Whose,whose,s,PersonPronoun,0
beauty,beauty,s,StandardsPos,0
Phoebus,phoebus,s,UNRECOGNIZED,0
dares,dares,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
dash,dash,s,Motions,0
with,with,s,,0
showers,showers,c,Motions,0
",",",",n,,0
Over,over,s,,0
whose,whose,s,PersonPronoun,0
Clymate,clymate,s,UNRECOGNIZED,0
never,never,s,DenyDisclaim,0
hung,hung,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
Cloud,cloud,c,SenseObject,0
",",",",n,Resistance,0
But,but,s,Resistance,1
smiling,smiling,s,Positivity,0
Titan,titan,s,Intensity,0
lights,lights,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Horyzon,horyzon,c,UNRECOGNIZED,0
:,:,n,,0
Egypt,egypt,s,,0
is,is,s,SelfDisclosure,0
mine,mine,s,SelfDisclosure,1
and,and,s,,0
there,there,s,,0
I,i,s,FirstPer,0
hold,hold,s,,0
my,my,s,FirstPer,0
State,state,c,,0
",",",",n,,0
Seated,seated,s,SpaceRelation,0
in,in,s,SpaceRelation,1
Cairye,cairye,s,UNRECOGNIZED,0
and,and,s,,0
in,in,s,,0
Babylon,babylon,c,UNRECOGNIZED,0
;,;,n,,0
From,from,s,SceneShift,0
thence,thence,s,SceneShift,1
the,the,s,,0
matchless,matchless,s,StandardsPos,0
beauty,beauty,s,StandardsPos,0
of,of,s,,0
Angelica,angelica,c,Positivity,0
",",",",n,,0
Whose,whose,s,PersonPronoun,0
hew,hew,s,Motions,0
as,as,s,,0
bright,bright,s,Resemblances,0
as,as,s,Resemblances,1
are,are,s,ReportingStates,0
those,those,s,,0
silver,silver,s,SenseObject,0
Doves,doves,c,SenseObject,0
",",",",n,,0
That,that,s,,0
wanton,wanton,s,StandardsNeg,0
Venus,venus,s,UNRECOGNIZED,0
manth,manth,s,UNRECOGNIZED,0
upon,upon,s,Immediacy,0
her,her,s,Immediacy,1
fist,fist,c,SenseObject,0
",",",",n,,0
Forced,forced,s,SelfReluctance,0
me,me,s,SelfReluctance,1
to,to,s,,0
cross,cross,s,SpaceRelation,0
and,and,s,,0
cut,cut,s,ReportingEvents,0
th'atlanticke,th'atlanticke,s,UNRECOGNIZED,0
Seas,seas,c,SenseObject,0
",",",",n,,0
To,to,s,,0
ouersearch,ouersearch,s,UNRECOGNIZED,0
the,the,s,,0
fearful,fearful,s,Fear,0
Ocean,ocean,c,SenseObject,0
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
I,i,s,FirstPer,0
ariud,ariud,s,UNRECOGNIZED,0
to,to,s,,0
eternize,eternize,s,Transformation,0
with,with,s,,0
my,my,s,FirstPer,0
Lance,lance,c,SenseObject,0
",",",",n,,0
The,the,s,,0
matchles,matchles,s,UNRECOGNIZED,0
beauty,beauty,s,StandardsPos,0
of,of,s,,0
fair,fair,s,StandardsPos,0
Angelica,angelica,c,Positivity,0
.,.,n,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
Tilt,tilt,c,SpaceRelation,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
Tournay,tournay,c,UNRECOGNIZED,0
",",",",s,Resistance,0
but,but,s,Resistance,1
my,my,s,FirstPer,0
Spear,spear,s,SenseObject,0
and,and,s,,0
shield,shield,c,SenseObject,0
",",",",n,,0
Resounding,resounding,s,SenseProperty,0
on,on,s,,0
their,their,s,PersonPronoun,0
Crests,crests,s,Transformation,0
and,and,s,,0
sturdy,sturdy,s,StandardsPos,0
Helmes,helmes,n,UNRECOGNIZED,0
Topt,topt,s,UNRECOGNIZED,0
high,high,s,,0
with,with,s,,0
Plumes,plumes,c,SenseObject,0
",",",",s,,0
like,like,s,SubjectivePercept,0
Mars,mars,s,Negativity,0
his,his,s,Negativity,1
Burgonet,burgonet,c,SenseObject,0
",",",",n,,0
Inchasing,inchasing,s,UNRECOGNIZED,0
on,on,s,,0
their,their,s,PersonPronoun,0
Curats,curats,s,UNRECOGNIZED,0
with,with,s,,0
my,my,s,FirstPer,0
blade,blade,c,SenseObject,0
",",",",n,,0
That,that,s,DenyDisclaim,0
none,none,s,DenyDisclaim,1
so,so,s,,0
fair,fair,c,StandardsPos,0
",",",",s,,0
as,as,s,,0
fair,fair,s,StandardsPos,0
Angelica,angelica,c,Positivity,0
.,.,n,Resistance,0
But,but,s,Resistance,1
leaving,leaving,s,,0
these,these,s,Immediacy,0
such,such,s,Intensity,0
glories,glories,s,StandardsPos,0
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
be,be,c,ReportingStates,0
",",",",n,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
let,let,s,ReportingEvents,0
that,that,s,,0
suffize,suffize,s,UNRECOGNIZED,0
for,for,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
.,.,nn,,0
Cuba,cuba,s,,0
my,my,s,FirstPer,0
seat,seat,c,SenseObject,0
",",",",s,,0
a,a,s,,0
Region,region,s,AbstractConcepts,0
so,so,s,,0
inricht,inricht,c,UNRECOGNIZED,0
",",",",n,,0
With,with,s,,0
favors,favors,s,Positivity,0
sparkling,sparkling,s,SenseProperty,0
from,from,s,,0
the,the,s,,0
smiling,smiling,s,Positivity,0
heavens,heavens,c,Positivity,0
",",",",n,,0
As,as,s,,0
those,those,s,AbstractConcepts,0
that,that,s,AbstractConcepts,1
seeks,seeks,s,ProjectAhead,0
for,for,s,ProjectAhead,1
traffic,traffic,s,SenseObject,0
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Coast,coast,c,SenseObject,0
",",",",n,,0
Accounted,accounted,s,ReportingEvents,0
like,like,s,Specifiers,0
that,that,s,Specifiers,1
wealthy,wealthy,s,Positivity,0
Paradise,paradise,c,Positivity,0
",",",",n,,0
From,from,s,OpenQuery,0
whence,whence,s,OpenQuery,1
flows,flows,s,Motions,0
Gyhon,gyhon,s,UNRECOGNIZED,0
and,and,s,,0
swift,swift,s,SenseProperty,0
Euphrates,euphrates,c,UNRECOGNIZED,0
:,:,n,,0
The,the,s,SpaceRelation,0
earth,earth,s,SpaceRelation,1
within,within,s,,0
her,her,s,PersonPronoun,0
bowels,bowels,s,SenseObject,0
has,has,s,,0
inwrapt,inwrapt,c,UNRECOGNIZED,0
",",",",n,,0
As,as,s,Specifiers,0
in,in,s,Specifiers,1
the,the,s,Specifiers,2
massy,massy,s,Intensity,0
storehowse,storehowse,s,UNRECOGNIZED,0
of,of,s,,0
the,the,s,,0
world,world,c,AbstractConcepts,0
",",",",n,,0
Millions,millions,s,Numbers,0
of,of,s,,0
gold,gold,s,SenseObject,0
as,as,s,,0
bright,bright,s,Resemblances,0
as,as,s,Resemblances,1
was,was,s,ProjectBack,0
the,the,s,ProjectBack,1
shower,shower,c,SenseObject,0
",",",",n,,0
That,that,s,,0
wanton,wanton,s,StandardsNeg,0
Jove,jove,s,,0
sent,sent,s,SceneShift,0
down,down,s,SceneShift,1
to,to,s,SceneShift,2
Danae,danae,c,UNRECOGNIZED,0
:,:,n,,0
Marching,marching,s,Motions,0
from,from,s,SceneShift,0
thence,thence,s,SceneShift,1
to,to,s,,0
manage,manage,s,ReportingEvents,0
Arms,arms,s,SenseObject,0
abroad,abroad,c,SceneShift,0
",",",",n,,0
I,i,s,FirstPer,0
past,past,s,SpaceRelation,0
the,the,s,SpaceRelation,1
triple,triple,s,Transformation,0
parted,parted,s,ReportingEvents,0
Regiment,regiment,c,PersonProperty,0
",",",",n,,0
That,that,s,,0
froward,froward,s,Negativity,0
Saturn,saturn,s,,0
gave,gave,s,ReportingEvents,0
unto,unto,s,ReportingEvents,1
his,his,s,PersonPronoun,0
sons,sons,c,PersonProperty,0
",",",",n,,0
Erecting,erecting,s,ReportingEvents,0
Statues,statues,s,SenseObject,0
of,of,s,,0
my,my,s,FirstPer,0
Chiualry,chiualry,c,UNRECOGNIZED,0
",",",",n,,0
Such,such,s,Intensity,0
and,and,s,ReasonForward,0
so,so,s,ReasonForward,1
brave,brave,s,StandardsPos,0
as,as,s,,0
never,never,s,DenyDisclaim,0
Hercules,hercules,c,AbstractConcepts,0
",",",",n,,0
Vowed,vowed,s,ReportingEvents,0
for,for,s,Positivity,0
the,the,s,Positivity,1
love,love,s,Positivity,2
of,of,s,Positivity,3
lovely,lovely,s,Positivity,0
Iole,iole,c,UNRECOGNIZED,0
:,:,n,,0
But,but,s,Resistance,0
leaving,leaving,s,,0
these,these,s,Immediacy,0
such,such,s,Intensity,0
glories,glories,s,StandardsPos,0
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
be,be,c,ReportingStates,0
",",",",n,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
let,let,s,ReportingEvents,0
that,that,s,,0
suffize,suffize,s,UNRECOGNIZED,0
for,for,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
I,i,s,FirstPer,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
am,am,s,FirstPer,0
Mandrecarde,mandrecarde,s,UNRECOGNIZED,0
of,of,s,,0
Mexico,mexico,c,,0
",",",",n,,0
Whose,whose,s,PersonPronoun,0
Clymate,clymate,s,UNRECOGNIZED,0
fayrer,fayrer,s,UNRECOGNIZED,0
than,than,s,Comparison,0
Tyberius,tyberius,c,UNRECOGNIZED,0
",",",",n,,0
Seated,seated,s,SpaceRelation,0
beyond,beyond,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Sea,sea,s,SpaceRelation,0
of,of,s,SpaceRelation,1
Trypoly,trypoly,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
richer,richer,s,Comparison,0
than,than,s,Comparison,0
the,the,s,Comparison,1
plot,plot,s,LangRef,0
Hesperides,hesperides,c,AbstractConcepts,0
",",",",n,,0
Or,or,s,,0
that,that,s,,0
same,same,s,Comparison,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
wherein,wherein,s,CommonAuthorities,0
Ulysses,ulysses,s,UNRECOGNIZED,0
love,love,c,Positivity,0
",",",",n,,0
Luld,luld,s,UNRECOGNIZED,0
in,in,s,Specifiers,0
her,her,s,Specifiers,1
lap,lap,s,ReportingEvents,0
the,the,s,ReportingEvents,1
young,young,s,SenseProperty,0
Telegone,telegone,c,UNRECOGNIZED,0
",",",",n,,0
That,that,s,,0
did,did,s,ReportingEvents,0
but,but,s,Resistance,0
Venus,venus,s,UNRECOGNIZED,0
tread,tread,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
dainty,dainty,s,PersonProperty,0
step,step,c,Sequence,0
",",",",n,ReasonForward,0
So,so,s,ReasonForward,1
would,would,s,Future_Question,0
she,she,s,Future_Question,1
like,like,s,Resemblances,0
the,the,s,Resemblances,1
land,land,s,SpaceRelation,0
of,of,s,SpaceRelation,1
Mexico,mexico,c,,0
",",",",n,,0
As,as,s,,0
Paphos,paphos,s,UNRECOGNIZED,0
and,and,s,,0
brave,brave,s,StandardsPos,0
Cypres,cypres,s,UNRECOGNIZED,0
set,set,s,ReportingEvents,0
aside,aside,c,ReportingEvents,1
",",",",n,,0
With,with,s,,0
me,me,s,FirstPer,0
sweet,sweet,s,SenseProperty,0
lovely,lovely,s,Positivity,0
Venus,venus,s,UNRECOGNIZED,0
would,would,s,ProjectBack,0
abide,abide,c,ReportingEvents,0
.,.,n,,0
From,from,s,SceneShift,0
thence,thence,s,SceneShift,1
mounted,mounted,s,Motions,0
upon,upon,s,,0
a,a,s,,0
Spanish,spanish,s,PersonProperty,0
Bark,bark,c,SenseObject,0
",",",",n,,0
Such,such,s,Specifiers,0
as,as,s,Specifiers,1
transported,transported,s,SceneShift,0
Jason,jason,s,UNRECOGNIZED,0
to,to,s,,0
the,the,s,SenseObject,0
fleece,fleece,c,SenseObject,1
:,:,n,,0
Come,come,s,SceneShift,0
from,from,s,SceneShift,1
the,the,s,SceneShift,2
South,south,c,SpaceRelation,0
",",",",s,,0
I,i,s,FirstPer,0
furrowd,furrowd,s,UNRECOGNIZED,0
Neptunes,neptunes,s,UNRECOGNIZED,0
Seas,seas,c,SenseObject,0
",",",",n,,0
Northeast,northeast,s,SpaceRelation,0
as,as,s,Specifiers,0
far,far,s,Specifiers,1
as,as,s,Specifiers,2
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
frosen,frosen,s,UNRECOGNIZED,0
Rhene,rhene,c,UNRECOGNIZED,0
",",",",n,,0
Leaving,leaving,s,,0
fair,fair,s,StandardsPos,0
Voya,voya,s,UNRECOGNIZED,0
crossed,crossed,s,Negativity,0
up,up,s,Negativity,1
Danuby,danuby,c,UNRECOGNIZED,0
",",",",n,,0
As,as,s,,0
hie,hie,s,Motions,0
as,as,s,,0
Saba,saba,s,UNRECOGNIZED,0
whose,whose,s,PersonPronoun,0
inhaunsing,inhaunsing,s,UNRECOGNIZED,0
streams,streams,c,SenseObject,0
",",",",n,,0
Cuts,cuts,s,,0
twixt,twixt,s,SpaceRelation,0
the,the,s,,0
Tartares,tartares,s,SenseObject,0
and,and,s,,0
the,the,s,,0
Russians,russians,c,UNRECOGNIZED,0
:,:,n,,0
There,there,s,,0
did,did,s,Question,0
I,i,s,Question,1
act,act,s,Resemblances,0
as,as,s,Resemblances,1
many,many,s,,0
brave,brave,s,StandardsPos,0
attempts,attempts,c,ProjectAhead,0
",",",",n,,0
As,as,s,,0
did,did,s,ReportingEvents,0
Pirothousfor,pirothousfor,s,UNRECOGNIZED,0
his,his,s,PersonPronoun,0
Proserpine,proserpine,c,UNRECOGNIZED,0
.,.,n,Resistance,0
But,but,s,Resistance,1
leaving,leaving,s,,0
these,these,s,Immediacy,0
such,such,s,Intensity,0
glories,glories,s,StandardsPos,0
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
be,be,c,ReportingStates,0
",",",",n,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
let,let,s,ReportingEvents,0
that,that,s,,0
suffize,suffize,s,UNRECOGNIZED,0
for,for,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
.,.,nn,,0
The,the,s,,0
bordring,bordring,s,UNRECOGNIZED,0
Islands,islands,s,SenseObject,0
seated,seated,s,SpaceRelation,0
here,here,s,SpaceRelation,0
in,in,s,SpaceRelation,1
ken,ken,c,PersonProperty,0
",",",",n,,0
Whose,whose,s,PersonPronoun,0
shores,shores,s,SenseObject,0
are,are,s,ReportingStates,0
sprinkled,sprinkled,s,SenseProperty,0
with,with,s,SenseProperty,1
rich,rich,s,Positivity,0
Orient,orient,s,ReportingEvents,0
Pearl,pearl,c,SenseObject,0
",",",",n,,0
More,more,s,Comparison,0
bright,bright,s,Positivity,0
of,of,s,,0
hew,hew,s,Motions,0
than,than,s,Comparison,0
were,were,s,ProjectBack,0
the,the,s,,0
Margarets,margarets,c,UNRECOGNIZED,0
",",",",n,,0
That,that,s,,0
Caesar,caesar,s,,0
found,found,s,SpaceRelation,0
in,in,s,SpaceRelation,1
wealthy,wealthy,s,Positivity,0
Albion,albion,c,,0
",",",",n,,0
The,the,s,SenseObject,0
sands,sands,s,SenseObject,1
of,of,s,,0
Tagus,tagus,s,UNRECOGNIZED,0
all,all,s,Generalization,0
of,of,s,Generalization,1
burnisht,burnisht,s,UNRECOGNIZED,0
gold,gold,c,SenseObject,0
",",",",n,,0
Made,made,s,ReportingEvents,0
Thetis,thetis,s,UNRECOGNIZED,0
never,never,s,DenyDisclaim,0
prowder,prowder,s,UNRECOGNIZED,0
on,on,s,,0
the,the,s,,0
Clifts,clifts,c,UNRECOGNIZED,0
",",",",n,,0
That,that,s,,0
ouerpiere,ouerpiere,s,UNRECOGNIZED,0
the,the,s,SenseProperty,0
bright,bright,s,SenseProperty,1
and,and,s,,0
golden,golden,s,SenseProperty,0
shore,shore,c,SenseObject,0
",",",",n,,0
Than,than,s,Comparison,0
do,do,s,Intensity,0
the,the,s,SenseObject,0
rubbish,rubbish,s,SenseObject,1
of,of,s,,0
my,my,s,FirstPer,0
Country,country,s,AbstractConcepts,0
Seas,seas,c,SenseObject,0
:,:,n,,0
And,and,s,,0
what,what,s,,0
I,i,s,FirstPer,0
dare,dare,c,SubjectivePercept,0
",",",",s,,0
let,let,s,ReportingEvents,0
say,say,s,Citations,0
the,the,s,Citations,1
Portingale,portingale,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
Spaniard,spaniard,s,PersonProperty,0
tell,tell,c,,0
",",",",s,,0
who,who,s,,0
mand,mand,s,UNRECOGNIZED,0
with,with,s,,0
mighty,mighty,s,Intensity,0
Fleetes,fleetes,c,UNRECOGNIZED,0
",",",",n,,0
Came,came,s,ReportingEvents,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
to,to,s,,0
their,their,s,PersonPronoun,0
King,king,c,PersonProperty,0
.,.,n,,0
Filling,filling,s,,0
our,our,s,Inclusive,0
seas,seas,s,SenseObject,0
with,with,s,,0
stately,stately,s,StandardsPos,0
Argosies,argosies,c,SenseObject,0
",",",",n,,0
Caluars,caluars,s,UNRECOGNIZED,0
and,and,s,,0
Magars,magars,s,UNRECOGNIZED,0
hulkes,hulkes,s,UNRECOGNIZED,0
of,of,s,,0
burden,burden,s,Negativity,0
great,great,c,Intensity,0
",",",",n,Aside,0
Which,which,s,Aside,1
Brandemart,brandemart,s,UNRECOGNIZED,0
rebated,rebated,s,AbstractConcepts,0
from,from,s,,0
his,his,s,PersonPronoun,0
coast,coast,c,SenseObject,0
",",",",n,,0
And,and,s,,0
sent,sent,s,Narrative_Verbs,0
them,them,s,Narrative_Verbs,1
home,home,s,SpaceRelation,0
ballast,ballast,s,ReportingEvents,0
with,with,s,,0
little,little,s,SenseProperty,0
wealth,wealth,n,Positivity,0
But,but,s,Resistance,0
leaving,leaving,s,,0
these,these,s,Immediacy,0
such,such,s,Intensity,0
glories,glories,s,StandardsPos,0
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
be,be,c,ReportingStates,0
",",",",n,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
(,(,c,,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
),),s,,0
let,let,s,ReportingEvents,0
that,that,s,,0
suffice,suffice,s,StandardsPos,0
for,for,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
.,.,nn,,0
Lords,lords,s,CommonAuthorities,0
of,of,s,,0
the,the,s,,0
South,south,c,SpaceRelation,0
",",",",s,,0
and,and,s,,0
Princes,princes,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
esteem,esteem,c,StandardsPos,0
",",",",n,,0
Viceroyes,viceroyes,s,UNRECOGNIZED,0
unto,unto,s,CommonAuthorities,0
the,the,s,Specifiers,0
State,state,s,Specifiers,1
of,of,s,Specifiers,2
Africa,africa,c,,0
:,:,n,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
no,no,s,DenyDisclaim,0
King,king,c,PersonProperty,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
am,am,s,Question,0
I,i,s,Question,1
princely,princely,s,StandardsPos,0
borne,borne,c,ReportingStates,0
",",",",n,ReportingStates,1
Descended,descended,s,ReportingEvents,0
from,from,s,ReportingEvents,1
the,the,s,,0
royal,royal,s,CommonAuthorities,0
house,house,s,SenseObject,0
of,of,s,,0
France,france,c,,0
",",",",n,,0
And,and,s,,0
nephew,nephew,s,PersonProperty,0
to,to,s,,0
the,the,s,Intensity,0
mighty,mighty,s,Intensity,1
Charlemaine,charlemaine,c,UNRECOGNIZED,0
",",",",n,,0
Surnamde,surnamde,s,UNRECOGNIZED,0
Orlando,orlando,s,UNRECOGNIZED,0
the,the,s,,0
County,county,s,PersonProperty,0
Palatine,palatine,c,PersonProperty,1
.,.,n,,0
Swift,swift,s,SenseProperty,0
Fame,fame,s,StandardsPos,0
that,that,s,,0
sounded,sounded,s,SenseProperty,0
to,to,s,Inclusive,0
our,our,s,Inclusive,1
Western,western,s,SpaceRelation,0
seas,seas,n,SenseObject,0
The,the,s,,0
matchles,matchles,s,UNRECOGNIZED,0
beauty,beauty,s,StandardsPos,0
of,of,s,,0
Angelica,angelica,c,Positivity,0
",",",",n,,0
Fairer,fairer,s,Comparison,0
than,than,s,Comparison,0
was,was,s,ProjectBack,0
the,the,s,ProjectBack,1
Nymph,nymph,s,SenseObject,0
of,of,s,,0
Mercury,mercury,c,SenseObject,0
",",",",n,,0
Who,who,s,,0
when,when,s,,0
bright,bright,s,Positivity,0
Phoebus,phoebus,s,UNRECOGNIZED,0
mounteth,mounteth,s,UNRECOGNIZED,0
up,up,s,,0
his,his,s,PersonPronoun,0
coach,coach,n,PersonProperty,0
And,and,s,,0
tracts,tracts,s,SenseObject,0
Aurora,aurora,s,SenseObject,0
in,in,s,Specifiers,0
her,her,s,Specifiers,1
silver,silver,s,SenseObject,0
steps,steps,c,Sequence,0
",",",",n,,0
And,and,s,,0
sprinkles,sprinkles,s,SenseObject,0
from,from,s,,0
the,the,s,,0
folding,folding,s,Motions,0
of,of,s,,0
her,her,s,PersonPronoun,0
lap,lap,c,SenseObject,0
",",",",n,,0
White,white,s,SenseProperty,0
lillies,lillies,c,,0
",",",",s,,0
roses,roses,s,SenseObject,0
and,and,s,,0
sweet,sweet,s,SenseObject,0
violets,violets,c,SenseObject,1
.,.,n,Resistance,0
Yet,yet,s,Resistance,1
thus,thus,s,ReasonForward,0
believe,believe,s,PrivateThinking,0
me,me,c,FirstPer,0
",",",",s,,0
Princes,princes,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
the,the,s,,0
South,south,c,SpaceRelation,0
",",",",n,,0
Although,although,s,Concessive,0
my,my,s,FirstPer,0
Countries,countries,s,AbstractConcepts,0
love,love,s,Positivity,0
deerer,deerer,s,UNRECOGNIZED,0
than,than,s,Comparison,0
pearl,pearl,c,SenseObject,0
",",",",n,,0
Or,or,s,,0
mines,mines,s,SenseObject,0
of,of,s,,0
gold,gold,s,SenseObject,0
might,might,s,Contingency,0
well,well,s,SenseObject,0
have,have,s,,0
kept,kept,s,TimeDuration,0
me,me,s,FirstPer,0
back,back,c,,0
;,;,n,,0
The,the,s,,0
sweet,sweet,s,SenseProperty,0
conuersing,conuersing,s,UNRECOGNIZED,0
with,with,s,,0
my,my,s,FirstPer,0
King,king,s,PersonProperty,0
and,and,s,,0
friends,friends,c,StandardsPos,0
",",",",n,,0
(,(,c,,0
Left,left,s,SceneShift,0
all,all,s,SubjectivePercept,0
for,for,s,SubjectivePercept,1
love,love,c,Positivity,0
),),s,,0
might,might,s,Contingency,0
well,well,s,SenseObject,0
have,have,s,,0
kept,kept,s,TimeDuration,0
me,me,s,FirstPer,0
back,back,c,,0
;,;,n,,0
The,the,s,,0
Seas,seas,s,SenseObject,0
by,by,s,,0
Neptune,neptune,s,,0
hoysed,hoysed,s,UNRECOGNIZED,0
to,to,s,,0
the,the,s,,0
heavens,heavens,c,Positivity,0
",",",",n,,0
Whose,whose,s,PersonPronoun,0
dangerous,dangerous,s,Fear,0
flawes,flawes,s,UNRECOGNIZED,0
might,might,s,Contingency,0
well,well,s,SenseObject,0
have,have,s,,0
kept,kept,s,TimeDuration,0
me,me,s,FirstPer,0
back,back,c,,0
;,;,n,,0
The,the,s,,0
savage,savage,s,Negativity,0
Mores,mores,s,CommonAuthorities,0
and,and,s,,0
Anthropagei,anthropagei,n,UNRECOGNIZED,0
Whose,whose,s,PersonPronoun,0
lands,lands,s,SpaceRelation,0
I,i,s,FirstPer,0
past,past,s,AbstractConcepts,0
might,might,s,Contingency,0
well,well,s,SenseObject,0
have,have,s,,0
kept,kept,s,TimeDuration,0
me,me,s,FirstPer,0
back,back,c,,0
;,;,n,,0
The,the,s,,0
doubt,doubt,s,Uncertainty,0
of,of,s,,0
entertainment,entertainment,s,Positivity,0
