GRacious,gracious,s,StandardsPos,0
King,king,c,PersonProperty,0
:,:,n,,0
Deeming,deeming,s,CommonAuthorities,0
Your,your,s,DirectAddress,0
judgments,judgments,s,PrivateThinking,0
able,able,s,StandardsPos,0
to,to,s,StandardsPos,1
supply,supply,n,StandardsPos,0
The,the,s,StandardsPos,1
absence,absence,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
So,so,s,Positivity,0
Great,great,s,Positivity,1
a,a,s,StandardsPos,0
Majesty,majesty,c,StandardsPos,1
.,.,n,Resistance,0
But,but,s,Resistance,1
his,his,s,PersonPronoun,0
free,free,s,AbstractConcepts,0
conscience,conscience,s,StandardsPos,0
does,does,s,ReportingEvents,0
protest,protest,c,Resistance,0
",",",",s,,0
the,the,s,,0
mirth,mirth,n,Positivity,0
Of,of,s,Specifiers,0
this,this,s,Specifiers,1
his,his,s,PersonPronoun,0
night,night,s,,0
was,was,s,ProjectBack,0
but,but,s,ProjectBack,1
a,a,s,,0
Fiue-weekes,fiue-weekes,s,UNRECOGNIZED,0
birth,birth,c,AbstractConcepts,0
;,;,n,Resistance,0
Yet,yet,s,Resistance,1
no,no,s,DenyDisclaim,0
Abortiue,abortiue,c,UNRECOGNIZED,0
;,;,s,,0
if,if,s,Contingency,0
your,your,s,DirectAddress,0
courteous,courteous,s,Positivity,0
hands,hands,n,SenseObject,0
Shall,shall,s,ProjectAhead,0
wrap,wrap,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Infant,infant,s,PersonProperty,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
swathing,swathing,s,SenseObject,0
bands,bands,c,SenseObject,1
.,.,n,,0
It,it,s,,0
Speaks,speaks,s,,0
Already,already,s,Updates,0
and,and,s,,0
each,each,s,Specifiers,0
Art,art,c,AbstractConcepts,0
",",",",s,,0
to,to,s,,0
raise,raise,n,ReportingEvents,0
Delight,delight,c,Positivity,0
",",",",s,,0
does,does,s,ReportingEvents,0
use,use,s,ReportingEvents,0
it,it,s,,0
is,is,s,ReportingStates,0
Own,own,s,ReportingEvents,0
Distinguished,distinguished,s,StandardsPos,0
phrase,phrase,c,LangRef,0
.,.,n,,0
Lend,lend,s,ReportingEvents,0
your,your,s,DirectAddress,0
Purged,purged,s,ReportingEvents,0
ears,ears,c,SenseObject,0
.,.,s,,0
If,if,s,Contingency,0
any,any,s,Contingency,1
do,do,s,Intensity,0
look,look,s,ReportingEvents,0
grim,grim,c,Negativity,0
",",",",n,,0
Our,our,s,Inclusive,0
Author,author,s,CommunicatorRole,0
says,says,s,Citations,0
they,they,s,,0
wrong,wrong,s,StandardsNeg,0
the,the,s,,0
Arts,arts,s,AbstractConcepts,0
not,not,s,DenyDisclaim,0
Him,him,c,PersonPronoun,0
:,:,n,,0
He,he,s,Neutral_Attribution,0
strives,strives,s,Neutral_Attribution,1
to,to,s,,0
Please,please,c,Positivity,0
.,.,s,Resistance,0
But,but,s,Resistance,1
yet,yet,s,Resistance,0
he,he,s,PersonPronoun,0
scorns,scorns,s,Negative_Relation,0
to,to,s,Negative_Relation,1
be,be,n,ReportingStates,0
So,so,s,,0
vile,vile,c,StandardsNeg,0
",",",",s,,0
to,to,s,,0
Bargain,bargain,s,ProjectAhead,0
for,for,s,ProjectAhead,1
a,a,s,,0
Plaudite,plaudite,c,UNRECOGNIZED,0
;,;,n,,0
And,and,s,,0
from,from,s,DirectAddress,0
your,your,s,DirectAddress,1
seats,seats,c,SenseObject,0
",",",",s,,0
at,at,s,SpaceRelation,0
a,a,s,SpaceRelation,1
Compacted,compacted,s,ReportingEvents,0
clap,clap,c,SenseProperty,0
",",",",n,,0
Hug,hug,s,Motions,0
an,an,s,,0
Abusing,abusing,s,Negativity,0
joy,joy,c,Positivity,0
.,.,s,,0
If,if,s,Contingency,0
it,it,s,Contingency,1
is,is,s,ReportingStates,0
his,his,s,ReportingStates,1
hap,hap,n,AbstractConcepts,0
To,to,s,DirectAddress,0
have,have,s,DirectAddress,1
your,your,s,DirectAddress,2
Free,free,s,AbstractConcepts,0
applause,applause,c,Positivity,0
",",",",s,,0
to,to,s,,0
This,this,s,,0
he,he,s,PersonPronoun,0
stands,stands,c,,0
",",",",n,,0
The,the,s,,0
Arts,arts,s,AbstractConcepts,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
more,more,s,Comparison,0
crown,crown,s,SenseObject,0
him,him,c,PersonPronoun,0
",",",",s,,0
then,then,s,,0
Your,your,s,DirectAddress,0
Hands,hands,c,SenseObject,0
.,.,nn,,0
PHANTASTES,phantastes,c,UNRECOGNIZED,0
",",",",s,,0
leave,leave,s,,0
us,us,c,Inclusive,0
.,.,nnn,,0
I,i,s,FirstPer,0
might,might,s,Contingency,0
very,very,s,StandardsPos,0
well,well,s,StandardsPos,1
be,be,s,SpaceRelation,0
here,here,c,SpaceRelation,1
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
at,at,s,SpaceRelation,0
a,a,s,SpaceRelation,1
wooing,wooing,s,Positivity,0
match,match,c,SenseObject,0
;,;,s,Resistance,0
but,but,c,Resistance,1
",",",",s,,0
I,i,s,FirstPer,0
go,go,c,ReportingEvents,0
:,:,s,,0
yet,yet,s,Resistance,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,n,PredictedFuture,1
be,be,s,PredictedFuture,2
far,far,s,SpaceRelation,0
off,off,c,SpaceRelation,1
.,.,nnn,Imperative,0
Come,come,c,Imperative,1
",",",",s,,0
now,now,s,Immediacy,0
you,you,s,Insist,0
shall,shall,c,Insist,1
",",",",s,,0
Astronomia,astronomia,c,UNRECOGNIZED,0
.,.,nnn,Question,0
What,what,s,Question,1
shall,shall,s,Future_Question,0
I,i,c,Future_Question,1
",",",",s,,0
Geographus,geographus,c,UNRECOGNIZED,0
?,?,nnn,Question,0
Kiss,kiss,c,Positivity,0
.,.,nnn,Question,0
What,what,c,Question,1
?,?,s,Question,0
a,a,c,,0
',',s,,0
spite,spite,s,Negativity,0
of,of,s,Negativity,1
my,my,s,FirstPer,0
teeth,teeth,c,SenseObject,0
?,?,nnn,Question,0
No,no,s,DenyDisclaim,0
not,not,s,Resistance,0
so,so,c,Resistance,1
",",",",s,,0
I,i,s,DirectAddress,0
hope,hope,s,DirectAddress,1
you,you,s,DirectAddress,2
do,do,s,Procedures,0
not,not,s,Procedures,1
use,use,s,Procedures,2
to,to,s,,0
kiss,kiss,s,Positivity,0
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
teeth,teeth,c,SenseObject,0
.,.,nnn,Imperative,0
Marry,marry,s,Imperative,1
and,and,s,,0
I,i,s,SelfDisclosure,0
hope,hope,s,SelfDisclosure,1
I,i,s,FirstPer,0
do,do,s,Procedures,0
not,not,s,Procedures,1
use,use,s,Procedures,2
to,to,s,,0
kiss,kiss,s,Positivity,0
without,without,s,Contingency,0
them,them,c,Contingency,1
.,.,nnn,,0
I,i,c,FirstPer,0
",",",",s,Resistance,0
but,but,s,Resistance,1
(,(,c,,0
my,my,s,FirstPer,0
fine,fine,s,Positivity,0
Wit-catcher,wit-catcher,c,UNRECOGNIZED,0
),),s,,0
I,i,s,SelfDisclosure,0
mean,mean,s,SelfDisclosure,1
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
not,not,s,DirectAddress,2
Show,show,s,Intensity,0
your,your,s,Intensity,1
teeth,teeth,s,Intensity,2
when,when,s,DirectAddress,0
you,you,n,DirectAddress,1
kiss,kiss,c,Positivity,0
:,:,s,,0
--,--,s,,0
',',c,,0
t,t,s,AbstractConcepts,0
is,is,s,ReportingStates,0
thy,thy,s,DirectAddress,0
Ambrosiake,ambrosiake,s,UNRECOGNIZED,0
lip,lip,s,SenseObject,0
(,(,c,,0
sweet,sweet,s,SenseProperty,0
Nymph,nymph,c,SenseObject,0
),),s,,0
which,which,s,,0
thus,thus,s,ReasonForward,0
I,i,s,FirstPer,0
salute,salute,s,Positivity,0
after,after,n,Sequence,0
the,the,s,Sequence,1
fine,fine,s,Positivity,0
French,french,s,AbstractConcepts,0
--,--,s,,0
thus,thus,c,ReasonForward,0
",",",",s,,0
Spanish,spanish,c,PersonProperty,0
",",",",s,,0
--,--,s,,0
(,(,c,,0
hold,hold,s,,0
still,still,c,Updates,0
),),s,,0
thus,thus,s,ReasonForward,0
the,the,s,,0
slauering,slauering,s,UNRECOGNIZED,0
Dutch,dutch,s,,0
--,--,n,,0
(,(,c,,0
nay,nay,c,OralCues,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
),),s,,0
and,and,s,,0
thus,thus,s,ReasonForward,0
the,the,s,,0
devouring,devouring,s,Motions,0
Italian,italian,s,PersonProperty,0
fashion,fashion,s,SenseObject,0
--,--,s,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
a,a,s,SelfDisclosure,2
Courtier,courtier,s,PersonProperty,0
sweet,sweet,n,SenseProperty,0
Nymph,nymph,c,SenseObject,0
",",",",s,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
a,a,s,SelfDisclosure,2
Courtier,courtier,c,PersonProperty,0
;,;,s,,0
pardon,pardon,s,Positivity,0
my,my,s,FirstPer,0
(,(,c,,0
you,you,s,DirectAddress,0
know,know,s,DirectAddress,1
the,the,s,,0
Court-humor,court-humor,c,UNRECOGNIZED,0
),),s,,0
boldness,boldness,nnn,Confidence,0
What,what,c,Question,0
?,?,s,Question,1
is,is,s,Question,0
it,it,s,Question,1
the,the,s,CommonAuthorities,0
Court,court,s,CommonAuthorities,1
humor,humor,s,Positivity,0
then,then,s,TimeShift,0
to,to,s,TimeShift,1
kiss,kiss,s,Positivity,0
a,a,s,,0
Maid,maid,s,PersonProperty,0
out,out,s,SenseProperty,0
of,of,s,SenseProperty,1
breath,breath,c,SenseProperty,2
?,?,nnn,Question,0
No,no,c,OralCues,0
",",",",s,OralCues,1
sweet,sweet,s,SenseProperty,0
chucke,chucke,c,UNRECOGNIZED,0
",",",",s,Resistance,0
but,but,s,Resistance,1
to,to,s,,0
kiss,kiss,s,Positivity,0
them,them,s,,0
In,in,s,,0
breath,breath,c,SenseObject,0
;,;,s,,0
to,to,s,,0
make,make,s,ReportingEvents,0
them,them,s,,0
long-breathed,long-breathed,s,AbstractConcepts,0
in,in,n,,0
kissing,kissing,c,Positivity,0
",",",",s,,0
and,and,s,,0
able,able,s,StandardsPos,0
to,to,s,StandardsPos,1
endure,endure,s,Resistance,0
a,a,s,,0
Smothering,smothering,s,SpaceRelation,0
and,and,s,,0
Revive,revive,s,StandardsPos,0
again,again,nnn,RecurringEvents,0
Faith,faith,s,StandardsPos,0
for,for,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
part,part,s,SelfDisclosure,2
Sir,sir,s,PersonProperty,0
Courtier,courtier,c,PersonProperty,0
",",",",s,,0
then,then,s,Sequence,0
I,i,s,Sequence,1
am,am,s,FirstPer,0
not,not,s,DenyDisclaim,0
acquainted,acquainted,s,,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
long,long,s,SenseProperty,0
breath,breath,c,SenseObject,0
;,;,n,,0
though,though,c,Concessive,0
",",",",s,,0
I,i,s,SelfDisclosure,0
think,think,c,SelfDisclosure,1
",",",",s,,0
they,they,s,,0
that,that,s,,0
use,use,s,ReportingEvents,0
kissing,kissing,s,Positivity,0
much,much,c,Intensity,0
",",",",s,,0
are,are,s,ReportingStates,0
acquainted,acquainted,s,,0
with,with,s,,0
long,long,s,SenseProperty,0
breaths,breaths,c,Motions,0
",",",",n,ReasonForward,0
for,for,c,ReasonForward,1
",",",",s,,0
I,i,s,FirstPer,0
warrant,warrant,s,CommonAuthorities,0
them,them,c,,0
",",",",s,,0
they,they,s,,0
may,may,s,Contingency,0
be,be,s,Contingency,1
smelt,smelt,s,SenseObject,0
far,far,s,SpaceRelation,0
enough,enough,s,SubjectivePercept,0
off,off,nnn,,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
my,my,s,FirstPer,0
Heaven,heaven,c,Positivity,0
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
take,take,s,Motions,0
off,off,s,Motions,1
your,your,s,DirectAddress,0
Zone,zone,c,AbstractConcepts,0
;,;,s,,0
shall,shall,s,ProjectAhead,0
Astronomia,astronomia,s,UNRECOGNIZED,0
be,be,s,ReportingStates,0
in,in,s,ReportingStates,1
girt,girt,s,SpaceRelation,0
with,with,n,Specifiers,0
a,a,s,Specifiers,1
Zone,zone,c,AbstractConcepts,0
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
Geographus,geographus,c,UNRECOGNIZED,0
?,?,s,Question,0
especially,especially,s,Specifiers,0
since,since,s,,0
all,all,s,SubjectivePercept,0
we,we,s,SubjectivePercept,1
Lovers,lovers,s,Positivity,0
live,live,s,,0
under,under,s,,0
Zona,zona,n,AbstractConcepts,0
torrida,torrida,nnn,UNRECOGNIZED,0
If,if,s,Contingency,0
it,it,s,Contingency,1
be,be,s,Contingency,2
So,so,s,Contingency,3
Sir,sir,c,PersonProperty,0
",",",",s,,0
then,then,s,Sequence,0
I,i,s,Sequence,1
pray,pray,s,Intensity,0
you,you,s,DirectAddress,0
keep,keep,s,DirectAddress,0
you,you,s,DirectAddress,1
there,there,s,,0
still,still,c,Updates,0
;,;,s,,0
for,for,s,,0
My,my,s,FirstPer,0
Zone,zone,c,AbstractConcepts,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,n,PredictedFuture,0
assure,assure,s,Reassure,0
you,you,c,Reassure,1
",",",",s,,0
as,as,s,SubjectiveTime,0
yet,yet,s,SubjectiveTime,1
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
Temperate,temperate,s,SubjectivePercept,0
one,one,c,Numbers,0
;,;,s,,0
pardon,pardon,s,DirectAddress,0
me,me,s,DirectAddress,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
Ungirt,ungirt,s,UNRECOGNIZED,0
Unblessed,unblessed,c,StandardsNeg,0
:,:,s,,0
if,if,s,Contingency,0
I,i,s,SelfDisclosure,0
am,am,n,SelfDisclosure,1
not,not,s,DenyDisclaim,0
Fast,fast,c,DenyDisclaim,1
",",",",s,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
Loose,loose,c,AbstractConcepts,0
",",",",s,,0
untie,untie,s,Motions,0
the,the,s,,0
Heavens,heavens,s,Positivity,0
and,and,s,,0
take,take,s,ReportingEvents,0
away,away,s,ReportingEvents,1
their,their,s,PersonPronoun,0
Zones,zones,c,AbstractConcepts,0
",",",",s,,0
we,we,s,Insist,0
should,should,n,Insist,1
have,have,s,Insist,2
brave,brave,s,StandardsPos,0
Skie-falling,skie-falling,nn,UNRECOGNIZED,0
Geog,geog,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
I,i,c,FirstPer,0
",",",",s,,0
and,and,s,,0
brave,brave,s,StandardsPos,0
Larke-catching,larke-catching,c,UNRECOGNIZED,0
",",",",s,,0
(,(,c,,0
pretty,pretty,s,SubjectivePercept,0
Bird,bird,c,SenseObject,0
),),s,,0
ah,ah,c,OralCues,0
!,!,s,,0
were,were,s,Contingency,0
they,they,s,Contingency,1
all,all,s,,0
such,such,s,Specifiers,0
as,as,n,Specifiers,1
Thee,thee,c,DirectAddress,0
",",",",s,,0
it,it,s,Insist,0
should,should,s,Insist,1
be,be,s,Insist,2
my,my,s,Autobio,0
First,first,s,Autobio,1
wish,wish,nnn,SubjectivePercept,0
I,i,s,FirstPer,0
perceive,perceive,s,PrivateThinking,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
then,then,s,Sequence,0
you,you,s,Sequence,1
Courtiers,courtiers,s,PersonProperty,0
are,are,s,ProjectAhead,0
ready,ready,s,ProjectAhead,1
to,to,s,ProjectAhead,2
take,take,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Maid,maid,s,PersonProperty,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Fall,fall,c,,0
;,;,n,OralCues,0
Well,well,s,OralCues,1
Sir,sir,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
let,let,s,SubjectivePercept,0
go,go,s,SubjectivePercept,1
your,your,s,DirectAddress,0
hand,hand,s,SenseObject,0
from,from,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
girdle,girdle,c,SenseObject,0
",",",",s,,0
he,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
has,has,s,,0
that,that,c,,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
have,have,s,Cause,0
me,me,n,Cause,1
and,and,s,Generalization,0
all,all,nnn,Generalization,1
With,with,s,Positivity,0
all,all,s,Positivity,1
my,my,s,Positivity,2
heart,heart,s,Positivity,3
(,(,c,,0
my,my,s,FirstPer,0
double,double,s,,0
soul,soul,c,Disclosure,0
),),s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
Already,already,s,Updates,0
trauel'd,trauel'd,s,UNRECOGNIZED,0
over,over,s,SpaceRelation,0
the,the,s,SpaceRelation,1
whole,whole,n,,0
Earth,earth,c,SpaceRelation,0
",",",",s,,0
and,and,s,,0
am,am,s,FirstPer,0
now,now,s,Immediacy,0
again,again,s,RecurringEvents,0
in,in,s,,0
Travel,travel,s,SceneShift,0
to,to,s,SceneShift,1
be,be,s,ReportingStates,0
Delivered,delivered,s,ReportingStates,0
of,of,s,ReportingStates,1
a,a,s,,0
second,second,s,Sequence,0
Attempt,attempt,c,ProjectAhead,0
",",",",s,,0
the,the,n,,0
Peregrination,peregrination,s,SceneShift,0
of,of,s,,0
the,the,s,,0
Heavens,heavens,c,Positivity,0
;,;,s,,0
which,which,s,,0
to,to,s,,0
effect,effect,c,Consequence,0
",",",",s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
expedite,expedite,s,StandardsPos,0
Course,course,c,AbstractConcepts,0
",",",",n,,0
then,then,s,TimeShift,0
to,to,s,TimeShift,1
have,have,s,ReportingEvents,0
Recourse,recourse,s,ReportingEvents,1
to,to,s,ReportingEvents,2
Astronomia,astronomia,nnn,UNRECOGNIZED,0
Pray,pray,s,Intensity,0
le,le,s,AbstractConcepts,0
be,be,c,ReportingStates,0
;,;,s,,0
be,be,s,ReportingStates,0
Modest,modest,s,SubjectivePercept,0
yet,yet,c,SubjectiveTime,0
;,;,s,SubjectiveTime,1
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
you,you,s,DirectAddress,0
will,will,s,Fear,0
force,force,s,Fear,1
me,me,s,Fear,2
to,to,s,,0
say,say,s,Citations,0
be,be,s,Disclosure,0
Honest,honest,c,Disclosure,1
",",",",s,,0
leave,leave,c,,0
",",",",n,,0
or,or,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
Cry,cry,nnn,Motions,0
I,i,c,FirstPer,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,FirstPer,0
Will,will,s,DirectAddress,0
make,make,s,DirectAddress,1
you,you,s,DirectAddress,2
Laugh,laugh,c,OralCues,0
.,.,nnn,OralCues,1
Nay,nay,c,OralCues,0
",",",",s,,0
pray,pray,s,Intensity,0
you,you,c,DirectAddress,0
",",",",s,,0
be,be,s,ReportingStates,0
not,not,s,DenyDisclaim,0
Elephantine,elephantine,c,SenseProperty,0
;,;,s,,0
I,i,s,FirstPer,0
suppose,suppose,s,DirectReasoning,0
you,you,s,DirectReasoning,1
have,have,s,ProjectBack,0
been,been,s,ProjectBack,1
in,in,s,,0
India,india,c,,0
",",",",s,,0
and,and,n,,0
pierce,pierce,s,Motions,0
the,the,s,,0
Phrase,phrase,nnn,LangRef,0
Nay,nay,c,OralCues,0
",",",",s,Resistance,0
but,but,s,Resistance,1
Nymph,nymph,c,SenseObject,0
",",",",s,,0
Will,will,s,PredictedFuture,0
Not,not,s,PredictedFuture,1
you,you,s,Sequence,0
then,then,c,Sequence,1
?,?,nnn,Question,0
Will,will,s,PredictedFuture,0
Not,not,s,PredictedFuture,1
I,i,c,FirstPer,0
?,?,s,Question,0
what,what,c,Question,0
?,?,nnn,Question,1
Be,be,s,ReportingStates,0
kind,kind,c,Positivity,0
.,.,nnn,,0
Be,be,s,ReportingStates,0
kind,kind,c,Positivity,0
?,?,s,Question,0
how,how,c,Question,0
?,?,nnn,Question,1
(,(,c,,0
The,the,s,,0
plague,plague,s,Negativity,0
of,of,s,,0
Lovers,lovers,c,Positivity,0
!,!,s,,0
crossing,crossing,s,SpaceRelation,0
in,in,s,,0
the,the,s,,0
point,point,c,AbstractConcepts,0
;,;,s,,0
Physica,physica,c,UNRECOGNIZED,0
),),s,,0
why,why,s,Question,0
be,be,s,ReportingStates,0
kind,kind,s,Positivity,0
as,as,s,TimeDuration,0
she,she,n,TimeDuration,1
has,has,s,ProjectBack,0
been,been,nnn,ProjectBack,1
Marry,marry,s,Positivity,0
--,--,nnn,,0
It,it,s,Contingency,0
may,may,s,Contingency,1
be,be,s,Contingency,2
she,she,s,PersonPronoun,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
consent,consent,c,CommonAuthorities,0
.,.,nnn,,0
O,o,s,LangRef,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
your,your,s,DirectAddress,0
apprehension,apprehension,s,Fear,0
it,it,s,,0
too,too,s,,0
nimble,nimble,c,Positivity,0
;,;,s,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
saying,saying,c,Citations,0
",",",",s,,0
marry,marry,s,Positivity,0
gracious,gracious,s,StandardsPos,0
are,are,s,ReportingStates,0
the,the,n,ReportingStates,1
Fates,fates,c,SubjectivePercept,0
",",",",s,,0
to,to,s,,0
deliver,deliver,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Maid,maid,s,PersonProperty,0
from,from,s,,0
the,the,s,,0
violence,violence,s,StandardsNeg,0
of,of,s,,0
a,a,s,,0
Rauisher,rauisher,nnn,UNRECOGNIZED,0
Nay,nay,c,OralCues,0
",",",",s,,0
good,good,s,,0
love,love,c,Positivity,0
",",",",s,,0
Venus,venus,s,UNRECOGNIZED,0
lipp'd,lipp'd,c,UNRECOGNIZED,0
),),s,,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
Wooers,wooers,s,Positivity,0
modest,modest,s,SubjectivePercept,0
kiss,kiss,c,Positivity,0
",",",",s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
but,but,s,Resistance,0
lent,lent,n,AbstractConcepts,0
till,till,s,Motions,0
the,the,s,Motions,1
next,next,s,Sequence,0
meeting,meeting,c,GenericEvents,0
:,:,s,,0
but,but,s,Resistance,0
farewell,farewell,c,SceneShift,0
",",",",s,,0
I,i,s,FirstPer,0
see,see,s,,0
thy,thy,s,DirectAddress,0
Mothers,mothers,s,PersonProperty,0
aged,aged,s,SenseProperty,0
brow,brow,s,SenseObject,0
wrinkled,wrinkled,n,SenseProperty,0
already,already,c,Updates,0
;,;,s,,0
and,and,s,,0
I,i,s,SelfDisclosure,0
had,had,s,SelfDisclosure,1
rather,rather,s,SelfDisclosure,2
again,again,s,RecurringEvents,0
undertake,undertake,s,ProjectAhead,0
my,my,s,FirstPer,0
performed,performed,s,ReportingEvents,0
journey,journey,s,SceneShift,0
about,about,s,,0
the,the,n,,0
World,world,c,AbstractConcepts,0
",",",",s,,0
then,then,s,,0
thou,thou,s,DirectAddress,0
should,should,s,Insist,0
be,be,s,ReportingStates,0
shent,shent,s,UNRECOGNIZED,0
for,for,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
;,;,s,,0
once,once,s,RecurringEvents,0
more,more,s,RecurringEvents,1
farewell,farewell,c,SceneShift,0
",",",",s,,0
Geographus,geographus,s,UNRECOGNIZED,0
his,his,n,PersonPronoun,0
Astronomia,astronomia,c,UNRECOGNIZED,0
.,.,nnn,,0
I,i,s,Insist,0
must,must,s,Insist,1
behave,behave,s,SubjectivePercept,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
now,now,s,Immediacy,0
as,as,s,,0
demurely,demurely,c,SubjectivePercept,0
",",",",s,,0
as,as,s,,0
a,a,s,,0
Gentlewoman,gentlewoman,s,PersonProperty,0
when,when,s,TimeShift,0
she,she,s,TimeShift,1
is,is,s,ReportingStates,0
eating,eating,s,ReportingEvents,0
an,an,n,SenseObject,0
Egg,egg,c,SenseObject,1
",",",",s,OralCues,0
well,well,s,OralCues,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
prevent,prevent,s,Resistance,0
her,her,c,Resistance,1
",",",",s,,0
and,and,s,,0
go,go,s,ReportingEvents,0
meet,meet,s,SpaceRelation,0
Her,her,c,SpaceRelation,1
",",",",s,,0
or,or,s,Contingency,0
else,else,s,Contingency,1
she,she,s,PersonPronoun,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
Meet,meet,s,SpaceRelation,0
with,with,n,SpaceRelation,1
Me,me,nnn,FirstPer,0
FOrsooth,forsooth,c,OralCues,0
",",",",s,,0
and,and,s,,0
',',c,,0
t,t,s,AbstractConcepts,0
please,please,s,Positivity,0
you,you,s,DirectAddress,0
--,--,nnn,,0
Who,who,s,ProjectBack,0
was,was,s,ProjectBack,1
that,that,c,,0
?,?,nnn,Question,0
And,and,s,,0
please,please,s,Positivity,0
you,you,s,DirectAddress,0
forsooth,forsooth,s,OralCues,0
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
--,--,nnn,,0
I,i,c,FirstPer,0
",",",",s,,0
