OPen,open,s,,0
of,of,s,,0
Safety,safety,c,StandardsPos,0
),),s,,0
wounds,wounds,s,Negativity,0
the,the,s,,0
World,world,c,AbstractConcepts,0
:,:,n,,0
And,and,s,,0
who,who,s,,0
but,but,s,Resistance,0
Rumor,rumor,c,In_Media,0
",",",",s,,0
who,who,s,,0
but,but,s,Resistance,0
only,only,s,SubjectivePercept,0
I,i,n,FirstPer,0
Make,make,s,ReportingEvents,0
fearful,fearful,s,Fear,0
Masters,masters,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
prepared,prepared,s,ReportingEvents,0
Defense,defense,c,AbstractConcepts,0
",",",",n,,0
Whilst,whilst,s,TimeDuration,0
the,the,s,,0
big,big,s,SubjectiveTime,0
year,year,c,SubjectiveTime,1
",",",",s,,0
swollen,swollen,s,SenseProperty,0
with,with,s,,0
some,some,s,Specifiers,0
other,other,s,Specifiers,1
griefs,griefs,c,,0
",",",",n,,0
Is,is,s,ReportingStates,0
thought,thought,s,PrivateThinking,0
with,with,s,AbstractConcepts,0
child,child,c,AbstractConcepts,1
",",",",s,,0
by,by,s,SpaceRelation,0
the,the,s,SpaceRelation,1
stern,stern,s,SpaceRelation,2
Tyrant,tyrant,c,Negative_Relation,0
",",",",s,,0
War,war,c,GenericEvents,0
",",",",n,,0
And,and,s,,0
no,no,s,DenyDisclaim,0
such,such,s,Intensity,0
matter,matter,c,AbstractConcepts,0
?,?,s,Question,0
Rumor,rumor,c,In_Media,0
",",",",s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
Pipe,pipe,n,SenseObject,0
Blown,blown,s,ReportingEvents,0
by,by,s,,0
Surmises,surmises,c,SubjectivePercept,0
*,*,s,,0
Ielousies,ielousies,c,UNRECOGNIZED,0
",",",",s,,0
Conjectures,conjectures,c,Curiosity,0
;,;,n,,0
And,and,s,,0
of,of,s,,0
so,so,s,Positivity,0
easy,easy,c,Positivity,1
",",",",s,ReasonForward,0
and,and,s,ReasonForward,1
so,so,s,ReasonForward,2
plain,plain,s,SenseProperty,0
a,a,s,SceneShift,0
stop,stop,c,SceneShift,1
",",",",n,,0
That,that,s,,0
the,the,s,SenseProperty,0
blunt,blunt,s,SenseProperty,1
Monster,monster,c,Negativity,0
",",",",s,,0
with,with,s,,0
vncounted,vncounted,s,UNRECOGNIZED,0
heads,heads,c,SenseObject,0
",",",",n,,0
The,the,s,SenseObject,0
still,still,s,SenseObject,1
discordant,discordant,c,Negative_Relation,0
",",",",s,,0
wavering,wavering,s,Uncertainty,0
Multitude,multitude,c,AbstractConcepts,0
",",",",n,,0
Can,can,s,Contingency,0
play,play,s,SubjectivePercept,0
upon,upon,s,SubjectivePercept,1
it,it,c,,0
.,.,s,Resistance,0
But,but,s,Resistance,1
what,what,s,,0
need,need,s,Insist,0
I,i,s,FirstPer,0
thus,thus,n,ReasonForward,0
My,my,s,FirstPer,0
well-knowne,well-knowne,s,UNRECOGNIZED,0
Body,body,s,SenseObject,0
to,to,s,,0
Anathomize,anathomize,n,UNRECOGNIZED,0
Among,among,s,,0
my,my,s,FirstPer,0
household,household,c,AbstractConcepts,0
?,?,s,Question,0
Why,why,s,Curiosity,0
is,is,s,Curiosity,1
Rumor,rumor,s,In_Media,0
here,here,c,SpaceRelation,0
?,?,n,Question,0
I,i,s,FirstPer,0
run,run,s,Sequence,0
before,before,s,Sequence,1
King,king,s,PersonProperty,0
Harries,harries,s,Negativity,0
victory,victory,c,Positivity,0
",",",",n,,0
Who,who,s,,0
in,in,s,,0
a,a,s,,0
bloody,bloody,s,Negativity,0
field,field,s,SenseObject,0
by,by,s,,0
Shrewsburie,shrewsburie,n,UNRECOGNIZED,0
Has,has,s,,0
beaten,beaten,s,Negativity,0
down,down,s,Negativity,1
young,young,s,SenseProperty,0
Hotspurre,hotspurre,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
his,his,s,PersonPronoun,0
Troops,troops,c,SenseObject,0
",",",",n,,0
Quenching,quenching,s,ReportingEvents,0
the,the,s,SenseObject,0
flame,flame,s,SenseObject,1
of,of,s,,0
bold,bold,s,Confidence,0
Rebellion,rebellion,c,Resistance,0
",",",",n,Resistance,0
Even,even,s,Resistance,1
with,with,s,Resistance,2
the,the,s,,0
Rebels,rebels,s,Resistance,0
blood,blood,c,SenseObject,0
.,.,s,Resistance,0
But,but,s,Resistance,1
what,what,s,,0
mean,mean,s,,0
I,i,n,FirstPer,0
To,to,s,,0
speak,speak,s,ReportingEvents,0
so,so,s,,0
true,true,s,StandardsPos,0
at,at,s,Sequence,0
first,first,c,Sequence,1
?,?,s,Question,0
My,my,s,FirstPer,0
Office,office,s,SenseObject,0
is,is,n,ProjectAhead,0
To,to,s,ProjectAhead,1
noise,noise,s,ReportingEvents,0
abroad,abroad,c,ReportingEvents,1
",",",",s,,0
that,that,s,,0
Harry,harry,s,PersonProperty,0
Monmouth,monmouth,s,UNRECOGNIZED,0
fell,fell,n,ReportingEvents,0
Under,under,s,ReportingEvents,1
the,the,s,,0
Wrath,wrath,s,Anger,0
of,of,s,,0
Noble,noble,s,StandardsPos,0
Hotspurres,hotspurres,s,UNRECOGNIZED,0
Sword,sword,c,SenseObject,0
:,:,n,,0
And,and,s,,0
that,that,s,,0
the,the,s,SenseObject,0
King,king,c,SenseObject,1
",",",",s,,0
before,before,s,Sequence,0
the,the,s,,0
Douglas,douglas,s,,0
Rage,rage,n,Anger,0
Stooped,stooped,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
Anointed,anointed,s,StandardsPos,0
head,head,c,SenseObject,0
",",",",s,,0
as,as,s,,0
low,low,s,AbstractConcepts,0
as,as,s,,0
death,death,c,Negativity,0
.,.,n,,0
This,this,s,,0
have,have,s,Question,0
I,i,s,Question,1
rumored,rumored,s,In_Media,0
through,through,s,,0
the,the,s,,0
peasant-Townes,peasant-townes,c,UNRECOGNIZED,0
",",",",n,,0
Between,between,s,,0
the,the,s,,0
Royal,royal,s,CommonAuthorities,0
Field,field,s,SenseObject,0
of,of,s,,0
Shrewsburie,shrewsburie,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
this,this,s,,0
Worme-eaten-Hole,worme-eaten-hole,s,UNRECOGNIZED,0
of,of,s,,0
ragged,ragged,s,SenseProperty,0
Stone,stone,c,SenseObject,0
.,.,n,Question,0
Where,where,s,Question,1
Hotspurres,hotspurres,s,UNRECOGNIZED,0
Father,father,c,PersonProperty,0
",",",",s,,0
old,old,s,SenseProperty,0
Northumberland,northumberland,c,UNRECOGNIZED,0
",",",",n,,0
Lies,lies,s,,0
crafty,crafty,s,StandardsPos,0
sick,sick,c,Negativity,0
.,.,s,,0
The,the,s,SenseObject,0
Posts,posts,s,SenseObject,1
come,come,s,ReportingEvents,0
tyring,tyring,s,UNRECOGNIZED,0
on,on,c,,0
",",",",n,,0
And,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
of,of,s,,0
them,them,s,,0
brings,brings,s,,0
other,other,s,Specifiers,0
news,news,n,Updates,0
Then,then,s,Sequence,0
they,they,s,Sequence,1
have,have,s,,0
learned,learned,s,ReportingStates,0
of,of,s,ReportingStates,1
Me,me,c,FirstPer,0
.,.,s,,0
From,from,s,,0
Rumors,rumors,s,In_Media,0
Tongues,tongues,c,SenseObject,0
",",",",n,,0
They,they,s,,0
bring,bring,s,,0
smooth-Comforts-false,smooth-comforts-false,c,UNRECOGNIZED,0
",",",",s,Negativity,0
worse,worse,s,Negativity,1
then,then,s,,0
True-wrongs,true-wrongs,c,UNRECOGNIZED,0
.,.,n,Question,0
Who,who,s,Question,1
keeps,keeps,s,TimeDuration,0
the,the,s,SenseObject,0
Gate,gate,s,SenseObject,1
here,here,s,SpaceRelation,0
ho^,ho^,c,UNRECOGNIZED,0
?,?,n,Question,0
Where,where,s,Question,0
is,is,s,Question,1
the,the,s,Question,2
Earl,earl,c,PersonProperty,0
?,?,nn,Question,0
What,what,s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
say,say,s,Citations,0
you,you,s,DirectAddress,0
are,are,c,DirectAddress,1
?,?,nnn,Question,0
Tell,tell,s,,0
thou,thou,s,DirectAddress,0
the,the,s,,0
Earl,earl,n,PersonProperty,0
That,that,s,,0
the,the,s,,0
Lord,lord,s,CommonAuthorities,0
Bardolfe,bardolfe,s,UNRECOGNIZED,0
does,does,s,ReportingEvents,0
attend,attend,s,SpaceRelation,0
him,him,s,SpaceRelation,1
here,here,c,SpaceRelation,0
.,.,nn,,0
His,his,s,CommonAuthorities,0
Lordship,lordship,s,CommonAuthorities,1
is,is,s,ReportingStates,0
walked,walked,s,ReportingEvents,0
forth,forth,s,SpaceRelation,0
into,into,s,Transformation,0
the,the,s,Transformation,1
Orchard,orchard,c,SenseObject,0
",",",",s,Request,0
Please,please,s,Request,1
it,it,s,,0
your,your,s,DirectAddress,0
Honor,honor,c,StandardsPos,0
",",",",s,,0
knock,knock,n,Motions,0
but,but,s,Resistance,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Gate,gate,c,SenseObject,0
",",",",s,,0
And,and,s,,0
he,he,s,PersonPronoun,0
himself,himself,s,PersonPronoun,0
will,will,s,PredictedFuture,0
answer,answer,nn,Specifiers,0
Here,here,s,Immediacy,0
comes,comes,s,Immediacy,1
the,the,s,Immediacy,2
Earl,earl,c,PersonProperty,0
.,.,nnn,Question,0
What,what,s,Question,1
news,news,s,Updates,0
Lord,lord,s,CommonAuthorities,0
Bardolfe,bardolfe,c,UNRECOGNIZED,0
?,?,s,Question,0
Every,every,s,Generalization,0
minute,minute,s,,0
now,now,n,Immediacy,0
Should,should,s,Insist,0
be,be,s,Insist,1
the,the,s,Insist,2
Father,father,s,PersonProperty,0
of,of,s,PersonProperty,1
some,some,s,Uncertainty,0
Stratagem,stratagem,c,AbstractConcepts,0
;,;,n,,0
The,the,s,TimeDuration,0
Times,times,s,TimeDuration,1
are,are,s,SenseProperty,0
wild,wild,c,SenseProperty,1
:,:,s,,0
Contention,contention,s,Resistance,0
(,(,c,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Horse,horse,n,SenseObject,0
Full,full,s,Specifiers,0
of,of,s,Specifiers,1
high,high,s,,0
Feeding,feeding,c,Motions,0
),),s,,0
madly,madly,s,Intensity,0
has,has,s,,0
broke,broke,s,Transformation,0
loose,loose,c,Transformation,1
",",",",n,,0
And,and,s,,0
bears,bears,s,Motions,0
down,down,s,Motions,1
all,all,s,,0
before,before,s,SpaceRelation,0
him,him,c,SpaceRelation,1
.,.,nn,,0
Noble,noble,s,StandardsPos,0
Earl,earl,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
bring,bring,s,DirectAddress,0
you,you,s,DirectAddress,1
certain,certain,s,Confidence,0
news,news,s,Updates,0
from,from,s,Updates,1
Shrewsbury,shrewsbury,c,UNRECOGNIZED,0
.,.,nn,,0
Good,good,c,,0
",",",",s,,0
and,and,s,,0
heaven,heaven,s,Positivity,0
will,will,c,PredictedFuture,0
.,.,nnn,,0
As,as,s,Comparison,0
good,good,s,Comparison,1
as,as,s,Comparison,2
heart,heart,s,SenseObject,0
can,can,s,Contingency,0
wish,wish,c,SubjectivePercept,0
:,:,n,,0
The,the,s,SenseObject,0
King,king,s,SenseObject,1
is,is,s,ReportingStates,0
almost,almost,s,SubjectivePercept,0
wounded,wounded,s,ReportingEvents,0
to,to,s,Negativity,0
the,the,s,Negativity,1
death,death,c,Negativity,2
:,:,n,,0
And,and,s,,0
in,in,s,,0
the,the,s,Positivity,0
Fortune,fortune,s,Positivity,1
of,of,s,,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
your,your,s,DirectAddress,0
Son,son,c,PersonProperty,0
",",",",n,,0
Prince,prince,s,PersonProperty,0
Harrie,harrie,s,UNRECOGNIZED,0
slain,slain,s,ReportingEvents,0
outright,outright,c,Intensity,0
:,:,s,,0
and,and,s,,0
both,both,s,Metadiscourse,0
the,the,s,Metadiscourse,1
Blunts,blunts,c,SubjectivePercept,0
.,.,n,,0
Killed,killed,s,ReportingEvents,0
by,by,s,Cause,0
the,the,s,Cause,1
hand,hand,s,Cause,2
of,of,s,Cause,3
Douglas,douglas,c,,0
.,.,s,,0
Young,young,s,SenseProperty,0
Prince,prince,s,PersonProperty,0
John,john,c,PersonProperty,0
",",",",n,,0
And,and,s,,0
Westmerland,westmerland,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
Stafford,stafford,c,UNRECOGNIZED,0
",",",",s,,0
fled,fled,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
Field,field,c,SenseObject,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
Harrie,harrie,s,UNRECOGNIZED,0
Monmouth's,monmouth's,s,UNRECOGNIZED,0
Brawne,brawne,s,UNRECOGNIZED,0
(,(,c,,0
the,the,s,,0
Hulke,hulke,s,UNRECOGNIZED,0
Sir,sir,s,PersonProperty,0
John,john,c,PersonProperty,0
),),n,,0
Is,is,s,ReportingStates,0
prisoner,prisoner,s,Negativity,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Son,son,c,PersonProperty,0
.,.,s,,0
O,o,c,LangRef,0
",",",",s,,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Day,day,c,TimeDuration,0
",",",",n,,0
(,(,c,,0
So,so,s,,0
fought,fought,c,ReportingStates,0
",",",",s,ReportingStates,1
so,so,s,,0
followed,followed,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,ReasonForward,0
so,so,s,ReasonForward,1
fairly,fairly,s,StandardsPos,0
won,won,c,Positivity,0
),),n,,0
Came,came,s,ReportingEvents,0
not,not,c,DenyDisclaim,0
",",",",s,,0
till,till,s,Immediacy,0
now,now,c,Immediacy,1
",",",",s,,0
to,to,s,,0
dignifie,dignifie,s,UNRECOGNIZED,0
the,the,s,TimeDuration,0
Times,times,n,TimeDuration,1
Since,since,s,,0
Caesar's,caesar's,s,UNRECOGNIZED,0
Fortunes,fortunes,c,ProjectAhead,0
.,.,nn,Question,0
How,how,s,Question,1
is,is,s,Question,2
this,this,s,,0
derived,derived,c,ReportingEvents,0
?,?,n,Question,0
Saw,saw,s,DirectAddress,0
you,you,s,DirectAddress,1
the,the,s,,0
Field,field,c,SenseObject,0
?,?,s,Question,0
Came,came,s,ReportingEvents,0
you,you,s,DirectAddress,0
from,from,s,,0
Shrewsbury,shrewsbury,c,UNRECOGNIZED,0
?,?,nn,Question,0
I,i,s,FirstPer,0
spoke,spoke,s,SpaceRelation,0
with,with,s,SpaceRelation,1
one,one,s,Numbers,0
(,(,c,,0
my,my,s,FirstPer,0
L,l,c,AbstractConcepts,0
.,.,c,AbstractConcepts,1
),),s,,0
that,that,s,,0
came,came,s,Transformation,0
from,from,s,Transformation,1
thence,thence,c,ProjectAhead,0
",",",",n,,0
A,a,s,PersonProperty,0
Gentleman,gentleman,s,PersonProperty,1
well,well,s,SenseObject,0
bred,bred,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
of,of,s,,0
good,good,s,StandardsPos,0
name,name,c,StandardsPos,1
",",",",n,,0
That,that,s,,0
freely,freely,s,Disclosure,0
rendered,rendered,s,ReportingEvents,0
me,me,s,FirstPer,0
these,these,s,Immediacy,0
news,news,s,Updates,0
for,for,s,,0
true,true,c,StandardsPos,0
.,.,nn,SpaceRelation,0
Here,here,s,SpaceRelation,1
comes,comes,s,ReportingEvents,0
my,my,s,FirstPer,0
Servant,servant,s,PersonProperty,0
Trauers,trauers,c,UNRECOGNIZED,0
",",",",s,,0
whom,whom,s,PersonPronoun,0
I,i,s,FirstPer,0
sent,sent,s,ReportingEvents,0
On,on,s,TimeDate,0
Tuesday,tuesday,s,TimeDate,1
last,last,c,Sequence,0
",",",",s,,0
to,to,s,,0
listen,listen,s,ReportingEvents,0
after,after,n,Sequence,0
News,news,nn,Updates,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
I,i,s,FirstPer,0
ouer-rod,ouer-rod,s,UNRECOGNIZED,0
him,him,s,PersonPronoun,0
on,on,s,SceneShift,0
the,the,s,SceneShift,1
way,way,c,SceneShift,2
",",",",n,,0
And,and,s,,0
he,he,s,Updates,0
is,is,s,Updates,1
furnished,furnished,s,ReportingEvents,0
with,with,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
certainties,certainties,c,Confidence,0
",",",",n,,0
More,more,s,Comparison,0
then,then,s,Sequence,0
he,he,s,Sequence,1
(,(,c,,0
happily,happily,c,Positivity,0
),),s,,0
may,may,s,Contingency,0
retaile,retaile,s,UNRECOGNIZED,0
from,from,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
.,.,nn,,0
Now,now,s,Immediacy,0
Trauers,trauers,c,UNRECOGNIZED,0
",",",",s,,0
what,what,s,Question,0
good,good,s,Question,1
tidings,tidings,s,AbstractConcepts,0
comes,comes,s,Transformation,0
from,from,s,Transformation,1
you,you,c,DirectAddress,0
?,?,nn,Question,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
Sir,sir,s,PersonProperty,0
John,john,s,PersonProperty,0
Vmfreuill,vmfreuill,s,UNRECOGNIZED,0
turned,turned,s,ReportingEvents,0
me,me,s,FirstPer,0
back,back,n,,0
With,with,s,,0
joyful,joyful,s,Positivity,0
tidings,tidings,c,AbstractConcepts,0
;,;,s,,0
and,and,s,,0
(,(,c,,0
being,being,s,ReportingStates,0
better,better,s,Comparison,0
horsed,horsed,c,ReportingEvents,0
),),n,,0
Out-rod,out-rod,s,UNRECOGNIZED,0
me,me,c,FirstPer,0
.,.,s,,0
After,after,s,Sequence,0
him,him,c,PersonPronoun,0
",",",",s,,0
came,came,s,ReportingEvents,0
spurring,spurring,s,Motions,0
head,head,n,SenseObject,0
A,a,s,PersonProperty,0
Gentleman,gentleman,s,PersonProperty,1
(,(,c,,0
almost,almost,s,SubjectivePercept,0
fore-spent,fore-spent,s,UNRECOGNIZED,0
with,with,s,AbstractConcepts,0
speed,speed,c,AbstractConcepts,1
),),n,,0
That,that,s,,0
stopped,stopped,s,SpaceRelation,0
by,by,s,SpaceRelation,1
me,me,c,FirstPer,0
",",",",s,,0
to,to,s,,0
breath,breath,s,SenseObject,0
his,his,s,PersonPronoun,0
bloodied,bloodied,s,Negative_Relation,0
horse,horse,c,SenseObject,0
.,.,n,,0
He,he,s,PersonPronoun,0
asked,asked,s,,0
the,the,s,SpaceRelation,0
way,way,s,SpaceRelation,1
to,to,s,SpaceRelation,2
Chester,chester,c,,0
:,:,s,,0
And,and,s,,0
of,of,s,,0
him,him,n,PersonPronoun,0
I,i,s,FirstPer,0
did,did,s,ReportingEvents,0
demand,demand,s,Intensity,0
what,what,s,,0
News,news,s,Updates,0
from,from,s,Updates,1
Shrewsbury,shrewsbury,c,UNRECOGNIZED,0
:,:,n,,0
He,he,s,PersonPronoun,0
told,told,s,Citations,0
me,me,c,Citations,1
",",",",s,,0
that,that,s,,0
Rebellion,rebellion,s,Resistance,0
had,had,s,ProjectBack,0
ill,ill,s,StandardsNeg,0
luck,luck,c,StandardsNeg,1
",",",",n,,0
And,and,s,,0
that,that,s,,0
young,young,s,SenseProperty,0
Harry,harry,s,PersonProperty,0
Percies,percies,s,UNRECOGNIZED,0
Spur,spur,s,SenseObject,0
was,was,s,ProjectBack,0
cold,cold,c,SenseProperty,0
.,.,n,,0
With,with,s,Specifiers,0
that,that,s,Specifiers,1
he,he,s,PersonPronoun,0
gave,gave,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
able,able,s,StandardsPos,0
Horse,horse,s,SenseObject,0
the,the,s,SenseObject,0
head,head,c,SenseObject,1
",",",",n,,0
And,and,s,,0
bending,bending,s,SpaceRelation,0
forwards,forwards,s,ReportingEvents,0
struck,struck,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
able,able,s,StandardsPos,0
heels,heels,n,SenseObject,0
Against,against,s,Resistance,0
the,the,s,Resistance,1
panting,panting,s,Motions,0
sides,sides,s,AbstractConcepts,0
of,of,s,,0
his,his,s,PersonPronoun,0
poor,poor,s,Negativity,0
Jade,jade,n,SenseObject,0
Up,up,s,SpaceRelation,0
to,to,s,SpaceRelation,1
the,the,s,SpaceRelation,2
Rowell,rowell,s,UNRECOGNIZED,0
head,head,c,SenseObject,0
",",",",s,,0
and,and,s,Sequence,0
starting,starting,s,Sequence,1
so,so,c,AbstractConcepts,0
",",",",n,AbstractConcepts,1
He,he,s,Neutral_Attribution,0
seemed,seemed,s,Neutral_Attribution,1
in,in,s,,0
running,running,c,Motions,0
",",",",s,,0
to,to,s,,0
devour,devour,s,Motions,0
the,the,s,Specifiers,0
way,way,c,Specifiers,1
",",",",n,,0
Staying,staying,s,TimeDuration,0
no,no,s,Updates,0
longer,longer,s,Updates,1
question,question,c,AbstractConcepts,0
.,.,nn,,0
Ha,ha,c,OralCues,0
?,?,s,Question,0
Again,again,c,RecurringEvents,0
:,:,n,,0
Said,said,s,Citations,0
he,he,s,PersonPronoun,0
young,young,s,SenseProperty,0
Harrie,harrie,s,UNRECOGNIZED,0
Percyes,percyes,s,UNRECOGNIZED,0
Spur,spur,s,SenseObject,0
was,was,s,ProjectBack,0
cold,cold,c,SenseProperty,0
?,?,n,Question,0
(,(,c,,0
Of,of,s,,0
Hot-Spurre,hot-spurre,c,UNRECOGNIZED,0
",",",",s,,0
cold-Spurre,cold-spurre,c,UNRECOGNIZED,0
?,?,c,Question,0
),),s,,0
that,that,s,,0
Rebellion,rebellion,c,Resistance,0
",",",",n,,0
Had,had,s,ProjectBack,0
met,met,s,ReportingEvents,0
ill,ill,s,StandardsNeg,0
luck,luck,c,StandardsNeg,1
?,?,nn,Question,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
:,:,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
what,what,c,,0
",",",",n,,0
If,if,s,Contingency,0
my,my,s,FirstPer,0
young,young,s,SenseProperty,0
Lord,lord,s,CommonAuthorities,0
your,your,s,DirectAddress,0
Son,son,c,PersonProperty,0
",",",",s,,0
have,have,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
the,the,s,TimeDuration,0
day,day,c,TimeDuration,1
",",",",n,,0
Upon,upon,s,,0
mine,mine,s,FirstPer,0
Honor,honor,c,StandardsPos,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
a,a,s,,0
silken,silken,s,SenseProperty,0
point,point,n,AbstractConcepts,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
give,give,s,,0
my,my,s,FirstPer,0
Barony,barony,c,AbstractConcepts,0
.,.,s,Imperative,0
Never,never,s,Imperative,1
talk,talk,s,Citations,0
of,of,s,Citations,1
it,it,c,,0
.,.,nn,Question,0
Why,why,s,Question,1
should,should,s,Insist,0
the,the,s,PersonProperty,0
Gentleman,gentleman,s,PersonProperty,1
that,that,s,,0
rode,rode,s,ReportingEvents,0
by,by,s,,0
Trauers,trauers,n,UNRECOGNIZED,0
Give,give,s,,0
then,then,s,,0
such,such,s,Intensity,0
instances,instances,s,Example,0
of,of,s,Example,1
Loss,loss,c,Negativity,0
?,?,nn,Question,0
Who,who,c,,0
",",",",s,,0
he,he,c,PersonPronoun,0
?,?,n,Question,0
He,he,s,PersonPronoun,0
was,was,s,ProjectBack,0
some,some,s,Uncertainty,0
hielding,hielding,s,SpaceRelation,0
Fellow,fellow,c,PersonProperty,0
",",",",s,,0
that,that,s,ProjectBack,0
had,had,s,ProjectBack,1
stolen,stolen,n,Negativity,0
The,the,s,SenseObject,0
Horse,horse,s,SenseObject,1
he,he,s,PersonPronoun,0
rode-on,rode-on,c,UNRECOGNIZED,0
:,:,s,,0
and,and,s,,0
upon,upon,s,,0
my,my,s,Autobio,0
life,life,n,Autobio,1
Speak,speak,s,SpaceRelation,0
at,at,s,SpaceRelation,1
adventure,adventure,c,SceneShift,0
.,.,s,DirectAddress,0
Look,look,c,DirectAddress,1
",",",",s,DirectAddress,2
here,here,s,Immediacy,0
comes,comes,s,Immediacy,1
more,more,s,Comparison,0
News,news,c,Updates,0
.,.,nn,,0
Yea,yea,c,OralCues,0
",",",",s,OralCues,1
this,this,s,,0
man's,man's,s,PersonProperty,0
brow,brow,c,SenseObject,0
",",",",s,,0
like,like,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
a,a,s,,0
Title-leafe,title-leafe,c,UNRECOGNIZED,0
",",",",n,,0
Fore-tels,fore-tels,s,UNRECOGNIZED,0
the,the,s,Specifiers,0
Nature,nature,s,Specifiers,1
of,of,s,Specifiers,2
a,a,s,Negativity,0
Tragic,tragic,s,Negativity,1
Volume,volume,c,SenseObject,0
:,:,n,,0
So,so,s,,0
looks,looks,s,ReportingEvents,0
the,the,s,,0
Strond,strond,c,UNRECOGNIZED,0
",",",",s,,0
when,when,s,,0
the,the,s,,0
Imperious,imperious,s,StandardsNeg,0
Flood,flood,n,Motions,0
Has,has,s,,0
left,left,s,ReportingEvents,0
a,a,s,ReportingEvents,1
witnest,witnest,s,UNRECOGNIZED,0
Usurpation,usurpation,c,StandardsNeg,0
.,.,n,Imperative,0
Say,say,s,Imperative,1
Morton,morton,c,UNRECOGNIZED,0
",",",",s,,0
