LOrd,lord,c,CommonAuthorities,0
the,the,s,SubjectivePercept,0
bare,bare,s,SubjectivePercept,1
Bench,bench,c,SenseObject,0
",",",",s,,0
and,and,s,,0
dares,dares,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
venture,venture,s,Contingency,0
in,in,c,Contingency,1
:,:,n,,0
But,but,s,Resistance,0
manages,manages,s,ReportingEvents,0
her,her,s,ReportingEvents,1
last,last,s,Sequence,0
Half,half,s,SenseObject,0
crown,crown,s,SenseObject,1
with,with,s,StandardsPos,0
care,care,c,StandardsPos,1
",",",",n,,0
And,and,s,,0
trudges,trudges,s,SceneShift,0
to,to,s,SceneShift,1
the,the,s,,0
Mall,mall,c,SenseObject,0
",",",",s,,0
on,on,s,Motions,0
foot,foot,c,Motions,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
Air,air,c,ReportingEvents,0
.,.,n,,0
Our,our,s,Inclusive,0
City,city,s,Inclusive,1
Friends,friends,s,StandardsPos,0
so,so,s,Updates,0
far,far,s,Updates,1
will,will,s,PredictedFuture,0
hardly,hardly,s,DenyDisclaim,0
come,come,c,DirectAddress,0
",",",",n,DirectAddress,1
They,they,s,Contingency,0
can,can,s,Contingency,1
take,take,s,Sequence,0
up,up,s,Sequence,1
with,with,s,Sequence,2
Pleasures,pleasures,s,Positivity,0
nearer,nearer,s,SpaceRelation,0
home,home,c,SpaceRelation,0
;,;,n,,0
And,and,s,,0
see,see,s,,0
gay,gay,s,PersonProperty,0
Shows,shows,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
gaudy,gaudy,s,Negativity,0
Scenes,scenes,s,AbstractConcepts,0
elsewhere,elsewhere,c,SpaceRelation,0
:,:,n,,0
For,for,s,,0
we,we,s,,0
presume,presume,s,ReasonForward,0
they,they,s,,0
seldom,seldom,s,Exceptions,0
come,come,s,ReportingEvents,0
to,to,s,,0
hear,hear,c,SpaceRelation,0
.,.,n,Resistance,0
But,but,s,Resistance,1
they,they,s,,0
have,have,s,Updates,0
now,now,s,Updates,1
ta'n,ta'n,s,UNRECOGNIZED,0
up,up,s,,0
a,a,s,,0
glorious,glorious,s,Positivity,0
Trade,trade,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
cutting,cutting,s,,0
Moorcraft,moorcraft,c,UNRECOGNIZED,0
",",",",s,,0
struts,struts,s,Motions,0
in,in,s,,0
Masquerade,masquerade,c,SubjectivePercept,0
.,.,n,ReportingStates,0
There,there,s,ReportingStates,1
Is,is,s,ReportingStates,2
all,all,s,Inclusive,0
our,our,s,Inclusive,1
hope,hope,c,Positivity,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
we,we,s,ReasonForward,2
shall,shall,s,ProjectAhead,0
show,show,s,ReportingEvents,0
to,to,s,,0
day,day,c,TimeDuration,0
",",",",n,,0
A,a,s,,0
Masquing,masquing,s,UNRECOGNIZED,0
Ball,ball,c,SenseObject,0
",",",",s,,0
to,to,s,,0
recommend,recommend,s,Positivity,0
our,our,s,Inclusive,0
Play,play,c,ReportingEvents,0
:,:,n,,0
Nay,nay,c,OralCues,0
",",",",s,,0
to,to,s,Positivity,0
endear,endear,s,Positivity,1
',',c,,0
em,em,s,SpaceRelation,0
more,more,c,Comparison,0
",",",",s,,0
and,and,s,,0
let,let,s,ReportingEvents,0
',',c,,0
em,em,s,SpaceRelation,0
see,see,c,,0
",",",",n,,0
We,we,s,,0
scorn,scorn,s,Negative_Relation,0
to,to,s,Negative_Relation,1
come,come,s,Motions,0
behind,behind,s,Motions,1
in,in,s,,0
Courtesy,courtesy,c,Positivity,0
",",",",n,,0
We'll,we'll,s,ProjectAhead,0
follow,follow,s,,0
the,the,s,Updates,0
new,new,s,Updates,1
Mode,mode,s,AbstractConcepts,0
which,which,s,,0
they,they,s,,0
begin,begin,c,Sequence,0
",",",",n,,0
And,and,s,,0
treat,treat,s,ReportingEvents,0
',',c,,0
em,em,s,SpaceRelation,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
Room,room,c,SenseObject,0
",",",",s,,0
and,and,s,,0
Couch,couch,s,SenseObject,0
within,within,c,,0
:,:,n,,0
For,for,s,ReasonBackward,0
that,that,s,ReasonBackward,1
is,is,s,ReasonBackward,2
one,one,s,Numbers,0
way,way,c,AbstractConcepts,0
",",",",s,,0
how,how,s,,0
e're,e're,s,SubjectivePercept,0
the,the,s,LangRef,0
Play,play,s,LangRef,1
fall,fall,s,Negativity,0
short,short,c,Negativity,1
",",",",n,,0
TO,to,s,,0
oblige,oblige,s,Responsibility,0
the,the,s,,0
Town,town,c,SpaceRelation,0
",",",",s,,0
the,the,s,,0
City,city,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
the,the,s,CommonAuthorities,0
Court,court,c,CommonAuthorities,1
.,.,nn,,0
BEliza,beliza,c,UNRECOGNIZED,0
",",",",s,,0
bring,bring,s,,0
the,the,s,,0
Lute,lute,s,SenseObject,0
into,into,s,,0
this,this,s,,0
Arbor,arbor,c,SenseObject,0
",",",",s,,0
the,the,s,,0
Walks,walks,s,Motions,0
are,are,s,ReportingStates,0
empty,empty,c,SenseProperty,0
:,:,s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
try,try,s,SelfDisclosure,2
the,the,n,,0
Song,song,s,SenseObject,0
the,the,s,,0
Princess,princess,s,PersonProperty,0
Amalthea,amalthea,s,SenseObject,0
bad,bad,s,Negativity,0
me,me,s,FirstPer,0
learn,learn,nn,,0
WHy,why,s,Question,0
should,should,s,Insist,0
a,a,s,,0
foolish,foolish,s,Negativity,0
Marriage,marriage,s,StandardsPos,0
Vow,vow,n,StandardsPos,1
Which,which,s,,0
long,long,s,ProjectBack,0
ago,ago,s,ProjectBack,1
was,was,s,ProjectBack,0
made,made,c,ReportingStates,0
",",",",n,ReportingStates,1
Oblige,oblige,s,Responsibility,0
us,us,s,Inclusive,0
to,to,s,Specifiers,0
each,each,s,Specifiers,1
other,other,s,Specifiers,0
now,now,n,Immediacy,0
When,when,s,,0
Passion,passion,s,SubjectivePercept,0
is,is,s,ReportingStates,0
decayed,decayed,c,SenseProperty,0
?,?,n,Question,0
We,we,s,,0
loved,loved,c,Positivity,0
",",",",s,,0
and,and,s,,0
we,we,s,,0
loved,loved,c,Positivity,0
",",",",s,,0
as,as,s,TimeDuration,0
long,long,s,TimeDuration,1
as,as,s,TimeDuration,2
we,we,s,Contingency,0
could,could,c,Contingency,1
",",",",n,,0
Till,till,s,AbstractConcepts,0
our,our,s,Inclusive,0
love,love,s,Positivity,0
was,was,s,ProjectBack,0
loved,loved,s,Positivity,0
out,out,s,,0
in,in,s,,0
us,us,s,Inclusive,0
both,both,c,,0
:,:,n,,0
But,but,s,Resistance,0
our,our,s,Inclusive,0
Marriage,marriage,s,Inclusive,1
is,is,s,ReportingStates,0
dead,dead,c,Negativity,0
",",",",s,,0
when,when,s,,0
the,the,s,,0
Pleasure,pleasure,s,Positivity,0
is,is,s,ReportingStates,0
fled,fled,c,ReportingEvents,0
:,:,n,,0
',',c,,0
Twas,twas,s,ProjectBack,0
Pleasure,pleasure,s,Positivity,0
first,first,s,Sequence,0
made,made,s,ReportingEvents,0
it,it,s,ReportingEvents,1
an,an,s,ReportingEvents,2
Oath,oath,c,CommonAuthorities,0
.,.,n,,0
If,if,s,Contingency,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
Pleasures,pleasures,s,Positivity,0
for,for,s,,0
a,a,s,Positivity,0
Friend,friend,c,Positivity,1
",",",",n,,0
And,and,s,,0
farther,farther,s,SpaceRelation,0
love,love,s,Positivity,0
in,in,s,ProjectAhead,0
store,store,c,ProjectAhead,1
",",",",n,,0
What,what,s,,0
wrong,wrong,s,StandardsNeg,0
has,has,s,,0
he,he,s,PersonPronoun,0
whose,whose,s,PersonPronoun,0
joys,joys,s,Positivity,0
did,did,s,ReportingEvents,0
end,end,c,Sequence,0
",",",",n,,0
And,and,s,,0
who,who,s,,0
could,could,s,Contingency,0
give,give,s,,0
no,no,s,DenyDisclaim,0
more,more,c,DenyDisclaim,1
?,?,n,Question,0
It,it,s,,0
Is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
madness,madness,s,Negativity,0
that,that,s,,0
he,he,n,Insist,0
Should,should,s,Insist,1
be,be,s,ReportingStates,0
jealous,jealous,s,Negative_Relation,0
of,of,s,,0
me,me,c,FirstPer,0
",",",",n,,0
Or,or,s,,0
that,that,s,Insist,0
I,i,s,Insist,1
should,should,s,Insist,2
bar,bar,s,Negativity,0
him,him,s,Negativity,1
of,of,s,,0
another,another,c,Specifiers,0
:,:,n,,0
For,for,s,Inclusive,0
all,all,s,Inclusive,1
we,we,s,Inclusive,2
can,can,s,Contingency,0
gain,gain,c,,0
",",",",n,,0
Is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
give,give,s,,0
our,our,s,Inclusive,0
selves,selves,s,SubjectivePercept,0
pain,pain,c,Negativity,0
",",",",n,,0
When,when,s,,0
neither,neither,s,DenyDisclaim,0
can,can,s,Contingency,0
hinder,hinder,s,Resistance,0
the,the,s,Specifiers,0
other,other,c,Specifiers,1
.,.,nn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
a,a,s,PersonProperty,0
Stranger,stranger,c,PersonProperty,1
.,.,nnn,,0
I,i,s,FirstPer,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
think,think,s,ProjectAhead,0
to,to,s,ProjectAhead,1
have,have,s,Updates,0
had,had,s,Updates,1
witnesses,witnesses,s,PersonProperty,0
of,of,s,,0
my,my,s,FirstPer,0
bad,bad,s,Negativity,0
singing,singing,c,Motions,0
.,.,nnn,,0
If,if,s,Contingency,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
erred,erred,c,StandardsNeg,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
I,i,s,DirectAddress,0
hope,hope,s,DirectAddress,1
you,you,s,DirectAddress,2
will,will,s,PredictedFuture,0
pardon,pardon,s,Positivity,0
the,the,s,,0
curiosity,curiosity,s,Curiosity,0
of,of,s,,0
a,a,s,PersonProperty,0
Stranger,stranger,c,PersonProperty,1
;,;,s,,0
for,for,s,,0
I,i,n,FirstPer,0
may,may,s,Contingency,0
well,well,s,Contingency,1
call,call,s,ReportingEvents,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
after,after,s,TimeDuration,0
five,five,s,TimeDuration,1
years,years,s,TimeDuration,2
absence,absence,s,Negativity,0
from,from,s,,0
the,the,s,CommonAuthorities,0
Court,court,c,CommonAuthorities,1
:,:,s,,0
But,but,s,Resistance,0
you,you,s,DirectAddress,0
have,have,n,DirectAddress,1
freed,freed,s,StandardsPos,0
me,me,s,StandardsPos,1
from,from,s,StandardsPos,2
one,one,s,Numbers,0
error,error,nnn,StandardsNeg,0
What,what,s,Question,0
Is,is,s,Question,1
that,that,c,,0
",",",",s,,0
I,i,s,Insist,0
beseech,beseech,s,Insist,1
you,you,c,DirectAddress,0
?,?,nnn,Question,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
good,good,s,,0
voices,voices,c,SenseObject,0
",",",",s,,0
and,and,s,,0
ill,ill,s,Negativity,0
faces,faces,c,SenseObject,0
",",",",s,,0
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
inseparable,inseparable,c,AbstractConcepts,0
;,;,s,,0
and,and,s,,0
that,that,s,Specifiers,0
to,to,s,Specifiers,1
be,be,n,Specifiers,2
fair,fair,s,StandardsPos,0
and,and,s,,0
sing,sing,s,Motions,0
well,well,c,OralCues,0
",",",",s,OralCues,1
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
only,only,s,SubjectivePercept,0
the,the,s,SubjectivePercept,1
privilege,privilege,s,SubjectivePercept,0
of,of,s,,0
Angels,angels,nnn,SenseObject,0
And,and,s,,0
how,how,s,OpenQuery,0
many,many,s,OpenQuery,1
more,more,s,Comparison,0
of,of,s,,0
these,these,s,Immediacy,0
fine,fine,s,Positivity,0
things,things,s,Uncertainty,0
can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
say,say,s,DialogCues,0
to,to,s,DialogCues,1
me,me,c,FirstPer,0
?,?,nnn,Question,0
Very,very,s,Intensity,0
few,few,c,SubjectivePercept,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
if,if,s,Contingency,0
I,i,s,Insist,0
should,should,s,Insist,1
continue,continue,s,TimeDuration,0
to,to,s,TimeDuration,1
see,see,s,DirectAddress,0
you,you,s,DirectAddress,1
some,some,s,TimeDuration,0
hours,hours,s,TimeDuration,1
longer,longer,c,Comparison,0
:,:,s,,0
You,you,n,DirectAddress,0
look,look,s,DirectAddress,1
so,so,s,,0
killingly,killingly,c,Negativity,0
",",",",s,,0
that,that,s,Insist,0
I,i,s,Insist,1
should,should,s,Insist,2
be,be,s,ReportingStates,0
mute,mute,s,SenseProperty,0
with,with,s,Curiosity,0
wonder,wonder,nnn,Curiosity,1
This,this,s,PredictedFuture,0
will,will,s,PredictedFuture,1
not,not,s,DenyDisclaim,0
give,give,s,DenyDisclaim,1
you,you,s,DirectAddress,0
the,the,s,CommonAuthorities,0
reputation,reputation,s,CommonAuthorities,1
of,of,s,CommonAuthorities,2
a,a,s,,0
Wit,wit,s,StandardsPos,0
with,with,s,,0
me,me,c,FirstPer,0
:,:,s,,0
you,you,s,DirectAddress,0
traveling,traveling,n,Motions,0
Monsieurs,monsieurs,s,PersonProperty,0
live,live,s,Biographical_Time,0
upon,upon,s,Biographical_Time,1
the,the,s,,0
stock,stock,s,AbstractConcepts,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
got,got,s,SceneShift,0
abroad,abroad,c,SceneShift,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
the,the,s,,0
first,first,s,Sequence,0
day,day,s,TimeDuration,0
or,or,s,,0
two,two,c,Numbers,0
:,:,s,,0
to,to,n,Metadiscourse,0
repeat,repeat,s,Metadiscourse,1
with,with,s,Specifiers,0
a,a,s,Specifiers,1
good,good,s,Positivity,0
memory,memory,c,Positivity,1
",",",",s,,0
and,and,s,,0
apply,apply,s,ReportingEvents,0
with,with,s,StandardsPos,0
a,a,s,StandardsPos,1
good,good,s,StandardsPos,2
grace,grace,c,StandardsPos,3
",",",",s,,0
is,is,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
your,your,s,DirectAddress,0
wit,wit,c,StandardsPos,0
.,.,s,DirectAddress,0
And,and,c,DirectAddress,1
",",",",n,,0
commonly,commonly,c,ReceivedPOV,0
",",",",s,,0
your,your,s,DirectAddress,0
Gullets,gullets,s,SenseObject,0
are,are,s,ReportingStates,0
sewed,sewed,s,ReportingEvents,0
up,up,c,ReportingEvents,1
",",",",s,,0
like,like,s,SubjectivePercept,0
Cormorants,cormorants,c,SenseObject,0
:,:,s,,0
When,when,s,DirectAddress,0
you,you,s,DirectAddress,1
have,have,s,DirectAddress,2
regorg'd,regorg'd,n,UNRECOGNIZED,0
what,what,s,DirectAddress,0
you,you,s,DirectAddress,1
have,have,s,DirectAddress,2
taken,taken,s,ProjectBack,0
in,in,c,,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
the,the,s,DirectAddress,2
leanest,leanest,s,Comparison,0
things,things,s,Uncertainty,0
in,in,s,Specifiers,0
Nature,nature,nnn,Specifiers,1
Then,then,c,TimeShift,0
",",",",s,TimeShift,1
Madam,madam,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
you,you,s,Confront,0
had,had,s,Confront,1
best,best,s,Confront,2
make,make,s,ReportingEvents,0
that,that,s,,0
use,use,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
me,me,c,FirstPer,0
;,;,s,,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
wait,wait,s,SpaceRelation,0
on,on,s,SpaceRelation,1
you,you,s,DirectAddress,0
for,for,n,DirectAddress,1
two,two,s,Numbers,0
or,or,s,Numbers,1
three,three,s,Numbers,2
days,days,s,TimeDuration,0
together,together,c,Inclusive,0
",",",",s,,0
and,and,s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
hear,hear,s,SpaceRelation,0
all,all,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
learnt,learnt,s,StandardsPos,0
of,of,n,,0
extraordinary,extraordinary,c,Intensity,0
",",",",s,,0
in,in,s,Specifiers,0
other,other,s,Specifiers,1
Countries,countries,c,AbstractConcepts,0
:,:,s,,0
And,and,s,,0
one,one,s,Numbers,0
thing,thing,s,Uncertainty,0
which,which,s,,0
I,i,s,Autobio,0
never,never,s,Autobio,1
saw,saw,s,,0
till,till,s,TimeShift,0
I,i,s,TimeShift,1
came,came,n,SceneShift,0
home,home,c,SceneShift,1
",",",",s,,0
that,that,s,Specifiers,0
is,is,c,Specifiers,1
",",",",s,Specifiers,2
a,a,s,PersonProperty,0
Lady,lady,s,PersonProperty,1
of,of,s,,0
a,a,s,Positivity,0
better,better,s,Positivity,1
voice,voice,c,,0
",",",",s,,0
better,better,s,Comparison,0
face,face,c,SenseObject,0
",",",",s,,0
and,and,s,,0
better,better,s,Comparison,0
wit,wit,c,StandardsPos,0
",",",",s,,0
than,than,s,Comparison,0
any,any,n,Comparison,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
seen,seen,s,SpaceRelation,0
abroad,abroad,c,SceneShift,0
.,.,s,DirectAddress,0
And,and,c,DirectAddress,1
",",",",s,,0
after,after,s,Sequence,0
this,this,c,Sequence,1
",",",",s,,0
if,if,s,Contingency,0
I,i,s,Insist,0
should,should,s,Insist,1
not,not,s,Insist,2
declare,declare,s,Citations,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
most,most,n,Comparison,0
passionately,passionately,s,Intensity,0
in,in,s,Positivity,0
love,love,s,Positivity,1
with,with,s,Positivity,2
you,you,c,DirectAddress,0
",",",",s,,0
I,i,s,Insist,0
should,should,s,Insist,1
have,have,s,Insist,2
less,less,s,Comparison,0
wit,wit,s,StandardsPos,0
than,than,s,Comparison,0
yet,yet,s,Resistance,0
you,you,s,DirectAddress,0
think,think,s,DirectAddress,1
I,i,s,SelfDisclosure,0
have,have,nnn,SelfDisclosure,1
A,a,s,Intensity,0
very,very,s,Intensity,1
plain,plain,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
pithy,pithy,s,StandardsPos,0
Declaration,declaration,c,Citations,0
.,.,s,,0
I,i,s,FirstPer,0
see,see,c,,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
been,been,s,ProjectBack,0
traveling,traveling,s,Motions,0
in,in,n,,0
Spain,spain,s,,0
or,or,s,,0
Italy,italy,c,,0
",",",",s,,0
or,or,s,,0
some,some,s,Specifiers,0
of,of,s,Specifiers,1
the,the,s,Specifiers,2
hot,hot,s,SenseProperty,0
Countries,countries,c,AbstractConcepts,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
men,men,s,PersonProperty,0
come,come,s,ReasonForward,0
to,to,s,ReasonForward,1
the,the,s,ReasonForward,2
point,point,n,ReasonForward,3
immediately,immediately,c,Immediacy,0
.,.,s,Resistance,0
But,but,s,Resistance,1
are,are,s,Resistance,2
you,you,s,DirectAddress,0
sure,sure,s,Confidence,0
these,these,s,DenyDisclaim,0
are,are,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
words,words,s,Updates,0
of,of,s,Updates,1
course,course,c,AbstractConcepts,0
?,?,s,Question,0
For,for,s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,n,DenyDisclaim,0
give,give,s,DenyDisclaim,1
my,my,s,FirstPer,0
poor,poor,s,Negativity,0
heart,heart,s,SenseObject,0
an,an,s,TimeDuration,0
occasion,occasion,s,TimeDuration,1
of,of,s,TimeDuration,2
complaint,complaint,s,Negative_Relation,0
against,against,s,Resistance,0
me,me,c,Resistance,1
",",",",s,,0
that,that,s,,0
I,i,s,FirstPer,0
engaged,engaged,s,ReportingEvents,0
it,it,s,,0
too,too,n,Negativity,0
rashly,rashly,c,Negativity,1
",",",",s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
could,could,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
bring,bring,s,StandardsPos,0
it,it,s,StandardsPos,1
off,off,nnn,StandardsPos,2
Your,your,s,DirectAddress,0
heart,heart,s,SenseObject,0
may,may,s,Contingency,0
trust,trust,s,Confidence,0
it,it,s,,0
self,self,s,SubjectivePercept,0
with,with,s,,0
me,me,s,FirstPer,0
safely,safely,c,StandardsPos,0
;,;,s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
use,use,s,ReportingEvents,0
it,it,s,,0
very,very,s,Intensity,0
civilly,civilly,s,StandardsPos,0
while,while,n,TimeDuration,0
it,it,s,,0
stays,stays,c,TimeDuration,0
",",",",s,,0
and,and,s,,0
never,never,s,DenyDisclaim,0
turn,turn,s,,0
it,it,s,,0
away,away,c,,0
",",",",s,,0
without,without,s,Contingency,0
fair,fair,s,StandardsPos,0
warning,warning,s,ProjectAhead,0
to,to,s,ProjectAhead,1
provide,provide,s,StandardsPos,0
for,for,s,StandardsPos,1
it,it,s,,0
self,self,nnn,SubjectivePercept,0
First,first,c,Sequence,0
",",",",s,Sequence,1
then,then,c,TimeShift,0
",",",",s,TimeShift,1
I,i,s,FirstPer,0
do,do,s,Intensity,0
receive,receive,s,ReportingEvents,0
your,your,s,DirectAddress,0
passion,passion,s,SubjectivePercept,0
with,with,s,,0
as,as,s,,0
little,little,s,SenseProperty,0
consideration,consideration,c,CommonAuthorities,0
",",",",s,,0
on,on,s,SelfDisclosure,0
my,my,n,SelfDisclosure,1
