CIcero,cicero,s,AbstractConcepts,0
to,to,s,ProjectAhead,1
move,move,s,DirectAddress,0
you,you,s,DirectAddress,1
to,to,s,DirectAddress,2
be,be,s,Positivity,0
merry,merry,c,Positivity,1
",",",",n,,0
Merrily,merrily,s,Positivity,0
to,to,s,,0
speak,speak,s,ReportingEvents,0
meaning,meaning,s,LangRef,0
no,no,s,DenyDisclaim,0
man,man,s,DenyDisclaim,1
to,to,s,,0
flatter,flatter,c,SubjectivePercept,0
.,.,n,,0
The,the,s,Specifiers,0
name,name,s,Specifiers,1
of,of,s,Specifiers,2
this,this,s,,0
matter,matter,s,AbstractConcepts,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
said,said,s,Citations,0
while,while,s,TimeDuration,0
ere,ere,c,ProjectBack,0
",",",",n,,0
is,is,s,Resemblances,0
like,like,s,Resemblances,1
will,will,s,PredictedFuture,0
to,to,s,PredictedFuture,1
like,like,s,SubjectivePercept,0
quod,quod,s,,0
the,the,s,StandardsNeg,0
Devil,devil,s,StandardsNeg,1
to,to,s,,0
the,the,s,,0
Collier,collier,c,SenseObject,0
.,.,n,,0
Since,since,s,,0
pithie,pithie,s,UNRECOGNIZED,0
proverbs,proverbs,s,CommonAuthorities,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
English,english,s,AbstractConcepts,0
sung,sung,s,Motions,0
do,do,s,Intensity,0
abound,abound,c,Intensity,0
",",",",n,,0
Our,our,s,Inclusive,0
author,author,s,CommunicatorRole,0
thought,thought,s,Positivity,0
good,good,s,Positivity,1
such,such,s,Specifiers,0
a,a,s,Specifiers,1
one,one,s,Numbers,0
for,for,s,ProjectAhead,0
to,to,s,ProjectAhead,1
choose,choose,c,ReportingEvents,0
:,:,n,,0
As,as,s,,0
may,may,s,Contingency,0
show,show,s,ReportingEvents,0
good,good,s,StandardsPos,0
example,example,s,StandardsPos,1
and,and,s,,0
mirth,mirth,s,Positivity,0
may,may,s,Contingency,0
eke,eke,s,Negativity,0
be,be,s,ReportingStates,0
found,found,c,ReportingStates,0
",",",",n,ReportingStates,1
But,but,s,Resistance,0
no,no,s,DenyDisclaim,0
lascivious,lascivious,s,SubjectivePercept,0
toys,toys,s,SenseObject,0
he,he,s,PersonPronoun,0
purposes,purposes,s,ProjectAhead,0
to,to,s,,0
use,use,c,ReportingEvents,0
",",",",n,,0
Heerin,heerin,s,UNRECOGNIZED,0
as,as,s,Metadiscourse,0
it,it,s,Metadiscourse,1
were,were,s,Metadiscourse,2
in,in,s,,0
a,a,s,SenseObject,0
glass,glass,s,SenseObject,1
see,see,s,DirectAddress,0
you,you,s,DirectAddress,1
may,may,c,Contingency,0
:,:,n,,0
the,the,s,StandardsPos,0
advancement,advancement,s,StandardsPos,1
of,of,s,StandardsPos,2
virtue,virtue,s,StandardsPos,0
and,and,s,,0
of,of,s,,0
vice,vice,s,AbstractConcepts,0
the,the,s,,0
decay,decay,c,Negativity,0
",",",",n,,0
To,to,s,AbstractConcepts,0
what,what,s,AbstractConcepts,1
ruin,ruin,s,Negativity,0
ruffins,ruffins,s,UNRECOGNIZED,0
and,and,s,,0
roisters,roisters,s,SenseProperty,0
are,are,s,ReportingStates,0
brought,brought,c,ReportingStates,0
",",",",n,ReportingStates,1
You,you,s,DirectAddress,0
may,may,s,DirectAddress,1
here,here,s,SpaceRelation,0
see,see,s,SpaceRelation,0
of,of,s,SpaceRelation,1
them,them,s,SpaceRelation,2
the,the,s,Sequence,0
final,final,s,Sequence,1
end,end,c,Sequence,0
:,:,n,,0
Begging,begging,s,Intensity,0
is,is,s,Positivity,0
the,the,s,Positivity,1
best,best,s,Positivity,2
though,though,s,Concessive,0
that,that,s,,0
end,end,s,Sequence,0
be,be,s,ReportingStates,0
naught,naught,c,Negativity,0
.,.,n,Resistance,0
But,but,s,Resistance,1
hanging,hanging,s,SpaceRelation,0
is,is,s,ReportingStates,0
worse,worse,s,Negativity,0
if,if,s,Contingency,0
they,they,s,Contingency,1
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
amend,amend,c,ReportingEvents,0
.,.,n,,0
The,the,s,,0
virtuous,virtuous,s,StandardsPos,0
life,life,s,AbstractConcepts,0
is,is,s,ReportingStates,0
brought,brought,s,Transformation,0
to,to,s,Transformation,1
honor,honor,s,StandardsPos,0
and,and,s,,0
dignity,dignity,c,StandardsPos,0
:,:,n,,0
And,and,s,,0
at,at,s,ProjectBack,0
the,the,s,ProjectBack,1
last,last,s,ProjectBack,2
to,to,s,,0
everlasting,everlasting,s,Biographical_Time,0
eternity,eternity,c,SubjectiveTime,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
because,because,s,ReasonBackward,0
diverse,diverse,s,AbstractConcepts,0
men,men,s,PersonProperty,0
of,of,s,PersonProperty,1
diverse,diverse,s,AbstractConcepts,0
minds,minds,s,SubjectivePercept,0
be,be,c,ReportingStates,0
",",",",n,,0
Some,some,s,Uncertainty,0
do,do,s,Intensity,0
matters,matters,s,Specifiers,0
of,of,s,Specifiers,1
mirth,mirth,s,Positivity,0
and,and,s,,0
pastime,pastime,s,GenericEvents,0
require,require,c,CommonAuthorities,0
:,:,n,,0
Other,other,s,Specifiers,0
some,some,s,Specifiers,1
are,are,s,ReportingStates,0
delighted,delighted,s,Positivity,0
with,with,s,,0
matters,matters,s,Specifiers,0
of,of,s,Specifiers,1
gravity,gravity,c,AbstractConcepts,0
.,.,n,,0
to,to,s,,0
please,please,s,Positivity,0
all,all,s,,0
men,men,s,PersonProperty,0
is,is,s,ReportingStates,0
our,our,s,Inclusive,0
authors,authors,s,CommunicatorRole,0
cheef,cheef,s,UNRECOGNIZED,0
desire,desire,c,Positivity,0
.,.,n,Curiosity,0
Wherefore,wherefore,s,Curiosity,1
mirth,mirth,s,Positivity,0
with,with,s,,0
mesure,mesure,s,UNRECOGNIZED,0
to,to,s,,0
sadness,sadness,s,Sad,0
is,is,s,ReportingStates,0
annexed,annexed,c,ReportingStates,0
",",",",n,ReportingStates,1
Desiring,desiring,s,Positivity,0
that,that,s,DenyDisclaim,0
none,none,s,DenyDisclaim,1
here,here,s,SpaceRelation,0
at,at,s,SpaceRelation,1
our,our,s,Inclusive,0
matter,matter,s,AbstractConcepts,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
parplexed,parplexed,c,UNRECOGNIZED,0
.,.,n,,0
Thus,thus,s,ReasonForward,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
said,said,s,Citations,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
short,short,s,SenseProperty,0
and,and,s,SenseProperty,1
breef,breef,c,UNRECOGNIZED,0
",",",",n,,0
Because,because,s,ReasonBackward,0
that,that,s,,0
from,from,s,,0
this,this,s,,0
dump,dump,s,Motions,0
you,you,s,Insist,0
shall,shall,s,Insist,1
relieved,relieved,s,Reassure,0
be,be,c,ReportingStates,0
:,:,n,,0
And,and,s,,0
the,the,s,StandardsNeg,0
Devil,devil,s,StandardsNeg,1
with,with,s,Specifiers,0
the,the,s,Specifiers,1
Colier,colier,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,,0
thief,thief,s,Negative_Relation,0
that,that,s,,0
seeks,seeks,s,ProjectAhead,0
the,the,s,ProjectAhead,1
thief,thief,c,Negative_Relation,0
",",",",n,,0
Shall,shall,s,ProjectAhead,0
soon,soon,s,ProjectAhead,0
make,make,s,DirectAddress,0
you,you,s,DirectAddress,1
merry,merry,s,Positivity,0
as,as,s,Positivity,1
shortly,shortly,s,SubjectiveTime,0
you,you,s,Insist,0
shall,shall,s,Insist,1
see,see,c,,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
since,since,s,,0
mirth,mirth,s,Positivity,0
for,for,s,,0
sadness,sadness,s,Sad,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
sauce,sauce,s,SenseObject,0
most,most,s,Comparison,0
sweet,sweet,c,SenseProperty,0
:,:,n,,0
take,take,s,ReportingEvents,0
mirth,mirth,s,Positivity,0
then,then,s,,0
with,with,s,,0
measure,measure,s,AbstractConcepts,0
that,that,s,,0
best,best,s,Comparison,0
sauceth,sauceth,s,UNRECOGNIZED,0
it,it,c,,0
.,.,nn,,0
Ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
now,now,s,Immediacy,0
like,like,s,SubjectivePercept,0
un,un,s,,0
to,to,s,,0
like,like,s,SubjectivePercept,0
it,it,s,PredictedFuture,0
will,will,s,PredictedFuture,1
be,be,s,PredictedFuture,2
none,none,s,Exceptions,0
other,other,c,Exceptions,1
",",",",n,,0
Stoup,stoup,s,SenseObject,0
gentle,gentle,s,Positivity,0
knave,knave,s,Negativity,0
and,and,s,,0
take,take,s,Sequence,0
up,up,s,Sequence,1
your,your,s,DirectAddress,0
brother,brother,c,PersonProperty,0
.,.,n,Question,0
Why,why,s,Question,1
is,is,s,Question,0
it,it,s,Question,1
so,so,c,,0
?,?,s,Question,0
and,and,s,,0
is,is,s,Question,0
it,it,s,Question,1
even,even,s,Resistance,0
so,so,s,Resistance,1
indeed,indeed,c,Intensity,0
?,?,n,Question,0
Why,why,s,Curiosity,0
then,then,s,Curiosity,1
may,may,s,Metadiscourse,0
I,i,s,Metadiscourse,1
say,say,s,Metadiscourse,2
God,god,s,CommonAuthorities,0
send,send,s,ReportingEvents,0
us,us,s,Inclusive,0
good,good,s,StandardsPos,0
speed,speed,c,StandardsPos,1
",",",",n,,0
And,and,s,,0
is,is,s,ReportingStates,0
every,every,s,Generalization,0
one,one,s,Generalization,1
here,here,s,SpaceRelation,0
so,so,s,,0
greatly,greatly,s,Intensity,0
unkind,unkind,c,StandardsNeg,0
",",",",n,,0
that,that,s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
no,no,s,SubjectiveTime,0
sooner,sooner,s,SubjectiveTime,1
out,out,s,SpaceRelation,0
of,of,s,SpaceRelation,1
sight,sight,s,SpaceRelation,2
but,but,s,Resistance,0
quite,quite,s,Intensity,0
out,out,s,Contingency,0
of,of,s,Contingency,1
mind,mind,c,Contingency,2
.,.,n,,0
Mary,mary,s,PersonProperty,0
this,this,s,PredictedFuture,0
will,will,s,PredictedFuture,1
make,make,s,ReportingEvents,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
even,even,s,SubjectivePercept,0
weep,weep,s,Sad,0
for,for,s,Sad,1
woe,woe,c,Sad,0
",",",",n,,0
that,that,s,,0
on,on,s,,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
sudden,sudden,s,SubjectiveTime,0
no,no,s,DenyDisclaim,0
man,man,s,DenyDisclaim,1
will,will,s,PredictedFuture,0
him,him,s,PersonPronoun,0
know,know,c,Confidence,0
.,.,n,Concessive,0
Though,though,s,Concessive,1
men,men,s,PersonProperty,0
be,be,s,ReportingStates,0
so,so,s,,0
dangerous,dangerous,s,Fear,0
now,now,s,Immediacy,0
at,at,s,Immediacy,0
this,this,s,Immediacy,1
day,day,c,TimeDuration,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
are,are,s,ReportingStates,0
women,women,s,PersonProperty,0
kind,kind,s,Positivity,0
woorms,woorms,s,UNRECOGNIZED,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
well,well,s,SenseObject,0
say,say,c,Citations,0
.,.,n,Question,0
How,how,s,Question,1
say,say,s,Citations,0
you,you,s,DirectAddress,0
woman,woman,s,PersonProperty,0
you,you,s,DirectAddress,0
that,that,s,,0
stand,stand,s,SpaceRelation,0
in,in,s,SpaceRelation,1
the,the,s,SpaceRelation,2
Angle,angle,c,,0
",",",",n,,0
were,were,s,ProjectBack,0
you,you,s,DirectAddress,0
never,never,s,DirectAddress,1
acquainted,acquainted,s,,0
with,with,s,,0
Nichol,nichol,s,UNRECOGNIZED,0
newfangle,newfangle,c,UNRECOGNIZED,0
?,?,n,Question,0
Then,then,s,Sequence,0
I,i,s,Sequence,1
see,see,s,,0
Nichol,nichol,s,UNRECOGNIZED,0
newfangle,newfangle,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
quite,quite,s,Intensity,0
forgot,forgot,c,Negativity,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
you,you,s,ConfirmExperience,0
will,will,s,ConfirmExperience,1
know,know,s,ConfirmExperience,2
me,me,s,FirstPer,0
anon,anon,c,ProjectAhead,0
",",",",s,,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
ieopard,ieopard,s,UNRECOGNIZED,0
a,a,s,,0
grote,grote,c,UNRECOGNIZED,0
.,.,n,,0
Nichol,nichol,s,UNRECOGNIZED,0
newfangle,newfangle,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
my,my,s,Autobio,0
name,name,c,Autobio,1
",",",",s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
me,me,s,FirstPer,0
not,not,s,Uncertainty,0
know,know,c,Uncertainty,1
?,?,n,Question,0
my,my,s,FirstPer,0
whole,whole,s,,0
education,education,s,StandardsPos,0
to,to,s,DirectAddress,0
you,you,s,DirectAddress,1
I,i,s,Metadiscourse,0
will,will,s,Metadiscourse,1
show,show,c,Metadiscourse,2
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
first,first,s,Sequence,0
before,before,s,Sequence,0
I,i,s,Autobio,0
was,was,s,Autobio,1
born,born,s,Autobio,2
I,i,s,Autobio,0
remember,remember,s,Autobio,1
very,very,s,OralCues,0
well,well,c,OralCues,1
",",",",n,OralCues,2
that,that,s,,0
my,my,s,FirstPer,0
gransier,gransier,s,UNRECOGNIZED,0
and,and,s,,0
I,i,s,FirstPer,0
made,made,s,SceneShift,0
a,a,s,SceneShift,1
journey,journey,s,SceneShift,2
into,into,s,,0
hell,hell,c,Negativity,0
.,.,n,Question,0
Where,where,s,Question,1
I,i,s,Autobio,0
was,was,s,Autobio,1
bound,bound,s,ReportingEvents,0
prentice,prentice,s,PersonProperty,0
before,before,s,Sequence,0
my,my,s,FirstPer,0
nativity,nativity,c,AbstractConcepts,0
",",",",n,,0
to,to,s,,0
Lucifer,lucifer,s,AbstractConcepts,0
himself,himself,s,PersonPronoun,0
such,such,s,Intensity,0
was,was,s,ProjectBack,0
mine,mine,s,FirstPer,0
agilitie,agilitie,c,UNRECOGNIZED,0
.,.,n,,0
All,all,s,,0
kind,kind,s,Uncertainty,0
of,of,s,Uncertainty,1
sciences,sciences,s,CommonAuthorities,0
he,he,s,Neutral_Attribution,0
taught,taught,s,Neutral_Attribution,1
unto,unto,s,CommonAuthorities,0
me,me,c,FirstPer,0
",",",",n,,0
that,that,s,ProjectAhead,0
to,to,s,ProjectAhead,1
the,the,s,,0
maintenance,maintenance,s,TimeDuration,0
of,of,s,TimeDuration,1
pride,pride,s,StandardsPos,0
might,might,s,Contingency,0
best,best,s,Comparison,0
agree,agree,c,StandardsPos,0
.,.,n,,0
I,i,s,SelfDisclosure,0
learned,learned,s,SelfDisclosure,1
to,to,s,SelfDisclosure,2
make,make,s,ReportingEvents,0
gowns,gowns,s,SenseObject,0
with,with,s,,0
long,long,s,SenseProperty,0
sleeves,sleeves,s,SenseObject,0
and,and,s,,0
wings,wings,c,SenseObject,0
:,:,n,,0
I,i,s,SelfDisclosure,0
learned,learned,s,SelfDisclosure,1
to,to,s,SelfDisclosure,2
make,make,s,ReportingEvents,0
ruffs,ruffs,s,SenseObject,0
like,like,s,SubjectivePercept,0
Calves,calves,s,SenseObject,0
chitterlings,chitterlings,c,SenseObject,0
.,.,n,,0
Caps,caps,c,SenseObject,0
",",",",s,,0
Hats,hats,c,SenseObject,0
",",",",s,,0
Cotes,cotes,c,SpaceRelation,0
",",",",s,,0
and,and,s,Generalization,0
all,all,s,Generalization,1
kind,kind,s,Uncertainty,0
of,of,s,Uncertainty,1
apparails,apparails,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
especially,especially,s,Specifiers,0
Breethes,breethes,s,UNRECOGNIZED,0
as,as,s,,0
big,big,s,Resemblances,0
as,as,s,Resemblances,1
good,good,s,,0
barrels,barrels,c,SenseObject,0
.,.,n,,0
Shoos,shoos,c,Motions,0
",",",",s,,0
Boots,boots,c,SenseObject,0
",",",",s,,0
Buskins,buskins,c,SenseObject,0
",",",",s,,0
with,with,s,,0
many,many,s,,0
prity,prity,s,UNRECOGNIZED,0
toys,toys,c,SenseObject,0
",",",",n,Generalization,0
All,all,s,Generalization,1
kind,kind,s,Uncertainty,0
of,of,s,Uncertainty,1
garments,garments,s,SenseObject,0
for,for,s,,0
men,men,c,PersonProperty,0
",",",",s,,0
women,women,s,PersonProperty,0
and,and,s,,0
boys,boys,c,PersonProperty,0
.,.,n,Imperative,0
Know,know,s,Imperative,1
ye,ye,s,OralCues,0
me,me,s,FirstPer,0
not,not,s,DenyDisclaim,0
now,now,s,DenyDisclaim,1
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
that,that,s,SelfDisclosure,2
at,at,s,ProjectBack,0
the,the,s,ProjectBack,1
last,last,c,ProjectBack,2
",",",",n,Generalization,0
All,all,s,Generalization,1
acquaintance,acquaintance,s,PersonProperty,0
from,from,s,,0
Nichol,nichol,s,UNRECOGNIZED,0
newfangle,newfangle,s,UNRECOGNIZED,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
past,past,c,AbstractConcepts,0
.,.,n,,0
Nichol,nichol,s,UNRECOGNIZED,0
newfangle,newfangle,s,UNRECOGNIZED,0
was,was,s,ProjectBack,0
and,and,s,,0
is,is,s,ReportingStates,0
and,and,s,,0
ever,ever,s,Biographical_Time,0
shall,shall,s,ProjectAhead,0
be,be,c,ProjectAhead,1
",",",",n,,0
And,and,s,ReportingStates,0
there,there,s,ReportingStates,1
are,are,s,ReportingStates,2
but,but,s,Resistance,0
few,few,s,SubjectivePercept,0
that,that,s,Specifiers,0
are,are,s,Specifiers,1
not,not,s,DenyDisclaim,0
acquainted,acquainted,s,,0
with,with,s,,0
me,me,c,FirstPer,0
.,.,n,,0
For,for,s,,0
so,so,s,SubjectiveTime,0
soon,soon,s,SubjectiveTime,1
as,as,s,,0
my,my,s,FirstPer,0
prentishood,prentishood,s,UNRECOGNIZED,0
was,was,s,ProjectBack,0
once,once,s,TimeShift,0
come,come,s,ReportingEvents,0
out,out,c,ReportingEvents,1
",",",",n,,0
I,i,s,FirstPer,0
went,went,s,TimeDuration,0
by,by,s,TimeDuration,1
and,and,s,,0
by,by,s,,0
the,the,s,Intensity,0
whole,whole,s,Intensity,1
world,world,s,Intensity,2
about,about,c,,0
.,.,n,,0
Sancte,sancte,s,UNRECOGNIZED,0
benedicite,benedicite,c,SenseProperty,0
",",",",s,,0
who,who,s,Curiosity,0
have,have,s,Curiosity,1
we,we,s,Curiosity,2
here,here,c,Curiosity,3
?,?,n,Question,0
Tom,tom,s,PersonProperty,0
tumbler,tumbler,s,SenseObject,0
or,or,s,Contingency,0
else,else,s,Contingency,1
some,some,s,Uncertainty,0
dancing,dancing,s,Motions,0
bear,bear,c,SenseObject,0
",",",",n,,0
Body,body,s,SenseObject,0
of,of,s,SenseObject,1
me,me,s,FirstPer,0
it,it,s,,0
were,were,s,ProjectBack,0
best,best,s,Comparison,0
go,go,s,ReportingEvents,0
no,no,s,DenyDisclaim,0
near,near,c,SpaceRelation,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
ought,ought,s,Insist,0
that,that,s,,0
I,i,s,FirstPer,0
see,see,s,PrivateThinking,0
it,it,s,PrivateThinking,1
is,is,s,PrivateThinking,2
my,my,s,FirstPer,0
Godfather,godfather,s,PersonProperty,0
Lucifer,lucifer,c,AbstractConcepts,0
.,.,n,,0
Whose,whose,s,PersonPronoun,0
prentice,prentice,s,PersonProperty,0
I,i,s,Autobio,0
have,have,s,Autobio,1
been,been,s,Autobio,2
this,this,s,,0
many,many,s,,0
a,a,s,TimeDuration,0
day,day,c,TimeDuration,1
",",",",n,Resistance,0
But,but,s,Resistance,1
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
words,words,s,LangRef,0
but,but,s,Resistance,0
mum,mum,c,PersonProperty,0
",",",",s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
hear,hear,s,SpaceRelation,0
what,what,s,PredictedFuture,0
he,he,s,PredictedFuture,1
will,will,s,PredictedFuture,2
say,say,nn,Citations,0
How,how,s,,0
mine,mine,s,FirstPer,0
own,own,s,ReportingEvents,0
boy,boy,s,PersonProperty,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
glad,glad,s,Positivity,0
that,that,s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
here,here,c,SpaceRelation,0
",",",",nnn,SpaceRelation,1
He,he,s,Neutral_Attribution,0
speaks,speaks,s,Neutral_Attribution,1
to,to,s,DirectAddress,0
you,you,s,DirectAddress,1
sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
you,you,s,DirectAddress,0
come,come,s,SpaceRelation,0
near,near,c,SpaceRelation,1
.,.,nnn,,0
Nay,nay,s,OralCues,0
you,you,s,DirectAddress,0
art,art,s,AbstractConcepts,0
even,even,s,SubjectivePercept,0
he,he,s,PersonPronoun,0
of,of,s,,0
who^,who^,s,UNRECOGNIZED,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
well,well,s,SenseObject,0
appaid,appaid,c,UNRECOGNIZED,0
.,.,nnn,Sequence,0
Then,then,s,Sequence,1
speak,speak,s,ReportingEvents,0
aloof,aloof,s,Negativity,0
of,of,c,,0
",",",",s,,0
to,to,s,,0
come,come,s,ReportingEvents,0
nie,nie,s,UNRECOGNIZED,0
I,i,s,Fear,0
am,am,s,Fear,1
afraid,afraid,c,Fear,2
.,.,nnn,Question,0
Why,why,s,Question,1
so,so,s,ReasonForward,0
my,my,s,ReasonForward,1
boy,boy,s,PersonProperty,0
as,as,s,SubjectivePercept,0
though,though,s,SubjectivePercept,1
thou,thou,s,DirectAddress,0
did,did,s,ReportingEvents,0
never,never,s,DenyDisclaim,0
see,see,s,SpaceRelation,0
me,me,c,SpaceRelation,1
?,?,nnn,Question,0
Yes,yes,s,DirectAddress,0
godfather,godfather,s,PersonProperty,0
but,but,s,Resistance,0
I,i,s,Fear,0
am,am,s,Fear,1
afraid,afraid,s,Fear,2
it,it,s,Updates,0
is,is,s,Updates,1
now,now,s,Updates,2
as,as,s,RecurringEvents,0
often,often,s,RecurringEvents,1
times,times,s,AbstractConcepts,0
it,it,s,,0
is,is,s,ReportingStates,0
with,with,s,,0
thee,thee,n,DirectAddress,0
For,for,s,Contingency,0
if,if,s,Contingency,1
my,my,s,FirstPer,0
dame,dame,s,SenseObject,0
and,and,s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
been,been,s,ProjectBack,0
tumbling,tumbling,s,Motions,0
by,by,s,,0
the,the,s,SenseObject,0
ears,ears,c,SenseObject,1
",",",",n,,0
As,as,s,,0
oftentimes,oftentimes,s,RecurringEvents,0
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
like,like,s,Resemblances,0
a,a,s,Resemblances,1
couple,couple,s,AbstractConcepts,0
of,of,s,,0
great,great,s,SenseObject,0
bears,bears,c,SenseObject,1
.,.,n,,0
Thou,thou,s,DirectAddress,0
carest,carest,s,UNRECOGNIZED,0
not,not,s,DenyDisclaim,0
whom,whom,s,PersonPronoun,0
thou,thou,s,DirectAddress,0
killest,killest,s,UNRECOGNIZED,0
in,in,s,,0
thy,thy,s,DirectAddress,0
raging,raging,s,Negativity,0
mind,mind,c,SubjectivePercept,0
",",",",n,,0
Do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
thou,thou,s,DirectAddress,0
remember,remember,s,ProjectBack,0
since,since,s,,0
thou,thou,s,DirectAddress,0
brusedst,brusedst,s,UNRECOGNIZED,0
me,me,s,FirstPer,0
behind,behind,c,,0
?,?,n,Question,0
This,this,s,,0
hole,hole,s,Negativity,0
in,in,s,Negativity,1
thy,thy,s,DirectAddress,0
fury,fury,s,Anger,0
did,did,s,ReportingEvents,0
thou,thou,s,DirectAddress,0
disclose,disclose,c,Disclosure,0
:,:,n,,0
that,that,s,Immediacy,0
now,now,s,Immediacy,1
may,may,s,Request,0
a,a,s,Request,1
tent,tent,s,SenseObject,0
be,be,s,ReportingStates,0
put,put,s,Motions,0
in,in,s,Motions,1
as,as,s,,0
big,big,s,Resemblances,0
as,as,s,Resemblances,1
thy,thy,s,DirectAddress,0
nose,nose,c,SenseObject,0
.,.,n,,0
this,this,s,ProjectBack,0
was,was,s,ProjectBack,1
when,when,s,,0
my,my,s,FirstPer,0
dame,dame,s,SenseObject,0
called,called,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
bottle,bottle,s,SenseObject,0
nosed,nosed,s,SenseObject,0
knave,knave,c,Negativity,0
:,:,n,,0
But,but,s,Resistance,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
like,like,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
