EXpect,expect,s,ProjectAhead,0
friends,friends,c,StandardsPos,0
",",",",s,,0
to,to,s,,0
beg,beg,s,Intensity,0
this,this,s,,0
boon,boon,c,Positivity,0
",",",",n,,0
That,that,s,DirectAddress,0
you,you,s,DirectAddress,1
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
silent,silent,c,SenseProperty,0
",",",",s,,0
if,if,s,Contingency,0
we,we,s,,0
do,do,s,Negativity,0
amiss,amiss,c,Negativity,1
;,;,n,,0
And,and,s,,0
if,if,s,Contingency,0
ought,ought,s,Insist,0
please,please,s,Positivity,0
you,you,c,DirectAddress,0
",",",",s,Concessive,0
though,though,s,Concessive,1
we,we,s,,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
crave,crave,n,Intensity,0
An,an,s,SpaceRelation,0
open,open,s,SpaceRelation,1
plaudit,plaudit,c,Positivity,0
",",",",s,,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
ears,ears,s,SenseObject,0
to,to,s,,0
ring,ring,c,SenseObject,0
:,:,n,,0
Yet,yet,s,Resistance,0
do,do,s,Inclusive,0
us,us,s,Inclusive,1
right,right,c,,0
",",",",s,,0
commend,commend,s,StandardsPos,0
it,it,s,,0
afterward,afterward,c,Sequence,0
;,;,n,,0
And,and,s,,0
though,though,s,Concessive,0
some,some,s,Uncertainty,0
few,few,s,DenyDisclaim,0
of,of,s,DenyDisclaim,1
us,us,c,Inclusive,0
",",",",s,,0
do,do,s,Intensity,0
take,take,s,Responsibility,0
this,this,s,Responsibility,1
pains,pains,c,SenseProperty,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
one,one,s,Numbers,0
man's,man's,s,PersonProperty,0
head,head,s,SenseObject,0
did,did,s,Exceptions,0
only,only,s,Exceptions,1
ache,ache,s,Negativity,0
for,for,s,Negativity,1
this,this,c,Metadiscourse,0
:,:,n,Metadiscourse,1
He,he,s,Neutral_Attribution,0
makes,makes,s,Neutral_Attribution,1
me,me,s,FirstPer,0
speak,speak,s,CommonAuthorities,0
for,for,s,CommonAuthorities,1
him,him,c,PersonPronoun,0
",",",",s,,0
and,and,s,,0
he,he,s,PersonPronoun,0
for,for,s,Inclusive,0
us,us,c,Inclusive,1
;,;,n,,0
And,and,s,,0
altogether,altogether,s,Intensity,0
join,join,s,Inclusive,0
in,in,s,Inclusive,1
this,this,s,,0
request,request,c,Request,0
",",",",n,,0
That,that,s,DirectAddress,0
you,you,s,DirectAddress,1
will,will,s,PredictedFuture,0
hear,hear,s,SpaceRelation,0
and,and,s,,0
see,see,c,,0
",",",",s,,0
and,and,s,,0
say,say,s,Citations,0
the,the,s,Citations,1
best,best,c,Comparison,0
.,.,nn,,0
YOunker,younker,c,PersonProperty,0
",",",",s,,0
I,i,s,Metadiscourse,0
come,come,c,Metadiscourse,1
",",",",s,,0
your,your,s,DirectAddress,0
Father,father,s,PersonProperty,0
sends,sends,s,ReportingEvents,0
me,me,s,FirstPer,0
forth,forth,c,SpaceRelation,0
",",",",n,,0
To,to,s,,0
sell,sell,s,GenericEvents,0
his,his,s,PersonPronoun,0
corn,corn,c,SenseObject,0
",",",",s,,0
and,and,s,,0
bring,bring,s,,0
him,him,s,PersonPronoun,0
money,money,s,AbstractConcepts,0
in,in,c,,0
",",",",n,,0
Each,each,s,RecurringEvents,0
day,day,s,RecurringEvents,1
he,he,s,Neutral_Attribution,0
walks,walks,c,Neutral_Attribution,1
",",",",s,,0
and,and,s,,0
pryes,pryes,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
looks,looks,s,SpaceRelation,0
about,about,n,SpaceRelation,1
With,with,s,StandardsPos,0
watchful,watchful,s,StandardsPos,1
eyes,eyes,c,SenseObject,0
",",",",s,,0
and,and,s,,0
ever,ever,s,Biographical_Time,0
in,in,s,,0
mistrust,mistrust,c,StandardsNeg,0
",",",",n,,0
Least,least,s,Comparison,0
that,that,s,,0
my,my,s,FirstPer,0
"Dame,or","dame,or",s,UNRECOGNIZED,0
I,i,s,FirstPer,0
his,his,s,PersonPronoun,0
trusty,trusty,s,StandardsPos,0
man,man,c,PersonProperty,0
",",",",n,Future_Question,0
Should,should,s,Future_Question,1
nimme,nimme,s,UNRECOGNIZED,0
from,from,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
or,or,s,,0
put,put,s,ReportingEvents,0
up,up,s,ReportingEvents,1
more,more,s,Comparison,0
then,then,s,,0
right,right,c,,0
;,;,n,,0
I,i,s,FirstPer,0
by,by,s,,0
my,my,s,FirstPer,0
Dame,dame,s,SenseObject,0
am,am,s,FirstPer,0
watched,watched,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
she,she,s,PersonPronoun,0
by,by,s,,0
him,him,c,PersonPronoun,0
",",",",n,,0
And,and,s,,0
twixt,twixt,s,SpaceRelation,0
them,them,s,,0
both,both,s,,0
in,in,s,Comparison,0
equal,equal,s,Comparison,1
balance,balance,s,AbstractConcepts,0
hangs,hangs,n,SpaceRelation,0
Poor,poor,s,Negativity,0
Hans,hans,s,UNRECOGNIZED,0
their,their,s,PersonPronoun,0
man,man,c,PersonProperty,0
",",",",s,,0
their,their,s,PersonPronoun,0
wakefull,wakefull,s,UNRECOGNIZED,0
Argos,argos,s,UNRECOGNIZED,0
eyes,eyes,c,SenseObject,0
",",",",n,,0
Do,do,s,Intensity,0
seldom,seldom,s,Exceptions,0
wink,wink,c,Motions,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
must,must,s,Insist,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,,0
trick,trick,n,SubjectivePercept,0
To,to,s,,0
make,make,s,ReportingEvents,0
large,large,s,SenseProperty,0
measure,measure,c,AbstractConcepts,0
",",",",s,,0
fill,fill,s,,0
the,the,s,,0
bushel,bushel,s,SenseObject,0
full,full,c,,0
",",",",n,,0
And,and,s,,0
iogge,iogge,s,UNRECOGNIZED,0
it,it,s,SenseProperty,0
soft,soft,s,SenseProperty,1
unseen,unseen,c,SpaceRelation,0
",",",",s,,0
while,while,s,TimeDuration,0
they,they,s,TimeDuration,1
look,look,s,SpaceRelation,0
on,on,c,SpaceRelation,1
",",",",n,,0
And,and,s,Updates,0
still,still,s,Updates,1
cry,cry,s,Intensity,0
out,out,s,Intensity,1
for,for,s,Intensity,2
more,more,c,Comparison,0
",",",",s,,0
the,the,s,,0
measures,measures,s,AbstractConcepts,0
scant,scant,c,Negativity,0
;,;,n,,0
And,and,s,Sequence,0
then,then,s,Sequence,1
the,the,s,,0
overplus,overplus,c,UNRECOGNIZED,0
.,.,n,Question,0
What,what,s,Question,1
Hans,hans,c,UNRECOGNIZED,0
",",",",s,,0
Come,come,s,SceneShift,0
here,here,c,SceneShift,1
.,.,n,,0
My,my,s,FirstPer,0
Master,master,s,PersonProperty,0
calls,calls,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
I,i,s,Insist,0
must,must,s,Insist,1
needs,needs,s,Insist,0
be,be,s,Insist,1
gone,gone,c,ReportingStates,0
.,.,nnn,ReportingStates,1
As,as,s,,0
God,god,s,CommonAuthorities,0
does,does,s,ReportingEvents,0
bless,bless,s,StandardsPos,0
the,the,s,StandardsPos,1
earth,earth,s,SpaceRelation,0
with,with,s,,0
great,great,s,Intensity,0
increase,increase,c,Transformation,0
",",",",n,,0
And,and,s,,0
in,in,s,Specifiers,0
great,great,s,Specifiers,1
measure,measure,s,Specifiers,2
sends,sends,s,ReportingEvents,0
us,us,s,Inclusive,0
ten,ten,s,Numbers,0
for,for,s,,0
one,one,c,Numbers,0
:,:,n,,0
So,so,s,,0
must,must,s,Insist,0
those,those,s,,0
blessings,blessings,s,StandardsPos,0
carefully,carefully,s,StandardsPos,0
be,be,s,ReportingStates,0
kept,kept,c,ReportingStates,0
",",",",n,ReportingStates,1
And,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
with,with,s,,0
wretchlesse,wretchlesse,s,UNRECOGNIZED,0
heed,heed,c,PrivateThinking,0
",",",",s,,0
let,let,s,ReportingEvents,0
run,run,s,Motions,0
at,at,s,Motions,1
large,large,c,SenseProperty,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
so,so,s,,0
huge,huge,s,Intensity,0
heaps,heaps,s,SenseObject,0
of,of,s,,0
wealth,wealth,s,Positivity,0
consume,consume,s,ReportingEvents,0
to,to,s,,0
naught,naught,c,Negativity,0
",",",",n,,0
And,and,s,,0
like,like,s,SubjectivePercept,0
fair,fair,s,StandardsPos,0
buildings,buildings,s,SenseObject,0
vnrepayrde,vnrepayrde,c,UNRECOGNIZED,0
",",",",s,,0
decay,decay,c,Negativity,0
.,.,n,Resistance,0
Yet,yet,s,Resistance,1
must,must,s,Insist,0
not,not,s,Insist,1
beastly,beastly,s,Intensity,0
miching,miching,s,Negativity,0
niggardize,niggardize,c,UNRECOGNIZED,0
",",",",n,,0
Cause,cause,s,Cause,0
us,us,s,Inclusive,0
forget,forget,s,Negativity,0
our,our,s,Inclusive,0
selves,selves,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
those,those,s,AbstractConcepts,0
that,that,s,AbstractConcepts,1
want,want,c,ProjectAhead,0
",",",",n,Resistance,0
But,but,s,Resistance,1
give,give,s,StandardsPos,0
relief,relief,s,StandardsPos,1
from,from,s,,0
our,our,s,Inclusive,0
abundant,abundant,s,Positivity,0
store,store,c,SenseObject,0
:,:,n,,0
We,we,s,Inclusive,0
have,have,s,Inclusive,1
enough,enough,c,SubjectivePercept,0
",",",",s,,0
our,our,s,Responsibility,0
charge,charge,s,Responsibility,1
it,it,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
great,great,c,Intensity,0
",",",",n,,0
One,one,s,Numbers,0
daughter,daughter,s,PersonProperty,0
she,she,s,Updates,0
is,is,s,Updates,1
bestowed,bestowed,s,StandardsPos,0
richly,richly,c,Positivity,0
",",",",s,,0
and,and,n,,0
Her,her,s,PersonPronoun,0
portion,portion,s,SenseObject,0
paid,paid,c,ReportingStates,0
",",",",s,ReportingStates,1
no,no,s,DenyDisclaim,0
penny,penny,s,SenseObject,0
more,more,s,Comparison,0
in,in,s,Negativity,0
debt,debt,c,Negativity,1
",",",",n,,0
Two,two,s,Numbers,0
sons,sons,s,PersonProperty,0
besides,besides,c,Specifiers,0
",",",",s,Specifiers,1
and,and,s,,0
they,they,s,Neutral_Attribution,0
provided,provided,s,Neutral_Attribution,1
for,for,c,,0
;,;,n,,0
The,the,s,,0
yongst,yongst,s,UNRECOGNIZED,0
at,at,s,SpaceRelation,0
School,school,c,SpaceRelation,1
",",",",s,,0
the,the,s,Specifiers,0
other,other,s,Specifiers,1
trayles,trayles,s,UNRECOGNIZED,0
a,a,s,,0
Pyke,pyke,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
for,for,s,,0
preferment,preferment,s,Positivity,0
looks,looks,s,ReportingEvents,0
each,each,s,RecurringEvents,0
day,day,c,RecurringEvents,1
",",",",s,,0
each,each,s,RecurringEvents,0
hour,hour,c,RecurringEvents,1
:,:,n,Question,0
What,what,s,Question,1
friendship,friendship,s,Positivity,0
fayles,fayles,c,UNRECOGNIZED,0
",",",",s,,0
his,his,s,PersonPronoun,0
fathers,fathers,s,PersonProperty,0
purse,purse,s,SenseObject,0
supplies,supplies,c,AbstractConcepts,0
;,;,n,,0
He,he,s,PersonPronoun,0
does,does,s,Negativity,0
not,not,s,Negativity,1
want,want,c,Negativity,2
",",",",s,,0
nor,nor,s,DenyDisclaim,0
shall,shall,c,ProjectAhead,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
have,have,s,Negativity,0
too,too,s,Negativity,1
much,much,n,Negativity,2
To,to,s,,0
please,please,s,Positivity,0
the,the,s,SubjectivePercept,0
fancies,fancies,s,SubjectivePercept,1
of,of,s,,0
unbridled,unbridled,s,SenseProperty,0
youth,youth,c,AbstractConcepts,0
:,:,n,,0
Mine,mine,s,FirstPer,0
husband,husband,s,PersonProperty,0
bids,bids,s,ReportingEvents,0
him,him,s,ReportingEvents,1
use,use,s,ReportingEvents,0
his,his,s,PersonPronoun,0
means,means,c,Definition,0
",",",",s,Definition,1
no,no,s,DenyDisclaim,0
doyt,doyt,n,UNRECOGNIZED,0
That,that,s,PredictedFuture,0
he,he,s,PredictedFuture,1
will,will,s,PredictedFuture,2
send,send,s,ReportingEvents,0
him,him,c,PersonPronoun,0
",",",",s,Resistance,0
but,but,s,Resistance,1
alas,alas,s,Negativity,0
poor,poor,s,Negativity,0
I,i,c,FirstPer,0
",",",",n,,0
Must,must,s,Insist,0
lick,lick,s,Motions,0
my,my,s,FirstPer,0
cream-pots,cream-pots,c,UNRECOGNIZED,0
",",",",s,,0
shake,shake,s,Motions,0
my,my,s,FirstPer,0
winnow,winnow,s,SenseObject,0
sheet,sheet,n,SenseObject,1
And,and,s,Generalization,0
all,all,s,Generalization,1
for,for,s,,0
coin,coin,c,SenseObject,0
",",",",s,,0
and,and,s,,0
often,often,s,GenericEvents,0
send,send,s,GenericEvents,1
him,him,s,PersonPronoun,0
some,some,c,Uncertainty,0
.,.,n,,0
Mine,mine,s,FirstPer,0
husband,husband,s,PersonProperty,0
sees,sees,s,,0
and,and,s,,0
knows,knows,c,Confidence,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
nothing,nothing,s,DenyDisclaim,0
says,says,c,Citations,0
",",",",n,Resistance,0
But,but,s,Resistance,1
is,is,s,Resistance,2
content,content,s,Positivity,0
with,with,s,Positivity,1
what,what,s,,0
he,he,s,PrivateThinking,0
thinks,thinks,s,PrivateThinking,1
I,i,s,FirstPer,0
do,do,c,GenericEvents,0
;,;,n,GenericEvents,1
My,my,s,Positivity,0
man,man,s,Positivity,1
plays,plays,s,StandardsNeg,0
fast,fast,s,StandardsNeg,1
and,and,s,StandardsNeg,2
loose,loose,c,StandardsNeg,3
",",",",s,,0
I,i,s,FirstPer,0
see,see,s,PrivateThinking,0
it,it,s,PrivateThinking,1
too,too,c,Metadiscourse,0
",",",",n,Metadiscourse,1
And,and,s,,0
nothing,nothing,s,DenyDisclaim,0
say,say,c,Citations,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
why,why,c,Question,0
",",",",s,,0
the,the,s,Negativity,0
knave,knave,s,Negativity,1
is,is,s,Confidence,0
true,true,c,Confidence,1
",",",",n,,0
And,and,s,,0
wrongs,wrongs,s,StandardsNeg,0
us,us,s,Inclusive,0
not,not,s,DenyDisclaim,0
one,one,s,DenyDisclaim,1
cross,cross,c,SpaceRelation,0
",",",",s,Resistance,0
but,but,s,Resistance,1
what,what,s,,0
he,he,s,PersonPronoun,0
gets,gets,n,,0
Is,is,s,ProjectAhead,0
for,for,s,ProjectAhead,1
my,my,s,FirstPer,0
sons,sons,c,PersonProperty,0
",",",",s,,0
not,not,s,DenyDisclaim,0
for,for,s,SubjectivePercept,0
himself,himself,c,SubjectivePercept,1
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
sure,sure,c,Confidence,0
.,.,n,,0
I,i,s,FirstPer,0
see,see,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
see,see,s,,0
not,not,c,DenyDisclaim,0
",",",",s,,0
give,give,s,,0
him,him,s,PersonPronoun,0
often,often,s,RecurringEvents,0
a,a,s,,0
shilling,shilling,c,Negativity,0
",",",",n,,0
Because,because,s,ReasonBackward,0
to,to,s,,0
do,do,s,Positivity,0
for,for,s,Positivity,1
mine,mine,c,FirstPer,0
",",",",s,,0
he,he,s,Updates,0
is,is,s,Updates,1
so,so,s,,0
willing,willing,c,SubjectivePercept,0
.,.,n,Question,0
What,what,s,Question,1
Hans,hans,c,UNRECOGNIZED,0
?,?,n,Question,0
Your,your,s,DirectAddress,0
servant,servant,s,PersonProperty,0
at,at,s,,0
command,command,c,CommonAuthorities,0
",",",",n,,0
To,to,s,ProjectAhead,0
run,run,c,ProjectAhead,1
",",",",s,,0
to,to,s,,0
ride,ride,c,,0
",",",",s,,0
to,to,s,,0
go,go,s,TimeDuration,0
by,by,s,TimeDuration,1
day,day,s,TimeDuration,0
or,or,s,,0
night,night,c,,0
.,.,nn,Question,0
How,how,s,Question,1
now,now,s,Immediacy,0
sir,sir,s,PersonProperty,0
sauce,sauce,c,SenseObject,0
",",",",s,,0
your,your,s,DirectAddress,0
tongue,tongue,s,SenseObject,0
so,so,s,,0
early,early,s,SubjectiveTime,0
glyb,glyb,c,UNRECOGNIZED,0
;,;,n,,0
What,what,s,,0
though,though,s,Concessive,0
the,the,s,,0
days,days,s,TimeDuration,0
be,be,s,ReportingStates,0
short,short,c,SenseProperty,0
",",",",s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
time,time,s,SubjectiveTime,0
enough,enough,n,SubjectiveTime,1
Ere,ere,s,ProjectBack,0
night,night,s,,0
to,to,s,,0
make,make,s,DirectAddress,0
your,your,s,DirectAddress,1
pate,pate,s,SenseObject,0
ring,ring,s,SenseObject,0
noone,noone,c,,0
.,.,nn,,0
Indeed,indeed,c,Intensity,0
",",",",n,,0
Madame,madame,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
never,never,s,DirectAddress,1
saw,saw,s,SpaceRelation,0
me,me,s,SpaceRelation,1
drunk,drunk,s,Resemblances,0
as,as,s,Resemblances,1
yet,yet,c,Resistance,0
",",",",n,ReasonForward,0
So,so,s,ReasonForward,1
much,much,s,Resemblances,0
as,as,s,Resemblances,1
to,to,s,,0
forget,forget,s,Negativity,0
that,that,s,Negativity,1
due,due,s,AbstractConcepts,0
respect,respect,n,StandardsPos,0
I,i,s,SelfDisclosure,0
owe,owe,s,SelfDisclosure,1
your,your,s,DirectAddress,0
service,service,c,StandardsPos,0
.,.,nn,OralCues,0
Well,well,s,OralCues,1
sir,sir,c,PersonProperty,0
",",",",s,,0
then,then,s,,0
be,be,s,ReportingStates,0
gone,gone,c,ReportingStates,0
",",",",n,ReportingStates,1
Make,make,s,SubjectiveTime,0
haste,haste,c,SubjectiveTime,1
",",",",s,,0
dispatch,dispatch,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
get,get,s,Consequence,0
you,you,s,Consequence,1
to,to,s,Consequence,2
the,the,s,,0
town,town,c,SpaceRelation,0
;,;,n,,0
Look,look,s,ProjectAhead,0
to,to,s,ProjectAhead,1
your,your,s,DirectAddress,0
business,business,c,AbstractConcepts,0
",",",",s,,0
what,what,s,DirectAddress,0
you,you,s,DirectAddress,1
buy,buy,s,ReportingEvents,0
and,and,s,ReportingEvents,1
sell,sell,c,ReportingEvents,2
;,;,n,Resistance,0
But,but,s,Resistance,1
ere,ere,s,ProjectBack,0
you,you,s,DirectAddress,0
go,go,c,ReportingEvents,0
",",",",s,,0
take,take,s,Responsibility,0
that,that,s,Responsibility,1
and,and,s,,0
give,give,s,,0
my,my,s,FirstPer,0
son,son,c,PersonProperty,0
.,.,nn,,0
The,the,s,,0
heavens,heavens,s,Positivity,0
bless,bless,s,StandardsPos,0
you,you,s,DirectAddress,0
mistress,mistress,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
sayre,sayre,s,UNRECOGNIZED,0
hand,hand,c,SenseObject,0
",",",",n,,0
Once,once,s,RecurringEvents,0
more,more,s,RecurringEvents,1
for,for,s,,0
the,the,s,,0
Se^ieant,se^ieant,c,UNRECOGNIZED,0
.,.,nn,,0
Away,away,s,,0
you,you,s,DirectAddress,0
Knave,knave,c,Negativity,0
",",",",n,,0
Take,take,s,Responsibility,0
that,that,s,Responsibility,1
Dutch,dutch,s,,0
shilling,shilling,c,Negativity,0
",",",",s,,0
drink,drink,s,Motions,0
among,among,s,,0
your,your,s,DirectAddress,0
Comrades,comrades,c,Positivity,0
.,.,nn,,0
She,she,s,Updates,0
Is,is,s,Updates,1
gone,gone,c,ReportingStates,0
",",",",s,ReportingStates,1
the,the,s,Positivity,0
best,best,s,Positivity,1
that,that,s,,0
ever,ever,s,Biographical_Time,0
trod,trod,s,Motions,0
on,on,s,Motions,1
shoe,shoe,c,SenseObject,0
:,:,n,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
change,change,s,DenyDisclaim,1
my,my,s,Autobio,0
life,life,s,Autobio,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
Lord,lord,s,PersonProperty,0
Mayor,mayor,n,PersonProperty,1
Of,of,s,,0
the,the,s,,0
thy,thy,s,DirectAddress,0
crown,crown,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
London,london,c,,0
:,:,s,,0
my,my,s,FirstPer,0
service,service,n,StandardsPos,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
freedom,freedom,c,StandardsPos,0
",",",",s,,0
labor,labor,s,AbstractConcepts,0
but,but,s,Resistance,0
a,a,s,,0
pleasure,pleasure,c,Positivity,0
",",",",n,,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
what,what,s,,0
I,i,s,Metadiscourse,0
ask,ask,c,Metadiscourse,1
",",",",s,Resistance,0
but,but,s,Resistance,1
half,half,s,SenseObject,0
a,a,s,SenseObject,1
word,word,c,LangRef,0
",",",",n,,0
It,it,s,,0
Is,is,s,Updates,0
done,done,c,Updates,1
",",",",s,,0
she,she,s,Neutral_Attribution,0
knew,knew,s,Neutral_Attribution,1
my,my,s,SelfDisclosure,0
mind,mind,c,SelfDisclosure,1
",",",",s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
said,said,c,Citations,0
",",",",n,,0
That,that,s,Contingency,0
with,with,s,Contingency,1
the,the,s,Contingency,2
Serieant,serieant,s,UNRECOGNIZED,0
I,i,s,Insist,0
must,must,s,Insist,1
crack,crack,s,SenseProperty,0
a,a,s,SenseObject,0
pot,pot,c,SenseObject,1
",",",",n,Resistance,0
But,but,s,Resistance,1
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
I,i,s,Contingency,0
could,could,s,Contingency,1
bringt,bringt,s,UNRECOGNIZED,0
out,out,c,,0
",",",",s,,0
she,she,s,Neutral_Attribution,0
stopped,stopped,s,Neutral_Attribution,1
my,my,s,FirstPer,0
mouth,mouth,n,SenseObject,0
With,with,s,,0
Knave,knave,s,Negativity,0
and,and,s,,0
shilling,shilling,s,Negativity,0
too,too,c,,0
:,:,s,,0
well,well,s,SenseObject,0
let,let,s,ReportingEvents,0
her,her,s,ReportingEvents,1
doot,doot,n,UNRECOGNIZED,0
As,as,s,RecurringEvents,0
often,often,s,RecurringEvents,1
as,as,s,RecurringEvents,2
she,she,s,PersonPronoun,0
will,will,c,PredictedFuture,0
",",",",s,,0
See,see,s,Curiosity,0
who,who,s,Curiosity,1
gets,gets,s,,0
most,most,n,Comparison,0
Of,of,s,,0
she,she,s,PersonPronoun,0
or,or,s,,0
I,i,c,FirstPer,0
.,.,n,,0
As,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
went,went,s,ReportingEvents,0
to,to,s,,0
Walsingham,walsingham,c,UNRECOGNIZED,0
",",",",n,,0
To,to,s,,0
