MOst,most,s,Comparison,0
",",",",s,,0
or,or,s,,0
shape,shape,s,SenseProperty,0
of,of,s,SenseProperty,1
a,a,s,SenseProperty,2
Mistress,mistress,c,PersonProperty,0
:,:,s,,0
for,for,s,,0
as,as,s,,0
impossible,impossible,s,StandardsNeg,0
it,it,s,,0
is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
make,make,s,Positivity,0
love,love,s,Positivity,1
fit,fit,s,ProjectAhead,0
to,to,n,ProjectAhead,1
her,her,s,PersonPronoun,0
humor,humor,s,Positivity,0
which,which,s,,0
no,no,s,DenyDisclaim,0
man,man,s,DenyDisclaim,1
knows,knows,c,Confidence,0
",",",",s,,0
as,as,s,,0
a,a,s,SenseObject,0
coat,coat,s,SenseObject,1
to,to,s,PersonPronoun,0
her,her,s,PersonPronoun,1
form,form,c,AbstractConcepts,0
",",",",s,Aside,0
which,which,s,Aside,1
continues,continues,s,TimeDuration,0
not,not,n,DenyDisclaim,0
in,in,s,,0
one,one,s,Numbers,0
bigness,bigness,s,SenseProperty,0
whilst,whilst,s,TimeDuration,0
she,she,s,Updates,0
is,is,s,Updates,1
measuring,measuring,c,ReportingEvents,0
.,.,s,,0
Cease,cease,s,ReportingEvents,0
of,of,s,,0
Endimion,endimion,s,UNRECOGNIZED,0
to,to,s,,0
feed,feed,s,SenseObject,0
so,so,s,Intensity,0
much,much,n,Intensity,1
upon,upon,s,,0
fancies,fancies,c,PrivateThinking,0
.,.,s,,0
That,that,s,,0
melancholy,melancholy,s,Sad,0
blood,blood,s,SenseObject,0
must,must,s,Insist,0
be,be,s,ReportingStates,0
purged,purged,c,ReportingStates,0
",",",",s,ReportingStates,1
which,which,s,,0
draws,draws,s,Motions,0
you,you,s,DirectAddress,0
to,to,s,,0
a,a,n,,0
dotage,dotage,s,Negativity,0
no,no,s,Comparison,0
less,less,s,Comparison,1
miserable,miserable,s,StandardsNeg,0
then,then,s,,0
monstrous,monstrous,nnn,Negativity,0
My,my,s,SelfDisclosure,0
thoughts,thoughts,s,SelfDisclosure,1
have,have,s,,0
no,no,s,DenyDisclaim,0
veins,veins,c,SenseObject,0
",",",",s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
unless,unless,s,Contingency,0
they,they,s,,0
be,be,s,ReportingStates,0
let,let,s,ReportingEvents,0
blood,blood,c,SenseObject,0
",",",",s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
perrish,perrish,c,UNRECOGNIZED,0
.,.,nnn,Resistance,0
But,but,s,Resistance,1
they,they,s,,0
have,have,s,,0
vanities,vanities,c,Negative_Relation,0
",",",",s,Aside,0
which,which,s,Aside,1
being,being,s,ReportingStates,0
reformed,reformed,c,ReportingStates,0
",",",",s,ReportingStates,1
you,you,s,DirectAddress,0
may,may,s,DirectAddress,1
be,be,s,ReportingStates,0
restored,restored,c,ReportingStates,0
.,.,nnn,ReportingStates,1
O,o,s,LangRef,0
fair,fair,s,StandardsPos,0
Cynthia,cynthia,c,UNRECOGNIZED,0
",",",",s,,0
why,why,s,Curiosity,0
do,do,s,Curiosity,1
others,others,s,Uncertainty,0
term,term,s,AbstractConcepts,0
thee,thee,s,DirectAddress,0
unconstant,unconstant,c,UNRECOGNIZED,0
",",",",s,,0
whom,whom,s,Autobio,0
I,i,s,Autobio,1
have,have,s,Autobio,2
ever,ever,s,Biographical_Time,0
found,found,n,ReportingEvents,0
immovable,immovable,c,Negativity,0
?,?,s,Question,0
Injurious,injurious,s,StandardsNeg,0
time,time,c,,0
",",",",s,,0
corrupt,corrupt,s,StandardsNeg,0
manners,manners,c,StandardsPos,0
",",",",s,,0
unkind,unkind,s,StandardsNeg,0
men,men,c,PersonProperty,0
",",",",s,,0
who,who,s,,0
finding,finding,s,,0
a,a,n,,0
constancy,constancy,s,StandardsPos,0
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
be,be,s,DenyDisclaim,2
matched,matched,c,ReportingStates,0
",",",",s,ReportingStates,1
in,in,s,,0
my,my,s,FirstPer,0
sweet,sweet,s,SenseProperty,0
Mistress,mistress,c,PersonProperty,0
",",",",s,,0
have,have,s,,0
christened,christened,s,Narrative_Verbs,0
her,her,s,Narrative_Verbs,1
with,with,s,Specifiers,0
the,the,n,Specifiers,1
name,name,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
wavering,wavering,c,Uncertainty,0
",",",",s,,0
waxing,waxing,c,Motions,0
",",",",s,,0
and,and,s,,0
waning,waning,c,Negativity,0
.,.,s,Question,0
Is,is,s,Question,1
she,she,s,Question,2
inconstant,inconstant,s,StandardsNeg,0
that,that,s,TimeDuration,0
keeps,keeps,s,TimeDuration,1
a,a,s,,0
settled,settled,n,ReportingEvents,0
course,course,c,AbstractConcepts,0
",",",",s,Aside,0
which,which,s,Aside,1
since,since,s,,0
her,her,s,PersonPronoun,0
first,first,s,Sequence,0
creation,creation,s,Transformation,0
alters,alters,s,ReportingEvents,0
not,not,s,DenyDisclaim,0
one,one,s,DenyDisclaim,1
minute,minute,s,,0
in,in,s,Specifiers,0
her,her,s,Specifiers,1
moving,moving,c,,0
?,?,n,Question,0
There,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
nothing,nothing,s,DenyDisclaim,2
thought,thought,s,PrivateThinking,0
more,more,s,Comparison,0
admirable,admirable,c,StandardsPos,0
",",",",s,,0
or,or,s,,0
commendable,commendable,s,StandardsPos,0
in,in,s,,0
the,the,s,,0
sea,sea,c,SenseObject,0
",",",",s,,0
then,then,s,,0
the,the,n,,0
ebbing,ebbing,s,Motions,0
and,and,s,,0
flowing,flowing,c,Motions,0
",",",",s,,0
and,and,s,,0
shall,shall,s,ProjectAhead,0
the,the,s,SenseObject,0
Moon,moon,c,SenseObject,1
",",",",s,,0
from,from,s,PersonProperty,0
whom,whom,s,PersonProperty,1
the,the,s,,0
Sea,sea,s,SenseObject,0
takes,takes,s,Responsibility,0
this,this,s,Responsibility,1
virtue,virtue,c,StandardsPos,0
",",",",n,,0
be,be,s,ReportingStates,0
accounted,accounted,s,ReportingEvents,0
fickle,fickle,s,Negativity,0
for,for,s,,0
increasing,increasing,c,Transformation,0
",",",",s,,0
and,and,s,,0
decreasing,decreasing,c,Transformation,0
?,?,s,Question,0
Flowers,flowers,s,SenseObject,0
in,in,s,Specifiers,0
their,their,s,Specifiers,1
buds,buds,c,SenseObject,0
",",",",s,,0
are,are,n,DenyDisclaim,0
nothing,nothing,s,DenyDisclaim,1
worth,worth,s,AbstractConcepts,0
till,till,s,TimeShift,0
they,they,s,TimeShift,1
be,be,s,ReportingStates,0
blown,blown,c,ReportingStates,0
",",",",s,ReportingStates,1
nor,nor,s,DenyDisclaim,0
blossoms,blossoms,s,SenseObject,0
accounted,accounted,s,ReportingEvents,0
till,till,s,TimeShift,0
they,they,s,TimeShift,1
be,be,s,ReportingStates,0
ripe,ripe,n,Positivity,0
fruit,fruit,c,SenseObject,0
",",",",s,,0
and,and,s,,0
shall,shall,s,Future_Question,0
we,we,s,Future_Question,1
then,then,s,Sequence,0
say,say,s,Sequence,1
they,they,s,,0
be,be,s,ReportingStates,0
changeable,changeable,c,Specifiers,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
that,that,s,,0
they,they,s,,0
grow,grow,s,Transformation,0
from,from,n,Transformation,1
seeds,seeds,s,SenseObject,0
to,to,s,,0
leaves,leaves,c,,0
",",",",s,,0
from,from,s,,0
leaves,leaves,s,SceneShift,0
to,to,s,SceneShift,1
buds,buds,c,SenseObject,0
",",",",s,,0
from,from,s,,0
buds,buds,s,SenseObject,0
to,to,s,,0
their,their,s,PersonPronoun,0
perfection,perfection,c,StandardsPos,0
?,?,s,Question,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
why,why,n,Question,0
be,be,s,ReportingStates,0
not,not,s,DenyDisclaim,0
twigs,twigs,s,SenseObject,0
that,that,s,,0
become,become,s,Transformation,0
trees,trees,c,SenseObject,0
",",",",s,,0
children,children,s,PersonProperty,0
that,that,s,,0
become,become,s,Transformation,0
men,men,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
Mornings,mornings,s,,0
that,that,n,,0
grow,grow,s,Transformation,0
to,to,s,Transformation,1
Euenings,euenings,c,UNRECOGNIZED,0
",",",",s,,0
termed,termed,s,Definition,0
wavering,wavering,c,Uncertainty,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
that,that,s,,0
they,they,s,,0
continue,continue,s,Updates,0
not,not,s,DenyDisclaim,0
at,at,s,AbstractConcepts,0
one,one,s,AbstractConcepts,1
stay,stay,c,TimeDuration,0
?,?,s,Question,0
I,i,n,FirstPer,0
but,but,s,Resistance,0
Cynthia,cynthia,c,UNRECOGNIZED,0
",",",",s,,0
being,being,s,ReportingStates,0
in,in,s,ReportingStates,1
her,her,s,PersonPronoun,0
fulness,fulness,c,UNRECOGNIZED,0
",",",",s,,0
decays,decays,c,Transformation,0
",",",",s,,0
as,as,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
delighting,delighting,s,Positivity,0
in,in,s,Positivity,1
her,her,s,Biographical_Time,0
greatest,greatest,n,Biographical_Time,1
beauty,beauty,c,StandardsPos,0
",",",",s,,0
or,or,s,,0
withering,withering,s,SenseProperty,0
when,when,s,TimeShift,0
she,she,s,TimeShift,1
should,should,s,Insist,0
be,be,s,ReportingStates,0
most,most,s,Comparison,0
honored,honored,c,StandardsPos,0
.,.,s,Question,0
When,when,s,Question,1
malice,malice,s,StandardsNeg,0
cannot,cannot,n,DenyDisclaim,0
object,object,s,AbstractConcepts,0
any,any,s,Specifiers,0
thing,thing,c,Specifiers,1
",",",",s,,0
folly,folly,s,StandardsNeg,0
will,will,c,PredictedFuture,0
",",",",s,,0
making,making,s,ReportingEvents,0
that,that,s,,0
a,a,s,,0
vice,vice,c,AbstractConcepts,0
",",",",s,Aside,0
which,which,s,Aside,1
is,is,s,Intensity,0
the,the,s,Intensity,1
greatest,greatest,s,Intensity,2
virtue,virtue,c,StandardsPos,0
.,.,n,Question,0
What,what,s,Question,1
thing,thing,s,Uncertainty,0
(,(,c,,0
my,my,s,FirstPer,0
Mistress,mistress,s,PersonProperty,0
excepted,excepted,c,Exceptions,0
),),s,,0
being,being,s,ReportingStates,0
in,in,s,ReportingStates,1
the,the,s,ReportingStates,2
pride,pride,s,StandardsPos,0
of,of,s,,0
her,her,s,PersonPronoun,0
beauty,beauty,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
latter,latter,n,AbstractConcepts,0
minute,minute,s,TimeDuration,0
of,of,s,TimeDuration,1
her,her,s,PersonPronoun,0
age,age,c,Specifiers,0
",",",",s,,0
that,that,s,,0
waxes,waxes,s,SenseObject,0
young,young,s,SenseProperty,0
again,again,c,RecurringEvents,0
?,?,s,Question,0
Tell,tell,s,Citations,0
me,me,s,Citations,1
Eumenides,eumenides,c,UNRECOGNIZED,0
",",",",s,Specifiers,0
what,what,s,Specifiers,1
is,is,s,Specifiers,2
he,he,n,CommonAuthorities,0
that,that,s,CommonAuthorities,1
having,having,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Mistress,mistress,s,PersonProperty,0
of,of,s,,0
ripe,ripe,s,Positivity,0
years,years,c,TimeDuration,0
",",",",s,,0
and,and,s,,0
infinite,infinite,s,AbstractConcepts,0
virtues,virtues,c,StandardsPos,0
",",",",s,,0
great,great,s,StandardsPos,0
honors,honors,c,StandardsPos,1
",",",",s,,0
and,and,n,,0
unspeakable,unspeakable,s,Negative_Relation,0
beauty,beauty,c,StandardsPos,0
",",",",s,Resistance,0
but,but,s,Resistance,1
would,would,s,ProjectBack,0
wish,wish,s,SubjectivePercept,0
that,that,s,,0
she,she,s,PersonPronoun,0
might,might,s,Contingency,0
grow,grow,s,ReportingEvents,0
tender,tender,s,Positivity,0
again,again,c,RecurringEvents,0
?,?,n,Question,0
getting,getting,s,,0
youth,youth,s,AbstractConcepts,0
by,by,s,,0
years,years,c,TimeDuration,0
",",",",s,,0
and,and,s,,0
never,never,s,DenyDisclaim,0
decaying,decaying,s,SenseProperty,0
beauty,beauty,c,StandardsPos,0
",",",",s,,0
by,by,s,SubjectiveTime,0
time,time,c,SubjectiveTime,1
",",",",s,,0
whose,whose,s,PersonPronoun,0
fair,fair,s,StandardsPos,0
face,face,c,SenseObject,0
",",",",n,,0
neither,neither,s,Specifiers,0
the,the,s,Specifiers,1
Summers,summers,s,TimeDuration,0
blase,blase,s,UNRECOGNIZED,0
can,can,s,Contingency,0
scorch,scorch,c,Motions,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
VVinters,vvinters,s,UNRECOGNIZED,0
blast,blast,s,Motions,0
chappe,chappe,c,UNRECOGNIZED,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
the,the,n,DenyDisclaim,1
numbering,numbering,s,AbstractConcepts,0
of,of,s,,0
years,years,s,TimeDuration,0
breed,breed,s,AbstractConcepts,0
altering,altering,s,ReportingEvents,0
of,of,s,,0
colors,colors,c,SenseProperty,0
.,.,s,ReasonForward,0
Such,such,s,ReasonForward,1
is,is,s,ReportingStates,0
my,my,s,FirstPer,0
sweet,sweet,s,SenseProperty,0
Cynthia,cynthia,c,UNRECOGNIZED,0
",",",",s,,0
whom,whom,n,PersonPronoun,0
time,time,s,,0
cannot,cannot,s,DenyDisclaim,0
touch,touch,c,Motions,0
",",",",s,,0
because,because,s,ReasonBackward,0
she,she,s,Updates,0
is,is,s,Updates,1
divine,divine,c,StandardsPos,0
",",",",s,,0
nor,nor,s,PredictedFuture,0
will,will,s,PredictedFuture,1
offend,offend,s,Anger,0
because,because,s,ReasonBackward,0
she,she,s,Updates,0
is,is,n,Updates,1
delicate,delicate,c,SubjectivePercept,0
.,.,s,,0
O,o,s,LangRef,0
Cynthia,cynthia,c,UNRECOGNIZED,0
",",",",s,,0
if,if,s,Contingency,0
thou,thou,s,DirectAddress,0
should,should,s,Insist,0
always,always,s,Insist,1
continue,continue,s,Updates,0
at,at,s,,0
thy,thy,s,DirectAddress,0
fulness,fulness,c,UNRECOGNIZED,0
",",",",s,,0
both,both,n,,0
Gods,gods,s,CommonAuthorities,0
and,and,s,,0
men,men,s,PersonProperty,0
would,would,s,ProjectBack,0
conspire,conspire,s,Resistance,0
to,to,s,,0
ravish,ravish,s,Intensity,0
thee,thee,c,DirectAddress,0
.,.,s,Resistance,0
But,but,s,Resistance,1
thou,thou,s,DirectAddress,0
to,to,s,,0
abate,abate,s,ReportingEvents,0
the,the,s,,0
pride,pride,s,StandardsPos,0
of,of,s,Inclusive,0
our,our,n,Inclusive,1
affections,affections,c,Positivity,0
",",",",s,,0
do,do,s,Intensity,0
detract,detract,s,UNRECOGNIZED,0
from,from,s,,0
thy,thy,s,DirectAddress,0
perfections,perfections,c,StandardsPos,0
",",",",s,,0
thinking,thinking,s,PrivateThinking,0
it,it,s,,0
sufficient,sufficient,c,StandardsPos,0
",",",",s,,0
if,if,s,Contingency,0
once,once,n,TimeShift,0
in,in,s,TimeDuration,0
a,a,s,TimeDuration,1
month,month,s,TimeDuration,2
we,we,s,Positivity,0
enjoy,enjoy,s,Positivity,1
a,a,s,,0
glymse,glymse,s,UNRECOGNIZED,0
of,of,s,,0
thy,thy,s,DirectAddress,0
majesty,majesty,c,CommonAuthorities,0
",",",",s,,0
and,and,s,Sequence,0
then,then,c,Sequence,1
",",",",s,,0
to,to,s,ProjectAhead,0
increase,increase,s,ProjectAhead,1
our,our,n,Inclusive,0
greefes,greefes,c,UNRECOGNIZED,0
",",",",s,,0
thou,thou,s,DirectAddress,0
do,do,s,Intensity,0
decrease,decrease,s,Transformation,0
thy,thy,s,DirectAddress,0
glemes,glemes,c,UNRECOGNIZED,0
",",",",s,,0
coming,coming,s,SceneShift,0
out,out,s,SceneShift,1
of,of,s,SceneShift,2
thy,thy,s,DirectAddress,0
royal,royal,s,CommonAuthorities,0
robes,robes,c,SenseObject,0
",",",",n,,0
wherewith,wherewith,s,CommonAuthorities,0
thou,thou,s,DirectAddress,0
dazelist,dazelist,s,UNRECOGNIZED,0
our,our,s,Inclusive,0
eyes,eyes,c,SenseObject,0
",",",",s,,0
down,down,s,,0
into,into,s,,0
thy,thy,s,DirectAddress,0
swath,swath,s,SenseObject,0
clowtes,clowtes,c,UNRECOGNIZED,0
",",",",s,,0
beguiling,beguiling,s,SubjectivePercept,0
our,our,n,Inclusive,0
eyes,eyes,c,SenseObject,0
.,.,s,DirectAddress,0
And,and,s,DirectAddress,1
the,the,nnn,,0
Stay,stay,s,SpaceRelation,0
there,there,s,SpaceRelation,1
Endimion,endimion,c,UNRECOGNIZED,0
",",",",s,,0
thou,thou,s,DirectAddress,0
that,that,s,,0
committest,committest,s,UNRECOGNIZED,0
Idolatry,idolatry,c,StandardsNeg,0
",",",",s,,0
wilt,wilt,s,SenseProperty,0
straight,straight,s,AbstractConcepts,0
blaspheme,blaspheme,c,StandardsNeg,0
",",",",n,,0
if,if,s,Contingency,0
thou,thou,s,DirectAddress,0
be,be,s,ReportingStates,0
suffered,suffered,c,ReportingStates,0
.,.,s,ReportingStates,1
Sleep,sleep,s,Motions,0
would,would,s,ProjectBack,0
do,do,s,Intensity,0
thee,thee,s,DirectAddress,0
more,more,s,Comparison,0
good,good,s,,0
then,then,s,,0
speech,speech,c,LangRef,0
:,:,s,,0
the,the,s,SenseObject,0
Moon,moon,n,SenseObject,1
hears,hears,s,SpaceRelation,0
thee,thee,s,DirectAddress,0
not,not,c,DenyDisclaim,0
",",",",s,,0
or,or,s,,0
if,if,s,Contingency,0
she,she,s,Contingency,1
