DEar,dear,s,Positivity,0
his,his,s,PersonPronoun,0
Master,master,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
the,the,s,PersonProperty,0
graver,graver,s,PersonProperty,1
Coxcomb,coxcomb,s,Negativity,0
of,of,s,,0
the,the,s,,0
two,two,c,Numbers,0
.,.,s,Resistance,0
But,but,s,Resistance,1
this,this,s,,0
Lady,lady,c,PersonProperty,0
",",",",s,,0
Alonzo,alonzo,c,UNRECOGNIZED,0
",",",",n,,0
who,who,s,Question,0
is,is,s,Question,1
this,this,s,,0
Lady,lady,s,PersonProperty,0
thou,thou,s,DirectAddress,0
speak,speak,s,Citations,0
of,of,c,Citations,1
?,?,s,Question,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
I,i,s,FirstPer,0
know,know,s,Confidence,0
her,her,c,PersonPronoun,0
?,?,s,Question,0
we,we,s,,0
were,were,s,ProjectBack,0
wont,wont,s,SubjectivePercept,0
to,to,s,,0
divide,divide,n,ReportingEvents,0
the,the,s,ReportingEvents,1
spoils,spoils,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
Beauty,beauty,c,StandardsPos,0
",",",",s,,0
as,as,s,Metadiscourse,0
well,well,s,Metadiscourse,1
as,as,s,Metadiscourse,2
those,those,s,,0
of,of,s,AbstractConcepts,0
war,war,s,AbstractConcepts,1
between,between,s,Inclusive,0
us,us,nnn,Inclusive,1
O,o,s,LangRef,0
but,but,s,Resistance,0
this,this,s,Resistance,1
is,is,s,Resistance,2
no,no,s,DenyDisclaim,0
such,such,s,Intensity,0
prise,prise,c,Positivity,0
",",",",s,,0
thou,thou,s,DirectAddress,0
would,would,s,ProjectBack,0
hardly,hardly,s,DenyDisclaim,0
share,share,s,ReportingEvents,0
this,this,s,,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
danger,danger,c,Fear,0
",",",",n,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
Matrimony,matrimony,s,CommonAuthorities,0
in,in,s,,0
the,the,s,,0
case,case,nnn,AbstractConcepts,0
Nay,nay,c,OralCues,0
",",",",s,,0
then,then,s,Sequence,0
keep,keep,s,Sequence,1
her,her,s,PersonPronoun,0
to,to,s,,0
thy,thy,s,DirectAddress,0
self,self,c,SubjectivePercept,0
",",",",s,,0
only,only,s,SubjectivePercept,0
let,let,s,Request,0
me,me,s,Request,1
know,know,s,Request,2
who,who,s,Curiosity,0
it,it,s,Curiosity,1
is,is,s,Curiosity,2
that,that,s,Curiosity,3
can,can,s,Contingency,0
debauch,debauch,n,Negativity,0
thee,thee,s,DirectAddress,0
to,to,s,,0
that,that,s,,0
scandalous,scandalous,s,Negativity,0
way,way,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
life,life,c,CommonAuthorities,2
;,;,s,,0
is,is,s,Question,0
she,she,s,Question,1
fair,fair,c,StandardsPos,0
?,?,s,Question,0
will,will,s,PredictedFuture,0
she,she,s,PersonPronoun,0
recompense,recompense,s,RecurringEvents,0
the,the,s,,0
folly,folly,nnn,StandardsNeg,0
Faith,faith,s,StandardsPos,0
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,c,Uncertainty,1
",",",",s,,0
I,i,s,Autobio,0
never,never,s,Autobio,1
saw,saw,s,,0
her,her,s,PersonPronoun,0
yet,yet,c,Resistance,0
",",",",s,Resistance,0
but,but,s,Resistance,1
it,it,s,,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
sister,sister,s,PersonProperty,0
of,of,s,PersonProperty,1
Marcell,marcell,c,UNRECOGNIZED,0
",",",",s,,0
whom,whom,s,PersonPronoun,0
we,we,n,Inclusive,0
both,both,s,Inclusive,1
knew,knew,s,Confidence,0
last,last,s,Sequence,0
Summer,summer,s,TimeDuration,0
in,in,s,,0
Flandens,flandens,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,TimeDuration,0
where,where,s,TimeDuration,1
he,he,s,TimeDuration,2
and,and,s,,0
I,i,s,FirstPer,0
contracted,contracted,s,ReportingEvents,0
such,such,s,Specifiers,0
a,a,n,Specifiers,1
friendship,friendship,c,Positivity,0
",",",",s,,0
that,that,s,,0
without,without,s,Contingency,0
other,other,s,Specifiers,0
consideration,consideration,s,CommonAuthorities,0
he,he,s,PersonPronoun,0
promised,promised,s,StandardsPos,0
me,me,s,FirstPer,0
Hippolyta,hippolyta,c,UNRECOGNIZED,0
",",",",s,ReasonForward,0
for,for,n,ReasonForward,1
that,that,s,Specifiers,0
is,is,s,Specifiers,1
his,his,s,Specifiers,2
sisters,sisters,s,PersonProperty,0
name,name,nnn,LangRef,0
But,but,s,Resistance,0
wo't,wo't,s,UNRECOGNIZED,0
thou,thou,s,DirectAddress,0
really,really,s,Intensity,0
marry,marry,s,Positivity,0
her,her,c,PersonPronoun,0
?,?,nnn,Question,0
I,i,s,Metadiscourse,0
consider,consider,s,Metadiscourse,1
my,my,s,FirstPer,0
advantage,advantage,s,StandardsPos,0
in,in,s,ReportingStates,0
being,being,s,ReportingStates,1
allied,allied,s,StandardsPos,0
to,to,s,StandardsPos,1
so,so,s,,0
considerable,considerable,s,StandardsPos,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
as,as,s,,0
Ambrosio,ambrosio,c,UNRECOGNIZED,0
",",",",n,,0
her,her,s,PersonPronoun,0
father,father,c,PersonProperty,0
;,;,s,,0
I,i,s,FirstPer,0
being,being,s,ReportingStates,0
now,now,s,Immediacy,0
so,so,s,,0
unhappy,unhappy,s,Negativity,0
as,as,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
to,to,s,,0
know,know,s,Confidence,0
my,my,s,Autobio,0
Birth,birth,s,Autobio,1
or,or,s,,0
Parents,parents,nnn,PersonProperty,0
I,i,s,Autobio,0
have,have,s,Autobio,1
often,often,s,Autobio,2
heard,heard,s,Updates,0
of,of,s,,0
some,some,s,Uncertainty,0
such,such,s,Intensity,0
thing,thing,c,Uncertainty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
durst,durst,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
ask,ask,s,Request,0
the,the,s,StandardsPos,0
truth,truth,s,StandardsPos,1
of,of,s,,0
it,it,c,,0
.,.,nnn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
all,all,s,SubjectivePercept,0
that,that,s,SubjectivePercept,1
I,i,s,SubjectivePercept,2
know,know,s,PrivateThinking,0
of,of,s,PrivateThinking,1
myself,myself,s,FirstPer,0
is,is,c,ReportingStates,0
",",",",s,,0
that,that,s,,0
a,a,s,,0
Spanish,spanish,s,PersonProperty,0
Soldier,soldier,c,PersonProperty,0
",",",",s,,0
who,who,s,,0
brought,brought,s,ReportingEvents,0
me,me,n,FirstPer,0
up,up,s,SpaceRelation,0
in,in,s,SpaceRelation,1
the,the,s,SpaceRelation,2
Army,army,c,CommonAuthorities,0
",",",",s,,0
dying,dying,c,Negativity,0
",",",",s,,0
confessed,confessed,s,Disclosure,0
I,i,s,Autobio,0
was,was,s,Autobio,1
not,not,s,DenyDisclaim,0
his,his,s,DenyDisclaim,1
son,son,c,PersonProperty,0
",",",",s,,0
(,(,c,,0
which,which,s,,0
till,till,s,TimeShift,0
then,then,s,TimeShift,1
I,i,s,SelfDisclosure,0
believed,believed,c,SelfDisclosure,1
),),n,,0
and,and,s,,0
a^,a^,s,UNRECOGNIZED,0
the,the,s,,0
age,age,s,TimeDuration,0
of,of,s,TimeDuration,1
twelve,twelve,s,Numbers,0
left,left,s,SceneShift,0
me,me,s,FirstPer,0
to,to,s,,0
shift,shift,s,Transformation,0
for,for,s,Transformation,1
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
;,;,s,,0
the,the,s,Positivity,0
fortune,fortune,s,Positivity,1
he,he,s,PersonPronoun,0
inricht,inricht,n,UNRECOGNIZED,0
me,me,s,FirstPer,0
with,with,s,,0
was,was,s,ProjectBack,0
his,his,s,ProjectBack,1
Horse,horse,s,SenseObject,0
and,and,s,,0
Arms,arms,c,SenseObject,0
",",",",s,,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
few,few,s,SubjectivePercept,0
documents,documents,s,SenseObject,0
how,how,s,Curiosity,0
to,to,s,Curiosity,1
use,use,s,ReportingEvents,0
them,them,c,,0
",",",",s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
had,had,n,ProjectBack,0
seen,seen,s,SpaceRelation,0
him,him,s,PersonPronoun,0
do,do,s,ReportingEvents,0
with,with,s,ReportingEvents,1
good,good,s,,0
success,success,c,StandardsPos,0
:,:,s,,0
This,this,s,,0
servant,servant,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
a,a,s,,0
Crucifix,crucifix,s,SenseObject,0
of,of,s,StandardsPos,0
value,value,c,StandardsPos,1
.,.,nnn,,0
Honor,honor,s,StandardsPos,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
Child,child,s,PersonProperty,0
of,of,s,,0
Virtue,virtue,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
finds,finds,s,ReportingEvents,0
an,an,s,,0
owner,owner,s,PersonProperty,0
every,every,s,Generalization,0
where,where,c,,0
.,.,nnn,,0
Oh,oh,c,OralCues,0
",",",",s,OralCues,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
a,a,s,DirectAddress,2
Courtier,courtier,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
have,have,s,,0
much,much,s,Intensity,0
the,the,s,Contingency,0
odds,odds,s,Contingency,1
of,of,s,,0
a,a,s,,0
Soldier,soldier,s,PersonProperty,0
in,in,s,,0
parlies,parlies,n,UNRECOGNIZED,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
nature,nature,c,AbstractConcepts,0
:,:,s,,0
But,but,s,Resistance,0
hither,hither,s,SpaceRelation,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
come,come,s,ReportingEvents,0
--,--,nnn,,0
To,to,s,GenericEvents,0
be,be,s,GenericEvents,1
undone,undone,c,Negativity,0
;,;,s,,0
faith,faith,s,StandardsPos,0
thou,thou,s,DirectAddress,0
lookst,lookst,s,UNRECOGNIZED,0
ill,ill,s,Negativity,0
upon^t,upon^t,c,UNRECOGNIZED,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
confess,confess,s,SelfDisclosure,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
altogether,altogether,s,Intensity,0
so,so,s,Intensity,1
brisk,brisk,s,SenseProperty,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
should,should,s,Insist,0
have,have,s,Insist,1
been,been,s,Insist,2
upon,upon,s,,0
another,another,n,Specifiers,0
occasion,occasion,c,AbstractConcepts,0
;,;,s,,0
you,you,s,DirectAddress,0
know,know,s,DirectAddress,1
Lovis,lovis,s,UNRECOGNIZED,0
I,i,s,Autobio,0
have,have,s,Autobio,1
been,been,s,Autobio,2
used,used,s,ProjectBack,0
to,to,s,ProjectBack,1
Christian,christian,s,PersonProperty,0
liberty,liberty,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
hate,hate,s,Negativity,0
this,this,n,,0
formal,formal,s,AbstractConcepts,0
courtship,courtship,c,Positivity,0
.,.,s,,0
Pox,pox,s,StandardsNeg,0
on,on,s,SpaceRelation,0
it,it,c,SpaceRelation,1
",",",",s,,0
would,would,s,ProjectBack,0
',',c,,0
twere,twere,s,UNRECOGNIZED,0
over,over,nnn,,0
Where,where,s,,0
all,all,s,,0
parties,parties,s,AbstractConcepts,0
are,are,s,CommonAuthorities,0
agreed,agreed,c,CommonAuthorities,1
",",",",s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
little,little,s,SenseProperty,0
need,need,s,Insist,0
of,of,s,Specifiers,0
that,that,c,Specifiers,1
;,;,s,,0
and,and,s,,0
the,the,s,PersonProperty,0
Ladies,ladies,s,PersonProperty,1
of,of,n,,0
Spain,spain,c,,0
",",",",s,,0
whatever,whatever,s,Uncertainty,0
gravity,gravity,s,AbstractConcepts,0
they,they,s,,0
assume,assume,c,PrivateThinking,0
",",",",s,,0
are,are,s,ReportingStates,0
as,as,s,,0
ready,ready,s,ProjectAhead,0
as,as,s,Comparison,0
any,any,s,Comparison,1
you,you,s,DirectAddress,0
ever,ever,s,DirectAddress,1
met,met,s,ReportingEvents,0
withal,withal,nnn,Metadiscourse,0
But,but,s,Resistance,0
there,there,s,Resistance,1
is,is,s,Resistance,2
a,a,s,Negativity,0
damned,damned,s,Negativity,1
custom,custom,s,CommonAuthorities,0
that,that,s,,0
does,does,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
at,at,s,DenyDisclaim,2
all,all,s,DenyDisclaim,3
agree,agree,s,ReportingEvents,0
with,with,s,ReportingEvents,1
men,men,s,PersonProperty,0
so,so,s,,0
frank,frank,s,SenseObject,0
and,and,n,,0
gay,gay,s,PersonProperty,0
as,as,s,,0
thou,thou,s,DirectAddress,0
and,and,s,,0
I,i,c,FirstPer,0
;,;,s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
deal,deal,s,GenericEvents,0
of,of,s,GenericEvents,1
danger,danger,s,Fear,0
in,in,s,,0
the,the,s,,0
achievement,achievement,c,StandardsPos,0
",",",",s,Aside,0
which,which,s,Aside,1
some,some,s,Uncertainty,0
say,say,n,Citations,0
hightens,hightens,s,ReportingStates,0
the,the,s,,0
pleasure,pleasure,c,Positivity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
of,of,s,SelfDisclosure,2
another,another,s,Resistance,0
opinion,opinion,nnn,Resistance,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
female,female,s,PersonProperty,0
in,in,s,,0
a,a,s,,0
vail,vail,s,StandardsPos,0
has,has,s,,0
followed,followed,s,ReportingEvents,0
us,us,s,Inclusive,0
ever,ever,s,Immediacy,0
since,since,s,Immediacy,1
we,we,s,,0
came,came,s,Transformation,0
from,from,n,Transformation,1
Church,church,nnn,SenseObject,0
Some,some,s,Uncertainty,0
amorous,amorous,s,Positivity,0
adventure,adventure,c,SceneShift,0
:,:,s,,0
See,see,s,,0
she,she,nnn,PersonPronoun,0
Oh,oh,s,OralCues,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
I,i,s,Insist,0
must,must,s,Insist,1
by,by,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
means,means,s,DenyDisclaim,2
leave,leave,s,,0
you,you,c,DirectAddress,0
.,.,nnn,DirectAddress,0
Which,which,s,DirectAddress,1
of,of,s,,0
these,these,s,Immediacy,0
two,two,s,Numbers,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
choose,choose,c,ReportingEvents,0
?,?,nn,Question,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
appear,appear,s,SubjectivePercept,0
a,a,s,PersonProperty,0
stranger,stranger,c,PersonProperty,1
.,.,nnn,,0
We,we,s,Inclusive,0
are,are,s,Inclusive,1
both,both,s,Inclusive,2
so,so,s,,0
Lady,lady,c,PersonProperty,0
.,.,nnn,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
spoil,spoil,s,Negativity,0
all,all,c,,0
",",",",s,,0
and,and,s,,0
bring,bring,nnn,,0
Would,would,s,ProjectBack,0
gladly,gladly,s,Positivity,0
obey,obey,s,CommonAuthorities,0
your,your,s,DirectAddress,0
orders,orders,c,CommonAuthorities,0
.,.,nnn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
I,i,s,Metadiscourse,0
find,find,s,Metadiscourse,1
it,it,s,,0
is,is,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
one,one,s,Numbers,0
to,to,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,Aside,0
which,which,s,Aside,1
you,you,s,DirectAddress,0
choose,choose,c,ReportingEvents,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
one,one,s,Inclusive,0
of,of,s,Inclusive,1
us,us,c,Inclusive,2
;,;,s,Resistance,0
but,but,n,Resistance,1
would,would,s,Contingency,0
not,not,s,Contingency,1
both,both,s,,0
do,do,s,Intensity,0
better,better,nnn,Comparison,0
No,no,c,OralCues,0
",",",",s,OralCues,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
my,my,s,FirstPer,0
commission's,commission's,s,UNRECOGNIZED,0
but,but,s,Resistance,0
to,to,s,Resistance,1
one,one,c,Numbers,0
.,.,nnn,Imperative,0
Fix,fix,s,Imperative,1
and,and,s,,0
proceed,proceed,s,Sequence,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
be,be,s,StandardsPos,0
the,the,s,StandardsPos,1
man,man,c,StandardsPos,2
.,.,nnn,Question,0
What,what,s,Question,1
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
do,do,c,Intensity,0
?,?,s,Question,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
both,both,s,,0
well,well,c,SenseObject,0
:,:,s,,0
a,a,s,PersonProperty,0
Lady,lady,s,PersonProperty,1
of,of,s,StandardsPos,0
quality,quality,s,StandardsPos,1
and,and,s,,0
beauty,beauty,c,StandardsPos,0
",",",",s,,0
who,who,n,,0
guessing,guessing,s,Uncertainty,0
you,you,s,DirectAddress,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
men,men,s,StandardsPos,0
of,of,s,StandardsPos,1
honor,honor,c,StandardsPos,2
",",",",s,,0
has,has,s,,0
sent,sent,s,ReportingEvents,0
me,me,s,FirstPer,0
to,to,s,,0
one,one,s,DirectAddress,0
of,of,s,DirectAddress,1
you,you,nnn,DirectAddress,2
Me,me,s,FirstPer,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
sure,sure,c,Confidence,0
.,.,nnn,,0
Me,me,c,FirstPer,0
",",",",s,,0
me,me,c,FirstPer,0
",",",",s,,0
he,he,s,Updates,0
is,is,s,Updates,1
engaged,engaged,s,ReportingEvents,0
already,already,c,Updates,0
.,.,nnn,,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
foul,foul,s,Negative_Relation,0
play,play,s,Negative_Relation,1
Lovis,lovis,c,UNRECOGNIZED,0
.,.,nnn,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
I,i,s,Insist,0
must,must,s,Insist,1
have,have,s,Insist,2
but,but,s,Exceptions,0
one,one,c,Exceptions,1
",",",",s,,0
and,and,s,,0
therefore,therefore,s,ReasonForward,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
wink,wink,s,Motions,0
and,and,s,,0
choose,choose,c,ReportingEvents,0
.,.,nnn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
trust,trust,s,Confidence,0
blind,blind,s,Negativity,0
fortune,fortune,c,ProjectAhead,0
.,.,nnn,,0
Prithee,prithee,s,DirectAddress,0
Lovis,lovis,s,UNRECOGNIZED,0
let,let,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
and,and,s,,0
I,i,s,ConfirmedThght,0
agree,agree,s,ConfirmedThght,1
upon,upon,s,,0
the,the,s,,0
matter,matter,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
I,i,s,Metadiscourse,0
find,find,s,Metadiscourse,1
the,the,s,PersonProperty,0
Lady,lady,s,PersonProperty,1
will,will,n,PredictedFuture,0
be,be,s,PredictedFuture,1
