PLays,plays,s,ReportingEvents,0
devoured,devoured,s,Narrative_Verbs,0
them,them,s,Narrative_Verbs,1
for,for,s,,0
Religion's,religion's,s,UNRECOGNIZED,0
sake,sake,c,SenseObject,0
.,.,n,Question,0
What,what,s,Question,1
Monster,monster,s,Negativity,0
of,of,s,,0
Ingratitude,ingratitude,s,StandardsNeg,0
was,was,s,ProjectBack,0
he,he,c,PersonPronoun,0
",",",",n,,0
That,that,s,,0
did,did,s,ReportingEvents,0
requite,requite,s,RecurringEvents,0
them,them,s,,0
thus,thus,s,ReasonForward,0
for,for,s,,0
Loyalty,loyalty,c,StandardsPos,0
!,!,n,,0
But,but,s,Resistance,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
Reign,reign,c,CommonAuthorities,0
;,;,s,,0
the,the,s,,0
lofty,lofty,s,StandardsPos,0
Cedar,cedar,s,SenseObject,0
falls,falls,c,,0
",",",",n,ReasonForward,0
And,and,s,ReasonForward,1
so,so,s,ReasonForward,2
must,must,s,Insist,0
he,he,c,PersonPronoun,0
",",",",s,,0
with,with,s,,0
other,other,s,Specifiers,0
Cannibals,cannibals,c,PersonProperty,0
.,.,nn,,0
AM,am,s,Question,0
I,i,s,Question,1
descended,descended,s,ReportingStates,0
of,of,s,ReportingStates,1
such,such,s,Intensity,0
Pedigree,pedigree,c,StandardsPos,0
?,?,n,Question,0
So,so,s,Positivity,0
great,great,c,Positivity,1
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
fair,fair,c,StandardsPos,0
",",",",s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
from,from,s,,0
Suitors,suitors,s,PersonProperty,0
free,free,c,AbstractConcepts,0
?,?,n,Question,0
What,what,s,,0
spightful,spightful,s,UNRECOGNIZED,0
Planet,planet,s,SenseObject,0
did,did,s,ReportingEvents,0
eclipse,eclipse,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Light,light,c,SenseProperty,0
",",",",n,,0
Or,or,s,,0
what,what,s,,0
prodigious,prodigious,s,StandardsPos,0
Comet,comet,s,SenseObject,0
ruled,ruled,s,Authoritative_Citation,0
that,that,s,Authoritative_Citation,1
Night,night,c,,0
",",",",n,Autobio,0
When,when,s,Autobio,1
I,i,s,Autobio,2
was,was,s,Biographical_Time,0
born,born,c,Biographical_Time,1
?,?,s,Question,0
Did,did,s,ReportingEvents,0
Via,via,s,AbstractConcepts,0
Lactea,lactea,s,UNRECOGNIZED,0
run,run,n,SpaceRelation,0
With,with,s,SpaceRelation,1
bitter,bitter,s,Negativity,0
Wormwood,wormwood,c,SenseObject,0
",",",",s,,0
to,to,s,,0
overflow,overflow,s,Negativity,0
the,the,s,SenseObject,0
Sun,sun,c,SenseObject,1
?,?,n,Question,0
No,no,s,DenyDisclaim,0
Female,female,s,PersonProperty,0
Star,star,s,SenseObject,0
did,did,s,ReportingEvents,0
usher,usher,s,Sequence,0
in,in,s,Sequence,1
that,that,s,,0
Morn,morn,c,TimeDuration,0
",",",",n,,0
To,to,s,,0
influence,influence,s,Cause,0
my,my,s,FirstPer,0
Fate,fate,c,SubjectivePercept,0
",",",",s,Autobio,0
when,when,s,Autobio,1
I,i,s,Autobio,2
was,was,s,Biographical_Time,0
born,born,c,Biographical_Time,1
:,:,n,,0
It,it,s,Resistance,0
rather,rather,s,Resistance,1
seems,seems,s,PrivateThinking,0
that,that,s,PrivateThinking,1
Leo,leo,c,UNRECOGNIZED,0
",",",",s,,0
void,void,s,StandardsNeg,0
of,of,s,StandardsNeg,1
Care,care,c,StandardsPos,0
",",",",n,,0
About,about,s,,0
the,the,s,,0
Northern,northern,s,SpaceRelation,0
Pole,pole,c,SenseObject,0
",",",",s,,0
did,did,s,ReportingEvents,0
whip,whip,s,Motions,0
the,the,s,Motions,1
Bear,bear,c,SenseObject,0
.,.,nn,Question,0
What,what,s,Question,1
Is,is,s,Question,2
the,the,s,,0
matter,matter,c,AbstractConcepts,0
?,?,s,Question,0
You're,you're,s,DirectAddress,0
never,never,s,DenyDisclaim,0
well,well,s,SenseObject,0
pleased,pleased,c,Positivity,0
:,:,nn,,0
You're,you're,s,DirectAddress,0
sick,sick,s,Negativity,0
of,of,s,Negativity,1
the,the,s,,0
Simples,simples,c,AbstractConcepts,0
:,:,s,,0
You,you,s,DirectAddress,0
want,want,s,ProjectAhead,0
a,a,s,,0
handful,handful,s,SpaceRelation,0
You-know-not-what,you-know-not-what,c,UNRECOGNIZED,0
",",",",s,,0
to,to,s,,0
cure,cure,s,Positivity,0
you,you,n,DirectAddress,0
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
when,when,nnn,Uncertainty,2
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
troubled,troubled,c,Negativity,0
",",",",s,,0
and,and,s,,0
you,you,s,DirectAddress,0
augment,augment,s,Transformation,0
my,my,s,FirstPer,0
Grief,grief,c,Sad,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
what,what,s,Confront,0
is,is,s,Confront,1
your,your,s,Confront,2
great,great,s,Negativity,0
Trouble,trouble,c,Negativity,1
",",",",s,,0
Madam,madam,c,PersonProperty,0
?,?,nnn,Question,0
That,that,s,Specifiers,0
which,which,s,Specifiers,1
you,you,s,Confront,0
cannot,cannot,s,Confront,1
help,help,c,Positivity,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
why,why,s,Question,0
so,so,c,,0
?,?,s,Question,0
Are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
in,in,s,,0
a,a,s,,0
Love-Fever,love-fever,c,UNRECOGNIZED,0
?,?,n,Question,0
Perhaps,perhaps,s,Uncertainty,0
the,the,s,Specifiers,0
weight,weight,s,Specifiers,1
of,of,s,Specifiers,2
your,your,s,DirectAddress,0
Maidenhead,maidenhead,s,PersonProperty,0
may,may,s,Contingency,0
trouble,trouble,s,Negativity,0
you,you,c,Negativity,1
?,?,nn,Question,0
I,i,s,FirstPer,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
say,say,s,Citations,0
so,so,c,,0
;,;,s,Resistance,0
but,but,s,Resistance,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
lived,lived,s,ReportingEvents,0
till,till,s,TimeShift,0
I,i,s,TimeShift,1
am,am,s,FirstPer,0
Seventeen,seventeen,s,TimeDuration,0
Years,years,s,TimeDuration,1
of,of,s,TimeDuration,2
Age,age,c,TimeDuration,3
",",",",s,,0
and,and,s,,0
cannot,cannot,n,DenyDisclaim,0
yet,yet,s,Resistance,0
have,have,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Husband,husband,nnn,PersonProperty,0
Oh,oh,c,OralCues,0
",",",",s,OralCues,1
is,is,s,ReportingStates,0
that,that,s,ReportingStates,1
your,your,s,DirectAddress,0
Grief,grief,c,Sad,0
?,?,s,Question,0
A,a,s,Negativity,0
pain,pain,s,Negativity,1
in,in,s,PrivateThinking,0
the,the,s,PrivateThinking,1
Mind,mind,c,PrivateThinking,2
!,!,s,,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
so,so,c,,0
;,;,s,Resistance,0
but,but,s,Resistance,1
had,had,s,ProjectBack,0
not,not,s,ProjectBack,1
you,you,s,DirectAddress,0
been,been,n,DirectAddress,1
so,so,s,,0
proud,proud,s,StandardsPos,0
and,and,s,,0
saucy,saucy,c,SenseProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
might,might,s,DirectAddress,1
have,have,s,ProjectBack,0
been,been,s,ProjectBack,1
eased,eased,s,Reassure,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
Burden,burden,s,Negativity,0
before,before,s,Updates,0
now,now,c,Updates,1
;,;,s,Resistance,0
but,but,s,Resistance,1
I,i,n,FirstPer,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
was,was,s,ProjectBack,0
not,not,s,DenyDisclaim,0
married,married,s,Biographical_Time,0
till,till,s,TimeShift,0
I,i,s,TimeShift,1
was,was,s,ProjectBack,0
full,full,s,,0
One,one,s,Numbers,0
and,and,s,,0
twenty,twenty,nnn,Numbers,0
Shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
believe,believe,s,PrivateThinking,0
it,it,c,,0
?,?,s,Question,0
Did,did,s,DirectAddress,0
you,you,s,DirectAddress,1
live,live,s,,0
a,a,s,,0
Maid,maid,s,PersonProperty,0
till,till,s,AbstractConcepts,0
One,one,s,Numbers,0
and,and,s,,0
twenty,twenty,c,Numbers,0
?,?,s,Question,0
O,o,s,LangRef,0
Monster,monster,s,Negativity,0
of,of,n,Negativity,0
Lies,lies,c,Negativity,1
!,!,s,,0
I,i,s,FirstPer,0
wonder,wonder,s,Curiosity,0
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
ashamed,ashamed,c,Sad,0
:,:,s,,0
Persuade,persuade,s,ReportingEvents,0
me,me,s,FirstPer,0
to,to,s,,0
it,it,c,,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
can,can,c,Contingency,0
.,.,s,Contingency,1
I,i,s,Metadiscourse,0
shall,shall,n,Metadiscourse,1
rather,rather,s,Resistance,0
believe,believe,s,PrivateThinking,0
that,that,s,PrivateThinking,1
you,you,s,Confront,0
lost,lost,s,Confront,1
your,your,s,DirectAddress,0
Maidenhead,maidenhead,s,PersonProperty,0
at,at,s,,0
Eleventeen,eleventeen,s,UNRECOGNIZED,0
--,--,s,,0
But,but,s,Resistance,0
pray,pray,c,Intensity,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",n,,0
be,be,s,ReportingStates,0
ingenuous,ingenuous,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
tell,tell,s,Citations,0
me,me,s,Citations,1
--,--,s,,0
Was,was,s,ProjectBack,0
you,you,s,DirectAddress,0
married,married,s,Biographical_Time,0
a,a,s,,0
Maid,maid,s,PersonProperty,0
at,at,s,AbstractConcepts,0
One,one,s,AbstractConcepts,1
and,and,s,,0
twenty,twenty,c,Numbers,0
?,?,s,Question,0
O,o,n,LangRef,0
horrible,horrible,c,Negativity,0
!,!,s,,0
a,a,s,,0
Maid,maid,s,PersonProperty,0
at,at,s,AbstractConcepts,0
One,one,s,AbstractConcepts,1
and,and,s,,0
twenty,twenty,c,Numbers,0
!,!,s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
within,within,s,,0
two,two,s,Numbers,0
degrees,degrees,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
a,a,s,,0
Thornback,thornback,nnn,SenseObject,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
tell,tell,s,DirectAddress,0
you,you,c,DirectAddress,1
;,;,s,,0
you,you,s,DirectAddress,0
may,may,s,DirectAddress,1
find,find,s,Curiosity,0
it,it,s,Curiosity,1
out,out,c,Curiosity,2
:,:,s,,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
too,too,s,Negativity,0
bold,bold,s,Negativity,1
to,to,s,,0
ask,ask,s,Request,0
me,me,s,FirstPer,0
such,such,n,Intensity,0
Questions,questions,c,Resistance,0
.,.,s,Intensity,0
I,i,s,Intensity,1
do,do,s,Intensity,2
not,not,s,DenyDisclaim,0
put,put,s,Negativity,0
upon,upon,s,Negativity,1
you,you,c,DirectAddress,0
;,;,s,Specifiers,0
nor,nor,s,Specifiers,1
do,do,s,Question,0
I,i,s,Question,1
say,say,s,Citations,0
that,that,s,Citations,1
you,you,s,Insist,0
must,must,s,Insist,1
live,live,s,,0
a,a,s,,0
Maid,maid,s,PersonProperty,0
so,so,n,SubjectiveTime,0
long,long,c,SubjectiveTime,1
.,.,s,DirectAddress,0
And,and,c,DirectAddress,1
",",",",s,,0
if,if,s,Contingency,0
I,i,s,Sad,0
lost,lost,s,Sad,1
my,my,s,FirstPer,0
Maidenhead,maidenhead,s,PersonProperty,0
before,before,s,Sequence,0
I,i,s,FirstPer,0
took,took,s,ReportingEvents,0
Matrimony,matrimony,c,CommonAuthorities,0
",",",",s,,0
I,i,s,Autobio,0
had,had,s,Autobio,1
Wit,wit,s,StandardsPos,0
enough,enough,s,SubjectivePercept,0
to,to,n,SubjectivePercept,1
conceal,conceal,s,SubjectivePercept,0
the,the,s,Sad,0
Loss,loss,c,Sad,1
",",",",s,,0
and,and,s,,0
behave,behave,s,SubjectivePercept,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
cunningly,cunningly,s,SubjectivePercept,0
toward,toward,s,,0
my,my,s,FirstPer,0
Husband,husband,c,PersonProperty,0
",",",",s,,0
when,when,s,,0
first,first,s,Sequence,0
I,i,n,FirstPer,0
entered,entered,s,ReportingEvents,0
Wedlock,wedlock,c,AbstractConcepts,0
",",",",s,Aside,0
which,which,s,Aside,1
perhaps,perhaps,s,Uncertainty,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
not,not,nnn,DenyDisclaim,0
Scold,scold,s,Negative_Relation,0
on,on,c,,0
;,;,s,,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
you,you,s,DirectAddress,0
were,were,s,ProjectBack,0
a,a,s,,0
Physician,physician,c,PersonProperty,0
.,.,n,,0
A,a,s,,0
Doctrix,doctrix,s,UNRECOGNIZED,0
for,for,s,,0
the,the,s,StandardsNeg,0
Devil,devil,c,StandardsNeg,1
;,;,n,,0
And,and,s,Generalization,0
all,all,s,Generalization,1
your,your,s,DirectAddress,0
Receipts,receipts,s,SenseObject,0
bitter,bitter,s,SenseProperty,0
as,as,s,SenseProperty,1
Gall,gall,c,SenseProperty,2
.,.,nn,,0
I,i,s,FirstPer,0
tell,tell,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
Licosta,licosta,c,UNRECOGNIZED,0
",",",",s,,0
If,if,s,Contingency,0
thou,thou,s,DirectAddress,0
were,were,s,ProjectBack,0
wise,wise,s,StandardsPos,0
and,and,s,,0
courteous,courteous,c,Positivity,0
",",",",s,,0
as,as,s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
fair,fair,s,StandardsPos,0
and,and,n,StandardsPos,0
handsome,handsome,c,StandardsPos,1
",",",",s,,0
thou,thou,s,DirectAddress,0
might,might,s,Contingency,0
deserve,deserve,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
best,best,s,Comparison,0
Nobleman,nobleman,s,PersonProperty,0
in,in,s,,0
France,france,c,,0
.,.,s,Resistance,0
But,but,s,Resistance,1
since,since,s,,0
thy,thy,s,DirectAddress,0
Wit,wit,n,StandardsPos,0
is,is,s,ReportingStates,0
destitute,destitute,s,StandardsNeg,0
of,of,s,StandardsNeg,1
Discretion,discretion,c,Contingency,0
;,;,s,,0
thou,thou,s,DirectAddress,0
may,may,s,Contingency,0
live,live,s,,0
Seventeen,seventeen,s,TimeDuration,0
Years,years,s,TimeDuration,1
longer,longer,s,Comparison,0
unmarry'd,unmarry'd,c,UNRECOGNIZED,0
;,;,n,,0
and,and,s,,0
as,as,s,Specifiers,0
for,for,s,Specifiers,1
me,me,c,FirstPer,0
",",",",s,,0
I,i,s,Resistance,0
will,will,s,Resistance,1
never,never,s,Resistance,2
bespeak,bespeak,s,Example,0
a,a,s,PersonProperty,0
Husband,husband,s,PersonProperty,1
for,for,s,,0
thee,thee,nnn,DirectAddress,0
And,and,s,,0
what,what,s,SubjectivePercept,0
do,do,s,SubjectivePercept,1
I,i,s,SubjectivePercept,2
care,care,c,SubjectivePercept,3
?,?,s,Question,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
bespeak,bespeak,s,Example,0
one,one,s,Numbers,0
for,for,s,,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
.,.,nnn,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
keep,keep,s,DirectAddress,0
you,you,s,DirectAddress,1
company,company,s,AbstractConcepts,0
longer,longer,c,Comparison,0
.,.,nnn,Imperative,0
Get,get,s,Imperative,1
you,you,s,Imperative,2
gone,gone,c,Imperative,3
",",",",s,,0
get,get,s,SceneShift,0
you,you,s,SceneShift,1
gone,gone,c,SceneShift,2
",",",",s,,0
imperious,imperious,s,StandardsNeg,0
old,old,s,SenseProperty,0
Hagg,hagg,c,UNRECOGNIZED,0
;,;,s,,0
walks,walks,s,Motions,0
frowning,frowning,s,Negative_Relation,0
in,in,s,SubjectivePercept,0
a,a,s,SubjectivePercept,1
passion,passion,c,SubjectivePercept,2
",",",",n,,0
calls,calls,s,ReportingEvents,0
me,me,s,FirstPer,0
saucy,saucy,c,SenseProperty,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
tell,tell,s,DenyDisclaim,1
her,her,s,PersonPronoun,0
her,her,s,SubjectivePercept,0
own,own,c,SubjectivePercept,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
giving,giving,s,Negativity,0
offense,offense,s,Negativity,1
to,to,s,Negativity,2
my,my,s,FirstPer,0
Uncle,uncle,n,PersonProperty,0
and,and,s,,0
the,the,s,,0
Queen,queen,s,PersonProperty,0
--,--,s,,0
Oh,oh,s,OralCues,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
thus,thus,s,ReasonForward,0
confined,confined,c,SenseProperty,0
",",",",s,,0
I,i,s,Contingency,0
could,could,s,Contingency,1
tear,tear,s,Negativity,0
my,my,s,Negativity,1
Hair,hair,nnn,Negativity,2
Your,your,s,DirectAddress,0
Servant,servant,c,PersonProperty,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
.,.,n,,0
Your,your,s,DirectAddress,0
Eyes,eyes,s,SenseObject,0
have,have,s,ReportingEvents,0
an,an,s,ReportingEvents,1
attractive,attractive,s,Positivity,0
Virtue,virtue,c,StandardsPos,0
.,.,n,,0
I,i,s,Contingency,0
could,could,s,Contingency,1
not,not,s,DenyDisclaim,0
see,see,s,DenyDisclaim,1
and,and,s,,0
admire,admire,s,StandardsPos,0
you,you,c,DirectAddress,0
",",",",s,,0
without,without,s,Contingency,0
coming,coming,s,Intensity,0
at,at,s,Intensity,1
you,you,c,Intensity,2
.,.,nn,,0
Royal,royal,s,CommonAuthorities,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
humbly,humbly,s,SubjectivePercept,0
thank,thank,s,Acknowledge,0
you,you,c,Acknowledge,1
;,;,s,,0
for,for,s,,0
a,a,s,,0
Jeer,jeer,s,Negative_Relation,0
from,from,s,DirectAddress,0
your,your,s,DirectAddress,1
mouth,mouth,s,SenseObject,0
is,is,s,ReportingStates,0
legitimate,legitimate,s,StandardsPos,0
to,to,s,,0
a,a,n,,0
Complement,complement,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
metamorphos'd,metamorphos'd,s,UNRECOGNIZED,0
from,from,s,,0
a,a,s,,0
Complement,complement,s,AbstractConcepts,0
to,to,s,,0
a,a,s,Intensity,0
real,real,s,Intensity,1
Truth,truth,c,StandardsPos,0
.,.,s,,0
I,i,s,SelfDisclosure,0
am,am,n,SelfDisclosure,1
admirable,admirable,c,StandardsPos,0
",",",",s,,0
indeed,indeed,c,Intensity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
for,for,s,,0
a,a,s,,0
dull,dull,s,SenseProperty,0
Soul,soul,s,Disclosure,0
and,and,s,,0
Homeliness,homeliness,nnn,Negativity,0
No,no,c,OralCues,0
",",",",s,OralCues,1
no,no,c,OralCues,0
",",",",s,OralCues,1
worthy,worthy,s,StandardsPos,0
Madam,madam,c,PersonProperty,0
;,;,s,,0
I,i,s,FirstPer,0
admire,admire,s,StandardsPos,0
you,you,s,DirectAddress,0
for,for,s,DirectAddress,1
the,the,s,,0
external,external,s,AbstractConcepts,0
visible,visible,s,SenseProperty,0
Perfections,perfections,s,StandardsPos,0
and,and,n,,0
Beauty,beauty,s,StandardsPos,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
handsome,handsome,s,Positivity,0
Body,body,c,SenseObject,0
",",",",s,,0
and,and,s,,0
internal,internal,s,AbstractConcepts,0
invisible,invisible,s,AbstractConcepts,0
Faculties,faculties,s,AbstractConcepts,0
and,and,n,,0
Accomplishments,accomplishments,s,StandardsPos,0
of,of,s,,0
so,so,s,,0
noble,noble,s,StandardsPos,0
a,a,s,SubjectivePercept,0
Soul,soul,nnn,SubjectivePercept,1
Thank,thank,s,Acknowledge,0
you,you,c,Acknowledge,1
",",",",s,,0
Royal,royal,s,CommonAuthorities,0
Sir,sir,c,PersonProperty,0
;,;,s,Resistance,0
but,but,s,Resistance,1
I,i,s,FirstPer,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
merit,merit,s,StandardsPos,0
so,so,s,Positivity,0
great,great,s,Positivity,1
Applause,applause,c,Positivity,0
.,.,nnn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
believe,believe,s,PrivateThinking,0
me,me,c,FirstPer,0
",",",",s,,0
I,i,s,Autobio,0
have,have,s,Autobio,1
long,long,c,Autobio,2
",",",",s,Concessive,0
though,though,s,Concessive,1
impatiently,impatiently,c,Intensity,0
",",",",s,,0
waited,waited,s,ProjectAhead,0
for,for,s,ProjectAhead,1
an,an,s,ProjectAhead,2
opportunity,opportunity,s,StandardsPos,0
to,to,n,,0
present,present,s,,0
you,you,s,DirectAddress,0
with,with,s,,0
my,my,s,FirstPer,0
hearty,hearty,s,Positivity,0
and,and,s,,0
passionate,passionate,s,Positivity,0
Respects,respects,c,StandardsPos,0
;,;,s,,0
and,and,s,,0
give,give,s,Disclosure,0
vent,vent,s,Disclosure,1
to,to,s,Disclosure,2
that,that,n,,0
irresistible,irresistible,s,SubjectivePercept,0
Fire,fire,c,SenseObject,0
",",",",s,Aside,0
which,which,s,Aside,1
has,has,s,,0
hitherto,hitherto,s,ProjectBack,0
been,been,s,ProjectBack,0
smothered,smothered,s,ReportingEvents,0
within,within,s,,0
my,my,s,FirstPer,0
