OBonny,obonny,s,UNRECOGNIZED,0
excellent,excellent,s,StandardsPos,0
Musician,musician,c,PersonProperty,0
;,;,s,Resistance,0
but,but,s,Resistance,1
a,a,s,,0
deuse,deuse,s,UNRECOGNIZED,0
on,on,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
it,it,s,DenyDisclaim,0
does,does,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
seem,seem,n,Uncertainty,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
sent,sent,s,ReportingEvents,0
my,my,s,FirstPer,0
Master,master,s,PersonProperty,0
home,home,s,SpaceRelation,0
so,so,s,Negativity,0
sick,sick,s,Negativity,1
of,of,s,,0
Melancholy,melancholy,c,Sad,0
",",",",s,,0
that,that,s,,0
I,i,s,FirstPer,0
da^e,da^e,s,UNRECOGNIZED,0
swear,swear,c,Intensity,0
",",",",s,,0
this,this,n,,0
scurvy,scurvy,s,Negativity,0
Tom,tom,s,PersonProperty,0
Piper,piper,s,PersonProperty,0
of,of,s,,0
D^lphos,d^lphos,s,UNRECOGNIZED,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
play,play,s,Negativity,0
him,him,s,Negativity,1
so,so,s,Comparison,0
much,much,s,Comparison,1
as,as,s,Comparison,2
one,one,s,Numbers,0
fit,fit,s,Intensity,0
of,of,s,Intensity,1
mirth,mirth,c,Positivity,0
",",",",s,,0
not,not,s,DenyDisclaim,0
a,a,n,DenyDisclaim,1
lig,lig,s,UNRECOGNIZED,0
or,or,s,,0
Sellengers-round,sellengers-round,c,UNRECOGNIZED,0
.,.,s,DirectAddress,0
And,and,s,DirectAddress,1
now,now,s,Immediacy,0
see,see,s,Curiosity,0
how,how,s,Curiosity,1
he,he,s,Neutral_Attribution,0
follows,follows,s,Neutral_Attribution,1
a,a,s,Negativity,0
blind,blind,s,Negativity,1
Puppy,puppy,s,SenseObject,0
in,in,s,,0
the,the,s,,0
tail,tail,c,SenseObject,0
",",",",n,,0
contrary,contrary,s,Resistance,0
to,to,s,Resistance,1
Law,law,s,Resistance,2
or,or,s,,0
Reason,reason,c,StandardsPos,0
:,:,s,,0
For,for,s,,0
we,we,s,,0
that,that,s,,0
have,have,s,,0
our,our,s,Inclusive,0
eyes,eyes,s,SenseObject,0
should,should,s,Insist,0
lead,lead,c,,0
",",",",s,,0
not,not,s,DenyDisclaim,0
follow,follow,s,,0
the,the,n,Negativity,0
blind,blind,c,Negativity,1
.,.,s,,0
The,the,s,Intensity,0
very,very,s,Intensity,1
Dog,dog,s,SenseObject,0
in,in,s,,0
the,the,s,,0
Chronicles,chronicles,c,Sequence,0
",",",",s,,0
that,that,s,ProjectBack,0
had,had,s,ProjectBack,1
his,his,s,PersonPronoun,0
eyes,eyes,c,SenseObject,0
",",",",s,,0
stood,stood,s,Confidence,0
upon,upon,s,Confidence,1
his,his,s,PersonPronoun,0
royal,royal,n,CommonAuthorities,0
Prerogative,prerogative,c,CommonAuthorities,1
",",",",s,,0
of,of,s,,0
going,going,s,SpaceRelation,0
before,before,s,SpaceRelation,1
the,the,s,SpaceRelation,2
blind,blind,s,Negativity,0
Beggar,beggar,s,PersonProperty,0
of,of,s,,0
Bednal-green,bednal-green,c,UNRECOGNIZED,0
.,.,s,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
can,can,s,Contingency,0
he,he,s,PersonPronoun,0
be,be,n,StandardsPos,0
content,content,s,StandardsPos,1
to,to,s,Procedures,0
do,do,s,Procedures,1
it,it,s,Procedures,2
himself,himself,c,PersonPronoun,0
",",",",s,Resistance,0
but,but,s,Resistance,1
he,he,s,Insist,0
must,must,s,Insist,1
make,make,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
too,too,s,,0
guilty,guilty,s,Negative_Relation,0
of,of,s,Negative_Relation,1
the,the,s,Comparison,0
same,same,n,Comparison,1
ignorance,ignorance,c,StandardsNeg,0
.,.,s,,0
If,if,s,Contingency,0
I,i,s,FirstPer,0
but,but,s,Resistance,0
ask,ask,s,Request,0
him,him,s,PersonPronoun,0
a,a,s,Curiosity,0
question,question,c,Curiosity,1
",",",",s,,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
not,not,s,DenyDisclaim,0
so,so,s,DenyDisclaim,1
much,much,s,DenyDisclaim,2
manners,manners,s,StandardsPos,0
as,as,s,,0
my,my,n,FirstPer,0
Granam's,granam's,s,UNRECOGNIZED,0
Sow,sow,c,Motions,0
;,;,s,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
get,get,s,Consequence,0
him,him,s,Consequence,1
to,to,s,Consequence,2
grunt,grunt,s,Motions,0
me,me,s,FirstPer,0
an,an,s,,0
answer,answer,c,Specifiers,0
:,:,s,,0
yet,yet,s,Resistance,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
choose,choose,s,ReportingEvents,0
but,but,n,Resistance,0
speak,speak,c,ReportingEvents,0
",",",",s,Concessive,0
though,though,s,Concessive,1
my,my,s,FirstPer,0
hedge,hedge,s,Uncertainty,0
of,of,s,,0
Teeth,teeth,s,SenseObject,0
were,were,s,ProjectBack,0
a,a,s,,0
Quick-set,quick-set,c,UNRECOGNIZED,0
",",",",s,,0
my,my,s,FirstPer,0
tongue,tongue,s,SenseObject,0
would,would,s,ProjectBack,0
through,through,c,,0
.,.,s,,0
You,you,n,DirectAddress,0
sir,sir,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
say,say,s,Citations,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
my,my,s,FirstPer,0
Master,master,c,PersonProperty,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
not,not,s,DirectAddress,2
tell,tell,s,Citations,0
me,me,s,Citations,1
why,why,s,Curiosity,0
we,we,s,Curiosity,1
follow,follow,s,,0
this,this,n,,0
blundring,blundring,s,UNRECOGNIZED,0
guide,guide,c,AbstractConcepts,0
",",",",s,,0
be,be,s,Confidence,0
sure,sure,c,Confidence,1
",",",",s,,0
I,i,s,Resistance,0
will,will,s,Resistance,1
never,never,s,Resistance,2
leave,leave,s,,0
vexing,vexing,s,Negativity,0
and,and,s,,0
tormenting,tormenting,s,Negativity,0
you,you,c,DirectAddress,0
:,:,s,,0
you,you,n,Insist,0
shall,shall,s,Insist,1
tell,tell,s,Citations,0
me,me,c,Citations,1
",",",",s,,0
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
shall,shall,nnn,ProjectAhead,0
O,o,s,LangRef,0
the,the,s,,0
Age,age,s,Specifiers,0
we,we,s,Inclusive,0
live,live,s,Inclusive,1
in,in,c,,0
!,!,s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
quintessence,quintessence,s,Intensity,0
of,of,s,,0
impudence,impudence,c,StandardsNeg,0
!,!,s,,0
To,to,s,AbstractConcepts,0
what,what,s,AbstractConcepts,1
a,a,s,Positivity,0
fine,fine,s,Positivity,1
pass,pass,n,ReportingEvents,0
are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
arrived,arrived,nnn,ReportingEvents,0
Nay,nay,s,OralCues,0
it,it,s,,0
is,is,s,Intensity,0
even,even,s,Intensity,1
so,so,s,,0
Sir,sir,c,PersonProperty,0
:,:,s,,0
Your,your,s,DirectAddress,0
sword,sword,s,SenseObject,0
and,and,s,,0
buckler,buckler,s,SenseObject,0
man,man,s,PersonProperty,0
must,must,s,Insist,0
take,take,s,ReportingEvents,0
the,the,s,ReportingEvents,1
wit,wit,s,StandardsPos,0
upon,upon,s,Immediacy,0
him,him,n,Immediacy,1
for,for,s,TimeShift,0
once,once,nnn,TimeShift,1
But,but,s,Resistance,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
not,not,s,DirectAddress,2
learn,learn,s,,0
your,your,s,DirectAddress,0
distance,distance,s,AbstractConcepts,0
b^er,b^er,c,UNRECOGNIZED,0
;,;,s,,0
look,look,c,DirectAddress,0
",",",",s,DirectAddress,1
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
here,here,s,SpaceRelation,0
a,a,n,,0
Crabtree-Cudgel,crabtree-cudgel,c,UNRECOGNIZED,0
*,*,s,,0
beware,beware,s,Negativity,0
of,of,s,,0
weeping-Crosse,weeping-crosse,nnn,UNRECOGNIZED,0
Master,master,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
priviledg'd,priviledg'd,c,UNRECOGNIZED,0
:,:,s,DirectAddress,0
Do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
see,see,s,,0
my,my,s,FirstPer,0
Feather,feather,c,SenseObject,0
?,?,s,Question,0
so,so,s,Contingency,0
long,long,s,Contingency,1
as,as,s,Contingency,2
I,i,s,Contingency,3
wear,wear,s,SpaceRelation,0
this,this,c,Immediacy,0
",",",",s,Immediacy,1
it,it,s,,0
is,is,n,ReportingStates,0
Shrove-tuesday,shrove-tuesday,s,UNRECOGNIZED,0
with,with,s,Inclusive,0
us,us,s,Inclusive,1
Prentises,prentises,c,UNRECOGNIZED,0
",",",",s,,0
perpetual,perpetual,s,SubjectiveTime,0
Shrove-tuesday,shrove-tuesday,nnn,UNRECOGNIZED,0
But,but,s,Resistance,0
if,if,s,Contingency,0
I,i,s,FirstPer,0
take,take,s,Motions,0
off,off,s,Motions,1
your,your,s,DirectAddress,0
Feather,feather,c,SenseObject,0
",",",",s,,0
then,then,s,Sequence,0
we,we,s,Sequence,1
shall,shall,s,ProjectAhead,0
have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
presently,presently,s,TimeShift,0
crest-fa^,crest-fa^,c,UNRECOGNIZED,0
',',c,,0
n,n,c,LangRef,0
",",",",n,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
my,my,s,FirstPer,0
Crabtree,crabtree,s,UNRECOGNIZED,0
Tutor,tutor,s,PersonProperty,0
here,here,s,SpaceRelation,0
may,may,s,Contingency,0
read,read,s,GenericEvents,0
a,a,s,GenericEvents,1
Lecture,lecture,s,GenericEvents,2
of,of,s,,0
Ethics,ethics,s,StandardsPos,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
saucy,saucy,n,SenseProperty,0
Shoulders,shoulders,nnn,SenseObject,0
Why,why,c,Question,0
",",",",s,,0
and,and,s,,0
if,if,s,Contingency,0
it,it,s,Contingency,1
do,do,s,Intensity,0
sir,sir,c,PersonProperty,0
;,;,s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
find,find,s,Confidence,0
that,that,s,Confidence,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
as,as,s,,0
valiant,valiant,s,StandardsPos,0
Shoulders,shoulders,s,SenseObject,0
as,as,n,,0
another,another,s,Specifiers,0
man,man,c,PersonProperty,0
.,.,s,Imperative,0
Come,come,s,Imperative,1
exercise,exercise,s,GenericEvents,0
your,your,s,DirectAddress,0
cudgel,cudgel,c,SenseObject,0
:,:,s,,0
You,you,s,DirectAddress,0
Masters,masters,s,StandardsPos,0
are,are,s,Resemblances,0
like,like,s,Resemblances,1
Roman,roman,s,AbstractConcepts,0
Magistrates,magistrates,c,CommonAuthorities,0
",",",",n,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
Rods,rods,s,SenseObject,0
of,of,s,,0
authority,authority,c,CommonAuthorities,0
;,;,s,Resistance,0
yet,yet,s,Resistance,1
try,try,c,ProjectAhead,0
",",",",s,,0
see,see,s,PrivateThinking,0
whether,whether,s,PrivateThinking,1
you,you,s,DirectAddress,0
or,or,s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
first,first,s,Sequence,0
weary,weary,c,Negativity,0
.,.,n,Imperative,0
Come,come,s,Imperative,1
you,you,s,DirectAddress,0
Trifle,trifle,c,SenseObject,0
",",",",s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
Cudgels,cudgels,s,SenseObject,0
in,in,s,,0
Christendom,christendom,c,UNRECOGNIZED,0
",",",",s,,0
Kent,kent,c,,0
",",",",s,,0
or,or,s,,0
New,new,s,,0
England,england,c,,0
",",",",s,,0
shall,shall,n,ProjectAhead,0
never,never,s,DenyDisclaim,0
make,make,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
quiet,quiet,c,SenseProperty,0
",",",",s,,0
till,till,s,AbstractConcepts,0
you,you,s,DirectAddress,0
show,show,s,ReportingEvents,0
me,me,s,FirstPer,0
who,who,s,Curiosity,0
this,this,s,Curiosity,1
is,is,s,Question,0
we,we,s,Question,1
follow,follow,c,,0
.,.,s,Question,0
Why,why,c,Question,1
",",",",s,Question,2
sweethoney,sweethoney,c,UNRECOGNIZED,0
",",",",n,,0
sugar-cinnamon,sugar-cinnamon,c,UNRECOGNIZED,0
",",",",s,,0
delicate,delicate,s,SubjectivePercept,0
Master,master,c,PersonProperty,0
",",",",s,,0
if,if,s,Contingency,0
I,i,s,FirstPer,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
wish,wish,s,Acknowledge,0
you,you,s,Acknowledge,1
well,well,c,Acknowledge,2
",",",",s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
think,think,s,PrivateThinking,0
I,i,n,Autobio,0
would,would,s,Autobio,1
be,be,s,Autobio,2
so,so,s,,0
inquisitive,inquisitive,c,Curiosity,0
?,?,s,Question,0
In,in,s,,0
dud,dud,s,Negativity,0
la,la,s,AbstractConcepts,0
you,you,s,Insist,0
must,must,s,Insist,1
tell,tell,s,Citations,0
me,me,c,Citations,1
",",",",s,,0
and,and,s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,s,ReportingStates,0
satisfied,satisfied,nnn,StandardsPos,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
the,the,s,DenyDisclaim,1
power,power,s,StandardsPos,0
to,to,s,StandardsPos,1
conceal,conceal,s,SubjectivePercept,0
thee,thee,s,DirectAddress,0
any,any,s,SubjectivePercept,0
longer,longer,c,SubjectivePercept,1
;,;,s,,0
for,for,s,,0
of,of,s,Specifiers,0
all,all,s,Specifiers,1
my,my,n,FirstPer,0
servants,servants,c,PersonProperty,0
",",",",s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
so,so,s,,0
trusty,trusty,c,StandardsPos,0
",",",",s,,0
true-hearted,true-hearted,c,StandardsPos,0
",",",",s,,0
faithful,faithful,s,StandardsPos,0
and,and,s,,0
honest,honest,c,StandardsPos,0
",",",",s,,0
that,that,s,,0
I,i,s,FirstPer,0
dare,dare,n,SubjectivePercept,0
swear,swear,s,Intensity,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
an,an,s,DenyDisclaim,3
arranter,arranter,s,UNRECOGNIZED,0
theif,theif,s,UNRECOGNIZED,0
amongst,amongst,s,SpaceRelation,0
',',c,,0
um,um,nnn,OralCues,0
Now,now,s,Immediacy,0
heaven,heaven,s,Positivity,0
bless,bless,s,StandardsPos,0
your,your,s,DirectAddress,0
Worship,worship,c,Positivity,0
.,.,s,,0
I,i,s,Autobio,0
have,have,s,Autobio,1
always,always,s,Autobio,2
had,had,s,ProjectBack,0
your,your,s,DirectAddress,0
Worships,worships,n,Positivity,0
commendations,commendations,c,StandardsPos,0
",",",",s,,0
pray,pray,s,Intensity,0
Jove,jove,s,,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
deserve,deserve,s,StandardsPos,0
it,it,c,,0
!,!,s,,0
Proceed,proceed,s,Sequence,0
good,good,s,,0
Sir,sir,nnn,PersonProperty,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
thus,thus,s,ReasonForward,0
it,it,s,,0
is,is,c,ReportingStates,0
:,:,s,,0
In,in,s,TimeDuration,0
the,the,s,TimeDuration,1
days,days,s,TimeDuration,2
of,of,s,TimeDuration,3
my,my,s,FirstPer,0
folly,folly,c,StandardsNeg,0
",",",",s,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
a,a,s,StandardsPos,0
just,just,c,StandardsPos,1
",",",",s,,0
precise,precise,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
honest,honest,n,StandardsPos,0
man,man,nnn,StandardsPos,1
',',c,,0
Twas,twas,s,ProjectBack,0
in,in,s,TimeDuration,0
the,the,s,TimeDuration,1
days,days,s,TimeDuration,2
of,of,s,TimeDuration,3
your,your,s,DirectAddress,0
folly,folly,s,StandardsNeg,0
you,you,s,DirectAddress,0
were,were,s,ProjectBack,0
a,a,s,,0
Precisian,precisian,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
was,was,s,ProjectBack,0
almost,almost,n,SubjectivePercept,0
half,half,s,SenseObject,0
a,a,s,SenseObject,1
one,one,s,Numbers,0
once,once,c,TimeShift,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
converted,converted,nnn,Transformation,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
being,being,s,ReportingStates,0
honest,honest,c,StandardsPos,0
",",",",s,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
by,by,s,,0
natural,natural,s,Consequence,0
consequence,consequence,s,Consequence,1
very,very,s,Intensity,0
poor,poor,c,Negativity,0
.,.,nnn,Question,0
Who,who,s,Question,1
knew,knew,s,Uncertainty,0
not,not,s,Uncertainty,1
that,that,c,,0
?,?,s,Question,0
Though,though,s,Concessive,0
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
what,what,s,Uncertainty,2
your,your,s,DirectAddress,0
honesty,honesty,s,StandardsPos,0
was,was,c,ProjectBack,0
;,;,s,Resistance,0
yet,yet,s,Resistance,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
sure,sure,n,Confidence,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
never,never,s,DenyDisclaim,0
a,a,s,,0
gut,gut,s,SubjectivePercept,0
in,in,s,,0
my,my,s,FirstPer,0
belly,belly,s,SenseObject,0
but,but,s,Resistance,0
may,may,s,Contingency,0
swear,swear,s,Intensity,0
for,for,s,DirectAddress,0
your,your,s,DirectAddress,1
poverty,poverty,c,Negativity,0
.,.,s,,0
Nay,nay,c,OralCues,0
",",",",s,,0
and,and,s,,0
you,you,n,DirectAddress,0
had,had,s,DirectAddress,1
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
wit,wit,s,StandardsPos,0
then,then,s,TimeShift,0
to,to,s,TimeShift,1
be,be,s,Disclosure,0
honest,honest,s,Disclosure,1
in,in,s,,0
this,this,s,,0
wise,wise,s,StandardsPos,0
age,age,c,Specifiers,0
",",",",s,,0
',',c,,0
twere,twere,s,UNRECOGNIZED,0
pity,pity,s,Sad,0
but,but,s,Resistance,0
you,you,s,Insist,0
should,should,n,Insist,1
live,live,s,,0
and,and,s,,0
dye,dye,s,SenseObject,0
a,a,s,,0
beggar,beggar,nnn,PersonProperty,0
But,but,s,Resistance,0
others,others,c,Uncertainty,0
",",",",s,,0
such,such,s,Specifiers,0
as,as,s,Specifiers,1
your,your,s,DirectAddress,0
demure,demure,s,SubjectivePercept,0
Cheaters,cheaters,c,Negative_Relation,0
",",",",nnn,,0
That,that,s,,0
have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
true,true,s,StandardsPos,0
gogle,gogle,s,UNRECOGNIZED,0
of,of,s,,0
Amsterdam,amsterdam,c,,0
;,;,nnn,,0
With,with,s,,0
some,some,s,Uncertainty,0
corrupted,corrupted,s,StandardsNeg,0
Law-gowns,law-gowns,c,UNRECOGNIZED,0
",",",",s,,0
Ployde^s,ployde^s,s,UNRECOGNIZED,0
Pupils,pupils,c,PersonProperty,0
.,.,nnn,,0
That,that,s,Contingency,0
can,can,s,Contingency,1
plead,plead,s,Intensity,0
on,on,s,Intensity,1
both,both,s,,0
sides,sides,s,AbstractConcepts,0
for,for,s,,0
Fees,fees,c,AbstractConcepts,0
;,;,nnn,,0
With,with,s,,0
Round-headed,round-headed,s,SenseProperty,0
Citizens,citizens,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
Cuckolds,cuckolds,c,PersonProperty,0
",",",",nnn,,0
I,i,s,FirstPer,0
sir,sir,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
Townsmen,townsmen,c,PersonProperty,0
.,.,nnn,,0
These,these,c,Immediacy,0
",",",",s,Immediacy,1
I,i,s,FirstPer,0
say,say,c,Citations,0
",",",",s,,0
grew,grew,s,Transformation,0
rich,rich,s,Transformation,1
the,the,s,TimeDuration,0
while,while,c,TimeDuration,1
.,.,nnn,,0
Damnable,damnable,s,Anger,0
rich,rich,c,Positivity,0
.,.,s,,0
Faith,faith,c,StandardsPos,0
",",",",s,,0
master,master,c,PersonProperty,0
",",",",s,,0
such,such,s,Intensity,0
miracles,miracles,s,Positivity,0
have,have,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
ceased,ceased,s,ReportingEvents,0
in,in,s,Immediacy,0
these,these,s,Immediacy,1
days,days,c,Immediacy,2
:,:,s,,0
I,i,n,Autobio,0
have,have,s,Autobio,1
known,known,s,Autobio,2
many,many,s,,0
in,in,s,Immediacy,0
these,these,s,Immediacy,1
times,times,s,Immediacy,2
have,have,s,,0
grown,grown,s,ReportingEvents,0
rich,rich,s,Positivity,0
out,out,s,,0
of,of,s,,0
a,a,s,StandardsNeg,0
poor,poor,s,StandardsNeg,1
estate,estate,c,AbstractConcepts,0
",",",",s,,0
