DVke,dvke,s,UNRECOGNIZED,0
Nauar's,nauar's,s,UNRECOGNIZED,0
a,a,s,,0
Kingdom,kingdom,s,CommonAuthorities,0
solely,solely,s,Intensity,0
absolute,absolute,c,Confidence,0
",",",",n,,0
And,and,s,,0
by,by,s,,0
collusion,collusion,s,StandardsNeg,0
of,of,s,,0
the,the,s,SenseObject,0
Kings,kings,s,SenseObject,1
of,of,s,,0
France,france,c,,0
",",",",n,,0
Because,because,s,ReasonBackward,0
it,it,s,,0
lies,lies,s,,0
so,so,s,,0
fitly,fitly,s,StandardsPos,0
upon,upon,s,,0
France,france,c,,0
",",",",n,,0
The,the,s,PersonProperty,0
people,people,s,PersonProperty,1
speaking,speaking,s,ReportingEvents,0
all,all,s,SubjectivePercept,0
one,one,s,SubjectivePercept,1
mother,mother,s,CommonAuthorities,0
tongue,tongue,c,CommonAuthorities,1
",",",",n,,0
It,it,s,Updates,0
has,has,s,Updates,1
bin,bin,s,SenseObject,0
wrested,wrested,s,ReportingEvents,0
for,for,s,,0
a,a,s,,0
Royalty,royalty,c,AbstractConcepts,0
",",",",n,,0
Untruly,untruly,s,StandardsNeg,0
due,due,s,CommonAuthorities,0
unto,unto,s,CommonAuthorities,1
the,the,s,CommonAuthorities,0
Crown,crown,s,CommonAuthorities,1
of,of,s,CommonAuthorities,2
France,france,c,,0
.,.,n,,0
That,that,s,,0
Pembrook,pembrook,s,UNRECOGNIZED,0
speaks,speaks,s,StandardsPos,0
the,the,s,StandardsPos,1
truth,truth,c,StandardsPos,2
",",",",s,,0
behold,behold,s,SpaceRelation,0
my,my,s,FirstPer,0
sword,sword,c,SenseObject,0
",",",",n,Aside,0
Which,which,s,Aside,1
shall,shall,s,ProjectAhead,0
approve,approve,s,CommonAuthorities,0
my,my,s,FirstPer,0
words,words,s,LangRef,0
substantial,substantial,c,StandardsPos,0
.,.,nn,,0
Pembrooke,pembrooke,c,UNRECOGNIZED,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
too,too,s,,0
plain,plain,s,SenseProperty,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
discourse,discourse,c,AbstractConcepts,0
.,.,nn,,0
I,i,s,FirstPer,0
tell,tell,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
Rodoricke,rodoricke,c,UNRECOGNIZED,0
",",",",s,,0
Pembrooke,pembrooke,s,UNRECOGNIZED,0
soldier-like,soldier-like,n,UNRECOGNIZED,0
Has,has,s,,0
truly,truly,s,Intensity,0
opened,opened,c,ReportingStates,0
",",",",s,ReportingStates,1
what,what,s,,0
ten,ten,s,Numbers,0
thousand,thousand,s,Numbers,1
lives,lives,n,,0
Will,will,s,PredictedFuture,0
hardly,hardly,s,DenyDisclaim,0
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
if,if,s,Contingency,0
war,war,s,GenericEvents,0
be,be,s,ReportingStates,0
made,made,s,ReportingEvents,0
the,the,s,PersonProperty,0
Judge,judge,c,PersonProperty,1
.,.,nn,,0
If,if,s,Contingency,0
war,war,s,GenericEvents,0
be,be,s,ReportingStates,0
Judge,judge,c,PrivateThinking,0
?,?,s,Question,0
why,why,c,Question,0
",",",",s,,0
shallow-witted,shallow-witted,s,Negativity,0
Burbon,burbon,c,UNRECOGNIZED,0
",",",",n,,0
Who,who,s,Uncertainty,0
shall,shall,s,Uncertainty,1
decide,decide,s,Uncertainty,2
this,this,s,,0
difference,difference,c,Comparison,0
",",",",s,Resistance,0
but,but,s,Resistance,1
war,war,c,GenericEvents,0
?,?,n,Question,0
Has,has,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
the,the,s,PersonProperty,0
Judge,judge,s,PersonProperty,1
put,put,s,Transformation,0
on,on,s,Transformation,1
his,his,s,PersonPronoun,0
Scarlet,scarlet,s,SenseProperty,0
Robe,robe,c,SenseObject,0
?,?,n,Question,0
Is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
the,the,s,,0
field,field,s,SenseObject,0
prepared,prepared,c,ReportingEvents,0
?,?,s,Question,0
our,our,s,Inclusive,0
men,men,s,PersonProperty,0
in,in,s,SpaceRelation,0
armor,armor,c,SpaceRelation,1
?,?,n,Question,0
The,the,s,,0
Trumpets,trumpets,s,SenseObject,0
ready,ready,s,ProjectAhead,0
for,for,s,ProjectAhead,1
the,the,s,,0
sound,sound,s,SenseProperty,0
of,of,s,,0
death,death,c,Negativity,0
?,?,n,Question,0
And,and,s,,0
nothing,nothing,s,DenyDisclaim,0
hinders,hinders,s,Resistance,0
us,us,s,Inclusive,0
but,but,s,Resistance,0
our,our,s,Inclusive,0
own,own,s,Inclusive,1
words,words,c,LangRef,0
?,?,n,Question,0
Leave,leave,s,,0
idle,idle,s,SenseProperty,0
parley,parley,c,ReportingEvents,0
",",",",s,,0
my,my,s,Fear,0
dread,dread,s,Fear,1
sovereign,sovereign,s,CommonAuthorities,0
Lord,lord,c,CommonAuthorities,0
",",",",n,,0
And,and,s,,0
soon,soon,s,ProjectAhead,0
resolve,resolve,s,StandardsPos,0
the,the,s,,0
Duke,duke,s,CommonAuthorities,0
in,in,s,,0
fire,fire,s,SenseObject,0
and,and,s,,0
smoke,smoke,c,SenseObject,0
",",",",n,,0
That,that,s,,0
he,he,s,PersonPronoun,0
maintains,maintains,s,TimeDuration,0
a,a,s,TimeDuration,1
title,title,s,LangRef,0
false,false,s,StandardsNeg,0
and,and,s,,0
forged,forged,c,ReportingEvents,0
",",",",n,,0
And,and,s,,0
that,that,s,,0
Nauar,nauar,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
usurping,usurping,s,StandardsNeg,0
Lord,lord,c,CommonAuthorities,0
.,.,nn,,0
On,on,s,,0
that,that,s,PredictedFuture,0
i,i,s,PredictedFuture,1
will,will,s,PredictedFuture,2
hazard,hazard,s,Negativity,0
all,all,s,Generalization,0
these,these,s,Generalization,1
valiant,valiant,s,StandardsPos,0
lives,lives,c,,0
.,.,n,,0
Sound,sound,s,SenseProperty,0
Drums,drums,s,SenseObject,0
and,and,s,,0
Trumpets,trumpets,c,SenseObject,0
",",",",s,,0
make,make,s,ReportingEvents,0
King,king,s,PersonProperty,0
Jews,jews,s,PersonProperty,0
know,know,c,Confidence,0
",",",",n,,0
He,he,s,Neutral_Attribution,0
makes,makes,s,Neutral_Attribution,1
his,his,s,PersonPronoun,0
best,best,s,StandardsPos,0
friend,friend,s,StandardsPos,1
prove,prove,s,Confidence,0
his,his,s,Biographical_Time,0
greatest,greatest,s,Biographical_Time,1
foe,foe,c,Negative_Relation,0
.,.,nn,Question,0
Why,why,s,Question,1
pause,pause,s,TimeDuration,0
our,our,s,Inclusive,0
drums,drums,c,SenseObject,0
?,?,s,Question,0
our,our,s,Inclusive,0
tru^pets,tru^pets,c,UNRECOGNIZED,0
",",",",s,,0
speak,speak,s,ReportingEvents,0
as,as,s,,0
loud,loud,c,SenseProperty,0
",",",",n,,0
Till,till,s,Motions,0
the,the,s,Motions,1
bright,bright,s,Positivity,0
air,air,s,ReportingEvents,0
be,be,s,ReportingStates,0
made,made,s,ReportingEvents,0
a,a,s,SenseProperty,0
purple,purple,s,SenseProperty,1
cloud,cloud,c,SenseObject,0
.,.,nn,Imperative,0
Pause,pause,c,Imperative,1
",",",",s,,0
gracious,gracious,s,StandardsPos,0
father,father,c,PersonProperty,0
.,.,nn,,0
Noble,noble,s,StandardsPos,0
father,father,c,PersonProperty,0
",",",",s,,0
pause,pause,c,TimeDuration,0
.,.,n,Imperative,0
Let,let,s,Imperative,1
Ferdinand,ferdinand,s,UNRECOGNIZED,0
thy,thy,s,DirectAddress,0
son,son,s,PersonProperty,0
so,so,s,Updates,0
far,far,s,Updates,1
prevail,prevail,c,ReportingEvents,0
",",",",n,,0
That,that,s,,0
peace,peace,c,StandardsPos,0
",",",",s,,0
not,not,s,DenyDisclaim,0
war,war,c,DenyDisclaim,1
*,*,s,,0
may,may,s,Contingency,0
end,end,s,Sequence,0
this,this,s,,0
difference,difference,c,Comparison,0
.,.,nn,,0
For,for,s,,0
Bellamiraes,bellamiraes,s,UNRECOGNIZED,0
sake,sake,c,SenseObject,0
*,*,s,,0
abstain,abstain,s,Resistance,0
from,from,s,Resistance,1
war,war,c,GenericEvents,0
.,.,nn,,0
Philip,philip,c,UNRECOGNIZED,0
*,*,s,,0
thy,thy,s,DirectAddress,0
son,son,c,PersonProperty,0
*,*,s,,0
humbly,humbly,s,SubjectivePercept,0
desires,desires,s,Positivity,0
a,a,s,,0
peace,peace,c,StandardsPos,0
.,.,n,Imperative,0
Let,let,s,Imperative,1
not,not,s,DenyDisclaim,0
my,my,s,Autobio,0
father,father,s,Autobio,1
sheathe,sheathe,s,Motions,0
his,his,s,PersonPronoun,0
warlike,warlike,s,SubjectivePercept,0
sword,sword,n,SenseObject,0
Within,within,s,,0
the,the,s,,0
bowels,bowels,s,SenseObject,0
of,of,s,,0
his,his,s,PersonPronoun,0
Countrymen,countrymen,c,PersonProperty,0
.,.,nn,,0
Thy,thy,s,DirectAddress,0
daughter,daughter,s,PersonProperty,0
Katharina,katharina,s,UNRECOGNIZED,0
prays,prays,s,Intensity,0
the,the,s,Intensity,1
like,like,c,SubjectivePercept,0
.,.,nn,,0
From,from,s,OpenQuery,0
whence,whence,s,OpenQuery,1
proceeds,proceeds,s,Sequence,0
this,this,s,,0
sudden,sudden,s,SubjectiveTime,0
sound,sound,s,SenseProperty,0
of,of,s,,0
peace,peace,c,StandardsPos,0
?,?,n,Question,0
Comes,comes,s,ReportingEvents,0
it,it,s,,0
from,from,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
?,?,s,Question,0
what,what,c,,0
",",",",s,,0
from,from,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Ferdinand,ferdinand,c,UNRECOGNIZED,0
?,?,n,Question,0
From,from,s,,0
Bellamira,bellamira,s,UNRECOGNIZED,0
my,my,s,FirstPer,0
sweet,sweet,s,SenseProperty,0
second,second,s,SubjectivePercept,0
self,self,c,SubjectivePercept,1
?,?,nn,Question,0
Or,or,s,,0
rather,rather,s,Resistance,0
comes,comes,s,ReportingEvents,0
it,it,s,,0
(,(,s,,0
Jews,jews,c,PersonProperty,0
),),s,,0
from,from,s,,0
thy,thy,s,DirectAddress,0
soul,soul,c,Disclosure,0
?,?,n,Question,0
Thy,thy,s,DirectAddress,0
Philip,philip,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,Confidence,0
true,true,s,Confidence,1
Image,image,s,SenseObject,0
of,of,s,SenseObject,1
thy,thy,s,DirectAddress,0
self,self,c,SubjectivePercept,0
?,?,n,Question,0
Thy,thy,s,DirectAddress,0
Katharina,katharina,c,UNRECOGNIZED,0
",",",",s,,0
thy,thy,s,DirectAddress,0
hearts,hearts,s,SenseObject,0
chiefest,chiefest,s,UNRECOGNIZED,0
joy,joy,c,Positivity,0
?,?,nn,Question,0
Princes,princes,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
ask,ask,c,Request,0
",",",",s,,0
you,you,s,DirectAddress,0
know,know,s,DirectAddress,1
not,not,s,DenyDisclaim,0
what,what,s,DenyDisclaim,1
your,your,s,DirectAddress,0
selves,selves,c,SubjectivePercept,0
.,.,nn,,0
Rodorick,rodorick,c,UNRECOGNIZED,0
",",",",s,,0
they,they,s,,0
ask,ask,s,Request,0
a,a,s,,0
sweet,sweet,s,SenseProperty,0
and,and,s,,0
pleasing,pleasing,s,Positivity,0
boon,boon,c,Positivity,0
.,.,nn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
they,they,s,,0
ask,ask,s,Request,0
peace,peace,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
set,set,s,ProjectAhead,0
for,for,s,ProjectAhead,1
war,war,c,GenericEvents,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
a,a,s,Negativity,0
bad,bad,s,Negativity,1
peace,peace,s,StandardsPos,0
exceeds,exceeds,s,Intensity,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
just,just,s,StandardsPos,0
war,war,c,StandardsPos,1
.,.,nn,,0
We,we,s,,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
rise,rise,s,Motions,0
from,from,s,Motions,1
this,this,s,,0
submissiue,submissiue,s,UNRECOGNIZED,0
ground,ground,c,SenseObject,0
",",",",n,,0
Till,till,s,TimeShift,0
we,we,s,TimeShift,1
obtain,obtain,c,ReportingEvents,0
",",",",s,,0
if,if,s,Contingency,0
not,not,s,Contingency,1
a,a,s,,0
peace,peace,c,StandardsPos,0
",",",",s,,0
a,a,s,,0
truce,truce,c,StandardsPos,0
.,.,nn,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
shall,shall,s,ProjectAhead,0
our,our,s,Inclusive,0
feet,feet,s,SenseObject,0
be,be,s,ReportingStates,0
guilty,guilty,s,Negative_Relation,0
of,of,s,Negative_Relation,1
new,new,s,,0
steps,steps,c,Sequence,0
",",",",n,,0
Till,till,s,TimeShift,0
I,i,s,TimeShift,1
obtain,obtain,s,ReportingEvents,0
a,a,s,ReportingEvents,1
truce,truce,s,StandardsPos,0
from,from,s,,0
murdering,murdering,s,Negativity,0
war,war,c,GenericEvents,0
.,.,nn,Imperative,0
Show,show,s,Imperative,1
me,me,s,Imperative,2
some,some,s,Uncertainty,0
reason,reason,s,StandardsPos,0
(,(,c,,0
son,son,c,PersonProperty,0
),),s,,0
for,for,s,,0
this,this,s,,0
demand,demand,c,Intensity,0
.,.,nn,Imperative,0
Show,show,s,Imperative,1
me,me,s,Imperative,2
some,some,s,Uncertainty,0
reason,reason,s,StandardsPos,0
(,(,c,,0
children,children,c,PersonProperty,0
),),s,,0
for,for,s,,0
this,this,s,,0
prayer,prayer,c,CommonAuthorities,0
.,.,nn,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
the,the,s,Positivity,1
daughter,daughter,s,PersonProperty,0
of,of,s,,0
thine,thine,s,UNRECOGNIZED,0
enemy,enemy,c,Negativity,0
.,.,n,,0
Fair,fair,s,StandardsPos,0
Katharina,katharina,s,UNRECOGNIZED,0
has,has,s,,0
inthrald,inthrald,s,UNRECOGNIZED,0
my,my,s,SelfDisclosure,0
heart,heart,c,SelfDisclosure,1
.,.,nn,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
the,the,s,Positivity,1
daughter,daughter,s,PersonProperty,0
of,of,s,,0
thine,thine,s,UNRECOGNIZED,0
enemy,enemy,c,Negativity,0
",",",",n,,0
Fair,fair,s,StandardsPos,0
Bellamira,bellamira,s,UNRECOGNIZED,0
has,has,s,,0
inthral'd,inthral'd,s,UNRECOGNIZED,0
my,my,s,SelfDisclosure,0
heart,heart,c,SelfDisclosure,1
.,.,nn,,0
Is,is,s,ReportingStates,0
love,love,s,Positivity,0
the,the,s,Positivity,1
cause,cause,c,Cause,0
?,?,s,Question,0
then,then,s,,0
wherefore,wherefore,s,ReasonForward,0
wage,wage,s,AbstractConcepts,0
we,we,s,,0
war,war,c,GenericEvents,0
?,?,n,Question,0
What,what,s,Question,0
matter,matter,s,Question,1
is,is,s,Question,0
it,it,s,Question,1
who,who,s,,0
wears,wears,s,SpaceRelation,0
both,both,s,,0
Diadems,diadems,c,SenseObject,0
",",",",n,,0
When,when,s,,0
the,the,s,,0
Succession,succession,s,Sequence,0
lives,lives,s,SpaceRelation,0
in,in,s,SpaceRelation,1
eythers,eythers,s,UNRECOGNIZED,0
heir,heir,c,PersonProperty,0
?,?,n,Question,0
If,if,s,Contingency,0
Ferdinand,ferdinand,s,UNRECOGNIZED,0
be,be,s,ReportingStates,0
crowned,crowned,s,ReportingEvents,0
King,king,s,PersonProperty,0
of,of,s,,0
Nauar,nauar,c,UNRECOGNIZED,0
",",",",n,,0
Fair,fair,s,StandardsPos,0
Katharina,katharina,s,UNRECOGNIZED,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
crowned,crowned,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
Queen,queen,c,PersonProperty,0
:,:,n,,0
If,if,s,Contingency,0
Philip,philip,s,UNRECOGNIZED,0
wear,wear,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Diadem,diadem,s,SenseObject,0
of,of,s,,0
France,france,c,,0
",",",",n,,0
Fair,fair,s,StandardsPos,0
Bellamira,bellamira,c,UNRECOGNIZED,0
",",",",s,,0
made,made,s,ReportingEvents,0
his,his,s,PersonPronoun,0
lovely,lovely,s,Positivity,0
Queen,queen,c,PersonProperty,0
",",",",n,,0
Swayes,swayes,s,Motions,0
half,half,s,SenseObject,0
the,the,s,SenseObject,1
Scepter,scepter,c,SenseObject,0
.,.,s,Imperative,0
See,see,s,Imperative,1
what,what,s,,0
heaven,heaven,s,Positivity,0
can,can,s,Confidence,0
do,do,c,Confidence,1
",",",",n,,0
Provide,provide,s,StandardsPos,0
for,for,s,StandardsPos,1
peace,peace,c,StandardsPos,0
",",",",s,,0
even,even,s,Intensity,0
in,in,s,Intensity,1
the,the,s,Intensity,2
jaws,jaws,s,SenseObject,0
of,of,s,AbstractConcepts,0
war,war,c,AbstractConcepts,1
!,!,nn,,0
How,how,s,,0
sweetly,sweetly,s,Positivity,0
does,does,s,ReportingEvents,0
the,the,s,,0
Earl,earl,s,PersonProperty,0
of,of,s,,0
Pembrooke,pembrooke,s,UNRECOGNIZED,0
speak,speak,c,ReportingEvents,0
!,!,n,,0
Now,now,c,Updates,0
",",",",s,Updates,1
trust,trust,s,Confidence,0
me,me,c,FirstPer,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
ravished,ravished,s,Intensity,0
with,with,s,,0
his,his,s,PersonPronoun,0
voice,voice,c,,0
.,.,nn,Question,0
What,what,s,Question,1
says,says,s,Citations,0
Nauar,nauar,c,UNRECOGNIZED,0
?,?,s,Question,0
what,what,c,,0
",",",",s,,0
is,is,s,Question,0
it,it,s,Question,1
war,war,s,GenericEvents,0
or,or,s,,0
peace,peace,c,StandardsPos,0
?,?,nn,Question,0
A,a,s,,0
truce,truce,s,StandardsPos,0
for,for,s,TimeDuration,0
three,three,s,TimeDuration,1
months,months,c,TimeDuration,2
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
it,it,s,,0
please,please,s,Positivity,0
your,your,s,DirectAddress,0
Highness,highness,c,CommonAuthorities,0
;,;,n,,0
During,during,s,TimeDuration,0
which,which,s,TimeDuration,1
time,time,s,,0
our,our,s,Inclusive,0
children,children,s,PersonProperty,0
shall,shall,s,ProjectAhead,0
have,have,s,,0
leave,leave,c,,0
",",",",n,,0
With,with,s,,0
Drum,drum,s,SenseObject,0
and,and,s,,0
Trumpet,trumpet,s,SenseObject,0
to,to,s,,0
surueigh,surueigh,s,UNRECOGNIZED,0
the,the,s,,0
Camp,camp,c,SenseObject,0
",",",",n,,0
To,to,s,,0
Court,court,s,AbstractConcepts,0
our,our,s,Inclusive,0
daughters,daughters,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
to,to,s,,0
feast,feast,s,SenseObject,0
themselves,themselves,c,PersonPronoun,0
",",",",n,,0
As,as,s,,0
fits,fits,s,ReportingEvents,0
the,the,s,ReportingEvents,1
sons,sons,s,PersonProperty,0
of,of,s,,0
honorable,honorable,s,StandardsPos,0
foes,foes,c,Negative_Relation,0
:,:,n,,0
And,and,s,,0
if,if,s,Contingency,0
it,it,s,Contingency,1
prove,prove,s,Confidence,0
a,a,s,,0
match,match,s,SenseObject,0
between,between,s,,0
them,them,s,,0
both,both,c,,0
",",",",n,,0
There,there,s,,0
end,end,s,Sequence,0
all,all,s,,0
difference,difference,c,Comparison,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
bequeath,bequeath,s,Positivity,0
my,my,s,FirstPer,0
Crown,crown,c,SenseObject,0
",",",",n,,0
As,as,s,,0
a,a,s,,0
rich,rich,s,Positivity,0
offering,offering,s,ProjectAhead,0
to,to,s,ProjectAhead,1
their,their,s,PersonPronoun,0
nuptial,nuptial,s,GenericEvents,0
Rites,rites,c,CommonAuthorities,0
.,.,nn,SpaceRelation,0
Here,here,c,SpaceRelation,1
",",",",s,,0
strike,strike,s,Negativity,0
the,the,s,,0
