TVsh,tvsh,c,UNRECOGNIZED,0
o'th,o'th,s,UNRECOGNIZED,0
world,world,c,AbstractConcepts,0
",",",",n,,0
With,with,s,,0
borrowed,borrowed,s,ReportingEvents,0
beauties,beauties,s,StandardsPos,0
to,to,s,,0
inflame,inflame,s,SenseProperty,0
thine,thine,s,UNRECOGNIZED,0
eye,eye,c,SenseObject,0
;,;,n,,0
The,the,s,,0
Sea,sea,c,SenseObject,0
",",",",s,,0
to,to,s,,0
fetch,fetch,s,Motions,0
her,her,s,PersonPronoun,0
Pearl,pearl,c,SenseObject,0
",",",",s,,0
is,is,s,ReportingStates,0
diu'd,diu'd,s,UNRECOGNIZED,0
into,into,c,,0
:,:,n,,0
The,the,s,,0
Diomond,diomond,s,UNRECOGNIZED,0
rocks,rocks,s,SenseObject,0
are,are,s,ReportingStates,0
cut,cut,c,ReportingStates,0
",",",",s,ReportingStates,1
to,to,s,,0
make,make,s,ReportingEvents,0
her,her,s,PersonPronoun,0
shine,shine,c,SenseProperty,0
:,:,n,,0
To,to,s,,0
plume,plume,s,SenseObject,0
her,her,s,PersonPronoun,0
pride,pride,c,StandardsPos,0
",",",",s,,0
the,the,s,SenseObject,0
Birds,birds,s,SenseObject,1
do,do,s,Intensity,0
naked,naked,s,SenseObject,0
sing,sing,n,Motions,0
When,when,s,,0
my,my,s,FirstPer,0
Enanthe,enanthe,c,UNRECOGNIZED,0
",",",",s,,0
in,in,s,,0
a,a,s,,0
homely,homely,s,Negativity,0
gown,gown,c,SenseObject,0
.,.,nn,,0
Homely,homely,s,Negativity,0
I,i,s,FirstPer,0
faith,faith,c,StandardsPos,0
.,.,nn,,0
I,i,c,FirstPer,0
",",",",s,,0
homely,homely,s,Negativity,0
in,in,s,Specifiers,0
her,her,s,Specifiers,1
gown,gown,c,SenseObject,0
",",",",n,Resistance,0
But,but,s,Resistance,1
look,look,s,SubjectivePercept,0
upon,upon,s,SubjectivePercept,1
her,her,s,SubjectivePercept,2
face,face,c,SenseObject,0
",",",",s,,0
and,and,s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
set,set,s,Sequence,0
out,out,n,Sequence,1
With,with,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
small,small,s,SenseProperty,0
grace,grace,c,StandardsPos,0
",",",",s,,0
no,no,s,DenyDisclaim,0
vayled,vayled,s,UNRECOGNIZED,0
shadows,shadows,s,SenseObject,0
help,help,c,Positivity,0
;,;,n,,0
Fool,fool,c,Negativity,0
;,;,s,,0
that,that,s,ProjectBack,0
had,had,s,ProjectBack,1
rather,rather,s,Resistance,0
with,with,s,,0
false,false,s,StandardsNeg,0
lights,lights,c,SenseObject,0
",",",",s,,0
and,and,s,,0
dark,dark,n,SenseProperty,0
Beguiled,beguiled,s,SubjectivePercept,0
be,be,c,ReportingStates,0
",",",",s,,0
then,then,s,Sequence,0
see,see,s,Sequence,1
the,the,s,,0
ware,ware,s,SenseObject,0
thou,thou,s,DirectAddress,0
buy,buy,s,ReportingEvents,0
est,est,c,AbstractConcepts,0
.,.,nn,AbstractConcepts,1
Great,great,s,Intensity,0
Queen,queen,c,PersonProperty,0
",",",",s,,0
whom,whom,s,PersonPronoun,0
nature,nature,s,AbstractConcepts,0
made,made,s,ReportingEvents,0
to,to,s,ReportingEvents,1
be,be,s,ReportingStates,0
her,her,s,PersonPronoun,0
glory,glory,c,StandardsPos,0
:,:,n,,0
Fortune,fortune,s,ProjectAhead,0
got,got,s,ReportingEvents,0
eyes,eyes,c,SenseObject,0
",",",",s,,0
and,and,s,,0
came,came,s,Transformation,0
to,to,s,Transformation,1
be,be,s,Transformation,2
thy,thy,s,DirectAddress,0
servant,servant,c,PersonProperty,0
",",",",n,,0
Honor,honor,s,StandardsPos,0
is,is,s,ReportingStates,0
proud,proud,s,StandardsPos,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
thy,thy,s,DirectAddress,0
title,title,c,LangRef,0
;,;,s,,0
Though,though,n,Concessive,0
Thy,thy,s,DirectAddress,0
beauties,beauties,s,StandardsPos,0
do,do,s,Intensity,0
draw,draw,s,ReportingEvents,0
up,up,s,ReportingEvents,1
my,my,s,SelfDisclosure,0
soul,soul,c,SelfDisclosure,1
;,;,s,Resistance,0
yet,yet,s,Resistance,1
still,still,c,Updates,0
",",",",n,ReasonForward,0
So,so,s,ReasonForward,1
bright,bright,c,Positivity,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
glorious,glorious,s,Positivity,0
is,is,s,ReportingStates,0
thy,thy,s,DirectAddress,0
Majesty,majesty,c,CommonAuthorities,0
",",",",n,,0
That,that,s,,0
it,it,s,,0
beats,beats,s,Resistance,0
down,down,s,Resistance,1
again,again,s,RecurringEvents,0
my,my,s,FirstPer,0
clyming,clyming,s,UNRECOGNIZED,0
thoughts,thoughts,c,PrivateThinking,0
.,.,nn,Question,0
Why,why,s,Question,1
true,true,c,StandardsPos,0
;,;,n,,0
And,and,s,,0
other,other,s,Specifiers,0
of,of,s,Specifiers,1
thy,thy,s,DirectAddress,0
blindnesses,blindnesses,s,,0
thou,thou,s,DirectAddress,0
see,see,c,,0
",",",",n,,0
Such,such,s,Intensity,0
one,one,s,Numbers,0
to,to,s,,0
love,love,s,Positivity,0
thou,thou,s,DirectAddress,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
speak,speak,s,Citations,0
unto,unto,c,Citations,1
.,.,n,Imperative,0
Give,give,s,Imperative,1
me,me,s,Imperative,2
a,a,s,Imperative,3
wench,wench,c,PersonProperty,0
",",",",s,,0
that,that,s,PredictedFuture,0
will,will,s,PredictedFuture,1
be,be,s,PredictedFuture,2
easily,easily,s,Confidence,0
had,had,c,ProjectBack,0
",",",",n,ProjectBack,1
Not,not,s,DenyDisclaim,0
woed,woed,s,UNRECOGNIZED,0
with,with,s,,0
cost,cost,c,AbstractConcepts,0
;,;,s,Specifiers,0
And,and,c,Specifiers,1
",",",",s,Specifiers,2
being,being,s,ReportingStates,0
sent,sent,s,ProjectAhead,0
for,for,c,ProjectAhead,1
",",",",s,,0
comes,comes,c,ReportingEvents,0
",",",",n,TimeDuration,0
And,and,s,TimeDuration,1
when,when,s,TimeDuration,2
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
her,her,s,PersonPronoun,0
foulded,foulded,s,UNRECOGNIZED,0
in,in,s,,0
mine,mine,s,FirstPer,0
arms,arms,c,SenseObject,0
",",",",n,,0
Then,then,s,,0
Cleopatra,cleopatra,s,UNRECOGNIZED,0
she,she,c,PersonPronoun,0
",",",",s,,0
or,or,s,,0
Lucres,lucres,s,,0
is,is,c,ReportingStates,0
:,:,n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
give,give,s,,0
her,her,s,PersonPronoun,0
any,any,s,,0
title,title,c,LangRef,0
.,.,nn,Resistance,0
Yet,yet,s,Resistance,1
not,not,s,DenyDisclaim,0
so,so,s,DenyDisclaim,1
much,much,s,DenyDisclaim,2
her,her,s,PersonPronoun,0
greatness,greatness,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
estate,estate,n,AbstractConcepts,0
My,my,s,FirstPer,0
hopes,hopes,s,Positivity,0
disharten,disharten,c,UNRECOGNIZED,0
",",",",s,,0
as,as,s,,0
her,her,s,PersonPronoun,0
chastity,chastity,c,CommonAuthorities,0
.,.,nn,,0
Chastity,chastity,c,CommonAuthorities,0
",",",",s,,0
fool,fool,s,Negativity,0
a,a,s,LangRef,0
word,word,s,LangRef,1
not,not,s,Uncertainty,0
known,known,s,Uncertainty,1
in,in,s,,0
Courts,courts,c,,0
:,:,n,,0
Well,well,s,SenseObject,0
may,may,s,Question,0
it,it,s,Question,1
lodge,lodge,s,SpaceRelation,0
in,in,s,SpaceRelation,1
mean,mean,c,,0
",",",",s,,0
and,and,s,,0
country,country,s,AbstractConcepts,0
homes,homes,c,SpaceRelation,0
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
poverty,poverty,c,Negativity,0
",",",",s,,0
and,and,s,,0
labor,labor,s,AbstractConcepts,0
keeps,keeps,s,TimeDuration,0
them,them,s,,0
down,down,c,,0
",",",",n,,0
Short,short,s,SenseProperty,0
sleeps,sleeps,c,Motions,0
",",",",s,,0
and,and,s,,0
hands,hands,s,SenseObject,0
made,made,s,ReportingEvents,0
hard,hard,s,,0
with,with,s,,0
Thuscan,thuscan,s,UNRECOGNIZED,0
Woll,woll,c,UNRECOGNIZED,0
.,.,n,Resistance,0
But,but,s,Resistance,1
never,never,s,Resistance,2
comes,comes,s,ReportingEvents,0
to,to,s,,0
great,great,s,Intensity,0
men's,men's,s,PersonProperty,0
Palaces,palaces,c,SenseObject,0
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
ease,ease,c,Reassure,0
",",",",s,,0
and,and,s,,0
riches,riches,c,Positivity,0
",",",",s,,0
stirring,stirring,s,Motions,0
thoughts,thoughts,s,PrivateThinking,0
beget,beget,c,Transformation,0
",",",",n,Resistance,0
Provoking,provoking,s,Resistance,1
meats,meats,c,SenseObject,0
",",",",s,,0
and,and,s,,0
surfeit,surfeit,s,StandardsNeg,0
wines,wines,s,SenseObject,0
Inflame,inflame,c,SenseProperty,0
:,:,n,Question,0
Where,where,s,Question,1
all,all,s,SubjectivePercept,0
there,there,s,SubjectivePercept,1
setting,setting,s,,0
forth's,forth's,s,UNRECOGNIZED,0
but,but,s,Resistance,0
to,to,s,Resistance,1
be,be,s,ReportingStates,0
wooed,wooed,c,Positivity,0
",",",",n,,0
And,and,s,,0
wooed,wooed,s,Positivity,0
they,they,s,Biographical_Time,0
would,would,s,Biographical_Time,1
not,not,s,DenyDisclaim,0
be,be,c,ReportingStates,0
",",",",s,Resistance,0
but,but,s,Resistance,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
won,won,c,Positivity,0
.,.,n,Future_Question,0
Will,will,s,Future_Question,1
one,one,s,Numbers,0
man,man,s,Numbers,1
serve,serve,s,ReportingEvents,0
Poppea,poppea,c,UNRECOGNIZED,0
?,?,s,Question,0
Nay,nay,c,OralCues,0
",",",",s,,0
thou,thou,s,DirectAddress,0
shall,shall,n,ProjectAhead,0
Make,make,s,ReportingEvents,0
her,her,c,PersonPronoun,0
",",",",s,,0
as,as,s,SubjectiveTime,0
soon,soon,c,SubjectiveTime,1
",",",",s,,0
contented,contented,s,Positivity,0
with,with,s,Specifiers,0
an,an,s,Specifiers,1
eye,eye,c,SenseObject,0
.,.,nn,,0
Whilst,whilst,s,TimeDuration,0
Nero,nero,c,AbstractConcepts,0
",",",",s,,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
streets,streets,c,SpaceRelation,2
",",",",s,,0
his,his,s,PersonPronoun,0
Pageants,pageants,s,SenseObject,0
shows,shows,c,ReportingEvents,0
",",",",n,,0
I,i,c,FirstPer,0
",",",",s,,0
to,to,s,,0
his,his,s,PersonPronoun,0
fair,fair,s,StandardsPos,0
wives,wives,s,PersonProperty,0
chamber,chamber,c,SenseObject,0
",",",",s,,0
sent,sent,s,ProjectAhead,0
for,for,s,ProjectAhead,1
am,am,c,FirstPer,0
.,.,n,,0
You,you,s,DirectAddress,0
gracious,gracious,s,StandardsPos,0
Stars,stars,c,SenseObject,0
",",",",s,,0
that,that,s,,0
smiled,smiled,s,Positivity,0
in,in,s,,0
my,my,s,Autobio,0
birth,birth,c,Autobio,1
",",",",n,,0
And,and,s,,0
thou,thou,s,DirectAddress,0
bright,bright,s,SenseObject,0
star,star,s,SenseObject,1
more,more,s,Comparison,0
powerful,powerful,s,Positivity,0
then,then,s,,0
them,them,s,,0
all,all,c,,0
",",",",n,,0
Whose,whose,s,PersonPronoun,0
favoring,favoring,s,Positivity,0
smyles,smyles,s,UNRECOGNIZED,0
have,have,s,,0
made,made,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
what,what,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
am,am,n,SelfDisclosure,2
Thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
my,my,s,Intensity,0
God,god,c,Intensity,1
",",",",s,,0
my,my,s,FirstPer,0
Fate,fate,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
fortune,fortune,s,ProjectAhead,0
be,be,c,ReportingStates,0
.,.,nn,Question,0
How,how,s,Question,1
sausely,sausely,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
fellow,fellow,c,PersonProperty,0
.,.,n,,0
Enters,enters,s,ReportingEvents,0
the,the,s,,0
Empress,empress,s,CommonAuthorities,0
chamber,chamber,c,SenseObject,0
.,.,nn,,0
I,i,c,FirstPer,0
",",",",s,,0
and,and,s,,0
her,her,s,PersonPronoun,0
too,too,c,,0
?,?,s,Question,0
Antonius,antonius,s,UNRECOGNIZED,0
know,know,s,Confidence,0
thou,thou,s,DirectAddress,0
him,him,c,PersonPronoun,0
?,?,nn,Question,0
What,what,c,Question,0
?,?,s,Question,1
knows,knows,s,Confidence,0
the,the,s,Confidence,1
only,only,s,SubjectivePercept,0
favorite,favorite,s,StandardsPos,0
of,of,s,StandardsPos,1
the,the,s,CommonAuthorities,0
Court,court,c,CommonAuthorities,1
?,?,n,Question,0
Indeed,indeed,c,Intensity,0
",",",",s,,0
not,not,s,DenyDisclaim,0
many,many,s,DenyDisclaim,1
days,days,s,ProjectBack,0
ago,ago,s,ProjectBack,1
thou,thou,s,DirectAddress,0
might,might,c,Contingency,0
",",",",n,,0
Have,have,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
unlawfully,unlawfully,s,StandardsNeg,0
asked,asked,s,Citations,0
that,that,s,Citations,1
question,question,c,AbstractConcepts,0
.,.,nn,Question,0
Why,why,c,Question,1
?,?,s,Question,0
Is,is,s,Question,0
he,he,s,Question,1
raised,raised,c,ReportingEvents,0
?,?,nn,Question,0
That,that,s,,0
have,have,s,Question,0
I,i,s,Question,1
sought,sought,s,ReportingEvents,0
in,in,s,,0
him,him,c,PersonPronoun,0
",",",",n,Resistance,0
But,but,s,Resistance,1
never,never,s,DenyDisclaim,0
piece,piece,s,SenseObject,0
of,of,s,SenseObject,1
good,good,s,,0
desert,desert,s,SenseObject,0
could,could,s,StandardsPos,0
find,find,c,StandardsPos,1
:,:,n,,0
He,he,s,Updates,0
is,is,s,Updates,1
Nimphidias,nimphidias,s,UNRECOGNIZED,0
son,son,c,PersonProperty,0
",",",",s,,0
the,the,s,,0
freed,freed,s,StandardsPos,0
woman,woman,c,PersonProperty,0
",",",",n,Aside,0
Which,which,s,Aside,1
baseness,baseness,s,Negativity,0
to,to,s,,0
shake,shake,s,Transformation,0
off,off,c,Transformation,1
",",",",s,,0
he,he,s,PersonPronoun,0
nothing,nothing,s,DenyDisclaim,0
has,has,n,,0
But,but,s,Resistance,0
his,his,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
pride,pride,nn,StandardsPos,0
You,you,s,DirectAddress,0
Remember,remember,c,DirectAddress,0
",",",",s,DirectAddress,1
when,when,s,,0
Gallus,gallus,c,UNRECOGNIZED,0
",",",",s,,0
Celsus,celsus,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,Specifiers,0
others,others,s,Specifiers,1
too,too,c,Metadiscourse,0
",",",",s,Metadiscourse,1
though,though,s,Concessive,0
now,now,s,Immediacy,0
forgotten,forgotten,s,Negativity,0
were,were,n,ProjectBack,0
Great,great,s,Intensity,0
in,in,s,,0
Poppeas,poppeas,s,UNRECOGNIZED,0
eyes,eyes,c,SenseObject,0
.,.,nn,Intensity,0
I,i,s,Intensity,1
do,do,c,Intensity,2
",",",",s,,0
and,and,s,,0
did,did,s,ReportingEvents,0
enterpret,enterpret,s,UNRECOGNIZED,0
it,it,s,,0
in,in,s,,0
them,them,n,,0
An,an,s,CommonAuthorities,0
honorable,honorable,s,CommonAuthorities,1
favor,favor,c,Positivity,0
",",",",s,,0
she,she,s,PersonPronoun,0
bare,bare,s,SenseProperty,0
virtue,virtue,c,StandardsPos,0
",",",",n,,0
Or,or,s,,0
parts,parts,s,AbstractConcepts,0
like,like,s,SubjectivePercept,0
virtue,virtue,c,StandardsPos,0
.,.,nn,,0
The,the,s,Cause,0
cause,cause,s,Cause,1
is,is,s,Cause,2
one,one,s,Specifiers,0
of,of,s,Specifiers,1
theirs,theirs,c,Specifiers,2
",",",",s,,0
and,and,s,,0
this,this,s,,0
man's,man's,s,PersonProperty,0
grace,grace,c,StandardsPos,0
",",",",n,,0
I,i,s,FirstPer,0
once,once,s,ProjectBack,0
was,was,s,ProjectBack,1
great,great,s,Intensity,0
in,in,s,,0
wavering,wavering,s,Uncertainty,0
smiles,smiles,s,Positivity,0
of,of,s,,0
Court,court,c,AbstractConcepts,0
",",",",n,,0
I,i,s,FirstPer,0
fell,fell,s,ReportingEvents,0
because,because,s,ReasonBackward,0
I,i,s,SelfDisclosure,0
knew,knew,c,SelfDisclosure,1
:,:,s,,0
Sense,sense,s,AbstractConcepts,0
have,have,s,Question,0
I,i,s,Question,1
given,given,n,ReportingStates,0
My,my,s,Autobio,0
time,time,s,Autobio,1
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
own,own,s,ReportingEvents,0
pleasures,pleasures,c,Positivity,0
",",",",s,,0
and,and,s,,0
would,would,s,ProjectBack,0
now,now,n,Immediacy,0
Advise,advise,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
too,too,c,Metadiscourse,0
",",",",s,Metadiscourse,1
to,to,s,,0
mean,mean,c,,0
",",",",s,,0
and,and,s,,0
safe,safe,s,StandardsPos,0
delights,delights,c,Positivity,0
:,:,n,,0
The,the,s,,0
thigh's,thigh's,s,UNRECOGNIZED,0
as,as,s,,0
soft,soft,s,SenseProperty,0
the,the,s,SenseObject,0
sheep,sheep,s,SenseObject,1
back,back,s,,0
covers,covers,n,SenseObject,0
As,as,s,Comparison,0
that,that,s,Comparison,1
which,which,s,,0
crimson,crimson,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
with,with,s,,0
Gold,gold,s,SenseObject,0
adorned,adorned,c,Positivity,0
:,:,n,,0
Yet,yet,s,Resistance,0
cause,cause,s,Cause,0
I,i,s,FirstPer,0
see,see,c,,0
",",",",s,,0
that,that,s,,0
thy,thy,s,DirectAddress,0
restraind,restraind,s,UNRECOGNIZED,0
desires,desires,c,Positivity,0
.,.,n,,0
Cannot,cannot,s,DenyDisclaim,0
their,their,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
way,way,s,SubjectivePercept,2
choose,choose,c,ReportingEvents,0
",",",",s,,0
come,come,s,ReportingEvents,0
thou,thou,s,DirectAddress,0
with,with,s,,0
me,me,n,FirstPer,0
Perhapps,perhapps,s,UNRECOGNIZED,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
show,show,s,Metadiscourse,2
thee,thee,s,DirectAddress,0
means,means,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
remedy,remedy,c,Positivity,0
.,.,nn,Question,0
Whither,whither,s,Question,1
so,so,s,SubjectiveTime,0
fast,fast,s,SubjectiveTime,1
man,man,c,PersonProperty,0
?,?,s,Question,0
whither,whither,s,SpaceRelation,0
so,so,s,SubjectiveTime,0
fast,fast,c,SubjectiveTime,1
?,?,nn,Question,0
Whither,whither,c,SpaceRelation,0
?,?,s,Question,0
but,but,s,DirectAddress,0
where,where,s,DirectAddress,1
your,your,s,DirectAddress,2
ears,ears,s,SenseObject,0
do,do,s,Intensity,0
lead,lead,s,,0
you,you,c,DirectAddress,0
;,;,n,,0
To,to,s,,0
Neres,neres,s,UNRECOGNIZED,0
Triumphs,triumphs,c,Positivity,0
",",",",s,,0
and,and,s,,0
the,the,s,,0
shouts,shouts,s,Motions,0
you,you,s,OralCues,0
hear,hear,c,OralCues,1
.,.,nn,Question,0
Why,why,c,Question,1
?,?,s,Question,0
comes,comes,s,ReportingEvents,0
he,he,s,PersonPronoun,0
crowned,crowned,s,StandardsPos,0
with,with,s,StandardsPos,1
Parthian,parthian,s,UNRECOGNIZED,0
overthrow,overthrow,c,Negativity,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
brings,brings,s,,0
he,he,s,PersonPronoun,0
V^legaesus,v^legaesus,s,UNRECOGNIZED,0
with,with,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
chai'nd,chai'nd,c,UNRECOGNIZED,0
?,?,nn,Question,0
Parthian,parthian,s,UNRECOGNIZED,0
overthrown,overthrown,c,Negativity,0
?,?,s,Question,0
why,why,c,Question,0
",",",",s,,0
he,he,s,PersonPronoun,0
comes,comes,s,ReportingEvents,0
crowned,crowned,n,ReportingEvents,0
For,for,s,,0
victories,victories,s,Positivity,0
which,which,s,DenyDisclaim,0
never,never,s,DenyDisclaim,1
Roman,roman,s,AbstractConcepts,0
won,won,c,Positivity,0
;,;,n,,0
For,for,s,,0
having,having,s,ReportingEvents,0
Greece,greece,s,,0
in,in,s,SubjectivePercept,0
her,her,s,SubjectivePercept,1
own,own,s,SubjectivePercept,2
arts,arts,s,AbstractConcepts,0
overthrown,overthrown,c,Negativity,0
;,;,n,,0
In,in,s,GenericEvents,0
Singing,singing,c,GenericEvents,1
",",",",s,,0
Dancing,dancing,c,Motions,0
",",",",s,,0
Horse-rase,horse-rase,c,UNRECOGNIZED,0
",",",",s,,0
Stage-playing,stage-playing,c,UNRECOGNIZED,0
.,.,n,Imperative,0
Never,never,c,Imperative,1
",",",",s,,0
O,o,s,LangRef,0
Rome,rome,s,,0
had,had,s,ProjectBack,0
never,never,s,DenyDisclaim,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Prince,prince,c,PersonProperty,0
.,.,nn,Resistance,0
Yet,yet,c,Resistance,1
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
heard,heard,c,Updates,0
:,:,s,,0
our,our,s,Inclusive,0
ancestors,ancestors,s,ProjectBack,0
were,were,s,ProjectBack,0
crowned,crowned,n,ReportingEvents,0
For,for,s,,0
other,other,s,Specifiers,0
Victories,victories,c,Positivity,0
.,.,nn,,0
None,none,s,DenyDisclaim,0
of,of,s,DenyDisclaim,1
our,our,s,Inclusive,0
ancestors,ancestors,c,ProjectBack,0
",",",",s,,0
were,were,s,ProjectBack,0
ere,ere,s,ProjectBack,0
like,like,s,SubjectivePercept,0
him,him,c,PersonPronoun,0
.,.,nn,Imperative,0
Hark,hark,c,Imperative,1
",",",",s,,0
how,how,s,,0
th'applauding,th'applauding,s,UNRECOGNIZED,0
shouts,shouts,s,Motions,0
do,do,s,Intensity,0
clear,clear,s,StandardsPos,0
the,the,s,StandardsPos,1
air,air,n,StandardsPos,2
This,this,s,,0
Idle,idle,s,GenericEvents,0
talk,talk,s,GenericEvents,1
will,will,s,PredictedFuture,0
make,make,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
loose,loose,s,ReportingEvents,0
the,the,s,ReportingEvents,1
sight,sight,c,SenseProperty,0
.,.,nn,Question,0
Whither,whither,s,Question,1
go,go,s,ReportingEvents,0
you,you,c,DirectAddress,0
?,?,s,Question,0
alls,alls,s,,0
done,done,s,Sequence,0
in,in,s,Sequence,1
the,the,s,,0
Capytall,capytall,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
