YOu're,you're,s,DirectAddress,0
does,does,s,ReportingEvents,0
guide,guide,c,AbstractConcepts,0
;,;,n,,0
Who,who,s,Question,0
has,has,s,Question,1
the,the,s,StandardsPos,0
advantage,advantage,s,StandardsPos,1
of,of,s,StandardsPos,2
his,his,s,PersonPronoun,0
Sex,sex,s,AbstractConcepts,0
beside,beside,c,SpaceRelation,0
.,.,n,,0
Tho,tho,s,LangRef,0
here,here,s,SpaceRelation,0
our,our,s,Inclusive,0
Poet,poet,s,PersonProperty,0
rather,rather,s,Resistance,0
would,would,s,Contingency,0
make,make,s,Contingency,1
known,known,n,CommonAuthorities,0
His,his,s,PersonPronoun,0
country's,country's,s,AbstractConcepts,0
reputation,reputation,c,CommonAuthorities,0
",",",",s,,0
than,than,s,Comparison,0
his,his,s,SubjectivePercept,0
own,own,c,SubjectivePercept,1
:,:,n,,0
Yet,yet,s,Resistance,0
he,he,s,PersonPronoun,0
may,may,s,Contingency,0
chance,chance,s,Contingency,0
by,by,s,,0
Critics,critics,s,PersonProperty,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
hist,hist,c,SenseProperty,0
",",",",n,,0
As,as,s,TimeDuration,0
he,he,s,TimeDuration,1
intrencht,intrencht,s,UNRECOGNIZED,0
upon,upon,s,,0
the,the,s,,0
Casuist,casuist,c,PersonProperty,0
.,.,n,Resistance,0
But,but,s,Resistance,1
he,he,s,PersonPronoun,0
no,no,s,DenyDisclaim,0
Controversies,controversies,s,Resistance,0
sets,sets,s,Motions,0
on,on,s,Motions,1
foot,foot,c,Motions,2
;,;,n,,0
And,and,s,,0
thinks't,thinks't,s,UNRECOGNIZED,0
were,were,s,ProjectBack,0
better,better,s,Comparison,0
if,if,s,Contingency,0
none,none,s,Exceptions,0
else,else,s,Exceptions,1
would,would,s,ProjectBack,0
do,do,s,ReportingEvents,0
it,it,c,ReportingEvents,1
.,.,n,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
tells,tells,s,DirectAddress,0
you,you,s,DirectAddress,1
which,which,s,,0
Religion,religion,s,AbstractConcepts,0
he,he,s,Updates,0
is,is,s,Updates,1
on,on,c,,0
;,;,n,Question,0
May,may,s,Question,1
be,be,s,ReportingStates,0
(,(,c,,0
like,like,s,SubjectivePercept,0
some,some,s,Specifiers,0
of,of,s,Specifiers,1
you,you,c,DirectAddress,0
),),s,,0
he,he,s,Updates,0
is,is,s,Updates,1
of,of,s,,0
none,none,c,DenyDisclaim,0
.,.,n,,0
If,if,s,Contingency,0
this,this,s,,0
prove,prove,s,Confidence,0
true,true,s,Confidence,1
--,--,s,,0
He,he,s,Insist,0
must,must,s,Insist,1
the,the,s,,0
Statesman,statesman,s,PersonProperty,0
move,move,c,Motions,0
:,:,n,,0
Then,then,s,,0
for,for,s,,0
the,the,s,PersonProperty,0
Ladies,ladies,s,PersonProperty,1
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
Scenes,scenes,s,AbstractConcepts,0
of,of,s,StandardsPos,0
Love,love,c,StandardsPos,1
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
Gallants,gallants,s,SubjectivePercept,0
are,are,s,ReportingStates,0
fighting,fighting,s,Resistance,0
Scenes,scenes,s,AbstractConcepts,0
for,for,s,DirectAddress,0
you,you,c,DirectAddress,1
:,:,n,,0
Nay,nay,s,OralCues,0
here,here,s,Immediacy,0
is,is,s,Immediacy,1
Huffing,huffing,s,Motions,0
for,for,s,DirectAddress,0
you,you,s,DirectAddress,1
Hectors,hectors,s,Negativity,0
too,too,c,Metadiscourse,0
.,.,n,Metadiscourse,1
What,what,s,,0
the,the,s,,0
Pox,pox,c,StandardsNeg,0
",",",",s,,0
Gentlemen,gentlemen,c,Positivity,0
",",",",s,,0
would,would,s,Request,0
you,you,s,Request,1
have,have,s,,0
more,more,c,Comparison,0
?,?,n,Question,0
You,you,s,DirectAddress,0
Are,are,s,DirectAddress,1
cloyed,cloyed,s,Negative_Relation,0
sure,sure,s,Confidence,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
Atheist,atheist,s,PersonProperty,0
and,and,s,,0
the,the,s,,0
Whore,whore,c,Negativity,0
.,.,nn,Question,0
WHat,what,c,Question,1
!,!,s,,0
shall,shall,s,ProjectAhead,0
the,the,s,,0
Providence,providence,s,StandardsPos,0
of,of,s,Inclusive,0
our,our,s,Inclusive,1
Fate,fate,s,SubjectivePercept,0
be,be,s,Negativity,0
vain,vain,c,Negativity,1
",",",",n,,0
In,in,s,ReportingStates,0
being,being,s,ReportingStates,1
sprung,sprung,s,ReportingEvents,0
fro,fro,c,SpaceRelation,0
',',s,,0
the,the,s,SenseObject,0
blood,blood,s,SenseObject,1
of,of,s,,0
Charlemain,charlemain,c,UNRECOGNIZED,0
?,?,n,Question,0
Shall,shall,s,ProjectAhead,0
those,those,s,,0
rich,rich,s,Positivity,0
streams,streams,s,SenseObject,0
(,(,c,,0
like,like,s,SubjectivePercept,0
Iordan's,iordan's,s,UNRECOGNIZED,0
silver,silver,s,SenseObject,0
flood,flood,c,Motions,0
),),n,,0
Be,be,s,ReportingStates,0
lost,lost,s,Negativity,0
in,in,s,Negativity,1
the,the,s,,0
dull,dull,s,SenseProperty,0
Sea,sea,s,SpaceRelation,0
of,of,s,SpaceRelation,1
Hugh,hugh,s,UNRECOGNIZED,0
Capets,capets,s,UNRECOGNIZED,0
blood,blood,c,SenseObject,0
?,?,n,Question,0
Shall,shall,s,ProjectAhead,0
the,the,s,Specifiers,0
Name,name,s,Specifiers,1
of,of,s,Specifiers,2
Valois,valois,s,UNRECOGNIZED,0
flourish,flourish,s,Positivity,0
o'r,o'r,s,UNRECOGNIZED,0
Lorrain,lorrain,c,UNRECOGNIZED,0
?,?,n,Question,0
Our,our,s,Inclusive,0
Golden,golden,s,SenseProperty,0
Lillies,lillies,s,,0
wither,wither,s,SenseProperty,0
with,with,s,,0
disdain,disdain,c,Negative_Relation,0
?,?,n,Question,0
No,no,c,DenyDisclaim,0
!,!,s,,0
tho,tho,s,LangRef,0
in,in,s,,0
azure,azure,s,SenseProperty,0
Field,field,s,SenseObject,0
so,so,s,SubjectiveTime,0
long,long,s,SubjectiveTime,1
they,they,s,,0
stood,stood,c,ReportingStates,0
",",",",n,ReportingStates,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
drown,drown,s,Negativity,0
their,their,s,PersonPronoun,0
splendors,splendors,s,Positivity,0
first,first,s,Sequence,0
in,in,s,,0
fields,fields,s,SpaceRelation,0
of,of,s,SpaceRelation,1
blood,blood,c,SenseObject,0
.,.,nn,,0
This,this,s,,0
resolution's,resolution's,s,UNRECOGNIZED,0
brave,brave,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
nobly,nobly,s,StandardsPos,0
flies,flies,n,Motions,0
Unto,unto,s,CommonAuthorities,0
a,a,s,,0
pitch,pitch,c,Motions,0
",",",",s,,0
worthy,worthy,s,StandardsPos,0
the,the,s,Specifiers,0
Name,name,s,Specifiers,1
of,of,s,Specifiers,2
Guise,guise,c,SubjectivePercept,0
.,.,n,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
does,does,s,ReportingEvents,0
our,our,s,Inclusive,0
Princely,princely,s,StandardsPos,0
House,house,s,SenseObject,0
derive,derive,s,ReportingEvents,0
its,its,s,,0
fame,fame,n,StandardsPos,0
(,(,c,Aside,0
As,as,s,Aside,1
this,this,s,ProjectBack,0
was,was,s,ProjectBack,1
all,all,c,,0
),),s,,0
from,from,s,,0
Charlemains,charlemains,s,UNRECOGNIZED,0
great,great,s,CommonAuthorities,0
name,name,c,CommonAuthorities,1
:,:,n,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
we,we,s,Inclusive,0
have,have,s,Inclusive,1
other,other,s,Specifiers,0
boasts,boasts,s,SubjectivePercept,0
as,as,s,,0
just,just,s,Intensity,0
and,and,s,,0
fair,fair,c,StandardsPos,0
;,;,n,,0
Since,since,s,,0
from,from,s,,0
great,great,s,Intensity,0
Clovis,clovis,s,,0
we,we,s,,0
descended,descended,s,ReportingEvents,0
are,are,c,ReportingStates,0
.,.,n,,0
Clovis,clovis,c,,0
!,!,s,,0
the,the,s,Sequence,0
first,first,s,Sequence,1
of,of,s,Sequence,2
all,all,s,Inclusive,0
our,our,s,Inclusive,1
ancient,ancient,s,SubjectiveTime,0
Kings,kings,c,PersonProperty,0
",",",",n,,0
Who,who,s,,0
made,made,s,ReportingEvents,0
the,the,s,,0
Roman,roman,s,AbstractConcepts,0
Eagles,eagles,s,SenseObject,0
droop,droop,s,SpaceRelation,0
their,their,s,PersonPronoun,0
wings,wings,c,SenseObject,0
.,.,n,,0
He,he,c,PersonPronoun,0
",",",",s,,0
who,who,s,,0
the,the,s,,0
Monarchy,monarchy,s,CommonAuthorities,0
of,of,s,,0
Gaul,gaul,s,UNRECOGNIZED,0
did,did,s,ReportingEvents,0
found,found,c,ReportingStates,0
",",",",n,ReportingStates,1
And,and,s,,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
sacred,sacred,s,StandardsPos,0
Cross,cross,s,SpaceRelation,0
the,the,s,,0
Lillies,lillies,s,,0
crowned,crowned,c,ReportingStates,0
.,.,nn,ReportingStates,1
Eleven,eleven,s,Numbers,0
of,of,s,,0
',',c,,0
em,em,c,SpaceRelation,0
",",",",s,,0
Kings,kings,s,PersonProperty,0
from,from,s,,0
Charlemain,charlemain,c,UNRECOGNIZED,0
;,;,n,,0
Of,of,s,PersonProperty,0
whom,whom,s,PersonProperty,1
five,five,s,Numbers,0
did,did,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
Western,western,s,SpaceRelation,0
Empire,empire,s,CommonAuthorities,0
gain,gain,c,,0
.,.,n,,0
Charles,charles,s,UNRECOGNIZED,0
of,of,s,,0
Lorrain,lorrain,c,UNRECOGNIZED,0
;,;,s,,0
the,the,s,,0
last,last,s,Sequence,0
of,of,s,Specifiers,0
that,that,s,Specifiers,1
great,great,s,Intensity,0
Race,race,c,Motions,0
",",",",n,,0
Outed,outed,s,Disclosure,0
by,by,s,,0
Capet,capet,c,UNRECOGNIZED,0
",",",",s,,0
who,who,s,,0
usurpt,usurpt,s,UNRECOGNIZED,0
the,the,s,SpaceRelation,0
place,place,c,SpaceRelation,1
.,.,nn,Resistance,0
Yet,yet,s,Resistance,1
Heaven,heaven,s,Positivity,0
revenged,revenged,s,ReportingEvents,0
our,our,s,Inclusive,0
wrongs,wrongs,c,StandardsNeg,0
:,:,s,,0
as,as,s,,0
witness,witness,s,PersonProperty,0
bear,bear,n,SenseObject,0
The,the,s,,0
English,english,s,AbstractConcepts,0
Lions,lions,c,SenseObject,0
;,;,s,,0
who,who,s,,0
so,so,s,,0
often,often,s,RecurringEvents,0
did,did,s,ReportingEvents,0
tear,tear,n,Negativity,0
Our,our,s,Inclusive,0
Lillies,lillies,s,,0
from,from,s,,0
their,their,s,PersonPronoun,0
stems,stems,c,SenseObject,0
;,;,s,,0
and,and,s,,0
did,did,s,ReportingEvents,0
advance,advance,n,ReportingEvents,0
Their,their,s,ReportingEvents,1
Ensigns,ensigns,s,PersonProperty,0
on,on,s,Inclusive,0
our,our,s,Inclusive,1
Walls,walls,c,SenseObject,0
",",",",s,,0
and,and,s,,0
conquered,conquered,s,ReportingEvents,0
France,france,c,,0
.,.,nn,Imperative,0
Look,look,s,Imperative,1
but,but,s,Resistance,0
how,how,s,Resistance,1
judgment,judgment,s,PrivateThinking,0
prosecutes,prosecutes,s,Negativity,0
them,them,s,Negativity,1
still,still,c,Updates,0
!,!,n,,0
What,what,s,,0
England,england,s,,0
once,once,s,TimeShift,0
has,has,s,ReportingEvents,0
done,done,c,ReportingEvents,1
",",",",s,,0
again,again,s,RecurringEvents,0
she,she,s,PersonPronoun,0
will,will,c,PredictedFuture,0
.,.,n,,0
That,that,s,,0
British,british,s,PersonProperty,0
Harpy,harpy,c,Negativity,0
",",",",s,,0
who,who,s,,0
robs,robs,s,Negative_Relation,0
all,all,s,Generalization,0
the,the,s,Generalization,1
gain,gain,c,,0
",",",",n,,0
And,and,s,,0
watches,watches,s,,0
o'r,o'r,s,UNRECOGNIZED,0
the,the,s,,0
golden,golden,s,SenseProperty,0
Mines,mines,s,SenseObject,0
of,of,s,,0
Spain,spain,c,,0
;,;,n,,0
Whose,whose,s,PersonPronoun,0
Canvas,canvas,s,SenseObject,0
wings,wings,s,SenseObject,0
about,about,s,,0
the,the,s,,0
World,world,s,AbstractConcepts,0
have,have,s,,0
flown,flown,c,ReportingStates,0
",",",",n,ReportingStates,1
As,as,s,AbstractConcepts,0
by,by,s,AbstractConcepts,1
that,that,s,,0
charm,charm,s,Positivity,0
she,she,s,Biographical_Time,0
would,would,s,Biographical_Time,1
circle,circle,s,SpaceRelation,0
in,in,s,SpaceRelation,1
her,her,s,SubjectivePercept,0
own,own,c,SubjectivePercept,1
.,.,n,,0
A,a,s,PersonProperty,0
Virgin,virgin,c,PersonProperty,1
!,!,s,,0
Who,who,s,,0
her,her,s,PersonPronoun,0
neighboring,neighboring,s,SpaceRelation,0
Kings,kings,s,PersonProperty,0
outbraves,outbraves,c,Resistance,0
",",",",n,,0
Scorning,scorning,s,Negative_Relation,0
to,to,s,Negative_Relation,1
match,match,s,SenseObject,0
with,with,s,,0
her,her,s,PersonPronoun,0
intended,intended,s,ProjectAhead,0
Slaves,slaves,c,PersonProperty,0
.,.,n,,0
This,this,s,,0
Heretic,heretic,c,Negative_Relation,0
",",",",s,,0
this,this,s,,0
Woman,woman,c,PersonProperty,0
",",",",s,,0
dares,dares,s,SubjectivePercept,0
combine,combine,n,ReportingEvents,0
Against,against,s,,0
our,our,s,Inclusive,0
League,league,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
with,with,s,,0
Navar,navar,s,AbstractConcepts,0
does,does,s,ReportingEvents,0
join,join,c,ReportingEvents,0
.,.,n,,0
She,she,s,PersonPronoun,0
flatters,flatters,s,SubjectivePercept,0
him,him,c,PersonPronoun,0
;,;,s,,0
and,and,s,,0
fools,fools,s,Negativity,0
the,the,s,SenseObject,0
King,king,s,SenseObject,1
to,to,s,,0
advance,advance,n,ReportingEvents,0
Her,her,s,ReportingEvents,1
swelling,swelling,s,SenseObject,0
hopes,hopes,c,Positivity,0
",",",",s,,0
in,in,s,,0
captivating,captivating,s,SubjectivePercept,0
France,france,c,,0
.,.,nn,Resistance,0
Yet,yet,s,Resistance,1
see,see,s,Curiosity,0
how,how,s,Curiosity,1
Heaven,heaven,s,Positivity,0
our,our,s,Inclusive,0
great,great,s,Intensity,0
designments,designments,s,UNRECOGNIZED,0
mind,mind,n,SubjectivePercept,0
In,in,s,,0
this,this,s,,0
rare,rare,s,Exceptions,0
Providence,providence,c,StandardsPos,0
",",",",s,,0
just,just,s,Immediacy,0
now,now,s,Immediacy,1
designed,designed,c,ReportingStates,0
.,.,n,ReportingStates,1
The,the,s,,0
invincible,invincible,s,StandardsPos,0
Armada,armada,s,SenseObject,0
for,for,s,Inclusive,0
us,us,s,Inclusive,1
waits,waits,c,ProjectAhead,0
",",",",n,,0
And,and,s,,0
domineers,domineers,s,Negativity,0
now,now,s,Updates,0
in,in,s,Updates,1
the,the,s,,0
British,british,s,PersonProperty,0
Streights,streights,c,UNRECOGNIZED,0
.,.,n,,0
To,to,s,,0
conquer,conquer,s,ReportingEvents,0
that,that,s,,0
small,small,s,SenseProperty,0
Island,island,s,SenseObject,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
more,more,c,Comparison,0
",",",",n,,0
Than,than,s,Comparison,0
the,the,s,Comparison,1
new,new,s,AbstractConcepts,0
World,world,s,AbstractConcepts,1
the,the,s,,0
Spaniard,spaniard,s,PersonProperty,0
gained,gained,s,ReportingEvents,0
before,before,c,Sequence,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
conquered,conquered,s,ReportingEvents,0
it,it,s,Insist,0
must,must,s,Insist,1
be,be,c,Insist,2
.,.,s,,0
--,--,s,,0
This,this,s,,0
Navy,navy,s,CommonAuthorities,0
vast,vast,c,Intensity,0
.,.,n,,0
Seven,seven,s,Numbers,0
days,days,s,ProjectBack,0
ago,ago,s,ProjectBack,1
near,near,s,SpaceRelation,0
unto,unto,s,CommonAuthorities,0
Calais,calais,s,UNRECOGNIZED,0
past,past,c,AbstractConcepts,0
.,.,n,Question,0
When,when,s,Question,1
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
first,first,s,Sequence,0
presented,presented,s,SpaceRelation,0
to,to,s,SpaceRelation,1
my,my,s,FirstPer,0
eyes,eyes,c,SenseObject,0
",",",",n,,0
As,as,s,,0
up,up,s,,0
the,the,s,SenseProperty,0
briny,briny,s,SenseProperty,1
Unequal,unequal,s,Comparison,0
it,it,s,Intensity,0
did,did,s,Intensity,1
rise,rise,c,Motions,0
;,;,n,,0
Methought,methought,s,UNRECOGNIZED,0
it,it,s,PrivateThinking,0
seemed,seemed,s,PrivateThinking,1
just,just,s,Resemblances,0
as,as,s,Resemblances,1
the,the,s,Resemblances,2
World,world,s,AbstractConcepts,0
did,did,s,ReportingEvents,0
peep,peep,c,Motions,0
",",",",n,,0
When,when,s,,0
first,first,s,Sequence,0
it,it,s,,0
rose,rose,s,ReportingEvents,0
fro,fro,c,SpaceRelation,0
',',s,,0
the,the,s,SpaceRelation,0
bottom,bottom,s,SpaceRelation,1
of,of,s,SpaceRelation,2
the,the,s,SpaceRelation,3
Deep,deep,c,AbstractConcepts,0
.,.,n,,0
The,the,s,,0
Waves,waves,s,SenseObject,0
o'r,o'r,s,UNRECOGNIZED,0
burdened,burdened,s,Negativity,0
with,with,s,Negativity,1
the,the,s,SenseObject,0
Ships,ships,s,SenseObject,1
they,they,s,,0
bore,bore,c,ReportingStates,0
",",",",n,ReportingStates,1
Fled,fled,s,SceneShift,0
from,from,s,SceneShift,1
the,the,s,,0
weight,weight,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
panted,panted,s,ReportingEvents,0
on,on,s,,0
the,the,s,SenseObject,0
shore,shore,c,SenseObject,1
.,.,nn,Question,0
When,when,s,Question,1
this,this,s,,0
Elizabeth's,elizabeth's,s,UNRECOGNIZED,0
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
a,a,s,,0
Queen,queen,c,PersonProperty,0
;,;,n,,0
Navar,navar,s,AbstractConcepts,0
has,has,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
one,one,s,Numbers,0
hope,hope,s,ProjectAhead,0
to,to,s,ProjectAhead,1
step,step,s,Sequence,0
between,between,n,,0
Him,him,s,PersonPronoun,0
and,and,s,,0
his,his,s,PersonPronoun,0
ruin,ruin,c,Negativity,0
:,:,s,,0
for,for,s,TimeShift,0
when,when,s,TimeShift,1
Heaven's,heaven's,s,StandardsPos,0
so,so,s,,0
just,just,n,SubjectivePercept,0
To,to,s,SubjectivePercept,1
make,make,s,ReportingEvents,0
the,the,s,,0
Valois,valois,s,UNRECOGNIZED,0
fall,fall,c,,0
",",",",s,,0
(,(,c,Aside,0
as,as,s,Aside,1
fall,fall,s,,0
he,he,s,Insist,0
must,must,c,Insist,1
),),n,,0
The,the,s,,0
Hollander,hollander,s,UNRECOGNIZED,0
dares,dares,s,SubjectivePercept,0
only,only,s,SubjectivePercept,0
for,for,s,SubjectivePercept,1
him,him,s,PersonPronoun,0
stand,stand,c,AbstractConcepts,0
;,;,n,,0
And,and,s,,0
Porpoises,porpoises,s,SenseObject,0
can,can,s,Contingency,0
little,little,s,SenseProperty,0
do,do,s,Intensity,0
by,by,s,SpaceRelation,0
land,land,c,SpaceRelation,1
.,.,nn,,0
Since,since,s,,0
Orange,orange,s,SenseObject,0
died,died,s,Biographical_Time,0
their,their,s,PersonPronoun,0
baffled,baffled,s,Uncertainty,0
Spirits,spirits,s,SubjectivePercept,0
retreat,retreat,c,SceneShift,0
;,;,n,,0
Whose,whose,s,PersonPronoun,0
blood,blood,s,SenseObject,0
did,did,s,Exceptions,0
only,only,s,Exceptions,1
that,that,s,,0
crude,crude,s,Anger,0
Body,body,s,AbstractConcepts,0
heat,heat,c,AbstractConcepts,1
.,.,n,,0
Those,those,s,,0
phlegmatic,phlegmatic,s,SubjectivePercept,0
dull,dull,s,SenseProperty,0
States,states,s,AbstractConcepts,0
can,can,s,Contingency,0
never,never,s,DenyDisclaim,0
