Unmask,unmask,s,Disclosure,0
flourish,flourish,s,Positivity,0
thus,thus,c,ReasonForward,0
.,.,nn,,0
We,we,s,,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
how,how,s,Uncertainty,2
to,to,s,,0
turn,turn,s,,0
these,these,s,Immediacy,0
bounties,bounties,s,StandardsPos,0
back,back,c,,0
",",",",n,Resistance,0
But,but,s,Resistance,1
with,with,s,,0
continuance,continuance,s,TimeDuration,0
of,of,s,,0
obsequious,obsequious,s,Negativity,0
love,love,c,Positivity,0
",",",",n,,0
Whilst,whilst,s,TimeDuration,0
Peace,peace,s,StandardsPos,0
tryumphes,tryumphes,c,UNRECOGNIZED,0
",",",",s,,0
it,it,s,,0
lies,lies,s,ReportingEvents,0
in,in,s,ReportingEvents,1
Grammers,grammers,s,UNRECOGNIZED,0
might,might,c,Contingency,0
",",",",n,,0
To,to,s,,0
make,make,s,ReportingEvents,0
the,the,s,,0
rudest,rudest,s,Negative_Relation,0
brain,brain,s,SenseObject,0
both,both,s,,0
speak,speak,s,ReportingEvents,0
and,and,s,,0
write,write,c,ReportingEvents,0
.,.,nn,,0
Logic,logic,s,AbstractConcepts,0
shall,shall,s,ProjectAhead,0
furnish,furnish,s,ReportingEvents,0
them,them,s,ReportingEvents,1
with,with,s,ReportingEvents,2
Argument,argument,c,LangRef,0
",",",",n,,0
And,and,s,,0
make,make,s,ReportingEvents,0
them,them,s,,0
apt,apt,s,StandardsPos,0
and,and,s,,0
able,able,s,StandardsPos,0
to,to,s,StandardsPos,1
dispute,dispute,c,Resistance,0
;,;,n,,0
The,the,s,LangRef,0
theme,theme,s,LangRef,1
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
of,of,s,,0
Peace,peace,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
her,her,s,PersonPronoun,0
sweet,sweet,s,SenseProperty,0
name,name,c,LangRef,0
",",",",n,,0
And,and,s,,0
every,every,s,Generalization,0
Sillogism,sillogism,c,UNRECOGNIZED,0
',',s,,0
shall,shall,s,ProjectAhead,0
prove,prove,s,Confidence,0
her,her,s,PersonPronoun,0
fame,fame,c,StandardsPos,0
.,.,nn,,0
Rhetoric,rhetoric,s,LangRef,0
will,will,s,PredictedFuture,0
put,put,s,Narrative_Verbs,0
her,her,s,Narrative_Verbs,1
richest,richest,s,Positivity,0
habit,habit,s,RecurringEvents,0
on,on,c,,0
",",",",n,,0
Of,of,s,,0
gestures,gestures,c,Motions,0
",",",",s,,0
Voice,voice,c,,0
",",",",s,,0
and,and,s,,0
exornation,exornation,c,UNRECOGNIZED,0
",",",",n,,0
Her,her,s,PersonPronoun,0
Tropes,tropes,s,AbstractConcepts,0
and,and,s,,0
Scheames,scheames,c,UNRECOGNIZED,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
dignifie,dignifie,s,UNRECOGNIZED,0
her,her,s,PersonPronoun,0
sense,sense,c,AbstractConcepts,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
Honors,honors,s,StandardsPos,0
Peace,peace,c,StandardsPos,0
",",",",s,,0
with,with,s,,0
clearest,clearest,s,Comparison,0
eloquence,eloquence,c,StandardsPos,0
.,.,nn,,0
Her,her,s,PersonPronoun,0
graces,graces,s,StandardsPos,0
in,in,s,,0
my,my,s,FirstPer,0
numbers,numbers,s,AbstractConcepts,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
seen,seen,c,ReportingStates,0
",",",",n,ReportingStates,1
So,so,s,Intensity,0
full,full,s,Intensity,1
that,that,s,,0
nothing,nothing,s,DenyDisclaim,0
can,can,s,Contingency,0
be,be,s,Contingency,1
added,added,s,ReportingEvents,0
more,more,c,Comparison,0
",",",",n,,0
Nor,nor,s,DenyDisclaim,0
ought,ought,s,Insist,0
subtracted,subtracted,c,ReportingEvents,0
:,:,s,,0
true,true,s,StandardsPos,0
Arithmetic,arithmetic,n,AbstractConcepts,0
Will,will,s,PredictedFuture,0
multiply,multiply,s,Transformation,0
and,and,s,,0
make,make,s,ReportingEvents,0
them,them,s,,0
infinite,infinite,c,AbstractConcepts,0
.,.,nn,,0
Music,music,s,SenseProperty,0
shall,shall,s,ProjectAhead,0
feast,feast,s,SenseObject,0
the,the,s,,0
bounteous,bounteous,s,StandardsPos,0
ears,ears,s,SenseObject,0
of,of,s,,0
Peace,peace,c,StandardsPos,0
",",",",n,,0
Whilst,whilst,s,TimeDuration,0
she,she,s,Positive_Attribution,0
inspires,inspires,s,Positive_Attribution,1
her,her,s,PersonPronoun,0
numme,numme,s,UNRECOGNIZED,0
conceit,conceit,s,SubjectivePercept,0
with,with,s,StandardsPos,0
life,life,c,StandardsPos,1
",",",",n,,0
Varying,varying,s,ReportingEvents,0
each,each,s,Specifiers,0
concord,concord,c,Positivity,0
",",",",s,,0
mood,mood,s,SubjectivePercept,0
and,and,s,,0
faculty,faculty,c,AbstractConcepts,0
",",",",n,,0
In,in,s,,0
flowing,flowing,s,Motions,0
straynes,straynes,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
rapting,rapting,s,,0
Symphonie,symphonie,c,,0
",",",",nn,,0
The,the,s,,0
motions,motions,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
the,the,s,SenseObject,0
Planets,planets,s,SenseObject,1
and,and,s,,0
their,their,s,PersonPronoun,0
Spheres,spheres,c,SenseObject,0
",",",",n,,0
The,the,s,,0
Stars,stars,c,SenseObject,0
",",",",s,,0
their,their,s,PersonPronoun,0
influence,influence,c,Cause,0
",",",",s,,0
quantities,quantities,c,AbstractConcepts,0
",",",",s,,0
consents,consents,c,CommonAuthorities,0
",",",",n,Generalization,0
All,all,s,Generalization,1
that,that,s,,0
Astronomy,astronomy,s,AbstractConcepts,0
can,can,s,Contingency,0
teach,teach,s,ReportingEvents,0
or,or,s,,0
know,know,c,Confidence,0
",",",",n,,0
She,she,s,PersonPronoun,0
does,does,s,ReportingEvents,0
profess,profess,s,Citations,0
from,from,s,,0
sacred,sacred,s,StandardsPos,0
Peace,peace,s,StandardsPos,0
to,to,s,,0
flow,flow,c,Motions,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
make,make,s,ReportingEvents,0
her,her,s,PersonPronoun,0
powers,powers,s,AbstractConcepts,0
demonstratiue,demonstratiue,c,UNRECOGNIZED,0
",",",",n,,0
In,in,s,Generalization,0
all,all,s,Generalization,1
my,my,s,FirstPer,0
angles,angles,c,,0
",",",",s,,0
circles,circles,c,Motions,0
",",",",s,,0
cubes,cubes,c,SenseObject,0
",",",",s,,0
or,or,s,,0
squares,squares,c,AbstractConcepts,0
",",",",n,,0
The,the,s,Intensity,0
very,very,s,Intensity,1
state,state,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
Peace,peace,s,StandardsPos,0
shall,shall,s,ProjectAhead,0
seem,seem,s,Uncertainty,0
to,to,s,,0
shine,shine,c,SenseProperty,0
",",",",n,,0
In,in,s,,0
every,every,s,Generalization,0
figure,figure,s,SenseObject,0
or,or,s,,0
dimensiue,dimensiue,s,UNRECOGNIZED,0
line,line,c,SpaceRelation,0
.,.,nn,,0
Enough,enough,s,SubjectivePercept,0
fair,fair,s,StandardsPos,0
Virgins,virgins,s,PersonProperty,0
Time,time,s,,0
shall,shall,s,ProjectAhead,0
prove,prove,s,Confidence,0
this,this,s,,0
true,true,c,Concessive,0
",",",",n,Concessive,1
Whilst,whilst,s,TimeDuration,0
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
honor,honor,s,StandardsPos,0
Peace,peace,s,StandardsPos,0
she,she,s,PersonPronoun,0
will,will,s,PredictedFuture,0
cheerish,cheerish,s,UNRECOGNIZED,0
you,you,c,DirectAddress,0
.,.,nn,,0
Honor,honor,s,StandardsPos,0
and,and,s,,0
safety,safety,c,StandardsPos,0
",",",",s,,0
still,still,s,Updates,0
attend,attend,s,SpaceRelation,0
fair,fair,s,StandardsPos,0
Peace,peace,nn,StandardsPos,0
Thanks,thanks,s,Acknowledge,0
noble,noble,s,StandardsPos,0
Lords,lords,s,CommonAuthorities,0
and,and,s,,0
worthy,worthy,s,StandardsPos,0
Gentlemen,gentlemen,c,Positivity,0
:,:,n,,0
But,but,s,Resistance,0
wherefore,wherefore,s,ReasonForward,0
look,look,s,ReportingEvents,0
you,you,s,DirectAddress,0
so,so,s,DirectAddress,1
ask,ask,s,Request,0
aunce,aunce,s,UNRECOGNIZED,0
on,on,s,,0
these,these,c,Immediacy,0
",",",",n,Immediacy,1
As,as,s,Resemblances,0
if,if,s,Resemblances,1
they,they,s,,0
were,were,s,ProjectBack,0
not,not,s,DenyDisclaim,0
worthy,worthy,s,StandardsPos,0
your,your,s,DirectAddress,0
salutes,salutes,c,StandardsPos,0
?,?,nn,Question,0
Because,because,s,ReasonBackward,0
we,we,s,,0
knew,knew,s,Confidence,0
them,them,s,,0
not,not,c,DenyDisclaim,0
.,.,nn,,0
The,the,s,DirectAddress,0
more,more,s,DirectAddress,1
your,your,s,DirectAddress,2
blame,blame,c,Anger,0
.,.,nn,,0
O,o,s,LangRef,0
pitied,pitied,s,Negativity,0
state,state,c,,0
!,!,s,,0
most,most,s,Comparison,0
weak,weak,c,Negativity,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
nobles,nobles,s,PersonProperty,0
want,want,n,ProjectAhead,0
The,the,s,,0
love,love,s,Positivity,0
and,and,s,,0
knowledge,knowledge,s,StandardsPos,0
of,of,s,StandardsPos,1
the,the,s,,0
liberal,liberal,s,AbstractConcepts,0
Arts,arts,c,AbstractConcepts,1
;,;,n,,0
Are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
the,the,s,PersonProperty,0
men,men,s,PersonProperty,1
(,(,c,,0
for,for,s,,0
birth,birth,s,AbstractConcepts,0
and,and,s,,0
place,place,c,SpaceRelation,0
),),s,,0
admired,admired,c,StandardsPos,0
?,?,n,Question,0
By,by,s,,0
whose,whose,s,PersonPronoun,0
great,great,s,Intensity,0
motions,motions,c,Motions,0
",",",",s,,0
lesser,lesser,s,Comparison,0
wheels,wheels,s,SenseObject,0
turn,turn,s,Motions,0
round,round,c,Motions,1
?,?,n,Question,0
And,and,s,,0
shall,shall,s,ProjectAhead,0
your,your,s,PrivateThinking,0
minds,minds,s,PrivateThinking,1
affect,affect,s,ReportingEvents,0
so,so,s,,0
dull,dull,s,SenseProperty,0
a,a,s,,0
course,course,c,AbstractConcepts,0
?,?,n,Question,0
As,as,s,Resemblances,0
if,if,s,Resemblances,1
your,your,s,DirectAddress,0
sense,sense,s,DirectAddress,1
where,where,s,,0
most,most,s,Comparison,0
irrational,irrational,c,StandardsNeg,0
?,?,n,Question,0
What,what,s,Question,0
is,is,s,Question,1
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
superior,superior,s,Comparison,0
to,to,s,Comparison,1
a,a,s,Negativity,0
beast,beast,n,Negativity,1
But,but,s,Exceptions,0
for,for,s,Exceptions,1
his,his,s,PrivateThinking,0
mind,mind,c,PrivateThinking,1
?,?,s,Question,0
nor,nor,s,DenyDisclaim,0
that,that,s,,0
ennobles,ennobles,s,StandardsPos,0
him,him,c,PersonPronoun,0
",",",",n,,0
While,while,s,TimeDuration,0
he,he,s,TimeDuration,1
deiects,deiects,s,UNRECOGNIZED,0
his,his,s,PersonPronoun,0
reason,reason,c,StandardsPos,0
;,;,s,,0
making,making,s,ReportingEvents,0
it,it,n,ReportingEvents,1
The,the,s,ReportingEvents,2
slave,slave,s,PersonProperty,0
unto,unto,s,CommonAuthorities,0
his,his,s,PersonPronoun,0
brutish,brutish,s,Negative_Relation,0
appetite,appetite,c,SubjectivePercept,0
.,.,n,Imperative,0
Make,make,s,Imperative,1
then,then,s,,0
your,your,s,PrivateThinking,0
minds,minds,s,PrivateThinking,1
illustrious,illustrious,s,StandardsPos,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
deeds,deeds,n,AbstractConcepts,0
And,and,s,,0
each,each,s,Specifiers,0
choose,choose,s,ReportingEvents,0
(,(,c,,0
in,in,s,,0
this,this,s,,0
troop,troop,c,SenseObject,0
),),s,,0
a,a,s,,0
spowsall,spowsall,s,UNRECOGNIZED,0
mate,mate,c,SenseObject,0
",",",",nn,,0
We,we,s,,0
do,do,s,Intensity,0
obey,obey,c,CommonAuthorities,0
:,:,s,,0
And,and,s,,0
I,i,s,FirstPer,0
choose,choose,s,ReportingEvents,0
Music,music,s,SenseProperty,0
first,first,c,Sequence,0
.,.,nn,Sequence,1
I,i,s,FirstPer,0
Geometry,geometry,c,AbstractConcepts,0
.,.,nn,,0
I,i,s,FirstPer,0
Rhetoric,rhetoric,c,LangRef,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
I,i,s,FirstPer,0
Astronomy,astronomy,c,AbstractConcepts,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
I,i,s,FirstPer,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
a,a,s,SenseObject,0
servant,servant,s,SenseObject,1
unto,unto,s,CommonAuthorities,0
all,all,c,Inclusive,0
.,.,nn,Inclusive,1
But,but,s,Immediacy,0
now,now,s,Immediacy,1
beware,beware,s,Negativity,0
ye,ye,s,OralCues,0
iniure,iniure,s,UNRECOGNIZED,0
not,not,s,DenyDisclaim,0
the,the,s,DenyDisclaim,1
fame,fame,n,StandardsPos,0
Of,of,s,,0
these,these,s,Immediacy,0
bright,bright,s,Positivity,0
Virgins,virgins,s,PersonProperty,0
with,with,s,,0
adulterate,adulterate,s,StandardsNeg,0
love,love,c,Positivity,0
",",",",n,,0
Mean,mean,s,AbstractConcepts,0
time,time,s,AbstractConcepts,1
their,their,s,PersonPronoun,0
servant,servant,s,PersonProperty,0
(,(,c,,0
here,here,c,SpaceRelation,0
),),s,,0
Chrisoganus,chrisoganus,n,UNRECOGNIZED,0
Shall,shall,s,ProjectAhead,0
teach,teach,s,ReportingEvents,0
of,of,s,,0
every,every,s,Generalization,0
Art,art,s,AbstractConcepts,0
the,the,s,Uncertainty,0
mystery,mystery,c,Uncertainty,1
.,.,nn,Resistance,0
But,but,s,Resistance,1
if,if,s,Contingency,0
(,(,c,,0
by,by,s,,0
Art,art,c,AbstractConcepts,0
),),s,,0
as,as,s,Generalization,0
all,all,s,Generalization,1
our,our,s,Inclusive,0
Artist^,artist^,s,UNRECOGNIZED,0
say,say,c,Citations,0
",",",",n,,0
There,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
real,real,s,Intensity,0
truth,truth,s,StandardsPos,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
attained,attained,c,,0
",",",",n,,0
Why,why,s,Question,0
should,should,s,Future_Question,0
we,we,s,Future_Question,1
labor,labor,s,AbstractConcepts,0
in,in,s,Specifiers,0
their,their,s,Specifiers,1
loves,loves,s,Positivity,0
bestow,bestow,c,StandardsPos,0
?,?,n,Question,0
The,the,s,,0
wisest,wisest,s,StandardsPos,0
said,said,c,Citations,0
:,:,s,Citations,1
I,i,s,FirstPer,0
know,know,s,Confidence,0
I,i,s,FirstPer,0
nothing,nothing,s,DenyDisclaim,0
know,know,c,Confidence,0
",",",",nn,,0
The,the,s,,0
wisest,wisest,s,StandardsPos,0
was,was,s,ProjectBack,0
a,a,s,ProjectBack,1
fool,fool,s,Negativity,0
for,for,s,,0
saying,saying,s,Citations,0
so,so,c,,0
:,:,n,,0
That,that,s,,0
Oracle,oracle,s,ProjectAhead,0
pronounced,pronounced,s,ReportingEvents,0
wise,wise,s,StandardsPos,0
Socrates,socrates,c,,0
:,:,n,,0
For,for,s,,0
do,do,s,OpenQuery,0
I,i,s,OpenQuery,1
know,know,s,OpenQuery,2
I,i,s,FirstPer,0
see,see,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
or,or,s,,0
the,the,s,,0
light,light,c,SenseProperty,0
?,?,n,Question,0
Or,or,s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
know,know,s,DirectAddress,2
you,you,s,DirectAddress,0
here,here,s,SpaceRelation,0
me,me,c,FirstPer,0
",",",",s,,0
or,or,s,,0
I,i,s,FirstPer,0
touch,touch,s,Motions,0
you,you,c,DirectAddress,0
?,?,nn,Question,0
All,all,s,Generalization,0
this,this,s,Generalization,1
we,we,s,Insist,0
needs,needs,s,Insist,1
must,must,s,Insist,0
know,know,s,Insist,1
assuredly,assuredly,c,Confidence,0
.,.,nn,,0
If,if,s,Contingency,0
this,this,s,,0
be,be,s,Confidence,0
certain,certain,s,Confidence,1
then,then,s,,0
which,which,s,,0
comes,comes,s,Transformation,0
from,from,s,Transformation,1
sense,sense,c,AbstractConcepts,0
",",",",n,,0
The,the,s,,0
knowledge,knowledge,s,CommonAuthorities,0
proper,proper,s,StandardsPos,0
to,to,s,StandardsPos,1
the,the,s,SubjectivePercept,0
soul,soul,s,SubjectivePercept,1
is,is,s,ReportingStates,0
truer,truer,c,StandardsPos,0
;,;,n,,0
For,for,s,Specifiers,0
that,that,s,Specifiers,1
pure,pure,s,StandardsPos,0
knowledge,knowledge,s,CommonAuthorities,0
by,by,s,,0
the,the,s,,0
which,which,s,Inclusive,0
we,we,s,Inclusive,1
know,know,n,Confidence,0
A,a,s,Confidence,1
thing,thing,s,Uncertainty,0
to,to,s,GenericEvents,0
be,be,c,GenericEvents,1
",",",",s,,0
with,with,s,,0
true,true,s,StandardsPos,0
cause,cause,s,Cause,0
how,how,s,Curiosity,0
it,it,s,Curiosity,1
is,is,c,Curiosity,2
",",",",n,,0
Is,is,s,ReportingStates,0
more,more,s,Comparison,0
exact,exact,s,ReportingEvents,0
then,then,s,,0
that,that,s,Specifiers,0
which,which,s,Specifiers,1
knows,knows,s,Confidence,0
it,it,s,Confidence,1
is,is,c,Confidence,2
",",",",n,,0
And,and,s,,0
reaches,reaches,s,ReportingEvents,0
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
knowledge,knowledge,s,StandardsPos,0
of,of,s,StandardsPos,1
the,the,s,,0
cause,cause,c,Cause,0
.,.,n,Metadiscourse,0
Besides,besides,c,Metadiscourse,1
;,;,s,,0
that,that,s,,0
knowledge,knowledge,s,CommonAuthorities,0
(,(,c,,0
that,that,s,,0
considers,considers,s,Curiosity,0
things,things,n,Uncertainty,0
Abiunct,abiunct,s,UNRECOGNIZED,0
from,from,s,,0
senciue,senciue,s,UNRECOGNIZED,0
matter,matter,c,AbstractConcepts,0
),),s,,0
is,is,s,ReportingStates,0
exacter,exacter,n,UNRECOGNIZED,0
Then,then,s,,0
that,that,s,Specifiers,0
which,which,s,Specifiers,1
ioynes,ioynes,s,UNRECOGNIZED,0
it,it,s,,0
self,self,s,SubjectivePercept,0
with,with,s,,0
elements,elements,c,AbstractConcepts,0
;,;,n,,0
Arithmetic,arithmetic,s,AbstractConcepts,0
ever,ever,s,Biographical_Time,0
considers,considers,s,Curiosity,0
numbers,numbers,n,AbstractConcepts,0
Abstract,abstract,s,AbstractConcepts,0
from,from,s,,0
senciue,senciue,s,UNRECOGNIZED,0
matter,matter,c,AbstractConcepts,0
:,:,s,,0
Music,music,s,SenseProperty,0
still,still,n,Updates,0
Considers,considers,s,Curiosity,0
it,it,s,,0
with,with,s,,0
sense,sense,c,AbstractConcepts,0
",",",",s,,0
as,as,s,,0
mixed,mixed,s,SenseProperty,0
with,with,s,SenseProperty,1
sound,sound,c,SenseProperty,0
:,:,n,,0
Therefore,therefore,s,ReasonForward,0
Arithmeticque,arithmeticque,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
more,more,s,Comparison,0
exact,exact,c,ReportingEvents,0
",",",",n,,0
And,and,s,,0
more,more,s,Comparison,0
exact,exact,s,ReportingEvents,0
then,then,s,Sequence,0
is,is,s,Sequence,1
Geometry,geometry,c,AbstractConcepts,0
:,:,n,,0
Since,since,s,,0
vnitas,vnitas,s,UNRECOGNIZED,0
is,is,s,Updates,0
still,still,s,Updates,1
simplicior,simplicior,s,UNRECOGNIZED,0
puncto,puncto,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
number,number,s,AbstractConcepts,0
simpler,simpler,s,Comparison,0
then,then,s,Sequence,0
is,is,s,Sequence,1
magnitude,magnitude,c,AbstractConcepts,0
.,.,n,,0
For,for,s,,0
Vnitas,vnitas,s,UNRECOGNIZED,0
may,may,s,Contingency,0
still,still,s,Updates,0
be,be,s,Updates,1
sine,sine,s,AbstractConcepts,0
puncto,puncto,c,UNRECOGNIZED,0
",",",",n,Resistance,0
But,but,s,Resistance,1
Punctus,punctus,s,UNRECOGNIZED,0
never,never,s,DenyDisclaim,0
without,without,s,Contingency,0
Unity,unity,c,StandardsPos,0
",",",",n,,0
Nor,nor,c,DenyDisclaim,0
;,;,s,,0
Magnitudo,magnitudo,s,UNRECOGNIZED,0
sine,sine,s,AbstractConcepts,0
Numero,numero,c,UNRECOGNIZED,0
.,.,n,,0
Dum,dum,s,,0
(,(,c,,0
enim,enim,c,,0
),),s,,0
punctus,punctus,s,UNRECOGNIZED,0
ponitur,ponitur,c,UNRECOGNIZED,0
",",",",s,,0
ponitur,ponitur,s,UNRECOGNIZED,0
(,(,c,,0
ex,ex,s,,0
necessitate,necessitate,c,Insist,0
),),s,,0
vnitas,vnitas,c,UNRECOGNIZED,0
.,.,nn,Resistance,0
But,but,s,Resistance,1
all,all,s,Generalization,0
this,this,s,Generalization,1
proves,proves,s,Confidence,0
not,not,s,DenyDisclaim,0
we,we,s,,0
may,may,s,Contingency,0
know,know,s,Confidence,0
a,a,s,Confidence,1
truth,truth,c,StandardsPos,0
.,.,nn,,0
If,if,s,Contingency,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
this,this,s,,0
we,we,s,,0
call,call,s,ReportingEvents,0
Scientia,scientia,c,AbstractConcepts,0
",",",",n,,0
We,we,s,Insist,0
must,must,s,Insist,1
have,have,s,Insist,2
truth,truth,s,StandardsPos,0
of,of,s,StandardsPos,1
mere,mere,s,StandardsPos,0
necessity,necessity,c,StandardsPos,1
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
Acriueia,acriueia,s,UNRECOGNIZED,0
does,does,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
signify,signify,c,ReportingEvents,0
",",",",n,,0
Only,only,s,SubjectivePercept,0
a,a,s,SubjectivePercept,1
certainty,certainty,s,Confidence,0
in,in,s,Specifiers,0
that,that,s,Specifiers,1
we,we,s,,0
know,know,c,Confidence,0
",",",",n,Resistance,0
But,but,s,Resistance,1
certainty,certainty,s,Confidence,0
with,with,s,Generalization,0
all,all,s,Generalization,1
perfection,perfection,c,StandardsPos,0
.,.,nn,Concessive,0
Although,although,s,Concessive,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
satisfied,satisfied,s,StandardsPos,0
in,in,s,,0
this,this,c,Immediacy,0
",",",",n,Immediacy,1
It,it,s,,0
does,does,s,StandardsPos,0
me,me,s,StandardsPos,1
good,good,s,StandardsPos,2
to,to,s,,0
hear,hear,s,SpaceRelation,0
him,him,s,PersonPronoun,0
thus,thus,s,ReasonForward,0
discourse,discourse,c,AbstractConcepts,0
.,.,nn,,0
My,my,s,FirstPer,0
Lords,lords,c,CommonAuthorities,0
",",",",s,,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
betake,betake,s,SceneShift,0
us,us,s,Inclusive,0
to,to,s,Inclusive,0
our,our,s,Inclusive,1
studies,studies,c,Curiosity,0
.,.,nn,,0
In,in,s,,0
nothing,nothing,s,DenyDisclaim,0
am,am,s,Question,0
I,i,s,Question,1
better,better,s,Comparison,0
pleased,pleased,c,Positivity,0
",",",",s,,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
go,go,c,ReportingEvents,0
.,.,nn,,0
The,the,s,,0
nut-brwne,nut-brwne,s,UNRECOGNIZED,0
