1,1,c,Sequence,0
Trumpet,trumpet,c,SenseObject,1
",",",",s,,0
and,and,s,,0
Twenty,twenty,s,Numbers,0
Four,four,s,Numbers,0
Trumpets,trumpets,s,SenseObject,0
more,more,c,Comparison,0
",",",",s,,0
whereof,whereof,s,CommonAuthorities,0
Sixteen,sixteen,s,Numbers,0
are,are,n,ReportingStates,0
His,his,s,ReportingStates,1
Majesty's,majesty's,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,,0
Serjeant-Trumpet,serjeant-trumpet,s,UNRECOGNIZED,0
wearing,wearing,s,SpaceRelation,0
Two,two,s,Numbers,0
Scarfs,scarfs,c,,0
",",",",s,,0
a,a,s,,0
Crimson,crimson,s,SenseProperty,0
and,and,s,,0
a,a,s,,0
White,white,nn,SenseProperty,0
8,8,c,Sequence,0
.,.,s,Sequence,1
The,the,s,,0
Drum-Major,drum-major,s,PersonProperty,0
to,to,s,,0
the,the,s,SenseObject,0
King,king,c,SenseObject,1
",",",",s,,0
wearing,wearing,s,SenseProperty,0
a,a,s,SenseProperty,1
Shoulder-Scarf,shoulder-scarf,s,UNRECOGNIZED,0
of,of,s,,0
the,the,s,,0
Companies,companies,n,AbstractConcepts,0
Colors,colors,c,SenseProperty,0
",",",",s,,0
with,with,s,Inclusive,0
others,others,s,Inclusive,1
of,of,s,,0
His,his,s,PersonPronoun,0
Majesty's,majesty's,s,UNRECOGNIZED,0
Drums,drums,s,SenseObject,0
and,and,s,,0
Fifes,fifes,nn,SenseObject,0
9,9,c,Sequence,0
.,.,s,Sequence,1
The,the,s,,0
Two,two,s,Numbers,0
City,city,s,CommonAuthorities,0
Marshals,marshals,s,PersonProperty,0
each,each,s,Specifiers,0
of,of,s,,0
them,them,s,,0
Mounted,mounted,s,SpaceRelation,0
on,on,s,SpaceRelation,1
Horseback,horseback,c,SpaceRelation,0
",",",",s,,0
with,with,s,,0
Rich,rich,n,Positivity,0
Furniture,furniture,c,SenseObject,0
",",",",s,,0
Hoosings,hoosings,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
Crupper,crupper,c,SenseObject,0
",",",",s,Generalization,0
all,all,s,Generalization,1
Embroidered,embroidered,c,ReportingStates,0
;,;,s,ReportingStates,1
Six,six,s,Numbers,0
Servitors,servitors,s,PersonProperty,0
likewise,likewise,n,Specifiers,0
Mounted,mounted,s,Motions,0
to,to,s,,0
Attend,attend,s,SpaceRelation,0
with,with,s,,0
Scarfs,scarfs,c,,0
",",",",s,,0
and,and,s,,0
Colors,colors,s,SenseProperty,0
of,of,s,,0
the,the,s,,0
Companies,companies,nn,AbstractConcepts,0
10,10,c,Sequence,0
.,.,s,Sequence,1
The,the,s,,0
Foot-Marshal,foot-marshal,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
Scarf,scarf,c,SenseObject,0
",",",",s,,0
and,and,s,,0
Six,six,s,Numbers,0
Attendants,attendants,s,PersonProperty,0
in,in,s,SenseProperty,0
Colors,colors,c,SenseProperty,1
.,.,nn,,0
11,11,c,Numbers,0
.,.,s,,0
The,the,s,CommonAuthorities,0
Master,master,s,CommonAuthorities,1
of,of,s,,0
Defense,defense,c,AbstractConcepts,0
",",",",s,,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
same,same,s,Comparison,0
Scarf,scarf,s,SenseObject,0
and,and,s,,0
Colors,colors,c,SenseProperty,0
",",",",s,,0
Eight,eight,s,Numbers,0
Persons,persons,s,PersonProperty,0
of,of,n,PersonProperty,1
the,the,s,Comparison,0
same,same,s,Comparison,1
Science,science,s,AbstractConcepts,0
to,to,s,,0
attend,attend,s,SpaceRelation,0
him,him,nn,SpaceRelation,1
12,12,c,Numbers,0
.,.,s,,0
Twenty,twenty,s,Numbers,0
Pensioners,pensioners,s,PersonProperty,0
with,with,s,,0
Coats,coats,s,SenseObject,0
and,and,s,,0
Caps,caps,s,SenseObject,0
employed,employed,s,ReportingEvents,0
in,in,s,,0
carrying,carrying,s,Motions,0
the,the,s,,0
Standards,standards,n,StandardsPos,0
and,and,s,,0
Banners,banners,nn,SenseObject,0
This,this,s,,0
Ordered,ordered,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
accomodated,accomodated,c,Positivity,0
",",",",s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
committed,committed,s,ProjectAhead,0
to,to,s,ProjectAhead,1
the,the,s,,0
management,management,s,CommonAuthorities,0
of,of,s,,0
the,the,n,,0
Foot-Marshal,foot-marshal,c,UNRECOGNIZED,0
",",",",s,,0
who,who,s,,0
distributes,distributes,s,ReportingEvents,0
them,them,s,,0
in,in,s,,0
Seven,seven,s,Numbers,0
Divisions,divisions,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
ranked,ranked,s,ReportingEvents,0
all,all,s,SubjectivePercept,0
Two,two,s,SubjectivePercept,1
by,by,n,Specifiers,0
Two,two,c,Specifiers,1
",",",",s,,0
beginning,beginning,s,Sequence,0
with,with,s,Sequence,1
the,the,s,,0
inferior,inferior,s,StandardsNeg,0
part,part,s,Specifiers,0
of,of,s,Specifiers,1
the,the,s,Specifiers,2
Standard-Bearers,standard-bearers,c,StandardsPos,0
.,.,s,,0
In,in,s,Specifiers,0
the,the,s,Specifiers,1
Head,head,s,Specifiers,2
of,of,n,Specifiers,3
them,them,s,,0
are,are,s,ReportingStates,0
placed,placed,s,ReportingEvents,0
Two,two,s,Numbers,0
Drums,drums,c,SenseObject,0
",",",",s,,0
One,one,s,Numbers,0
Fife,fife,c,SenseObject,0
",",",",s,,0
and,and,s,,0
One,one,s,Numbers,0
Gentleman,gentleman,s,Positivity,0
bearing,bearing,s,AbstractConcepts,0
the,the,s,,0
Companies,companies,n,AbstractConcepts,0
Arms,arms,nn,SenseObject,0
In,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Rear,rear,s,SpaceRelation,2
of,of,s,,0
them,them,c,,0
",",",",s,,0
Two,two,s,Numbers,0
Gentlemen,gentlemen,s,Positivity,0
bearing,bearing,s,AbstractConcepts,0
Banners,banners,c,SenseObject,0
",",",",s,,0
containing,containing,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Arms,arms,s,SenseObject,0
of,of,s,,0
the,the,n,PersonProperty,0
Deceased,deceased,s,PersonProperty,1
Benefactors,benefactors,nn,StandardsPos,0
In,in,s,Specifiers,0
the,the,s,Specifiers,1
Center,center,s,Specifiers,2
of,of,s,Specifiers,3
them,them,c,,0
",",",",s,,0
fall,fall,s,,0
Two,two,s,Numbers,0
Drums,drums,c,SenseObject,0
.,.,nn,,0
In,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Rear,rear,s,SpaceRelation,2
of,of,s,,0
them,them,s,,0
Three,three,s,Numbers,0
Drums,drums,c,SenseObject,0
",",",",s,,0
One,one,s,Numbers,0
Fife,fife,c,SenseObject,0
",",",",s,,0
and,and,s,,0
Two,two,s,Numbers,0
Gentlemen,gentlemen,s,Positivity,0
in,in,s,,0
Plush-Coats,plush-coats,c,UNRECOGNIZED,0
",",",",n,,0
bearing,bearing,s,AbstractConcepts,0
Two,two,s,Numbers,0
Banners,banners,c,SenseObject,0
",",",",s,,0
One,one,s,Specifiers,0
of,of,s,Specifiers,1
His,his,s,Specifiers,2
Majesty's,majesty's,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,Specifiers,0
Other,other,s,Specifiers,1
of,of,s,,0
the,the,s,,0
Companies,companies,c,AbstractConcepts,0
.,.,s,,0
After,after,n,Sequence,0
them,them,s,,0
Six,six,s,Numbers,0
Gentlemen-Ushers,gentlemen-ushers,c,PersonProperty,0
",",",",s,,0
followed,followed,s,Sequence,0
by,by,s,Sequence,1
the,the,s,Sequence,2
BudgBatchelors,budgbatchelors,nn,UNRECOGNIZED,0
The,the,s,Sequence,0
next,next,c,Sequence,1
",",",",s,,0
Two,two,s,Numbers,0
Gentlemen,gentlemen,s,Positivity,0
bearing,bearing,s,AbstractConcepts,0
Two,two,s,Numbers,0
Other,other,s,Specifiers,0
Banners,banners,c,SenseObject,0
.,.,s,,0
After,after,s,Sequence,0
them,them,s,,0
Six,six,s,Numbers,0
Gentlemen,gentlemen,n,Positivity,0
Ushers,ushers,c,PersonProperty,0
",",",",s,,0
succeeded,succeeded,s,StandardsPos,0
by,by,s,,0
the,the,s,,0
Foins,foins,s,UNRECOGNIZED,0
Batchelors,batchelors,nn,UNRECOGNIZED,0
In,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Rear,rear,s,SpaceRelation,2
fall,fall,s,Motions,0
in,in,s,Motions,1
Two,two,s,Numbers,0
Drums,drums,c,SenseObject,0
",",",",s,,0
and,and,s,,0
a,a,s,,0
Fife,fife,c,SenseObject,0
.,.,s,Sequence,0
Then,then,s,Sequence,1
Two,two,s,Numbers,0
Gentlemen,gentlemen,s,Positivity,0
One,one,s,Numbers,0
bearing,bearing,s,AbstractConcepts,0
my,my,n,DirectAddress,0
Lord,lord,s,DirectAddress,1
MAYOR's,mayor's,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,Specifiers,0
Other,other,s,Specifiers,1
the,the,s,,0
City,city,s,CommonAuthorities,0
Banners,banners,c,SenseObject,0
.,.,s,Sequence,0
Then,then,s,Sequence,1
Twelve,twelve,s,Numbers,0
Gentlemen-Ushers,gentlemen-ushers,c,PersonProperty,0
",",",",s,,0
and,and,n,,0
after,after,s,Sequence,0
them,them,s,,0
the,the,s,CommonAuthorities,0
Court,court,s,CommonAuthorities,1
of,of,s,,0
Assistance,assistance,c,StandardsPos,0
",",",",s,Aside,0
which,which,s,Aside,1
makes,makes,s,ReportingEvents,0
the,the,s,,0
last,last,s,Sequence,0
Divisio,divisio,nn,UNRECOGNIZED,0
The,the,s,CommonAuthorities,0
Right,right,s,CommonAuthorities,1
Honorable,honorable,s,CommonAuthorities,2
the,the,s,,0
LORD,lord,s,PersonProperty,0
MAYOR,mayor,c,PersonProperty,1
",",",",s,,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
Principal,principal,s,PersonProperty,0
Aldermen,aldermen,s,PersonProperty,0
and,and,s,,0
Sheriffs,sheriffs,c,CommonAuthorities,0
",",",",n,,0
Mounts,mounts,s,Motions,0
his,his,s,PersonPronoun,0
Horse,horse,c,SenseObject,0
",",",",s,,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
Aldermen,aldermen,s,PersonProperty,0
Two,two,s,SpaceRelation,0
by,by,s,SpaceRelation,1
Two,two,c,SpaceRelation,2
",",",",s,,0
the,the,s,,0
Sheriffs,sheriffs,s,CommonAuthorities,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Rear,rear,nn,SpaceRelation,2
In,in,s,,0
this,this,s,,0
Equipage,equipage,s,SenseObject,0
of,of,s,,0
Two,two,s,Numbers,0
and,and,s,,0
Two,two,s,Numbers,0
the,the,s,Specifiers,0
whole,whole,s,Specifiers,1
Body,body,s,SenseObject,0
move,move,s,Motions,0
toward,toward,s,,0
Skinners-Hall,skinners-hall,c,UNRECOGNIZED,0
",",",",n,SpaceRelation,0
where,where,s,SpaceRelation,1
the,the,s,,0
Lord,lord,s,PersonProperty,0
Mayor,mayor,s,PersonProperty,1
Elect,elect,c,ReportingEvents,0
",",",",s,,0
attended,attended,s,ReportingEvents,0
from,from,s,,0
his,his,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
House,house,c,SenseObject,0
",",",",s,,0
joins,joins,s,Inclusive,0
with,with,s,Inclusive,1
the,the,s,,0
Old,old,n,SenseProperty,0
Lord,lord,s,PersonProperty,0
Mayor,mayor,s,PersonProperty,1
and,and,s,,0
his,his,s,PersonPronoun,0
Retinue,retinue,c,PersonProperty,0
;,;,s,,0
whence,whence,s,SpaceRelation,0
all,all,s,Generalization,0
of,of,s,Generalization,1
them,them,c,,0
",",",",s,,0
in,in,s,,0
this,this,s,,0
Order,order,c,AbstractConcepts,0
",",",",s,,0
March,march,s,AbstractConcepts,0
through,through,n,,0
King,king,s,PersonProperty,0
Street,street,s,SenseObject,0
down,down,s,SceneShift,0
to,to,s,SceneShift,1
Three-Grane-Wharfe,three-grane-wharfe,c,UNRECOGNIZED,0
",",",",s,,0
there,there,s,,0
entering,entering,s,Sequence,0
into,into,s,Sequence,1
their,their,s,Sequence,2
several,several,n,Specifiers,0
Barges,barges,c,SenseObject,0
",",",",s,Aside,0
which,which,s,Aside,1
are,are,s,ReportingStates,0
gloriously,gloriously,s,Positivity,0
adorned,adorned,s,SenseProperty,0
with,with,s,SenseProperty,1
Flags,flags,s,SenseObject,0
and,and,s,,0
Pendants,pendants,c,SenseObject,0
",",",",s,,0
His,his,s,CommonAuthorities,0
Lordship,lordship,c,CommonAuthorities,1
",",",",s,,0
and,and,n,,0
this,this,s,,0
Gallant,gallant,s,StandardsPos,0
Company,company,s,AbstractConcepts,0
all,all,s,,0
Landing,landing,s,Motions,0
at,at,s,Motions,1
Westminster,westminster,c,,0
",",",",s,,0
is,is,s,ReportingStates,0
conducted,conducted,s,ReportingEvents,0
to,to,s,,0
the,the,n,,0
Exchequer-Bar,exchequer-bar,c,UNRECOGNIZED,0
;,;,s,,0
there,there,s,,0
having,having,s,ReportingEvents,0
performed,performed,s,ReportingEvents,0
several,several,s,Specifiers,0
Ceremonial,ceremonial,s,CommonAuthorities,0
and,and,s,,0
Customary,customary,s,RecurringEvents,0
Duties,duties,c,StandardsPos,0
",",",",n,,0
and,and,s,,0
taken,taken,s,ProjectBack,0
the,the,s,,0
Oaths,oaths,s,CommonAuthorities,0
to,to,s,,0
His,his,s,PersonPronoun,0
Majesty,majesty,c,CommonAuthorities,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
returns,returns,s,Neutral_Attribution,1
again,again,s,RecurringEvents,0
by,by,s,Cause,0
Water,water,s,Cause,1
to,to,n,,0
Black-fryers-Stairs,black-fryers-stairs,c,UNRECOGNIZED,0
",",",",s,,0
with,with,s,,0
Drums,drums,s,SenseObject,0
Beating,beating,c,Motions,0
",",",",s,,0
Trumpets,trumpets,s,SenseObject,0
Sounding,sounding,c,SenseProperty,0
",",",",s,,0
Music,music,s,SenseProperty,0
Playing,playing,c,SenseProperty,1
",",",",s,,0
etc,etc,nn,AbstractConcepts,0
There,there,s,,0
his,his,s,CommonAuthorities,0
Lordship,lordship,c,CommonAuthorities,1
",",",",s,,0
and,and,s,,0
the,the,s,,0
several,several,s,Specifiers,0
Companies,companies,s,AbstractConcepts,0
Landing,landing,s,Specifiers,0
from,from,s,,0
their,their,s,PersonPronoun,0
Respective,respective,n,Metadiscourse,0
Barges,barges,c,SenseObject,0
",",",",s,,0
the,the,s,Sequence,0
rest,rest,s,Sequence,1
of,of,s,Sequence,2
the,the,s,Sequence,3
Attendants,attendants,s,PersonProperty,0
that,that,s,,0
went,went,s,ReportingEvents,0
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
Westminster,westminster,c,,0
",",",",s,,0
waiting,waiting,s,ProjectAhead,0
for,for,n,ProjectAhead,1
his,his,s,PersonPronoun,0
Reception,reception,c,SenseObject,0
",",",",s,,0
the,the,s,Specifiers,0
whole,whole,s,Specifiers,1
Body,body,s,SenseObject,0
moves,moves,s,SceneShift,0
in,in,s,SceneShift,1
Order,order,s,AbstractConcepts,0
before,before,s,SpaceRelation,0
him,him,s,SpaceRelation,1
to,to,s,,0
Cheap,cheap,s,SubjectivePercept,0
Side,side,c,,0
",",",",s,SpaceRelation,0
where,where,n,SpaceRelation,1
his,his,s,CommonAuthorities,0
Lordship,lordship,s,CommonAuthorities,1
is,is,s,ReportingStates,0
Saluted,saluted,s,Positivity,0
with,with,s,Positivity,1
the,the,s,,0
First,first,s,Sequence,0
Pageant,pageant,nn,SenseObject,0
ON,on,s,,0
a,a,s,,0
large,large,s,SenseProperty,0
Stage,stage,s,SenseObject,0
are,are,s,ReportingStates,0
Erected,erected,s,ReportingEvents,0
Four,four,s,Numbers,0
Antique,antique,s,SenseObject,0
Pedestals,pedestals,c,SenseObject,0
",",",",s,,0
upon,upon,s,Specifiers,0
which,which,s,Specifiers,1
are,are,s,ReportingStates,0
planted,planted,n,ReportingEvents,0
Four,four,s,Numbers,0
Urnes,urnes,s,UNRECOGNIZED,0
of,of,s,,0
Gold,gold,c,SenseObject,0
",",",",s,,0
from,from,s,Specifiers,0
which,which,s,Specifiers,1
issue,issue,s,ReportingEvents,0
forth,forth,s,ReportingEvents,1
Four,four,s,Numbers,0
Trees,trees,s,SenseObject,0
sprinkled,sprinkled,s,SenseProperty,0
with,with,n,SenseProperty,1
Golden-Nutmegs,golden-nutmegs,c,UNRECOGNIZED,0
.,.,s,,0
In,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Center,center,s,SpaceRelation,2
is,is,s,ReportingStates,0
planted,planted,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
large,large,s,SenseProperty,0
Camel,camel,s,SenseObject,0
of,of,s,,0
Gold,gold,c,SenseObject,0
",",",",s,,0
being,being,s,ReportingStates,0
the,the,s,ReportingStates,1
Creft,creft,n,UNRECOGNIZED,0
of,of,s,,0
the,the,s,CommonAuthorities,0
Honorable,honorable,s,CommonAuthorities,1
Company,company,c,AbstractConcepts,0
;,;,s,,0
on,on,s,AbstractConcepts,0
which,which,s,AbstractConcepts,1
rides,rides,s,Motions,0
a,a,s,StandardsPos,0
beautiful,beautiful,s,StandardsPos,1
Figure,figure,c,SenseObject,0
",",",",s,,0
richly,richly,s,Positivity,0
and,and,n,,0
properly,properly,s,StandardsPos,0
Dressed,dressed,c,SenseProperty,0
",",",",s,,0
representing,representing,s,ReportingEvents,0
Fame,fame,c,StandardsPos,0
;,;,s,,0
Below,below,c,Specifiers,0
",",",",s,Specifiers,1
on,on,s,,0
each,each,s,Specifiers,0
fide,fide,s,AbstractConcepts,0
of,of,s,,0
the,the,s,SenseObject,0
Stage,stage,c,SenseObject,1
",",",",s,,0
are,are,s,ReportingStates,0
placed,placed,n,ReportingEvents,0
Four,four,s,Numbers,0
Figures,figures,s,SenseObject,0
more,more,c,Comparison,0
",",",",s,,0
viz,viz,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
Justice,justice,c,StandardsPos,0
",",",",s,,0
Mercy,mercy,c,StandardsPos,0
",",",",s,,0
Equity,equity,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
Law,law,nn,AbstractConcepts,0
IF,if,s,Contingency,0
Monarchs,monarchs,s,PersonProperty,0
in,in,s,Specifiers,0
their,their,s,Specifiers,1
Sovereign,sovereign,s,CommonAuthorities,0
Command,command,c,CommonAuthorities,0
",",",",n,,0
In,in,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
less,less,s,Comparison,0
Post,post,s,AbstractConcepts,0
than,than,s,Comparison,0
Heavens,heavens,s,Positivity,0
Vicegerents,vicegerents,s,CommonAuthorities,0
stand,stand,c,AbstractConcepts,0
;,;,n,Specifiers,0
And,and,c,Specifiers,1
",",",",s,Specifiers,2
in,in,s,Immediacy,0
the,the,s,Immediacy,1
Second,second,s,Immediacy,2
Sphere,sphere,s,SenseObject,0
of,of,s,,0
Government,government,c,CommonAuthorities,0
",",",",n,,0
The,the,s,,0
Magistrate,magistrate,s,CommonAuthorities,0
dos,dos,s,,0
the,the,s,,0
Crown'd-Head,crown'd-head,s,UNRECOGNIZED,0
Present,present,c,,0
;,;,n,,0
Hayl,hayl,s,UNRECOGNIZED,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
My,my,s,DirectAddress,0
LORD,lord,c,DirectAddress,1
",",",",s,,0
to,to,s,DirectAddress,0
Your,your,s,DirectAddress,1
Praetorian,praetorian,s,AbstractConcepts,0
Seat,seat,c,SenseObject,0
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
both,both,s,Metadiscourse,0
the,the,s,Metadiscourse,1
Caears,caears,s,UNRECOGNIZED,0
and,and,s,,0
Heavens,heavens,s,Positivity,0
Image,image,s,SenseProperty,0
meet,meet,c,ReportingEvents,0
:,:,n,,0
And,and,s,Immediacy,0
here,here,s,Immediacy,1
',',c,,0
twixt,twixt,s,SpaceRelation,0
Justice,justice,c,StandardsPos,0
",",",",s,,0
Equity,equity,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
Law,law,c,AbstractConcepts,0
",",",",n,ReasonForward,0
So,so,s,ReasonForward,1
near,near,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Life,life,s,AbstractConcepts,0
Your,your,s,DirectAddress,0
Great,great,s,Intensity,0
Originals,originals,s,CommonAuthorities,0
draw,draw,c,Motions,0
;,;,n,,0
Till,till,s,AbstractConcepts,0
Your,your,s,DirectAddress,0
Augusta's,augusta's,s,UNRECOGNIZED,0
Heart,heart,c,SenseObject,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
all,all,s,SubjectivePercept,0
Your,your,s,SubjectivePercept,1
Own,own,c,SubjectivePercept,2
",",",",n,,0
You,you,s,DirectAddress,0
fix,fix,s,ReportingEvents,0
the,the,s,ReportingEvents,1
CHAIR,chair,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Copy,copy,s,ReportingEvents,0
af,af,s,UNRECOGNIZED,0
the,the,s,SenseObject,0
THRONE,throne,c,SenseObject,1
:,:,n,,0
Whilst,whilst,s,TimeDuration,0
',',c,,0
twixt,twixt,s,SpaceRelation,0
her,her,s,PersonPronoun,0
Ecchoing,ecchoing,s,UNRECOGNIZED,0
Praise,praise,s,StandardsPos,0
and,and,s,,0
Bended,bended,s,SenseProperty,0
Knee,knee,c,SenseProperty,1
",",",",n,,0
You,you,s,DirectAddress,0
make,make,s,DirectAddress,0
Your,your,s,DirectAddress,1
Happy,happy,s,Positivity,0
Year,year,s,TimeDuration,0
a,a,s,,0
Jubilee,jubilee,c,Positivity,0
",",",",n,,0
Thus,thus,s,ReasonForward,0
shall,shall,s,ProjectAhead,0
You,you,s,DirectAddress,0
Eternize,eternize,s,Transformation,0
Your,your,s,DirectAddress,0
Hononour'd,hononour'd,s,UNRECOGNIZED,0
Name,name,c,LangRef,0
",",",",n,,0
And,and,s,,0
never,never,s,DenyDisclaim,0
want,want,s,ProjectAhead,0
the,the,s,,0
loudest,loudest,s,Comparison,0
Trump,trump,s,AbstractConcepts,0
of,of,s,,0
Fame,fame,c,StandardsPos,0
.,.,n,,0
A,a,s,,0
Large,large,s,SenseProperty,0
Chariot,chariot,s,SenseObject,0
splendidly,splendidly,s,Positivity,0
Imbellished,imbellished,s,UNRECOGNIZED,0
with,with,s,Generalization,0
all,all,s,Generalization,1
manner,manner,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
Enrichments,enrichments,s,StandardsPos,0
of,of,n,,0
Silver,silver,c,SenseObject,0
",",",",s,,0
as,as,s,,0
Lions,lions,s,SenseObject,0
Heads,heads,c,SenseObject,0
",",",",s,,0
Large,large,s,SenseProperty,0
Shields,shields,c,SenseObject,0
",",",",s,,0
Noble,noble,s,StandardsPos,0
Festoons,festoons,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
Embossed,embossed,s,SenseProperty,0
Goloss,goloss,c,UNRECOGNIZED,0
;,;,s,,0
The,the,n,SenseObject,0
Wheels,wheels,s,SenseObject,1
likewise,likewise,s,Specifiers,0
are,are,s,ReportingStates,0
Silver,silver,c,SenseObject,0
.,.,s,,0
Beneath,beneath,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Chariot,chariot,s,SenseObject,0
Wheels,wheels,s,SenseObject,0
are,are,s,ReportingStates,0
Piles,piles,s,SenseObject,0
of,of,s,SenseObject,1
Trophies,trophies,c,StandardsPos,0
",",",",n,Generalization,0
all,all,s,Generalization,1
of,of,s,,0
Silver,silver,c,SenseObject,0
",",",",s,,0
viz,viz,c,,0
",",",",s,,0
Helmets,helmets,c,SenseObject,0
",",",",s,,0
Targets,targets,c,ProjectAhead,0
",",",",s,,0
Armory,armory,s,SenseObject,0
of,of,s,Specifiers,0
all,all,s,Specifiers,1
sorts,sorts,c,Specifiers,2
",",",",s,,0
etc,etc,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
This,this,s,,0
Chariot,chariot,s,SenseObject,0
is,is,n,ReportingStates,0
drawn,drawn,s,SpaceRelation,0
by,by,s,SpaceRelation,1
Two,two,s,Numbers,0
stately,stately,s,StandardsPos,0
Griffons,griffons,c,SenseObject,0
",",",",s,,0
the,the,s,,0
Companys,companys,s,,0
Supporters,supporters,c,PersonProperty,0
",",",",s,,0
on,on,s,PersonProperty,0
whose,whose,s,PersonProperty,1
Backs,backs,s,AbstractConcepts,0
are,are,n,ReportingStates,0
seated,seated,s,SpaceRelation,0
Two,two,s,Numbers,0
