SInce,since,s,,0
have,have,s,SelfDisclosure,1
secured,secured,s,StandardsPos,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
against,against,s,,0
one,one,n,Specifiers,0
that,that,s,Specifiers,1
I,i,s,FirstPer,0
hate,hate,s,Negativity,0
in,in,s,Disclosure,0
earnest,earnest,c,Disclosure,1
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
that,that,s,Immediacy,0
now,now,s,Immediacy,1
--,--,nnn,,0
He,he,s,PersonPronoun,0
avoids,avoids,s,Resistance,0
you,you,s,DirectAddress,0
to,to,s,,0
gain,gain,s,,0
your,your,s,DirectAddress,0
Esteem,esteem,c,StandardsPos,0
!,!,nnn,,0
And,and,s,ReportingStates,0
it,it,s,ReportingStates,1
is,is,s,ReportingStates,2
his,his,s,Exceptions,0
only,only,s,Exceptions,1
way,way,s,AbstractConcepts,0
to,to,s,,0
gain,gain,s,,0
it,it,c,,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
trust,trust,s,Confidence,0
me,me,s,FirstPer,0
Clarinda,clarinda,c,UNRECOGNIZED,0
",",",",s,,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
nothing,nothing,s,DenyDisclaim,2
so,so,n,,0
distastful,distastful,s,UNRECOGNIZED,0
as,as,s,,0
a,a,s,PersonProperty,0
Husband's,husband's,s,PersonProperty,1
fondness,fondness,c,Positivity,0
",",",",s,,0
and,and,s,,0
you,you,s,Insist,0
had,had,s,Insist,1
better,better,s,Insist,2
be,be,s,ReportingStates,0
hated,hated,s,Negativity,0
of,of,s,,0
the,the,s,PersonProperty,0
Man,man,s,PersonProperty,1
you,you,n,DirectAddress,0
Love,love,c,Positivity,0
",",",",s,,0
than,than,s,Comparison,0
Loved,loved,s,Positivity,0
of,of,s,,0
the,the,s,PersonProperty,0
Man,man,s,PersonProperty,1
you,you,s,DirectAddress,0
hate,hate,nnn,Negativity,0
Then,then,s,Sequence,0
we,we,s,Sequence,1
must,must,s,Insist,0
hate,hate,s,Negativity,0
if,if,s,Contingency,0
we,we,s,,0
Marry,marry,c,Positivity,0
!,!,nnn,,0
You,you,s,DirectAddress,0
Will,will,s,PredictedFuture,0
find,find,s,SubjectivePercept,0
it,it,s,SubjectivePercept,1
difficult,difficult,s,Negativity,0
to,to,s,Negativity,1
Love,love,c,Positivity,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
Marriage,marriage,s,CommonAuthorities,0
sets,sets,s,,0
the,the,s,,0
Object,object,s,AbstractConcepts,0
too,too,s,Negativity,0
near,near,s,Negativity,1
us,us,c,Inclusive,0
",",",",n,,0
and,and,s,,0
Love,love,s,Positivity,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
fine,fine,s,Positivity,0
Flower,flower,c,SenseObject,0
",",",",s,,0
that,that,s,,0
loses,loses,s,Negativity,0
its,its,s,,0
Scent,scent,s,SenseProperty,0
if,if,s,Contingency,0
we,we,s,,0
keep,keep,s,TimeDuration,0
it,it,s,TimeDuration,1
always,always,s,SubjectiveTime,0
at,at,s,SpaceRelation,0
our,our,n,SpaceRelation,1
Nose,nose,nnn,SenseObject,0
Where,where,s,Question,0
is,is,s,Question,1
the,the,s,Question,2
fault,fault,s,StandardsNeg,0
then,then,c,,0
?,?,nnn,Question,0
Perhaps,perhaps,s,Uncertainty,0
it,it,s,,0
is,is,s,ReportingStates,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
selves,selves,s,SubjectivePercept,0
--,--,s,,0
our,our,s,Inclusive,0
Pleasures,pleasures,s,Positivity,0
languish,languish,s,Negativity,0
when,when,s,TimeShift,0
they,they,s,TimeShift,1
become,become,s,Transformation,0
familiar,familiar,n,PriorKnowledge,0
to,to,s,Inclusive,0
us,us,c,Inclusive,1
",",",",s,,0
and,and,s,ReportingStates,0
it,it,s,ReportingStates,1
is,is,s,ReportingStates,2
in,in,s,Positivity,0
Love,love,s,Positivity,1
as,as,s,Resemblances,0
in,in,s,Resemblances,1
Ambition,ambition,c,ProjectAhead,0
",",",",s,,0
our,our,s,Inclusive,0
thirst,thirst,s,SenseProperty,0
is,is,s,Updates,0
still,still,s,Updates,1
for,for,s,,0
something,something,s,Uncertainty,0
that,that,n,Inclusive,0
we,we,s,Inclusive,1
have,have,s,Inclusive,2
not,not,nnn,DenyDisclaim,0
I,i,s,FirstPer,0
fancy,fancy,s,SubjectivePercept,0
the,the,s,CommonAuthorities,0
Dominion,dominion,s,CommonAuthorities,1
they,they,s,,0
pretend,pretend,s,PrivateThinking,0
over,over,s,,0
us,us,c,Inclusive,0
",",",",s,,0
may,may,s,Contingency,0
be,be,s,Contingency,1
one,one,s,Support,0
reason,reason,c,Support,1
",",",",s,,0
and,and,s,,0
methinks,methinks,n,SelfDisclosure,0
the,the,s,,0
slavery's,slavery's,s,UNRECOGNIZED,0
misplaced,misplaced,c,StandardsNeg,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
the,the,s,CommonAuthorities,0
Government,government,s,CommonAuthorities,1
of,of,s,CommonAuthorities,2
Love,love,s,Positivity,0
should,should,s,Insist,0
be,be,s,ReportingStates,0
in,in,s,ReportingStates,1
the,the,s,ReportingStates,2
Women,women,c,PersonProperty,0
;,;,n,,0
They,they,s,SubjectiveTime,0
always,always,s,SubjectiveTime,1
make,make,s,ReportingEvents,0
the,the,s,,0
Lover,lover,s,Positivity,0
happy,happy,s,Positivity,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
Chains,chains,c,SenseObject,0
;,;,s,Resistance,0
but,but,s,Resistance,1
--,--,nnn,,0
Husbands,husbands,c,PersonProperty,0
",",",",s,,0
alas,alas,c,Negativity,0
!,!,s,,0
Are,are,s,Resemblances,0
like,like,s,Resemblances,1
other,other,s,Specifiers,0
Tyrants,tyrants,c,Negative_Relation,0
",",",",s,,0
the,the,s,Intensity,0
greatest,greatest,s,Intensity,1
good,good,s,,0
we,we,s,,0
expect,expect,s,ProjectAhead,0
from,from,s,,0
',',c,,0
em,em,c,SpaceRelation,0
",",",",n,,0
is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
do,do,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
harm,harm,nnn,DenyDisclaim,2
You,you,s,DirectAddress,0
indeed,indeed,s,Intensity,0
have,have,s,,0
reason,reason,s,Support,0
to,to,s,Support,1
think,think,s,Support,2
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
for,for,s,ProjectAhead,0
to,to,s,ProjectAhead,1
a,a,s,PersonProperty,0
Woman,woman,s,PersonProperty,1
of,of,s,,0
any,any,s,,0
Spleen,spleen,c,AbstractConcepts,0
",",",",s,,0
Sir,sir,s,PersonProperty,0
Soloman,soloman,n,UNRECOGNIZED,0
must,must,s,Insist,0
needs,needs,s,Insist,0
be,be,s,Insist,1
of,of,s,,0
a,a,s,Intensity,0
very,very,s,Intensity,1
unlucky,unlucky,s,Negativity,0
temper,temper,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
seems,seems,s,PrivateThinking,0
to,to,s,PrivateThinking,1
have,have,s,PrivateThinking,2
something,something,s,Uncertainty,0
peculiar,peculiar,s,Exceptions,0
in,in,n,,0
him,him,s,PersonPronoun,0
to,to,s,,0
Create,create,s,ReportingEvents,0
aversion,aversion,c,Negative_Relation,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
he,he,s,ReasonForward,2
is,is,s,Generalization,0
always,always,s,Generalization,1
talking,talking,c,GenericEvents,0
",",",",s,,0
and,and,s,,0
always,always,s,SubjectiveTime,0
giving,giving,s,,0
his,his,n,PersonPronoun,0
impertinent,impertinent,s,StandardsNeg,0
Advice,advice,nnn,GenericEvents,0
And,and,s,,0
you,you,s,Confront,0
cannot,cannot,s,Confront,1
oblige,oblige,s,Responsibility,0
him,him,s,PersonPronoun,0
more,more,s,Comparison,0
than,than,s,Comparison,1
to,to,s,,0
ask,ask,s,Request,0
it,it,c,,0
.,.,nnn,,0
He,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
all,all,s,Generalization,0
the,the,s,Generalization,1
ridiculous,ridiculous,s,Negativity,0
extremes,extremes,s,Negativity,0
of,of,s,Negativity,1
the,the,s,,0
Gay,gay,s,PersonProperty,0
and,and,s,,0
the,the,s,SenseObject,0
Grave,grave,c,SenseObject,1
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,SelfDisclosure,0
like,like,n,SelfDisclosure,1
nothing,nothing,s,OralCues,0
in,in,s,OralCues,1
him,him,s,PersonPronoun,0
so,so,s,Comparison,0
much,much,s,Comparison,1
as,as,s,Comparison,2
his,his,s,PersonPronoun,0
pretending,pretending,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
understand,understand,s,PrivateThinking,0
the,the,s,PrivateThinking,1
World,world,s,AbstractConcepts,0
--,--,s,,0
he,he,s,Updates,0
is,is,s,Updates,1
so,so,n,StandardsPos,0
wise,wise,s,StandardsPos,1
an,an,s,,0
Owl,owl,nnn,SenseObject,0
Nay,nay,s,OralCues,0
since,since,s,TimeShift,0
he,he,s,TimeShift,1
has,has,s,ProjectBack,0
been,been,c,ProjectBack,1
",",",",s,,0
as,as,s,TimeDuration,0
he,he,s,TimeDuration,1
calls,calls,s,ReportingEvents,0
it,it,c,ReportingEvents,1
",",",",s,,0
of,of,s,,0
the,the,s,,0
party,party,c,GenericEvents,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
taken,taken,s,ProjectBack,0
new,new,s,,0
Airs,airs,n,ReportingEvents,0
upon,upon,s,Immediacy,0
him,him,c,Immediacy,1
;,;,s,,0
all,all,s,Generalization,0
my,my,s,Generalization,1
Family,family,c,,0
",",",",s,,0
forsooth,forsooth,c,OralCues,0
",",",",s,,0
are,are,s,ReportingStates,0
ordered,ordered,s,Sequence,0
by,by,s,Sequence,1
rules,rules,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
State,state,c,,0
",",",",s,,0
and,and,s,,0
he,he,s,Updates,0
is,is,n,Updates,1
grown,grown,s,ReportingEvents,0
so,so,s,,0
important,important,s,Curiosity,0
to,to,s,,0
himself,himself,c,PersonPronoun,0
",",",",s,,0
that,that,s,,0
he,he,s,Updates,0
is,is,s,Updates,1
afraid,afraid,s,Fear,0
the,the,s,,0
Cook,cook,s,AbstractConcepts,0
or,or,s,,0
the,the,s,,0
Butler,butler,s,PersonProperty,0
should,should,n,Insist,0
Poison,poison,s,StandardsNeg,0
him,him,s,PersonPronoun,0
--,--,s,,0
but,but,s,Immediacy,0
here,here,s,Immediacy,1
he,he,s,PersonPronoun,0
comes,comes,nnn,ReportingEvents,0
No,no,c,OralCues,0
",",",",s,OralCues,1
no,no,c,OralCues,0
",",",",s,OralCues,1
no,no,c,OralCues,0
",",",",s,OralCues,1
Friend,friend,c,StandardsPos,0
",",",",s,,0
I,i,s,FirstPer,0
understand,understand,s,PrivateThinking,0
the,the,s,PrivateThinking,1
World,world,c,AbstractConcepts,0
",",",",s,,0
I,i,s,FirstPer,0
understand,understand,s,PrivateThinking,0
the,the,s,PrivateThinking,1
World,world,s,AbstractConcepts,0
--,--,c,,0
.,.,nnn,Question,0
What,what,s,Question,1
Is,is,s,Question,2
the,the,s,,0
matter,matter,c,AbstractConcepts,0
?,?,s,Question,0
Sir,sir,s,PersonProperty,0
Solomon,solomon,c,,0
.,.,nnn,,0
Nothing,nothing,s,DenyDisclaim,0
Cousin,cousin,c,PersonProperty,0
",",",",s,,0
nothing,nothing,c,DenyDisclaim,0
",",",",s,,0
only,only,s,SubjectivePercept,0
this,this,s,,0
Fellow,fellow,s,PersonProperty,0
(,(,c,,0
suborned,suborned,s,StandardsNeg,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
guess,guess,s,Uncertainty,0
by,by,s,,0
the,the,n,CommonAuthorities,0
Ministry,ministry,c,CommonAuthorities,1
),),s,,0
had,had,s,ProjectBack,0
a,a,s,PrivateThinking,0
mind,mind,s,PrivateThinking,1
to,to,s,,0
corrupt,corrupt,s,StandardsNeg,0
my,my,s,FirstPer,0
Judgment,judgment,c,PrivateThinking,0
",",",",s,,0
with,with,s,Specifiers,0
an,an,s,Specifiers,1
Argument,argument,s,LangRef,0
for,for,s,,0
a,a,s,,0
standing,standing,n,AbstractConcepts,0
Army,army,nnn,AbstractConcepts,1
Sir,sir,s,PersonProperty,0
Solomon,solomon,c,,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
don't,don't,s,DirectAddress,1
like,like,s,Specifiers,0
that,that,c,Specifiers,1
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
Books,books,s,SenseObject,0
of,of,s,,0
the,the,s,Specifiers,0
other,other,s,Specifiers,1
Party,party,c,GenericEvents,0
.,.,nnn,Question,0
Have,have,s,Question,1
thou,thou,s,DirectAddress,0
so,so,s,,0
Friend,friend,s,StandardsPos,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
see,see,s,,0
',',c,,0
em,em,s,SpaceRelation,0
--,--,nnn,,0
Here,here,s,SpaceRelation,0
Sir,sir,c,PersonProperty,0
!,!,nnn,,0
A,a,s,ProjectAhead,0
Proposal,proposal,s,ProjectAhead,1
to,to,s,,0
take,take,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Lace,lace,s,SenseObject,0
off,off,s,Negativity,0
the,the,s,Negativity,1
Soldiers,soldiers,s,PersonProperty,0
Clothes,clothes,c,SenseObject,0
",",",",s,,0
and,and,s,,0
put,put,s,SpaceRelation,0
it,it,s,SpaceRelation,1
on,on,s,SpaceRelation,2
our,our,s,Inclusive,0
Wives,wives,n,PersonProperty,0
Petty-Coats,petty-coats,s,UNRECOGNIZED,0
--,--,s,,0
Hah,hah,c,OralCues,0
!,!,s,,0
hah,hah,c,OralCues,0
!,!,s,,0
This,this,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,,0
foolish,foolish,s,Negativity,0
Project,project,s,GenericEvents,0
for,for,s,,0
they,they,s,,0
will,will,s,PredictedFuture,0
give,give,s,ReportingEvents,0
it,it,s,ReportingEvents,1
',',c,,0
em,em,n,SpaceRelation,0
again,again,nnn,RecurringEvents,0
There,there,s,Uncertainty,0
may,may,s,Uncertainty,1
be,be,s,Uncertainty,2
some,some,s,Uncertainty,0
danger,danger,s,Fear,0
Sir,sir,s,PersonProperty,0
Solomon,solomon,c,,0
.,.,nnn,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
No,no,s,DenyDisclaim,0
--,--,s,,0
I,i,s,Negativity,0
don't,don't,s,Negativity,1
like,like,s,Negativity,2
that,that,c,Negativity,3
",",",",s,,0
any,any,s,Specifiers,0
thing,thing,s,Specifiers,1
belonging,belonging,s,ReportingEvents,0
to,to,s,ReportingEvents,1
Soldiers,soldiers,s,PersonProperty,0
should,should,s,Insist,0
come,come,s,ReportingEvents,0
so,so,n,,0
near,near,s,SpaceRelation,0
',',c,,0
em,em,s,SpaceRelation,0
--,--,s,,0
what,what,s,Question,0
is,is,s,Question,1
this,this,nnn,,0
I,i,s,Autobio,0
have,have,s,Autobio,1
been,been,s,Autobio,2
persuading,persuading,s,ReportingEvents,0
her,her,c,PersonPronoun,0
",",",",s,,0
ever,ever,s,Immediacy,0
since,since,s,Immediacy,1
you,you,s,DirectAddress,0
went,went,c,ReportingStates,0
",",",",s,ReportingStates,1
but,but,s,Resistance,0
she,she,s,Updates,0
is,is,s,Updates,1
so,so,s,,0
unwilling,unwilling,c,Reluctance,0
!,!,s,,0
--,--,n,,0
pray,pray,c,Intensity,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
gratify,gratify,s,Positivity,0
Sir,sir,s,PersonProperty,0
Solomon,solomon,c,,0
",",",",s,,0
and,and,s,,0
go,go,s,ReportingEvents,0
to,to,s,ReportingEvents,1
the,the,s,ReportingEvents,2
Play,play,nnn,ReportingEvents,0
Ay,ay,s,OralCues,0
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
My,my,s,Positivity,0
Dear,dear,c,Positivity,1
",",",",s,,0
gratify,gratify,s,Positivity,0
me,me,s,FirstPer,0
as,as,s,,0
my,my,s,Autobio,0
Cousin,cousin,s,Autobio,1
says,says,c,Citations,0
",",",",s,,0
and,and,s,,0
go,go,s,ReportingEvents,0
to,to,s,ReportingEvents,1
the,the,s,ReportingEvents,2
Play,play,c,ReportingEvents,0
",",",",s,,0
you,you,s,Insist,0
must,must,s,Insist,1
not,not,n,DenyDisclaim,0
deny,deny,s,DenyDisclaim,1
your,your,s,DirectAddress,0
self,self,s,SubjectivePercept,0
all,all,s,Generalization,0
the,the,s,Generalization,1
Pleasures,pleasures,s,Positivity,0
of,of,s,,0
the,the,s,,0
World,world,c,AbstractConcepts,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
your,your,s,DirectAddress,0
Love,love,s,StandardsPos,0
of,of,s,StandardsPos,1
me,me,c,FirstPer,0
",",",",s,,0
come,come,s,ReportingEvents,0
it,it,n,PredictedFuture,0
will,will,s,PredictedFuture,1
divert,divert,s,ReportingEvents,0
you,you,nnn,DirectAddress,0
Divert,divert,s,ReportingEvents,0
me,me,c,FirstPer,0
!,!,s,,0
Is,is,s,Question,0
it,it,s,Question,1
possible,possible,c,Contingency,0
",",",",s,,0
Sir,sir,s,PersonProperty,0
Solomon,solomon,c,,0
",",",",s,,0
you,you,s,Insist,0
should,should,s,Insist,1
have,have,s,,0
so,so,s,,0
little,little,s,SenseProperty,0
Religion,religion,c,AbstractConcepts,0
",",",",s,,0
as,as,n,Specifiers,0
to,to,s,Specifiers,1
fancy,fancy,s,SubjectivePercept,0
the,the,s,,0
Entertainment,entertainment,s,Positivity,0
of,of,s,Specifiers,0
that,that,s,Specifiers,1
place,place,s,SpaceRelation,0
could,could,s,Contingency,0
give,give,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Civil,civil,s,CommonAuthorities,0
Woman,woman,s,PersonProperty,0
any,any,s,,0
Pleasure,pleasure,c,Positivity,0
?,?,n,Question,0
Not,not,s,DenyDisclaim,0
that,that,s,DenyDisclaim,1
I,i,s,SelfDisclosure,0
think,think,c,SelfDisclosure,1
",",",",s,Generalization,0
all,all,s,Generalization,1
are,are,s,ReportingStates,0
otherwise,otherwise,s,Contingency,0
that,that,s,,0
go,go,s,SceneShift,0
there,there,c,SceneShift,1
",",",",s,Resistance,0
but,but,s,Resistance,1
the,the,s,,0
dishonest,dishonest,s,StandardsNeg,0
Liberties,liberties,n,StandardsPos,0
of,of,s,StandardsPos,1
the,the,s,SenseObject,0
Stage,stage,s,SenseObject,1
are,are,s,Intensity,0
such,such,c,Intensity,1
",",",",s,,0
that,that,s,Inclusive,0
we,we,s,Inclusive,1
seldom,seldom,s,Exceptions,0
hear,hear,s,SpaceRelation,0
any,any,s,Specifiers,0
thing,thing,c,Specifiers,1
",",",",s,,0
that,that,s,,0
diverts,diverts,s,ReportingEvents,0
without,without,n,Contingency,0
something,something,s,Uncertainty,0
that,that,s,,0
offends,offends,nnn,Anger,0
Poor,poor,s,Negativity,0
Fool,fool,c,Negativity,0
!,!,s,,0
But,but,s,Resistance,0
it,it,s,Resistance,1
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
wicked,wicked,s,Negativity,0
place,place,c,SpaceRelation,0
!,!,nnn,,0
But,but,s,Resistance,0
the,the,s,,0
Moral,moral,c,StandardsPos,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
often,often,s,RecurringEvents,0
leaves,leaves,s,,0
