SI,si,s,SenseProperty,0
cast,cast,s,ReportingEvents,0
over,over,s,,0
my,my,s,FirstPer,0
stomach,stomach,s,SenseObject,0
with,with,s,Specifiers,0
that,that,s,Specifiers,1
filthy,filthy,s,Negativity,0
word,word,nnn,LangRef,0
But,but,s,Immediacy,0
now,now,s,Immediacy,1
w^,w^,s,UNRECOGNIZED,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
with,with,s,,0
mild,mild,s,Positivity,0
audacity,audacity,c,Intensity,0
",",",",n,,0
In,in,s,,0
vul^ar,vul^ar,s,UNRECOGNIZED,0
language,language,s,LangRef,0
unto,unto,s,CommonAuthorities,0
low,low,s,AbstractConcepts,0
capacity,capacity,c,AbstractConcepts,0
.,.,nn,Imperative,0
See,see,s,Imperative,1
you,you,s,DirectAddress,0
^,^,c,UNRECOGNIZED,0
old,old,s,SenseProperty,0
on,on,s,DirectAddress,0
your,your,s,DirectAddress,1
vulgar,vulgar,s,SubjectivePercept,0
tongue,tongue,c,SubjectivePercept,1
",",",",s,,0
and,and,s,,0
bring,bring,s,,0
not,not,s,DenyDisclaim,0
hither,hither,s,SpaceRelation,0
your,your,s,DirectAddress,0
latin,latin,s,AbstractConcepts,0
vulgars,vulgars,c,AbstractConcepts,0
",",",",n,,0
and,and,s,,0
lessons,lessons,s,CommonAuthorities,0
which,which,s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
chanced,chanced,s,Contingency,0
in,in,s,,0
the,the,s,,0
school,school,nnn,,0
We,we,s,Metadiscourse,0
come,come,s,Metadiscourse,1
not,not,s,DenyDisclaim,0
with,with,s,,0
old,old,s,SenseProperty,0
worn,worn,s,ReportingEvents,0
common,common,s,AbstractConcepts,0
Thais,thais,c,UNRECOGNIZED,0
",",",",n,,0
^,^,c,UNRECOGNIZED,0
y,y,s,LangRef,0
^,^,c,UNRECOGNIZED,0
rade,rade,s,UNRECOGNIZED,0
the,the,s,PersonProperty,0
sister,sister,s,PersonProperty,1
of,of,s,PersonProperty,2
Corinthian,corinthian,s,UNRECOGNIZED,0
Lais,lais,c,UNRECOGNIZED,0
.,.,nn,,0
L^is,l^is,c,UNRECOGNIZED,0
?,?,s,Question,0
Thais,thais,c,UNRECOGNIZED,0
?,?,s,Question,0
W^lke,w^lke,s,UNRECOGNIZED,0
where,where,s,DirectAddress,0
your,your,s,DirectAddress,1
way,way,s,AbstractConcepts,0
is,is,c,ReportingStates,0
",",",",n,,0
And,and,s,,0
t^ll,t^ll,s,UNRECOGNIZED,0
us,us,s,Inclusive,0
what,what,s,Curiosity,0
this,this,s,Curiosity,1
Play,play,s,ReportingEvents,0
is,is,c,ReportingStates,0
.,.,nn,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
Parmen^,parmen^,c,UNRECOGNIZED,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
scolding,scolding,s,Negative_Relation,0
Pythias,pythias,c,,0
.,.,nnn,,0
Thou,thou,s,DirectAddress,0
pithlesse,pithlesse,s,UNRECOGNIZED,0
ass,ass,c,Negativity,0
",",",",s,,0
do,do,s,Intensity,0
thou,thou,s,DirectAddress,0
tell,tell,s,Citations,0
us,us,s,Citations,1
of,of,s,,0
scolding,scolding,c,Negative_Relation,0
?,?,nnn,Question,0
This,this,s,,0
waspe,waspe,s,UNRECOGNIZED,0
had,had,s,ProjectBack,0
almost,almost,s,SubjectivePercept,0
put,put,s,Negativity,0
me,me,s,Negativity,1
out,out,c,Negativity,2
.,.,s,,0
Out,out,s,,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
he^,he^,c,UNRECOGNIZED,0
.,.,n,Resistance,0
But,but,s,Resistance,1
in,in,s,,0
a,a,s,,0
nearer,nearer,s,SpaceRelation,0
circle,circle,s,AbstractConcepts,0
now,now,s,Immediacy,0
we,we,s,,0
walk,walk,c,Motions,0
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
with,with,s,Inclusive,0
our,our,s,Inclusive,1
selves,selves,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
of,of,s,Inclusive,0
our,our,s,Inclusive,1
selves,selves,s,SubjectivePercept,0
we,we,s,,0
talk,talk,c,ReportingEvents,0
.,.,n,,0
Our,our,s,Inclusive,0
School,school,s,Inclusive,1
imagine,imagine,s,PrivateThinking,0
here,here,s,SpaceRelation,0
new,new,s,,0
built,built,s,ReportingEvents,0
and,and,s,,0
dight,dight,c,Motions,0
",",",",n,,0
This,this,s,,0
Scene,scene,s,AbstractConcepts,0
our,our,s,Inclusive,0
forms,forms,c,AbstractConcepts,0
",",",",s,,0
our,our,s,Inclusive,0
d^y,d^y,s,UNRECOGNIZED,0
this,this,s,,0
candle,candle,s,SenseObject,0
light,light,c,SenseProperty,0
.,.,nn,,0
Sir,sir,s,PersonProperty,0
Prologue,prologue,c,Sequence,0
",",",",s,,0
I,i,s,Fear,0
fear,fear,s,Fear,1
thou,thou,s,DirectAddress,0
talk,talk,s,ReportingEvents,0
English,english,s,AbstractConcepts,0
extrumpery,extrumpery,s,UNRECOGNIZED,0
besides,besides,s,Specifiers,0
thy,thy,s,DirectAddress,0
part,part,c,,0
",",",",s,,0
only,only,n,SubjectivePercept,0
to,to,s,SubjectivePercept,1
beguile,beguile,s,SubjectivePercept,0
me,me,c,FirstPer,0
",",",",s,,0
I,i,s,SelfDisclosure,0
doubt,doubt,s,SelfDisclosure,1
there,there,s,SelfDisclosure,2
is,is,s,SelfDisclosure,3
Latin,latin,s,AbstractConcepts,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
budget,budget,nnn,AbstractConcepts,0
I,i,s,FirstPer,0
anow,anow,s,UNRECOGNIZED,0
to,to,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
jealous,jealous,s,Negative_Relation,0
Lala,lala,c,UNRECOGNIZED,0
",",",",s,,0
that,that,s,,0
this,this,s,,0
same,same,s,Comparison,0
scholars,scholars,s,StandardsPos,0
feast,feast,s,SenseObject,0
is,is,s,ReportingStates,0
dressed,dressed,s,SenseProperty,0
in,in,n,SenseProperty,1
English,english,nnn,AbstractConcepts,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
trust,trust,s,Confidence,0
you,you,c,Confidence,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
you,you,s,DirectAddress,0
say,say,s,DirectAddress,1
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
here,here,s,SpaceRelation,0
in,in,s,SpaceRelation,1
the,the,s,,0
school,school,c,,0
.,.,s,DirectAddress,0
And,and,s,DirectAddress,1
you,you,n,DirectAddress,0
scholars,scholars,s,StandardsPos,0
must,must,s,Insist,0
not,not,s,Insist,1
speak,speak,s,ReportingEvents,0
English,english,s,AbstractConcepts,0
in,in,s,,0
the,the,s,,0
school,school,nnn,,0
We,we,s,ReportingStates,0
are,are,s,ReportingStates,1
not,not,s,DenyDisclaim,0
now,now,s,DenyDisclaim,1
at,at,s,,0
ou^,ou^,s,UNRECOGNIZED,0
task,task,c,AbstractConcepts,0
",",",",s,Resistance,0
but,but,s,Resistance,1
we,we,s,Inclusive,0
have,have,s,Inclusive,1
leave,leave,s,SceneShift,0
to,to,s,SceneShift,1
play,play,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
we,we,s,,0
play,play,s,SubjectivePercept,0
at,at,s,SubjectivePercept,1
our,our,n,StandardsPos,0
best,best,s,StandardsPos,1
game,game,nnn,AbstractConcepts,0
What,what,c,Question,0
?,?,s,Question,1
Blow,blow,s,Motions,0
point,point,c,AbstractConcepts,0
?,?,s,Question,0
or,or,s,,0
Span-counter,span-counter,c,AbstractConcepts,0
?,?,s,Question,0
or,or,s,,0
trappe,trappe,s,UNRECOGNIZED,0
out,out,s,,0
may,may,s,Contingency,0
hap,hap,c,AbstractConcepts,0
?,?,nn,Question,0
Take,take,s,SubjectivePercept,0
heed,heed,s,SubjectivePercept,1
you,you,s,DirectAddress,0
grow,grow,s,ReportingEvents,0
not,not,s,DenyDisclaim,0
Outish,outish,c,UNRECOGNIZED,0
.,.,nnn,,0
No,no,s,DenyDisclaim,0
Tomboy,tomboy,c,PersonProperty,0
",",",",s,,0
no,no,c,DenyDisclaim,0
.,.,s,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
scourge-top,scourge-top,c,UNRECOGNIZED,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
Trusse,trusse,c,UNRECOGNIZED,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
Leap,leap,s,Motions,0
frog,frog,c,SenseObject,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
Nine,nine,s,Numbers,0
holes,holes,c,SenseObject,0
",",",",n,,0
nor,nor,s,DenyDisclaim,0
Mumble,mumble,s,Motions,0
the,the,s,,0
pegge,pegge,c,UNRECOGNIZED,0
:,:,s,,0
But,but,s,Resistance,0
a,a,s,Comparison,0
more,more,s,Comparison,1
Noble,noble,s,StandardsPos,0
recreation,recreation,c,RecurringEvents,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
we,we,s,Inclusive,0
have,have,s,Inclusive,1
more,more,s,Comparison,0
lookers,lookers,n,PersonProperty,0
on,on,c,,0
",",",",s,,0
then,then,s,,0
gamesters,gamesters,nnn,PersonProperty,0
What,what,s,,0
play,play,s,ReportingEvents,0
call,call,s,ReportingEvents,0
you,you,s,DirectAddress,0
it,it,c,,0
?,?,nnn,Question,0
Take,take,s,SceneShift,0
out,out,s,SceneShift,1
thy,thy,s,DirectAddress,0
fe^ue,fe^ue,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
spell,spell,s,ReportingEvents,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
in,in,s,,0
this,this,s,,0
oneleau'd,oneleau'd,s,UNRECOGNIZED,0
book,book,c,,0
.,.,s,Imperative,0
Tell,tell,s,Imperative,1
the,the,s,,0
stitches,stitches,n,SenseObject,0
in,in,s,,0
this,this,s,,0
sample^,sample^,s,UNRECOGNIZED,0
of,of,s,,0
black,black,s,SenseProperty,0
and,and,s,SenseProperty,1
white,white,nnn,SenseProperty,2
A,a,c,,0
.,.,s,,0
P,p,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
ap,ap,c,AbstractConcepts,0
.,.,nnn,,0
A,a,c,,0
.,.,s,,0
P,p,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
ap,ap,c,AbstractConcepts,0
?,?,s,Question,0
Thou,thou,s,DirectAddress,0
fumbling,fumbling,s,Negativity,0
Ape,ape,c,SenseObject,0
.,.,s,,0
A,a,c,,0
.,.,s,,0
per,per,s,Specifiers,0
se,se,c,Specifiers,1
",",",",s,,0
A,a,c,,0
.,.,s,,0
P,p,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
O,o,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
L,l,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
pol,pol,c,AbstractConcepts,0
.,.,nnn,AbstractConcepts,1
A,a,c,,0
.,.,s,,0
per,per,s,Specifiers,0
se,se,c,Specifiers,1
",",",",s,,0
A,a,c,,0
.,.,s,,0
P,p,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
O,o,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
L,l,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
pol,pol,c,,0
",",",",s,,0
L,l,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
O,o,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
lo,lo,c,DirectAddress,0
.,.,s,,0
Apollo,apollo,c,UNRECOGNIZED,0
.,.,s,,0
On,on,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
maidenhead,maidenhead,s,PersonProperty,0
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
Latin,latin,c,AbstractConcepts,0
.,.,n,,0
We,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,s,ReportingStates,0
choked,choked,s,Negativity,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
dogrell,dogrell,s,UNRECOGNIZED,0
Latin,latin,s,AbstractConcepts,0
Play,play,s,ReportingEvents,0
for,for,s,ReportingEvents,1
all,all,s,Generalization,0
this,this,nnn,Generalization,1
I,i,s,FirstPer,0
tell,tell,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
Greek,greek,c,,0
",",",",s,,0
Latin,latin,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
English,english,s,AbstractConcepts,0
too,too,c,Metadiscourse,0
.,.,nnn,Metadiscourse,1
This,this,s,,0
Apollo,apollo,s,UNRECOGNIZED,0
is,is,s,Question,0
he,he,s,Question,1
an,an,s,,0
English,english,s,AbstractConcepts,0
man,man,c,PersonProperty,0
?,?,s,Question,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
deal,deal,s,ReportingEvents,0
with,with,s,ReportingEvents,1
none,none,s,DenyDisclaim,0
but,but,s,Resistance,0
my,my,s,SelfDisclosure,0
own,own,n,SelfDisclosure,1
Countrymen,countrymen,c,PersonProperty,0
.,.,s,,0
I,i,s,FirstPer,0
wont,wont,s,SubjectivePercept,0
have,have,s,Insist,0
to,to,s,Insist,1
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
so,so,s,,0
I,i,s,FirstPer,0
wont,wont,c,SubjectivePercept,0
",",",",s,,0
with,with,s,,0
these,these,s,Immediacy,0
outlandish,outlandish,s,Negativity,0
people,people,s,PersonProperty,0
that,that,n,,0
speak,speak,s,ReportingEvents,0
gibberish,gibberish,nnn,Negativity,0
It,it,s,,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
proper,proper,s,AbstractConcepts,0
name,name,c,AbstractConcepts,1
",",",",s,,0
it,it,s,,0
signifies,signifies,s,ReportingEvents,0
the,the,s,,0
Lord,lord,s,CommonAuthorities,0
and,and,s,CommonAuthorities,1
Master,master,s,CommonAuthorities,2
of,of,s,,0
the,the,s,CommonAuthorities,0
Muses,muses,c,CommonAuthorities,1
.,.,s,,0
His,his,s,PersonPronoun,0
Throne,throne,n,SenseObject,0
and,and,s,,0
Court,court,s,AbstractConcepts,0
here,here,s,SpaceRelation,0
represented,represented,s,ReportingEvents,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
shop,shop,s,SenseObject,0
and,and,s,,0
staple,staple,s,StandardsPos,0
of,of,s,StandardsPos,1
learning,learning,nnn,Curiosity,0
A,a,s,StandardsPos,0
proper,proper,s,StandardsPos,1
name,name,c,LangRef,0
?,?,s,Question,0
As,as,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,ReportingStates,0
a,a,s,ReportingStates,1
proper,proper,s,StandardsPos,0
man,man,c,PersonProperty,0
",",",",s,,0
let,let,s,ReportingEvents,0
none,none,s,DenyDisclaim,0
but,but,s,Resistance,0
English,english,s,AbstractConcepts,0
wares,wares,s,SenseObject,0
be,be,s,ReportingStates,0
sold,sold,n,ReportingEvents,0
in,in,s,,0
this,this,s,,0
shop,shop,c,SenseObject,0
",",",",s,,0
or,or,s,Contingency,0
else,else,s,Contingency,1
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
no,no,s,DenyDisclaim,0
customer,customer,s,PersonProperty,0
of,of,s,,0
me,me,nnn,FirstPer,0
Nay,nay,c,OralCues,0
",",",",s,,0
read,read,s,ReportingEvents,0
on,on,s,Curiosity,0
what,what,s,Curiosity,1
followos,followos,c,UNRECOGNIZED,0
.,.,nnn,,0
S,s,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
H,h,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
R,r,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
O,o,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
shro,shro,c,UNRECOGNIZED,0
.,.,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
