O,o,s,LangRef,0
a,a,s,,0
mocking,mocking,s,SubjectivePercept,0
stock,stock,s,SubjectivePercept,1
(,(,c,,0
which,which,s,,0
I,i,s,FirstPer,0
abhor,abhor,s,Negativity,0
to,to,n,,0
hear,hear,c,SpaceRelation,0
",",",",s,,0
much,much,s,Intensity,0
more,more,s,Comparison,0
to,to,s,,0
speak,speak,c,ReportingEvents,0
),),s,,0
to,to,s,,0
Cleopatra's,cleopatra's,s,UNRECOGNIZED,0
gluttonous,gluttonous,s,Negativity,0
desires,desires,c,Positivity,0
:,:,s,,0
and,and,s,,0
lest,lest,s,Negativity,0
we,we,n,Insist,0
should,should,s,Insist,1
not,not,s,Insist,2
be,be,s,ReportingStates,0
in,in,s,ReportingStates,1
every,every,s,Generalization,0
part,part,s,Generalization,1
disgraced,disgraced,s,StandardsNeg,0
and,and,s,,0
vilified,vilified,c,ReportingStates,0
",",",",s,ReportingStates,1
we,we,s,,0
now,now,s,Updates,0
are,are,s,Updates,1
brought,brought,s,ReportingEvents,0
under,under,s,SpaceRelation,0
a,a,n,SpaceRelation,1
cruel,cruel,s,Anger,0
King,king,c,PersonProperty,0
",",",",s,,0
the,the,s,PersonProperty,0
Nephews,nephews,s,PersonProperty,1
Son,son,s,PersonProperty,0
of,of,s,,0
half,half,s,Numbers,0
Arabian,arabian,s,PersonProperty,0
Artipater,artipater,c,UNRECOGNIZED,0
",",",",s,,0
Iudaea,iudaea,s,UNRECOGNIZED,0
serves,serves,s,ReportingEvents,0
an,an,n,,0
Idumaean,idumaean,s,UNRECOGNIZED,0
Tyrant,tyrant,c,Negative_Relation,0
",",",",s,,0
while,while,s,TimeDuration,0
an,an,s,TimeDuration,1
Arabian,arabian,s,PersonProperty,0
Lord,lord,s,CommonAuthorities,0
in,in,s,,0
Sion,sion,s,UNRECOGNIZED,0
Reigns,reigns,c,CommonAuthorities,0
",",",",s,,0
Gods,gods,s,CommonAuthorities,0
people,people,s,PersonProperty,0
and,and,n,,0
Jerusalem,jerusalem,c,,0
",",",",s,,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
profane,profane,s,StandardsNeg,0
and,and,s,,0
impious,impious,c,StandardsNeg,0
:,:,s,,0
yet,yet,s,Resistance,0
in,in,s,,0
this,this,s,,0
distress,distress,c,Negativity,0
",",",",s,,0
among,among,s,,0
so,so,s,Intensity,0
many,many,n,Intensity,1
wounds,wounds,s,Negativity,0
of,of,s,,0
raging,raging,s,Negativity,0
chance,chance,c,Contingency,0
",",",",s,,0
some,some,s,Uncertainty,0
sparks,sparks,s,SenseProperty,0
of,of,s,,0
ancient,ancient,s,SubjectiveTime,0
honor,honor,s,StandardsPos,0
did,did,s,ReportingEvents,0
remain,remain,s,TimeDuration,0
a,a,s,,0
pattern,pattern,s,AbstractConcepts,0
of,of,n,Inclusive,0
our,our,s,Inclusive,1
Countries,countries,s,AbstractConcepts,0
Discipline,discipline,c,,0
:,:,s,,0
such,such,s,Specifiers,0
as,as,s,Specifiers,1
it,it,s,,0
is,is,c,ReportingStates,0
",",",",s,Aside,0
which,which,s,Aside,1
by,by,s,,0
our,our,s,Inclusive,0
foes,foes,s,Negative_Relation,0
themselves,themselves,s,PersonPronoun,0
is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
be,be,n,ReportingStates,0
reverenced,reverenced,c,StandardsPos,0
",",",",s,,0
the,the,s,,0
furious,furious,s,Anger,0
Victor,victor,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
no,no,s,DenyDisclaim,0
small,small,s,DenyDisclaim,1
number,number,s,AbstractConcepts,0
of,of,s,,0
his,his,s,PersonPronoun,0
purpled,purpled,s,SenseProperty,0
Court,court,c,AbstractConcepts,0
",",",",s,,0
began,began,n,Sequence,0
to,to,s,Sequence,1
dignifie,dignifie,s,UNRECOGNIZED,0
the,the,s,,0
Jewish,jewish,s,PersonProperty,0
Lawe^,lawe^,c,UNRECOGNIZED,0
.,.,s,,0
We,we,s,,0
w^^h,w^^h,s,UNRECOGNIZED,0
t^is,t^is,s,UNRECOGNIZED,0
h^pe,h^pe,s,UNRECOGNIZED,0
^,^,c,UNRECOGNIZED,0
efresht,efresht,c,UNRECOGNIZED,0
",",",",s,Concessive,0
though,though,s,Concessive,1
well,well,s,SenseObject,0
near,near,n,SpaceRelation,0
tired,tired,s,Negativity,0
with,with,s,Negativity,1
misery,misery,c,StandardsNeg,0
",",",",s,,0
had,had,s,ProjectBack,0
hardly,hardly,s,DenyDisclaim,0
taken,taken,s,ProjectBack,0
heart,heart,s,SenseObject,0
to,to,s,,0
re-advance,re-advance,s,UNRECOGNIZED,0
our,our,s,Inclusive,0
heads,heads,c,SenseObject,0
",",",",s,,0
when,when,s,,0
out,out,n,,0
alas,alas,c,Negativity,0
",",",",s,,0
a,a,s,,0
heinous,heinous,s,Negativity,0
matter,matter,s,AbstractConcepts,0
which,which,s,Inclusive,0
we,we,s,Inclusive,1
never,never,s,DenyDisclaim,0
feared,feared,c,Fear,0
",",",",s,,0
did,did,s,ReportingEvents,0
suddenly,suddenly,s,Immediacy,0
arise,arise,s,ReportingEvents,0
a,a,s,Updates,0
new,new,n,Updates,1
Baptizer,baptizer,c,UNRECOGNIZED,0
*,*,s,,0
whose,whose,s,PersonPronoun,0
Pa^entage,pa^entage,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
holy,holy,c,StandardsPos,0
",",",",s,,0
who,who,s,ProjectBack,0
was,was,s,ProjectBack,1
bred,bred,s,ReportingEvents,0
among,among,s,,0
strange,strange,s,SubjectivePercept,0
worships,worships,c,Positivity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
by,by,n,,0
Nation,nation,s,CommonAuthorities,0
ours,ours,c,Inclusive,0
",",",",s,,0
by,by,s,,0
Stock,stock,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Levite,levite,s,UNRECOGNIZED,0
given,given,s,ReportingStates,0
unto,unto,s,CommonAuthorities,0
God,god,c,CommonAuthorities,0
",",",",s,,0
even,even,s,SubjectivePercept,0
from,from,s,SubjectivePercept,1
his,his,s,PersonPronoun,0
infant,infant,s,PersonProperty,0
cradle,cradle,c,SenseObject,0
",",",",n,,0
being,being,s,ReportingStates,0
Son,son,s,PersonProperty,0
of,of,s,,0
an,an,s,,0
High,high,s,CommonAuthorities,0
Priest,priest,c,CommonAuthorities,1
",",",",s,,0
and,and,s,,0
shortly,shortly,s,SubjectiveTime,0
to,to,s,,0
receive,receive,s,ReportingEvents,0
that,that,s,,0
dignity,dignity,s,StandardsPos,0
himself,himself,c,PersonPronoun,0
",",",",n,,0
unless,unless,s,Contingency,0
he,he,s,PersonPronoun,0
choose,choose,s,Resistance,0
rather,rather,s,Resistance,1
to,to,s,,0
taste,taste,s,SenseProperty,0
false,false,s,StandardsNeg,0
glories,glories,s,StandardsPos,0
bitter,bitter,s,Negativity,0
fruit,fruit,c,SenseObject,0
",",",",s,,0
then,then,s,,0
honors,honors,n,StandardsPos,0
harvest,harvest,s,GenericEvents,0
in,in,s,ProjectAhead,0
due,due,s,ProjectAhead,1
time,time,s,ProjectAhead,2
to,to,s,,0
reap,reap,nn,Positivity,0
He,he,s,PersonPronoun,0
therefore,therefore,s,ReasonForward,0
keeping,keeping,s,TimeDuration,0
in,in,s,TimeDuration,1
the,the,s,,0
desert,desert,s,SenseObject,0
soil,soil,s,SenseObject,1
deceives,deceives,c,Anger,0
",",",",s,,0
with,with,s,,0
show,show,s,SenseProperty,0
of,of,s,SenseProperty,1
sanctity,sanctity,n,StandardsPos,0
severe,severe,c,Negativity,0
",",",",s,,0
the,the,s,,0
simple,simple,s,SubjectivePercept,0
people,people,c,PersonProperty,0
",",",",s,,0
clothed,clothed,s,SpaceRelation,0
in,in,s,SpaceRelation,1
skins,skins,s,SenseObject,0
of,of,s,SenseObject,1
beasts,beasts,c,Negativity,0
",",",",s,,0
his,his,s,PersonPronoun,0
hair,hair,s,SenseObject,0
uncomb'd,uncomb'd,c,UNRECOGNIZED,0
",",",",s,,0
and,and,n,,0
feeding,feeding,s,Motions,0
Savage,savage,s,Negativity,0
like,like,c,SubjectivePercept,0
;,;,s,,0
by,by,s,Specifiers,0
which,which,s,Specifiers,1
delusions,delusions,s,Negativity,0
he,he,s,PersonPronoun,0
draws,draws,s,Motions,0
the,the,s,SenseProperty,0
looks,looks,s,SenseProperty,1
of,of,s,SenseProperty,2
all,all,s,,0
men,men,s,PersonProperty,0
toward,toward,n,,0
him,him,c,PersonPronoun,0
",",",",s,,0
the,the,s,Inclusive,0
common,common,s,Inclusive,1
sort,sort,s,AbstractConcepts,0
being,being,s,ReportingStates,0
poss^st,poss^st,s,UNRECOGNIZED,0
with,with,s,,0
ignorant,ignorant,s,StandardsNeg,0
belief,belief,c,PrivateThinking,0
",",",",s,,0
that,that,s,,0
a,a,s,Updates,0
new,new,s,Updates,1
Prophet,prophet,s,ProjectAhead,0
to,to,n,,0
the,the,s,,0
world,world,s,AbstractConcepts,0
is,is,s,ReportingStates,0
sent,sent,c,ReportingStates,0
;,;,s,ReportingStates,1
And,and,s,Immediacy,0
now,now,s,Immediacy,1
unto,unto,s,SubjectivePercept,0
himself,himself,s,SubjectivePercept,1
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
reduced,reduced,s,Transformation,0
an,an,s,Transformation,1
Army,army,s,CommonAuthorities,0
of,of,s,,0
the,the,s,,0
vulgar,vulgar,n,StandardsNeg,0
following,following,s,,0
him,him,c,PersonPronoun,0
.,.,s,,0
Him,him,s,PersonPronoun,0
only,only,s,Immediacy,0
now,now,s,Immediacy,1
the,the,s,PersonProperty,0
people,people,s,PersonProperty,1
all,all,s,,0
admire,admire,c,StandardsPos,0
",",",",s,,0
leaving,leaving,s,SceneShift,0
their,their,s,SceneShift,1
Cities,cities,c,AbstractConcepts,0
",",",",n,,0
Noblemen,noblemen,s,PersonProperty,0
and,and,s,,0
Kings,kings,s,PersonProperty,0
honor,honor,s,StandardsPos,0
and,and,s,,0
fear,fear,s,Fear,0
him,him,c,PersonPronoun,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
he,he,s,PersonPronoun,0
past,past,s,AbstractConcepts,0
with,with,s,StandardsPos,0
pride,pride,s,StandardsPos,1
through,through,s,,0
the,the,n,,0
madness,madness,s,Negativity,0
of,of,s,,0
the,the,s,,0
multitude,multitude,c,AbstractConcepts,0
",",",",s,,0
new,new,s,,0
laws,laws,s,AbstractConcepts,0
gives,gives,s,,0
like,like,s,Resemblances,0
another,another,s,Resemblances,1
Moses,moses,c,,0
",",",",s,,0
cleansing,cleansing,s,Transformation,0
crimes,crimes,n,StandardsNeg,0
with,with,s,,0
water,water,c,SenseObject,0
",",",",s,,0
and,and,s,,0
presumes,presumes,s,ReasonForward,0
our,our,s,Inclusive,0
ancient,ancient,s,SubjectiveTime,0
laws,laws,s,AbstractConcepts,0
with,with,s,,0
new,new,s,,0
Rites,rites,s,CommonAuthorities,0
to,to,s,,0
adulterate,adulterate,c,StandardsNeg,0
;,;,s,,0
and,and,n,,0
rends,rends,s,Negativity,0
^,^,c,UNRECOGNIZED,0
he,he,s,PersonPronoun,0
Fathers,fathers,s,PersonProperty,0
with,with,s,Negativity,0
reproaches,reproaches,c,Negativity,1
",",",",s,,0
to,to,s,Positivity,0
enjoy,enjoy,s,Positivity,1
the,the,s,,0
peoples,peoples,s,PersonProperty,0
mad,mad,s,Negativity,0
affection,affection,s,Positivity,0
with,with,s,,0
more,more,n,Comparison,0
ease,ease,c,Reassure,0
",",",",s,,0
who,who,s,,0
give,give,s,,0
him,him,s,PersonPronoun,0
gentle,gentle,s,Positivity,0
hearing,hearing,c,SpaceRelation,0
;,;,s,Resistance,0
but,but,s,Resistance,1
if,if,s,Contingency,0
none,none,s,DenyDisclaim,0
himself,himself,s,PersonPronoun,0
oppose,oppose,s,Resistance,0
against,against,s,,0
this,this,n,,0
theifes,theifes,s,UNRECOGNIZED,0
attempts,attempts,c,ProjectAhead,0
",",",",s,,0
raging,raging,s,Negativity,0
and,and,s,,0
ranging,ranging,s,ReportingEvents,0
with,with,s,ReportingEvents,1
bold,bold,s,Confidence,0
insolence,insolence,c,StandardsNeg,0
.,.,s,,0
That,that,s,,0
sanctity,sanctity,n,StandardsPos,0
throughout,throughout,s,SpaceRelation,0
the,the,s,SpaceRelation,1
world,world,s,SpaceRelation,2
renowned,renowned,s,StandardsPos,0
will,will,s,PredictedFuture,0
soon,soon,s,PredictedFuture,1
expire,expire,c,TimeShift,0
",",",",s,,0
nay,nay,c,OralCues,0
",",",",s,,0
it,it,s,,0
expireth,expireth,s,UNRECOGNIZED,0
now,now,c,Updates,0
",",",",s,Updates,1
or,or,s,,0
rather,rather,n,Resistance,0
has,has,s,,0
expired,expired,nnn,TimeShift,0
Men,men,s,PersonProperty,0
of,of,s,PersonProperty,1
our,our,s,Inclusive,0
calling,calling,s,ReportingEvents,0
must,must,s,Insist,0
do,do,s,DenyDisclaim,0
nothing,nothing,s,DenyDisclaim,1
rashly,rashly,c,Negativity,0
",",",",s,,0
mildness,mildness,s,Positivity,0
becomes,becomes,s,Transformation,0
mild,mild,s,Positivity,0
Fathers,fathers,c,PersonProperty,0
;,;,s,,0
to,to,n,,0
young,young,s,PersonProperty,0
men,men,c,PersonProperty,1
",",",",s,,0
if,if,s,Contingency,0
through,through,s,,0
temerity,temerity,s,Negativity,0
they,they,s,,0
go,go,s,Negativity,0
astray,astray,c,Negativity,1
",",",",s,,0
a,a,s,,0
pardon,pardon,s,Positivity,0
may,may,s,Contingency,0
be,be,s,Contingency,1
given,given,c,ReportingStates,0
",",",",s,ReportingStates,1
but,but,s,Resistance,0
a,a,n,,0
fault,fault,s,StandardsNeg,0
by,by,s,Specifiers,0
one,one,s,Specifiers,1
of,of,s,Inclusive,0
us,us,s,Inclusive,1
committed,committed,c,ReportingStates,0
",",",",s,ReportingStates,1
no,no,s,Anger,0
excuse,excuse,s,Anger,1
to,to,s,,0
veil,veil,s,SenseObject,0
it,it,s,Contingency,0
can,can,s,Contingency,1
pr^vaile,pr^vaile,c,UNRECOGNIZED,0
;,;,s,,0
Be,be,s,ReportingStates,0
calm,calm,s,Positivity,0
a,a,n,Positivity,1
while,while,c,TimeDuration,0
",",",",s,,0
this,this,s,,0
rage,rage,s,Anger,0
appease,appease,c,Negative_Relation,0
",",",",s,,0
and,and,s,,0
let,let,s,ReportingEvents,0
your,your,s,DirectAddress,0
sorrow,sorrow,s,Sad,0
slaked,slaked,nnn,ReportingEvents,0
Then,then,s,Sequence,0
you,you,s,Sequence,1
Gamaliel,gamaliel,s,UNRECOGNIZED,0
(,(,c,Aside,0
as,as,s,Aside,1
it,it,s,PrivateThinking,0
seems,seems,c,PrivateThinking,1
),),s,,0
approve,approve,s,CommonAuthorities,0
this,this,s,,0
cursed,cursed,s,ReportingEvents,0
Caitiffs,caitiffs,s,Negativity,0
actions,actions,c,GenericEvents,0
.,.,nnn,,0
Malchus,malchus,c,UNRECOGNIZED,0
",",",",s,,0
no,no,c,OralCues,0
",",",",s,OralCues,1
I,i,s,FirstPer,0
neither,neither,s,DenyDisclaim,0
do,do,s,Intensity,0
approve,approve,c,CommonAuthorities,0
",",",",s,,0
nor,nor,s,SubjectiveTime,0
yet,yet,s,SubjectiveTime,1
condemn^,condemn^,c,UNRECOGNIZED,0
",",",",s,,0
before,before,s,Sequence,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
the,the,s,Confidence,1
matter,matter,n,AbstractConcepts,0
that,that,s,,0
concerns,concerns,s,SubjectivePercept,0
this,this,s,,0
new-come,new-come,s,Updates,0
Prophet,prophet,c,ProjectAhead,0
",",",",s,,0
who,who,s,Question,0
is,is,s,Question,1
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
man,man,s,DenyDisclaim,2
(,(,c,,0
so,so,s,Metadiscourse,0
far,far,s,Metadiscourse,1
as,as,s,Metadiscourse,2
I,i,s,SenseProperty,0
can,can,s,SenseProperty,1
hear,hear,c,SenseProperty,2
),),s,,0
so,so,n,Intensity,0
full,full,s,Intensity,1
of,of,s,,0
ill,ill,c,Negativity,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
so,so,s,,0
oppressed,oppressed,s,StandardsNeg,0
with,with,s,,0
public,public,s,CommonAuthorities,0
hate,hate,nnn,Negativity,0
O,o,s,LangRef,0
Stars,stars,c,SenseObject,0
",",",",s,,0
O,o,s,LangRef,0
Heaven,heaven,c,Positivity,0
",",",",s,,0
O,o,s,LangRef,0
Earth,earth,c,SpaceRelation,0
!,!,s,,0
that,that,s,,0
wicked,wicked,s,Negativity,0
wretch,wretch,s,Negativity,0
wants,wants,s,PrivateThinking,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
Patron,patron,s,PersonProperty,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
that,that,n,Contingency,0
can,can,s,Contingency,1
uphold,uphold,s,CommonAuthorities,0
his,his,s,PersonPronoun,0
manners,manners,s,StandardsPos,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
good,good,nnn,,0
Who,who,s,,0
vice,vice,s,AbstractConcepts,0
reproves,reproves,c,Anger,0
",",",",s,,0
good,good,s,StandardsPos,0
manners,manners,s,StandardsPos,1
teaching,teaching,c,ReportingEvents,0
",",",",s,,0
leads,leads,s,StandardsPos,0
the,the,s,StandardsPos,1
way,way,s,StandardsPos,2
himself,himself,c,PersonPronoun,0
",",",",s,Aside,0
which,which,s,Aside,1
unto,unto,n,CommonAuthorities,0
others,others,s,Uncertainty,0
plainly,plainly,s,Confidence,0
he,he,s,PersonPronoun,0
directs,directs,c,ReportingEvents,0
",",",",s,,0
can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
persuade,persuade,s,ReportingEvents,0
me,me,s,FirstPer,0
that,that,s,,0
this,this,s,,0
man,man,s,PersonProperty,0
is,is,s,ReportingStates,0
naught,naught,nnn,Negativity,0
He,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
our,our,s,Inclusive,0
Laws,laws,s,AbstractConcepts,0
contemnes,contemnes,c,UNRECOGNIZED,0
",",",",s,,0
new,new,s,,0
Sects,sects,s,PersonProperty,0
does,does,s,ReportingEvents,0
teach,teach,c,ReportingEvents,0
",",",",s,,0
besides,besides,s,Specifiers,0
new,new,s,,0
Ritts,ritts,c,UNRECOGNIZED,0
",",",",s,,0
reviles,reviles,n,StandardsNeg,0
our,our,s,Inclusive,0
Magistrates,magistrates,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
our,our,s,Inclusive,0
high,high,s,Inclusive,1
Priests,priests,s,PersonProperty,0
with,with,s,,0
calumny,calumny,s,StandardsNeg,0
pursues,pursues,c,ProjectAhead,0
",",",",s,,0
can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
persuade,persuade,s,ReportingEvents,0
me,me,n,FirstPer,0
that,that,s,,0
this,this,s,,0
man,man,s,PersonProperty,0
is,is,s,Positivity,0
good,good,nnn,Positivity,1
If,if,s,Contingency,0
we,we,s,Contingency,1
were,were,s,Contingency,2
equally,equally,s,Comparison,0
against,against,s,,0
our,our,s,Inclusive,0
selves,selves,s,SubjectivePercept,0
Judges,judges,s,PrivateThinking,0
austere,austere,c,Negativity,0
",",",",s,,0
and,and,s,,0
milder,milder,s,Comparison,0
toward,toward,n,,0
others,others,c,Uncertainty,0
",",",",s,,0
then,then,s,Sequence,0
we,we,s,Sequence,1
are,are,s,ReportingStates,0
oftentimes,oftentimes,c,RecurringEvents,0
",",",",s,,0
our,our,s,Inclusive,0
heinous,heinous,s,Negativity,0
crimes,crimes,s,StandardsNeg,0
would,would,s,ProjectBack,0
lie,lie,s,Motions,0
more,more,s,Comparison,0
open,open,s,,0
unto,unto,n,CommonAuthorities,0
public,public,s,CommonAuthorities,0
view,view,s,SenseProperty,0
and,and,s,,0
sharp,sharp,s,SenseProperty,0
reproaches,reproaches,c,Anger,0
",",",",s,,0
howsoever,howsoever,s,Intensity,0
we,we,s,,0
flatter,flatter,s,SubjectivePercept,0
our,our,s,Inclusive,0
selves,selves,s,SubjectivePercept,0
and,and,s,,0
are,are,n,ReportingStates,0
proclaimed,proclaimed,s,ReportingEvents,0
bles^,bles^,c,UNRECOGNIZED,0
",",",",s,,0
reputed,reputed,s,CommonAuthorities,0
by,by,s,,0
the,the,s,Inclusive,0
common,common,s,Inclusive,1
people,people,c,PersonProperty,0
",",",",s,,0
Saints,saints,c,StandardsPos,0
",",",",s,,0
chaste,chaste,c,StandardsPos,0
",",",",s,,0
pious,pious,c,StandardsPos,0
",",",",s,,0
and,and,n,,0
upright,upright,c,StandardsPos,0
",",",",s,Resistance,0
but,but,s,Resistance,1
of,of,s,Inclusive,0
us,us,s,Inclusive,1
all,all,c,,0
",",",",s,,0
none,none,s,DenyDisclaim,0
from,from,s,,0
the,the,s,Intensity,0
greatest,greatest,s,Intensity,1
fault,fault,s,StandardsNeg,0
was,was,s,ProjectBack,0
ever,ever,s,Biographical_Time,0
free,free,nnn,AbstractConcepts,0
Gamaliel,gamaliel,c,UNRECOGNIZED,0
",",",",s,,0
that,that,s,,0
these,these,s,Immediacy,0
things,things,s,Uncertainty,0
may,may,s,Contingency,0
be,be,s,Contingency,1
true,true,c,Concessive,0
",",",",s,Concessive,1
is^t,is^t,s,UNRECOGNIZED,0
lawful,lawful,s,StandardsPos,0
for,for,s,,0
a,a,s,,0
vulgar,vulgar,s,StandardsNeg,0
man,man,s,PersonProperty,0
to,to,n,,0
rail,rail,s,Negative_Relation,0
against,against,s,Negative_Relation,1
a,a,s,,0
Prelate,prelate,c,PersonProperty,0
?,?,s,Question,0
Let,let,s,ReportingEvents,0
the,the,s,ReportingEvents,1
people,people,s,PersonProperty,0
hear,hear,c,SpaceRelation,0
",",",",s,,0
yielding,yielding,s,ReportingEvents,0
obedience,obedience,s,CommonAuthorities,0
and,and,s,,0
sober,sober,n,StandardsPos,0
live,live,c,,0
",",",",s,,0
refuse,refuse,s,Resistance,0
no,no,s,DenyDisclaim,0
reyns,reyns,s,UNRECOGNIZED,0
by,by,s,,0
him,him,s,PersonPronoun,0
upon,upon,s,Immediacy,0
them,them,s,Immediacy,1
cast,cast,c,ReportingEvents,0
",",",",s,,0
he,he,s,Contingency,0
can,can,s,Contingency,1
reduce,reduce,s,Transformation,0
the,the,s,,0
vulgar,vulgar,s,StandardsNeg,0
if,if,s,Contingency,0
they,they,n,Contingency,1
are,are,s,Contingency,2
to,to,s,Contingency,3
the,the,s,StandardsPos,0
right,right,s,StandardsPos,1
way,way,c,StandardsPos,2
",",",",s,,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
be,be,s,ReportingStates,0
as,as,s,,0
a,a,s,CommonAuthorities,0
law,law,s,CommonAuthorities,1
unto,unto,s,SubjectivePercept,0
himself,himself,c,SubjectivePercept,1
",",",",s,Resistance,0
but,but,s,Resistance,1
if,if,s,Contingency,0
in,in,s,,0
ought,ought,s,Insist,0
he,he,n,PersonPronoun,0
chance,chance,s,Contingency,0
to,to,s,,0
go,go,s,Negativity,0
astray,astray,c,Negativity,1
",",",",s,,0
the,the,s,Negativity,0
wicked,wicked,c,Negativity,1
",",",",s,,0
God,god,s,CommonAuthorities,0
does,does,s,ReportingEvents,0
see,see,s,,0
and,and,s,,0
sharply,sharply,s,SenseProperty,0
punish,punish,nnn,Negativity,0
And,and,s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
conceive,conceive,s,PrivateThinking,0
this,this,s,,0
Law,law,s,AbstractConcepts,0
is,is,s,ReportingStates,0
j^st,j^st,c,UNRECOGNIZED,0
?,?,nnn,Question,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
indeed,indeed,c,Intensity,1
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
why,why,c,Question,0
?,?,s,Question,0
blind,blind,s,Negativity,0
ignorance,ignorance,s,StandardsNeg,0
and,and,s,,0
want,want,s,ProjectAhead,0
of,of,s,,0
skill,skill,c,StandardsPos,0
.,.,nnn,,0
Because,because,s,ReasonBackward,0
rashness,rashness,s,Negativity,0
and,and,s,,0
error,error,s,StandardsNeg,0
commonly,commonly,s,ReceivedPOV,0
are,are,s,ReportingStates,0
found,found,s,ReportingEvents,0
as,as,s,,0
proper,proper,s,StandardsPos,0
and,and,s,,0
peculiar,peculiar,s,Exceptions,0
to,to,s,Exceptions,1
the,the,n,,0
vulgar,vulgar,nnn,StandardsNeg,0
He,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
to,to,s,,0
Prin^es,prin^es,s,UNRECOGNIZED,0
wisdom,wisdom,s,StandardsPos,0
gives,gives,s,,0
