Heaven,heaven,s,Positivity,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
well,well,c,OralCues,0
",",",",s,OralCues,1
has,has,s,,0
she,she,s,PersonPronoun,0
any,any,s,,0
handsome,handsome,s,Positivity,0
Lady's,lady's,s,PersonProperty,0
Sirrah,sirrah,c,Negativity,0
?,?,nnn,Question,0
Oh,oh,c,OralCues,0
!,!,s,,0
She,she,s,Updates,0
Is,is,s,Updates,1
woundly,woundly,s,UNRECOGNIZED,0
handsome,handsome,s,Positivity,0
her,her,s,SubjectivePercept,0
self,self,s,SubjectivePercept,1
Master,master,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
the,the,s,,0
Kindest,kindest,s,StandardsPos,0
Gentlewoman,gentlewoman,s,PersonProperty,0
--,--,n,,0
look,look,s,SpaceRelation,0
here,here,s,SpaceRelation,1
she,she,s,PersonPronoun,0
comes,comes,s,ReportingEvents,0
Master,master,s,PersonProperty,0
--,--,s,,0
God,god,s,CommonAuthorities,0
bless,bless,s,StandardsPos,0
you,you,s,DirectAddress,0
Mistress,mistress,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
brought,brought,s,DirectAddress,0
you,you,s,DirectAddress,1
a,a,n,,0
young,young,s,SenseProperty,0
Gentleman,gentleman,s,Positivity,0
here,here,nnn,SpaceRelation,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
well,well,c,OralCues,0
",",",",s,OralCues,1
honest,honest,s,StandardsPos,0
Jack,jack,s,AbstractConcepts,0
--,--,s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
most,most,s,Comparison,0
heartily,heartily,s,Positivity,0
Welcome,welcome,c,Positivity,0
.,.,nnn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
your,your,s,DirectAddress,0
Servant,servant,c,PersonProperty,0
;,;,nnn,,0
Please,please,s,Positivity,0
you,you,s,DirectAddress,0
to,to,s,,0
walk,walk,s,Motions,0
into,into,s,Motions,1
a,a,s,Motions,2
Chamber,chamber,s,SenseObject,0
Sir,sir,c,PersonProperty,0
.,.,nnn,,0
By,by,s,TimeShift,0
and,and,s,TimeShift,1
by,by,c,TimeShift,2
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
repose,repose,s,SpaceRelation,0
here,here,s,SpaceRelation,0
a,a,s,TimeDuration,0
while,while,s,TimeDuration,1
for,for,s,,0
the,the,s,,0
coolness,coolness,s,SenseProperty,0
of,of,s,SenseProperty,0
the,the,s,SenseProperty,1
Air,air,c,SenseProperty,2
.,.,nnn,ReportingStates,0
This,this,s,ReportingStates,1
is,is,s,ReportingStates,2
a,a,s,CommonAuthorities,0
Public,public,s,CommonAuthorities,1
Room,room,c,SenseObject,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
it,it,s,SpaceRelation,0
is,is,s,SpaceRelation,1
at,at,s,SpaceRelation,2
your,your,s,DirectAddress,0
Service,service,c,StandardsPos,0
.,.,nnn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
oblige,oblige,s,Responsibility,0
me,me,c,FirstPer,0
.,.,nnn,,0
A,a,s,,0
Fine-spoken,fine-spoken,s,StandardsPos,0
Person,person,s,PersonProperty,0
--,--,s,,0
A,a,s,PersonProperty,0
Gentleman,gentleman,s,PersonProperty,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
warrant,warrant,s,CommonAuthorities,0
him,him,c,PersonPronoun,0
",",",",s,,0
come,come,s,ReportingEvents,0
Jack,jack,c,AbstractConcepts,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
give,give,n,,0
thee,thee,s,DirectAddress,0
a,a,s,,0
Cogue,cogue,s,UNRECOGNIZED,0
of,of,s,,0
Brandy,brandy,s,SenseObject,0
for,for,s,,0
old,old,s,SenseProperty,0
acquaintance,acquaintance,nnn,PersonProperty,0
Here,here,s,SpaceRelation,0
Nell,nell,c,UNRECOGNIZED,0
",",",",s,,0
a,a,s,,0
Tankard,tankard,s,SenseObject,0
of,of,s,,0
Cool,cool,s,,0
drink,drink,s,Motions,0
quickly,quickly,c,SubjectiveTime,0
.,.,nnn,,0
You,you,s,Insist,0
shall,shall,s,Insist,1
have,have,s,Cause,0
it,it,c,Cause,1
",",",",s,,0
Sr,sr,c,UNRECOGNIZED,0
.,.,nnn,,0
Hah,hah,c,OralCues,0
!,!,s,,0
who,who,s,Question,0
is,is,s,Question,1
that,that,s,,0
Stranger,stranger,c,PersonProperty,0
?,?,s,Question,0
he,he,s,Resemblances,0
seems,seems,s,Resemblances,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
a,a,s,PersonProperty,0
Gentleman,gentleman,c,PersonProperty,1
.,.,nnn,,0
If,if,s,Contingency,0
I,i,s,Insist,0
should,should,s,Insist,1
give,give,s,Acknowledge,0
Credit,credit,s,Acknowledge,1
to,to,s,Acknowledge,2
mine,mine,s,SelfDisclosure,0
Eyes,eyes,c,SelfDisclosure,1
",",",",s,,0
that,that,s,Insist,0
should,should,s,Insist,1
be,be,s,Insist,2
Friendly,friendly,c,Positivity,0
.,.,nnn,,0
Sr,sr,c,UNRECOGNIZED,0
",",",",s,,0
you,you,s,DirectAddress,0
seem,seem,s,Uncertainty,0
a,a,s,PersonProperty,0
stranger,stranger,c,PersonProperty,1
",",",",s,Question,0
may,may,s,Question,1
I,i,s,Question,2
take,take,s,SubjectivePercept,0
the,the,s,SubjectivePercept,1
Liberty,liberty,s,SubjectivePercept,2
to,to,s,,0
present,present,s,,0
my,my,s,FirstPer,0
Service,service,s,StandardsPos,0
to,to,s,StandardsPos,1
you,you,c,DirectAddress,0
?,?,nnn,Question,0
If,if,s,Contingency,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
mistaken,mistaken,s,StandardsNeg,0
Sr,sr,c,UNRECOGNIZED,0
",",",",s,,0
you,you,s,Exceptions,0
are,are,s,Exceptions,1
the,the,s,Exceptions,2
only,only,s,Exceptions,3
Man,man,s,PersonProperty,0
in,in,s,Intensity,0
the,the,s,Intensity,1
world,world,s,Intensity,2
whom,whom,s,PersonPronoun,0
I,i,s,SelfDisclosure,0
would,would,n,SelfDisclosure,1
soonest,soonest,s,Comparison,0
Pledge,pledge,c,Promise,0
",",",",s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
Credit,credit,s,StandardsPos,0
me,me,s,FirstPer,0
if,if,s,Contingency,0
three,three,s,TimeDuration,0
years,years,s,TimeDuration,1
Absence,absence,s,Negativity,0
has,has,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
made,made,s,DirectAddress,0
you,you,s,DirectAddress,1
forget,forget,n,Negativity,0
Hazard,hazard,nnn,Negativity,0
Hazard,hazard,c,Negativity,0
",",",",s,,0
my,my,s,FirstPer,0
Friend,friend,c,StandardsPos,0
!,!,s,,0
come,come,s,ReportingEvents,0
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Arms,arms,s,SenseObject,0
and,and,s,Positivity,0
Heart,heart,c,Positivity,1
.,.,nnn,,0
This,this,s,,0
Unexpected,unexpected,s,SubjectivePercept,0
Happiness,happiness,s,Positivity,0
O're-Joys,o're-joys,s,UNRECOGNIZED,0
me,me,c,FirstPer,0
.,.,s,Question,0
Who,who,s,Question,1
could,could,s,Contingency,0
have,have,s,Contingency,1
Imagined,imagined,s,ProjectAhead,0
to,to,s,ProjectAhead,1
have,have,s,,0
found,found,n,ReportingEvents,0
thee,thee,s,DirectAddress,0
in,in,s,,0
Virginia,virginia,c,,0
?,?,s,Question,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
thou,thou,s,DirectAddress,0
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
in,in,s,,0
Spain,spain,s,,0
with,with,s,,0
thy,thy,s,DirectAddress,0
Brother,brother,nnn,PersonProperty,0
I,i,s,Autobio,0
was,was,s,Autobio,1
so,so,s,,0
till,till,s,TimeDuration,0
Ten,ten,s,TimeDuration,1
Months,months,s,TimeDuration,2
since,since,c,,0
",",",",s,,0
when,when,s,,0
my,my,s,FirstPer,0
Uncle,uncle,s,PersonProperty,0
Colonel,colonel,s,PersonProperty,0
Friendly,friendly,s,Positivity,0
dying,dying,s,Negativity,0
here,here,c,SpaceRelation,0
",",",",n,SpaceRelation,1
left,left,s,SceneShift,0
me,me,s,FirstPer,0
a,a,s,,0
Considerable,considerable,s,StandardsPos,0
Plantation,plantation,c,SenseObject,0
;,;,s,,0
And,and,s,,0
faith,faith,s,StandardsPos,0
I,i,s,Metadiscourse,0
find,find,s,Metadiscourse,1
Diversions,diversions,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
altogether,altogether,n,Intensity,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
despised,despised,c,Negative_Relation,0
;,;,s,,0
the,the,s,CommonAuthorities,0
God,god,s,CommonAuthorities,1
of,of,s,CommonAuthorities,2
Love,love,s,Positivity,0
Reigns,reigns,s,CommonAuthorities,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
with,with,s,,0
as,as,s,Comparison,0
much,much,s,Comparison,1
Power,power,c,AbstractConcepts,0
",",",",s,,0
as,as,s,Resemblances,0
in,in,s,Resemblances,1
Courts,courts,n,,0
or,or,s,,0
Popular,popular,s,StandardsPos,0
Cities,cities,c,AbstractConcepts,0
:,:,s,,0
but,but,s,Resistance,0
prithee,prithee,s,DirectAddress,0
what,what,s,,0
Chance,chance,c,Contingency,0
",",",",s,,0
(,(,c,,0
Fortunate,fortunate,s,Positivity,0
for,for,s,Positivity,1
me,me,c,FirstPer,0
),),s,,0
drove,drove,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
to,to,n,,0
this,this,s,,0
part,part,s,Specifiers,0
of,of,s,Specifiers,1
the,the,s,Specifiers,2
New,new,s,AbstractConcepts,0
World,world,nnn,AbstractConcepts,1
Why,why,s,Question,0
(,(,c,,0
faith,faith,c,StandardsPos,0
),),s,,0
Ill,ill,s,Negativity,0
Company,company,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
that,that,s,,0
Common,common,s,AbstractConcepts,0
Vice,vice,s,AbstractConcepts,0
of,of,s,,0
the,the,s,,0
Town,town,c,SpaceRelation,0
",",",",s,,0
Gaming,gaming,c,ReportingEvents,0
",",",",s,,0
soon,soon,s,ProjectAhead,0
run,run,n,Motions,0
out,out,s,Motions,1
my,my,s,FirstPer,0
Younger,younger,s,Comparison,0
Brothers,brothers,s,PersonProperty,0
Fortune,fortune,c,ProjectAhead,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
Imagining,imagining,s,PrivateThinking,0
like,like,s,SubjectivePercept,0
some,some,s,Specifiers,0
of,of,s,Specifiers,1
the,the,s,Specifiers,2
Luckier,luckier,n,Positivity,0
Gamesters,gamesters,s,PersonProperty,0
to,to,s,ProjectAhead,0
Improve,improve,s,ProjectAhead,1
my,my,s,FirstPer,0
Stock,stock,s,AbstractConcepts,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Groom-Porters,groom-porters,c,PersonProperty,0
;,;,s,,0
Ventured,ventured,s,Contingency,0
on,on,s,Contingency,1
and,and,s,,0
lost,lost,s,Negativity,0
all,all,s,,0
--,--,n,,0
My,my,s,FirstPer,0
Elder,elder,s,PersonProperty,0
Brother,brother,s,PersonProperty,0
an,an,s,,0
Errant,errant,s,StandardsNeg,0
Jew,jew,c,PersonProperty,0
",",",",s,,0
had,had,s,ProjectBack,0
neither,neither,s,DenyDisclaim,0
Friendship,friendship,c,Positivity,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
Honor,honor,s,StandardsPos,0
enough,enough,s,SubjectivePercept,0
to,to,n,SubjectivePercept,1
Support,support,s,AbstractConcepts,0
me,me,c,FirstPer,0
",",",",s,Resistance,0
but,but,s,Resistance,1
at,at,s,SubjectiveTime,0
last,last,s,SubjectiveTime,1
was,was,s,ProjectBack,0
mollified,mollified,s,ReportingEvents,0
by,by,s,,0
persuasions,persuasions,s,SubjectivePercept,0
and,and,s,,0
the,the,s,,0
hopes,hopes,s,ProjectAhead,0
of,of,s,ProjectAhead,1
being,being,s,SubjectivePercept,0
for,for,n,SubjectivePercept,1
ever,ever,s,Biographical_Time,0
rid,rid,s,Resistance,0
of,of,s,Resistance,1
me,me,c,FirstPer,0
",",",",s,,0
sent,sent,s,ReportingEvents,0
me,me,s,FirstPer,0
hither,hither,s,SpaceRelation,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
small,small,s,SenseProperty,0
Cargo,cargo,s,SenseObject,0
to,to,s,ProjectAhead,0
seek,seek,s,ProjectAhead,1
my,my,s,FirstPer,0
fortune,fortune,c,ProjectAhead,0
",",",",s,,0
--,--,nnn,,0
And,and,s,,0
begin,begin,s,Sequence,0
the,the,s,Sequence,1
world,world,s,AbstractConcepts,0
withal,withal,c,Metadiscourse,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
this,this,s,,0
a,a,s,Positivity,0
better,better,s,Positivity,1
Venture,venture,s,Contingency,0
then,then,s,TimeShift,0
to,to,s,TimeShift,1
turn,turn,s,,0
Sharping,sharping,s,UNRECOGNIZED,0
Bully,bully,c,Negative_Relation,0
",",",",s,,0
Cully,cully,s,Negativity,0
in,in,n,,0
Prentices,prentices,s,PersonProperty,0
and,and,s,,0
Country,country,s,AbstractConcepts,0
Squires,squires,c,PersonProperty,0
",",",",s,,0
with,with,s,,0
my,my,s,FirstPer,0
Pocket,pocket,s,SenseObject,0
full,full,s,Specifiers,0
of,of,s,Specifiers,1
false,false,s,Negativity,0
dice,dice,c,Negativity,1
",",",",s,,0
your,your,s,DirectAddress,0
high,high,s,Generalization,0
and,and,n,Generalization,1
low,low,s,Generalization,2
Flats,flats,s,SenseObject,0
and,and,s,,0
Bars,bars,c,SenseObject,0
",",",",s,,0
or,or,s,,0
turn,turn,s,,0
broker,broker,s,PersonProperty,0
to,to,s,,0
young,young,s,SenseProperty,0
Heirs,heirs,c,PersonProperty,0
;,;,s,,0
take,take,s,Sequence,0
up,up,s,Sequence,1
goods,goods,c,AbstractConcepts,0
",",",",s,,0
to,to,s,,0
pay,pay,s,ReportingEvents,0
ten,ten,n,Numbers,0
fold,fold,s,SenseObject,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Death,death,s,Negativity,0
of,of,s,,0
their,their,s,PersonPronoun,0
Fathers,fathers,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
take,take,s,ReportingEvents,0
Fees,fees,s,AbstractConcepts,0
on,on,s,,0
both,both,s,,0
sides,sides,c,AbstractConcepts,0
;,;,s,,0
or,or,s,,0
set,set,s,Sequence,0
up,up,s,Sequence,1
all,all,n,TimeDuration,0
night,night,s,TimeDuration,1
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Groom,groom,s,PersonProperty,0
Porters,porters,s,PersonProperty,1
begging,begging,s,Intensity,0
his,his,s,CommonAuthorities,0
Honor,honor,s,CommonAuthorities,1
to,to,s,,0
go,go,s,ReportingEvents,0
a,a,s,,0
Guinney,guinney,s,UNRECOGNIZED,0
the,the,s,Positivity,0
better,better,s,Positivity,1
of,of,s,Positivity,2
the,the,n,,0
lay,lay,c,ReportingStates,0
.,.,s,ReportingStates,1
No,no,c,DenyDisclaim,0
.,.,s,,0
Friendly,friendly,c,Positivity,0
",",",",s,,0
I,i,s,SelfDisclosure,0
had,had,s,SelfDisclosure,1
rather,rather,s,SelfDisclosure,2
starve,starve,s,Negativity,0
abroad,abroad,s,SceneShift,0
then,then,s,Sequence,0
live,live,s,Sequence,1
Pitty'd,pitty'd,s,UNRECOGNIZED,0
and,and,s,,0
despised,despised,s,Negative_Relation,0
at,at,n,SpaceRelation,0
home,home,nnn,SpaceRelation,1
Thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
in,in,s,StandardsPos,0
the,the,s,StandardsPos,1
Right,right,c,StandardsPos,2
",",",",s,,0
and,and,s,,0
art,art,s,AbstractConcepts,0
come,come,s,ReportingEvents,0
just,just,s,Intensity,0
in,in,s,StandardsPos,0
the,the,s,StandardsPos,1
Nick,nick,s,StandardsPos,2
of,of,s,StandardsPos,3
time,time,s,StandardsPos,4
to,to,s,,0
make,make,s,ReportingEvents,0
thy,thy,n,DirectAddress,0
Fortune,fortune,s,ProjectAhead,0
--,--,s,,0
Will,will,s,PredictedFuture,0
thou,thou,s,DirectAddress,0
follow,follow,s,,0
my,my,s,FirstPer,0
advice,advice,nnn,GenericEvents,0
Thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
too,too,s,,0
honest,honest,s,StandardsPos,0
to,to,s,,0
Command,command,s,CommonAuthorities,0
any,any,s,Specifiers,0
thing,thing,s,Specifiers,1
any,any,s,Specifiers,0
thing,thing,s,Specifiers,1
that,that,s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
Refuse,refuse,c,Resistance,0
.,.,nnn,,0
You,you,s,Insist,0
