GAllants,gallants,c,SubjectivePercept,0
their,their,s,PersonPronoun,0
favor,favor,c,Positivity,0
",",",",s,,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
this,this,s,,0
to,to,s,,0
say,say,c,Citations,0
",",",",n,,0
In,in,s,ProjectAhead,0
hopes,hopes,s,ProjectAhead,1
of,of,s,ProjectAhead,2
their,their,s,PersonPronoun,0
Protection,protection,s,StandardsPos,0
for,for,s,,0
the,the,s,LangRef,0
Play,play,c,LangRef,1
",",",",n,,0
Here,here,s,DirectAddress,0
is,is,s,DirectAddress,1
a,a,s,DirectAddress,2
Music,music,s,SenseProperty,0
meeting,meeting,s,GenericEvents,0
every,every,s,RecurringEvents,0
day,day,c,RecurringEvents,1
.,.,nn,,0
APox,apox,s,UNRECOGNIZED,0
on,on,s,,0
these,these,s,Immediacy,0
Music,music,s,SenseProperty,0
Meetings,meetings,c,GenericEvents,0
;,;,s,,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
Fifth,fifth,s,Sequence,0
Act,act,n,,0
Here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
a,a,s,,0
free,free,s,AbstractConcepts,0
cost,cost,c,AbstractConcepts,1
",",",",s,,0
as,as,s,,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Play,play,s,ReportingEvents,0
Houses,houses,c,SenseObject,0
",",",",n,,0
To,to,s,,0
make,make,s,ReportingEvents,0
Gentlemen,gentlemen,s,Positivity,0
of,of,s,Inclusive,0
us,us,c,Inclusive,1
",",",",s,,0
and,and,s,,0
keep,keep,s,TimeDuration,0
us,us,s,Inclusive,0
out,out,s,,0
of,of,n,,0
Harms,harms,s,Negativity,0
way,way,c,Negativity,1
:,:,s,,0
Nothing,nothing,s,Intensity,0
but,but,s,Intensity,1
Lice,lice,c,SenseObject,0
",",",",s,,0
and,and,s,,0
Link-Boys,link-boys,c,PersonProperty,0
",",",",n,,0
In,in,s,,0
this,this,s,,0
Antichamber,antichamber,c,UNRECOGNIZED,0
;,;,s,,0
or,or,s,,0
a,a,s,,0
merry,merry,s,Positivity,0
Main,main,s,Specifiers,0
to,to,s,,0
divert,divert,s,ReportingEvents,0
us,us,c,Inclusive,0
;,;,n,,0
And,and,s,,0
that,that,s,,0
merry,merry,s,Positivity,0
Main,main,c,Specifiers,0
",",",",s,,0
as,as,s,DirectAddress,0
you,you,s,DirectAddress,1
call,call,s,ReportingEvents,0
it,it,c,ReportingEvents,1
",",",",s,,0
makes,makes,s,ReportingEvents,0
most,most,s,Inclusive,0
of,of,s,Inclusive,1
us,us,n,Inclusive,2
Sad,sad,s,Sad,0
all,all,s,Generalization,0
the,the,s,Generalization,1
Week,week,s,TimeDuration,0
after,after,c,TimeDuration,1
.,.,nn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
what,what,s,Question,0
have,have,s,Question,1
thou,thou,s,DirectAddress,0
done,done,c,ReportingStates,0
",",",",s,ReportingStates,1
Gill,gill,c,SenseObject,0
?,?,nn,Question,0
Undone,undone,s,Negativity,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
a,a,s,StandardsPos,0
very,very,s,StandardsPos,1
good,good,s,StandardsPos,2
Friend,friend,s,Positivity,0
of,of,s,Positivity,1
mine,mine,c,FirstPer,0
",",",",s,,0
my,my,s,FirstPer,0
Belly,belly,c,SenseObject,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
a,a,s,TimeDuration,0
Week,week,s,TimeDuration,1
forward,forward,c,AbstractConcepts,0
:,:,s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
hungry,hungry,s,SenseProperty,0
already,already,s,Updates,0
in,in,s,,0
the,the,s,,0
apprehension,apprehension,n,Fear,0
Of,of,s,,0
wanting,wanting,s,PrivateThinking,0
a,a,s,,0
Supper,supper,c,TimeDuration,0
;,;,s,,0
for,for,s,,0
my,my,s,FirstPer,0
Board-Wages,board-wages,n,AbstractConcepts,0
Is,is,s,ReportingStates,0
gone,gone,s,SceneShift,0
to,to,s,SceneShift,1
the,the,s,StandardsNeg,0
Devil,devil,s,StandardsNeg,1
with,with,s,,0
his,his,s,PersonPronoun,0
Bones,bones,c,SenseObject,0
.,.,nn,,0
Six,six,s,Numbers,0
is,is,s,Updates,0
the,the,s,Updates,1
Main,main,c,Updates,2
",",",",s,,0
Gentlemen,gentlemen,c,Positivity,0
.,.,nn,,0
That,that,s,ProjectBack,0
was,was,s,ProjectBack,1
my,my,s,FirstPer,0
last,last,s,Sequence,0
Tester,tester,c,PersonProperty,0
.,.,nn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
play,play,s,ReportingEvents,0
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
--,--,nn,,0
Set,set,s,Sequence,0
out,out,s,Sequence,1
my,my,s,FirstPer,0
hand,hand,c,SenseObject,0
",",",",s,,0
don't,don't,s,DenyDisclaim,0
leave,leave,s,,0
me,me,s,FirstPer,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
Gentlemen,gentlemen,c,Positivity,0
.,.,nn,Imperative,0
Come,come,c,Imperative,1
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
Seven,seven,s,Numbers,0
to,to,s,,0
Six,six,c,Numbers,0
",",",",s,,0
I,i,s,FirstPer,0
set,set,s,ReportingEvents,0
you,you,s,DirectAddress,0
--,--,nn,,0
Briskly,briskly,s,SenseProperty,0
my,my,s,Positivity,0
Boy,boy,c,Positivity,1
.,.,nn,,0
I,i,s,FirstPer,0
Set,set,s,ReportingEvents,0
you,you,s,DirectAddress,0
this,this,c,Immediacy,0
.,.,nn,Immediacy,1
How,how,s,OpenQuery,0
much,much,c,OpenQuery,1
?,?,nn,Question,0
Three,three,s,Numbers,0
halfperth,halfperth,s,UNRECOGNIZED,0
of,of,s,,0
Farthings,farthings,c,AbstractConcepts,0
.,.,nn,,0
Three,three,s,Numbers,0
halfperth,halfperth,s,UNRECOGNIZED,0
of,of,s,,0
Farthings,farthings,c,AbstractConcepts,0
?,?,n,Question,0
I,i,s,FirstPer,0
see,see,s,,0
thou,thou,s,DirectAddress,0
retain'st,retain'st,s,UNRECOGNIZED,0
the,the,s,SubjectivePercept,0
Spirit,spirit,s,SubjectivePercept,1
of,of,s,,0
thy,thy,s,DirectAddress,0
Ancestors,ancestors,c,ProjectBack,0
",",",",s,,0
and,and,s,,0
as,as,s,,0
thou,thou,s,DirectAddress,0
were,were,s,ProjectBack,0
born,born,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,n,,0
bred,bred,c,ReportingEvents,0
",",",",s,,0
w^lt,w^lt,s,UNRECOGNIZED,0
live,live,s,,0
rnd,rnd,s,UNRECOGNIZED,0
dye,dye,s,SenseObject,0
a,a,s,,0
Footman,footman,nn,PersonProperty,0
Three,three,s,Numbers,0
halfpenny,halfpenny,s,SenseObject,0
worth,worth,s,AbstractConcepts,0
of,of,s,,0
Farthings,farthings,c,AbstractConcepts,0
!,!,nnn,,0
He,he,s,PersonPronoun,0
^^^,^^^,c,UNRECOGNIZED,0
s,s,s,LangRef,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Small,small,s,SenseObject,0
beer,beer,s,SenseObject,1
Butler,butler,c,PersonProperty,0
",",",",s,,0
in,in,s,,0
a,a,s,,0
Widdow-Lady's,widdow-lady's,s,UNRECOGNIZED,0
Family,family,c,,0
.,.,nn,Question,0
May,may,s,Question,1
thou,thou,s,DirectAddress,0
starve,starve,s,Negativity,0
under,under,s,SpaceRelation,0
the,the,s,SpaceRelation,1
tyranny,tyranny,s,Negative_Relation,0
of,of,s,,0
a,a,s,,0
Housekeeper,housekeeper,c,PersonProperty,0
",",",",n,,0
And,and,s,,0
never,never,s,Uncertainty,0
know,know,s,Uncertainty,1
the,the,s,Positivity,0
comfort,comfort,s,Positivity,1
of,of,s,,0
Board-wages,board-wages,s,AbstractConcepts,0
again,again,c,RecurringEvents,0
.,.,nn,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
my,my,s,FirstPer,0
Money,money,s,ProjectAhead,0
for,for,s,ProjectAhead,1
all,all,s,Generalization,0
that,that,c,Generalization,1
.,.,nn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
what,what,s,,0
a,a,s,SubjectivePercept,0
Pretty,pretty,s,SubjectivePercept,1
Fellow,fellow,s,PersonProperty,0
have,have,s,Question,0
we,we,s,Question,1
here,here,s,SpaceRelation,0
debauched,debauched,s,Negativity,0
from,from,s,,0
us,us,c,Inclusive,0
",",",",n,,0
And,and,s,,0
our,our,s,Inclusive,0
Society,society,c,AbstractConcepts,0
",",",",s,,0
by,by,s,,0
living,living,s,Biographical_Time,0
in,in,s,Biographical_Time,1
a,a,s,Biographical_Time,2
Civil,civil,s,CommonAuthorities,0
Family,family,c,,0
!,!,s,,0
But,but,s,Resistance,0
this,this,s,,0
comes,comes,n,ReportingEvents,0
Of,of,s,,0
keeping,keeping,s,TimeDuration,0
good,good,s,,0
hours,hours,c,TimeDuration,0
",",",",s,,0
and,and,s,,0
living,living,s,,0
orderly,orderly,c,StandardsPos,0
:,:,s,,0
Idleness,idleness,n,Negativity,0
After,after,s,Sequence,0
Supper,supper,c,TimeDuration,0
",",",",s,,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
private,private,s,AbstractConcepts,0
houses,houses,c,SenseObject,0
",",",",s,ReportingStates,0
is,is,s,ReportingStates,1
the,the,s,ReportingStates,2
Mother,mother,n,PersonProperty,0
Of,of,s,PersonProperty,1
many,many,s,,0
mischiefs,mischiefs,s,StandardsNeg,0
among,among,s,,0
the,the,s,,0
Maids,maids,c,PersonProperty,0
.,.,nn,,0
Ay,ay,c,OralCues,0
",",",",s,,0
ay,ay,c,OralCues,0
",",",",s,,0
want,want,s,ProjectAhead,0
of,of,s,,0
Employment,employment,s,AbstractConcepts,0
has,has,s,,0
thrown,thrown,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
upon,upon,s,,0
some,some,n,Uncertainty,0
Gentle,gentle,s,Positivity,0
Chambermaid,chambermaid,c,PersonProperty,0
",",",",s,,0
and,and,s,Immediacy,0
now,now,s,Immediacy,1
he,he,s,Neutral_Attribution,0
sets,sets,s,Neutral_Attribution,1
up,up,s,ProjectAhead,0
for,for,s,ProjectAhead,1
good,good,s,,0
husbandry,husbandry,c,AbstractConcepts,0
",",",",n,,0
To,to,s,,0
Father,father,s,Biographical_Time,0
her,her,s,Biographical_Time,1
Failings,failings,c,StandardsNeg,0
",",",",s,,0
and,and,s,,0
get,get,s,,0
a,a,s,,0
Wet-Nurse,wet-nurse,s,PersonProperty,0
for,for,s,,0
his,his,s,PersonPronoun,0
Lady,lady,c,PersonProperty,0
.,.,nn,,0
Better,better,s,Comparison,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
than,than,s,Comparison,0
to,to,s,Comparison,1
Father,father,s,PersonProperty,0
your,your,s,DirectAddress,0
Master's,master's,s,CommonAuthorities,0
Bastards,bastards,c,Anger,0
",",",",s,,0
as,as,s,DirectAddress,0
you,you,s,DirectAddress,1
do,do,n,Intensity,0
Sometimes,sometimes,c,Contingency,0
;,;,s,,0
or,or,s,,0
now,now,s,RecurringEvents,0
and,and,s,RecurringEvents,1
then,then,s,RecurringEvents,2
cheat,cheat,s,Negative_Relation,0
him,him,s,Negative_Relation,1
of,of,s,,0
his,his,s,PersonPronoun,0
Wench,wench,c,PersonProperty,0
",",",",n,,0
In,in,s,,0
the,the,s,,0
Convey,convey,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
steal,steal,s,Negativity,0
his,his,s,PersonPronoun,0
Clap,clap,s,SenseProperty,0
from,from,s,,0
him,him,c,PersonPronoun,0
.,.,nn,,0
Gad,gad,s,Positivity,0
I,i,s,FirstPer,0
mercy,mercy,s,StandardsPos,0
in,in,s,StandardsPos,0
faith,faith,c,StandardsPos,1
",",",",s,,0
Lad,lad,c,PersonProperty,0
.,.,nn,,0
That,that,s,,0
indeed,indeed,s,Intensity,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
Sin,sin,s,StandardsNeg,0
I,i,s,FirstPer,0
often,often,s,RecurringEvents,0
commit,commit,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
sometimes,sometimes,s,Contingency,0
repent,repent,s,Negative_Relation,0
of,of,c,,0
:,:,n,,0
But,but,c,Resistance,0
",",",",s,Resistance,1
the,the,s,Positivity,0
good,good,s,Positivity,1
with,with,s,Negativity,0
the,the,s,Negativity,1
bad,bad,c,Negativity,2
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
no,no,s,DenyDisclaim,0
reason,reason,n,DenyDisclaim,1
To,to,s,,0
complain,complain,s,Negative_Relation,0
of,of,s,Negative_Relation,1
my,my,s,FirstPer,0
Service,service,c,StandardsPos,0
.,.,nn,Imperative,0
Pray,pray,s,Imperative,1
don't,don't,s,DenyDisclaim,0
trouble,trouble,s,DenyDisclaim,1
your,your,s,DirectAddress,0
head,head,s,SenseObject,0
about,about,s,,0
mine,mine,s,FirstPer,0
then,then,c,TimeShift,0
.,.,nn,TimeShift,1
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
we,we,s,Inclusive,0
have,have,s,Inclusive,1
all,all,s,Inclusive,2
good,good,s,,0
Places,places,s,SpaceRelation,0
if,if,s,Contingency,0
we,we,s,Contingency,1
can,can,s,Contingency,2
keep,keep,s,TimeDuration,0
',',c,,0
em,em,c,SpaceRelation,0
:,:,n,,0
And,and,s,,0
for,for,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
part,part,c,SelfDisclosure,2
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
too,too,s,SelfDisclosure,2
deep,deep,s,AbstractConcepts,0
in,in,s,,0
my,my,s,FirstPer,0
Master's,master's,s,CommonAuthorities,0
affairs,affairs,c,GenericEvents,0
",",",",s,,0
to,to,s,Fear,0
fear,fear,n,Fear,1
The,the,s,,0
losing,losing,s,Negativity,0
of,of,s,,0
mine,mine,c,FirstPer,0
:,:,s,Question,0
What,what,s,Question,1
think,think,s,PrivateThinking,0
you,you,s,DirectAddress,0
of,of,s,,0
the,the,s,,0
Family,family,s,,0
of,of,s,,0
the,the,s,,0
Friendals,friendals,c,UNRECOGNIZED,0
",",",",n,,0
My,my,s,FirstPer,0
Lads,lads,c,PersonProperty,0
?,?,s,Question,0
a,a,s,CommonAuthorities,0
public,public,s,CommonAuthorities,1
private,private,s,AbstractConcepts,0
Family,family,c,,0
",",",",s,,0
newly,newly,s,Updates,0
set,set,s,Sequence,0
up,up,c,Sequence,1
",",",",n,,0
And,and,s,,0
of,of,s,,0
very,very,s,Intensity,0
fair,fair,s,StandardsPos,0
Reception,reception,c,SenseObject,0
.,.,nn,,0
Ay,ay,c,OralCues,0
",",",",s,,0
Dick,dick,c,PersonProperty,0
.,.,s,,0
Thou,thou,s,DirectAddress,0
have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
time,time,s,,0
on,on,s,SpaceRelation,0
it,it,s,SpaceRelation,1
indeed,indeed,c,Intensity,0
.,.,nn,,0
The,the,s,CommonAuthorities,0
Master,master,s,CommonAuthorities,1
of,of,s,,0
it,it,s,,0
frank,frank,s,SenseObject,0
and,and,s,,0
free,free,c,AbstractConcepts,0
",",",",s,,0
to,to,s,,0
make,make,s,ReportingEvents,0
an,an,s,Positivity,0
Invitation,invitation,s,Positivity,1
to,to,s,,0
the,the,s,Specifiers,0
whole,whole,s,Specifiers,1
Town,town,c,SpaceRelation,0
;,;,s,,0
and,and,n,,0
the,the,s,,0
Mistress,mistress,s,PersonProperty,0
hospitable,hospitable,c,Positivity,0
",",",",s,,0
and,and,s,StandardsPos,0
handsome,handsome,nn,StandardsPos,1
To,to,s,,0
give,give,s,,0
',',c,,0
em,em,s,SpaceRelation,0
welcome,welcome,c,Positivity,0
",",",",s,,0
and,and,s,,0
content,content,c,AbstractConcepts,0
:,:,s,,0
For,for,s,,0
my,my,s,FirstPer,0
Master,master,s,PersonProperty,0
knows,knows,n,Confidence,0
Every,every,s,Generalization,0
body,body,c,SenseObject,0
",",",",s,,0
and,and,s,,0
contrives,contrives,s,SubjectivePercept,0
that,that,s,,0
every,every,s,Generalization,0
body,body,s,SenseObject,0
shall,shall,s,ProjectAhead,0
know,know,s,Confidence,0
her,her,c,PersonPronoun,0
.,.,nn,,0
Ay,ay,c,OralCues,0
",",",",s,,0
marry,marry,s,Positivity,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
Family,family,s,,0
to,to,s,,0
breed,breed,s,AbstractConcepts,0
up,up,s,,0
a,a,s,,0
Pimp,pimp,s,PersonProperty,0
in,in,c,,0
!,!,n,,0
You,you,s,DirectAddress,0
may,may,s,DirectAddress,1
make,make,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Fortune,fortune,s,ReportingEvents,2
out,out,s,,0
of,of,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,,0
Mistress,mistress,c,PersonProperty,0
",",",",n,,0
Before,before,s,Sequence,0
your,your,s,DirectAddress,0
Master,master,s,PersonProperty,0
can,can,s,Contingency,0
get,get,s,,0
her,her,s,PersonPronoun,0
with,with,s,AbstractConcepts,0
Child,child,c,AbstractConcepts,1
.,.,nn,,0
My,my,s,FirstPer,0
Master,master,s,PersonProperty,0
has,has,s,ProjectBack,0
been,been,s,ProjectBack,1
married,married,s,Biographical_Time,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
quarter,quarter,s,TimeDuration,0
of,of,s,TimeDuration,1
a,a,s,TimeDuration,2
year,year,c,TimeDuration,3
",",",",n,,0
And,and,s,,0
half,half,s,SenseObject,0
the,the,s,SenseObject,1
young,young,s,PersonProperty,0
men,men,s,PersonProperty,1
in,in,s,SpaceRelation,0
Town,town,c,SpaceRelation,1
",",",",s,,0
know,know,s,Confidence,0
his,his,s,PersonPronoun,0
Wife,wife,s,PersonProperty,0
already,already,c,Updates,0
;,;,n,,0
Nay,nay,c,OralCues,0
",",",",s,,0
know,know,s,Confidence,0
that,that,s,Confidence,1
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
known,known,s,CommonAuthorities,0
enough,enough,s,SubjectivePercept,0
of,of,s,,0
her,her,c,PersonPronoun,0
",",",",n,,0
Not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
care,care,s,Positivity,0
for,for,s,Positivity,1
her,her,s,PersonPronoun,0
already,already,c,Updates,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
that,that,s,Uncertainty,0
may,may,s,Uncertainty,1
be,be,s,Uncertainty,2
a,a,s,StandardsPos,0
very,very,s,StandardsPos,1
good,good,s,StandardsPos,2
argument,argument,s,LangRef,0
for,for,s,Specifiers,0
some,some,s,Specifiers,1
of,of,s,,0
',',c,,0
em,em,c,SpaceRelation,0
",",",",n,,0
To,to,s,,0
persuade,persuade,s,ReportingEvents,0
her,her,s,PersonPronoun,0
to,to,s,,0
know,know,s,Confidence,0
a,a,s,Confidence,1
little,little,s,Confidence,2
of,of,s,,0
some,some,s,Uncertainty,0
body,body,s,SenseObject,0
else,else,c,Contingency,0
",",",",n,,0
And,and,s,,0
care,care,s,StandardsPos,0
as,as,s,,0
little,little,s,SenseProperty,0
for,for,s,SubjectivePercept,0
him,him,c,SubjectivePercept,1
.,.,nn,,0
A,a,s,StandardsPos,0
very,very,s,StandardsPos,1
good,good,s,StandardsPos,2
argument,argument,c,LangRef,0
",",",",s,,0
if,if,s,Contingency,0
she,she,s,Contingency,1
