BEfore,before,s,Sequence,0
Trade,trade,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
set,set,s,Sequence,0
up,up,s,Sequence,1
some,some,s,Uncertainty,0
new,new,s,,0
Leaguer,leaguer,c,PersonProperty,0
?,?,s,Question,0
Or,or,s,,0
suppose,suppose,n,Uncertainty,0
Our,our,s,Inclusive,0
Girl,girl,c,PersonProperty,0
",",",",s,,0
a,a,s,,0
virtuous,virtuous,s,StandardsPos,0
Copy,copy,c,ReportingEvents,0
",",",",s,ReasonForward,0
and,and,s,ReasonForward,1
so,so,s,ReasonForward,2
close,close,n,Motions,0
This,this,s,,0
inquisition,inquisition,s,StandardsNeg,0
of,of,s,,0
her,her,c,PersonPronoun,0
",",",",s,,0
--,--,s,,0
She,she,s,Updates,0
is,is,s,Updates,1
--,--,s,,0
what,what,c,Question,0
?,?,n,Question,1
Her,her,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
presentment,presentment,c,CommonAuthorities,0
",",",",s,,0
best,best,s,Comparison,0
can,can,s,Contingency,0
tell,tell,s,Updates,0
you,you,s,Updates,1
that,that,c,Updates,2
",",",",n,Aside,0
Which,which,s,Aside,1
be,be,s,ReportingStates,0
but,but,s,Resistance,0
pleased,pleased,s,Positivity,0
to,to,s,Positivity,1
grace,grace,c,StandardsPos,0
",",",",s,,0
with,with,s,Positivity,0
love,love,s,Positivity,1
and,and,s,,0
favor,favor,c,Positivity,0
",",",",n,,0
You,you,s,DirectAddress,0
make,make,s,ReportingEvents,0
the,the,s,StandardsNeg,0
poor,poor,s,StandardsNeg,1
Girl,girl,s,PersonProperty,0
rich,rich,c,Positivity,0
",",",",s,,0
and,and,s,,0
Crown,crown,s,SenseObject,0
our,our,s,Inclusive,0
labor,labor,c,AbstractConcepts,0
.,.,nn,,0
Believe,believe,s,PrivateThinking,0
me,me,s,FirstPer,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
told,told,s,DirectAddress,0
you,you,s,DirectAddress,1
what,what,s,DirectAddress,0
your,your,s,DirectAddress,1
worship,worship,s,Positivity,0
may,may,s,Contingency,0
most,most,s,Confidence,0
certainly,certainly,s,Confidence,1
trust,trust,s,Confidence,0
to,to,c,Confidence,1
.,.,nnn,Question,0
May,may,s,Question,1
I,i,s,FirstPer,0
not,not,s,DenyDisclaim,0
speak,speak,s,SpaceRelation,0
with,with,s,SpaceRelation,1
her,her,c,PersonPronoun,0
?,?,nnn,Question,0
You,you,s,DirectAddress,0
know,know,s,DirectAddress,1
my,my,s,FirstPer,0
place,place,c,SpaceRelation,0
.,.,n,DenyDisclaim,0
There,there,s,DenyDisclaim,1
Is,is,s,DenyDisclaim,2
no,no,s,DenyDisclaim,3
more,more,s,Comparison,0
hope,hope,s,Positivity,0
from,from,s,,0
the,the,s,SpaceRelation,0
deep,deep,s,SpaceRelation,1
pit,pit,s,SenseObject,0
of,of,s,Sad,0
grief,grief,n,Sad,1
To,to,s,,0
raise,raise,s,ReportingEvents,0
in,in,s,Specifiers,0
her,her,s,Specifiers,1
any,any,s,,0
conceit,conceit,s,LangRef,0
of,of,s,LangRef,1
love,love,c,Positivity,0
",",",",n,,0
Then,then,s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
to,to,s,,0
raise,raise,s,ReportingEvents,0
her,her,s,PersonPronoun,0
husband,husband,s,PersonProperty,0
up,up,s,,0
again,again,n,RecurringEvents,0
From,from,s,Resistance,0
the,the,s,Resistance,1
cold,cold,s,Resistance,2
bed,bed,s,SenseObject,0
he,he,s,Neutral_Attribution,0
sleeps,sleeps,s,Neutral_Attribution,1
in,in,c,,0
:,:,s,,0
from,from,s,,0
the,the,s,SenseObject,0
Grave,grave,c,SenseObject,1
.,.,n,Imperative,0
Take,take,s,Imperative,1
this,this,s,,0
for,for,s,Specifiers,0
all,all,c,Specifiers,1
:,:,s,,0
My,my,s,FirstPer,0
Lady,lady,s,PersonProperty,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
has,has,s,,0
vowed,vowed,n,Intensity,0
To,to,s,Intensity,1
live,live,c,,0
*,*,s,,0
and,and,s,,0
die,die,s,AbstractConcepts,0
a,a,s,PersonProperty,0
Widow,widow,c,PersonProperty,1
.,.,s,,0
--,--,s,,0
So,so,s,,0
I,i,s,FirstPer,0
leave,leave,s,,0
you,you,c,DirectAddress,0
.,.,s,,0
--,--,nn,,0
Is,is,s,Question,0
It,it,s,Question,1
possible,possible,c,Contingency,0
",",",",s,,0
that,that,s,,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
one,one,s,Numbers,0
as,as,s,TimeDuration,0
she,she,c,TimeDuration,1
;,;,n,,0
So,so,s,,0
young,young,c,SenseProperty,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
beautiful,beautiful,c,StandardsPos,0
;,;,s,,0
so,so,s,Intensity,0
full,full,s,Intensity,1
of,of,s,,0
blood,blood,c,SenseObject,0
;,;,n,,0
Such,such,s,Intensity,0
lusty,lusty,s,UNRECOGNIZED,0
blood,blood,c,SenseObject,0
",",",",s,,0
as,as,s,TimeDuration,0
she,she,s,TimeDuration,1
is,is,c,TimeDuration,2
?,?,s,Question,0
for,for,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,,0
loss,loss,c,Negativity,0
",",",",n,Future_Question,0
Should,should,s,Future_Question,1
lose,lose,s,Negativity,0
that,that,s,,0
youth,youth,c,AbstractConcepts,0
;,;,s,,0
that,that,s,,0
Beauty,beauty,c,StandardsPos,0
",",",",s,,0
that,that,s,,0
quick,quick,s,SubjectiveTime,0
blood,blood,n,SenseObject,0
In,in,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,Specifiers,2
cold,cold,s,SenseProperty,0
retirement,retirement,c,Transformation,0
?,?,s,Question,0
--,--,s,,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,c,Uncertainty,1
!,!,n,,0
But,but,s,Resistance,0
if,if,s,Contingency,0
she,she,s,Contingency,1
have,have,s,,0
made,made,s,ReportingEvents,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
vow,vow,c,Intensity,0
",",",",s,,0
and,and,s,,0
keep,keep,s,TimeDuration,0
it,it,c,TimeDuration,1
!,!,n,,0
To,to,s,,0
find,find,s,Confidence,0
out,out,s,Confidence,1
such,such,s,Intensity,0
another,another,c,Specifiers,0
",",",",s,,0
and,and,s,,0
a,a,s,,0
Phaenix,phaenix,c,UNRECOGNIZED,0
",",",",n,,0
Is,is,s,Exceptions,0
but,but,s,Exceptions,1
an,an,s,,0
equal,equal,s,Comparison,0
labor,labor,c,AbstractConcepts,0
.,.,nn,Imperative,0
Save,save,s,Imperative,1
you,you,s,DirectAddress,0
Sir,sir,s,PersonProperty,0
Oliver,oliver,c,,0
;,;,s,,0
save,save,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
sweet,sweet,s,SenseProperty,0
Sir,sir,s,PersonProperty,0
Oliver,oliver,c,,0
.,.,nnn,,0
As,as,s,Comparison,0
much,much,s,Comparison,1
to,to,s,DirectAddress,0
you,you,s,DirectAddress,1
Sir,sir,c,PersonProperty,0
;,;,s,,0
kind,kind,s,Positivity,0
M,m,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
Rash,rash,c,Negativity,0
.,.,nnn,,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
bin,bin,s,SenseObject,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
Widow,widow,c,PersonProperty,0
;,;,s,,0
this,this,s,,0
melancholy,melancholy,s,Sad,0
Lady,lady,s,PersonProperty,0
already,already,c,Updates,0
.,.,s,Imperative,0
Give,give,s,Imperative,1
you,you,s,DirectAddress,0
much,much,s,Intensity,0
joy,joy,n,Positivity,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
fair,fair,s,StandardsPos,0
hopes,hopes,s,Positivity,0
Sir,sir,s,PersonProperty,0
Oliver,oliver,nnn,,0
As,as,s,Comparison,0
much,much,s,Comparison,1
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,c,SubjectivePercept,0
;,;,s,,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,s,SubjectivePercept,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
kind,kind,s,Positivity,0
M,m,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
Rash,rash,c,Negativity,0
.,.,nnn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
hope,hope,s,Positivity,0
as,as,s,Metadiscourse,0
much,much,s,Metadiscourse,1
as,as,s,Metadiscourse,2
I,i,s,Metadiscourse,3
can,can,c,Contingency,0
",",",",s,Concessive,0
though,though,s,Concessive,1
you,you,s,DirectAddress,0
be,be,s,DirectAddress,1
a,a,s,,0
Knight,knight,c,PersonProperty,0
;,;,s,,0
and,and,s,,0
I,i,s,FirstPer,0
but,but,s,Resistance,0
an,an,s,,0
honest,honest,n,StandardsPos,0
Citizen,citizen,c,CommonAuthorities,0
.,.,s,,0
A,a,s,,0
Mercer,mercer,c,PersonProperty,0
",",",",s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
Merchant,merchant,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
will,will,s,PredictedFuture,0
look,look,s,ReportingEvents,0
for,for,s,ReportingEvents,1
good,good,s,,0
Ware,ware,c,SenseObject,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
his,his,s,PersonPronoun,0
Money,money,nnn,AbstractConcepts,0
If,if,s,Contingency,0
he,he,s,Contingency,1
should,should,s,Contingency,2
enter,enter,s,ReportingEvents,0
now,now,c,Immediacy,0
?,?,s,Question,0
--,--,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
see,see,s,,0
the,the,s,Resistance,0
issue,issue,c,Resistance,1
.,.,nnn,,0
You,you,s,DirectAddress,0
know,know,s,DirectAddress,1
my,my,s,FirstPer,0
coming,coming,c,GenericEvents,0
:,:,s,,0
to,to,s,,0
speak,speak,s,SpaceRelation,0
with,with,s,SpaceRelation,1
your,your,s,DirectAddress,0
Lady,lady,c,PersonProperty,0
",",",",s,,0
M,m,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
William,william,c,PersonProperty,0
.,.,nnn,Resistance,0
But,but,s,Resistance,1
she,she,s,Updates,0
is,is,s,Updates,1
not,not,s,DenyDisclaim,0
at,at,s,GenericEvents,0
leisure,leisure,s,GenericEvents,1
to,to,s,,0
hear,hear,s,SpaceRelation,0
you,you,c,DirectAddress,0
.,.,nnn,,0
I,i,s,DirectAddress,0
hope,hope,s,DirectAddress,1
you,you,s,DirectAddress,2
do,do,s,Intensity,0
but,but,s,Resistance,0
jest,jest,c,Positivity,0
.,.,nnn,,0
Believe,believe,s,PrivateThinking,0
me,me,s,FirstPer,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
in,in,s,Disclosure,0
earnest,earnest,c,Disclosure,1
.,.,nnn,Resistance,0
But,but,c,Resistance,1
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
take,take,s,Responsibility,0
it,it,s,Responsibility,1
in,in,s,Disclosure,0
earnest,earnest,c,Disclosure,1
.,.,nnn,Resistance,0
But,but,s,Resistance,1
you,you,s,Insist,0
must,must,c,Insist,1
.,.,s,,0
--,--,s,,0
Then,then,s,Sequence,0
you,you,s,Sequence,1
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
Rash,rash,s,Negativity,0
indeed,indeed,s,Intensity,0
Sir,sir,c,PersonProperty,0
.,.,n,Concessive,0
Though,though,s,Concessive,1
you,you,s,DirectAddress,0
be,be,s,DirectAddress,1
a,a,s,,0
Citizen,citizen,c,CommonAuthorities,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
not,not,s,DenyDisclaim,0
free,free,s,StandardsPos,0
of,of,s,StandardsPos,1
this,this,s,,0
Hall,hall,c,SenseObject,0
",",",",n,,0
And,and,s,,0
therefore,therefore,s,ReasonForward,0
must,must,s,Insist,0
have,have,s,,0
no,no,s,DenyDisclaim,0
admittance,admittance,c,SceneShift,0
.,.,nn,Imperative,0
Give,give,s,Imperative,1
you,you,s,DirectAddress,0
much,much,s,Intensity,0
joy,joy,s,Positivity,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
fair,fair,s,StandardsPos,0
hopes,hopes,c,Positivity,0
.,.,nn,Sequence,0
Another,another,c,Sequence,1
?,?,nnn,Question,0
Save,save,s,DirectAddress,0
you,you,s,DirectAddress,1
Gentlemen,gentlemen,c,Positivity,0
:,:,s,Question,0
how,how,s,Question,1
is,is,s,Question,0
it,it,s,Question,1
M,m,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
Rash,rash,c,Negativity,0
?,?,nnn,Question,0
As,as,s,Metadiscourse,0
well,well,s,Metadiscourse,1
as,as,s,Metadiscourse,2
we,we,s,,0
may,may,c,Contingency,0
",",",",s,,0
M,m,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
Plush,plush,c,SenseProperty,0
.,.,nnn,,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
got,got,s,Sequence,0
the,the,s,Sequence,1
start,start,s,Sequence,2
of,of,s,,0
me,me,c,FirstPer,0
",",",",s,,0
I,i,s,Metadiscourse,0
see,see,s,Metadiscourse,1
that,that,s,Metadiscourse,2
Gentlemen,gentlemen,c,Positivity,0
.,.,s,,0
A,a,s,,0
Suit,suit,c,SenseObject,0
",",",",s,,0
brought,brought,s,ReportingEvents,0
me,me,s,FirstPer,0
home,home,n,SpaceRelation,0
this,this,s,Immediacy,0
morning,morning,c,Immediacy,1
",",",",s,,0
made,made,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
lie,lie,s,Motions,0
so,so,s,Intensity,0
much,much,s,Intensity,1
the,the,s,,0
longer,longer,c,Comparison,0
:,:,s,,0
but,but,c,Resistance,0
",",",",s,Resistance,1
my,my,s,FirstPer,0
Tailors,tailors,s,PersonProperty,0
long,long,s,SenseProperty,0
Bill,bill,c,SenseProperty,1
",",",",s,,0
like,like,s,Resemblances,0
a,a,n,Resemblances,1
Woodcock,woodcock,c,SenseObject,0
",",",",s,,0
as,as,s,TimeDuration,0
he,he,s,TimeDuration,1
is,is,c,TimeDuration,2
",",",",s,,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
so,so,s,Intensity,0
much,much,s,Intensity,1
the,the,s,Comparison,0
longer,longer,s,Comparison,1
a,a,s,Comparison,2
paying,paying,c,ReportingEvents,0
.,.,s,,0
--,--,s,,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
been,been,n,ProjectBack,0
within,within,nnn,,0
In,in,s,TimeDuration,0
our,our,s,TimeDuration,1
time,time,s,TimeDuration,2
Sir,sir,c,PersonProperty,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
mean,mean,c,SelfDisclosure,1
",",",",s,,0
this,this,s,Immediacy,0
morning,morning,c,Immediacy,1
.,.,nnn,Resistance,0
But,but,s,Resistance,1
--,--,s,,0
the,the,s,PersonProperty,0
Lady,lady,s,PersonProperty,1
means,means,s,AbstractConcepts,0
no,no,s,DenyDisclaim,0
such,such,s,DenyDisclaim,1
thing,thing,s,DenyDisclaim,2
Sir,sir,c,PersonProperty,0
.,.,nnn,,0
We,we,s,,0
heard,heard,s,Updates,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
Worships,worships,s,Positivity,0
new,new,s,,0
Suit,suit,c,SenseObject,0
",",",",s,,0
and,and,s,,0
would,would,s,Contingency,0
not,not,s,Contingency,1
go,go,s,SceneShift,0
in,in,s,SceneShift,1
before,before,s,Sequence,0
it,it,c,Sequence,1
.,.,nnn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
lead,lead,s,StandardsPos,0
the,the,s,StandardsPos,1
way,way,s,StandardsPos,2
then,then,c,TimeShift,0
.,.,nn,TimeShift,1
M,m,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
William,william,c,PersonProperty,0
?,?,s,Question,0
good,good,s,OralCues,0
morrow,morrow,s,OralCues,1
good,good,s,OralCues,0
morrow,morrow,s,OralCues,1
sweet,sweet,s,SenseProperty,0
M,m,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
William,william,c,PersonProperty,0
.,.,nnn,,0
That,that,s,,0
sweet,sweet,c,SenseProperty,0
",",",",s,,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
sweetest,sweetest,s,Positivity,0
self,self,s,SubjectivePercept,0
Sir,sir,c,PersonProperty,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
where,where,s,Question,0
is,is,s,Question,1
thy,thy,s,DirectAddress,0
Lady,lady,c,PersonProperty,0
?,?,s,Question,0
--,--,s,,0
You,you,s,DirectAddress,0
see,see,c,DirectAddress,1
",",",",s,DirectAddress,2
we,we,s,Metadiscourse,0
come,come,c,Metadiscourse,1
",",",",s,,0
to,to,s,,0
come,come,s,ReportingEvents,0
to,to,s,PersonPronoun,0
her,her,c,PersonPronoun,1
.,.,s,,0
--,--,nnn,,0
By,by,s,DirectAddress,0
your,your,s,DirectAddress,1
favor,favor,s,Positivity,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
too,too,s,,0
hasty,hasty,c,SubjectiveTime,0
.,.,nnn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
thy,thy,s,DirectAddress,0
Lady,lady,s,PersonProperty,0
up,up,s,,0
yet,yet,c,Resistance,0
?,?,nnn,Question,0
Why,why,c,Question,0
",",",",s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
mean,mean,s,ProjectAhead,0
to,to,s,ProjectAhead,1
take,take,s,Motions,0
her,her,s,Motions,1
down,down,s,Motions,2
Sir,sir,c,PersonProperty,0
?,?,s,Question,0
--,--,s,,0
Buy,buy,s,ReportingEvents,0
Sir,sir,c,PersonProperty,0
.,.,nnn,,0
This,this,s,,0
Fellow's,fellow's,s,PersonProperty,0
saucy,saucy,c,SenseProperty,0
.,.,nnn,,0
Minds,minds,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
your,your,s,DirectAddress,0
Worships,worships,s,Positivity,0
new,new,s,,0
Suit,suit,s,SenseObject,0
Sir,sir,c,PersonProperty,0
.,.,s,,0
--,--,s,,0
But,but,s,Resistance,0
we,we,s,Insist,0
must,must,s,Insist,1
be,be,s,Insist,2
content,content,c,AbstractConcepts,0
.,.,nnn,,0
We,we,s,,0
may,may,s,Contingency,0
be,be,s,Contingency,1
patient,patient,s,PersonProperty,0
Sir,sir,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
not,not,s,DenyDisclaim,0
content,content,c,AbstractConcepts,0
;,;,s,,0
for,for,s,DenyDisclaim,0
nothing,nothing,s,DenyDisclaim,1
contents,contents,s,AbstractConcepts,0
me,me,c,FirstPer,0
",",",",s,Resistance,0
but,but,s,Resistance,1
the,the,s,PersonProperty,0
Lady,lady,c,PersonProperty,1
.,.,nnn,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
me,me,c,FirstPer,0
",",",",s,Resistance,0
but,but,s,Resistance,1
that,that,s,Resistance,2
beautiful,beautiful,s,StandardsPos,0
Lady,lady,c,PersonProperty,0
.,.,nnn,Question,0
Who,who,s,Question,1
have,have,s,Question,0
we,we,s,Question,1
here,here,c,SpaceRelation,0
?,?,s,Question,0
Sweet,sweet,s,SenseProperty,0
and,and,s,,0
soft,soft,c,SenseProperty,0
",",",",s,,0
M,m,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
Plush,plush,c,SenseProperty,0
.,.,s,,0
M,m,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
Rash,rash,c,Negativity,0
!,!,s,,0
--,--,s,,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
be,be,s,ReportingStates,0
so,so,s,Intensity,0
bold,bold,s,Intensity,1
as,as,n,,0
embrace,embrace,s,Positivity,0
you,you,s,DirectAddress,0
too,too,c,DirectAddress,1
.,.,s,,0
--,--,s,,0
But,but,s,Resistance,0
my,my,s,FirstPer,0
Noble,noble,s,StandardsPos,0
Sir,sir,c,PersonProperty,0
.,.,s,,0
My,my,s,FirstPer,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
of,of,s,,0
a,a,s,,0
thousand,thousand,s,Numbers,0
per,per,s,RecurringEvents,0
annum,annum,nnn,RecurringEvents,1
Why,why,c,Question,0
",",",",s,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
be,be,s,Contingency,2
a,a,s,,0
Knight,knight,c,PersonProperty,0
",",",",s,,0
an,an,s,,0
I,i,s,FirstPer,0
lust,lust,s,Intensity,0
Sir,sir,c,PersonProperty,0
.,.,nnn,,0
An,an,s,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
be,be,s,Contingency,2
a,a,s,,0
Knight,knight,c,PersonProperty,0
",",",",s,,0
an,an,s,,0
I,i,s,FirstPer,0
lust,lust,s,Intensity,0
Sir,sir,c,PersonProperty,0
.,.,nnn,,0
Dubd,dubd,c,UNRECOGNIZED,0
",",",",s,,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
City,city,s,CommonAuthorities,0
Dagger,dagger,c,SenseObject,0
.,.,s,,0
--,--,s,,0
Then,then,s,,0
Rash,rash,c,Negativity,0
",",",",s,,0
would,would,s,Contingency,0
be,be,s,Contingency,1
