NOctem,noctem,s,UNRECOGNIZED,0
good,good,s,,0
face,face,s,SenseObject,0
on,on,s,SpaceRelation,0
it,it,c,SpaceRelation,1
",",",",s,,0
as,as,s,SubjectivePercept,0
though,though,s,SubjectivePercept,1
what,what,s,,0
I,i,s,Autobio,0
had,had,s,Autobio,1
talked,talked,s,SubjectivePercept,0
idly,idly,s,SubjectivePercept,1
all,all,n,Generalization,0
this,this,s,Generalization,1
while,while,c,TimeDuration,0
",",",",s,,0
were,were,s,ProjectBack,0
my,my,s,FirstPer,0
part,part,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
So,so,s,ReasonForward,0
it,it,s,ReasonForward,1
is,is,c,ReasonForward,2
",",",",s,,0
boni,boni,s,UNRECOGNIZED,0
viri,viri,c,UNRECOGNIZED,0
",",",",s,,0
that,that,s,Specifiers,0
one,one,s,Specifiers,1
fool,fool,s,Negativity,0
presents,presents,s,,0
another,another,c,Specifiers,0
;,;,n,,0
and,and,s,,0
I,i,s,FirstPer,0
a,a,s,Negativity,0
fool,fool,s,Negativity,1
by,by,s,Specifiers,0
nature,nature,c,Specifiers,1
",",",",s,,0
and,and,s,,0
by,by,s,,0
art,art,c,AbstractConcepts,0
",",",",s,,0
do,do,s,Intensity,0
speak,speak,s,ReportingEvents,0
to,to,s,ReportingEvents,1
you,you,s,DirectAddress,0
in,in,s,,0
the,the,s,PersonProperty,0
person,person,s,PersonProperty,1
of,of,s,PersonProperty,2
the,the,n,,0
Idiot,idiot,s,Anger,0
our,our,s,Inclusive,0
Playmaker,playmaker,c,UNRECOGNIZED,0
.,.,s,,0
He,he,s,PersonPronoun,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Foppe,foppe,s,UNRECOGNIZED,0
and,and,s,,0
an,an,s,,0
Ass,ass,c,Negativity,0
",",",",s,,0
must,must,s,Insist,0
be,be,s,ReportingStates,0
making,making,s,SubjectivePercept,0
himself,himself,s,SubjectivePercept,1
a,a,n,CommonAuthorities,0
public,public,s,CommonAuthorities,1
laughing,laughing,s,Negative_Relation,0
stock,stock,c,Negative_Relation,1
",",",",s,,0
and,and,s,,0
have,have,s,,0
no,no,s,DenyDisclaim,0
thank,thank,s,Acknowledge,0
for,for,s,,0
his,his,s,PersonPronoun,0
labor,labor,c,AbstractConcepts,0
;,;,s,,0
where,where,s,,0
other,other,n,Specifiers,0
Magisterij,magisterij,c,UNRECOGNIZED,0
",",",",s,,0
whose,whose,s,PersonPronoun,0
invention,invention,s,StandardsPos,0
is,is,s,ReportingStates,0
far,far,s,Intensity,0
more,more,s,Intensity,1
exquisite,exquisite,c,StandardsPos,0
",",",",s,,0
are,are,s,Positivity,0
content,content,s,Positivity,1
to,to,s,Positivity,2
sit,sit,s,SenseProperty,0
still,still,c,Updates,0
",",",",n,,0
and,and,s,,0
do,do,s,DenyDisclaim,0
nothing,nothing,c,DenyDisclaim,1
.,.,s,,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
show,show,s,Metadiscourse,2
you,you,s,DirectAddress,0
what,what,s,,0
a,a,s,,0
scuruy,scuruy,s,UNRECOGNIZED,0
Prologue,prologue,s,Sequence,0
he,he,s,ProjectBack,0
had,had,s,ProjectBack,1
made,made,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
in,in,s,,0
an,an,s,,0
old,old,n,SenseProperty,0
vain,vain,s,Negativity,0
of,of,s,,0
similitudes,similitudes,c,UNRECOGNIZED,0
:,:,s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
be,be,s,DirectAddress,1
good,good,s,,0
fellows,fellows,c,PersonProperty,0
",",",",s,,0
give,give,s,ReportingEvents,0
it,it,s,ReportingEvents,1
the,the,s,GenericEvents,0
hearing,hearing,c,GenericEvents,1
",",",",s,,0
that,that,s,DirectAddress,0
you,you,n,DirectAddress,1
may,may,s,Contingency,0
judge,judge,s,Contingency,1
of,of,s,,0
him,him,s,PersonPronoun,0
thereafter,thereafter,nn,ProjectAhead,0
The,the,s,Sequence,0
Prologue,prologue,c,Sequence,1
.,.,nn,,0
AT,at,s,SpaceRelation,0
a,a,s,SpaceRelation,1
solemn,solemn,s,Intensity,0
feast,feast,s,SenseObject,0
of,of,s,,0
the,the,s,,0
Triumuiri,triumuiri,s,UNRECOGNIZED,0
in,in,s,,0
Rome,rome,c,,0
",",",",s,,0
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
seen,seen,s,SpaceRelation,0
and,and,s,,0
observed,observed,c,ReportingStates,0
",",",",s,ReportingStates,1
that,that,n,,0
the,the,s,SenseObject,0
birds,birds,s,SenseObject,1
ceased,ceased,s,ReportingEvents,0
to,to,s,,0
sing,sing,c,Motions,0
",",",",s,,0
and,and,s,,0
sat,sat,s,ReportingEvents,0
solitary,solitary,s,SpaceRelation,0
on,on,s,SpaceRelation,0
the,the,s,SpaceRelation,1
house,house,s,SpaceRelation,2
tops,tops,c,SenseObject,0
",",",",s,,0
by,by,s,ReasonForward,0
reason,reason,s,ReasonForward,1
of,of,n,ReasonForward,2
the,the,s,SpaceRelation,0
sight,sight,s,SpaceRelation,1
of,of,s,SpaceRelation,2
a,a,s,SenseProperty,0
painted,painted,s,SenseProperty,1
Serpent,serpent,s,SenseObject,0
set,set,s,ReportingEvents,0
openly,openly,s,Disclosure,0
to,to,s,,0
view,view,c,SenseProperty,0
.,.,s,ReasonForward,0
So,so,s,ReasonForward,1
fares,fares,s,SubjectivePercept,0
it,it,s,,0
with,with,s,Inclusive,0
us,us,s,Inclusive,1
nouices,nouices,c,UNRECOGNIZED,0
",",",",n,,0
that,that,s,,0
here,here,s,SpaceRelation,0
betray,betray,s,Negative_Relation,0
our,our,s,Inclusive,0
imperfections,imperfections,c,StandardsNeg,0
:,:,s,,0
we,we,c,,0
",",",",s,,0
afraid,afraid,s,Fear,0
to,to,s,Fear,1
look,look,s,SpaceRelation,0
on,on,s,SpaceRelation,1
the,the,s,SpaceRelation,2
imaginary,imaginary,n,PrivateThinking,0
serpent,serpent,s,SenseObject,0
of,of,s,,0
Envy,envy,c,Negative_Relation,0
",",",",s,,0
painted,painted,s,ReportingEvents,0
in,in,s,,0
men's,men's,s,PersonProperty,0
affections,affections,c,Positivity,0
",",",",s,,0
have,have,s,,0
ceased,ceased,s,ReportingEvents,0
to,to,s,,0
tune,tune,s,SenseProperty,0
any,any,s,,0
music,music,s,SenseProperty,0
of,of,n,SenseProperty,1
mirth,mirth,s,Positivity,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
ears,ears,s,SenseObject,0
this,this,s,,0
tweluemonth,tweluemonth,c,UNRECOGNIZED,0
",",",",s,,0
thinking,thinking,c,PrivateThinking,0
",",",",s,,0
that,that,s,,0
as,as,s,ReasonBackward,0
it,it,s,ReasonBackward,1
is,is,s,ReasonBackward,2
the,the,s,Specifiers,0
nature,nature,s,Specifiers,1
of,of,s,Specifiers,2
the,the,n,SenseObject,0
serpent,serpent,s,SenseObject,1
to,to,s,,0
hiss,hiss,c,SenseProperty,0
:,:,s,,0
so,so,s,,0
childhood,childhood,s,Biographical_Time,0
and,and,s,,0
ignorance,ignorance,s,StandardsNeg,0
would,would,s,ProjectBack,0
play,play,s,ReportingEvents,0
the,the,s,,0
goslings,goslings,c,SenseObject,0
",",",",n,,0
contemning,contemning,c,Negativity,0
",",",",s,,0
and,and,s,,0
condemning,condemning,s,Negative_Relation,0
what,what,s,,0
they,they,s,,0
understood,understood,s,PrivateThinking,0
not,not,c,DenyDisclaim,0
.,.,s,,0
Their,their,s,PersonPronoun,0
censures,censures,s,UNRECOGNIZED,0
we,we,s,,0
wey,wey,s,UNRECOGNIZED,0
not,not,c,DenyDisclaim,0
",",",",n,,0
whose,whose,s,PersonPronoun,0
senses,senses,s,AbstractConcepts,0
are,are,s,Updates,0
not,not,s,Updates,1
yet,yet,s,Updates,2
vnswadled,vnswadled,c,UNRECOGNIZED,0
.,.,s,SubjectivePercept,0
The,the,s,SubjectivePercept,1
little,little,s,SubjectivePercept,2
minutes,minutes,s,,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
continually,continually,n,RecurringEvents,0
striking,striking,c,Intensity,0
",",",",s,Concessive,0
though,though,s,Concessive,1
no,no,s,DenyDisclaim,0
man,man,s,DenyDisclaim,1
regard,regard,s,PrivateThinking,0
them,them,c,PrivateThinking,1
.,.,s,,0
Whelps,whelps,s,SenseObject,0
will,will,s,PredictedFuture,0
bark,bark,c,SenseObject,0
",",",",s,,0
before,before,s,Sequence,0
they,they,s,Sequence,1
can,can,s,Contingency,0
see,see,c,,0
",",",",n,,0
and,and,s,,0
strive,strive,s,ProjectAhead,0
to,to,s,ProjectAhead,1
byte,byte,c,AbstractConcepts,0
",",",",s,,0
before,before,s,Sequence,0
they,they,s,Sequence,1
have,have,s,,0
teeth,teeth,c,SenseObject,0
.,.,s,,0
Politianus,politianus,s,UNRECOGNIZED,0
speaks,speaks,s,Citations,0
of,of,s,Citations,1
a,a,s,Negativity,0
beast,beast,c,Negativity,1
",",",",n,,0
who,who,c,,0
",",",",s,,0
while,while,s,TimeDuration,0
he,he,s,TimeDuration,1
is,is,s,TimeDuration,2
cut,cut,s,Negativity,0
on,on,s,Negativity,1
the,the,s,SenseObject,0
table,table,c,SenseObject,1
",",",",s,,0
drinks,drinks,c,Motions,0
",",",",s,,0
and,and,s,,0
represents,represents,s,ReportingEvents,0
the,the,s,ReportingEvents,1
motions,motions,s,Motions,0
and,and,n,,0
voices,voices,s,SenseProperty,0
of,of,s,SenseProperty,1
a,a,s,Immediacy,0
living,living,s,Immediacy,1
creature,creature,c,SenseObject,0
.,.,s,ReasonForward,0
Such,such,s,ReasonForward,1
like,like,s,SubjectivePercept,0
foolish,foolish,s,Negativity,0
beasts,beasts,s,Negativity,0
are,are,s,Question,0
we,we,c,Question,1
",",",",s,,0
who,who,c,,0
",",",",s,,0
whilst,whilst,s,TimeDuration,0
we,we,n,ReportingStates,0
are,are,s,ReportingStates,1
cut,cut,c,ReportingStates,0
",",",",s,ReportingStates,1
mocked,mocked,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
flowted,flowted,s,UNRECOGNIZED,0
at,at,c,,0
",",",",s,,0
in,in,s,,0
every,every,s,Generalization,0
man's,man's,s,PersonProperty,0
common,common,s,CommonAuthorities,0
talk,talk,c,CommonAuthorities,1
",",",",s,,0
will,will,n,PredictedFuture,0
notwithstanding,notwithstanding,s,Resistance,0
proceed,proceed,s,Sequence,0
to,to,s,Sequence,1
shame,shame,s,StandardsNeg,0
our,our,s,Inclusive,0
selves,selves,c,SubjectivePercept,0
",",",",s,,0
to,to,s,,0
make,make,s,SubjectivePercept,0
sport,sport,c,SubjectivePercept,1
.,.,s,,0
No,no,s,DenyDisclaim,0
man,man,s,DenyDisclaim,1
pleases,pleases,n,Positivity,0
all,all,c,,0
",",",",s,,0
we,we,s,,0
seek,seek,s,ProjectAhead,0
to,to,s,ProjectAhead,1
please,please,s,Positivity,0
one,one,c,Numbers,0
.,.,s,,0
Didymus,didymus,s,UNRECOGNIZED,0
wrote,wrote,s,Biographical_Time,0
four,four,s,Biographical_Time,1
thousand,thousand,s,Numbers,0
books,books,c,SenseObject,0
",",",",s,,0
or,or,s,,0
as,as,s,Comparison,0
some,some,n,Comparison,1
say,say,c,Citations,0
",",",",s,,0
six,six,s,Numbers,0
thousand,thousand,c,Numbers,1
",",",",s,,0
of,of,s,,0
the,the,s,StandardsPos,0
art,art,s,StandardsPos,1
of,of,s,StandardsPos,2
Grammar,grammar,c,LangRef,0
.,.,s,,0
Our,our,s,Inclusive,0
Author,author,s,CommunicatorRole,0
hopes,hopes,c,Positivity,0
",",",",s,,0
it,it,s,Contingency,0
may,may,s,Contingency,1
be,be,s,Contingency,2
as,as,n,,0
lawful,lawful,s,StandardsPos,0
for,for,s,SubjectivePercept,0
him,him,s,SubjectivePercept,1
to,to,s,,0
write,write,s,ReportingEvents,0
a,a,s,ReportingEvents,1
thousand,thousand,s,Numbers,0
lines,lines,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
as,as,s,,0
light,light,s,ReportingEvents,0
a,a,s,ReportingEvents,1
subject,subject,c,LangRef,0
.,.,s,,0
Socrates,socrates,s,,0
(,(,c,,0
whom,whom,n,PersonProperty,0
the,the,s,PersonProperty,1
Oracle,oracle,s,ProjectAhead,0
pronounced,pronounced,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
wisest,wisest,s,StandardsPos,0
man,man,s,PersonProperty,0
of,of,s,PersonProperty,1
Greece,greece,c,,0
),),s,,0
sometimes,sometimes,s,Contingency,0
daunced,daunced,c,UNRECOGNIZED,0
.,.,s,,0
Scipio,scipio,s,UNRECOGNIZED,0
and,and,n,,0
Lelius,lelius,s,UNRECOGNIZED,0
by,by,s,,0
the,the,s,,0
seaside,seaside,s,SenseObject,0
played,played,s,SubjectivePercept,0
at,at,s,SubjectivePercept,1
peeble-stone,peeble-stone,c,UNRECOGNIZED,0
.,.,s,,0
Semel,semel,s,UNRECOGNIZED,0
insaniuimus,insaniuimus,s,UNRECOGNIZED,0
omnes,omnes,c,,0
.,.,s,,0
Every,every,n,Inclusive,0
man,man,s,Inclusive,1
cannot,cannot,c,DenyDisclaim,0
",",",",s,,0
with,with,s,,0
Archimedes,archimedes,c,,0
",",",",s,,0
make,make,s,ReportingEvents,0
a,a,s,,0
heaven,heaven,s,Positivity,0
of,of,s,,0
brass,brass,c,SenseObject,0
",",",",s,,0
or,or,s,,0
dig,dig,s,Motions,0
gold,gold,s,SenseObject,0
out,out,s,,0
of,of,s,,0
the,the,n,SenseObject,0
iron,iron,s,SenseObject,1
mines,mines,s,SenseObject,0
of,of,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
law,law,c,CommonAuthorities,2
.,.,s,ReasonForward,0
Such,such,s,ReasonForward,1
odd,odd,s,SubjectivePercept,0
trifles,trifles,c,SenseObject,0
",",",",s,,0
as,as,s,,0
Mathematicians,mathematicians,s,PersonProperty,0
experiments,experiments,s,Curiosity,0
be,be,c,ReportingStates,0
",",",",n,,0
Artificial,artificial,s,SubjectivePercept,0
flies,flies,s,SceneShift,0
to,to,s,SceneShift,1
hang,hang,s,SpaceRelation,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
air,air,s,SpaceRelation,2
by,by,s,SpaceRelation,0
themselves,themselves,c,SpaceRelation,1
",",",",s,,0
daunsing,daunsing,s,UNRECOGNIZED,0
balls,balls,c,SenseObject,0
",",",",s,,0
an,an,n,,0
egge-shell,egge-shell,s,UNRECOGNIZED,0
that,that,s,,0
shall,shall,s,ProjectAhead,0
clyme,clyme,s,UNRECOGNIZED,0
up,up,s,SpaceRelation,0
to,to,s,SpaceRelation,1
the,the,s,SpaceRelation,2
top,top,s,SpaceRelation,0
of,of,s,SpaceRelation,1
a,a,s,,0
spear,spear,c,SenseObject,0
",",",",s,,0
fiery,fiery,s,SenseProperty,0
breathing,breathing,s,Motions,0
goares,goares,c,UNRECOGNIZED,0
",",",",n,,0
Poetae,poetae,s,UNRECOGNIZED,0
noster,noster,s,UNRECOGNIZED,0
professes,professes,s,Citations,0
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
make,make,c,ReportingEvents,0
.,.,s,,0
Placeat,placeat,s,UNRECOGNIZED,0
sibi,sibi,s,UNRECOGNIZED,0
quisque,quisque,s,UNRECOGNIZED,0
heebit,heebit,c,UNRECOGNIZED,0
.,.,s,Question,0
What,what,s,Question,1
Is,is,s,Question,2
a,a,n,Negativity,0
fool,fool,s,Negativity,1
but,but,s,Resistance,0
his,his,s,PersonPronoun,0
babble,babble,c,SenseProperty,0
?,?,s,Question,0
Deep,deep,s,AbstractConcepts,0
reaching,reaching,s,ReportingEvents,0
wits,wits,c,StandardsPos,0
",",",",s,,0
here,here,s,Immediacy,0
is,is,s,Immediacy,1
no,no,s,DenyDisclaim,0
deep,deep,s,AbstractConcepts,0
stream,stream,s,SenseObject,0
for,for,s,DirectAddress,0
you,you,s,DirectAddress,1
to,to,n,DirectAddress,2
angle,angle,s,,0
in,in,c,,0
.,.,s,,0
Moralizers,moralizers,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
that,that,s,,0
wrest,wrest,s,Resistance,0
a,a,s,Resistance,1
never,never,s,DenyDisclaim,0
meant,meant,s,SubjectivePercept,0
meaning,meaning,c,LangRef,0
",",",",s,,0
out,out,s,,0
of,of,s,,0
every,every,s,Generalization,0
thing,thing,c,Generalization,1
",",",",n,,0
applying,applying,s,ReportingEvents,0
all,all,s,SubjectivePercept,0
things,things,s,SubjectivePercept,1
to,to,s,TimeShift,0
the,the,s,TimeShift,1
present,present,s,TimeShift,2
time,time,c,,0
",",",",s,,0
keep,keep,s,DirectAddress,0
your,your,s,DirectAddress,1
attention,attention,s,SubjectivePercept,0
for,for,s,,0
the,the,s,Inclusive,0
common,common,n,Inclusive,1
Stage,stage,c,SenseObject,0
:,:,s,,0
for,for,s,,0
here,here,s,SpaceRelation,0
are,are,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
quips,quips,s,Positivity,0
in,in,s,,0
Characters,characters,s,PersonProperty,0
for,for,s,DirectAddress,0
you,you,s,DirectAddress,1
to,to,s,DirectAddress,2
read,read,c,ReportingStates,0
.,.,s,ReportingStates,1
Vain,vain,s,Negativity,0
glozers,glozers,c,UNRECOGNIZED,0
",",",",n,,0
gather,gather,s,ReportingEvents,0
what,what,s,DirectAddress,0
you,you,s,DirectAddress,1
will,will,c,DirectAddress,2
.,.,s,,0
Spite,spite,c,Negative_Relation,0
",",",",s,,0
spell,spell,s,ReportingEvents,0
backwards,backwards,c,SpaceRelation,0
",",",",s,,0
what,what,s,,0
thou,thou,s,DirectAddress,0
can,can,c,Contingency,0
.,.,s,Contingency,1
As,as,s,,0
the,the,s,,0
Parthians,parthians,n,UNRECOGNIZED,0
fight,fight,c,Resistance,0
",",",",s,,0
flying,flying,s,Motions,0
away,away,c,,0
:,:,s,,0
so,so,s,PredictedFuture,0
will,will,s,PredictedFuture,1
we,we,s,,0
prate,prate,s,Negativity,0
and,and,s,,0
talk,talk,c,ReportingEvents,0
",",",",s,Resistance,0
but,but,s,Resistance,1
stand,stand,s,ProjectAhead,0
to,to,s,ProjectAhead,1
nothing,nothing,s,DenyDisclaim,0
that,that,s,Inclusive,0
we,we,n,Inclusive,1
say,say,nn,Citations,0
How,how,s,DirectAddress,0
say,say,s,DirectAddress,1
you,you,c,DirectAddress,2
",",",",s,,0
my,my,s,FirstPer,0
masters,masters,c,StandardsPos,0
",",",",s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
not,not,s,DenyDisclaim,0
laugh,laugh,s,SubjectivePercept,0
at,at,s,SubjectivePercept,1
him,him,s,SubjectivePercept,2
for,for,s,,0
a,a,s,,0
Coxcombe,coxcombe,c,UNRECOGNIZED,0
?,?,s,Question,0
Why,why,c,Question,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
has,has,n,Neutral_Attribution,1
made,made,s,ReportingEvents,0
a,a,s,Sequence,0
Prologue,prologue,s,Sequence,1
longer,longer,s,Comparison,0
then,then,s,,0
his,his,s,PersonPronoun,0
Play,play,c,ReportingEvents,0
:,:,s,,0
nay,nay,c,OralCues,0
",",",",s,,0
it,it,s,,0
is,is,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
Play,play,s,ReportingEvents,0
neither,neither,c,DenyDisclaim,0
",",",",s,Resistance,0
but,but,s,Resistance,1
a,a,s,SenseObject,0
show,show,c,SenseObject,1
.,.,n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
sworn,sworn,c,CommonAuthorities,0
",",",",s,,0
the,the,s,,0
sigge,sigge,s,UNRECOGNIZED,0
of,of,s,,0
Rowlands,rowlands,s,UNRECOGNIZED,0
God-sonne,god-sonne,c,UNRECOGNIZED,0
",",",",s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
Giant,giant,s,SenseObject,0
in,in,s,,0
comparison,comparison,s,Comparison,0
of,of,s,,0
it,it,c,,0
.,.,n,Question,0
What,what,s,Question,1
can,can,s,Contingency,0
be,be,s,Contingency,1
made,made,s,Specifiers,0
of,of,s,Specifiers,1
Summers,summers,s,TimeDuration,0
last,last,s,AbstractConcepts,0
will,will,s,AbstractConcepts,1
and,and,s,AbstractConcepts,2
Testament,testament,c,AbstractConcepts,3
?,?,s,Question,0
Such,such,s,Intensity,0
another,another,s,Metadiscourse,0
thing,thing,c,Metadiscourse,1
",",",",s,,0
as,as,n,,0
Cyllian,cyllian,s,UNRECOGNIZED,0
of,of,s,,0
Braynfords,braynfords,s,UNRECOGNIZED,0
will,will,c,PredictedFuture,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
she,she,s,PersonPronoun,0
bequeathed,bequeathed,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
score,score,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
farts,farts,s,Motions,0
amongst,amongst,s,SpaceRelation,0
her,her,n,PersonPronoun,0
friends,friends,c,StandardsPos,0
.,.,s,,0
Forsooth,forsooth,c,OralCues,0
",",",",s,,0
because,because,s,ReasonBackward,0
the,the,s,ReasonBackward,1
plague,plague,s,Negativity,0
reigns,reigns,s,CommonAuthorities,0
in,in,s,,0
most,most,s,Comparison,0
places,places,s,SpaceRelation,0
in,in,s,,0
this,this,s,,0
latter,latter,s,AbstractConcepts,0
end,end,n,TimeShift,0
of,of,s,TimeShift,1
summer,summer,c,TimeDuration,0
",",",",s,,0
Summer,summer,s,TimeDuration,0
must,must,s,Insist,0
