INstruct,instruct,s,ReportingEvents,0
it,it,c,,0
:,:,s,,0
Love,love,n,Positivity,0
That,that,s,,0
shall,shall,s,ProjectAhead,0
delight,delight,s,Positivity,0
our,our,s,Inclusive,0
bloods,bloods,s,AbstractConcepts,0
as,as,s,Metadiscourse,0
well,well,s,Metadiscourse,1
as,as,s,Metadiscourse,2
Fancies,fancies,c,PrivateThinking,0
.,.,s,,0
--,--,n,,0
But,but,s,Resistance,0
stay,stay,c,TimeDuration,0
:,:,s,,0
Is,is,s,ReportingStates,0
this,this,s,,0
Lysander,lysander,c,UNRECOGNIZED,0
?,?,s,Question,0
No,no,c,OralCues,0
",",",",s,OralCues,1
some,some,s,Uncertainty,0
Feind,feind,c,UNRECOGNIZED,0
",",",",n,,0
Some,some,s,Uncertainty,0
false,false,s,StandardsNeg,0
malicious,malicious,s,StandardsNeg,0
spirit,spirit,s,SubjectivePercept,0
crept,crept,s,ReportingEvents,0
within,within,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
",",",",n,,0
To,to,s,,0
poison,poison,s,StandardsNeg,0
all,all,s,Generalization,0
my,my,s,Generalization,1
Faith,faith,c,StandardsPos,0
.,.,s,,0
Methinks,methinks,n,SelfDisclosure,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
too,too,s,SelfDisclosure,2
earthy,earthy,c,PersonProperty,0
;,;,s,,0
and,and,n,,0
I,i,s,SelfDisclosure,0
feel,feel,s,SelfDisclosure,1
my,my,s,FirstPer,0
clogged,clogged,s,Negativity,0
thoughts,thoughts,s,PrivateThinking,0
grovelling,grovelling,n,Negative_Relation,0
To,to,s,,0
baseness,baseness,c,Negativity,0
.,.,s,,0
O,o,s,LangRef,0
my,my,s,FirstPer,0
Theocles,theocles,c,UNRECOGNIZED,0
!,!,n,,0
Pardon,pardon,s,DirectAddress,0
me,me,s,DirectAddress,1
friend,friend,c,StandardsPos,0
;,;,s,,0
when,when,s,Autobio,0
I,i,s,Autobio,1
forget,forget,s,Negativity,0
that,that,s,Negativity,1
name,name,c,LangRef,0
",",",",n,Question,0
May,may,s,Question,1
I,i,s,Question,2
be-miserable,be-miserable,c,UNRECOGNIZED,0
;,;,s,,0
nay,nay,s,OralCues,0
I,i,s,Insist,0
need,need,s,Insist,1
not,not,s,Insist,2
wish,wish,s,SubjectivePercept,0
it,it,c,,0
",",",",s,ReasonForward,0
for,for,n,ReasonForward,1
It,it,s,ReasonForward,2
Is,is,s,ReasonForward,3
implied,implied,s,ReportingEvents,0
in,in,s,Specifiers,0
that,that,c,Specifiers,1
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
well,well,n,Contingency,1
Now,now,s,Immediacy,0
save,save,s,StandardsPos,0
my,my,s,FirstPer,0
curse,curse,c,Negativity,0
.,.,nn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
here,here,s,DirectAddress,0
is,is,s,DirectAddress,1
a,a,s,DirectAddress,2
Messenger,messenger,n,PersonProperty,0
With,with,s,,0
commendations,commendations,s,StandardsPos,0
from,from,s,,0
Artemone,artemone,c,UNRECOGNIZED,0
.,.,nn,,0
That,that,s,,0
Name,name,s,LangRef,0
again,again,s,RecurringEvents,0
confounds,confounds,s,Negativity,0
me,me,c,FirstPer,0
",",",",n,,0
Startles,startles,s,Immediacy,0
all,all,s,Generalization,0
my,my,s,Generalization,1
Loyal,loyal,s,StandardsPos,0
thoughts,thoughts,c,PrivateThinking,0
",",",",n,,0
And,and,s,,0
shakes,shakes,s,Motions,0
my,my,s,FirstPer,0
yielding,yielding,s,ReportingEvents,0
Virtue,virtue,n,StandardsPos,0
To,to,s,,0
a,a,s,,0
weak,weak,s,Negativity,0
coldness,coldness,c,SenseProperty,0
.,.,s,,0
Can,can,s,Contingency,0
I,i,s,FirstPer,0
part,part,s,SceneShift,0
with,with,s,SceneShift,1
thee,thee,n,DirectAddress,0
My,my,s,FirstPer,0
Artemone,artemone,c,UNRECOGNIZED,0
?,?,s,Question,0
No,no,c,DenyDisclaim,0
;,;,s,,0
thee,thee,s,DirectAddress,0
Theocles,theocles,c,UNRECOGNIZED,0
?,?,n,Question,0
O,o,s,LangRef,0
my,my,s,FirstPer,0
distracted,distracted,s,Negativity,0
heart,heart,c,SenseObject,0
!,!,s,,0
methinks,methinks,s,SelfDisclosure,0
I,i,s,SelfDisclosure,0
feel,feel,n,SelfDisclosure,1
The,the,s,,0
Nerves,nerves,s,SenseObject,0
by,by,s,,0
several,several,s,Specifiers,0
Engines,engines,c,SenseObject,0
",",",",s,,0
racked,racked,s,ReportingEvents,0
two,two,s,Numbers,0
ways,ways,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
almost,almost,s,SubjectivePercept,0
torn,torn,s,ReportingEvents,0
to,to,s,,0
--,--,s,,0
--,--,nn,,0
--,--,s,,0
Pray,pray,s,Intensity,0
Sir,sir,c,PersonProperty,0
",",",",n,,0
What,what,s,,0
answer,answer,s,Specifiers,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
return,return,c,RecurringEvents,0
?,?,nn,Question,0
I,i,s,Autobio,0
had,had,s,Autobio,1
forgot,forgot,s,Negativity,0
thy,thy,s,DirectAddress,0
business,business,c,AbstractConcepts,0
:,:,s,,0
say,say,s,Citations,0
I,i,s,Metadiscourse,0
come,come,c,Metadiscourse,1
",",",",s,,0
--,--,n,,0
Yet,yet,s,Resistance,0
sure,sure,s,Confidence,0
there,there,s,Uncertainty,0
might,might,s,Uncertainty,1
be,be,s,Uncertainty,2
found,found,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
middle,middle,s,AbstractConcepts,0
path,path,c,AbstractConcepts,1
",",",",n,,0
Wherein,wherein,s,CommonAuthorities,0
I,i,s,ReceivedPOV,0
might,might,s,ReceivedPOV,1
observe,observe,s,ReceivedPOV,2
an,an,s,,0
equal,equal,s,Comparison,0
pace,pace,c,,0
",",",",n,,0
Of,of,s,,0
faith,faith,s,StandardsPos,0
to,to,s,,0
both,both,c,,0
.,.,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
think,think,s,PrivateThinking,0
on,on,s,SpaceRelation,0
it,it,s,SpaceRelation,1
--,--,s,,0
--,--,s,,0
--,--,nn,,0
O,o,s,LangRef,0
Wench,wench,c,PersonProperty,0
",",",",s,,0
never,never,s,DenyDisclaim,0
trust,trust,s,Confidence,0
',',c,,0
em,em,c,SpaceRelation,0
",",",",s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
th'unconstans't,th'unconstans't,n,UNRECOGNIZED,0
Things,things,s,Uncertainty,0
in,in,s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
world,world,c,AbstractConcepts,0
",",",",n,,0
They,they,s,,0
still,still,s,Updates,0
exclaim,exclaim,s,Intensity,0
on,on,s,Intensity,1
us,us,c,Inclusive,0
;,;,s,,0
tell,tell,s,Citations,0
us,us,n,Citations,1
We,we,s,ReportingStates,0
are,are,s,ReportingStates,1
more,more,s,Comparison,0
wavering,wavering,s,Uncertainty,0
then,then,s,,0
our,our,s,Inclusive,0
feathers,feathers,c,SenseObject,0
",",",",n,,0
And,and,s,,0
that,that,s,Inclusive,0
we,we,s,Inclusive,1
change,change,s,Transformation,0
more,more,s,Comparison,0
often,often,s,Comparison,1
then,then,s,,0
the,the,s,SenseObject,0
Moon,moon,c,SenseObject,1
",",",",n,,0
With,with,s,Specifiers,0
such,such,s,Specifiers,1
like,like,s,SubjectivePercept,0
sickly,sickly,s,Negativity,0
Fancies,fancies,c,PrivateThinking,0
.,.,s,Resistance,0
But,but,s,Resistance,1
if,if,n,Contingency,0
',',c,,0
Twere,twere,s,UNRECOGNIZED,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
in,in,s,,0
them,them,s,,0
the,the,s,Cause,0
cause,cause,s,Cause,1
is,is,c,Cause,2
;,;,n,,0
Had,had,s,ProjectBack,0
but,but,s,Resistance,0
men,men,s,PersonProperty,0
a,a,s,,0
care,care,c,StandardsPos,0
",",",",s,,0
still,still,s,ProjectAhead,0
to,to,s,ProjectAhead,1
observe,observe,c,ReportingEvents,0
",",",",n,,0
And,and,s,,0
please,please,s,Positivity,0
us,us,s,Inclusive,0
as,as,s,,0
at,at,s,Sequence,0
first,first,c,Sequence,1
",",",",s,,0
we,we,n,,0
Still,still,s,Updates,0
should,should,s,Insist,0
be,be,s,Insist,1
the,the,s,Insist,2
same,same,c,Comparison,0
;,;,s,,0
our,our,s,Inclusive,0
fancies,fancies,s,PrivateThinking,0
never,never,s,DenyDisclaim,0
change,change,c,Transformation,0
;,;,n,Resistance,0
But,but,s,Resistance,1
the,the,s,,0
object,object,s,AbstractConcepts,0
alters,alters,c,ReportingEvents,0
",",",",s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
we,we,n,,0
Out,out,s,,0
of,of,s,Inclusive,0
our,our,s,Inclusive,1
Constancy,constancy,c,StandardsPos,0
",",",",s,,0
are,are,s,Negativity,0
forced,forced,s,Negativity,1
to,to,s,Negativity,2
choose,choose,n,ReportingEvents,0
Another,another,c,Specifiers,0
",",",",s,Aside,0
which,which,s,Aside,1
may,may,s,Contingency,0
please,please,s,Positivity,0
as,as,s,Comparison,0
that,that,s,Comparison,1
did,did,s,ReportingEvents,0
first,first,c,Sequence,0
.,.,nn,Sequence,1
But,but,s,Resistance,0
Madam,madam,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
hope,hope,s,Positivity,0
you,you,s,DirectAddress,0
find,find,s,,0
no,no,s,DenyDisclaim,0
reason,reason,s,DenyDisclaim,1
to,to,s,,0
apply,apply,n,ReportingEvents,0
Ought,ought,s,Insist,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Lysander,lysander,c,UNRECOGNIZED,0
.,.,nn,,0
No,no,c,DenyDisclaim,0
?,?,s,Question,0
what,what,s,DirectAddress,0
think,think,s,DirectAddress,1
you,you,s,DirectAddress,2
then,then,n,,0
Of,of,s,,0
his,his,s,PersonPronoun,0
long,long,s,SenseProperty,0
absence,absence,c,Negativity,0
?,?,nn,Question,0
What,what,s,,0
some,some,s,Uncertainty,0
two,two,s,Numbers,0
days,days,c,TimeDuration,0
?,?,s,Question,0
I,i,s,Self_Promise,0
promise,promise,s,Self_Promise,1
you,you,n,Self_Promise,2
I,i,s,FirstPer,0
know,know,s,Confidence,0
some,some,s,Uncertainty,0
Lovers,lovers,c,Positivity,0
",",",",s,,0
and,and,s,,0
those,those,s,,0
of,of,s,StandardsPos,0
the,the,s,StandardsPos,1
best,best,s,StandardsPos,2
file,file,s,SenseObject,0
too,too,c,Metadiscourse,0
",",",",n,Metadiscourse,1
That,that,s,,0
do,do,s,Intensity,0
presume,presume,s,ReasonForward,0
more,more,s,Specifiers,0
on,on,s,Specifiers,1
their,their,s,PersonPronoun,0
Mistress,mistress,s,PersonProperty,0
favors,favors,c,Positivity,0
:,:,n,,0
As,as,s,Specifiers,0
there,there,s,Specifiers,1
is,is,s,Specifiers,2
your,your,s,DirectAddress,0
stalking,stalking,s,Motions,0
Signior,signior,c,PersonProperty,0
",",",",s,,0
he,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
comes,comes,n,ReportingEvents,0
Hither,hither,s,SpaceRelation,0
a,a,s,,0
wooing,wooing,s,Positivity,0
still,still,s,Updates,0
in,in,s,Updates,1
state,state,c,,0
",",",",s,,0
that,that,s,,0
tells,tells,n,Citations,0
Long,long,s,SubjectiveTime,0
stories,stories,s,SubjectiveTime,1
of,of,s,,0
his,his,s,PersonPronoun,0
Pedigrees,pedigrees,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
Honors,honors,c,StandardsPos,0
",",",",n,,0
In,in,s,,0
stead,stead,s,Substitution,0
of,of,s,,0
Amorous,amorous,s,Positivity,0
Passions,passions,c,SubjectivePercept,0
.,.,nn,Question,0
Who,who,c,Question,1
",",",",s,Question,2
Philonax,philonax,c,UNRECOGNIZED,0
?,?,nnn,Question,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
he,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
scorns,scorns,s,Negative_Relation,0
to,to,s,Negative_Relation,1
woo,woo,s,Positivity,0
the,the,s,Inclusive,0
common,common,s,Inclusive,1
way,way,c,AbstractConcepts,0
",",",",n,Resistance,0
But,but,s,Resistance,1
keeps,keeps,s,SubjectivePercept,0
his,his,s,SubjectivePercept,1
distance,distance,s,SubjectivePercept,2
still,still,c,Updates,0
",",",",s,,0
and,and,s,,0
courts,courts,s,,0
by,by,s,,0
the,the,s,CommonAuthorities,0
Rule,rule,c,CommonAuthorities,1
:,:,n,,0
So,so,s,Intensity,0
much,much,s,Intensity,1
a,a,s,TimeDuration,0
day,day,c,TimeDuration,1
:,:,s,,0
observes,observes,s,Curiosity,0
a,a,s,Curiosity,1
kind,kind,s,Uncertainty,0
of,of,s,Uncertainty,1
diet,diet,n,AbstractConcepts,0
In,in,s,Intensity,0
all,all,s,Intensity,1
his,his,s,Intensity,2
wooing,wooing,c,Positivity,0
:,:,s,,0
Sooth,sooth,s,Positivity,0
were,were,s,ProjectBack,0
to,to,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
",",",",s,SelfDisclosure,2
I,i,s,SelfDisclosure,0
Would,would,s,SelfDisclosure,1
make,make,n,ReportingEvents,0
His,his,s,PersonPronoun,0
stately,stately,s,StandardsPos,0
hams,hams,s,SenseObject,0
to,to,s,,0
cringe,cringe,s,Negativity,0
before,before,s,Sequence,0
I,i,s,Autobio,0
had,had,s,Autobio,1
him,him,c,PersonPronoun,0
",",",",n,,0
And,and,s,,0
afterward,afterward,s,Sequence,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
alone,alone,c,SpaceRelation,0
.,.,nn,,0
I,i,s,FirstPer,0
prithee,prithee,s,DirectAddress,0
tell,tell,c,,0
",",",",s,,0
how,how,s,Question,0
has,has,s,Question,1
Lysander,lysander,s,UNRECOGNIZED,0
bribed,bribed,s,Negativity,0
thee,thee,n,DirectAddress,0
That,that,s,,0
thou,thou,s,DirectAddress,0
should,should,s,Insist,0
thus,thus,s,ReasonForward,0
exclaim,exclaim,s,Intensity,0
on,on,s,Intensity,1
Philonax,philonax,c,UNRECOGNIZED,0
?,?,nn,Question,0
True,true,s,StandardsPos,0
Madam,madam,c,PersonProperty,0
",",",",n,,0
I,i,s,Autobio,0
Have,have,s,Autobio,1
been,been,s,Autobio,2
bribed,bribed,c,Negativity,0
;,;,s,Resistance,0
but,but,s,Resistance,1
by,by,s,,0
his,his,s,PersonPronoun,0
virtues,virtues,c,StandardsPos,0
",",",",n,,0
His,his,s,PersonPronoun,0
fair,fair,s,StandardsPos,0
Respects,respects,s,StandardsPos,0
to,to,s,DirectAddress,0
you,you,c,DirectAddress,1
*,*,s,,0
and,and,s,,0
noble,noble,s,StandardsPos,0
Carriage,carriage,c,SenseObject,0
.,.,nn,,0
Ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
.,.,s,,0
--,--,nnn,,0
Indeed,indeed,s,Intensity,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
confess,confess,c,Disclosure,0
",",",",s,,0
it,it,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
usual,usual,n,RecurringEvents,0
Amongst,amongst,s,SpaceRelation,0
us,us,s,Inclusive,0
Chamber-Creatures,chamber-creatures,s,UNRECOGNIZED,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
bribed,bribed,n,Negativity,0
With,with,s,Specifiers,0
such,such,s,Specifiers,1
uncoyned,uncoyned,s,UNRECOGNIZED,0
metal,metal,c,AbstractConcepts,0
.,.,nn,AbstractConcepts,1
I,i,s,SelfDisclosure,0
believe,believe,s,SelfDisclosure,1
thee,thee,c,DirectAddress,0
;,;,n,Resistance,0
But,but,s,Resistance,1
prithee,prithee,s,DirectAddress,0
tell,tell,s,Citations,0
me,me,s,Citations,1
true,true,c,Concessive,0
",",",",s,Concessive,1
does,does,s,Question,0
he,he,s,Question,1
not,not,s,DenyDisclaim,0
use,use,n,DenyDisclaim,1
To,to,s,,0
charm,charm,s,Positivity,0
thy,thy,s,DirectAddress,0
Tongue,tongue,s,SenseObject,0
by,by,s,Uncertainty,0
some,some,s,Uncertainty,1
more,more,s,Comparison,0
powerful,powerful,s,Positivity,0
motive,motive,c,SubjectivePercept,0
",",",",n,,0
And,and,s,,0
chain,chain,s,SenseObject,0
it,it,s,,0
to,to,s,,0
himself,himself,s,PersonPronoun,0
in,in,s,,0
golden,golden,s,SenseProperty,0
Links,links,c,AbstractConcepts,0
?,?,n,Question,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
I,i,s,FirstPer,0
know,know,s,Confidence,0
he,he,s,PersonPronoun,0
still,still,s,TimeDuration,0
does,does,s,TimeDuration,1
use,use,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
kindly,kindly,c,StandardsPos,0
",",",",n,,0
Cause,cause,s,Cause,0
Thou,thou,s,DirectAddress,0
belong'st,belong'st,s,UNRECOGNIZED,0
to,to,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
.,.,nn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
I,i,s,DirectAddress,0
hope,hope,n,DirectAddress,1
You,you,s,DirectAddress,2
are,are,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
Jealous,jealous,s,Negative_Relation,0
of,of,s,,0
me,me,c,FirstPer,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
tell,tell,s,DirectAddress,0
you,you,n,DirectAddress,1
All,all,s,SubjectivePercept,0
that,that,s,SubjectivePercept,1
I,i,s,SubjectivePercept,2
know,know,c,Confidence,0
",",",",s,Concessive,0
though,though,s,Concessive,1
not,not,s,DenyDisclaim,0
as,as,s,DenyDisclaim,1
to,to,s,,0
Create,create,n,ReportingEvents,0
A,a,s,ReportingEvents,1
good,good,s,StandardsPos,0
Opinion,opinion,s,StandardsPos,1
in,in,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,Resistance,0
but,but,s,Resistance,1
confirm,confirm,n,Authoritative_Citation,0
That,that,s,Authoritative_Citation,1
which,which,s,,0
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
conceive,conceive,s,PrivateThinking,0
already,already,s,Updates,0
of,of,s,,0
Him,him,c,PersonPronoun,0
.,.,n,,0
He,he,s,Updates,0
Is,is,s,Updates,1
truly,truly,s,Intensity,0
Generous,generous,c,StandardsPos,0
",",",",s,Resistance,0
but,but,s,Resistance,1
far,far,s,SpaceRelation,0
from,from,s,SpaceRelation,1
Bribing,bribing,c,Negativity,0
:,:,n,,0
For,for,s,Confidence,0
sure,sure,c,Confidence,1
",",",",s,,0
I,i,s,SelfDisclosure,0
think,think,c,SelfDisclosure,1
",",",",s,,0
he,he,s,PersonPronoun,0
cannot,cannot,s,DenyDisclaim,0
be,be,s,DenyDisclaim,1
so,so,s,,0
unjust,unjust,n,StandardsNeg,0
To,to,s,,0
his,his,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
Merits,merits,c,StandardsPos,0
",",",",s,,0
as,as,s,,0
distrust,distrust,s,Negative_Relation,0
',',c,,0
em,em,s,SpaceRelation,0
so,so,n,,0
To,to,s,,0
think,think,s,PrivateThinking,0
they,they,s,,0
want,want,s,ProjectAhead,0
a,a,s,,0
mercenary,mercenary,s,PersonProperty,0
Advocate,advocate,c,ConfirmedThght,0
.,.,nn,,0
Nay,nay,c,OralCues,0
",",",",s,Resistance,0
but,but,c,Resistance,1
",",",",s,,0
I,i,s,FirstPer,0
prithee,prithee,c,DirectAddress,0
",",",",s,,0
haste,haste,s,Negativity,0
to,to,s,,0
his,his,s,PersonPronoun,0
Opinion,opinion,s,SubjectivePercept,0
Concerning,concerning,s,Specifiers,0
me,me,c,FirstPer,0
.,.,nnn,,0
He,he,s,PrivateThinking,0
thinks,thinks,c,PrivateThinking,1
",",",",s,,0
as,as,s,Generalization,0
all,all,s,Generalization,1
do,do,s,Intensity,0
else,else,c,Contingency,0
",",",",n,,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
Perfections,perfections,s,StandardsPos,0
Storehouse,storehouse,c,SenseObject,0
",",",",s,,0
and,and,s,,0
does,does,s,ReportingEvents,0
love,love,n,Positivity,0
One,one,s,Specifiers,0
only,only,s,Specifiers,1
in,in,s,Intensity,0
the,the,s,Intensity,1
world,world,s,Intensity,2
as,as,s,Metadiscourse,0
well,well,s,Metadiscourse,1
as,as,s,Metadiscourse,2
you,you,c,DirectAddress,0
.,.,nn,,0
O,o,s,LangRef,0
Hyperia,hyperia,c,UNRECOGNIZED,0
!,!,n,,0
And,and,s,,0
can,can,s,Contingency,0
Thou,thou,s,DirectAddress,0
call,call,s,ReportingEvents,0
him,him,s,PersonPronoun,0
faithful,faithful,s,StandardsPos,0
which,which,s,,0
dos,dos,s,,0
pledge,pledge,n,Promise,0
His,his,s,Promise,1
faith,faith,s,StandardsPos,0
to,to,s,,0
more,more,s,Comparison,0
then,then,s,,0
one,one,c,Numbers,0
?,?,s,Question,0
That,that,c,,0
",",",",s,,0
That,that,s,Specifiers,0
is,is,s,Specifiers,1
it,it,n,,0
Which,which,s,,0
I,i,s,SelfDisclosure,0
have,have,c,SelfDisclosure,1
*,*,s,,0
still,still,s,Updates,0
suspected,suspected,c,Negativity,0
",",",",s,,0
and,and,s,,0
it,it,s,,0
cuts,cuts,n,,0
My,my,s,FirstPer,0
very,very,s,Intensity,0
heart,heart,s,Disclosure,0
strings,strings,c,Disclosure,1
.,.,nn,Resistance,0
But,but,s,Resistance,1
Madam,madam,s,PersonProperty,0
here,here,s,SpaceRelation,0
he,he,s,PersonPronoun,0
comes,comes,c,ReportingEvents,0
",",",",n,,0
I,i,s,SelfDisclosure,0
hope,hope,s,SelfDisclosure,1
will,will,s,PredictedFuture,0
Cure,cure,s,Positivity,0
',',c,,0
em,em,s,SpaceRelation,0
strait,strait,c,AbstractConcepts,0
.,.,nn,,0
MAdam,madam,s,PersonProperty,0
you,you,s,DirectAddress,0
might,might,s,DirectAddress,1
have,have,s,,0
spared,spared,s,Positivity,0
your,your,s,DirectAddress,0
messenger,messenger,c,PersonProperty,0
",",",",n,,0
My,my,s,SelfDisclosure,0
own,own,s,SelfDisclosure,1
distressed,distressed,s,Negativity,0
thoughts,thoughts,s,PrivateThinking,0
did,did,s,ReportingEvents,0
prompt,prompt,s,StandardsPos,0
me,me,s,FirstPer,0
