SInce,since,s,ReasonBackward,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
mine,mine,c,FirstPer,0
.,.,nnn,Curiosity,0
What,what,s,Curiosity,1
is,is,s,Curiosity,2
it,it,s,Curiosity,3
that,that,s,Curiosity,4
disturbs,disturbs,s,Negativity,0
you,you,c,DirectAddress,0
?,?,nnn,Question,0
A,a,s,,0
Parson,parson,c,PersonProperty,0
.,.,nnn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
what,what,s,Question,0
has,has,s,Question,1
he,he,s,Question,2
done,done,s,ReportingStates,0
to,to,s,DirectAddress,0
you,you,c,DirectAddress,1
?,?,nnn,Question,0
He,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
married,married,s,Biographical_Time,0
me,me,c,FirstPer,0
.,.,nn,,0
The,the,s,Negativity,0
Devil's,devil's,s,Negativity,1
in,in,s,,0
the,the,s,PersonProperty,0
Fellow,fellow,s,PersonProperty,1
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
--,--,s,,0
I,i,s,Citations,0
was,was,s,Citations,1
told,told,s,Citations,2
before,before,s,Sequence,0
I,i,s,FirstPer,0
married,married,s,Biographical_Time,0
him,him,c,PersonPronoun,0
",",",",s,,0
that,that,n,,0
thus,thus,s,ReasonForward,0
',',c,,0
twou^d,twou^d,s,UNRECOGNIZED,0
be,be,c,ReportingStates,0
;,;,s,Resistance,0
But,but,s,Resistance,1
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
I,i,s,Autobio,0
had,had,s,Autobio,1
Charms,charms,s,Positivity,0
enough,enough,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
govern,govern,s,ReportingEvents,0
him,him,c,PersonPronoun,0
;,;,s,,0
and,and,s,,0
that,that,n,,0
where,where,s,SpaceRelation,0
there,there,s,SpaceRelation,1
was,was,s,ProjectBack,0
an,an,s,ProjectBack,1
Estate,estate,c,AbstractConcepts,0
",",",",s,,0
a,a,s,PersonProperty,0
Woman,woman,s,PersonProperty,1
must,must,s,Insist,0
needs,needs,s,Insist,0
be,be,s,Insist,1
happy,happy,c,Positivity,0
;,;,s,,0
so,so,s,ReasonForward,0
my,my,s,ReasonForward,1
Vanity,vanity,s,Negative_Relation,0
has,has,n,,0
deceived,deceived,s,Anger,0
me,me,c,FirstPer,0
",",",",s,,0
and,and,s,,0
my,my,s,ProjectAhead,0
Ambition,ambition,s,ProjectAhead,1
has,has,s,,0
made,made,s,Fear,0
me,me,s,Fear,1
uneasy,uneasy,c,Fear,2
.,.,s,Resistance,0
But,but,s,Resistance,1
some,some,s,Uncertainty,0
comfort,comfort,s,Positivity,0
still,still,c,Updates,0
;,;,s,,0
if,if,n,Contingency,0
one,one,s,Contingency,1
would,would,s,Contingency,0
be,be,s,Contingency,1
reveng^d,reveng^d,s,UNRECOGNIZED,0
of,of,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
these,these,s,ReportingStates,0
are,are,s,ReportingStates,1
good,good,s,Positivity,0
times,times,c,Positivity,1
;,;,s,,0
a,a,s,PersonProperty,0
Woman,woman,s,PersonProperty,1
may,may,s,Contingency,0
have,have,s,Contingency,1
a,a,s,StandardsPos,0
Gallant,gallant,c,StandardsPos,1
",",",",n,,0
and,and,s,,0
a,a,s,,0
separate,separate,s,AbstractConcepts,0
maintenance,maintenance,s,AbstractConcepts,1
too,too,s,,0
--,--,s,,0
The,the,s,,0
surly,surly,s,Negative_Relation,0
Puppy,puppy,s,SenseObject,0
--,--,s,,0
yet,yet,s,Resistance,0
he,he,s,Neutral_Attribution,0
is,is,s,Neutral_Attribution,1
a,a,s,Neutral_Attribution,2
Fool,fool,s,Negativity,0
for,for,s,,0
it,it,c,,0
:,:,s,,0
For,for,n,,0
hitherto,hitherto,s,ProjectBack,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
been,been,s,ProjectBack,0
no,no,s,DenyDisclaim,0
Monster,monster,c,Negativity,0
:,:,s,,0
But,but,s,Resistance,0
who,who,s,Resistance,1
knows,knows,s,Confidence,0
how,how,s,Confidence,1
far,far,s,SpaceRelation,0
he,he,s,PersonPronoun,0
may,may,s,Contingency,0
provoke,provoke,s,SubjectivePercept,0
me,me,c,FirstPer,0
.,.,s,,0
I,i,n,Autobio,0
never,never,s,Autobio,1
loved,loved,s,Positivity,0
him,him,c,PersonPronoun,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
I,i,s,Autobio,0
have,have,s,Autobio,1
been,been,s,Autobio,2
ever,ever,s,Biographical_Time,0
true,true,s,Confidence,0
to,to,s,Confidence,1
him,him,c,PersonPronoun,0
;,;,s,,0
and,and,s,,0
that,that,c,,0
",",",",s,,0
in,in,s,Resistance,0
spite,spite,s,Resistance,1
of,of,s,Resistance,2
all,all,n,Generalization,0
the,the,s,Generalization,1
attacks,attacks,s,Negative_Relation,0
of,of,s,Negative_Relation,1
