S,s,s,LangRef,0
Endimion,endimion,c,UNRECOGNIZED,0
",",",",s,,0
Hippolitus,hippolitus,c,UNRECOGNIZED,0
",",",",n,,0
Or,or,s,,0
a,a,s,,0
fairer,fairer,s,Comparison,0
youth,youth,s,AbstractConcepts,0
persuade,persuade,s,ReportingEvents,0
her,her,s,PersonPronoun,0
not,not,s,DenyDisclaim,0
from,from,n,,0
Her,her,s,PersonPronoun,0
chastity,chastity,c,CommonAuthorities,0
",",",",s,Resistance,0
but,but,s,Resistance,1
you,you,c,DirectAddress,0
?,?,s,Question,0
--,--,nn,,0
Juno,juno,s,,0
on,on,s,SpaceRelation,0
the,the,s,SpaceRelation,1
earth,earth,c,SpaceRelation,2
?,?,nn,Question,0
But,but,s,Resistance,0
this,this,s,,0
thoughts,thoughts,s,PrivateThinking,0
too,too,s,,0
likely,likely,c,Confidence,0
",",",",s,,0
and,and,s,,0
to,to,s,,0
common,common,n,AbstractConcepts,0
To,to,s,AbstractConcepts,1
be,be,s,ReportingStates,0
entertained,entertained,c,Positivity,0
:,:,s,,0
you,you,s,DirectAddress,0
think,think,s,DirectAddress,1
if,if,s,Contingency,0
ought,ought,s,Insist,0
be,be,n,Insist,1
Lost,lost,c,ReportingStates,0
",",",",s,ReportingStates,1
it,it,s,Insist,0
must,must,s,Insist,1
be,be,s,Insist,2
lost,lost,s,Negativity,0
a,a,s,Negativity,1
far,far,c,SpaceRelation,0
",",",",s,,0
pass,pass,s,ReportingEvents,0
Hymen's,hymen's,n,UNRECOGNIZED,0
Temple,temple,s,SenseObject,0
that,that,s,,0
borders,borders,s,SpaceRelation,0
on,on,s,SpaceRelation,1
your,your,s,DirectAddress,0
groves,groves,c,SenseObject,0
",",",",s,,0
and,and,s,,0
search,search,n,ReportingEvents,0
The,the,s,ReportingEvents,1
Caves,caves,c,SenseObject,0
.,.,s,,0
Nay,nay,s,OralCues,0
believe,believe,s,PrivateThinking,0
heaven's,heaven's,s,StandardsPos,0
a,a,s,,0
nearer,nearer,n,SpaceRelation,0
Enemy,enemy,c,Negativity,0
",",",",s,,0
if,if,s,Contingency,0
Jove,jove,s,,0
do,do,s,Intensity,0
court,court,s,Positivity,0
her,her,s,Positivity,1
it,it,s,,0
is,is,s,ReportingStates,0
in,in,n,SpaceRelation,0
The,the,s,SpaceRelation,1
shape,shape,s,SpaceRelation,2
of,of,s,SpaceRelation,3
Ganimede,ganimede,c,UNRECOGNIZED,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
such,such,s,Intensity,0
was,was,s,ProjectBack,0
he,he,n,CommonAuthorities,0
That,that,s,CommonAuthorities,1
led,led,s,Narrative_Verbs,0
her,her,s,Narrative_Verbs,1
from,from,s,DirectAddress,0
your,your,s,DirectAddress,1
train,train,c,SenseObject,0
.,.,s,Resistance,0
But,but,s,Resistance,1
turn,turn,s,,0
and,and,s,,0
prove,prove,n,Confidence,0
How,how,s,DirectAddress,0
much,much,s,DirectAddress,1
you,you,s,DirectAddress,2
are,are,s,ReportingStates,0
lost,lost,s,Negativity,0
in,in,s,Negativity,1
fears,fears,c,Fear,0
",",",",s,,0
not,not,s,DenyDisclaim,0
she,she,s,PersonPronoun,0
in,in,s,Positivity,0
love,love,c,Positivity,1
.,.,n,Imperative,0
See,see,s,Imperative,1
in,in,s,,0
this,this,s,,0
glorious,glorious,s,Positivity,0
perspective,perspective,c,SubjectivePercept,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
sits,sits,n,SpaceRelation,0
Your,your,s,DirectAddress,0
so,so,s,DirectAddress,1
deplored,deplored,s,Negativity,0
Nymph,nymph,c,SenseObject,0
",",",",s,,0
and,and,s,,0
the,the,s,,0
lovely,lovely,s,Positivity,0
Satyr,satyr,n,SenseObject,0
That,that,s,,0
ensnared,ensnared,s,Narrative_Verbs,0
her,her,c,Narrative_Verbs,1
.,.,s,,0
Can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
against,against,s,,0
his,his,s,PersonPronoun,0
nobler,nobler,n,Comparison,0
Breast,breast,s,PersonProperty,0
bend,bend,s,Motions,0
a,a,s,Motions,1
dart,dart,c,Motions,0
?,?,s,Question,0
or,or,s,,0
wish,wish,s,SubjectivePercept,0
it,it,s,,0
thither,thither,c,SpaceRelation,0
?,?,n,Question,0
See,see,s,Curiosity,0
where,where,s,Curiosity,1
Cupid,cupid,s,Positivity,0
stands,stands,c,,0
",",",",s,,0
and,and,s,,0
laughes,laughes,c,,0
",",",",s,,0
ready,ready,n,ProjectAhead,0
In,in,s,Specifiers,0
his,his,s,Specifiers,1
just,just,s,Intensity,0
offense,offense,c,SubjectivePercept,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
shoot,shoot,c,ReportingEvents,0
",",",",s,,0
to,to,s,,0
shoot,shoot,n,ReportingEvents,0
Another,another,c,Specifiers,0
.,.,s,,0
Tempt,tempt,s,SubjectivePercept,0
him,him,s,PersonPronoun,0
not,not,s,DenyDisclaim,0
at,at,s,,0
so,so,s,Positivity,0
great,great,s,Positivity,1
ods,ods,c,SenseObject,0
",",",",n,,0
Often,often,s,RecurringEvents,0
times,times,s,RecurringEvents,1
such,such,s,Intensity,0
beauty,beauty,s,StandardsPos,0
has,has,s,,0
inflamed,inflamed,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
gods,gods,c,CommonAuthorities,0
.,.,n,,0
It,it,s,PrivateThinking,0
seems,seems,s,PrivateThinking,1
you,you,s,DirectAddress,0
little,little,s,SenseProperty,0
deal,deal,s,ReportingEvents,0
in,in,s,ReportingEvents,1
marriages,marriages,c,CommonAuthorities,0
",",",",n,,0
That,that,s,Contingency,0
could,could,s,Contingency,1
be,be,s,Contingency,2
so,so,s,,0
ignorant,ignorant,s,StandardsNeg,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
day,day,c,TimeDuration,0
",",",",n,,0
Then,then,s,,0
which,which,c,,0
",",",",s,,0
none,none,s,DenyDisclaim,0
was,was,s,ProjectBack,0
ever,ever,s,Generalization,0
more,more,s,Generalization,1
expected,expected,c,ProjectAhead,0
",",",",n,,0
More,more,s,Comparison,0
proclaimed,proclaimed,c,ReportingStates,0
.,.,s,ReportingStates,1
This,this,s,ProjectBack,0
was,was,s,ProjectBack,1
no,no,s,DenyDisclaim,0
midnight,midnight,s,Sequence,0
bargain,bargain,c,AbstractConcepts,0
",",",",n,,0
Nor,nor,s,DenyDisclaim,0
stolen,stolen,s,Negativity,0
match,match,c,SenseObject,0
:,:,s,,0
but,but,s,Resistance,0
like,like,s,SubjectivePercept,0
unto,unto,s,CommonAuthorities,0
the,the,s,,0
lovers,lovers,c,Positivity,0
",",",",n,,0
Known,known,s,CommonAuthorities,0
and,and,s,,0
eminent,eminent,c,StandardsPos,0
.,.,s,Sequence,0
First,first,c,Sequence,1
",",",",s,Sequence,2
by,by,s,,0
their,their,s,PersonPronoun,0
Parents,parents,n,PersonProperty,0
Thought,thought,s,PrivateThinking,0
on,on,s,,0
and,and,s,,0
concluded,concluded,s,Sequence,0
who,who,s,Curiosity,0
were,were,s,Curiosity,1
not,not,s,DenyDisclaim,0
sad,sad,n,DenyDisclaim,1
Judges,judges,c,PrivateThinking,0
",",",",s,Resistance,0
but,but,s,Resistance,1
Prophets,prophets,s,ProjectAhead,0
of,of,s,,0
their,their,s,PersonPronoun,0
after,after,s,Sequence,0
loves,loves,c,Positivity,0
",",",",n,,0
Then,then,s,,0
deferrd,deferrd,s,UNRECOGNIZED,0
till,till,s,AbstractConcepts,0
Minerva,minerva,s,,0
had,had,s,ProjectBack,0
enriched,enriched,n,StandardsPos,0
The,the,s,Specifiers,0
one,one,c,Specifiers,1
",",",",s,Specifiers,2
and,and,s,,0
your,your,s,DirectAddress,0
purer,purer,s,StandardsPos,0
Laws,laws,s,AbstractConcepts,0
the,the,s,Specifiers,0
other,other,c,Specifiers,1
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
last,last,s,Metadiscourse,0
of,of,s,Metadiscourse,1
all,all,c,Metadiscourse,2
",",",",s,,0
when,when,s,,0
in,in,s,,0
this,this,s,,0
high,high,s,,0
manner,manner,c,AbstractConcepts,0
",",",",n,,0
Fame,fame,s,StandardsPos,0
with,with,s,,0
her,her,s,PersonPronoun,0
lowdest,lowdest,s,UNRECOGNIZED,0
blast,blast,s,Motions,0
had,had,s,ProjectBack,0
askst,askst,s,UNRECOGNIZED,0
the,the,s,,0
bonds,bonds,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
none,none,s,DenyDisclaim,0
was,was,s,ProjectBack,0
found,found,s,SubjectivePercept,0
so,so,s,SubjectivePercept,1
boldly,boldly,s,Confidence,0
bad,bad,c,Negativity,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
proudly,proudly,n,StandardsPos,0
Envious,envious,s,Negative_Relation,0
to,to,s,,0
intrude,intrude,c,Negativity,0
",",",",s,,0
joynd,joynd,s,UNRECOGNIZED,0
they,they,s,,0
were,were,s,ProjectBack,0
by,by,s,,0
the,the,n,CommonAuthorities,0
Sacred,sacred,s,CommonAuthorities,1
hand,hand,s,SenseObject,0
of,of,s,,0
Majesty,majesty,c,CommonAuthorities,0
.,.,n,Question,0
Why,why,s,Question,1
droopes,droopes,s,UNRECOGNIZED,0
Diana,diana,c,UNRECOGNIZED,0
?,?,nn,Question,0
Thus,thus,s,ReasonForward,0
daily,daily,s,RecurringEvents,0
to,to,s,,0
behold,behold,s,SpaceRelation,0
the,the,s,,0
noblest,noblest,s,StandardsPos,0
of,of,s,,0
my,my,s,FirstPer,0
train,train,n,SenseObject,0
Snatched,snatched,s,SceneShift,0
from,from,s,SceneShift,1
me,me,c,FirstPer,0
",",",",s,,0
and,and,s,,0
Hymen's,hymen's,s,UNRECOGNIZED,0
torch,torch,s,SenseObject,0
outshine,outshine,s,Resistance,0
the,the,n,PersonProperty,0
Virgin,virgin,s,PersonProperty,1
Taper,taper,c,SpaceRelation,0
.,.,nn,,0
This,this,s,Immediacy,0
day,day,s,Immediacy,1
your,your,s,DirectAddress,0
power,power,s,AbstractConcepts,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
diminisht,diminisht,c,UNRECOGNIZED,0
",",",",s,,0
her,her,n,PersonPronoun,0
Name,name,c,LangRef,0
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
her,her,s,PersonPronoun,0
Chastity,chastity,s,CommonAuthorities,0
is,is,s,ReportingStates,0
lost,lost,c,ReportingStates,0
;,;,s,ReportingStates,1
she,she,s,Updates,0
is,is,n,Updates,1
Only,only,s,SubjectivePercept,0
chaing'd,chaing'd,s,UNRECOGNIZED,0
from,from,s,,0
a,a,s,,0
pure,pure,s,StandardsPos,0
virgin,virgin,c,PersonProperty,0
",",",",s,,0
to,to,s,,0
as,as,n,,0
Pure,pure,s,StandardsPos,0
a,a,s,,0
Bride,bride,c,PersonProperty,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
yet,yet,s,Resistance,0
it,it,s,,0
joys,joys,s,Positivity,0
me,me,s,FirstPer,0
to,to,s,ProjectAhead,0
see,see,n,ProjectAhead,1
My,my,s,FirstPer,0
fears,fears,s,Fear,0
thus,thus,s,ReasonForward,0
ended,ended,c,ReportingStates,0
.,.,nn,ReportingStates,1
Express,express,s,Citations,0
it,it,s,,0
in,in,s,,0
welcome,welcome,s,Positivity,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
Royal,royal,n,CommonAuthorities,0
Pair,pair,c,AbstractConcepts,0
",",",",s,,0
who,who,s,,0
thsis,thsis,s,UNRECOGNIZED,0
have,have,s,,0
causd,causd,s,UNRECOGNIZED,0
it,it,c,,0
;,;,s,,0
grace,grace,s,StandardsPos,0
them,them,s,,0
with,with,s,DirectAddress,0
your,your,n,DirectAddress,1
Best,best,s,StandardsPos,0
endeavors,endeavors,c,StandardsPos,1
",",",",s,ReasonForward,0
and,and,s,ReasonForward,1
what,what,s,ReasonForward,2
the,the,s,ReasonForward,3
others,others,s,Uncertainty,0
want,want,n,ProjectAhead,0
Of,of,s,StandardsPos,0
Honor,honor,c,StandardsPos,1
",",",",s,,0
they,they,s,,0
daily,daily,s,RecurringEvents,0
can,can,s,Contingency,0
bestow,bestow,c,StandardsPos,0
.,.,n,DirectAddress,0
Let,let,s,DirectAddress,1
us,us,s,DirectAddress,2
join,join,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
perform,perform,s,ReportingEvents,0
something,something,c,Uncertainty,0
",",",",s,,0
that,that,s,Uncertainty,0
may,may,s,Uncertainty,1
be,be,s,Uncertainty,2
worthy,worthy,s,StandardsPos,0
of,of,s,StandardsPos,1
their,their,s,PersonPronoun,0
presence,presence,c,AbstractConcepts,0
",",",",n,,0
who,who,s,DirectAddress,0
of,of,s,DirectAddress,1
our,our,s,Inclusive,0
ready,ready,s,ProjectAhead,0
Servants,servants,s,PersonProperty,0
shall,shall,s,Future_Question,0
we,we,s,Future_Question,1
grace,grace,s,StandardsPos,0
with,with,s,StandardsPos,1
this,this,s,,0
employment,employment,nnn,AbstractConcepts,0
Me,me,c,FirstPer,0
",",",",s,,0
great,great,s,Intensity,0
goddess,goddess,c,PersonProperty,0
.,.,nn,,0
Tragedia,tragedia,c,UNRECOGNIZED,0
?,?,s,Question,0
the,the,s,Negative_Relation,0
enemy,enemy,s,Negative_Relation,1
of,of,s,Negative_Relation,2
thtngs,thtngs,n,UNRECOGNIZED,0
Fair,fair,s,StandardsPos,0
and,and,s,,0
prosperous,prosperous,c,StandardsPos,0
;,;,s,,0
what,what,s,Question,0
has,has,s,Question,1
she,she,s,Question,2
to,to,s,,0
do,do,n,ReportingEvents,0
With,with,s,ReportingEvents,1
loves,loves,c,Positivity,0
",",",",s,,0
or,or,s,,0
marriages,marriages,c,CommonAuthorities,0
",",",",s,,0
unlesse't,unlesse't,s,UNRECOGNIZED,0
be,be,s,Intensity,0
to,to,n,Intensity,1
Confound,confound,s,Negativity,0
',',c,,0
um,um,c,OralCues,0
?,?,s,Question,0
who,who,s,,0
so,so,s,,0
often,often,s,RecurringEvents,0
before,before,s,Sequence,0
the,the,s,SenseObject,0
Altar,altar,n,SenseObject,1
(,(,c,,0
Happy,happy,s,Positivity,0
with,with,s,Positivity,1
the,the,s,SenseObject,0
Flowers,flowers,s,SenseObject,1
and,and,s,,0
Virgins,virgins,s,PersonProperty,0
hands,hands,n,SenseObject,0
That,that,s,,0
decked,decked,s,ReportingEvents,0
it,it,c,,0
),),s,,0
has,has,s,,0
offered,offered,s,ReportingEvents,0
up,up,s,ReportingEvents,1
the,the,s,,0
Lovers,lovers,c,Positivity,0
",",",",n,,0
A,a,s,,0
sad,sad,s,Sad,0
sacrifice,sacrifice,c,StandardsPos,0
.,.,s,,0
Delighting,delighting,s,Positivity,0
still,still,c,Updates,0
",",",",s,,0
ere,ere,n,ProjectBack,0
Phoebus,phoebus,s,UNRECOGNIZED,0
could,could,s,Contingency,0
withdraw,withdraw,c,ReportingEvents,0
",",",",s,,0
to,to,s,,0
hasten,hasten,s,ReportingEvents,0
a,a,s,TimeDuration,0
night,night,n,TimeDuration,1
Of,of,s,Sad,0
sorrow,sorrow,s,Sad,1
ore,ore,s,SenseObject,0
the,the,s,TimeDuration,0
day,day,c,TimeDuration,1
.,.,n,,0
From,from,s,,0
these,these,s,Immediacy,0
solemnities,solemnities,s,CommonAuthorities,0
be,be,s,ReportingStates,0
far,far,s,SpaceRelation,0
away,away,c,SpaceRelation,1
",",",",n,,0
Thou,thou,c,DirectAddress,0
",",",",s,,0
thy,thy,s,DirectAddress,0
Buskins,buskins,c,SenseObject,0
",",",",s,,0
Crown,crown,c,SenseObject,0
",",",",s,,0
and,and,s,,0
Robe,robe,c,SenseObject,0
",",",",s,,0
filling,filling,s,,0
the,the,n,SpaceRelation,0
Scene,scene,s,SpaceRelation,1
with,with,s,,0
tumults,tumults,c,Negativity,0
",",",",s,,0
and,and,s,,0
with,with,s,,0
blood,blood,c,SenseObject,0
.,.,s,,0
Thy,thy,s,DirectAddress,0
milder,milder,n,Comparison,0
Sister,sister,c,PersonProperty,0
",",",",s,,0
gentle,gentle,s,Positivity,0
Comaedy,comaedy,c,UNRECOGNIZED,0
",",",",s,,0
far,far,s,SpaceRelation,0
sitter,sitter,n,PersonProperty,0
For,for,s,,0
these,these,s,Immediacy,0
sports,sports,c,SenseProperty,0
.,.,s,,0
we,we,s,,0
will,will,s,PredictedFuture,0
entertain,entertain,c,Positivity,0
;,;,s,,0
who,who,s,,0
can,can,s,Confidence,0
present,present,n,Confidence,1
Soft,soft,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
sweet,sweet,s,Positivity,0
loves,loves,c,Positivity,1
",",",",s,,0
Examples,examples,s,Example,0
of,of,s,Example,1
this,this,s,Immediacy,0
night,night,c,Immediacy,1
",",",",n,,0
Beginning,beginning,s,Sequence,0
sour,sour,c,SenseProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
ending,ending,s,Sequence,0
with,with,s,Sequence,1
delight,delight,c,Positivity,0
.,.,nn,OpenQuery,0
How,how,s,OpenQuery,1
much,much,s,OpenQuery,2
Divinest,divinest,s,UNRECOGNIZED,0
Juno,juno,s,,0
speaks,speaks,s,,0
below,below,n,SpaceRelation,0
Her,her,s,SpaceRelation,1
self,self,c,SubjectivePercept,0
",",",",s,,0
in,in,s,,0
preferring,preferring,s,PrivateThinking,0
what,what,s,,0
she,she,s,Insist,0
must,must,s,Insist,1
scorn,scorn,n,Negative_Relation,0
To,to,s,Negative_Relation,1
name,name,c,LangRef,0
.,.,s,,0
Can,can,s,Contingency,0
she,she,s,PersonPronoun,0
desire,desire,s,Positivity,0
to,to,s,Positivity,1
do,do,s,GenericEvents,0
something,something,n,GenericEvents,1
In,in,s,StandardsPos,0
honor,honor,s,StandardsPos,1
of,of,s,StandardsPos,2
this,this,s,,0
assembly,assembly,c,AbstractConcepts,0
?,?,s,Question,0
something,something,c,Uncertainty,0
",",",",n,,0
As,as,s,Example,0
when,when,s,Example,1
the,the,s,Example,2
gods,gods,s,CommonAuthorities,0
are,are,s,Positivity,0
pleased,pleased,c,Positivity,1
",",",",s,,0
and,and,s,,0
wish,wish,s,ProjectAhead,0
to,to,s,ProjectAhead,1
see,see,s,PrivateThinking,0
it,it,n,PrivateThinking,1
In,in,s,,0
so,so,s,,0
low,low,s,AbstractConcepts,0
a,a,s,,0
Strain,strain,c,ReportingEvents,0
?,?,s,Question,0
entertain,entertain,s,Positivity,0
Princes,princes,c,PersonProperty,0
?,?,n,Question,0
And,and,s,,0
in,in,s,,0
Comedies,comedies,s,Positivity,0
poor,poor,s,Negativity,0
vain,vain,c,Negativity,0
?,?,s,Question,0
would,would,s,Future_Question,0
she,she,s,Future_Question,1
have,have,n,ReportingEvents,0
An,an,s,ReportingEvents,1
Epithalamion,epithalamion,s,UNRECOGNIZED,0
in,in,s,,0
these,these,s,Immediacy,0
Lovers,lovers,s,Positivity,0
praise,praise,c,StandardsPos,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
hear,hear,s,SpaceRelation,0
it,it,s,,0
chanted,chanted,s,ReportingEvents,0
in,in,s,,0
rude,rude,s,Negative_Relation,0
roundelayes,roundelayes,c,UNRECOGNIZED,0
?,?,n,Question,0
As,as,s,Generalization,0
all,all,s,Generalization,1
profane,profane,c,StandardsNeg,0
.,.,s,Imperative,0
Let,let,s,Imperative,1
these,these,s,Immediacy,0
be,be,s,ReportingStates,0
far,far,s,SpaceRelation,0
away,away,n,SpaceRelation,1
Unworthy,unworthy,s,StandardsNeg,0
in,in,s,,0
this,this,s,Immediacy,0
night,night,s,Immediacy,1
to,to,s,,0
bear,bear,s,SenseObject,0
a,a,s,,0
part,part,c,,0
",",",",n,,0
What,what,s,,0
a,a,s,Negativity,0
mockery,mockery,s,Negativity,1
would,would,s,ProjectBack,0
such,such,s,Intensity,0
be,be,s,ReportingStates,0
of,of,s,,0
their,their,n,PersonPronoun,0
Noble,noble,s,StandardsPos,0
Love,love,c,Positivity,0
",",",",s,,0
to,to,s,,0
have,have,s,,0
its,its,s,,0
pure,pure,s,StandardsPos,0
name,name,s,LangRef,0
smothered,smothered,n,SpaceRelation,0
By,by,s,SpaceRelation,1
so,so,s,,0
gross,gross,s,ReportingEvents,0
a,a,s,ReportingEvents,1
fire,fire,c,SenseObject,0
?,?,s,Question,0
their,their,s,PersonPronoun,0
brave,brave,s,StandardsPos,0
actions,actions,n,GenericEvents,0
Parralel'd,parralel'd,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
such,such,s,Specifiers,1
country,country,s,AbstractConcepts,0
Jiggs,jiggs,c,UNRECOGNIZED,0
",",",",s,,0
of,of,s,,0
Cupid,cupid,c,Positivity,0
",",",",n,,0
Ridiculously,ridiculously,s,Negativity,0
immitating,immitating,s,UNRECOGNIZED,0
with,with,n,,0
Their,their,s,PersonPronoun,0
long,long,s,SenseProperty,0
passions,passions,c,SubjectivePercept,0
?,?,s,Question,0
No,no,c,OralCues,0
",",",",s,OralCues,1
if,if,s,Contingency,0
Juno,juno,s,,0
do,do,n,Intensity,0
Desire,desire,s,Positivity,0
to,to,s,Positivity,1
crown,crown,s,SenseObject,0
these,these,s,Immediacy,0
hours,hours,s,TimeDuration,0
above,above,s,SpaceRelation,0
the,the,s,SpaceRelation,1
rest,rest,c,,0
",",",",n,,0
And,and,s,,0
make,make,s,ReportingEvents,0
',',c,,0
em,em,s,SpaceRelation,0
welcome,welcome,c,Positivity,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
before,before,s,Sequence,0
the,the,s,Positivity,0
best,best,n,Positivity,1
These,these,s,Immediacy,0
